Speaker,Spanish (ES)
Shannon,"""Si el poema del epitafio representaba el ritual de resurreción de {f:5:Beatrice}‐sama, entonces ella necesitaba muchos sacrificios. Él debió simplemente haber sido designado como uno de ellos."""
Ushiromiya George,"""Shannon‐chan, tuviste un final horrible... Al menos, desearía que tu muerte hubiese sido más pacífica y bonita."""
Shannon,"""Umm, bueno... no es que me haya dolido. Además, como usted puede ver, ahora mismo, estoy perfectamente bien, así que no se preocupe."""
,"Shannon lo demostró toqueteando la mejilla que había sido aplastada durante la historia, y todo el mundo rió, sonriendo."
Ushiromiya George,"""Bueno, se siente un poco extraño decir esto... pero estaba seguro de que esta historia estaría en el género de misterio estándar. Estoy algo sorprendido de que fuera fantasía. Después de todo, una historia alrededor de una herencia, situada en una mansión de estilo occidental en una isla aislada... Pensé que esa era la fórmula clásica para misterios."""
Ushiromiya Maria,"""Uu. ¡No es fantasía! ¡{f:5:Beatrice} ""exiiiste""! Uu."""
Kanon,"""Sí, lo sabemos. {f:5:Beatrice}‐sama sí ""existe""."""
Shannon,"""Así es... {f:5:Beatrice}‐sama sí ""existe""."""
Ushiromiya Jessica,"""Odio admitirlo, pero no me queda otra. ¡Porque es obvio que una 19.ª persona, una bruja, estaba involucrada!"""
Ushiromiya George,"""Ella logró hacer muchas cosas que serían imposible para los humanos. Durante la historia, pensamos en toda clase de cosas, tratando de negar aquello."""
Ushiromiya George,"""Pero ahora lo puedo decir con claridad. Todos y cada uno de ellos, fueron crímenes imposibles para un humano. Aquellos crímenes serían imposibles de realizar a menos que fuese la bruja {f:5:Beatrice} usando todo el poder que la magia podía proporcionar."""
Ushiromiya Jessica,"""La culpable es una bruja. Ese punto es perfectamente claro. Larga vida a {f:5:Beatrice}‐sama. Jajajajajaja."""
Ushiromiya Maria,"""Uu. Todos creyeron. Estoy feliz. ¡Uu!"""
Shannon,"""Los dioses y brujas parecerán aterradores a quienes les tengan miedo, pero creo que deben tener afecto por aquellos que creen y les respeten."""
Kanon,"""... Pienso que es tal como dices."""
Ushiromiya Jessica,"""Así que, creo que ya terminamos con lo de jugar con casos de asesinato. Así que es hora de poner manos a la obra y esforzarnos en resolver el acertijo del epitafio, tal como dijo {f:5:Beatrice}, ¿no?"""
Ushiromiya Maria,"""¡Uu! ¡Estoy de acuerdo! {f:5:Beatrice} definitivamente estará feliz."""
Ushiromiya George,"""Jajajajaja... Todos ignoramos esa carta durante la historia, después de todo."""
Shannon,"""Aunque la teníamos delante de nosotros, la ignoramos casi por completo. Siento algo de pena por {f:5:Beatrice}‐sama."""
Ushiromiya Maria,"""¡Tengo el epitafio anotado en mi cuaderno! ¡Resolvamos el acertijo, resolvamos el acertijo!"""
Ushiromiya George,"""Esta historia probablemente fue mal desde entonces."""
Shannon,"""Eso es lo más probable. Quizás deberíamos haber intentado resolver el acertijo del epitafio desde el principio, como {f:5:Beatrice}‐sama dijo."""
Ushiromiya Jessica,"""Bueno, ya es un poco tarde ahora. Aun así, intentemos resolverlo ahora, a ver si la bruja nos perdona. Vamos, intentemos resolver el acertijo del epitafio... Aquí estamos, ""Contempla el río de ayus que atraviesa mi añorado pueblo natal""..."""
,"Luego de que María colocara su cuaderno sobre la mesa, y abriera la página en donde estaba escrito el epitafio, todos lo miraron con atención, y se divirtieron discutiendo con ánimo mientras empezaban a adivinar esto y aquello sobre el acertijo."
,"Rodeados por el aroma del té negro y galletas de vainilla recién hechas, pasaron el rato cómoda y felizmente..."
Ushiromiya Battler,"""Esperen un segundo, chicos."""
,"Dijo Battler, en un tono que arruinó el ambiente."
,Su expresión parecía un tanto descontenta.{n}¿Qué no le podría gustar sobre toda esta diversión?
Ushiromiya Battler,"""Los he estado escuchando y... ¿por qué todos ustedes dejaron de pensar? ¿Por qué están tan seguros de que una bruja está detrás de todo esto? ¿No se dan cuenta de que cosas como esa no existen?"""
,"Tan solo con esas palabras, el ambiente alegre de la fiesta de té desapareció al instante."
,George y Jessica. Shannon y Kanon. Y María.
,"Todos miraron sin comprender, preguntándose por qué Battler estaba diciendo cosas extrañas."
,Incluso el tonto y arrogante Battler se dio cuenta de que había dicho algo malo.
Ushiromiya George,"""B‐Bueno, ya sabes... ¿No está claro que esos crímenes fueron imposibles para un humano?"""
Ushiromiya Jessica,"""¡A‐Así es, así es! Ninguno de los casos pudo ser posible para un humano."""
Shannon,"""Estoy de acuerdo... Después de todo, ¿no estaba lleno de cosas que uno no podría explicar usando humanos?"""
Kanon,"""No entiendo lo que está diciendo, Battler‐sama."""
Ushiromiya Battler,"""¡Y-Yo soy quien no tiene idea de lo que {i:ustedes} están hablando! ¿No es obvio que fueron humanos quienes cometieron esos crímenes? Obviamente no hay tal cosa como las brujas, ¿no?"""
Shannon,"""E‐Entonces... ¿Qué hay de cuando fui asesinada en el almacén, y le hicieron algo horrible a la mitad de mi cara? Si el culpable era humano, ¿cómo podría haberlo hecho?"""
Ushiromiya Battler,"""Bueno... Quiero decir... Es difícil imaginar cómo podrían haber hecho algo tan horrible."""
Ushiromiya Battler,"""Pero aquel era el almacén del jardín de rosas, ¿no es así? Estoy seguro de que había una gran cantidad de herramientas extrañas allí. No pregunten qué pero... ¿no podría haber usado una herramienta eléctrica como una trituradora o una sierra eléctrica?"""
Shannon,"""E‐Eso es... umm..."""
Ushiromiya Jessica,"""Entonces, Battler... ¿Cómo explicas la desaparición del abuelo de la habitación cerrada de su estudio? El abuelo desapareció de repente a pesar de que la puerta estaba sellada, ¿no lo recuerdas?"""
Ushiromiya Battler,"""También hablamos de eso durante la historia. No es imposible que el abuelo haya utilizado algún truco para burlar el recibo. También es posible que haya salido por la ventana, o caído, y la tía Natsuhi lo haya cerrado desde dentro. Puedo pensar en varios trucos que uno puede usar sin depender de la magia, ¿no ven?"""
Ushiromiya Jessica,"""E‐Eso tiene sentido, pero..."""
Ushiromiya George,"""En ese caso, Battler‐kun, ¿cómo explicas la manera en la que mis padres fueron asesinados en la habitación de huéspedes? La puerta fue sellada por la cerradura y la cadena. Naturalmente, las ventanas también estaban selladas. ¿Cómo sugerirías que un humano podría haber matado a mis padres?"""
Ushiromiya Battler,"""Bueno... Cierto, tuvimos que dejar ese truco de lado durante la historia. De cualquier manera, hay una gran probabilidad de que el culpable tuviese la llave al menos. Y era posible mirar a través del espacio que la cadena de la puerta dejaba abrir."""
Ushiromiya Battler,"""Esto sonará algo descabellado, pero es posible que se haya usado algún aparato por ese espacio. ¿O tal vez sacaron algo a través de este?"""
Ushiromiya Battler,"""Mmmmm, bueno, aunque las cadenas son increíblemente simples, son un gran factor al construir una habitación cerrada... Pero a estas alturas, los autores han usado casi todos los trucos de habitación cerrada posibles que se pueden usar. Si compraras algunos misterios de habitación cerrada de alguna que otra librería, probablemente encuentres algún truco que encajaría a la perfección."""
Ushiromiya Battler,"""De cualquier forma, no puedo pensar en uno ahora mismo, pero puedo decir con seguridad que un humano lo podría lograr de alguna manera si lo intenta lo suficiente."""
Ushiromiya George,"""¿No es ese argumento terriblemente irracional? Es simplemente ridículo reclamar que es posible que un humano pueda hacer algo, aunque no lo puedas explicar."""
Ushiromiya Battler,"""¿Por qué es tan ridículo? ¿Por qué todos ustedes dejaron de pensar? Aunque parezca imposible, tiene que ser factible. ¿No es así como siempre funciona?"""
Ushiromiya Jessica,"""Battler, eres tú quien está siendo ridículo. Si piensas que un humano pudo haberlo hecho, intenta explicarlo ahora. No puedes, ¿no?"""
Ushiromiya Battler,"""¿Y solo porque no puedo explicarlo, eso inmediatamente hace al culpable una bruja? ¡Con ese argumento, todos los crímenes sin resolver en el mundo podrían ser resueltos diciendo que lo hizo una bruja!"""
Ushiromiya Maria,"""Battler, estás esquivando el problema, y no estás explicando nada. María y los demás están diciendo ""Un humano no puede hacerlo. Por lo tanto el culpable es algo que no es humano. Y ese algo es una bruja"". Y aun así sigues decidiendo arbitrariamente que las brujas son imposibles aunque no puedes explicar nada."""
Ushiromiya Maria,"""Kijijijijijijijijijijiji, es casi como la humanidad durante la era oscura. Como aquellos tontos que decían que la Tierra de ninguna manera podría estar girando, y que el cielo debía estar girando alrededor de la Tierra, aunque no podían explicar cómo."""
Ushiromiya Battler,"""E‐Ese tipo de lógica me molesta un poco. Así que esto es básicamente lo que intentan decir: Si no puedo explicar cómo un humano pudo hacerlo, ¿entonces debo aceptar que el culpable es la bruja, {f:5:Beatrice}?"""
Kanon,"""No es como si le estuviésemos obligando. Solo nos estábamos preguntando en base a qué dice algo tan absurdo."""
Ushiromiya Battler,"""A‐Absurdo... ¡O‐Oigan, ¿es lo que estuve diciendo tan raro?!"""
Ushiromiya Battler,"""¡¿Soy yo el que está loco?! ¡Ustedes están empezando a asustarme!"""
Kanon,"""Battler‐sama. Cuando morí en la sala de calderas, fui asesinado por una 19.ª persona que no debería existir."""
Kanon,"""¿Puede explicar cómo un humano pudo hacer eso? En aquel momento, la ubicación de los 18 eran ampliamente conocidas. Y aun así, fui asesinado."""
Ushiromiya Battler,"""¡También hablamos de eso en la historia! La abuela Kumasawa, por ejemplo. Ella dijo que te siguió luego de que bajaras a la sala de calderas, pero hasta donde sabemos, pudo ser una mentira."""
Ushiromiya Battler,"""¡Ella pudo haber entrado a la sala contigo! O quizás, cuando entraste en la sala de calderas, activaste algún tipo de trampa, una que podría haber sido preparada para golpearte con uno de esos picahielos."""
Ushiromiya Battler,"""Después de todo, el hedor del cadáver del abuelo venía del incinerador. Sin falta, alguien vendría en algún momento, ¡así que todo lo que el culpable debía hacer era armar una trampa, y así sería más que posible para él alejarse del lugar y crear una coartada para el momento de tu muerte!"""
Shannon,"""Habla sobre una trampa en la sala de calderas, pero... ¿qué tipo de trampa?"""
Ushiromiya George,"""Así es. Luego de que ocurriese, todos corrimos de inmediato hacia la sala de calderas. ¡Pero no encontramos ningún tipo de aparato extraño como ese!"""
Kanon,"""Eso es correcto. Battler‐sama, ¿con qué tipo de trampa dice que fui asesinado?"""
Ushiromiya Battler,"""Bueno... No lo sé. Pero en cualquier caso, debió haber sido alguna trampa, o quizás alguien esté mintiendo, o... ¡¿o qué tal esto?!"""
Ushiromiya Battler,"""¡Kanon‐kun, ¿y si todo aquello fuese una actuación tuya?! ¡¡E‐Eso es, estabas actuando!! La tía Eva y el tío Hideyoshi también estaban actuando. ¡Ellos mismos crearon la habitación cerrada y pretendían estar muertos!"""
Ushiromiya Jessica,"""Battler... ¿Te sientes... bien... de la cabeza?"""
Shannon,"""Umm... ¿debería traer algunas bebidas frías?"""
Ushiromiya Battler,"""N‐No me miren con esos ojos de pena, no estoy diciendo nada tan alocado... Solo estoy dando posibilidades de trucos que podrían haberse utilizado, ¿está bien?"""
Ushiromiya Battler,"""¡Digo, ¿no es uno de los clichés en historias de misterio el que las víctimas no están realmente muertas?!"""
Ushiromiya George,"""¿Clichés?"""
Ushiromiya Battler,"""B‐Bueno, entonces... Cuando Kanon‐kun fue asesinado, sí que sabíamos con seguridad en dónde estaban los demás. Y asumamos que la abuela Kumasawa no estaba mintiendo."""
Ushiromiya Battler,"""Pero eso solo se mantiene cierto para los supervivientes. ¡Si el culpable pretendió estar muerto, se colocó junto a las víctimas reales para ocultarse, y luego actuó por su cuenta, entonces todo puede explicarse!"""
Ushiromiya Jessica,"""Supongo... ¿Intentas decir que la tía Eva o uno de los demás fue el culpable? Pero el doctor Nanjo confirmó las muertes de todos, siendo un doctor, ¿no lo recuerdas?"""
Kanon,"""Así es. El doctor Nanjo revisó a todas las víctimas. Battler‐sama, para que su teoría funcione, ¿no debería ser el doctor Nanjo también uno de los culpables?"""
Ushiromiya Battler,"""¡¡Ah, sí, es verdad!! ¡Una vez consideras que el doctor Nanjo pudo ser uno de los culpables y falsificar la proclamación de la muerte, la historia entera cambia! ¡¡¿Lo ven? Eso también es un cliché en las novelas de misterio, ¿no es así?!!"""
Ushiromiya Maria,"""Pero el doctor Nanjo también fue asesinado..."""
Ushiromiya Battler,"""Umm... sobre eso... ¡Eso es, el doctor Nanjo fingió su muerte!"""
Ushiromiya Battler,"""Quiero decir, no había nadie además del doctor Nanjo que pudiese examinar cadáveres apropiadamente, y todo el mundo estaba confundido por entonces. ¡No tuvimos tiempo de sobra para ver si todavía tenía pulso! ¡Con esta teoría, cualquiera de los muertos podría haber estado caminando por ahí!"""
Shannon,"""Creo que habría sido difícil hacer eso para los 6 que murieron al principio... Después de todo, la persiana metálica estaba cerrada, y había un candado que no podía ser abierto desde dentro..."""
Ushiromiya Jessica,"""Sí. Mamá tenía esa llave. ¿Así que que mamá también era uno de los culpables?"""
Ushiromiya Battler,"""Aaaaaaah, esperen un segundo... quizás fuese imposible para uno de los primeros 6, pero en el caso de los padres de Aniki, la puerta solo estaba cerrada desde fuera. Por lo que podrían haberla abierto desde adentro... ¡Eso es, después de que dejamos la habitación, quizás saltaron desde la ventana y llegaron antes a la sala de calderas!"""
Ushiromiya Battler,"""¡¿E-Es eso demasiado?! ¡¿O quizás el doctor Nanjo cometió un error al examinar los cadáveres?!"""
Ushiromiya Battler,"""Miren, él mismo lo dijo, ¿no? ¡De que hay una gran posibilidad de cometer un error al examinar cadáveres! ¡¡El culpable lo disfrazó bien, o preparó un cuerpo sustituto o algo así, y fingió su muerte!! Dejemos el método o truco que usaron para luego... y... ¿No lo ven? ¡No es tan difícil negar que una 19.ª persona existió!"""
Ushiromiya Battler,"""¡Mucho menos una {i:bruja}! ¡¡Al menos eso es completamente imposible!!"""
Ushiromiya Maria,"""... No sé por qué insistes tanto en decir que uno de nosotros es el culpable. Kijiji{0}ji{0}ji{0}ji{0}ji{0}ji{0}jiji, en otras palabras, ¿quieres sospechar de uno de tus familiares?"""
Ushiromiya Battler,"""No es eso... Es solo que, eh, no puedo aceptar tan fácilmente que una 19.ª persona existía... e incluso si este fuese el caso, creo que deberíamos construir nuestro argumento desde el punto de vista de que el culpable era un humano. Lo de las brujas es algo que solo dirías con desesperación, justo al final, después de que todo lo demás haya sido refutado, eso intento decir."""
Ushiromiya Battler,"""Quiero decir, vamos, ¡no hay forma de que las brujas existan, ¿verdad?! ¿Por qué todos ustedes han estado aceptando tan casualmente que el culpable es una bruja?"""
Ushiromiya Battler,"""Me parece genial que su amor familiar hace que odien la idea de que alguien cercano es un asesino. ¡¿Pero está bien dejar todo de lado así?! ¡¿No quieren encontrar al detestable culpable que mató a tanta gente?!"""
Ushiromiya Battler,"""¡Aniki, quieres vengar a tus padres, ¿no es así?! ¡Jessica, quieres vengar a Kanon‐kun, y Kanon‐kun, quieres vengar a Shannon‐chan, ¿no?! Shannon‐chan, al menos deberías querer saber quien fue el que te mató."""
Ushiromiya Battler,"""¡¿Por qué todos se rindieron y decidieron que el culpable era una bruja?! ¡¿Qué les pasa a todos ustedes?!"""
,"El tonto y malhumorado Battler intentó forzar su ingorancia hacia los otros, gritando."
,"Sin embargo, todos lo miraban con lástima, observando silenciosamente."
,"Entonces, la sabia María rió, y señaló el error de Battler por él."
Ushiromiya Maria,"""Kijijijijijijijiji... Estamos igual de sorprendidos. Todo lo que has estado haciendo es repetir este disparate, pensando que resolviste algo, Battler."""
Ushiromiya Maria,"""¿Y qué? ¿Entonces? ¿Cómo pudo un humano hacerlo? ¿Concretamente? Cada vez que hacemos esas preguntas, todo lo que dices es ""No puedo pensar en nada ahora mismo"" o ""alguna clase de aparato"" o cosas así, usando palabras abstractas para huir y esquivar el tema."""
Ushiromiya Maria,"""De hecho, quiero preguntártelo a {i:ti}, Battler. ¿Por qué {i:tú} no crees en {f:5:Beatrice}? Ella ""existe"", entonces, ¿por qué no crees?"""
Ushiromiya Battler,"""¡Porque ella no ""existe""! ¡¡Las brujas no ""existen""!! ¡¡No hay forma de qué existan!!"""
,Era casi como ver a un niño terco negar sin razón alguna.
,"Las miradas de lástima cubrieron a Battler en silencio, pero no llegaron a su obstinado corazón."
Ushiromiya Jessica,"""Realmente estás actuando como un niño al que no le hacen caso..."""
Shannon,"""Battler‐sama. Entiendo como se siente, pero..."""
Kanon,"""{f:5:Beatrice}‐sama realmente ""existe""."""
Ushiromiya George,"""Battler‐kun... ¿por qué no crees? Mira la cantidad de evidencia circunstancial que hay."""
Ushiromiya Battler,"""No acepto la lógica de que si no puedo explicarlo, es obra de la bruja. Si no saben como brilla una bombilla de luz, si no saben el principio, ¿significa que es todo magia?"""
Ushiromiya Battler,"""¡No es así, ¿verdad?! ¡¡No hay nada que no pueda ser explicado sin magia!! ¡Todo esto de brujas y magias es solo abdicación de pensamiento! ¡Ustedes tan solo se rindieron porque no entendieron lo que sucedió! ¡Tengo razón, ¿no?!"""
Ushiromiya Maria,"""Ki‐jijijijijijijijijijiji... Bueno, no estoy sorprendida, pero parece que eres el único que no va a creer, no importa lo que pase."""
Ushiromiya Maria,"""Si incluso una persona no cree, el ""milagro"" no ocurrirá. Así que, si no replanteas tus ignorantes teorías, el milagro... la magia no será completada."""
Ushiromiya Battler,"""Jeje... Ahora lo entiendo. Finalmente me di cuenta. Así que en otras palabras, ustedes quieren que yo diga que la bruja existe, ¿no? Si todos aceptan esa mentira, se volverá ""la verdad"". ¡De eso se trata esto, ¿no?!"""
Ushiromiya Battler,"""Qué mal. Este es el único lugar en el que diré qué mal, pero esto es totalmente inútil. Me niego... {i:Todos ustedes me están presionando, y por eso mismo es totalmente inútil.}"""
Ushiromiya Maria,"""... ¿Por qué?"""
Ushiromiya Battler,"""Lo siento pero, ¿por qué no damos vuelta al tablero una última vez? Si quieren obligarme a aceptar que hay una bruja, hay una manera muy fácil."""
Ushiromiya Battler,"""¡Y no es la forma indirecta de decir ""un humano no pudo hacerlo, por lo que debió ser una bruja""! Todo lo que deben hacer es mostrarme la manera en la que una bruja lo hizo con magia."""
Ushiromiya Battler,"""Además, lo que María dijo antes es lo que la hará cavar su tumba. Dijiste que si incluso una sola persona no cree, un ""milagro"" no ocurrirá."""
Ushiromiya Battler,"""¡Pero los verdaderos milagros suceden crea la gente en ellos o no! ¡¡Incluso si solo yo no creyera!! ¡¡Así que cualquier milagro, magia o bruja que exista solo porque crea en ello es una completa mentira!!"""
Ushiromiya Maria,"""..."""
,El ambiente intranquilo siguiendo el desvarío ignorante de Battler... fue disipado por una muy refrescante y ligera risa.
,¿La risa de quién? Battler fue sorprendido por aquella voz que nunca había oído antes.
,"Cuando miró hacia George y Jessica, hacia Shannon, Kanon y María, se dio cuenta de que se habían quedado de repente en un silencio respetuoso."
Ushiromiya Maria,"""{f:5:Beatrice}."""
{f:5:Beatrice},"""Qué maravilla. Ha pasado un largo tiempo desde que conocí a un humano tan encantador."""
Ushiromiya Battler,"""¿Q‐Quién... eres?"""
{f:5:Beatrice},"""... Así que ni siquiera sabes quién es la anfitriona de la fiesta de té a la que fuiste invitado. Simplemente maravilloso. ¡*risita*risita*!"""
Kanon,"""Usted está siendo honrado por la presencia de la Bruja Dorada que ha vivido por mil años, {f:5:Beatrice}‐sama."""
Shannon,"""Es un gran honor verla, {f:5:Beatrice}‐sama..."""
Ushiromiya George,"""Por favor, disculpe las palabras de Battler‐kun."""
Ushiromiya Jessica,"""¡E‐Este tipo es simplemente terco, y, umm, todavía no entiende la situación en la que está!"""
{f:5:Beatrice},"""*risita*risita*risita*... Está bien. Luego de mil años, la mayoría de brujas se cansan de vivir. De vez en cuando, está bien conocer a un hombre con carácter como tú."""
Ushiromiya Maria,"""Es un gran honor estar presente cuando {f:5:Beatrice} se muestra, Battler."""
Ushiromiya Battler,"""Je... ¡¡je‐je‐je‐je!! Vaya... qué sorpresa. ¿Están realmente tan deseperados de hacerme creer que una bruja, que una 19.ª persona es el culpable?"""
Ushiromiya Battler,"""¡Esto empieza a ser interesante! ¡¡Y es totalmente inútil!! Debes ser la ilusión de la bruja {f:5:Beatrice} impuesta por María y los demás."""
Ushiromiya Battler,"""Y solo cuando todos crean en tu existencia se te permitirá finalmente existir. Eres ese tipo de ser ficticio, ¿no? Por eso me quieres hacer creer también. {i:No puedes existir, porque solo yo no creo en ti}. ¡¿No es así?!"""
{f:5:Beatrice},"""Tu nivel de comprensión no es malo para un mortal común que no sabe nada de la magia. Ya veo, parece que has nacido con una fuerte resistencia hacia la magia."""
{f:5:Beatrice},"""El enemigo natural de nosotras, las brujas. Por mucho que te demos vueltas y vueltas, {i:nunca creerás en nosotras}. {i:Por lo tanto, la magia no funcionará contra ti}. Esa actitud tuya tiene mucho sentido. ¡*risita*risita*!"""
Ushiromiya Battler,"""¡No tengo idea de lo que estás diciendo, jijiji! Es muy amable de tu parte tomarte la molestia de mostrarte ante nosotros, pero no creo en ti en lo más mínimo."""
Ushiromiya Battler,"""Es cierto que muchas cosas extrañas sucedieron durante esos dos días. Tal como dijo María antes, aunque pienso que todos los trucos podrían ser explicados, todavía no puedo disponer los detalles prácticos de cada uno. Pero eso no significa que me rendiré."""
Ushiromiya Battler,"""Soy diferente a ellos, ¿de acuerdo? Nunca argumentaré que fue obra de una bruja solo porque no puedo explicarlo."""
{f:5:Beatrice},"""Mi interés en ti se va profundizando. Valdrá la pena romperte."""
{f:5:Beatrice},"""Eres el tipo de hombre al que amaría obligar a alabar mi nombre. Eres el tipo de hombre al que amaría obligar a besar mis pies. ¡*risita*risita*risita*!"""
Ushiromiya Battler,"""¡Habla de disparates todo lo que quieras! Niego que existas. ¡¡Todos los eventos pueden ser explicados con ""trucos humanos""!! ¡¡No hay lugar para siquiera una mota de magia o brujas!!"""
{f:5:Beatrice},"""¡Qué maravilla! Esta es la forma perfecta de pasar el rato luego de mil años de aburrimiento."""
{f:5:Beatrice},"""Entonces déjame preguntarte. Hace un rato, has dicho que usar el espacio en la puerta sería suficiente para matar a Eva y Hideyoshi, ¿no es así? Explica cómo podrías hacer eso usando tus trucos humanos."""
Ushiromiya Battler,"""Je... Yendo directo a la parte difícil, ¿no? ¿Significa que es este el truco que más te enorgullece? ¿Señorita {i:culpable}?"""
,"{f:5:Beatrice} agitó su pipa dorada, y siete colores de suave humo salieron del extremo."
,"El humo oscureció rápidamente los alrededores, y de repente estaba en el pasillo de la mansión."
,"En frente de sus ojos, una puerta ligeramente abierta, cerrada con una cadena..."
,"En efecto, era la entrada a la habitación en donde Eva y Hideyoshi habían sido asesinados."
Ushiromiya Battler,"""Q‐Qué conveniente, ¿no?"""
{f:5:Beatrice},"""Entonces. Muéstrame lo que puedes hacer, ""Battler""."""
Ushiromiya Battler,"""Er... P‐Probablente tenía algún aparato para disparar aquellos ""picahielos"". Si usó algo como eso..."""
{f:5:Beatrice},"""¿Cómo apuntarías hacia Eva sobre la cama cuando no puedes ver tan lejos por este espacio? ¿Y cómo llegarías hasta Hideyoshi, en el baño con la puerta cerrada?"""
Ushiromiya Battler,"""... Maldición... Hay un hueco... Debería de haber alguna manera..."""
{f:5:Beatrice},"""*risita*risita*. Si no se te ocurre alguna, permíteme."""
Ushiromiya Battler,"""¿Oh? Adelante, ¿cómo lo haría una gran bruja entonces? Vamos, veamos lo que haces tú."""
Ushiromiya Maria,"""Battler, estás siendo grosero con {f:5:Beatrice}..."""
{f:5:Beatrice},"""Está bien, muy bien. Qué hombre más encantador. Hará que sea aún más divertido romperlo."""
Ushiromiya Battler,"""¡Je! ¡¿Tantas ganas tienes de que bese tus pies?! ¡Solo si me rindo! Pero ya verás... Definitivamente expondré este truco, ¡y haré que me beses el trasero en su lugar!"""
{f:5:Beatrice},"""*risita*. Qué hombre más encantador. Recordaré esa promesa. Las brujas débiles besan a los demonios por detrás para ganar poder. Porque no existe más grande juramento que la sumisión total. Son palabras como esas las que me dan el deseo de subyugarte. ¡*risita*risita*!"""
,"Sin prestar atención a las palabras groseras de Battler, {f:5:Beatrice} una vez más agitó su pipa dorada."
,"Sí, ya que esa pipa dorada era su preciosa varita mágica."
{f:5:Beatrice},"""Vamos, arriba, niñas. Yo soy la guía del purgatorio. Empuñen las siete estacas, que perdonaron los pecados capitales."""
