Speaker,Spanish (ES)
Ushiromiya Battler,"""¡¡Pequeña sabandija~!! ¡Espera espera espera~! ¡¡Te condenaré al castigo de las cosquillas para niñas pequeñas~!!"""
Ushiromiya Eva,"""Jejejejeje. Es bueno que estén de buen ánimo. Si Battler-kun y María-chan no hubiesen estado ahí, la atmósfera en ese avión habría sido bastante tensa."""
Ushiromiya Rudolf,"""Gracias. Lo tomaré literalmente... ¡Oigan, mocosos! ¡Los taxis están aquí! Guárdense los juegos para después."""
Ushiromiya Maria,"""¡¡Uu-uu!! ¡¡Taxiii, taxiii!! ¡Maríaaa se sube primero! ¡¡Kyakkya!!"""
Ushiromiya Rosa,"""¡Oigan! ¡María, y tú también, Battler-kun, dejen de fastidiar! ¡Van a golpear a alguien!"""
,El tono de voz de la tía Rosa se notaba un poco asustado.
,"Y Battler, tan pronto se dio cuenta de que ellos de verdad estaban molestando mucho... como era de esperarse, tropezó con alguien."
Ushiromiya Battler,"""Oh, disculpe..."""
Ushiromiya George,"""Battler-kun, ustedes irán en ese auto. Los están haciendo esperar."""
,"Luego de que George lo apuró, Battler se disculpó con la persona con quien se había tropezado y corrió hacia sus padres, quienes le decían que se subiera rápido."
,"Con un sonido de portazo, las puertas de los tres taxis se cerraron una tras otra, y partieron, dirigiéndose al puerto..."
,... A medida que sus taxis se alejaban...
,"El mundo entero se hizo repentinamente sombrío, y se desaceleró hasta detenerse."
,"Las voces, el viento, e incluso el sonido, todo se detuvo, y como si se hubiesen congelado en el instante en que una fotografía es tomada, todo lo que trataba de moverse, se detuvo."
,"Las personas, las maquinas y manecillas de reloj, incluso el polvo danzando en el viento, fueron congelados.{n}Con un pie aún levantado, las personas que estaban caminando fueron congeladas.{n}Residuos de papel danzando en el viento se detuvieron en el aire, congelados."
,"... Y entre las sombras inmóviles de este mundo que se había detenido, una sola se movió."
,Era una chica. La chica con la que Battler se había tropezado...
,"A pesar que ella se había movido, de verdad había sido una cosa sutil."
,"Su mirada bajó, sus hombros se encogieron en una cantidad minúscula, y suspiró.{n}... Eso fue todo."
,"En un mundo normal, eso probablemente no sería tomado como movimiento, pero en este mundo inmóvil, parecía muy fuera de lugar."
,"... Después de eso, algo más se movió.{n}Era un gato negro vagando alrededor de las sombras cerca de la parada de taxis."
,"Vino justo detrás de la chica, y sin prisa... cambió su forma en la de un {y:0:Humano}{n:0:humano}."
,"No era un gato. Era una bruja.{n}Por supuesto, la chica era también una bruja."
,"Mientras la bruja estaba inmóvil, con su mirada aún baja, ella susurró..."
Ushiromiya Ange,"""... No puedo... evitar que todos vayan a Rokkenjima, ¿o sí?..."""
{f:5:Bernkastel},"""No puedes. En el 4 de octubre de 1986, no estás aquí."""
Ushiromiya Ange,"""... ¿Si lo estuviese, detenerlos a todos no habría sido imposible?..."""
{f:5:Bernkastel},"""Cómo una niña de seis años podría actuar para hacerles regresar, eso no lo puedo imaginar... Pero es cierto. Si estuvieses en este lugar, la probabilidad no habría sido cero. Si hay una probabilidad mayor a cero, puedo encontrar un milagro."""
Ushiromiya Ange,"""... Si no hubiera estado enferma, y ellos no me hubiesen dejado atrás..."""
,"Con su cabeza mirando hacia abajo, la bruja apretó sus puños...{n}Estaban temblando ligeramente."
{f:5:Bernkastel},"""Estuviste enferma en cama empezando el 3 de octubre de 1986. Y el tablero de Beato comienza a partir del 4 de octubre... No se te da la oportunidad de evitar enfermarte... En otras palabras, tú eres fundamentalmente una existencia que ciertamente no puede aparecerse en este tablero."""
Ushiromiya Ange,"""Gracias por ser condescendiente... Entiendo... Sé que con solo ver a mi padre, madre, y Onii-chan con buena salud como ahora, solo eso, es un milagro maravilloso... Lo entiendo..."""
,"Ange había estado intentando interponiéndose en el camino de su familia, tratando de impedirles salir del aeropuerto... hacia Rokkenjima."
,"... Sin embargo, era imposible para ella existir el 4 de octubre de 1986, y no pudo hacerlo."
,Solo el ser empujada por su hermano y recibir sus disculpas por ello...
,"... Aunque él no sabía que ella era su propia hermana menor, había sido un milagro tal, que ella podría llorar..."
Ushiromiya Ange,"""... Disculpa mi sarcasmo. No malgastaré el milagro que me has concedido."""
{f:5:Bernkastel},"""Estoy feliz de escuchar eso... Vamos, vayamos con ellos. A Rokkenjima. Todas las piezas ya están reunidas... El telón se alzará para el cuarto juego. Para este momento, Beato y Battler ya están sentados."""
Ushiromiya Ange,"""... A Rokkenjima... Donde mi... no... el destino de {i:todos} cambió... el 4 de octubre de 1986... en Rokkenjima..."""
,... ¿Qué pasó ese día?{n}Expondré eso. Lo entenderé. ¡Y lo revertiré!...
,"Parada con sus puños aún apretados, ella levantó su rostro hacia los cielos.{n}Una lágrima proveniente desde las profundidades de sus ojos se precipitó en el aire."
,"Y cuando el tiempo empezó a moverse de nuevo, las figuras de las dos brujas fueron absorbidas en un vendaval y borradas en un instante."
