Speaker,Spanish (ES)
{f:5:Bernkastel},"""... Claro. Ve y toma su posición."""
Ushiromiya Battler,"""Qué demonios... ¡déjense de tonterías! No sé quiénes son ustedes dos, ¡pero no dejaré que nos ignoren a Beato y a mí y sigan por su cuenta!"""
{f:5:Lambdadelta},"""Cálmate. Por supuesto, cuando el jugador cambia, también lo hacen los movimientos. Puede que tengas muchas razones para sentirte incómodo con la idea, pero incluso podría llegar a convertirse en grandes pistas, ¿entiendes?"""
Ushiromiya Battler,"""¡¡¿A quién le importa?!! ¡¿Y quién te puso al mando?!"""
{f:5:Bernkastel},"""... El juego de Beato se ha repetido cuatro veces, y sigues sin entender nada, ¿cierto? En ese caso, creo que cambiar al jugador puede dar valiosas pistas."""
Ushiromiya Battler,"""¡Eso no te incumbe! ¡Este es {i:nuestro} juego! Beato lo preparó, y ella me asignó el papel de su oponente. No sé de qué agujero salieron, ¡pero no quiero que arruinen las cosas!"""
{f:5:Bernkastel},"""... En ese caso, despierta a Beato y hazla preparar el siguiente juego. ¿Puedes?..."""
Ushiromiya Battler,"""B‐Beato no despertará por un tiempo. Pero no necesitamos un juego nuevo. ¡Los cuatro juegos que ya ha hecho son más que suficientes!"""
Ushiromiya Battler,"""Incluso si tuviera que haber un quinto juego, solo debe ser algo que Beato establezca y que yo desafíe. ¡Ustedes dos no tienen absolutamente nada que ver con esto!"""
,"Battler no podía ocultar su irritación ante esas dos brujas llamadas {f:5:Lambdadelta} y {f:5:Bernkastel}, quienes habían aparecido después del inicio del juego y que habían empezado a tratar de continuarlo por su cuenta..."
,"Parecía que estas brujas tenían un rango incluso superior al de Beato, tan alto que ni siquiera la maestra de Beato, {f:5:Virgilia}, se les acercaba."
,Battler tenía la sensación de que las había visto varias veces antes.
,"Sin embargo, esta era la primera vez que aprendía sus nombres y les hablaba directamente."
{f:5:Lambdadelta},"""No puedes preparar el juego sin antes despertar a Beato. ¡Es por eso que yo prepararé el siguiente juego!"""
{f:5:Lambdadelta},"""Escucha, Battler, no somos tan pacientes como para estar dispuestas a esperar lo que haga falta para que Beato recupere la consciencia. ¿No es así, Bern?"""
{f:5:Bernkastel},"""... No me gusta el aburrimiento. Realmente me molesta."""
Ushiromiya Battler,"""No nos importa si te aburres o no."""
{f:5:Lambdadelta},"""Vamos, déjenle todo a la <perfect> {f:5:Lambdadelta}‐sama, ¿de acuerdo? Voy a tomar el control como <Game Master>."""
{f:5:Lambdadelta},"""{f:5:No te preocupes}, no jugaré con demasiada ""perfección certera"". {i:Actuaré como Beato} y prepararé un montón de pistas, ayuda extra y falsedades sin sentido. Te daré algunas buenas pistas para ayudarte a entender el mundo de Beato aun más, ¿de acuerdo?"""
,"Dejando explotar mis emociones mudas, golpeé fuertemente la mesa."
,Las dos brujas no se inmutaron.
,"... Una sonrió.{n}La otra parecía indiferente, como si nada hubiera pasado."
,Las dos se me quedaron mirando en silencio.{n}... Como si me estuvieran provocando.
{f:5:Lambdadelta},"""¿Qué es esto? ¿No estás satisfecho? ¿Estás diciendo que abandonarás mi quinto juego? ¿No es eso perder por defecto?"""
{f:5:Bernkastel},"""... Battler no abandonará. Claro que participará en el quinto juego."""
Ushiromiya Battler,"""¡¡No decidas eso por tu cuenta!! No voy a jugar con ustedes dos. ¡Me importa una mierda!"""
{f:5:Lambdadelta},"""Mmmm... Entonces, es una derrota por defecto, ¿cierto?... El lado de las brujas gana el juego... ¿Estará bien finalizar esto con la rendición de los humanos?..."""
{f:5:Bernkastel},"""... Si abandonas, el juego acabará contigo perdiendo por defecto, ¿entiendes?... Si quieres asegurarte de que tu solitaria hermana... siempre encuentre circunstancias miserables en una cantidad interminable de mundos, esa opción sí que está abierta para ti."""
,Cuando {f:5:Bernkastel} mencionó a Ange... la expresión de Battler cambió al instante.
Ushiromiya Battler,"""C-Cómo te atreves... a hablar de Ange tan casualmente..."""
{f:5:Bernkastel},"""... Debido a que me tienes a mí, la Bruja de los Milagros {f:5:Bernkastel}, como tu aliada... es que existe la posibilidad de un {i:i:milagro} en el que la familia de Ange podría volver a casa con ella."""
{f:5:Bernkastel},"""Bueno, si tú mismo desperdicias esa oportunidad, garantizando que los interminables futuros de Ange acaben todos en tristeza, también podría ser bastante interesante para mí."""
,Entendí vagamente lo que decía.
,"Hasta que gane el juego de Beato, me quedaré atrapado en este extraño mundo."
,Y si abandono esa victoria... lo más probable es que mis padres y yo jamás volvamos con Ange.
,"Por el bien de Ange... aunque sé que las brujas están jugando conmigo, debo seguir luchando..."
Ushiromiya Battler,"""M-Maldición..."""
{f:5:Bernkastel},"""... ¿Qué ocurre? No pareces satisfecho. ¿Ya olvidaste la ira que sentiste cuando tu hermana fue convertida en carne picada?..."""
{f:5:Bernkastel},"""El espectáculo en el que fue mutilada y despedazada por incontables pinzas calientes. ¿Necesitas mirarlo directamente esta vez?..."""
,"{f:5:Bernkastel} señaló con la palma de su mano derecha hacia arriba.{n}... Cuando lo hizo, una brillante luz se reunió ahí... y una especie de brillante cristal azul apareció."
,"... Una escena se reflejaba en su filosa superficie, pero no era la que lo rodeaba."
,"Si uno miraba profundamente en el cristal... en ese Fragmento, probablemente sabrías que se reflejaba en él."
,"Si uno lo miraba, seguramente podría ver esa escena donde Ange... renunció a todo después de 12 años de su vida para finalmente llegar a su querido hermano, solo para que todo su cuerpo fuese despedazado mientras aún estaba viva. Una escena de la agonía de su muerte."
Ushiromiya Battler,"""M-Maldita..."""
,"Sin pensarlo, Battler extendió su mano hacia el cuello de {f:5:Bernkastel}, pero en cuanto tocó lo que componía su forma, desapareció como la espuma entre las olas."
,"Y luego, con tanta naturalidad como si hubiera estado allí desde el principio, {f:5:Bernkastel} estaba apoyada contra una lejana pared."
{f:5:Bernkastel},"""... Si abandonas al juego, esto no solo se convertirá en un Fragmento, sino en una realidad definitiva. No seré yo la que cree ese futuro. Serás tú... Así que, decide, ¿está bien? Decide lo que quieres hacer con el futuro de tu querida hermanita."""
,"Los puños de Battler temblaban con ira... pero incluso si intentara golpearla, no sería capaz de tocar a {f:5:Bernkastel}."
,"Esta bruja ni siquiera dejaba que la acariciaran si ella no quería, como un gato o un fantasma."
,"Además... ella decía la verdad.{n}Por el bien de Ange, no puedo renunciar a esta batalla.{n}Incluso si estas desagradables brujas se apoderan del tablero de juego."
{f:5:Lambdadelta},"""Ejejejejejejeje. Propio de ti, Be~rn. Incluso la forma en que asustas a la gente para que haga lo que quieres es despiadada... Así son las cosas, Battler."""
{f:5:Lambdadelta},"""No tienes permitido dejar el tablero de juego. Beato y tú no son más que piezas en el tablero que existen para distraernos de nuestro aburrimiento... Hasta tu incomprensible ira e irritación forman un maravilloso deleite para saciar nuestro aburrimiento."""
{f:5:Lambdadelta},"""Bueno, este nivel de ira solo se le compara a un bocadillo barato."""
{f:5:Bernkastel},"""... Como esas obleas de papas con sabor a curry que se venden a 30 yenes el par."""
,"""""*risita*risita*, ¡¡jajajajajajajajaja!!..."""""
Ushiromiya Battler,"""M-Malditas... brujas..."""
{f:5:Bernkastel},"""... *risita*. Pelea por el bien de Ange, ¿sí? Y por el de Beato también, ¿está bien?..."""
,"En una forma molesta... o quizás infantil, {f:5:Bernkastel} sonrió, atormentando a Battler de forma similar a como algo demasiado dulce a veces te da dolor de cabeza."
,"En este momento, el anfitrión de esta fiesta de té, Beato, estaba ausente... y las brujas invitadas ya se sentían como en casa."
{f:5:Lambdadelta},"""... ¿Qué vas a hacer, Ushiromiya Battleer? ¿Te rendirás ante el destino?..."""
Ushiromiya Battler,"""..."""
{f:5:Lambdadelta},"""Solo ríndete. Ya estás harto de que las brujas jueguen contigo, ¿verdad? Ejejejejejeje, sí que es difícil ser una pieza de Bern. Estoy segura de que te utilizará y se deshará de ti tal y como lo hizo con Ange. ¡Gejejejejeje!"""
{f:5:Bernkastel},"""No te estoy dando la opción de abandonar... Sigue peleando por el futuro de tu hermana. Soy tu aliada. Hasta que ganes, te apoyaré para que puedas alcanzar ese futuro... por toda la eternidad, hasta que me aburra... *risita*risita*."""
,No puedo permitirme caer en sus provocaciones...
,"Esas brujas saben que me enfurezco fácilmente, y tratan de aventajarse de ello..."
,... Battler lo soportó... y finalmente relajó sus puños cerrados.
Ushiromiya Battler,"""... Si quieren comenzar con ese quinto juego... háganlo Hagan lo que quieran."""
{f:5:Lambdadelta},"""Oh, lo haré... Oye, ¿a dónde va~s?"""
,"Aunque Battler había reconocido este quinto juego, les dio la espalda, lo que sorprendió un poco a {f:5:Lambdadelta}."
Ushiromiya Battler,"""Si tú vas a sustituir a Beato... entonces, estoy seguro de que esa bruja {f:5:Bernkastel} puede sustituirme a mí si quiere."""
{f:5:Bernkastel},"""... No es mala idea. De lo contrario, esto va a convertirse en derrota por defecto."""
{f:5:Lambdadelta},"""¡¿Qué demonios?! ¡¿Simplemente ignorarás el Episodio 5 que tanto esfuerzo me llevó crear?! Qué grosero, ¡groseeero!"""
{f:5:Bernkastel},"""... Battler dice que tomará un descanso. Hasta que vuelva, yo seré el jugador sustituto. ¿Qué tal suena eso, Battler?..."""
Ushiromiya Battler,"""... Hazlo."""
{f:5:Lambdadelta},"""..."""
{f:5:Bernkastel},"""... ¿Qué ocurre, Lambda? Si tu oponente soy yo y no ese tonto de Battler, ¿no jugarás?..."""
{f:5:Lambdadelta},"""¡¡Ejejejejejeje!! Claro que lo haré{p:0:♪}. ¡Estoy contenta de poder jugar contigo, Be~rn! Vamos, juguemos, ¡juguemos! ¡Juguemos en el súper <hyper> y <cute> Episodio 5 de {f:5:Lambdadelta}‐sama~!"""
{f:5:Bernkastel},"""... Recuerda, este es un mundo que Beato creó. No irás a arruinar la atmósfera de la historia, ¿verdad?..."""
{f:5:Lambdadelta},"""No te preocupes. Soy realmente buena leyendo entre líneas para ese tipo de cosas. Me aseguré de utilizar un ambiente Beatoso para hacer el relato aun {i:más} interesante."""
{f:5:Lambdadelta},"""Battler, asegúrate de volver en cuanto tu descanso acabe, ¿sí? Sería una lástima perderse de esto. He preparado un montón de pistas extras que te acercarán mucho al secreto de Beato{p:0:♪}."""
{f:5:Lambdadelta},"""... Es lo que parecerá pero en realidad lo llenaré de despistes y haré las cosas más y más confu~sas. Espera, oye, ¡Battleer! ¡¿Por qué no me escuchas cuando te hablo?!"""
,"Sin responder, Battler desapareció en la oscuridad."
,"Después de encogerse de hombros y mofarse, las brujas se pusieron inmediatamente a jugar con el tablero que le habían robado a Beato..."
Ushiromiya Battler,"""¿Pueden esas brujas realmente comprender el juego de Beato?"""
{f:5:Virgilia},"""... Como están usando el mismo tablero, no pueden hacer nada que esta niña no pueda hacer. Sin embargo, pueden hacer cosas que esta niña no haría."""
Ushiromiya Battler,"""... ¿A qué te refieres con cosas que no haría?"""
{f:5:Virgilia},"""Las piezas del ajedrez existen para que juegues al ajedrez. No {i:puedes} usarlas para jugar cartas. Sin embargo, en cuanto a lanzar las piezas a tu oponente, o hacer garabatos en el tablero..."""
{f:5:Virgilia},"""Hacer tales cosas no es imposible. Pero eso sería blasfemia hacia el juego del ajedrez, así que las personas {i:no lo hacen}."""
{f:5:Beatrice},"""..."""
,Eso definitivamente... ya no sería ajedrez.{n}Parecía que los ojos de Beato se nublaban muy ligeramente de tristeza.
Ushiromiya Battler,"""... Malditas... Este juego es entre Beato y yo... No dejaré que nadie lo profane."""
,"En ese momento, se reunieron mariposas doradas y apareció Ronove, sosteniendo un juego de té con té negro."
Ronove,"""¿Le gustaría un poco más de té?"""
Ushiromiya Battler,"""... Si no es molestia."""
Ronove,"""Como ordene... ¿Y bien? ¿Cómo ha sido su travesía en búsqueda del razonamiento de milady?"""
Ushiromiya Battler,"""No tengo idea, pero lo disfruto."""
Ronove,"""Cambiando de tema... ¿está seguro de esto? ¿Está bien que se relaje aquí?"""
Ushiromiya Battler,"""... ¿Estás hablando del juego al que están jugando esas dos brujas?"""
Ronove,"""Sí. Hace unos instantes, cuando fui a servirles algo de té, las muertes del primer crepúsculo ya habían ocurrido, y parecía que el siguiente asesinato ocurriría pronto."""
,"Cuando Beato y yo jugábamos, el juego se pausaba cada vez que alguien dejaba su lugar."
,"... Sin embargo, esas brujas no pausarían el juego solo porque yo no estaba..."
Ushiromiya Battler,"""... Ronove, ¿viste su juego?"""
Ronove,"""Solo una parte de este."""
Ushiromiya Battler,"""¿Cómo estuvo?"""
,Ronove levantó la tetera con un elegante gesto mientras servía el té negro.
,"Cuando terminó, finalmente habló, expresando sus pensamientos en muy pocas palabras."
Ronove,"""No tenía... amor."""
Ushiromiya Battler,"""... ¿Qué quieres decir con amor?"""
Ronove,"""Mis disculpas. Así es como lo diría una mujer... Como hombre... quizás uno puede decir que es deshonroso."""
,Entendí lo que esas palabras querían decir.
,Cuando crucé la mirada con la de {f:5:Virgilia} ella sacudió ligeramente la cabeza y miró al suelo...
Ronove,"""... A primera vista, creo que se asemeja mucho a los juegos de milady. Sin embargo, sus bases son muy diferentes."""
Ushiromiya Battler,"""¿Va en contra de las reglas del juego de Beato?"""
Ronove,"""No, no lo hace. {f:5:Lambdadelta}‐sama realmente comprende bastante bien las reglas del juego de milady... Sin embargo..."""
{f:5:Virgilia},"""..."""
,Battler se levantó.
,No era necesario que Ronove dijera nada más.
{f:5:Virgilia},"""Battler‐kun..."""
Ushiromiya Battler,"""... Lo siento, Ronove. Sé que te tomaste la molestia de prepararme esto, pero no es té lo que necesito."""
Ronove,"""Así que, ¿irá después de todo?"""
Ushiromiya Battler,"""Sí... No necesitamos extrañas en nuestro juego."""
,... Estas tipas ni siquiera han estado aquí desde el principio.
,"Porque he estado holgazaneando, brujas cada vez más locas han intervenido... y ahora se han apropiado del juego entre Beatrice y yo."
Ushiromiya Battler,"""Tengo que recuperarlo... Ahora se supone que soy yo el que cuida el tablero de Beato... Eso significa que no debería quedarme aquí sentado."""
{f:5:Virgilia},"""... Gracias. Quería que esta niña oyera esas palabras."""
Ronove,"""Estoy seguro de que las escucha... Milady solo es incapaz de responder."""
,"Beato se quedó en silencio, como una muñeca viviente con los ojos apagados..."
,El tablero de juego que ella misma creó había sido arrebatado de sus manos por personas que no tenían nada que ver con él...
,"Si fui designado para ser su oponente.{n}Entonces, Beato debe haber creado este juego para mí.{n}Tengo que recuperarlo."
Ushiromiya Battler,"""... Solo espera aquí. Voy a recuperarlo."""
{f:5:Beatrice},"""..."""
,"Obviamente, Beato no respondió de ninguna forma... Es cierto.{n}Si ella no puede actuar... yo tengo que protegerlo en su lugar."
Ushiromiya Battler,"""Ya vuelvo... {f:5:Virgilia}, Ronove... Cuento con ustedes para que cuiden a esta dorada bella durmiente."""
Ronove,"""Sí, déjelo en nuestras manos."""
{f:5:Virgilia},"""... Nos vemos, Battler-kun. Y por favor... intentar descubrir alguna parte de esta niña en ese juego sin ella. Si lo logras... entonces, incluso si esta niña está ausente, significará que has luchado por ella."""
Ushiromiya Battler,"""... Tienes razón... Sí... es totalmente inútil. ¿Qué estoy haciendo?"""
,Vamos... Y recuperémoslo.
Ushiromiya Battler,"""¡¡Lamento la espera, brujas!! ¡¡Mi descanso acabó!!"""
,"Cuando se enfrentó al oscuro cielo y gritó esto, el mundo entero se destruyó, como si estuviese hecho de un delgado cristal."
,Entonces... como si hubiera sido así desde el principio... se transformó en el salón en el cual Battler había luchado tantas veces contra Beato... y del cual las dos brujas se habían apoderado.
{f:5:Lambdadelta},"""¿Qué crees que estás haciendo? ¿Vuelves recién ahora? ¡Es demasiado tarde! ¡El juego no solo ha alcanzado el segundo día, ya casi está al final!"""
{f:5:Bernkastel},"""... Nunca te presentaste, por lo que he avanzado las cosas por mi cuenta."""
,"Sí, como si siquiera me hubieras esperado en primer lugar..."
{f:5:Lambdadelta},"""¡Bern ha sido muuucho más hábil y trepidante que tú!"""
Ushiromiya Battler,"""Cállate. Yo soy el jugador. Ustedes, brujas sustitutas, pueden retroceder ahora."""
{f:5:Bernkastel},"""... Bueno, realmente no me importa si te unes ahora, pero probablemente ya no sea necesario."""
{f:5:Lambdadelta},"""Muy cierto. Después de todo, ¡ya hemos alcanzado el clímax! Después de esto, Bern probablemente me acorralará y ganará."""
Ushiromiya Battler,"""¡¿Qué demonios?!..."""
{f:5:Bernkastel},"""... No hay problema con eso, ¿o sí? Dejemos que vea los movimientos finales."""
{f:5:Lambdadelta},"""Claro. Vamos, Ushiromiya Battler. Ya casi ha acabado, ¡pero aquí va el <cute> y <elegant> juego que he hecho!"""
{f:5:Lambdadelta},"""¡Episodio 5: Fin de la Bruja Dorada!"""
,"En este momento, no existen humanos en esta isla además de los que están en este salón."
,"Y con una excepción, se ha demostrado que ninguno de ellos ha cometido los asesinatos."
,Y el culpable se encuentra entre estas personas.
Ushiromiya Rudolf,"""... Oye, espera... En ese caso... es decisivo, ¿no es cierto?..."""
Ushiromiya Kyrie,"""A menos que el culpable sea una bruja que cometió los asesinatos con magia..."""
Ushiromiya Eva,"""... ¡¿Fuiste tú?! ¡¿Tú mataste a George y a mi esposo?! ¡¡¿Por qué?!! ¡¡¿Por quéééééééééééé?!!"""
Ushiromiya Natsuhi,"""¡Y-Yo n-no maté a nadie!... ¡¡Y-Yo, n-no lo hice!!..."""
Ushiromiya Battler,"""..."""
,"Entrando en pánico, y con una voz que no podía ser llamada fluida... de una manera que era, por decirlo fríamente, antiestética... la tía Natsuhi negó la sospecha que se había puesto sobre ella..."
,Sin embargo... ya no había alternativa...
,"{i:Ella} se puso de pie... arregló su largo cabello, señaló a la tía Natsuhi, y lo dijo una vez más."
,"""... Tú eres la culpable. Ushiromiya Natsuhi‐san."""
