Speaker,Spanish (ES)
,... Probablemente sea mejor suponer que le dieron una cápsula de veneno o algo así e hicieron que se la tragara.
,"Pero comparado a los cadáveres violentamente mutilados esparcidos por la habitación, el cadáver de María estaba demasiado limpio."
,"Si tenían un arma de fuego, solo necesitaban apretar el gatillo. Pero un envenenamiento, independientemente de si se le hicieron bebérselo o se lo inyectaron, requeriría mucho más esfuerzo."
,"Teniendo en cuenta también la brutalidad del culpable, me pareció que únicamente a la muerte de María se le había dado un claro trato especial."
,¿Por qué María fue la única que recibió una muerte parecida a un sueño?
,"... Ella {i:fue} asesinada, así que en ese sentido, todavía me siento mal por ella... pero por alguna razón, solo la muerte de María me parecía muy cortés..."
,"Las manos de María estaban unidas sobre su pecho, como si lo hubiese hecho el propio muerto."
,... ¿La misma María lo hizo antes de morir?...{n}... ¿No es esto algo que normalmente hacen otros tras el fallecimiento de la persona?...
,"María descansaba en paz, como si durmiera junto a su madre, que tenía medía cabeza aplastada."
,"... Por alguna razón, el contraste me molestaba mucho."
,"Incluyendo la causa, la muerte de María estaba envuelta de misterios..."
,Y más que cualquier otra cosa.
,"El mayor misterio de este comedor... eran las ""trampas"".{n}... Los ""hoyos"" que tanto el grupo del tío Krauss como el de Gohda-san habían mencionado."
,"Después de que las seis personas hubieran sido asesinadas, cinco más habían caído a través de los ""hoyos"" y habían sido capturadas."
,"... ¿Qué son esas trampas?{n}Supongo que son esas cosas que se abren de repente y te caes por ellas, ¿verdad?..."
,"En el suelo había una alfombra majestuosa, aunque un poco desgastada."
,"... Sin importar cómo la mirases, era una única pieza."
,"Si se supone que en ella se abren trampas, tendría que haber una costura en ese lugar."
,"... Y de todos modos, si hubiera alguna trampa como un hoyo, ¿no crujiría al pisarlo?"
,"Sin importar cuánto anduviera, palpando la alfombra, era simplemente incapaz de imaginar que una trampa estuviese oculta aquí."
,"En primer lugar, una cosa sería que hubiese caído una sola persona, pero fueron cinco."
,"... Juntando todas las historias, cada uno de ellos había caído desde sitios diferentes, así que como mínimo, tenía que haber cinco lugares diferentes con trampas."
,"... Entonces, ¿qué significa esto?"
,"¿Esta habitación fue realmente hecha con trampas en todo el piso, para que con solo pulsar un botón, pudieras abrir una de estas trampas en el lugar de tu elección?..."
,Ese tipo de mecanismo ridículo sería sorprendente incluso en una mansión ninja.
,"... Pero aun así, si papá y el resto hubiesen escuchado esto, a lo mejor dirían ""No me extrañaría viniendo de padre""."
,"... En cualquier caso, no descubrí nada más que eso en el comedor."
,"¿Las trampas no existen? ¿O existen, pero simplemente yo soy incapaz de encontrarlas, siendo el novato que soy?"
,No puedo estar seguro.
,Ya que afirmaban que las trampas estaban ahí... No puedo ignorarlas incluso si no puedo encontrarlas...
,Los siguientes en morir fueron Jessica y George-aniki.{n}Había descubierto a George-aniki cuando había sido llamado para mi prueba.
,Él había sido llamado a la pérgola del jardín de rosas... y es probable que le hubieran disparado en la frente con un arma de fuego.
,Jessica había sido llamada a su propia habitación en el segundo piso de la mansión.
,La puerta de su habitación estaba cerrada con llave.{n}Pero eso no suponía ningún problema porque tenía una llave maestra.
,Y el interior de la habitación... era horrible.
,"... Pero desde lo del comedor, estaba acostumbrado a los cadáveres... así que había desarrollado una ligera inmunidad."
,El auricular del teléfono estaba colgando.{n}... ¿Había sido asesinada mientras estaba conmigo al teléfono?
,Jessica estaba contra la pared justo al lado del teléfono... con su cabeza abierta por la mitad.
,Por lo que podía discernir mirando a la escena... parecía como si hubiese sido asesinada mientras estaba al teléfono.
,"En ese caso, ¿el culpable había estado justo delante de sus narices?"
,... No me había dado esa impresión mientras escuchaba la voz de Jessica por teléfono.
,Estoy bastante seguro de que Jessica dijo... “Me atraparon”.
,Es probable que lo mejor sea asumir que ya había recibido una herida mortal en el momento de la llamada.
,"Es cierto, y también había dicho esto."
Ushiromiya Jessica,"""Para cuando llegues, seré un cadáver con media cabeza partida."""
,"Sí, definitivamente dijo eso."
,"... Por lo que pude ver en el cadáver de Jessica, no tenía más heridas que la de su cabeza."
,Entonces... ¿estaba tan herida que se preparó para morir y murió a la mitad de la llamada?
,"Pero por la forma en que había hablado por teléfono, creo que había evitado el peligro hasta ese momento."
,No deberías ser capaz de tener una conversación informal por teléfono si el culpable está delante de tus narices.
,"Así que, ¿el culpable llegó a mitad de la llamada y mató a Jessica?..."
,"... No, eso no puede ser verdad.{n}Después de todo, esta habitación estaba cerrada."
,"... No, eso no importa para nada."
,"... Si el culpable hubiese robado una llave maestra de una de las víctimas, sería inútil cerrar la puerta."
,Pero aparte de la cabeza no hay heridas externas.
,"... En cuyo caso, ¿debo asumir que la herida mortal de la que estaba preparada para morir y la herida real que destruyó su cabeza fueron dos eventos diferentes, y que ambas fueron sobre la misma parte del cuerpo?..."
,"En otras palabras, Jessica fue golpeada gravemente en la cabeza, y recibió una herida increíblemente grave."
,Entonces me llamó... y o se quedó inconsciente o murió mientras estaba al teléfono.
,Entonces vino el culpable y le destrozó la cabeza de verdad... o algo así.
,"Después de ser llamada a esta habitación, Jessica fue atacada por el culpable y recibió una herida grave."
,"Y el culpable pensó que la había matado, y se marchó por el momento."
,"... Pero entonces Jessica empezó milagrosamente a respirar de nuevo, y me llamó con lo que se convertiría en su última voluntad."
,"Entonces el culpable se dio cuenta de que había fallado al asesinarla, y volvió corriendo a asestarle el golpe de gracia a Jessica, que se había quedado inconsciente debido a una pérdida masiva de sangre..."
,"... Eso parece tener sentido, más o menos."
,Excepto por cómo Jessica fue capaz de predecir con exactitud la forma de ese golpe de gracia.
,Y había una cosa más que me molestaba de la llamada de Jessica.
,Jessica había dicho esto...
Ushiromiya Jessica,"""George nii-san también murió. Fue... una muerte instantánea."""
,... Lo había dicho casi como si hubiese presenciado el asesinato de George-aniki.
,"Pero a pesar de que ciertamente podías ver el jardín de rosas desde la ventana de la habitación de Jessica, la pérgola a la que habían llamado a George-aniki estaba muy lejos y solo se podía ver el tejado."
,"Si a eso le añadimos que era la noche de un tifón, es difícil imaginar que pudiera presenciar todo lo que ocurrió junto a la pérgola desde esta ventana."
,... Y lo más importante de todo.
,Jessica se fue antes que George-aniki.{n}Así que no debería haber sabido que la prueba de George-aniki había tenido lugar en la pérgola.
,¿Cómo sabía Jessica que George Aniki había sido asesinado?...
,"... Entonces, en el transcurso de mi búsqueda por toda la mansión, encontré también el cadáver de Kyrie-san."
,"Estaba en una de las viejas habitaciones de huéspedes al fondo del primer piso. En el pasado, antes de que la casa de huéspedes hubiese sido construida, los familiares nos quedábamos aquí."
,... La situación con Kyrie-san era como la de Jessica.
,Probablemente había sido asesinada durante su llamada telefónica conmigo. El auricular estaba colgando de forma desordenada... y Kyrie-san yacía a su lado.
,Pero la forma en que había sido asesinada era muy diferente a la de Jessica.
,"Su cabeza no había sido destrozada... En su lugar, una estaca con un diseño que parecía oculto estaba clavada en su frente."
,... Era tan desagradable... que la saqué.
,"Después de sacarla, me di cuenta de que esto podría traerme problemas con la policía más tarde."
,"Así que, aunque probablemente ya era un poco tarde, la dejé al lado de Kyrie-san."
,"Su punta estaba afilada, y manchada con tanta sangre que debía de haber penetrado totalmente en su cerebro."
,"No sabía de qué tipo de metal estaba hecha, pero aproximadamente era tan pesada como un pisapapeles.{n}No cabe duda de que, si alguien te apuñalase con todas sus fuerzas con algo como esto, podría causar una herida terrible."
,... Seguramente entendí lo que la estaca significaba.
,"... Sí, reconozco esto.{n}Es el método de matar a partir del cuarto crepúsculo en el epitafio de la bruja.{n}... Esos ""apunta a tal cosa y mata"" probablemente."
,"Sin embargo, el cráneo humano es muy duro... Incluso con toda la fuerza de una persona, ¿se podría realmente atravesar tan profundamente?..."
,"No... Lo que se me ocurre es que esta estaca no fue la causa de la muerte, y simplemente había sido usada para dañar el cadáver después de morir..."
,"Probablemente la mataron disparándole con un arma o algo así, como a George-aniki, y la estaca fue clavada en el agujero que había quedado."
,"... Pensándolo de esa manera, todo tenía sentido."
,Pero... ¿fue Kyrie-san realmente asesinada con un arma de fuego?
,"Como dijo por teléfono, estaba siendo atacada aun estando refugiada dentro de una habitación cerrada con llave."
,Esta habitación realmente había {i:estado} cerrada.
,... Y... ella había dicho algo sobre un hilo dorado volando y atacándola.
,"Y de hecho, {i:había} cuatro lugares alrededor del cadáver de Kyrie-san con agujeros que podrían haber sido causados por algún tipo de ataque."
,... Pero aun así... ¿Un hilo dorado la atacó... desde el ojo de la cerradura?...
,Miré a la puerta desde la perspectiva de Kyrie-san.
,"Si hubiese sido una de esas cerraduras antiguas que ves en las películas, por las cuales puedes echar un vistazo al otro lado, entonces podrías llegar a pensar que algo podría haber pasado a través de ella."
,"Pero aunque las puertas de esta mansión eran anticuadas, las cerraduras eran del típico estilo convencional cilíndrico que se puede encontrar en cualquier casa normal."
,"... En otras palabras, tal y como estaban construidas, nada podría pasar a través de ellas."
,"Así que no importa lo delgado que haya sido el objeto, es imposible imaginar que haya podido introducirse por el ojo de la cerradura desde el exterior y atacarla."
,... Una cerradura cilíndrica... ¿Por el ojo de la cerradura?
,"Kyrie-san dijo que algo parecido a un hilo de oro había entrado por el ojo de la cerradura, dando vueltas a su alrededor, y la había atacado..."
,"""Un hilo dorado atacando a través del ojo de la cerradura""... Era totalmente incapaz de entender lo que significaba."
,"Espera, en realidad... Kyrie-san predijo que probablemente no sería capaz de entender todo esto."
,Y no solo Kyrie-san. Jessica también había dicho lo mismo por teléfono.
,"... ¡No, desde el primer momento, desde que hablé con Gohda-san y Kumasawa, y recibimos la llamada del grupo del tío Krauss, todo el mundo ha dicho lo mismo de forma consistente."
,"... El abuelo invocó brujas y demonios, y está matando gente con magia."
,Hemos sido testigos con nuestros propios ojos.{n}Sin trucos ni ilusiones.{n}No hay más opción que creerlo.
,"... Sin discrepancias, todos habían dicho eso."
,"Cuando apareció esa misteriosa mujer que decia llamarse {f:5:Beatrice}, incluso yo creía que era una bruja de verdad y que podría empezar a invocar monstruos cabra a diestra y siniestra."
,"... Pero después de quedarme solo durante todo un día, una vez que mi sensación de tensión se desvaneció por completo, me di cuenta de que algo tan estúpido definitivamente no podía ser verdad."
,"En esa situación extraordinaria en la que sus vidas estaban expuestas al peligro, ¿perdieron un poco la cabeza y pensaron erróneamente que una bruja les atacaba con magia?"
,"... Pero múltiples personas testificaron lo mismo y, además, ninguna de sus opiniones se contradecía entre sí."
,"... Si hubiese sido una única afirmación, sería capaz de sospechar que simplemente no habían visto lo que pensaban haber visto... pero hacer eso ahora es bastante... difícil..."
,"Entonces, al lado de la puerta trasera, encontré al tío Krauss con la mitad de su cabeza destrozada."
,"... Aunque había escapado de la mazmorra en Kuwadorian, y de alguna forma había sido capaz de llegar hasta aquí por un pasadizo subterráneo secreto... fue asesinado."
,"Clavada en la horripilante sección transversal de su cabeza parcialmente destrozada... había una estaca con un diseño oculto, igual a la que se clavó en la frente de Kyrie-san."
,"Y en esta situación, era muy difícil imaginar que esta estaca fuese el arma."
,"... Había sido asesinado con un arma potente al igual que los seis el comedor, y después de morir, le habían clavado una estaca como a Kyrie-san."
,Me pregunto si esos hilos dorados de los que Kyrie-san había hablado también habían atacado al tío Krauss.
,"¿Existe algún tipo de herramienta, como un endoscopio, que sea muy fina y pueda ser movida a voluntad?..."
,¿Y que también pueda atacar a las personas?...{n}Imposible. Nunca he oído hablar de nada parecido.
,"Pero aun así... si eso hubiese sido revelado ante los uno de los familiares, quizás {i:hubieran} dicho ""No me extrañaría viniendo de padre""..."
,"Como no puedo negar la existencia de un hilo dorado X que pueda ser movido a voluntad y que ataque a la gente, mis únicas opciones son aceptar esta arma completamente incomprensible, o de lo contrario... aceptar que estos asesinatos fueron cometidos con magia."
,"Para encontrar el siguiente cadáver, tuve que salir por la puerta trasera y buscar un poco por fuera."
,"Detrás de la mansión, entre los arbustos salvajes casi engullidos por el bosque, había algo parecido a un viejo pozo..."
," y justo al lado, estaban los cadáveres del doctor Nanjo y Shannon-chan."
,Ambos cadáveres tenían sus cabezas aplastadas.
,"... Y, aunque no estaban clavadas, había estacas yaciendo justo al lado de cada cabeza herida."
,"... Cada cadáver era atroz, pero tener que mirar directamente a la adorable cara de Shannon-chan, que había sido destrozada, era muy doloroso..."
,Luego estaba el pozo.
,"Había oído que el interior era un pasadizo subterráneo secreto que llevaba a la mansión misteriosa, Kuwadorian."
,"... Llegado a este punto, había empezado a creer que {f:5:Beatrice} y sus cómplices... podrían haber utilizado este pasadizo subterráneo para irse a Kuwadorian."
,"Supuestamente había diez o más de ellos, pero yo no había visto ni rastro de ninguno de ellos."
,... Tenía mucho sentido pensar que ya habían escapado a otro lugar.
,"Ya que hay un tifón, no pueden escapar por mar."
,Y pasa lo mismo con el bosque. No había manera de que pudieran atravesar un bosque tan profundo y salvaje a pie.
,"En ese caso, solo tenían un lugar al que pudieran ir."
,"La misteriosa mansión oculta, Kuwadorian.{n}... ¡El pasadizo subterráneo secreto al fondo del pozo!..."
,"... En estos momentos, había perdido por completo mi miedo de ser asesinado si se diera la casualidad de que me cruzara con el enemigo."
,¡Vete a la mierda!...{n}¡Esta vez seré yo el que invada tu mansión!...
Ushiromiya Battler,"""... Ah... ¡¿Qué demonios?!... ¡¡M-Maldita sea!!..."""
,El viejo pozo tenía una fuerte cubierta sobre el.
,La cubierta era una rejilla de acero.
,"Los huecos entre los barrotes eran de unos veinte centímetros cuadrados. Se podía ver el interior, pero realmente no era algo por donde pudiera pasar un humano."
,"De no ser por Kyrie-san, habría pensado que no era nada más que una simple reja para prevenir caídas."
,"... ¡Por lo que ella me había contado, sabía que se había hecho para evitar que los intrusos entraran en el pasadizo subterráneo secreto del fondo!..."
,"Pero la cubierta era extremadamente firme y rígida, y sin importar lo que empujara o tirara, no podía ni acercarme a abrirla."
,No pude encontrar nada que pareciera una cerradura. Puede que esté sellada con algún tipo de mecanismo.
,"Pero sin importar cuánto la investigara, no pude encontrar nada que la hiciera ceder."
,"... ¡El pasadizo subterráneo de este pozo es la mayor pieza de información que tengo, que Kyrie-san se jugó sus últimos momentos intentando contarme!..."
Ushiromiya Battler,"""¡No te creas que me detendré por algo como esta cubierta!... ¡La romperé en pedazos!... ¡Buscaré una herramienta!..."""
,Tenía una idea de dónde conseguir una... Porque había visto varias herramientas en el almacén cuando encerramos ahí a Gohda-san y a Kumasawa-san.
,"Sin embargo, la persiana metálica del almacén estaba cerrado.{n}Además, la llave la tenía Gohda-san, que estaba muerto en el interior."
,"... En otras palabras, este almacén era una habitación cerrada.{n}No había manera de abrirlo desde el exterior."
,"En ese caso, tengo que romper la persiana.{n}Tiene que haber una herramienta para eso en algún lugar..."
,... Me da la sensación de que estoy yendo en círculos con esto.
,"Entonces, mientras la buscaba, descubrí que el origen de la peste que había impregnado la mansión todo este tiempo era la sala de calderas."
,"La sala de calderas estaba tenuemente iluminada, húmeda, apestaba, y, por encima de todo eso, era increíblemente espeluznante."
,"Pero allí había varias herramientas grandes, y fui capaz de encontrar un hacha de bombero y unas tenazas enormes."
,Y... también el cadáver del abuelo.
,"No, estrictamente hablando, probablemente debería decir que encontré el cadáver carbonizado de una persona que probablemente era el abuelo."
,El cuerpo de alguien había sido metido en el fuego abrasador de la caldera...
,"Sin embargo, por casualidad me fijé en el número de dedos de los pies del cadáver."
,... Ambos pies tenían seis dedos.
,"... Es cierto, probablemente se lo oí decir a papá hace mucho tiempo."
,"Algo sobre que el abuelo tenía polidactilia, con dedos extra en los pies."
,"Aparentemente, era una vieja tradición de la familia Ushiromiya que las personas con dedos de más en las manos o en los pies fueran tratadas como un buen presagio, diciendo que tenían buena fortuna o algo así."
,"... Y debido a eso, el abuelo fue seleccionado para ser el próximo líder o algo por el estilo..."
,Pero me pregunto si puedo estar seguro de que es el cadáver del abuelo solo por el número de dedos de los pies.
,"Después de todo, se suponía que el abuelo era el líder del grupo de criminales."
,No tenía ni idea de por qué lo meterían en una caldera para que muriera en un lugar como este.
,"Un cadáver misterioso, carbonizándose y desprendiendo una terrible peste entre las llamas."
,"... Si realmente era el abuelo... ¿significaba eso que el líder del grupo de culpables no era el abuelo, sino {f:5:Beatrice} después de todo?..."
,"¿Usaron al abuelo por conveniencia, y después se deshicieron de él?"
,"... Desafortunadamente, no parecía que fuese a tener la oportunidad de escuchar la explicación del abuelo..."
,"Ahora que había conseguido una herramienta, pensé en apresurarme romper la cubierta del pozo, pero decidí romper la persiana del almacén primero."
,"... De todas formas, tenía tiempo de sobra. Pensé en comprobar el estado de los cadáveres de Gohda-san y Kumasawa-san."
,"Golpeé la persiana metálica con el hacha, abriendo un agujero en ella, metí las tenazas, y recorté los alrededores, ampliando el agujero."
,"Entonces, me encontré cara a cara con los cadáveres de Gohda-san y Kumasawa-san una vez más..."
,"Como resultado, aprendí un nuevo dato."
,"Para empezar, no habían muerto al ser colgados por el cuello.{n}Sus pies estaban sólidamente apoyados en el suelo."
,... Y en sus frentes había signos de que les habían disparado con un arma.
,El nudo parecía bastante largo para una horca normal.
,"Además, la medida era diferente en cada uno de ellos para corresponder a su altura."
,"En otras palabras, las medidas habían sido ajustadas para que tanto Gohda-san, que era alto, como Kumasawa-san que era baja, tuvieran sus pies sólidamente, pero a la vez apenas, apoyados sobre el suelo."
,"Además, si bien es cierto que las cuerdas cargaban con todo su peso mientras sus cabezas colgaban, ambos tenían algo de soltura bajo sus rodillas."
,"Esto significaba que, si se hubieran puesto de pie con estas cuerdas alrededor de sus cuellos, sobraría parte de la cuerda."
,"En otras palabras, estas cuerdas no eran adecuadas para colgar a alguien con ellas."
,La causa directa de la muerte fue probablemente el disparo en la cabeza.
,"Era horrible. Sus sesos se estaban saliendo de ese agujero profundo, manchando sus caras de un rojo profundo."
,"Es probable que lo mejor sea asumir que fueron colgados, levantados, y dejados de esa forma después de que los mataron."
,"... Si les hubieran disparado con un arma, seguramente estarían tumbados en el suelo."
,... De ser así no habrías sido capaz de saber si estaban muertos incluso si miraras por la ventana.
,"La montaña de cosas que había en medio habría estorbado, así que si hubieran estado tumbados, habrían estado ocultos."
,"Para dar a conocer la muerte de estos dos al resto de nosotros que no pudimos entrar, tuvieron que colgarlos así para que pudiéramos verlos desde el exterior."
,... ¿Fue esto... para vengarse de nosotros por pensar que los dos estarían seguros si les dejábamos la llave?...
,"Me pregunto dónde está la llave del almacén que le dimos a Gohda-san, que debería haber garantizado su seguridad..."
,"Esa llave... estaba en el bolsillo de su pantalón.{n}La llave del almacén había sido amablemente dejada allí, e incluso la etiqueta estaba todavía pegada."
,"En otras palabras, el almacén había sido una habitación cerrada después de todo."
,Y eso daba lugar a otra pregunta.{n}... Dado que esta horca era inexplicable.
,Si no se habían suicidado entonces la horca la había preparado el culpable.
,"... Puede que hubiera sido posible dispararles a través de la ventana, pero es completamente impensable que alguien pudiera haber atado dos cuerdas a la viga desde el exterior."
,"Es más, es imposible que hubiera podido levantar el peso de los cadáveres. En otras palabras, para hacer todo esto, tendría que meterse dentro."
,"Pero la llave estaba en el bolsillo de Gohda-san, y el almacén había estado cerrado con llave."
,"En otras palabras, el almacén había sido una habitación cerrada."
,Gohda-san había dicho que solo había una llave para este almacén.
,... Pero es posible que hubiera una copia... y que el culpable estaba en posesión de ella...
,"Si se nos permite teorizar que en realidad había múltiples llaves del almacén, y que Gohda-san simplemente no lo sabía, entonces esto ni siquiera es una habitación cerrada."
,"... Pero ¿por qué, a pesar de que casi todos los demás cadáveres recibieron un disparo y después los habían dejado prácticamente en paz, estos dos cadáveres habían sido colgados?"
,No pude evitar notar algo un poco extraño...
,Suponiendo que el misterioso cadáver de la caldera fuera el abuelo... las muertes de 16 personas han sido confirmadas.
,"Había 18 personas en esta isla. Estoy yo, y 16 cadáveres."
,El cadáver de Kanon-kun es el único que no he podido confirmar.
,"Según Kyrie-san, él había sido asesinado mientras escalaba el pozo, y había caído dentro de este."
,"Así que con el pozo cerrado de esta manera, es imposible de comprobar."
,"Intenté enfocar con la linterna a través de los barrotes, hacia la oscuridad de las profundidades del pozo."
,Pero parecía que la negra oscuridad no tenía ninguna intención de mostrarme sus profundidades con una luz de ese nivel...
,Parecía que después de todo tendría que romper lo barrotes.
,"Usando el hacha y el resto de cosas que me había traído de la sala de calderas y del almacén, intenté romper la cubierta del pozo."
,"Pero las barras de metal eran extraordinariamente resistentes, y romperlas no era fácil."
,"... La golpeé una y otra vez, hasta que empecé a notar raras las manos, y finalmente me rendí..."
,"... Es imposible. Si al menos hubiera sido de madera, tal vez habría sido capaz de romperla.{n}Pero es de metal..."
,"Sí, no hay forma de que puedas cortar barras de metal como si fueran de mantequilla con la fuerza de un humano."
,... No puedo ni siquiera comprender... esa historia de cómo Kanon-kun cortó las barras de metal.
,"Escuché que una especie de luz similar a un rayo láser rojo salió de su brazo, y cortó las barras de metal como si fueran de mantequilla."
,¿Cortar las barras de metal como si fueran de mantequilla?...
,"... ¿Y qué es eso de un rayo láser rojo?{n}¿Significa eso que había escondido un quemador o algo así, y lo había usado para quemar las barras?..."
,"Aun así, ¿se puede saber qué tipo de láser... podría cortar las barras de metal como si fueran de mantequilla?"
,... Suena exactamente igual que los rayos láser que aparecen en los animes de robots que me encantaban cuando era niño.
,¿Realmente existe algo así?...{n}¿Y cómo había conseguido Kanon-kun ese rayo láser?...
,"Por mucho que quiera preguntarle, ya lo habían asesinado.{n}Además, incluso su cadáver está ahora en el fondo del pozo, más allá de esta cubierta."
,"Si Kanon-kun logró atravesar esas barras de metal, estoy seguro de que podría manejar esta cubierta de metal con un solo movimiento."
,... En parte me recuerda a esa habitación cerrada en la que Gohda-san estaba encerrado sosteniendo la llave.
,"Solo una persona puede abrir la puerta, pero está encerrada en el interior..."
,"... Si solo tuviera el mismo poder que Kanon-kun, podría ocuparme yo mismo de esta cubierta..."
,"¿Quién es Kanon-kun? No puede ser que realmente fuera... un ser inhumano capaz de usar poderes extraños, ¿verdad?"
