Speaker,Spanish (ES)
,Es por eso que no tenía ningún interés en particular en cuanto a estas reglas conocidas como el Decálogo de Knox...
Dlanor,"""... ¿Le desagrada Knox?"""
Ushiromiya Battler,"""No va conmigo... Hay algo raro con poder hacer posible el negar la existencia de todo pasadizo secreto sin ninguna investigación... Es tan dudoso como la Prueba Diabólica... Aunque se supone que es exactamente lo contrario a la fantasía, de alguna manera se siente como si fuera el mismo tipo de argumento."""
Dlanor,"""..."""
Ushiromiya Battler,"""... Ah, no debí haber dicho eso. Fue tu papá quien las hizo, después de todo."""
Dlanor,"""No se {f:5:preocupe}... Después de todo, hay quienes dicen que no es más que un {f:5:juego}."""
{f:5:Virgilia},"""El Decálogo te parece algo muy arrogante, ¿verdad, Battler-kun?"""
Ushiromiya Battler,"""... Para ser franco, sí... Si llegase a haber un detective que dijera que no necesitaba buscar pasadizos secretos porque no deben existir, todos comenzarían a ver el suelo por si es que se le había safado un tornillo..."""
Dlanor,"""En ese caso, Battler... digamos que no existe el tercer {f:5:Mandamiento}. ¿Qué pasaría con los {f:5:misterios} de habitaciones cerradas?..."""
,"... ¿Qué pasaría si Knox n.° 3, ""Queda prohibida la existencia de pasadizos secretos"", no existiera?..."
Ushiromiya Battler,"""... ¿Quieres decir que los pasadizos secretos se convertirían en el truco estándar de los misterios con habitaciones cerradas?"""
Dlanor,"""Esto no se refiere a pasadizos secretos con pistas ya {f:5:anunciadas}... Se refiere solamente a los pasadizos secretos que el detective no puede encontrar porque, por supuesto, están {f:5:ocultos}."""
{f:5:Virgilia},"""Battler-kun, frecuentemente luchas utilizando una Prueba Diabólica para suponer un elemento X indescubrible... A eso es a lo que se refiere."""
Ushiromiya Battler,"""Eso sería horrible. Los misterios de habitaciones cerradas fracasarían como historias."""
,Esa era otra forma de decir que... ese tipo de historias ya no funcionarían.
,"En primer lugar, nadie intentaría resolver el misterio si supiera que la respuesta puede ser un pasadizo secreto imprevisible."
Ushiromiya Battler,"""... Si no tienes garantía de que no existen pasadizos secretos, no te dan ganas de intentar deducir nada... Ya veo. Knox n.° 3 es necesaria... Sin ella, los misterios de las habitaciones cerradas no merecerían el tiempo de nadie."""
{f:5:Virgilia},"""Si no tienes la voluntad de intentar resolverlo... ¿qué significa?..."""
Ushiromiya Battler,"""Significa que, para empezar, ni siquiera tienes ganas de leerlo."""
Dlanor,"""Eso es {f:5:correcto}... Los humanos son criaturas débiles que ni siquiera pueden pensar a menos que tengan prueba de que el razonarlo es {f:5:posible}."""
{f:5:Virgilia},"""... Que el razonarlo sea posible... En otras palabras, necesitan que se les anime a que pueden solucionarlo si se esfuerzan al máximo."""
,Eso... puede que sea cierto.
,... Lo mismo sucede con ejercitarse.
,"Si te dicen que corras diez veces alrededor del campus, puedes soportarlo."
,"Sin embargo, si no sabes cuántas veces se supone que lo rodees, probablemente te cansarás antes de dar tres vueltas."
,Es lo mismo con pensar y razonar.
,"Dependiendo de si se garantiza o no que un problema tiene solución, la forma en que los humanos reaccionamos a este cambia completamente..."
{f:5:Virgilia},"""En las novelas de detectives, siempre hay una escena en la que el detective declara que ha descubierto quién es el culpable... Es una señal que dice ""Se han mostrado todas las pistas en las partes anteriores de la historia, así que, queridos lectores, por favor intenten resolverlo""."""
Ushiromiya Battler,"""... Ah. Siempre creí que no era más que una línea clásica, pero es cierto que tiene ese efecto."""
{f:5:Virgilia},"""Diciéndolo crudamente, mientras que el detective no diga eso... a los lectores no se les antojará resolverlo sin importar cuánto les guste resolver misterios."""
Dlanor,"""... ¿No era así usted en los juegos {f:5:anteriores}?..."""
Ushiromiya Battler,"""..."""
,Ahora que lo dices... puede que en verdad sea cierto.
,Quizá mi lucha contra Beato en verdad comenzó en el segundo juego.
,"Al principio, cuando Beato me planteaba misterios de habitación cerrada, no intenté resolverlos seriamente."
,"Después de todo, solamente sabía que había muerto gente en una habitación cerrada y que todas las ventanas y puertas habían sido cerradas desde el interior."
,... Prácticamente no tenía pistas.
,"Así que me negué a debatir, diciendo que no podía luchar porque la falta de pistas hacía imposible el razonarlo."
,"... Después de eso, Beato se rió de mí, ¿verdad?... Preguntándome si haría eso una y otra vez por siempre en una repetición eterna de movimientos..."
,"Entonces, Beato dijo esto:"
{f:5:Beatrice},"— ¡La razón por la que idiotas incompetentes como ustedes siempre dejan de pensar y chillan es la ""falta de información""! ¡Y si se les brinda la información, empiezan a dudar si la información es verdadera o no al ""negar sus bases""! ¿Acaso no es eso conveniente? Usar tales palabras para esconder su propia incompetencia."
,"Entonces, me dijo que me daría información fiable que no se podía negar, y creó la regla llamada verdad roja."
,"Habiendo llegado a ese punto, el telón finalmente se abrió para dar paso a mi pelea con Beato..."
Ushiromiya Battler,"""... Así que... ¿una vez que por fin tuve la garantía de que podría resolver esta historia si lo intentaba, fue entonces cuando subí al ring con ella por primera vez?..."""
Dlanor,"""{f:5:Beatrice}... Ella es una extraña {f:5:persona}. Los misterios son los únicos lugares donde pueden vivir las brujas, y aun así ella misma comenzó a darte la verdad roja, un método por el cual esos misterios podían ser {f:5:resueltos}."""
,Podría decirse que la verdad roja es una pista que Beato me da para poder competir en esta guerra de razonamiento.
,... Como un dulce.
,"Que te den una pista es como si te dijesen, “Vamos. Intenta resolverlo. Puede ser resuelto.”"
,"... Un enigma que está garantizado que se puede resolver... no puede llamarse un verdadero ""enigma""."
Ushiromiya Battler,"""¿Esto no es casi como si... la misma Beato... estuviese admitiendo que ella... en realidad no es una bruja?..."""
{f:5:Virgilia},"""Vaya, vaya. Eso parece lógico... Es en verdad una niña extraña."""
{f:5:Beatrice},"""..."""
,Beato no respondió.
,Con ojos grises... no hacía más que mirar de forma vacía el vapor que se elevaba de su té...
Dlanor,"""Mi padre creó el Decálogo para que sirviera de muleta al poder del {f:5:pensamiento}... Ciertamente no fue creado como una forma arrogante de decidir las cosas."""
Ushiromiya Battler,"""... Una muleta... para el poder del pensamiento..."""
Dlanor,"""{f:5:Sí}. De acuerdo a Knox n.° 8: Queda prohibido que el caso sea resuelto con pruebas no {f:5:presentadas}... Esto no solo significa que uno está obligado a evitar hacer teorías que no estén apoyadas por {f:5:pistas}."""
{f:5:Virgilia},"""Si le das la vuelta... significa que quien plantea los acertijos está obligado a mostrar pistas que lleven a la solución."""
Ushiromiya Battler,"""... Así que, en otras palabras... si una historia sigue el Decálogo... todos los acertijos deben tener pistas... y por lo tanto, hay una garantía de que encontrar la solución es posible."""
,Ya veo... así que es a esto a lo que se refieren por muleta para el poder del pensamiento.
,"Si puedes creer que tiene una solución, comienzas a sentir el deseo de intentar resolver esos acertijos."
,"Si eres capaz de creer que existen pistas, te emociona el releer la historia para buscarlas..."
Ushiromiya Battler,"""Lo admito... puede que tenga el poder de alentar a las personas que intentan resolverlo."""
Dlanor,"""A menudo se piensa en el Decálogo de Knox como una serie de restricciones impuestas por quien hizo el misterio, pero es también vital para los {f:5:lectores}... Al usar el Decálogo como muleta, se nos da el valor necesario para usar el razonamiento, así como la fuerza de voluntad para releer la historia varias veces... para buscar las pistas que sabemos deben estar ocultas {f:5:ahí}."""
Ushiromiya Battler,"""... Es al igual que la tapa de un tarro de mermelada que está demasiado apretada y no se abre... Como mamá siempre me decía... si crees que no puedes abrirlo, entonces en verdad no podrás sin importar qué tanto intentes... Es lo mismo con los deportes. Dicen que el tener o no una imagen fuerte de ti y creer que puedes ganar independientemente de las circunstancias... tiene un gran impacto en los resultados."""
,"En ese caso, el Decálogo de Knox en realidad no es un conjunto de restricciones arrogantes y estrictas... También puede verse como una forma de alentar a los lectores que intentan resolver el misterio, al decirles que den lo mejor de sí ya que definitivamente tiene solución..."
Ushiromiya Battler,"""... Esa es una forma interesante de interpretarlo... Sin embargo, he escuchado que no todas las novelas de detectives de todo el mundo siguen siempre el Decálogo... Si te encontraras con uno de esos, ¿no te sentirías traicionado?..."""
Dlanor,"""Incluso el Decálogo no es más que una interpretación, y no se aplica a todas las {f:5:historias} de misterio... Aunque entre los fundamentalistas de los trabajos de mi padre, parece haber quienes critican duramente los trabajos que violan el Decálogo y los llaman {f:5:herejía}..."""
,Las discusiones de este tipo son interminables en el mundo del misterio.
,"¿Es esta o aquella famosa novela de detectives un misterio ""justo"", es decir, que sigue el Decálogo de Knox?"
,Ese tipo de argumento es un tema recurrente en el mundo del misterio.
,"De hecho, en las discusiones de misterio, argumentos como estos a veces se vuelven más intensos que los de las soluciones reales..."
Ushiromiya Battler,"""Puedo entender las críticas... Intentas por todos los medios resolver un misterio, confiando en que sigue el decálogo y puede resolverse, pero luego resulta que nunca se hizo para que tuviera solución... Entiendo lo irritante que debe ser."""
,Así es.
,Cuando se pelea con el Decálogo... hay una sola cosa que quieres que se garantice desde un principio.
,Y esa es... la garantía de que la novela de detectives se apegará al decálogo.
,"Si a una obra dice ser un misterio ortodoxo, entonces no hay por qué preocuparse."
,"Sin embargo, el género del misterio abarca muchos otros subgéneros no ortodoxos."
,... ¿Significa eso que intentar razonar en una novela de detectives no ortodoxa... es una pérdida de tiempo?...
Ushiromiya Battler,"""... Si lo ves de esa forma... en verdad parece arrogante."""
Dlanor,"""{f:5:Sí}. A mí también me entristece que el Decálogo de mi padre haya sido utilizado como un {f:5:arma} tan arrogante."""
Ushiromiya Battler,"""... Así que... acabas de luchar contra Beato usando el Decálogo como arma... ¿Puedo tomar eso como prueba de que este juego de Beato sigue el Decálogo de Knox?..."""
{f:5:Beatrice},"""..."""
,Cuando pregunté eso... hubo un extraño silencio.
,"{f:5:Virgilia}, Dlanor... y por supuesto, Beato... se quedaron calladas por un rato..."
,Casi como si mi pregunta hubiera tocado el fondo de algo...
{f:5:Virgilia},"""Eso... es algo que no puedo responder yo."""
Ushiromiya Battler,"""¿Por qué?..."""
{f:5:Virgilia},"""Este es un juego creado por esta niña... Un juego para decidir quién de ustedes ganará... Esta niña lo ha llamado un enfrentamiento entre misterio y fantasía."""
{f:5:Virgilia},"""Pero desafortunadamente, jamás lo ha llamado un misterio ortodoxo. Eso significa que no hay garantía de que siga el Decálogo."""
Dlanor,"""... Sin embargo, Miss {f:5:Beatrice} ha dicho también que este juego es un duelo entre usted y {f:5:ella}... Eso significa que existe la posibilidad de que obtengas la {f:5:victoria}."""
Ushiromiya Battler,"""En otras palabras... ¿quieres decir que es posible deducir la solución?"""
{f:5:Beatrice},"""..."""
{f:5:Virgilia},"""... Si le preguntases a esta niña, probablemente diría que es posible razonarlo... Sin embargo, al igual que ella es quien desafía y tú el que es desafiado, los dos son criaturas distintas... Algo que Beato podría haber propuesto pensando que es solucionable... podría o no ser algo que puedas resolver."""
,"Por ejemplo, digamos que planteamos un acertijo sencillo que cualquier japonés conocería."
,"... Sin embargo, si la persona a quien le decimos este acertijo es un extranjero con un diccionario japonés-español en mano, podría ser casi imposible de resolver."
,"... En otras palabras, es posible que haya un problema solucionable solo por uno de los lados, el cual podría parecerle fácil a quien lo pregunta, pero extremadamente difícil para quien lo intenta resolver..."
,"Por cierto, ¿conocen el acertijo extranjero: ""Oro parece, plata no es. Abre las cortinas y verás lo que es."""
,"La respuesta es: ""plátano""."
,"Es una adivinanza del reino español, así que puede resultar un poco difícil para un japonés."
{f:5:Virgilia},"""Por esa razón... no puedo prometerte que esta historia sea algo que serás completamente capaz de resolver... Sin embargo, hay una cosa que puedo prometerte... Lo garantizaré con la verdad roja."""
Ushiromiya Battler,"""... ¿Qué?"""
{f:5:Virgilia},"""{p:1:Beato quería que lo resolvieras, así que hizo que este juego y sus acertijos... sean solucionables}. Solo eso garantizaré con la verdad roja."""
,Era... la única garantía... que quieren todos los que intentan razonar.
Dlanor,"""No sé si pueda llegar a la respuesta siguiendo el decálogo que {f:5:creó} mi padre... Sin embargo, si se encuentra en un aprieto y quiere una brújula para su razonamiento, por favor intente utilizar mi Decálogo si lo {f:5:recuerda}... Tal vez podría renovar su coraje y posiblemente llevarlo a algún {f:5:descubrimiento}..."""
Ushiromiya Battler,"""Gracias. Si en verdad estoy en apuros, pensaré en tu estilo de pelea... ¿Estás segura de que está bien ayudar así a tu enemigo?"""
Dlanor,"""No se {f:5:preocupe}. Vine a esta fiesta de té sin un {f:5:regalo}. Espero que disfrute esto en vez de un {f:5:bocadillo}... Y... si llega a enfrentarse a mí de {f:5:nuevo}, probablemente no tendremos tiempo de hablar de forma tan {f:5:casual}."""
,... El Decálogo de Knox... y la verdad roja de {f:5:Virgilia}.
Ushiromiya Battler,"""{p:1:Beato quería que lo resolviera, así que hizo que los acertijos de este juego sean solucionables}."""
,En otras palabras... Beato cree que puedo resolverlo.
,¿No es eso... prueba de que es posible razonar?
,"... Claro, eso es desde el punto de vista de Beato... y no necesariamente significa que razonar de esa manera me sea posible a mí..."
,"Pero comparado con hace un rato, cuando ni siquiera sabía si razonar era posible o imposible... esa única línea me dio mucha confianza..."
,Por lo menos tiene el poder de callar cualquier pensamiento negativo de que todo es totalmente inútil...
{f:5:Virgilia},"""... A menos que la otra parte te asegure que es posible razonar la respuesta, no lo intentarás... Es casi como el amor entre jóvenes tímidos."""
Ushiromiya Battler,"""¿Amor?"""
{f:5:Virgilia},"""Sí... A menos que la otra persona te demuestre primero que te quiere, no querrás quererla... ¿verdad?"""
,"Tanto los chicos como las chicas... quieren que la otra persona les diga ""te quiero"" primero sin que ellos se lo pidan."
,Ese es el sueño.
,... No quieren amar a otra persona... hasta que estén seguros de que esa persona les corresponderá.
,"Después de todo, no hay nada más doloroso que el amor no correspondido... y las cicatrices en el corazón que eso deja duran mucho tiempo."
,Como le temen a ese dolor... quieren pruebas de que la otra persona los ama primero antes que cualquier otra cosa...
Dlanor,"""Ya {f:5:veo}. Es una forma interesante de explicar la relación entre escritor y lector en una {f:5:novela} de detectives."""
,Sí... quizá se podrían comparar las novelas de detectives con eso.
,"Tanto el autor como el lector... primero quieren que la otra parte les diga ""lo resolveré"", o ""puede ser resuelto""."
,"Hasta que el escritor no tenga la seguridad de que los lectores intentarán resolver su historia, no querrá escribirla."
,Lo mismo sucede con los lectores.
,"Hasta que no se les asegure que podrán resolver la historia si lo intentan, no querrán leerla."
,Porque no quieren escribir algo que considerarían una obra maestra y sentirse heridos cuando nadie lo lea.
,Porque no quieren aplicar la lógica a lo que consideran una obra maestra y sentirse heridos cuando se den cuenta de que fue en vano.
Ushiromiya Battler,"""Según ese argumento... no es exagerado decir que es como el amor entre jóvenes tímidos de primaria o secundaria... Aunque en verdad quieran hacerlo, no tienen el valor de revelar sus sentimientos, así que esperan incómodamente a que la otra persona lo confiese... y para cuando acaba el verano, no ha ocurrido nada."""
Ushiromiya Battler,"""Jeje, a veces hasta saldrán con otras personas. Así fue mi primer amor, ijiji."""
,"Junto a esos sentimientos unilaterales que no pueden expresar, lamentan el paso de un verano que ya no volverá, y los días de su juventud se terminan."
,El escritor que no escribe hasta tener el apoyo de los lectores... pasa toda la eternidad sin publicar su primer trabajo.
,El lector que espera a que el escritor sea famoso... pasa toda su vida sin conocer la dicha del género de misterio.
{f:5:Virgilia},"""... Battler‐kun. ¿Cuándo alcanza este amor tímido tipo ""la gallina o el huevo""... el nivel en que progresa a amor mutuo?..."""
Ushiromiya Battler,"""Bueno... probablemente sea gradual con el tiempo... Comienza como una relación entre amigos, se comunican más uno con el otro... y comienzan a pensar ""me gusta esta persona y creo que yo le gusto también""... y cuando ambos lleguen a la etapa en la que ya no tienen dudas, entonces... bueno, supongo que... probablemente se conviertan en pareja de forma natural."""
Ushiromiya Battler,"""La impresión que he tenido hasta ahora es que las relaciones que empiezan con una repentina confesión de amor tienden a acabarse más a menudo, mientras que las parejas que nunca se confiesan, pero se dan cuenta de que siempre han estado juntas, suelen permanecer juntas durante un tiempo sorprendentemente largo."""
Dlanor,"""En otras palabras, ocurre cuando se forma una relación de confianza en la que ambos confían en el otro... Es lo que usted está {f:5:diciendo}."""
Ushiromiya Battler,"""... Sí, quizá... Estoy sorprendido... Siempre pensé que los misterios eran una batalla entre el escritor y el lector... pero quizá no lo sean en realidad."""
{f:5:Virgilia},"""Así es. Es algo que no puede proseguir sin una relación basada en la confianza mutua... una relación con amor."""
Ushiromiya Battler,"""..."""
{f:5:Beatrice},"""..."""
Ushiromiya Battler,"""... Entonces... ¿estás diciendo que ella y yo... no estamos en una batalla a muerte sino en una relación amorosa?"""
{f:5:Virgilia},"""... *risita*. Aunque a mí me parece que solo son un par de niños de primaria molestándose el uno al otro... Jejejeje."""
,{f:5:Virgilia} bromeó como una mujer de la mediana edad.
,Aun así... aunque no espero una relación de amistad o de confianza... puedo aceptarla como rival.
,"Beato está luchando con todo, intentando hacerme aceptar que es una bruja."
,Y yo estoy respondiendo a eso y voy con todo intentando negar que existan las brujas.
Dlanor,"""¿Cómo sabe que Miss Beato está luchando con {f:5:todo}?"""
Ushiromiya Battler,"""Es obvio, se nota con solo verla, ¿no?"""
Dlanor,"""No es como si ella hubiera declarado en rojo que ha estado luchando contra usted con {f:5:todo}... Y a pesar de eso, ¿no lo {f:5:duda}? Es usted mismo quien dijo que no creería nada más que la {f:5:verdad} roja."""
Ushiromiya Battler,"""... Ngh..."""
{f:5:Virgilia},"""*risita*... Estoy segura de que esta es la etapa en que la se comunican más el uno con el otro y aprenden a no dudar de su relación, de la cual Battler-kun habló antes."""
,{f:5:Virgilia} y Dlanor se rieron juntas.
,"... Un hombre, varias mujeres. El tema es el amor."
,"... Esperen, ¿no es esta la peor formación para que se burlen de uno?"
,"Intenté un par de veces cambiar de tema... y torpemente saqué temas más delicados en un intento de devolver el ambiente a algo más apropiado para una fiesta de té en la lluviosa Tierra Dorada, pero en cada intento, {f:5:Virgilia} lo notaba inmediatamente y se reia..."
,...
,"Incluso durante esto, Beato seguía mirando hacia abajo con esos ojos grises, observando su té negro..."
,...
,"... Sí, es cierto..."
,{f:5:Virgilia} y Dlanor... me han dado tantas pistas...
,"Y sin embargo, apenas me he puesto a pensar en ellas..."
,"Ya es demasiado tarde, pero..."
,... {i:Déjenme pensar}.
,Ahora que ya es demasiado tarde y tengo una cantidad de tiempo interminable en mis manos... déjenme pensar.
,"... Una vez más, déjenme pensar sobre la verdad roja que me dio {f:5:Virgilia}... y la muleta del Decálogo que me prestó Dlanor..."
,"Con la verdad roja... {f:5:Virgilia} garantizó que, como mínimo, Beato había dejado lugar en esta historia para que yo lograra la victoria."
,... Esa garantía de la verdad roja... me dará la fuerza para que mi corazón vuelva a latir...
,"Y... está la muleta del Decálogo, que me prestó Dlanor."
,La misma Dlanor me advirtió desde un principio que el Decálogo no es tan poderoso como para resolver todos los acertijos.
,"Pero aun así, ella lo describió como un método para resolverlos... no, para enfrentarse a los acertijos."
,... Lo intentaré.
,Aunque no haya garantía de si esta historia es misterio o fantasía... quiero creer que definitivamente podré ser capaz de resolverla... que tiene solución... que es un misterio... y quiero enfrentarme a ella una vez más...
,Cuando regresé a mis sentidos... me encontraba... en esa extraña sala de té... en la que muchas veces había discutido furiosamente con Beato desde otro lado de la mesa.
,"... Por supuesto, Beato no estaba por ningún lado.{n}Solamente estaba yo, aislado y solo."
,Está bien. De todos modos... no dejaré de pensar.
,"Muy bien, entonces..."
,... ¿Cuáles eran los Mandamientos de Knox?...
,Estoy seguro de que Dlanor me explicó la mayoría cuando me atacó con ellos.
,"Por supuesto, incluso yo los recuerdo vagamente."
,¿Cuál era... el primero?
Gertrude,"""... Permítaseme hablar. Knox n.° 1: El culpable debe ser alguien mencionado al principio de la historia."""
,Cuando murmuré preguntándome cuál era el primero...
,"... Apareció la subordinada de Dlanor, como en respuesta a mi pregunta."
,"Sin molestarse en decir un ""hola"", me dijo no más ni menos que lo que quería saber."
Ushiromiya Battler,"""... Sí, ese es. El primer mandamiento... El culpable debe ser alguien mencionado al principio de la historia."""
,... ¿Significa que el culpable tiene que haber aparecido ya... durante el primer juego?...
,"Cierto, eso es lo más básico en el género de misterio. Se da por hecho."
,... ¿Se da por hecho?...
,... ¿Realmente... siempre he supuesto eso?
,"Con cada juego nuevo, el número de personas en esta historia sigue incrementando."
,Eso viola la regla del círculo cerrado.
,"Para entonces, todo está arruinado."
,"¿Acaso me rendí por dentro... creyendo que el verdadero culpable o mente maestra no había aparecido todavía y que, por lo tanto, razonarlo era inútil?"
,Si leo esta historia como fantasía... el hecho de que sigan apareciendo nuevos personajes hasta el punto de que incluso aparezcan reyes demonio o dioses o creadores divinos no me sería extraño.
,"Incluso si la verdadera mente maestra apareciera por primera vez en uno de los últimos Episodios, podría aceptarlo."
,Sin embargo... si lo leo como un misterio y me apego a esa convicción...
,Entonces no hay necesidad de preocuparme por cualquiera que aparezca después.
,"Porque la primera de Knox los descarta claramente, afirmando que el culpable debe ser alguien mencionado al principio de la historia."
,"... Claro, también está lo que dijeron Dlanor y {f:5:Virgilia}."
,"No hay garantía de que esta historia siga las reglas del Decálogo, así que por supuesto, no puedo negar la posibilidad de que el culpable haya aparecido por primera vez en el 2do juego o después."
,Sin embargo... esta es una forma de pensar.
,Esta vez...
,... Me olvidaré por completo de la Prueba Diabólica... e intentaré aplicar el poder del Decálogo en mi pensar.
,"Después de todo, ya me he dicho a mí mismo que no seré capaz de llegar a la verdad si no observo desde múltiples ángulos."
Ushiromiya Battler,"""En ese caso... eso significa que el culpable de todos estos juegos... es una de las dieciocho personas. Desde el principio... no había necesidad de que existiera la ilusión de una 19.ª persona."""
,... Incluso el primero de los mandamientos de Knox... niega la existencia de una persona conocida como la bruja desde un comienzo.
,Si me hubiese apegado a eso completamente... podría no haber sufrido tan miserablemente en el segundo juego.
Ushiromiya Battler,"""... ¿Y cuál era la segunda de Knox?"""
Cornelia,"""Permítaseme hablar. Knox n.° 2: Queda prohibido que entidades sobrenaturales sean empleadas como técnica del detective."""
,La otra subordinada de Dlanor apareció sin hacer ruido... y me dio una respuesta a mi pregunta.
,... Es cierto. Un detective no puede ir por ahí usando magia.
Ushiromiya Battler,"""Así que... si esta es una batalla justa... ¿eso significa que, al igual que el detective, el culpable tampoco puede usar magia?..."""
Gertrude,"""Permítaseme hablar... Sépase que la interpretación queda a criterio suyo."""
Ushiromiya Battler,"""Sí, eso... Seguro. Lo interpretaré a mi manera."""
,Si este juego es una batalla entre Beato y yo...
," Entonces ya que la historia tiene solución, no aparecerán elementos que hagan imposible resolverlo."
,"En otras palabras, cosas como la magia no deben aparecer."
,"Cuando aparecen, no debería sospechar que el elemento de misterio está siendo destruido... sino que debería cuestionar por qué fue mostrado y sospechar de los testigos y observadores."
