Speaker,Original Witch Hunt (OG)
Kumasawa Chiyo,"""Krauss-sama, Madam. The family has arrived."""
Ushiromiya Krauss,"""Good...... Should I call for Father?"""
Ushiromiya Natsuhi,"""Please do. I will go welcome everyone. ......Oh, Shannon. Who cleaned this window frame?! It still has dust on it...! Quickly, wipe it off!"""
Shannon,"""A, as you wish, Madam."""
,"......Oh, come on. Natsuhi's making her work so hard again."
," Just what good does she find in such a limited, ulcer-inducing life? "
,I wanted to know.
,......Shannon. What is it that you found? 
,And what did you mean when you said I already knew what I was missing? 
,Shannon. Is this something I must learn by learning about you...?
Zepar,"""What's different about the day of the family conference on Rokkenjima?!"""
Furfur,"""It's got to be the noise! There's never this many kids around!"""
Ushiromiya George,"""......It may have been a tension-filled day for the adults, but to us kids, it was a wonderful day, the only time we got to see all of the cousins we loved."""
Ushiromiya Battler,"""In the summer, we could play with our cousins on the beach, and there were plenty of games we could play in the winter! The family conferences were tons of fun for us."""
Ushiromiya Jessica,"""Same here. Mom was always yelling about how there must be no mistakes, but to me, it was just the day I got to play with all my cousins. After all, there's usually nothing at all to do on Rokkenjima."""
Ushiromiya Battler,"""Back when I was still a little brat, I was always jealous of Jessica, getting to live in this huge mansion with a private beach. But now that I try putting myself in her shoes, it must've been a pretty constricting place to live."""
Ushiromiya George,"""Probably...... There's hardly anything on Rokkenjima. No friends' houses, no next door neighbors, no neighborhood. If you think of how Jessica must have felt, you have to feel a little sad for her."""
Ushiromiya Jessica,"""That's why the family conference was so special to me. Jumping around, messing around! It felt like I was at a festival. We played tricks on each other all the time."""
Furfur,"""If the adults always talked about adult things and told you to go play somewhere else..."""
Zepar,"""Then you were three cousins at about the same age. Of course you'd horse around!"""
Ushiromiya George,"""No, not the three of us. The four of us."""
Furfur,"""I thought Ange wasn't born yet, and Maria was still too young to play with you?"""
Zepar,"""You've got it wrong, Furfur. The cousins weren't the only ones at the same age."""
Ushiromiya Battler,"""Shannon-chan was the fourth. She was about the same age as the rest of us."""
Ushiromiya Jessica,"""Mom was always going on about not talking with the servant kids, but Shannon and I started to get close. After all, she was the girl closest to me in age on Rokkenjima."""
Ushiromiya George,"""All four of us played together. We played at every family conference. Right, Shannon?"""
Shannon,"""......Right. I knew that Madam would scold me if she found out, but......"""
Ushiromiya Jessica,"""I wouldn't have let her! You were always the one close friend I had who could understand me...!"""
Shannon,"""Thank you for your words, ......Milady..."""
,I could not hide my shock.
," How had she formed a relationship with the children of the family, despite being only a servant? "
,Natsuhi had probably been very careful to prevent such a relationship.
," However, it's no surprise that Jessica, all alone on this island, would want to be friends with a kid her age."
," And Shannon was also alone on this island, without any friends her age."
," Though they both understood their relationship as master and servant, they somehow managed to strike up a friendship..."
," Then, at the family conference, Jessica had introduced Shannon to George and Battler."
, All of the adults had their hands full with their complicated discussion in the mansion.
," During that time, Shannon was able to put aside her role as a servant for a little bit, and act her age with Jessica, George, and Battler."
, I didn't even know that Shannon had constructed this new world so quickly.
," As a butterfly hiding in the shadows, ......I observed this new world of Shannon's."
Ushiromiya George,"""That day, we ran all around the rose garden and the beach."""
Ushiromiya Jessica,"""Just running around and playing was a blast."""
Ushiromiya Battler,"""Yep. Those were the only times that Shannon-chan smiled like a girl her age."""
Shannon,"""I might have......gotten a bit carried away. It's embarrassing..."""
Ushiromiya Jessica,"""Battler's insanely huge now, but back then, Shannon and I were both taller and stronger than him."""
Ushiromiya Battler,"""I just grew slowly back then."""
Shannon,"""*giggle*. They say that those who start late end up the tallest."""
Ushiromiya Battler,"""Ihihi! Yeah, totally! Back then, your chest was nothing like this, right?"""
Ushiromiya George,"""That's not true... Shannon already had plenty of womanly charm back then. Right?"""
Shannon,"""U, ah...wh, who knows......"""
Ushiromiya Jessica,"""What the hell do you mean by 'womanly charm'? Sounds kinky!"""
Ushiromiya Battler,"""Well, I was still pretty cute back then myself. That bra strap you could see through the shoulder of her summer clothing set off the lightning of youth in me...! I remember whispering with George-aniki that night about how big her tits were! Ihihi!"""
Shannon,"""I, is this true, George-sama...?!"""
Ushiromiya George,"""*cough*, *cough*cough*!! I believe there has been some sort of misunderstanding...! A, all I remember was lecturing him, as the older and more knowledgeable cousin, about the differences between how boys and girls grow, *cough*cough*!! And so, rather than dirty talk between cousins late at night, it was, instead, a sign of healthy growth and, umm..."""
Ushiromiya Jessica,"""......Ye~ah, I remember all of us cousins talking about that until midnight... ......About how apparently, someone in the next class had kissed someone else, or how you held hands with a girl you liked at summer camp... And about so-and-so who you thought probably liked you, stuff like that...!......Dammit, it's so embarrassing it makes me shiver...!"""
Zepar,"""Isn't that nice! Another sweet page in the book of adolescence!"""
Furfur,"""The most pure love comes when boys and girls first start noticing each other!"""
Zepar,"""That simple, pure desire just to be around someone of the opposite sex, the noble first loves."""
Furfur,"""Just wonderful... A bunch of kids thinking and talking about the world of love...!"""
Shannon,"""D, ......did that sort of thing... r, really happen......?"""
Ushiromiya Battler,"""Ihihi~! Don't play dumb! You were the most absorbed and curious of all of us, sitting there 'til even your ears turned red, ihihi!"""
Shannon,"""I, I was not curious...! I, I was just... s, surprised... at how much everyone knew... and......"""
Ushiromiya Jessica,"""That's right. Shannon always played dumb the most, even though she was the most interested. She was the biggest pervert the~re. Ihihihi."""
Shannon,"""Th, that's not true, that's not true, I hate you, Milady!"""
Ushiromiya George,"""Hahahahahahahahahaha... Yeah, it was always like this. In the day, we'd run around like kids, and at night, we'd hug our pillows and talk about secret stuff. Looking back on all of it now, ......it really brings back some fond memories."""
Ushiromiya Battler,"""We'd be whispering about something dirty, and whenever we heard the footsteps of the adults coming by, we'd jump under the covers and pretend to be sleeping!"""
Ushiromiya Jessica,"""Yeah, I remember that! Like some school field trip!"""
Shannon,"""Those times we all dove under the covers at once. It felt like some sort of unspoken rule, like a strange sense of unity. I really liked that feeling."""
Ushiromiya George,"""Well, anyway. That's not all we talked about. There was a lot more than that. We really did enjoy our youth to the fullest."""
{f:5:Beatrice},"""And what......is this?"""
,Shannon. ......Is this that 'fun thing' of the human world? 
,Is this incomprehensible messing around the thing that you found?
{f:5:Beatrice},"""A bunch of kids gathered together, playing stupid games and talking about trivial things. ......Is this the human pleasure you found that surpasses the pleasures of witches?"""
Shannon,"""......Yes. Doesn't it look fun to you?"""
{f:5:Beatrice},"""I won't call it boring. However, I cannot see how such a vulgar game can compare to my paradise, where all wishes can be granted."""
Shannon,"""Interacting with people......is a lot of fun. Of course, I also think your world is fun. But even so, ......I choose this world."""
{f:5:Beatrice},"""......I don't understand. ......I don't understand......"""
,"Beatrice held her head as though she was having a headache. But no matter how much she grimaced, she couldn't think of an answer."
{f:5:Beatrice},"""......Tell me. .........What is it you found within this vulgar playing?"""
Shannon,"""............ Do you want to know...?"""
{f:5:Beatrice},"""I do!"""
Shannon,"""Love."""
{f:5:Beatrice},"""Lo......ve......?"""
Ushiromiya Battler,"""Here. It's the Queen book I promised."""
Shannon,"""Th, thank you very much. I'd be happy to borrow it."""
Ushiromiya Battler,"""That's okay. You can keep it, Shannon-chan. I've already read it."""
Shannon,"""B, but... I can't accept this...... It was probably expensive."""
Ushiromiya Battler,"""It's just something I got for a few hundred yen at a bazaar. Don't worry about it. I'd rather if you read it quickly so we can talk about it. It's fun to talk about this sort of stuff with you, Shannon-chan."""
Shannon,"""Yes, it's fun for me too. It's much more fun to read mystery novels with two people instead of alone."""
Ushiromiya Battler,"""I like discussing it and imagining all kinds of things. With mystery novels, reading's only half the fun. My theory's that you can only really enjoy it when you talk with other people who've read it too."""
,Our relationship began when we realized that we both read mystery novels.
," We were both surprised and very interested to find that the other not only read tons of mystery novels, but read them very thoroughly."
," Ever since then, it's been like this."
," Separate from the games we played with all the cousins, the two of us met together for some time alone......"
," At first, it was like a sort of contest to see who knew more than the other."
," However, eventually, this turned into respect for how much the other had read and how deeply they were able to think about it."
, Respect. Trust. Those emotions made our friendship even stronger.
," Of course, all of that had still fallen within the category of 'friendship'......"
,"......But we were still slightly aware of the fact that the other was of the opposite sex, making for a relationship that was charming, or youthful, ......or maybe you could call it exciting."
," However, we were still at the age where the word 'little' would not be an exaggeration."
," Of course, we didn't know a thing about love."
," So, we couldn't understand that exciting feeling in our chests, both bitter and sweet, that we only felt when we were alone together."
," However, we realized that there was some unknown emotion hidden behind that feeling, ......and as our hearts raced, we had our hands upon the door. That was the exciting age we were at."
, So.
," At some point, our discussions about mystery novels became just an excuse for us meeting alone..."
Ushiromiya Battler,"""There aren't many mystery novels that care much about the 'why dunnit'."""
Shannon,"""The 'why dunnit'? You mean the culprit's motive...?"""
Ushiromiya Battler,"""Yeah. There are three points you need to figure out in mystery novels: the 'who dunnit', the 'how dunnit', and the 'why dunnit'. A lot of mysteries deal with the first two, but surprisingly few worry about the final one."""
Shannon,"""Well, I know about many works that take great care to have the culprit confess his motive after he's found out..."""
Ushiromiya Battler,"""But it has to be something that you can reason out before the culprit confesses, or it doesn't count. Personally, I think it's unfair for a person who supposedly didn't have a motive to commit the crime, unless it's possible to reason his or her motive out."""
,'Who dunnit'. Who's the culprit?'How dunnit'. How did he commit the crime?'Why dunnit'. Why did he commit the crime?
Ushiromiya Battler,"""There are a ton of works that ask about who the culprit is, and what tricks they used. In fact, almost all are like that. However, I don't think there are many novels that ask you to figure out the motive."""
Shannon,"""Good point. That might be the most neglected of the three."""
Ushiromiya Battler,"""Mysteries that don't take the 'why dunnit' seriously don't really feel complete to me. ......No, I'm not saying they're boring. ......It's more like...they're missing the most important part."""
Shannon,"""The most important part...is missing...?"""
Ushiromiya Battler,"""The heart. The heart is missing."""
Shannon,"""......The heart......"""
Ushiromiya Battler,"""I think the human heart is a really important thing. If a person's gonna decide to commit murder, plan it out, get everything ready, and actually carry it out, you'd need an incredibly strong force of the heart. The heart is what moves people."""
,"......In other words, only the heart can kill a person."
," When an emotional upheaval grows strong enough to make a person want to kill, the result is the tragedy called murder."
," If we turn it around, does that mean that the true way to close in on the crime is by searching for the heart that brings about the tragedy of murder? "
,Only the heart can kill.
," So, if a person has been killed, you must search for the heart."
, That's what he was saying.
Ushiromiya Battler,"""That's why I can't really enjoy novels where the culprit is just a homicidal maniac who kills for fun."""
Shannon,"""......Then you like novels that show a strong enough movement of the heart to lead to murder?"""
Ushiromiya Battler,"""That's right. And my favorite ones are the novels that let you reason that out."""
,"As he spoke, he looked back at me and smiled."
,"......Before today, I used to like novels that focused on exposing the tricks."
," However, I decided to look for novels like the ones he recommended in the future."
Ushiromiya Battler,"""I don't like ignoring the heart. .........The heart is what makes people move."""
Shannon,"""......Yeah. I think you're right......"""
,This isn't limited to the mystery genre. All humans are moved by their hearts all the time.
," Being able to notice the heart is what allows for interactions between people......no, interactions between hearts."
," None of us humans can live on our own. And yet, we have no way of peeking into the hearts of others."
, That's why every meeting between people......is a mystery of the heart.
," Finding those, reasoning about them, and understanding each other is the key to interactions between people and hearts."
," The two of us are here, all alone, talking together about mysteries."
, And through that...
," We are searching out each other's hearts, speaking of the heart's mysteries......"
, I want you to feel about me......the way I feel about you.
," We're both searching, trying to figure out the depths of the other's heart, ......in this mystery of love."
Ushiromiya Battler,"""Nn, ......look how late it's gotten. I wonder if Aniki and the others are waiting for us."""
Shannon,"""Yes, we should probably go back soon......"""
Ushiromiya Battler,"""......Time seems to fly by when I'm talking with you, Shannon-chan."""
,He seemed to be speaking the words of my heart.
," We were thinking the same thing, so the same words came out."
Shannon,"""I wish we could talk together like this forever... I hate clocks."""
Ushiromiya Battler,"""Same here. Talking about this stuff with you is the most fun part of coming to Rokkenjima."""
,"When I saw that his smiling eyes were looking right at me, ......I turned around."
, I couldn't let him see my suddenly red face.
Shannon,"""If only I could leave this place, ......I'd be able to read so much more..."""
Ushiromiya Battler,"""............"""
,The bookshop on Niijima that I go to and the bookshop he goes to in the city are on completely different scales.
," The book exchange between the two of us had become completely one-sided, with him giving me all the books."
Ushiromiya Battler,"""How long do you plan to be a servant, Shannon-chan?"""
Shannon,"""......I don't know."""
Ushiromiya Battler,"""If, someday, you decide to quit..."""
Shannon,"""If I do......?"""
Ushiromiya Battler,"""Come over to my place."""
,"He said it almost carelessly. Maybe he was a bit embarrassed, since he laughed weakly and blushed."
Ushiromiya Battler,"""And then, ......we won't need to worry about time running out anymore."""
Shannon,"""......That's right. ......We could be together......as long as we wanted..."""
,"The little secret dates on this island only happened a few times a year, ......and even when they did happen, it was only for a short, uncertain period of time."
, It wouldn't work over the phone or with letters.
, We can only talk about our mystery when we're standing together like this.
Ushiromiya Battler,"""I know that day'll come someday."""
Shannon,"""......You think it will...?"""
Ushiromiya Battler,"""Yeah. I'm certain of it."""
,Certain? Why is he certain...?
Ushiromiya Battler,"""When that day comes, ......I'll come for you, riding a white horse."""
Shannon,"""......Wha......?"""
,"After saying this, he turned away."
, He was probably too proud to show me his blushing cheeks.
," But even without seeing, I knew what his face looked like."
," To come riding on a white horse......umm, isn't that... Uhh, isn't that like a prince riding a white horse......? "
,"So, what exactly does that mean... umm... ummmmm......"
