Speaker,Original Witch Hunt (OG)
Ushiromiya Battler,""".........Yeah. I like that style of thinking where you stand in your opponent's position."""
Ushiromiya Maria,"""And that's useless. Even though your opponent is a witch, you won't accept that. .........So you can't understand the moves a witch can make, and your chessboard thinking won't work. Your knowledge of your opponent is wrong. The very first premise of chessboard thinking is broken down."""
Ushiromiya Battler,"""..................Ooh, ...is that what you say?"""
Ushiromiya Maria,"""You cannot win in chess against a witch...! Kihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihi!"""
Shannon,"""...I do not know what happened after that. We servants were ordered not to approach the dining room..."""
Ushiromiya George,""".........I see. So, Shannon, have you ever met this person called Beatrice before?"""
Shannon,"""........................I don't know."""
,That was a slightly odd way to say it. I thought it didn't sound like she meant her memory was vague.
Shannon,"""......For us servants, Beatrice-sama is another master of this mansion. ......Some say something like we were influenced by the Master and spread that rumor..."
Shannon,"......but since the time I started working here, the story of Beatrice-sama was already whispered about."""
Ushiromiya George,"""I heard about it before. ...There was a servant who didn't respect her, was cursed, and actually had an accident."""
Shannon,"""Yeah.........but it's true that some people believed more or less than others. ...I, umm, ...believe that respect for that sort of thing shouldn't be forgotten, so I have never doubted that she exists."
Shannon," ......I dimly believed that a, ...umm, ......uncertain being called the Golden Witch surely existed."""
Ushiromiya George,"""...And then that witch whose existence was uncertain actually showed herself and appeared openly from the entrance hall..., is that what happened?"""
Shannon,""".........I don't know. ............I don't know, ...anything."""
Ushiromiya George,"""...............When you brought her dinner, did you talk about anything?"""
Shannon,"""..............................No, nothing."""
Ushiromiya George,"""I see. ...Still, a witch that eats food somehow doesn't sound so realistic. Maybe it's just someone who knows about the witch legend on this island taking on Beatrice's name after all."""
Ushiromiya George,""".........I think that you've probably come to respect Beatrice and think of her as something like a guardian god of the mansion. So when a person appeared actually calling themselves that, maybe you were a little disturbed."""
Shannon,"""..................That's right. I'm sure that might be the case."""
,George was slightly at a loss at what to do about Shannon's downcast appearance.
,"......Possibly, not just Genji, but the young servants had also been strictly questioned about whether they had a clue as to who this person called Beatrice was... Thinking that, he tried to somehow cheer her up."
," Like Maria and Jessica, "
,Shannon also had surely been unable to completely hide her agitation over the sudden visit of a person calling herself the Golden Witch.
, He thought that must be the case....But George probably had no technique of looking into Shannon's heart.
, Shannon was bitter and sad.
,"......The door to the Golden Land, had been opened.......The witch had definitely told her that."
," That meant, the demise of everything."
,".........Even if she accepted the ring from George, ............now, they could never be married."
," No, in the first place......Did furniture like her, ......have the right to be married? "
,"Even if the witch hadn't come to tell of their demise, ......wasn't it fated to fail sometime or another? "
,"Had she turned her gaze towards the fun days with George, ...and purposefully closed her eyes to the sad reality?"
Ushiromiya George,"""............What's wrong? ...You really haven't looked well for a while now."""
Shannon,"""George-san. ......What does it mean, ...to be engaged?"""
Ushiromiya George,"""Huh?! Ah, ......err! It means making a promise to marry. ...But I think that means it's the same thing as marriage."
Ushiromiya George," ......Honestly, I want to take you as my wife right now, and take you back home. ......But right now, I am in the middle of training, and I'm still a long way from gaining the ability needed to create my own castle. That's why I want to stick out my chest for the first time since becoming an adult and take you home with me."""
Ushiromiya George,"""I'm not talking about the distant future. I just want you to wait a short three years. ......But that doesn't mean I want to lie about our feelings for another three years."""
Ushiromiya George,"""So, ......I decided to give you an engagement ring. ......That might be a shameful reason as a man. An engagement because I want you to wait, because I can't balance a wife and a job, might be shameful. ......But I will definitely-"""
Shannon,""".........Thank you very much. ...I understand that to you, George-san, this engagement ring isn't just another present you would give to a lover."""
Ushiromiya George,"""Th, that was sudden. An engagement ring isn't a simple accessory. It's an oath between lovers, an honored promise left in the form of a ring."""
Shannon,""".........*giggle*. ...In that case, if we get married quickly, it would become unnecessary, right?"""
Ushiromiya George,"""Th, then it won't be an engagement ring. I'll give it to you as a wedding ring. ......Either way, it won't change the fact that I'll give you a ring."""
Shannon,"""So it's a sales contract, like saying 'This woman is mine, nobody touch her'."""
Ushiromiya George,"""Nn, ......, no, umm, ......that's not what I..................*cough*."""
,"George knew about his shameful character. When he had been captivated by Shannon, and sworn to become an excellent man, he had sworn to throw away the shameful part of himself."
,"......So, even if it was on purpose, he chose to answer a little roughly....He believed that that would be reassuring to Shannon."
Ushiromiya George,""".........No, ...that may be true. .........Sayo. I'll make you my wife. ...I won't give you to anyone else. I'll make you all mine. ...So no one will lay a hand on you. ......That's what this ring is. ...Without a doubt."""
Shannon,"""Thank you very much, George-san. ............I'm truly, happy."""
,"Then, George-san."
,"......If it was decided by fate that this engagement ring, ......that this promise would not be fulfilled, ......would you still give it to me...?"
,"...Shannon tried to ask that, ...but she swallowed her words."
, Because George had already spoken the answer.
,"......George had said it. He had said that to him, an engagement ring was infinitely similar to a wedding ring."
," Therefore, accepting George's ring had a far more sacred significance than a promise to marry."
Ushiromiya George,"""Therefore. ......I will stop calling this an engagement ring. From now on, this isn't an engagement. It's a wedding ring."""
Shannon,"""I, ...is that alright...? Is it alright to, umm, just proclaim that we're married without God's blessing......?"""
Ushiromiya George,"""Yeah. It's enough to tell God, Father, and Mother about it afterwards. We'll claim that we are married. ..........No one can cover that up."""
Shannon,""".........George-san......"""
Ushiromiya George,"""I'm not saying this because of a momentary emotion. I'm not just looking at how you are now. .........I'm looking at the you of tomorrow, of the next day. ...I'm even gazing at you as you'll be in old age, in the future, as I say this."""
Shannon,"""......You are always talking George-san. ...About how you want to spend your old age slowly, surrounded by healthy children and grandchildren."""
Ushiromiya George,"""Yeah. At that time, an older you will be beside me. That is what I say, no, what I foresee. ...Yes. Because that day will surely come."""
Shannon,""".....................Will it, ...surely come? .................."""
Ushiromiya George,"""Yes. Surely. Definitely. ......And this ring proves it without words."""
Shannon,"""............Please, ......show me."""
Ushiromiya George,"""Huh? Ah, ah, ah, .........h, h, here it is...!"""
,"George, thinking he was being told to show her the ring, hurriedly took out the ring box."
,"...Even though he had practiced so much, he hadn't been able to look cool."
, But Shannon wasn't looking at that.
,......In her straight and direct gaze were vague tears and a smile.
,".........She concentrated her eyes on George's eyes, ...no, on something she could see beyond his eyes..."
Shannon,"""......Please, ............show me, ............that future."""
Ushiromiya George,"""Y, ............, yeah. ......I'll show you. Surely. ......I promise. .........And not just until old age. ...After we die too. ...Even if we become spirits, we'll always, always be together."""
,Shannon wiped away her tears and took the ring box. Inside was a diamond ring worthy of blessing the two of them.
, George said the line that he had practiced over and over again inside his head.
Ushiromiya George,"""I, ......I want you to put that ring on, whatever finger you like, and have that be your answer. Umm, so, by tomorrow morning......"""
Shannon,"""......*giggle*."""
,"Shannon smiled, took the ring, ......and with a completely natural movement, put it on the ring finger of her left hand."
," It really had looked, ......like a very, very natural movement, and for a while, George was stunned..."
Shannon,"""This, is my answer. George-san."""
Ushiromiya George,"""Shannon......, no, .........Sayo............"""
Shannon,"""......Even if we become spirits, .........we'll always, ............always......, be together. .........George-san."""
,"There was no blessing from God, no pastor to witness, nothing. But the two who were married, proclaimed it....Two souls were joined here today........."
Kanon,"""...............Nee-san, ............you're an idiot."""
Shannon,"""......Is that so?"""
Kanon,"""Even though you're furniture...... ......Even though...you're furniture......!"""
Shannon,"""I'm not furniture. Not anymore."""
Kanon,"""......Liar!! Why are you fooling yourself?! Even though you know that you can never become human! Even though you know that you can never become human unless you go to the Golden Land!!"
Kanon," ......Even so, why did you throw away your promise to go to the Golden Land...?!!"""
Shannon,"""Oh yeah. By accepting the ring, ......that promise with Beatrice-sama comes to nothing, doesn't it? ......*giggle*, sorry."""
Kanon,"""............From now on, I, you, George-sama, the Master, everyone, everyone has the same conditions. 13 people will be made sacrifices. Only five people will be invited to the Golden Land. ......And you, ......rejected one of those places yourself......"""
Shannon,"""That's odd. ......It looks like you're the one with regrets, Kanon-kun."""
Kanon,"""You're the one with regrets, aren't you, Nee-san! You got engaged, right?! Even though you knew it was a fate that would never be fulfilled!!"""
Shannon,"""Yes. I promised that we would always, always be together, for eternity. "
Shannon,"......So you know what? ......In that instant, our eternity was completed. Even if we become sacrifices, it's already completed. So, it's alright."""
Shannon,""".........Kanon, you're the one who actually has regrets. ...We're furniture, right? No matter what the result, we will be freed. ...In that case, it doesn't matter whether we go to Golden Land or not."
Shannon," ......And yet you are set on going to the Golden Land. .........You want to become human no matter what, right? ...Why?"""
Kanon,"""Because I want to become human!! I've had enough of being furniture!!"""
Shannon,"""Why?"""
Kanon,"""I also, wanted to fall in love...!!!"""
,Tears were coming from both of Kanon's eyes....And he howled.
Kanon,"""......I, liked Milady...!! And after seeing Milady on that day, I started liking her even more...! And when I heard that Milady also liked me, I was really happy...!! But I'm furniture, ......and I can't accept Milady's feelings!!"""
Shannon,"""...You're wrong. .........We may be furniture. We may be less than human. ...But that doesn't mean that we aren't qualified to love."""
Kanon,"""I believed that if those thoughts would never be fulfilled, it was better without them!! I just decided that someday, a day would come when I would disappear, and that would definitely hurt her, .........no, that's wrong!!"
Kanon," I was just frightened!! I, ......was just afraid, that if the love could not be eternal, it was better without it!!"""
Shannon,"""......Cicadas, even though their lives last only a few weeks, fall in love and disappear. .........There are no cicadas that don't fall in love because it will be over in a few weeks."""
Kanon,"""Uuuuuuuuuuuuuuuuuuu!! Uuuuuuuuuuuuuuuuuuuuuuu!!"""
,"It seemed that Kanon was still speaking of his regrets, but by now it was all jumbled up in his crying voice..."
Kanon,"""......That witch is detestable...!! ...Why did she plant these feelings in me...?! If only, if only she hadn't done that weird prank, I wouldn't have payed Milady any notice...!!!"""
Shannon,"""............Beatrice-sama is detestable. ...To make you cry bitter tears, she played games with your fate. .........But, the witch's expectations are probably off. ...After all-"""
,Knowing love isn't a regret that ties you to life. It is the place we should reach on our journey through life...
{f:5:Beatrice}," Well now, Kanon.{n} That promise you worked so hard for has now come to nothing.{n}*cackle*cackle*cackle*cackle*cackle*! "
{f:5:Beatrice},"Well now. With this, the conditions for all of the pieces is the same.{n} There are 18 pieces! 13 will be offered as sacrifices! {n}Who will the five that remain alive be?"
{f:5:Beatrice},............And.{n} Will someone destroy this ceremony? {n}Who?!! How?! 
{f:5:Beatrice},Fuhahahahahahahahahahahahahahahahahaha!! 
{f:5:Beatrice},This isn't a chess problem. It's a game on equal footing.{n} I won't be closing in one-sidedly.
{f:5:Beatrice}," You can frantically run from my advances, and make it a tie, an invalid match."
{f:5:Beatrice}," Well, the best you can do is have this repeat on and on."
{f:5:Beatrice}, And it probably won't be that difficult for you.
{f:5:Beatrice}," However, this invalid match will continue forever, will eventually wear down your mind, and eventually kill it."
{f:5:Beatrice}," At that time, you will accept your defeat and surrender to me!! "
{f:5:Beatrice},The reason I said it was a fair game.
{f:5:Beatrice},"......That is because the rules for my loss have also been established.{n} There's nothing as boring as a game you can't lose, right? "
{f:5:Beatrice},"A way to defeat me.{n} That is, the epitaph offered to my portrait."
{f:5:Beatrice}, That is both the way to open the door to the Golden Land and the key to destroying my ceremony.
{f:5:Beatrice}," I follow the epitaph and complete the ceremony.{n} You solve the riddle of the epitaph, destroy the ceremony and overthrow me...! "
{f:5:Beatrice},"Solve the riddle hidden in the epitaph, and expose the location of the vast gold I gave to Kinzo!! "
{f:5:Beatrice},"What result will this game show us?! {n}I'm expecting a good fight, alright? "
{f:5:Beatrice},"Entertain me, Ushiromiya Battleeeeeeeeeeeeeer!!"
Ushiromiya Natsuhi,"""........................"""
Ushiromiya Krauss,"""............I have no objections. ...Natsuhi and I acknowledge it."""
Ushiromiya Natsuhi,""".........Ggh.........I can't believe it, ...and I don't want to, but.........that is, ......the truth, isn't it..."""
Ushiromiya Krauss,"""...Natsuhi. Choose your words more carefully. .........She is this family's most honored guest."""
Ushiromiya Hideyoshi,""".........I, I also acknowledge it. ...Can't argue back."""
Ushiromiya Eva,"""Yes. ...I acknowledge it. .........I have absolutely no complaints. I can't believe it's really...... .........I have to honestly respect you."""
Ushiromiya Rosa,"""Me too... ............Incredible. I genuinely respect you. ......So I have to acknowledge it."""
Ushiromiya Rudolf,"""I acknowledge it too... .........I still can't believe it. ...Still, .........what can I do? You've proven devils! It's your victory...!"""
{f:5:Beatrice},"""*cackle*cackle*cackle*...! The Devil's Proof was a convenient excuse that you liked using to show that something was impossible to prove, ......but now it's become your mortal enemy, has it not?"""
Ushiromiya Rudolf,"""......Don't torture me, great witch. .........I've already acknowledged you. I resign."""
Ushiromiya Kyrie,"""........................"""
{f:5:Beatrice},""".........Kyrie. Do you still have any objections...? I must have everyone in agreement. If you alone will not acknowledge my existence..."""
,"As the witch laughed boldly, the siblings started getting frantic....They were afraid of displeasing the witch."
," Kyrie lightly closed her eyes, ...and after keeping silent for a while, opened her mouth."
Ushiromiya Kyrie,"""...My apologies. ......I resign."""
,Only Kyrie had faced the witch with stern eyes until the end.
,"......However, she had only been able to resist acknowledging the truth for a short time."
, The truth...the being...that was before her eyes...couldn't be denied. Devils had already been proven...!
Ushiromiya Kyrie,""".........I also...acknowledge it. ......You are Beatrice. The Ushiromiya family alchemist. ...And a user of great magic. ...............I must acknowledge the fact that you are a witch...!"""
