Speaker,Original Witch Hunt (OG)
Ushiromiya Battler,"""......It's gotta be hard on you too, ......right, Aniki?  And yet, you have to stay holed up here, ......damn......"""
Ushiromiya George,"""Of course, I'm torn up about it too.  It's not like I can remain calm with both of my parents murdered."
Ushiromiya George,"  But specifically because of that, I have to remain calm!  Do you think that our dead parents would want us to die in vain?  There's no way they would!  They'd want for at least the children to escape."
Ushiromiya George,"Therefore, I will survive.  And I will report to the police, and uncover everything.  I'll leave my enemies to the courts.  That is my revenge.  ......There's no way our parents would want us to die taking revenge for them.  Right...?"""
Ushiromiya Battler,""".................................You're right...  It's just as you say.........Dammit, old bastard, what's this about a ceremony...?!  If you're saying we're sacrifices for that, then we'll force our way out of it and ruin your precious ceremony......"""
Ushiromiya George,"""That's fine.  ......Besides, you still have Kyrie-san, Battler-kun.  And I still have Shannon.  Anyway, let's act cautiously and wait for a chance.  Since our carelessness might just be a hindrance to those who are captured."""
Ushiromiya Battler,"""......Hostages, ......is it.  .........But, Grandfather captured them so he could use them as sacrifices, right?!  If we don't go and save them, then they're just waiting to be killed aren't they?!"""
Ushiromiya George,"""We don't even know where the dungeon they're being held in is...!  Shannon and Kanon-kun, and of course Gohda-san and Kumasawa-san, didn't know either."
Ushiromiya George,"  The possibility that they're in a secret location that only Grandfather knows of is incredibly high.  ......Under these circumstances, aimlessly wandering about is the same as suicide!"""
Ushiromiya Battler,"""......I, ......I understand.........But still......dammit......are you saying the only thing we can do is stay confined here until something happens......?"""
Gohda Toshiro,"""Ba, ......Battler-sama, I understand your feelings, but.........let's put safety first.........From what the Krauss-sama said, they seem to be in a fairly old cell, and they may be able to break the bars somehow.  ......The wise choice of action now is to believe in them and wait."""
Ushiromiya George,"""Grandfather has a number of subordinates, and they're all armed, correct...?"""
Gohda Toshiro,"""Y, ......yes, that is correct.  .........And they're probably...all armed......"""
,"Gohda had been able to say that Kinzo had comrades with him, ......but he had not been able to mention that they were mostly all young women, like witches, ......who had used strange magic to murder."
,"If he had said that, it would only have cast doubt on his sanity."
,"...No, not only that, he himself still couldn't understand what he had seen, and was doubting his own sanity."
,"......But, regardless of sex, or appearance, ......regardless of whether it was done with magic or a gun."
,"The fact that those girls had followed Kinzo's orders, and killed six people in an instant...was an unshakable truth......"
,"If that group came to attack the guesthouse as well, ......what would happen?"
,Just closing the doors and windows like this was surely meaningless......
,"Gohda, ......as well as Kumasawa."
,"The only thing left for those two, who had witnessed that massacre in the dining hall, was to cradle their heads without knowing how to interpret what they had seen..."
Ushiromiya Maria,""".........Kumasawa-san, are you okay......?  Want some tea......?"""
Kumasawa Chiyo,"""H, hohohohoho...  Thank you very much, thank you......I'm sorry, but may I be left with my thoughts for a little while.........?"""
,"Maria tried to be nice, but it seemed that Kumasawa still hadn't been able to clear away her confusion."
Ushiromiya Jessica,"""......Maria, thanks for being considerate.  Let's let Kumasawa-san rest for now."""
Ushiromiya Maria,"""......Uu-."""
,"Jessica too was worried about the shock those two must have received after witnessing such a tragedy, ......but her wildest dreams couldn't even come close to the impossible scene Kumasawa had witnessed..."
,"Nevertheless, with her mother having been killed, and her father having been captured, it's not like Jessica could stay calm either."
,"She sealed her anxiety and sadness using her anger towards Kinzo, and walked irritatedly around the room."
Ushiromiya Jessica,"""............Kumasawa-san.  Is Mom really.........dead?"""
Kumasawa Chiyo,"""......Y, yes............I've never seen such a...horrible way to die before......"""
Ushiromiya Jessica,"""Could it be possible that she's still alive.........and if we fix her up......we could save her......?"""
Kumasawa Chiyo,""".................................I.........it's not possible for the head to have such a thing happen to it.........and live......"""
Ushiromiya Jessica,""".......................................Well that's how it is.........There's normally no need for first aid......if the head is smashed......"""
,"When Gohda had come flying into the guesthouse, he had, overcome with agitation, told about the massacre in the dining hall without concealing anything."
,"......Except for the part about the witches and magic, which they themselves still could not believe."
,"In other words, they hadn't even sugarcoated the cold-blooded way in which Natushi and the others had died."
,"......It was too late now, but Kumasawa regretted having obviously said too much......"
,"However, while lightly shaking her head and with a slightly painful laugh, Jessica spoke."
Ushiromiya Jessica,"""......No, on the other hand, thanks to what you told us, I was able to stay level-headed."
Ushiromiya Jessica,"  .........If you'd avoided mentioning the part about her head being smashed, ...maybe I would have said that she could still be alive, then ran off towards the mansion, met Grandfather, ......and I might have been killed."
Ushiromiya Jessica,"  ......There's a chance that sliver of hope would've been fatal.  .........With that in mind, I'm grateful."""
Kumasawa Chiyo,"""......I'm honestly sorry.....  I apologize for not choosing my words carefully..."""
Ushiromiya Jessica,"""It's fine.  There's nothing we can do about Mom now......but Dad's still alive.  Kanon-kun and Shannon, and Kyrie oba-san and Doctor Nanjo too."
Ushiromiya Jessica,"  ......I want to save them somehow, so we shouldn't do anything unnecessary that might be a burden to them.  The most helpful thing we can do right now might be to wait by the phone."""
,There could be a phone call asking them to create a diversion while the others escaped.
,"Or otherwise, the others might learn their location, and call for rescue."
,"......Jessica understood that in order to act promptly when that time came, the only thing they could do for the time being was to wait in this room..."
,"Once they had finished checking all of the locks downstairs, George, Battler, and Gohda returned."
,Each of the three were holding various objects.
,"George had things like drinks, canned food, crackers, and other types of snacks that he had found in the lounge and pantry, as well as a first aid kit."
,It was all food that wouldn't spoil after they barricaded themselves down.
,Gohda had a large folding ladder and carpentry tools.
,"Those were to seal the door from the inside, just in case.If it came to that, the ladder was for escaping out the window."
,Battler had brought up objects which could be used as edged weapons or poles.
,"While it wasn't a kitchen knife, there was a dissembled table leg that could be used as a club, and a pole roughly the size of a person, made from a broken hat stand, which, even though it had no spear tip, could surely be used as a spear."
,"......There was a good possibility that the enemies were carrying guns, so it was dubious whether these would be of any use."
,"But it was still better than not having them, and if those could give at least a little peace of mind, then they could count on them having some kind of calming effect."
,"Then, the bed and sofa were placed up against the door, barricading it."
,"They didn't go so far as to seal it up with nails.......There was still the chance that Krauss and the others would escape, and come to meet up."
,"They had apparently put a barricade on top of the stairs as well.It had been set up to create a racket, so it would work in place of a warning alarm as well."
,It was apparently Battler's idea.
,"They turned the TV off..........So that if the first floor window were to be broken, they would hear."
,"Once the switch had been turned, all that was left was an eerie silence."
