Speaker,Original Witch Hunt (OG)
Ushiromiya Ange,"  ......How pitiful.  Compared to people whose lives drag on without any purpose, Amakusa is more likely to eventually die by the roadside, but I think he's much more noble for living his life with his chest stuck out."""
Mammon,"""Aren't the winners in life those who achieve enlightenment?  If they can do that even a little sooner, they'll be able to live that much more of their life effectively."""
,".........With Mammon's words, ......I finally accepted a certain fact."
,"I've......described her as an abnormal kid, as a little strange."
,"However, ......that wasn't true."
,"She did nothing but stick her chest out, .........so that she could finish that journey faster than anyone else."
Ushiromiya Ange,"""..................Maybe that's what made Maria onee-chan, ...so amazing.  When she was at the age where she might or might not enter the first year of elementary school, she had already reached that point."""
,"For other people like us looking at her life from the outside, her life isn't something we could say was blessed."
,"But even though days such as that were engraved in her diary, ......they always finished up by saying it was a happy day."
,"Even though the part of her mother that didn't love her daughter came and went, she believed that her mother loved her."
,"The mother's love that didn't exist, she created herself, filling her world with love."
,"Others might observe her as an unsatisfied pitiful girl, ......but she herself had acknowledged that she was satisfied."
,"And so, she was happy that way."
,"It is easy to observe that as something pitiable and sad.But to her, that was an outsider's opinion, and didn't matter."
,"'Whether it was happy for her', was the only important thing."
,"It's just like how, when people who live in the city point to the lifestyles of those in rural areas, and mourn their inconvenience and feel sympathy for them, it's really none of their business."
,"If those who live there are satisfied with what they have, that's more than enough."
Ushiromiya Ange,""".........I've finally noticed something.  I noticed it just now.  ......I did something horrible to Maria onee-chan.  .........And to you all and Sakutarou as well, on that day."""
Mammon,"""........................"""
Ushiromiya Ange,"""Whether magic exists, or not.  ......That's not up to other people to decide.  "
Ushiromiya Ange,"It's up to you yourself.  Whether magic exists to Maria onee-chan is a problem for Maria onee-chan to decide, and not for me."
Ushiromiya Ange,"......And yet, when I was young, on that day, I said it.  By saying there was no way magic exists, ......I hurt her."""
,Magic not existing in my eyes...matters in my world.Denying it even in Onee-chan's world just because of that was totally barking up the wrong tree.
Ushiromiya Ange,"""Mariage Sorciere is the Witches' Alliance Maria onee-chan created.  I was invited into that, and told to become a witch with them."
Ushiromiya Ange,"Thinking it a new, interesting game, I went along with that for a while.  ......But, because of the cruelty of youth, I got tired of it half-way through.  And, ......I tore her pure heart apart with sharp words."
Ushiromiya Ange,"......At that time, we must have gotten into a huge fight.  I forgot about it right away, but she couldn't forget about it.  ......After all, to her, magic was a natural power that certainly existed, and she had believed that she would be able to share that with me."
Ushiromiya Ange,"......To Maria onee-chan, magic is a power that can interpret the world as blessed, ......no, which can truly make everything blessed.  She just wanted to share that with me too."
Ushiromiya Ange,"  The young me tore that feeling apart.  ......So when no one would understand magic together with her, she closed herself up in a shell."""
Mammon,""".........If so, then Lady MARIA's journey through life wasn't over after all.  If she could accept herself, then there would be no need to collapse just because you denied her, Ange-sama."""
Ushiromiya Ange,"""Onee-chan was young.  She still hadn't reached a philosophical viewpoint like Amakusa.  ......Yeah, now I understand...  Why the witches' alliance called Mariage Sorciere was necessary."""
,――An alliance where each acknowledges that the other is a witch.
Ushiromiya Ange,"""...That's right, I'm pretty sure that was the first article in the agreement of Mariage Sorciere.  ......Witches of the alliance would acknowledge each other and respect each other.  That is the deepest and the only meaning of the witches' alliance......"""
,"Maria onee-chan wanted to share with me the secret laws to make the world happy, called magic."
,But I was young.And she was too.
,......I hurt her with innocent cruelty.
Ushiromiya Ange,""".........On that day, I said it...reckless words.  To you all and Sakutarou.  I said there was no way you exist."""
Mammon,"""How rude.  We acknowledge that we exist ourselves.  We're not like humans, with their souls half-asleep.  ......'I think, therefore I am'."
Mammon,"  Whether you acknowledge or deny magic, the existence of the magic called the Seven Stakes of Purgatory...is therefore a fact.  ......As long as we acknowledge that ourselves, to borrow your words."""
Ushiromiya Ange,"""It truly would be violence for another person like me to deny that.  .........I'm sure that would be like having your true mother yell 'I wish you had never been born', no, 'disappear'."""
,"......Even after being slammed by all those words, ......Maria onee-chan's magic, .........made her believe in her mother's love."
,"Sakutarou, her magic friend, always encouraged her."
,"......He kept saying that her mother loved her, that she was coming home late because of her work, and that she would definitely bring back a present..."
,"Even after Maria learned the fact that it really wasn't because of work, magic still kept her believing that."
,"So by believing that her mother loved her, by acknowledging herself, she filled her world with love and peace and serenity, ......and established it perfectly."
Ushiromiya Ange,"""What happened 12 years ago, ...what happened to my family.........This was not...a journey to search for that."""
Mammon,"""............Then what is this journey?"""
Ushiromiya Ange,"""It was a journey, ......to apologize to Maria onee-chan for what happened that day."""
Mammon,"""........................"""
Ushiromiya Ange,"""I don't know why, but that's what I think.  ......If I hadn't hurt her, .........the incident 12 years ago might not have occurred.  ......That's what I think."""
,I have no basis for it.I don't have a clue how hurting Onee-chan would connect with a mysterious incident several years later.
,"But for some reason, I can't imagine that there is no connection."
,A witch caused that incident.
,"And the culprit is the Golden Witch, Beatrice."
,And Beatrice was part of the Mariage Sorciere Alliance of Witches.
,I had horribly hurt the other witch of that alliance.
,I had hurt her with the thought of magic not existing.
,".........So several years later, a crime due to a witch occurred, and that two day period which can't be explained with anything but magic was thrust in my face, thanks to the message bottle."
Ushiromiya Ange,"""......I'm sure that I'm not unrelated.  .........I don't get it.  It could be chance, it could be fate.  .........For some reason, I've starting thinking that way on this journey."""
Mammon,"""And your basis?"""
Ushiromiya Ange,"""None.  That's just what I'm thinking."""
Mammon,"""Hmmmm......  The Japanese sure are interesting.  Even if they're the victim, they feel as though they did something wrong, and apologize for no reason.  "
Mammon,"......I could understand if you said 'I hate Beatrice for stealing my family!' or something, but you really are weird, feeling guilty for no reason and apologizing."""
Ushiromiya Ange,"""Of course I hate Beatrice.  I couldn't continue this journey without that feeling.  "
Ushiromiya Ange,"But it's alright to select yet another purpose for this journey.  There's nothing wrong with adding on a goal of apologizing for past sins, in addition to getting revenge on a witch for 12 years ago.  I can at least go to Rokkenjima, apologize for my reckless remarks, and offer flowers."
Ushiromiya Ange,"......No, .........there's something better than flowers.  And I think that would be more fitting for Onee-chan."""
,"I stood up, and, not minding that the sea breeze scattered my hair, I concentrated my mind......"
,"I lifted my palm up to the height of my head, ......and imagined a vast space......"
Mammon,"""............Ange-sama, ..............."""
Ushiromiya Ange,"""......Be quiet.  ..............."
Ushiromiya Ange,"......Come, arise.  ......I am the witch apprentice, ANGE Beatrice.  ......I was excommunicated, but I was once a member of the same alliance, and you are dearly-missed furniture who played with me.  Answer to my call........."""
,"It was hard to tell in the middle of the day, but a faint blue light gathered around the palm of my hand."
,".........Then, .........Sakutarou's form was revived."
,"It truly was long-missed, that figure."
,"His cute ears, his bright-red muffler."
,"......It came off easily, so Onee-chan faithfully re-wrapped it all the time, didn't she..."
Mammon,"""......Sakutaro............Can you see?  Do you know who we are...?"""
Sakutarou,『...Uryu......?  Uryu......?  Mammon...?  Ange.........?』
,"With a sleepy face, as though waking up from a long slumber, Sakutarou looked all around him as he spoke."
Ushiromiya Ange,"""It's been a long time, ......Sakutarou.  I'm pretty sure this is the first time I've summoned you with my own power.  ......And now, I am the only one who can summon you."""
Sakutarou,『..................Uryu......』
,Those words might have been a bit cruel.Sakutarou's face clouded over...
Ushiromiya Ange,"""In the past, I denied you.  .........Now that I have summoned you, ......that means that I have accepted your existence."""
Sakutarou,『.........Is it alright......?  Is it alright...for me to be summoned into Ange's world......?』
,His eyes were slightly frightened.
,"......It was only natural.I, who had played with him like a friend before, had suddenly denied him and tried to burn him with the magic-resisting toxin."
,It was only natural that he was scared......
Ushiromiya Ange,"""I apologize.  For that day.  .........To you too, Mammon.  And to the rest of you."""
,"At some point, ......the rest of the Seven Sisters had gathered on the deck."
,"No, they are there at all times.Always by my side."
,"As long as I acknowledge that it's okay for them to be there, they will always appear."
Ushiromiya Ange,"""You certainly do exist.  Lucifer.  And Leviathan.  And Satan.  And Belphegor.  And Mammon.  And Beelzebub.  And Asmodeus.  ......And Sakutarou too."""
Lucifer,"""......Is that alright?  You are one who is challenging Beatrice-sama, Ange-sama.  ...Is it alright for one in a position of denying witches to acknowledge us?"""
Ushiromiya Ange,"""About whether magic exists or not in my world, sorry, but let me put that on hold.  It's not like I myself acknowledged the existence of magic."""
Leviathan,"""......But then, what about the contradiction, of you acknowledging us?"""
Ushiromiya Ange,"""Because magic exists for people who believe.  Even if I don't.  If someone believed, then magic will exist in the human world."
Ushiromiya Ange,"That will not be interfered with in any way, whether I believe in magic or not.  No, it must not be interfered with.  "
Ushiromiya Ange,"That person just had to hold their head up high and believe in their own magic.  I acknowledge that.  So even if you all exist, that isn't strange at all."""
Satan,""".........Quite a play on words, that...but it's an interesting interpretation."""
Belphegor,"""What you're saying, Ange-sama, is probably a Devil's Proof."""
Ushiromiya Ange,"""A Devil's Proof......?"""
Beelzebub,"""After all!  To prove the existence of demons you just need to bring one with you."""
Asmodeus,"""But it's impossible to deny the existence of demons."""
Mammon,"""Kyahha!  And we are here.  That means that whether Ange-sama believes in magic or not, our existence is unshakable."""
Sakutarou,"『......Uryu?  The magic-resisting toxin, .............is disappearing, ......from Ange......』"
Mammon,"""Y, you're right............Even though you're in a position of denying magic, ......why......?"""
Ushiromiya Ange,"""That's probably............because I learned what it's like to respect and acknowledge.  Right now, ......I might be able, ......to understand the depths of Maria onee-chan's, ......and Beatrice's magic."""
,"In the past, I didn't believe in things like magic.  Thinking something like that couldn't exist, I acted like I was closing my eyes tightly and couldn't see anything."
,"But now I'm different.I get the feeling I can look right at the thing called magic, and close in on its true nature......"
Satan,"""......How frustrating.  It's truly rare to find a human so free of the magic-resisting toxin in this day and age.  And she has such an uncommon genius for being a witch..."""
Leviathan,"""That's right.  .......If Ange-sama tried to become a witch right now, ......she could grow to be a Great Witch, maybe even at Beatrice-sama's level."""
Belphegor,"""Even so, she has acknowledged our existence, and is our master.  ......Most likely, Ange-sama will be our final master.  Let us think of this as our final service, and apply ourselves to the fullest."""
Beelzebub,"""......Ble-ah.  But I just can't sta~nd that Ange-sama still doesn't believe in magic herself."""
Asmodeus,"""......Ange-sama, please believe in magic to~o.  Feels like a waste to finally have a master and have it not be a wi~tch."""
Mammon,"""Even though you have outstanding talent which could make you one of the greatest of witches, your goal is to attack witches.  It's so frustrating.  "
Mammon,"......Well, even so, that's your life, the way you live, and in the world where you've decided that, there's nothing we can do to complain."""
Ushiromiya Ange,"""Thanks for understanding me.Yeah, whether magic exists to me or not, that's up to me to decide.  Whether magic actually does exist somewhere in the world or not, you see?"""
,"When I think about it, the world is so vast, .....and yet small."
,Billions of people live on the earth.But I probably won't meet even 1% of those people.
,"Even so, I will speak of a world.'My world', which doesn't know even 1% of the world."
Ushiromiya Ange,"""I'm not qualified to deny the laws of a world I don't know.  ......So just because magic doesn't exist in my world, I can't deny that magic exists in a world I don't know."
Ushiromiya Ange,"  That makes it a true Devil's Proof.  No, maybe it's more like 'when in Rome, do as the Romans do'."""
,"I can be confident in the world I know.So even if that is denied by a complete stranger who doesn't know a thing about my world, that's nothing to worry about."
,"And in the same way, just because I don't know something, that doesn't make me qualified to deny a world I don't know."
Ushiromiya Ange,"""Therefore.  Regardless of whether there is magic in my world or not, ......I cannot deny the magic Maria onee-chan taught me."""
Sakutarou,"『Uryu!  After all, even if you've never seen it, ......magic exists!』"
Ushiromiya Ange,"""Yes.  That's why, as I've already said, ......you friends of the witches' alliance, Mariage Sorciere, cannot be denied by me or anyone else."""
,I proclaimed the most important part again.
,".........Even though the sea breeze and crashing of the waves were noisy, it was a time of silence."
,"Both Sakutarou and the Seven Sisters of Purgatory, ......reflected upon my words."
,"And, probably, I did too."
,Whether magic exists.Whether witches exist.
,"Because, ignoring what the answer would be for my world, ......I had proclaimed a contradiction so openly by acknowledging its existence."
Sakutarou,"『Thank you, ......Ange.』"
Belphegor,"""If you will acknowledge that much, acknowledge witches too.........No, that was a foolish question.  You already have a clear answer to that question."""
Ushiromiya Ange,"""Sorry.  Although I do acknowledge that witches might exist somewhere in this world.  But that does not shake my world."""
Mammon,"""......You won't acknowledge witches or magic.  You'll definitely expose the truth of Rokkenjima.  ......Right?"""
Ushiromiya Ange,"""Yes.  That is my world.  Even if a real witch exists, I won't acknowledge it in my world.  No matter how much that witch tries to convince me."""
Lucifer,"""Your position is to attack witches, Ange-sama.  ......And I understand well that you have not the slightest wavering in that feeling."
Lucifer,"  We are your furniture, the Seven Sisters of Purgatory...!  We will always be by your side.  We will always be waiting for the day that we can be useful...!"""
Leviathan,"""Although since you don't believe in magic, we can never be anything more than someone to talk to."""
Satan,"""That's enough for now.  We've been left room to exist.  For that alone, we should thank and acknowledge Ange-sama."""
Beelzebub,"""In short!  All of u-s!"""
Sakutarou,『Are all together again......  Uryu-!!』
Asmodeus,"""Kya-h!!  Sakutaro-!  Let me squeeze youuuuuuuuu~!!"""
,"When Sakutarou was overcome with emotion and tears came to his eyes, the Seven Sisters closed in and mobbed him."
,......They were also celebrating a long-missed reunion.
,"If their existence is permitted, they are definitely capable of existing here."
,"No, even if I don't permit it, they can exist."
,"Because I acknowledged them, they showed their reunion's joy to me as well.."
,"As I watched over that scene, .........I reflected over what this journey of mine meant."
Ushiromiya Ange,""".........I wonder if everyone will forgive me this way."""
Mammon,"""That is enough.  We are furniture.  Just being summoned, just being allowed to be by your side makes us happy."""
Sakutarou,"『Uryu...!  Ange, thank you very much......!』"
Ushiromiya Ange,"""......Come to think of it, why was I able to summon Sakutarou?  ......No, it's the other way around.  Why wasn't Onee-chan able to summon Sakutarou?"""
,"Maria onee-chan had despaired, thinking that Sakutarou had died."
,"Which meant she hadn't been able to summon him anymore, like this."
,"In the past, Onee-chan said it was more advantageous in a summoning to have a vessel."
,"However, a vessel is like training wheels, and it shouldn't be absolutely necessary."
,"......In other words, even if the stuffed animal lion that was Sakutarou's vessel didn't exist, it should be possible to summon him."
,"......No, when you put it like that, it's even a little doubtful whether things summoned are limited by life and death."
,"Moreover, Sakutarou should have been an especially important friend to Maria onee-chan."
,She should have been able to strive hard to summon him one more time.
,"It certainly was sad that the original stuffed animal vessel had been torn apart, but why did he 'die' and become impossible to summon again......?"
Sakutarou,"『...That's because, ...at that time, Maria saw my stuffed animal torn, and decided that I had died.』"
Mammon,"""It's the same as the existence of magic.  ......If in Lady MARIA's world, Sakutarou has died, then Sakutarou cannot exist in her world."""
Sakutarou,『............Uryu......』
,The shock of having her beloved stuffed animal torn apart...had left a wound in her heart serious enough to prevent her from summoning her irreplaceable close friend.
,"In Maria onee-chan's eyes, Sakutarou died."
,"So even if Sakutarou can exist like this to me, he cannot exist before her."
Sakutarou,"『I......was always together with Maria............When Maria cried, I was always right beside her, telling her not to cry............But my form, my voice, ......nothing of me will reach Maria......』"
,"Sakutarou hung his head, looking sad."
Ushiromiya Ange,"""......After that incident, the nature of Mariage Sorciere rapidly began to change.  Before then, the alliance was a peaceful thing.  "
Ushiromiya Ange,"But after the incident, it grew full of shadier things, focusing on how to curse people you hate.  ......Onee-chan's diary began to show a clear change."""
,A diary is a mirror that reflects one's heart as it is.
,"It probably showed the personality called Maria die, and be reborn as the evil witch personality MARIA."
,"When she buried the diary in hatred and sadness, ......her heart surely was not satisfied."
,"Because it wasn't satisfied, she had to bury it with hatred and sadness."
,"And while still unsatisfied, she met with death."
,"......I wonder if her unsatisfied soul has a hole opened in its chest from sadness even now, and continually wanders, tears dripping down and calling Sakutarou's name......"
,........................
Ushiromiya Ange,"""............You, ......are needed by Onee-chan."""
Sakutarou,『Uryu.........』
Ushiromiya Ange,"""What can I do to revive you in Maria onee-chan's world?  If I learn that method, I'll be able to save Onee-chan.  ......That is the method of atonement imposed upon me.  What can be done to revive Sakutarou?"""
Sakutarou,"『......To Maria, my vessel had a very vital significance......』"
Ushiromiya Ange,"""The vessel.  ......In other words, if we could revive the lion stuffed animal..."""
Sakutarou,"『But............Mama Rosa made my stuffed animal herself, so only Mama Rosa can make it......』"
,"Even inside the diary, Maria onee-chan had asked this of Beatrice, and was refused for that reason."
,The magical significance of a stuffed animal being unique and handmade is very large.
,"Then, if we could make the same thing once more......"
,But Rosa oba-san is already gone from this world.We can't make the same thing again.
Ushiromiya Ange,"""......Was there ever another identical stuffed animal made, or anything like that?"""
Mammon,"""He is a stuffed animal made for Lady MARIA's birthday present, and is the only one in the world.  ......A handmade and unique vessel.  So it conceals a great magical power.  "
Mammon,"And, ......if lost, it will not be obtained again.  It will not revive..."""
Sakutarou,『.........Uryu.........』
,"......Because she had known that, Maria onee-chan had watched that stuffed animal, which was unique in that world, be torn apart, .........and despaired."
,"Because it was a stuffed animal unique in the world, and she couldn't allow a compromise such as buying another one, ......she had despaired from the bottom of her heart......"
Ushiromiya Ange,"""......But, Sakutarou is right here.  Even without a vessel, he's here.  Because I acknowledge that, he certainly exists in my world.  "
Ushiromiya Ange,".........Even if Maria onee-chan doesn't acknowledge him, that cannot be denied.  Right...?"""
Mammon,"""Logically that's true, ......but I think using the same logic to make Lady MARIA accept him could be difficult."""
Sakutarou,『......Maria...............I'm not dead...  I'm right here...............Uryu......』
Ushiromiya Ange,"""I'm sure that on Rokkenjima, ......I'll be able to be reunited with Maria onee-chan.  And, ......no matter what, I will revive the you that's inside Onee-chan, and let you be reunited."""
Sakutarou,『Can you do it......?』
Ushiromiya Ange,"""It will probably be hard.  ......Just like how, after being invited into the witches' alliance, I rejected it without understanding what it meant, she might also reject your existence."
Ushiromiya Ange,".........But, I've got to do it.  That's the only way I can atone for my sins."""
Mammon,"""............Ange-sama......"""
Ushiromiya Ange,"""What is waiting on Rokkenjima?  And what will happen, what will be created?  ......Although maybe nothing will happen."""
Sakutarou,『........................』
Ushiromiya Ange,"""That island, which was the beginning of everything, is the final destination of this journey.  .........I will bring all of you, and as your master, furniture of the witch, ......I have to return to the witch's island, to Rokkenjima."""
,"Even though the rays of the sun had been so strong, at some point clouds had started to hang down."
,The spray that hit my cheek might not all have come from crashing waves.
Amakusa Juuza,"""Ange-san.  It looks like a light shower is coming.  Shouldn't you be going down?"""
,"Amakusa called out to me, with an expression that said 'oh, you're still here?'."
,"When I looked up, I saw that the island's silhouette had gotten much larger.We might reach land very soon."
,I remembered that the weather report had mentioned scattered rains.
,The sky wasn't dark enough for rain clouds.It'll probably be just for a short time.
,Even if the rain was light enough not to be a bother.........Having rain start to fall as we approached the island felt like some kind of fate.
,"It was raining on October 4, 1986 as well.I am approaching the Rokkenjima of that day, ......and not just in distance......"
,I went back down with Amakusa.
,Amakusa was carrying what looked like a quite large and heavy golf bag.
