Speaker,Original Witch Hunt (OG)
Lucifer,"""Don't we always say that the first one wins?!  Kyaa, cute, cute!"""
Sakutarou,"『Ukyuu--, you're crushing me-!  Uryuu--!』"
Belphegor,"""Your luck ran out when you showed up when all of the Seven Sisters were gathered.  Give up and let us squeeze you."""
Satan,"""Come on!  It always turns out this way!!  I apologize for my stupid older and younger sisters...!"""
Ushiromiya Maria,"""Ahahahahaha.  Everyone's happy to meet Sakutaro.  ...How's it going, Ange?  How is studying?"""
Ushiromiya Ange,"""Thanks.  Well, not bad.  "
Ushiromiya Ange,"They were nice enough to pass around printouts from a quiz that another class took earlier.  Their beautiful sense of solidarity is enough to bring tears to my eyes.  ......Well, at least it's probably better than just putting a timeline into my head."""
Sakutarou,"『Uryu.  You sure are good at studying, Ange.  You'll be able to get a lot of points, uryu~~.』"
Ushiromiya Maria,"""Good work.  Maria was just awful at studying, so jealous of you for being able to get a good score if you study hard."""
Ushiromiya Ange,"""You're joking.  When it comes to English, Latin, and knowledge of the occult, you're much more amazing for being able to remember everything."""
Ushiromiya Maria,"""Maria can remember anything when studying magic, but can't remember anything boring.  So that didn't help at all for tests."""
Ushiromiya Ange,"""Well, it's true that occult knowledge would be like that, but your grades must have been pretty good in English, right?"""
Ushiromiya Maria,"""In the first year of elementary school, on a Japanese language test, there was a problem when Maria was given a picture of a gun and four squares, and was told to write its name in the four squares.  Got punished for writing 'rifle' (ライフル/raifuru)."""
Ushiromiya Ange,"""Why?  Doesn't that fit?"""
Ushiromiya Maria,"""It was supposed to be the Japanese word for gun (てっぽう/teppou).  Maria was told that it was wrong because you don't learn katakana in first grade."
Ushiromiya Maria,"  ......Maria didn't really get it, so from that day on, on tests, Maria wrote everything in hiragana.  But got in trouble with Mama for some reason.  Got in trouble with the teachers too."""
Ushiromiya Ange,"""....................You were probably born in the wrong country, Onee-chan."""
Ushiromiya Maria,"""Then Maria would like to have been born in the country of witches, and enter a witch school.  Uu-."""
Sakutarou,"『If that happened, you might have had friends with much, much more wonderful magic!  Uryu-!』"
Ushiromiya Maria,"""Uu-♪  But it's not like Maria minds it now.  After all, Maria can use a lot of magic, and has a lot of magic friends.  Just Sakutaro would be enough for Maria."""
Sakutarou,"『I'm not the only one!  There's also Sakusuke and Sakukichi, the animal band, Shimoda-kun the seal, Sanae-san the rabbit, Mr Pig-kun, and plenty more!』"
,"......Incredible.The number of Onee-chan's friends keeps increasing."
,"Every time I ask, the number of names for her friends increases.But there's no doubt that Sakutaro is her best friend."
,"...I'm a little jealous of all those close friends."
Ushiromiya Maria,"""......What do you think?  About the Seven Sisters?  Do you get along with them?"""
Ushiromiya Ange,"""Those sisters are really energetic.  They sometimes say shady stuff, but they aren't bad.  ...I'd wanted to get a cute kid like Sakutaro, but I think being with them now is more than enough."""
Ushiromiya Maria,"""*giggle*.  If I had learned the Magic of Origins more, I'm sure I would be able to give birth to friends you would like, Ange.  Creation would still be a little too hard for you now."""
Ushiromiya Ange,"""There's a difference between creation and summoning.  ......And, resurrection is also different."""
Ushiromiya Maria,"""............So your greatest wish really is to revive your family...?"""
Ushiromiya Ange,"""Yes.  .........I have a vessel for it.  This."""
Ushiromiya Maria,"""That's right.  ...I'm sure that hair accessory will eventually become the key to summoning Battler.  ......The rest is up to your training, Ange."""
Ushiromiya Ange,"""Although not knowing how long that will take is enough to make me cry."""
Sakutarou,"『Uryu...  Stay strong, even if it's tough...  If you don't give up, Ange, it will definitely definitely be granted someday...』"
Ushiromiya Ange,"""If someone gave me some proof that it would definitely be granted, at least that would calm my heart."""
Sakutarou,"『Uryu!  Then I guarantee i-t!  Without a doubt, Ange will surely have her wish granted someday!』"
Ushiromiya Ange,"""......Thanks.  I'm happy even for consolation."""
Sakutarou,"『It's not consolation, uryu-.』"
Ushiromiya Maria,"""Stop it, Ange.  That kind of emotion will become the magic-resisting toxin.  The feeling that your dreams will definitely come true is the best seed that buds into magic power."""
Ushiromiya Ange,"""..................That's right, sorry, Teacher."""
Mammon,"""You need to be a bit greedier, Ange-sama.  Go however far for the thing that you desire!  You're lacking the willpower to never give up until you get it!"""
Sakutarou,"『Uryu-!  That isn't true, Ange is doing her best...!』"
Ushiromiya Ange,"""Thanks Sakutaro, Mammon.  Crying about it won't help anything.  There's nothing I can do except hang in there.  I'll try hard.  I'll grit my teeth.  I'll definitely make my dreams come true.  Certainly."""
Sakutarou,"『Uryu!  You're awesome, Ange, do your best!  Mammon and I will support yo-u!』"
Mammon,"""Yes, we'll support you.  The greedier our master is, the more our worth will increase."""
Beelzebub,"""More importantly, Ange-samaa!  We've finally got 10 people gathered he-re!"""
Asmodeus,"""We planned to have everyone play shiritori or something!"""
Beelzebub,"""If you lose, there's a punishment game!  Let me nibble someone's ea~rs!"""
Satan,"""Come on, is there anything inside your head other than food?!"""
Lucifer,"""Please forgive my foolish sisters' stupid proposals...  Is it really alright for you not to return to your studying about now?"""
Leviathan,"""No, no, nooooooo!!  I waited so long for you to finish studying, so I can't stand it if you don't play with us!"""
Belphegor,"""I don't think it's a bad idea.  Perhaps playing every once in a while is good for softening the mind."""
Ushiromiya Ange,"""............You controlled sloth, right Belpha?  What you're saying sounds reasonable, but you're actually being sneaky."""
Belphegor,"""Hmph.  My apologies.  ......You are diligent, Ange-sama."""
Ushiromiya Maria,"""If it's okay with Ange, I'd also like to play with everyone.  Everyone noisy.  It'll definitely be fun."""
Sakutarou,"『Uryu-!  Ange, Ange, let's play, let's play!  Let's all do shiritori-!』"
Lucifer,"""In that case, let's start from Sakutaro's 'uryu-'.  .........In this case, what do we start from?  'Ryu'?  'Yu'?"""
Ushiromiya Maria,"""From 'uryu-'?  ............I wonder.  Maybe it really should be 'ryu'?"""
Ushiromiya Ange,"""......It's rare for a word that ends like that to come up."""
Mammon,"""Then I'm first!!  I'll start from 'ryu'!  A 'watch ste~m' (ryuuzu)!"""
Leviathan,"""I wanted to say it first!  'Lute' would have been wonderful!"""
Ushiromiya Ange,"""'Zu'?  Feels like we keep getting tough ones.  ...Wait a sec, what order are we going in?  Who's next?"""
Sakutarou,"『Uryu.  I don't think it matters who.  Whoever thinks of something first.』"
Ushiromiya Maria,"""What's that?  Sounds interesting.  The person who can say the most wins?  It's fast-talking shiritori!"""
Beelzebub,"""Then I'll go!  'Zucchini'!  'garlic stir-fry' (ninniku itame)!  'mekabu and pasta'~!  All of them delicious!  Kyaha, I said three of them!"""
Belphegor,"""Belz takes three points.  ......Can you use conjunctions?"""
Satan,"""If you could use 'and' then anything would work!!  That last one doesn't count!  Minus one point!!  Let's start from 'me'."""
Ushiromiya Maria,"""Then Maria.  'Meringue'~!"""
Sakutarou,"『'Ge'??  ...U, ...u, ......uryu-!』"
Lucifer,"""'Drainage system' (gesuidou), 'reclaimed land' (umetatechi), 'basement' (chikashitsu).  Something like that?"""
Leviathan,"""Onee-sama, those are all pretty unrefined words, *giggle*!"""
Lucifer,"""S, so what, then why don't you try following up with something refined!!  Anyways, that's three points for me.  The next one's 'tsu' alright, 'tsu'!"""
Ushiromiya Maria,"""Never played such a weird shiritori before.  Uu-uu-!  Interesting!"""
Sakutarou,"『Uryu-!  I don't get it at all, but it's interesting.  Uryu-!』"
,"I've played normal shiritori before, but I've never experienced a shiritori this weird before."
,"There is only the lively Seven Sisters, Maria onee-chan, Sakutaro, and me."
,"I'm now surrounded by friends that are just so fun."
,"......The courage to accept a world of magic, a world of witches..."
,"...That alone didn't change the fact that I was still locked up in an academy, without a single friend in my class."
,"But despite that, I'm able to have such a fun and lively time."
,".........I'll also become a witch, like Maria onee-chan."
,"And someday, I'll add my family to this fun circle."
,"Dad, Mom.  And Onii-chan."
,"......If possible, George onii-chan and Jessica onee-chan.  And the other relatives."
,"I'll call everyone, everyone here without a single person missing, ...and we'll all gather together."
Ushiromiya Ange,"""......This is my...dream.  ......That's right.  Until I make that come true, I definitely won't lose heart."""
Mammon,"""I'm sure you'll become a Great Witch, Ange-sama.  As long as you believe that.  We Seven Stakes of Purgatory will always serve by your side until that day comes."""
Ushiromiya Ange,"""You'll be there...?  No matter how long, ......you'll lend me your strength?"""
Mammon,"""Of course.  After all, I'm your friend, right, Ange-sama?"""
Ushiromiya Ange,""".....................Yes, that's right.  Let's all stick together and play together.  Today, and in the future...always...always."""
Mammon,"""Until the day that your dream comes true, Ange-sama."""
,"The lively, ten-person game of shiritori, cut off from time alongside the street, under the constantly bright rays of the sun, could have continued forever......"
,""".........Wait, seriously?  What happened, Ushiromiya-saan?"""
Ushiromiya Ange,"""........................."""
,"......In the end.  I hadn't been able to make a very good grade on my test."
,"I had tried to memorize things in my own way, but if you could manage anything by cramming all night like that, no one would worry about tests."
,"""Normally, when you know the problems beforehand, you'd be able to pass easily, right?  Easily!"""
,"""It's true that we didn't go so far as to write the answers into the blanks for you.  Because we had thought you'd studied at least that much."""
,"""What the hell?  Come on, are you serious?  I can't believe it!  They're almost all wrong, aren't they?  Did you really study properly?!"""
Ushiromiya Ange,""".................More or less..."""
,"""This isn't what you call more or less, Ushiromiya-san.  ......It's so horrible that it makes me dizzy, get it?"""
,"""Oh, God.  Please forgive her for getting a miserable grade on such an easy test, and making the average score for the entire class plummet...!"""
,"""*giggle*giggle*giggle*, *cackle*cackle*cackle*, ahahahahahahaha."""
,"......The same test had been given in another class first.That test paper had been obtained, so the average score for this test had been unusually high."
,"Enough to obscure my slight improvement."
,"However, ......there were some things that I couldn't make an excuse for."
,"If I had spent that entire day studying like mad, I might have been able to get an even higher score."
,"......But I hadn't gone that far."
,"After all, after that on that day, ......I had spent the time having fun playing shiritori with the Seven Sisters, Sakutaro and Onee-chan."
,"As expected, the winner had been Maria onee-chan.She had been a strong player because of her various bits of random knowledge."
,"Sakutaro had gotten the punishment game."
,"He had spent the whole time cheering for everyone else's answers, and had completely forgotten to think of any himself."
,"......Because of that, he had been squished by the Seven Sisters and had his ears thoroughly nibbled, hadn't he?"
,"""Heey, are you listening, Ushiromiya-san?!"""
Ushiromiya Ange,""".................."""
,"They were surrounding me, twittering like small birds.  They were annoying, smelly."
,"On the outside of that circle was Mammon, a shocked expression on her face..."
Mammon,"""This is a messed up school, just like usual.  Shouldn't you be more than happy as long as your own grades are good?"""
Ushiromiya Ange,""".........It's probably because of that collective responsibility thing.  Instead of worrying about their own grades, they're more concerned about how embarrassing it is for the class average to be low.  "
Ushiromiya Ange,"Or maybe it's because they really hate the volunteer work they're forced to do as punishment."""
Mammon,"""So in other words, they aren't studying because they want their grades to be good, but because of collective responsibility and since they hate volunteer work?"""
Leviathan,"""......They're jealous and embarrassed.  They don't want to be inferior than anyone, and they don't want to be humiliated.  That's the only feeling that drives them to study."""
Lucifer,"""What noisy people.  If they want to study, why can't they just do it themselves?"""
Belphegor,"""In the end, without collective responsibility and volunteer work, they'd have no desire to study.  ......How foolish it is to study without knowing the meaning of studying."""
Satan,"""Still, these guys are so annoying and stupid!  Don't disturb Ange-sama's precious day for a minute!"""
Asmodeus,"""Waaah, hate those gu-ys!!  Just go awa-y!!"""
Beelzebub,"""I'm hungryyyyyy!!  Disappear noooooow, waaaah!!"""
Ushiromiya Ange,""".....................Sorry, everyone.  I wonder why humans are so shameful."""
Mammon,"""It's probably because, instead of working hard themselves, it's easier to make you work hard and earn them a higher class average to satisfy their greed.  ......Humans are all greedy.  And they'll burden others with that to make things easier for themselves."
Mammon,"...We'll eventually be reunited with them on the mountain of Purgatory.  When they get to fifth terrace, they better watch their step..."""
,"Mammon controls the fifth terrace of the mountain that reaches to heaven, Mount Purgatory."
,"......Since she's saying this, you can probably be sure that after those girls die, their journey to heaven will not be an easy one."
,"...No, on the contrary, why don't they just fall into hell."
,"The class committee went to the student council and applied to use a classroom during lunch and after school."
,"The purpose of use was for a class study group.A wonderful little gathering so that they could all surround me and make me study.  I'm so grateful I could cry."
,"Which meant that every day, all of my lunch and three hours of my afternoon would be stolen."
,"The academy and its student council, with its theme of student self-government, instantly approved of this pleasant activity that the students were taking up of their own initiative..."
,"In other words, I was no longer able to escape after school by leaving the classroom..."
,"After school, the first class study group meeting started right away."
,"Would they open a textbook, then kindly and carefully explain so that even I could understand it?  Of course it didn't turn out to be like such a naive illusion."
,"After school in the classroom, dozens of my classmates crowded around my desk."
,"First, before we started studying..."
,"Why were my grades so bad?What was the reason?It was decided that we couldn't start until I could clearly answer those questions, become aware of the problem, and show regret for my actions."
,"......Of course, there's no way for me to respond when asked a question like that."
,"They have come to loathe me by now.And they have come to reject me and keep me at a distance so that I can't join in on their community."
,"So I've started avoiding their community myself.There shouldn't have been any conflict for either of us that way."
,"So even in this group that was enthusiastic about raising the class average, they obviously kept me at a distance."
,"Even if I tried to join in, they would probably ignore me, like they always did in the past."
,"""If you ask, we'll teach you whatever you want.  Okaaaaaaaaaay?!"""
,"""""""Okaaaaaaaaaaaaay?!!!"""""""
,"They were getting themselves all worked up.......I've already had enough of the hypocrisy in their little postscript there."
,"""Ushiromiya-san, the thing that's bad about you is that you're lacking a cooperative personality.  You must not think that everything's fine as long as it's alright for just you."""
,"""Those who gather in Saint Lucia's place of learning shall have a cooperative heart.  It's written right there in the student handbook, right?"""
,"""I think having a cooperative heart is what gives birth to the desire to study together and contribute to the entire class.  I believe that itself is the thing you lack before you even start studying, Ushiromiya-san, but what do you think?!"""
,"""Heeey, have you been listening to us?!We went to all the trouble of staying after school to say this for your sake, you see?!"""
,"..................I'm so grateful I could cry."
,"Of course, they didn't like that."
,"'This way, it almost makes it look like we're bullying you', they reprimanded me."
,"Fortunately, I'm normally all cried out anyways.If I'm told not to cry, I can hold it back."
,"First, I was made to write a letter of remorse and read it out loud."
,"Of course, this was to be done by today."
,"The class committee politely applied to the student council and the staff room for an extension on the use of this classroom."
,"......It seems it was accepted right away."
,"Which means that starting now, I'll be forced into self-criticism for at least a full five hours here......"
,"――Ushiromiya Ange got a low score on her test and caused trouble for her classmates."
,"""That's not it, riiight?!?!"""
,"""You getting low grades and causing us trouble isn't the root of the problem, right?!"""
,"""It's a cooperative attitude, right?  A cooperative attitude!!"""
,"""Come ooon!!  Why do we even have to direct Ushiromiya-san on how to write a letter of regret!"""
,"Their abusive jeers flew about one after another."
,"I followed their 'directions' and erased it."
,"――Ushiromiya Ange didn't have a cooperative attitude and caused trouble for her classmates."
,"""Hey, wait a sec, it's pointless if you just write whatever we say, right?!"""
,"""Do you really know what 'regret' means?!"""
,"""It's pointless if you don't write it in your own words, pointless!"""
,"""I've always thought you were a bit strange, Ushiromiya-san, but you really are weird!  *giggle*giggle*giggle*!"""
,"Even following their directions didn't change the jeers much, and now it felt like they were mocking me as well..."
,"So for several more hours, without rest, without even being allowed to go to the bathroom, and of course not permitted to have dinner, as I was continuously abused..."
,"......I was coerced into writing a paragraph which humiliated myself......"
,"And at about 9:00 that night, ......I was told to stand up and read it aloud."
,"The contents, ......were smeared black with tears and eraser marks."
,"It certainly was my handwriting, ......but it was like a list of soulless letters, whose contents I couldn't even remember."
,"Everything had been copied down according to their orders."
,"So while I had been the one to write the letters, they weren't my words."
,"I was being coerced into writing it down, and even coerced into reading it aloud."
,".........Even after all this time, I was surprised to find that in addition to ignoring them and hiding their things, there are other ways, like this, to bully people......"
,"""Heey!  Read it aloud quickly!!"""
,"""Look how many people are staying this late just for you, Ushiromiya-san.  Why not thank us a little?"""
,"""Isn't the fact that she doesn't feel gratitude a sign that she doesn't have a scrap of a cooperative attitude?"""
,"""It's alright, Ushiromiya-san.  We'll always be with you from now on.  Why not study with us and remake yourself?  Okay?"""
,"""*giggle*giggle* ""Ahahahahaha ""Kyahhhyahyahyahya!!"""""""
,"As I stood by my seat, surrounded by them, ......I dropped my gaze towards the blackened page."
,"And then......I spoke those humiliating words, but right away, jeers flew at me saying that they couldn't hear and to speak up."
,"............I can't read it."
,"I had no idea...that being forced to read a paragraph humiliating me would be so painful."
,"My throat shook.  My fingertips shook.......The paragraph of humiliation written in my own handwriting made my eyes burn with a hot liquid."
,"So my world blurred and twisted."
,"I saw the girls surrounding me twist and bend."
,"......I saw them twist and bend into the impression I had of them."
,"In other words, ......that was my true field of vision."
,"Beyond that twisted crowd of people, ......I could see my friends."
,"Compassion could be seen in all of their eyes."
Ushiromiya Maria,""".........Ange, .........stay strong..."""
Sakutarou,"『Uryu-.........』"
,"Maria onee-chan and Sakutaro were looking at me with sad eyes.Probably because they realized that even cheap words of compassion would hurt me."
,"......They kept alternating between trying to say something, and hanging their heads."
Asmodeus,"""What the hell's wrong with these people...!!"""
Beelzebub,"""They're just the worst!  Really pisses me off!  What's so fun about gathering around Ange-sama and torturing her?!"""
Leviathan,"""Resentment that can't be spat out despite their jealousy.  It doesn't matter who, as long as they can spit it out.  They're the worst."""
Satan,"""Ange-sama!  In this kind of situation, it's alright to go mad with rage for your own honor's sake!!  Anger is an appropriate emotion and an appropriate reaction!  If you don't get mad now, when will you get mad?!!"""
Lucifer,"""Stop it, don't stir Ange-sama up with cheap anger!!  If Ange-sama could do that, she would have done it already!!"""
Belphegor,"""............You should do so only if the situation could improve by getting angry.  However, from a objective viewpoint, it seems doing that would only aggravate the situation further.  It may be humiliating, but the wisest thing to do now is to withstand it."""
Mammon,"""Ahha!  You really are a sloth, Belpha!  Quit fooling around, I can't stand this!!  I can't forgive them!!"""
Sakutarou,"『...E, everyone, calm down...  It'll become a burden for Ange...』"
Mammon,"""A burden?!  What are you talking about?  Is this the time or place to be calm?!  We furniture are not so cruel as to cooly watch when our master is humiliated!!"""
Satan,"""Ange-sama!!  You have no obligation to read such a humiliating letter!  If you can't let out a cry of rage, then at least throw it onto the floor!!"""
Mammon,"""You don't need to trash talk them, you don't need to yell so loud that they bend over backwards!  Just throw the notebook on the floor with all your might...!!  By doing just that, you'll be able to show your strong will!!"""
Lucifer,"""Don't start running on by yourself, Mammon!!  I told you, right?!  If Ange-sama could do it she would have done so long ago!!"""
Belphegor,"""Nothing will be resolved by the eruption of momentary emotions.  Why don't you understand that doing that will only worsen the oppression towards Ange-sama?!"""
Asmodeus,"""Waaaaaaaaaaaaahh!!  Why is this happening to Ange-sama when she didn't do anything wrong?!"""
Beelzebub,"""Not letting her eat dinner, and making her stay so long after school!  I hate iiiiiiiiiiiiit!!"""
Satan,"""And it's not just tonight, but tomorrow and the day after too!!  That's enough, you can't simply sit there bearing this humiliation!!"""
,"""Hey!!  Are you really listening to us?!"""
,"Someone tugged at my hair.......I was torn back into the tragic reality."
,"...I was no longer even permitted to listen to the Seven Sisters speaking on my behalf in my heart."
,"My hair was lifted upwards, one of my hair ornaments came off, and I could hear the sound of it rolling on the ground."
,"......No one picked it up."
,"To the contrary, they casually avoided it as though something filthy was rolling towards them."
,"I tried to follow it with my eyes, but my hair was tugged upwards again."
,"""Why do you ne-ver listen to us, even though we're talking about something so serious?!"""
,"""In one ear and out the other, is it?  Does anything get into that thick skull of yours?!  Get a grip, alright?!"""
,"""Are you really conscious of the trouble you're causing us?  You aren't going to start saying that you just wrote it grudgingly because we told you to, right?!"""
,"""Until you really show regret of your own will, this seriously isn't gonna end, right?!  It's not just for today.  It'll seriously keep on going tomorrow and the day after, you see?  Don't fuck with us, okay?!?!"""
,"""I mean, why are you still even alive?  Is it normal to go on living like this?  If it were me, I'd just die!"""
,"""You can't live like this, can you?!  'Cause you being alive just means getting in other people's way all the time, right?  If it were me, I definitely couldn't live on!"""
,"""Yeah, yeah, I'd die too.  If doing that's better for the world, then I'd die right away!  Riiiiiiiiight?!!"""
Ushiromiya Ange,"{a:c: ......Then die.}"
Mammon,"""Ange-sama......"""
Ushiromiya Ange,"""Kill all of them now, you guys!!  Lucifer, can you hear me?!"""
Lucifer,"""Uh, ......ah..."""
Ushiromiya Ange,"""You Seven Sisters of Purgatory are incredible furniture that can massacre mere humans in a flash, right?!  You're always boasting about it to me!!"
Ushiromiya Ange,"  Then do it!  Massacre them right now!!  Right here, right now!!"""
Lucifer,""".........Well..............."""
,"For some reason, Lucifer hesitated."
Ushiromiya Ange,"......Why?  What's wrong?!You're certain-kill furniture that can fly around faster than the eye can see and instantly pierce the hearts of a witch's enemies, right?And I am giving you an order as your master!!"
Ushiromiya Ange,"Carry it out right away!  Kill!!  Kill them aaaaaaaaaaaaaaaaaaaall!!"
Lucifer,"""..................A, Ange-sama.........Please, calm down......"""
,"If they had immediately followed my brutal order, making heaps of corpses with me at the center..."
,"......I was ready to reflect on my own reckless actions of stealing human lives so readily...ready to regret and repent, just as they had wanted me to."
,"I was prepared to do that."
,"And yet, Lucifer just let an unsure expression rise to her face, and didn't move to carry out my order."
,"...............I've understood."
,"I've understood for a while.  ......Vaguely.No, that's not it.  ......I've known from the beginning."
,"So I've......, ......understood that this magic is all empty, haven't I......?"
Ushiromiya Ange,"""......The Seven Sisters of Purgatory?  Yeah, right.........Foolish, foolish...............And I've known that from the beginning......"""
Lucifer,"""............A, ......Ange-sama...............a, aaaaaahhh......!!!"""
,"I glared into the worthless Lucifer's eyes."
,"...And it seemed that pain accompanied that gaze.As though she was being assaulted with a violent headache, Lucifer grasped her head with both arms."
,"But it looked like she couldn't tear her eyes off my gaze.......So she was assaulted with a pain that grew more and more violent."
Ushiromiya Ange,"""........................"""
Lucifer,"""Guhguhguh, ah......gahgaaa, agaa.........!!  Gyack!!!"""
Ushiromiya Ange,"Useless, useless......!!I hate you!!  Disappear...!!You're nothing but a delusion inside my head...!!!"
,"Hopelessness and disappointment.Resignation and a dream's end.A cracking sound, like you'd hear from a frozen lake's surface during a fierce winter, rang out just once."
,"At the same time, Lucifer's form, which was being tormented by a violent pain, stiffened in place and grew cloudy."
,"......It was almost as though a beautifully polished glass window had been heartlessly smashed and turned white from the countless fissures."
,"And that was an accurate analogy.At some point, Lucifer's form had turned into a glass ornament of the same shape."
,"Countless fissures ran through it from the inside, and as the head and arms collapsed, it crumbled to the floor."
Asmodeus,"""Eeeek?!!"""
Beelzebub,"""L, Luci-nee...!!"""
Ushiromiya Ange,"""............Who's the second sister...?  Leviathan?  Carry out my order.  Massacre them right now!!"""
Leviathan,"""N, no, um!  ......Err, Ange-sama.........Please calm your heart and listen...  We, umm, .........aaah, gwaagahhgguguggah, kyaaggghh!!"""
,"I'm not looking for excuses or back talk or an answer.......I want nothing more than a swift confirmation of my order to eradicate the girls who are humiliating me."
,"If you're going to say anything else, there's no need for me to listen until the end."
,"After Leviathan also turned white due to countless cracks throughout her whole body, she fell over backwards, split into separate parts along her neck, hips and arms."
,"If she had been smashed to bits and lost her original form, it probably wouldn't have seemed so brutal."
,"So seeing the two of them halfway left over made the remaining younger sisters shake even harder..."
Ushiromiya Ange,"""......Why won't you listen to my orders...?  Why?  Why?!!"""
Satan,"""M, my apologies...!!  H, here, under the current conditions, the anti-magic power is...e, extremely strong and..."""
Ushiromiya Ange,"""What's that?  You can't do it because humans are here?  That's your logic?  Isn't killing humans what you do?!  If you can't do that, then what use are you as furniture?!!  Die!!!"""
Satan,"""Eeeeek!!  "
Satan,"P, please spare me, Ange-samaaaaa......ah, aaaah, khhagah, gihh, ack!!"""
,"As she clutched her head with both arms, Satan also turned white and fell down face first."
,"Apparently the neck is the most slender part after all.Her head slid off and rolled over to Belphegor's feet."
Ushiromiya Ange,"""You can't do it because there are too many humans?  Then later on, I'll call them into the shadows one by one, and you can make a bloodbath of all of them, right?"""
Belphegor,"""......With your current magical power, it may be easy for you to converse with us.  However, you still lack the training in magical power to materialize us in front of all of the people here...!"
Belphegor,"I deeply understand your anger, but even if you could use us to attack, and murdered everyone here, that would only make the situation worse...!  I do think it humiliating, but please control your anger for the time being..., "
Belphegor,".........ahgah, ......gaaaahaahh, kwaaaagghhgh!!"""
Ushiromiya Ange,"""............Will I get the same answer from the next three...?  Are you gonna tell me you can't do it because the anti-magic power is too great?  Are you gonna tell me you can't do it because my magical power is too weak?  "
Ushiromiya Ange,"......Then I won't ask you to kill all of them.  Just one person's fine, so try and kill them.  Right here, right now...!!"""
,"As Asmodeus and Beelzebub held each other, they crouched down, cringing in fear under my glare."
