Speaker,Original Witch Hunt (OG)
,"Dad.Mom.Onii-chan.All of my relatives, and those fun servants.And, ............Maria onee-chan."
Ushiromiya Ange,"""It's me.  ......It's Ange.  ............I've...come back."""
,"When I had started my journey to expose the past of 12 years ago, that goal had been abstract, and I hadn't understood."
,"But now, ......I have no doubts."
,"This journey, ......was induced by several thoughts and fates over 12 years."
,"A journey to end things for me, Ushiromiya Ange."
,"And, a journey to end this as the last witch of Mariage Sorciere."
,"I came here as the last daughter of the Ushiromiya family, and as the last witch......"
Ushiromiya Ange,"""......Dad, Mom, Onii-chan.  ...Sorry.  Let me greet Maria onee-chan first."""
,"A strong tailwind urged me on."
,"That tailwind took just my soul out from inside my body, ......to the vast forest beneath me."
,"And, though from here on I couldn't see, I believed that it flew me to the mansion on that day, to where everyone was...to where Maria onee-chan was."
,"And so, ......even though my body was on the top of the hill, a strong wind blowing against me, ......my soul was now certainly dancing through that sky......"
,"The vast, vast sky of Rokkenjima.......Below me was the green of many trees."
,"But...I understand.I can comprehend the presences of my family and relatives, and all the servants..........And...Maria onee-chan too."
,"I could even comprehend, ......Maria onee-chan as a witch."
,"It was vast, more so than any vast space I had imagined up until now."
Ushiromiya Ange,""".........Maria onee-chan.  Can you hear me......?  Listen......!!"""
,"Ange called to the Maria of that day."
,"A long journey had passed."
,"And finally, she knew just how much she had wounded Maria when she was young."
,"She understood magic, and now understood everything about the world Maria had wanted to show her."
,"It was very warm, overflowing with love and happiness."
,"......She had wanted to become even happier by sharing that world, but I had trampled it."
Ushiromiya Ange,"""So now, I finally understand everything.  .........I understand magic...!  Our magic is surely very faint and fills the space beside us.  ......But it isn't something that anyone can see with their eyes.  ............Magic is......yes, I can say it clearly."""
,"――Without love, it cannot be seen"
,"Sorry, Onee-chan."
,"......I've already been excommunicated from the alliance of witches, but now, I understand how wonderful it is."
,"And, .........I know that since the day I wounded you, Mariage Sorciere, ......was transfigured into something different from what you truly desired, Onee-chan."
,".........Even the magic that spat anger by cursing people was probably important to Onee-chan in those days."
,"Onee-chan's environment was sad enough to permit that."
Ushiromiya Ange,"""But, .........now, those sad days...are over.  ......So, ......let's return Onee-chan's alliance of witches, .........back to the original Mariage Sorciere."""
,"The grimoire was in my hands without me realizing it."
,"......The strong winds were rapidly blowing its pages one after another......"
,"The world had been kind in the beginning."
,"How could you give birth to magic that would make candy fall from the sky?"
,"How could you give birth to magic that would make tomorrow's dinner creme croquette?"
,"How could you give birth to magic that would make the weather good when you go out tomorrow, and make your whole day fun?"
,"New magics of happiness were created one after another, coloring her world with kindness..."
,"Those days were flipped through one after another, .........and tomorrow began to flash by..."
,"The pages with drawings that had once been colorful...gradually began to change into the color of black ink......"
,"......Eerie magic circles, and demon summonings.Evil magic for harming people."
,"How could you give birth to magic that would cause the class bully to catch a cold?"
,"How could you give birth to magic that would seriously injure someone in class so that they died?"
,"How could you give birth to magic that would cause a bus loaded with all the bullies to fall off a cliff?"
,"Malicious magics were created one after another, ......burying the pages and her heart..."
Ushiromiya Ange,"""Because I hurt Onee-chan...Mariage Sorciere ended up like this.  .........Onee-chan isn't a black, evil witch.  ......She was a white, ......pure, innocent, ......kind witch......"
Ushiromiya Ange,"......I'll...return it to how it was.I'll bring back the original Maria onee-chan, ......the one who scattered magic to make people happy across the entire world."
Ushiromiya Ange,"  ......That is the reason I came here.  I was guided by fate.  ............Maria onee-chan, can you hear me......?  .........Show yourself before me.........!!"""
,"That voice rode an even stronger wind and was sent 12 years into the past......"
,"Then, ......the wind gradually ceased, .........and silence fell......"
,"*crunch*, *crunch*.  ......I could hear the sound of gravel being stepped on."
,"I listened to those footsteps, surprised at this miracle.......Without a doubt, those were Maria onee-chan's footsteps."
Ushiromiya Ange,"""............M, ......Maria onee-chan........."""
Sumadera Kasumi,"""It's Kasumi.  .........Looks like I finally found you, eh, Ange-chan.........?"""
Ushiromiya Ange,"""............"""
,"......Before I knew it, Kasumi oba-san and her black-suits, a total of seven people who didn't resemble Maria onee-chan in the slightest, were standing there, surrounding me."
,"And it felt like my voice had been just about to reach Maria onee-chan, too......"
,"...Because of these guys' toxin, .........the magic had been interrupted..."
,"Ange clicked her tongue at that, but Kasumi probably didn't hear it that way."
Sumadera Kasumi,"""............Hmmmm.  Are those flowers for your deceased family?  ......How admirable.  You're going to throw them, right?  Go ahead, we'll wait that long."""
,"......And just what are you waiting for......Ange could more or less guess."
,"The way the black-suits unnaturally stuck their hands into their pockets clearly brought to mind the likelihood that they were in possession of handguns."
,".........This is a deserted island.There could be no more convenient place to dispose of someone."
,"I have absolutely no interest in the family matters of the Sumadera family."
,"...But if I die, all of that wealth will be plunked into the Sumadera family."
,"Unlike me, they are probably very interested and concerned."
,"Of course, it seems that if the massive amounts of stock I own suddenly go to them, it'll be pretty bad for the Ushiromiya Group as well, and they're apparently having a secret feud, fighting over me all by themselves."
,"......That's probably why President Okonogi gave me Amakusa as a guard."
,"............Having Amakusa wait on the boat was a regretful mistake..."
Ushiromiya Ange,"""Oba-san, how long have you been waiting for this ambush......?"""
Sumadera Kasumi,"""Since early morning.  Thanks to that, I'm completely tired of waiting.  After all, there's no cafes or dressing rooms here."""
Ushiromiya Ange,"""No toilets either, so I guess you had to elegantly drop a load behind a tree.  .........ack-"""
Sumadera Kasumi,"""One who is a lady with half Sumadera blood flowing through her veins will not use such filthy words.  .........You really are Sumadera Kyrie's child.  Not a trace of grace."""
,"She grabbed me by the hair and forced my face up to hers.  And then spat at me."
,"......My words might be filthy, but they're no worse than her spit."
Ushiromiya Ange,""".........Every time you talk to me, Oba-san, it's always about Mom.  ...Am I really that much like my mother?"""
Sumadera Kasumi,"""Yes, you are.  ............That impertinent gaze.  Your mouth and nose are the same too."
Sumadera Kasumi,"  ......Freewheeling and irresponsible.  ......You thought nothing of the long history and tradition of the Sumadera family, and selfishly flew out of the house.  Thanks to that, my entire life has been cleaning up your mess...!"""
Ushiromiya Ange,"""Well, it's true that your life has been a piece of crap."""
,"When I was slapped on the cheek, my ear was smashed, and for an instant, my head rang..."
,".........My hair was pulled, spinning me around, and I fell to the ground."
,"And in a flash, the ground was kicked and I was struck with sand."
Sumadera Kasumi,"""Yes, you truly are like Nee-san.  That gaze!  That gaze like you're somehow making fun of me.  Yes, I do remember, many things!"""
Ushiromiya Ange,""".........You are pitiful.  I imagine that since you were young, you were always compared against Mom and scorned.  ......And for your entire life, you'll never be released from that wretchedness."""
Sumadera Kasumi,"""A little girl like you couldn't understand.  ......You see, your mother is a loser who threw everything away and ran away from the Sumadera family, right...?  Do you know how much..., how much trouble I went through because of that loser?!!"""
Ushiromiya Ange,"""Any trouble you went through has nothing to do with me.  Can't really do anything about what happened before I was born.  "
Ushiromiya Ange,".........When will your life begin?  ......It never will.  For all eternity, you'll always, always continue to be sneered at by my dead mother until you die.  ......So why not die?  Why are you living?"""
Sumadera Kasumi,"""You little piss...!!  You all...!  Make her some tea."""
,"""Heheheh...  Leave it to us..."""
,"""You big-mouthed shitty brat.  Let us teach you a little lesson."""
,"The black-suits dashed up to me, violently grabbed me by the nape of the neck, and dragged me down."
Sumadera Kasumi,"""Do whatever to her until my break is over.  Teach my cute niece her place."""
,"Sumadera Kasumi.When I think about it, she was a pitiable person."
,"To the outside world, women of the Sumadera family were trained to be in a position to support and defer to men."
,"......But in actuality, a strong leadership was demanded of them so that they could manage all of the common people."
,"A role literally as a landlady was demanded of them."
,"Managing the Sumadera family with all its traditions was not something that could be accomplished with just an ordinary level of dignity."
,"It was an unimaginably heavy responsibility."
,"Normally, this would have been demanded of Kyrie."
,"Kyrie had undergone that harsh training.And Kasumi, as the younger sister, should have been able to take it easy."
,"No, to the contrary, she had lived like a lazy, selfish and affluent princess, sneering at Kyrie, who had been given the heavy responsibility."
,"......However.  Kyrie had suddenly been disinherited."
,"She had refused the fiance her parents had arranged, and had gotten pregnant by her lover, Ushiromiya Rudolf."
,"From the Sumadera family's perspective, even though the Ushiromiya family held a vast fortune, it was a downgraded family which had already collapsed."
,"And to become not even a legal wife, but a mistress to the second son of that family..."
,"Normally, a daughter of the main family would be shown no mercy for something so dishonorable."
,"They would wrap her up in a mat, place a pole on end, and throw her either into the Pacific Ocean if the pole fell to the right or the Sea of Japan if it fell to the left."
,".........But Kyrie's punishment was nothing but disinheritance, an unbelievably warm-hearted decision."
,"After that, the Sumadera family began receiving favorable treatment from a section of the Ushiromiya group.  ......There must have been some kind of backroom deal."
,"In other words, Kyrie openly left the Sumadera family with the pretense of gaining financial support from the Ushiromiya family."
,"Kasumi had watched it happen in shock.No, she even disparaged her dishonorable sister as a loser."
,"......But, eventually...She realized that the heavy responsibilities Kyrie had born would be passed on to her, and then, for the first time, she noticed that she had been outwitted......"
Sumadera Kasumi,"""Because of your mother, my life turned into a mess.  ......No, you could even say she killed me once.  On that day, I was killed once and thrown into a hellish life..."""
Ushiromiya Ange,""".........Isn't that just what you get for making light of life until then?  ......gyack!  .........gah, gah......"""
,"""Don't you ever stop talking, girl?!  Hyaah!"""
,"The black-suit punched me in the gut, and I doubled over.But I was quickly grabbed by the nape of the neck and made to stand up again."
,"Kasumi cold-heartedly looked down at me, smoking a cigarette......The painful days after Kyrie had left were floating through her mind."
,"Until then, she had been allowed to be a simple lady, freewheeling and naive.......Only the older sister, Kyrie, had been harshly trained, and she, the younger sister, had been able to live as nothing more than a princess."
,"Then, suddenly, everything had been turned over, so much so that her life had crashed down......"
Sumadera Kasumi,"""My life, lifestyle, and the way I lived, ......were all stolen from me.  .........Do you know how much I was derided by those relatives who didn't know the details, all because of my sister's dishonor...?  I detested her.  I detested your mother enough to make me spit blood..."""
Ushiromiya Ange,"""Glad to hear it.  I'll be counting on you in the future too.  .........Graggghh!!"""
,"A kick landed in Ange's side as she crawled on the ground.Ange didn't stand up again."
,"......So as she continued to lie there like a caterpillar, she was kicked every time she spoke up."
Sumadera Kasumi,"""......I saw Nee-san at an Ushiromiya Group party once.  ......She was with her husband, .........looking very happy, ......and laughing.  ......She, ......pushed everything onto me, ......and found happiness, .........only for herself........."""
Ushiromiya Ange,""".........So what?  How is chopping me up going to make you happy?  Is chopping me up gonna turn back time and change history or something?  "
Ushiromiya Ange,".........Uguhguhguh, .........gah, .........ghackk......!!"""
Sumadera Kasumi,"""You said something a short while ago...  When will my life start?  .........No matter how much I despise you or chop you up, I cannot turn back time.  ......So until I die, will I keep hating Onee-san even though she's dead?"
Sumadera Kasumi,"This isn't a joke.  ......How long will I have to be tormented by Nee-san's ghost?  So I thought of something.  .........If I could succeed in this, I would be able to forget all of my hatred and start over."""
,"Ange was about to counter this insult, but stopped....Because she would be kicked again if she responded."
,"......Even if Kasumi didn't say any more, Ange had a pretty good idea what she meant.Kasumi thought that by taking revenge against Kyrie's daughter Ange, she would be able to bring an end to her hatred."
,".........Talk about pushing your problems on other people."
Sumadera Kasumi,"""Come on, stand up.  If you like this island that much, I'll bury you deep in it.  .........You don't want to die at that age, right?  Don't you want to say 'sorry my mother caused you so much trouble', or something?"""
Ushiromiya Ange,""".........Who'd, ......say something like that.  .........gwah, .........guh, ......!!"""
Sakutarou,"『Uryu-!!  Ange, Angeeeeee...!!』"
Mammon,"""Ange-sama, no...!  You must not provoke them...!!  You should at least make it seem like you're going along with them, so you can buy some time...!"""
Ushiromiya Ange,""".........They often say that, ...you should throw your foolish pride, ...out with the garbage......"""
Sakutarou,"『Oh, Amakusa-san...?!  If Amakusa-san comes, I'm sure......!』"
Mammon,"""......No, I can't see him.........You idiot, Ange-sama...!  Why did you come without Amakusa...!"""
,"I didn't need Mammon to tell me.......Right then, I really was right in the middle of regretting it."
,"I walked a long way.  The forest was very thick.......I have no doubts that the disturbance here will not reach the boat......"
,"During the time it took for Kasumi to finish casually smoking a whole cigarette, I was continuously tormented by the black-suits, as she had told them to."
,"The moment I grabbed my head, my scalp was kicked by someone at a bad angle, and my head was filled with stars......  The feeling of stars flickering in this world twisted with gray, ......was one I knew well."
,"My life was very similar to the one Sumadera Kasumi had led."
,"...Because as the successor to the Ushiromiya family, I had been tormented constantly with various bullying under the guise of education and training."
,"Yes.  Having the inside of my head filled with stars like this...is a feeling I knew well."
,"When being reprimanded for some error in manners I seemed to have made, the discussion always turned to whether I was fitting to be successor to the Ushiromiya family or not."
,"......On and on about the honor of the Ushiromiya family, and how deep that was."
,"......By the time conversation reached that point, I would forget what mistake I was being blamed for in the first place."
,"No, actually, it was the same way for Eva oba-san too."
,"After all, sometimes she would ask herself ""Umm, what was it again?"""
,"...But in the end, she wouldn't be able to remember, and would say something like:"
Ushiromiya Eva,"""The reason I am angry must be because you did something wrong, Ange.  So whatever wrong thing you did is the problem, and being unable to remember what it was now isn't the problem."""
,"...There'd be some ridiculous reasoning like that, and then she would continue punishing me."
,"Yes.  Eva oba-san's punishment wasn't something that would continue until I learned something, or acknowledged my mistake, or apologized."
,".........It would continue until Eva oba-san wanted to stop.So this violence was a bit nostalgic, in a way that made me want to vomit."
,"......I open my eyes, ......and look, there's Eva oba-san."
,"Right next to Kasumi, who's smoking a cigarette, I can see Eva oba-san, almost as though the two of them are laughing together."
,"When I think about it, even Eva oba-san's life might be a thing worthy of my sympathy."
,"......The responsibility and pressure as a member of the Ushiromiya family, which she had often mentioned to me, had probably caused her great pain."
,"Because people cannot voice insults that they have never been hit with themselves......"
,"It was probably the same way for Rosa oba-san as well.......As the youngest child of the honorable Ushiromiya family, she must have gone through many tough times."
,"So, in the same way that Eva oba-san acted towards me...And the same way that Sumadera Kasumi is acting right now.........Rosa oba-san must also, ...have been the same."
,"People tend to push the pain they're burdened with onto other people.Otherwise, they can never escape from that pain."
,"......So on and on, in eternity and perpetuity, their chains of pain and sadness do not end."
,"That is the reason, ............Maria onee-chan's magic is, ......so incredible."
,"With her magic, ......she did not have to bear the pain caused by Rosa oba-san."
,"That pain was probably pushed onto her.Its weight probably tormented her."
,"......But Onee-chan did not carry that burden on her own shoulders."
,".........She purified it...and filled her world with happiness."
,"So, for sure.........Even if Maria onee-chan had had children in the future..."
,"She probably wouldn't have pushed the pain that had been forced on her onto her children."
,"......Those chains of pain and sadness that stretched for who knows how long, which she didn't understand and which she had inherited, had been forced onto her............Maria onee-chan cut those chains with her magic."
Ushiromiya Eva,"""............Whaat is it?  Do you have something to complain to me about?"""
,"In the past, I would have snapped back.......And I've been counterbalancing her, responding to her hatred with my own hatred."
,"...No, I wasn't counterbalancing her.I was being made to bear that which had been forced onto her on my shoulders as well."
,"Just like how even now, ......I hate her."
,"So, now that I, ............know of magic, ......I'll look at the human called Ushiromiya Eva again."
,".........What I could see through to, ......was a sad human form, no different from me, who had lost her family and who bore deep wounds in her heart."
,"Unable to withstand the pain of that torn heart, she was doing nothing more than howl with a sad voice, like a lion crying in pain...like a child."
,"......Ushiromiya Eva is also a person I should feel compassion for."
,"She needed someone to understand the difficulties and pain of her childhood days, .........and even she who was the only survivor of the Rokkenjima crime, who was faced with the curiosity of all of society, who was publicly slandered and forced to have salt continually flung into the wound, had needed someone's compassion."
,"In order to let Eva forget her pain and sadness at least a little, ............the black witch, just like it had possessed Rosa oba-san, ......taught her magic."
,"It was the same magic of anger and sadness...that Beatrice had taught Maria onee-chan when she was mourning for her torn-apart friend, Sakutarou."
,"......That same magic...that witch...had probably dwelled inside Rosa oba-san too."
,"............So I shouldn't hate Ushiromiya Eva."
,"...Perhaps, .........I alone should have become her ally, the only person in the world who could understand her."
,"......What did I say to her when I was young, when she returned alive all alone...?"
,"Could it be, .........that I took an attitude, .........as though she had killed my family and returned alone......?"
,"..............................I can't believe it."
,"...Eva oba-san, who has never been more than a object of and synonym for hatred throughout my life, .........is turning into, ...a 'human' I can understand......"
,"Therefore.  .........I can see, right next to Eva oba-san, ......the form of the black witch, who taught her the black magic......"
,"Eva oba-san, ...was crying."
,"It was only natural."
,".........Not only did she have no one who would understand the pain of losing her husband and son at once, ......but her only relative had insulted her, ......saying 'give me back my Dad and Mom'."
,".........I can make the excuse that I had been merciless because of my youth."
,"...However, ......to her at the time, that had probably been cruel enough to sever the last thread to her heart."
,"..................In the following days, the talk shows and magazines publicly slandered her."
,"The truth of her husband's business and character, and even her beloved son were negated."
,"She no longer had anything left."
,"She could do nothing but cry and howl, ......trying to forget the pain and sadness at least for a while."
,"Because she could only feel a tiny bit of release, and only during the time that she howled."
,"And so, .........the black witch taught her how to howl."
,"The one I hated...was the black witch.Black magic could probably release one from that pain in an instant."
,"......However.  That weight would certainly never be lifted from one's shoulders."
,"To the contrary, that weight would force itself on further victims, .........filling the world with the weight of hatred."
,"............If only Eva oba-san knew of white magic, and had a true witch nearby..."
,"......Wasn't that, ............supposed to be, ......me.........?"
,"Didn't I learn the magic to create happiness from Maria onee-chan?"
,".........If I had taught her, ......with that magic, ............could we have, ......built a future with a completely different relationship?"
,"Up until now, .........I've hated Eva oba-san the whole time....So I didn't notice the black witch beside her."
,"......Without love, it could not be seen.I did not......have any love for her......"
,"So now, finally............I'll glare at the black witch, ......the one I truly should hate."
{f:5:Eva Beatrice},"""......Oh.  .........Whaat's this?  You can see me?  Ehheheheheh...!"""
Ushiromiya Ange,"""...............I can see you.  ......The one I should've hated wasn't Eva oba-san.  ......It's you."""
{f:5:Eva Beatrice},"""Whoa, awesome.  To think that a lowly human could see a witch like me.  ......And so?  Are you trying to say something with that glare?  Do you hate me?"""
Ushiromiya Ange,"""............Hate?  ......Yes, I do.  ......But...that's not quite it.  ......I just think you're a little sad."""
{f:5:Eva Beatrice},"""Sad?   {Comment:blank:}......*giggle*giggle*, ahhahahahahaha!  What're you saying?!  Nothing wrong with getting mad!  Why not hate me as much as you waant?!"""
Ushiromiya Ange,"""......I won't hate.  Hating you, .........means I'm doing nothing more than inheriting Eva oba-san's hatred.  ......I'll interrupt the hatred.  ......I'll accept Eva oba-san's pain, .........purify it, and throw it away."""
{f:5:Eva Beatrice},"""Ahhahahahahahahaha!!  What kind of epiphany do you think you've had?  Is your head alright?  I mean, why don't you just give up and diie?!  "
{f:5:Eva Beatrice},"Kyaahhahhahahahahahaha!  You guys, kick her more and more, okay?  Not her face, though.  'Cause it'd be boring if her pitiful face got any better!"""
Ushiromiya Ange,"""Gwurgh!  .........Gwah!!  ............gu, ......"""
,"The black-suits persistently kicked my stomach and back.......As though they had been ordered to by the black witch."
Sumadera Kasumi,"""......My, my, can't take it......?  ............You keep staring right at me.  You hate me?  I'll bet you do.  Same here.  *giggle*giggle*giggle*......"""
,"Kasumi sneered at me.......But for some reason, I had the feeling that she was crying behind that expression."
