Speaker,Original Witch Hunt (OG)
,"...After all, it was inconceivable that Maria would talk intimately with Kinzo, ......and that she would be chatting about Battler with that eerie smile on her face."
,"So just what kind of person could be on the phone, .........who could make Maria chat with a smile like that?"
,".........At that time, in the back of his mind, the words Kyrie had spoken to him drifted up."
,"Even if a witch does appear, there is no need to doubt it.  ......Just, .........believe that it exists......"
Ushiromiya Maria,"""Yes.  Battler just came back.  He sure is hasty.  Kihihihihihihihihihihi......"""
Ushiromiya Battler,"""Maria!!  Who's on the phone?!  Who?!?!"""
Ushiromiya Maria,"""......Hand it over?  Sure.  ............Here, Battler."""
,"After getting the consent of the person on the other end, she held the receiver out to Battler..."
Ushiromiya Battler,"""...............uh."""
Ushiromiya Maria,"""Here."""
,"Maria held the receiver out for him to take, .....as though it was perfectly normal."
,"Battler hesitated just a little bit before taking the receiver."
,"......Because, .........by accepting the existence of the person at the other end, .........he would have no choice but to acknowledge them."
,".........As Kyrie said..."
,"......There is no longer, ......any need, ......to doubt that they exist."
,"Battler took the receiver."
,"As he did, Maria briskly left the room."
,"Battler, who was slightly fearful about finding out for sure who was at the other end of the receiver, questioned Maria before taking the call."
Ushiromiya Battler,"""H, hey!  Where are you going...?!"""
Ushiromiya Maria,"""To where Maria's test is.  ......I wonder who the Ushiromiya family head will be, Battler or Maria.  Kihihihihihihihihihihihihi."""
Ushiromiya Battler,""".........D, don't go!!  You'll be killed!!"""
Ushiromiya Maria,"""Won't be killed.  The ceremony is already over.  ...And even if killed, I'll be revived.  ......Whether one of us becomes the head or not, we are already invited to the Golden Land.  See you."""
Ushiromiya Battler,"""Wait!!  Maria...!!!"""
,"Battler stretched his hand out to Maria's back as she left, ......but the cord of the receiver that he was gripping stopped him, just like a chain."
,"......He readied himself....Battler put the receiver to his ear......"
Ushiromiya Battler,"""............H, ......hello......?"""
{f:5:Beatrice},"""<Congratulaatioooooooons>!!  <And I'm fi~ne>!!  <And yooooooooooouuuuu>?!  Aaaaahhhhyahhyahhyahhyaaaaa!!!"""
,"Screwed up, mocking English filled his ears.......It was the voice of a woman he didn't know."
,"......Who......, the inside of his head was starting to freeze up......, .........who............"
{f:5:Beatrice},"""What do you mean 'who', Ushiromiya Battleeeeer...?  Normally, you'd answer <ye~s, I'm fine>!  Right??  That takes me back...you do that one in middle school, right?  That thing you do in pairs!  Uhhyahyahyahyahyahyaaaaahh!!!"""
Ushiromiya Battler,"""Y, ...you're insane......Who are you?!!  Answer me!!!"""
{f:5:Beatrice},"""Say it in Engliish.  Isn't that your specialtyyyyy?"""
Ushiromiya Battler,"""......D, don't fuck with me......Who are you!!  That damn geezer's underling?!"""
{f:5:Beatrice},"""Underling's mean way to say it, is it not?  At least say prisoner.  ......Kinzo is my prisoner!  Ri~~ght?  Wahhahahahahahahahaha..."""
,"That last laugh didn't sound like it was aimed at Battler."
,"......It was almost as though Kinzo was right next to the phone, cackling as well..."
Ushiromiya Battler,"""......S, ......say your name!!  Who are you?!  Who?!!!"""
{f:5:Beatrice},"""Try and guess, you could win an invite to Hawaii?  Ahhyahhyahhhyaaaah!!  Fffinally.  Finally!!  Mmmmmmm, it was so looooooong, the days leading up to today were reeeeeeally long...!!"
{f:5:Beatrice},"  I seriously waited one thousand years for today, get it??  I owe it to you!  My big resurrection!!  <Thank you>, Kinzo!  Just for you, I'll lend an ear to that last 'I'll take that move back' of yo~urs!!!"""
Ushiromiya Kinzo,"""......My, my, isn't this a bit too much of a good mood.  Couldn't you act a bit more ladylike?"""
,"Kinzo and Beatrice sat facing each other over the chessboard on the reception table."
,"There was expensive cheese and the like to go with drinks.And there were several empty wine bottles lined up."
,"As Beatrice rolled around on the sofa in an unseemly way, she held a wine glass in one hand, in a good mood, ......and was probably completely drunk."
{f:5:Beatrice},"""I'm in the be-st mood today, so here's some great service!!  Hey, hey, Kinzo, don't use Chateau Petrus as a decoration!  It's from 1947, right?!"
{f:5:Beatrice},"  If you don't open it today, just when do you plan on opening it?!  Let's drown ourselves in it and plaaaaaaaaay!  Then let's whack each other with the empty bottles!  Uhhyahhyahhyahhya!!"""
Ushiromiya Kinzo,"""Hahhaha, how pleasant.  You are too excited.  You're acting too loose."""
{f:5:Beatrice},"""And what about you, Kinzoooooo?!  Aren't you happy to be reunited with meee?  Aaah, it's the living world!   The earthly world!!  Long live my flesh!!"""
Ushiromiya Battler,"""......What, ......are you going on about.........?  ...Are you saying that you're, ......B, Beatrice or something...?"""
{f:5:Beatrice},"""<Ye~eeeeeeeeeeeeeeess, I aaaaaaaaaamm>!!  Thanks to Kinzo's 13-person-murder ceremony, I've finally been resurrected...!!  It's nice having a mouth, it's nice having a tongue!  How fun it is to be able to talk to you like this!"
{f:5:Beatrice},"  Come to think of it, even though we slapped each other with abuse so many times, over and over again, this is the first time we've had a conversation like this on the board during the game, isn't it?  How very fresh!!"
{f:5:Beatrice},"Oh, did you hear that *pop* sound just now?!  I opened it, I seriously opened that Chateau Petrus!!  Do you know how much a single bottle costs?!  Almost as much as a whole 10 kilogram ingot, you seeeeeeeeeeee?!?!  Hii-hhahhahhahhahha!!"""
Ushiromiya Battler,"""C, cut the crap...!!  Beatrice...?!!  The Golden Witch, you say?!  Give it a rest!!  "
Ushiromiya Battler,"Where are you?!  Is that damn geezer with you too?!  I'll beat the shit out of both of you!!  Where are you now?!  Answer me!!"""
{f:5:Beatrice},"""Oh, so you want to meet me?  Uhhihihihi, it's tough being such a popular woman!  But please, don't try to chat me up when Kinzo's around, okaay?  This guy gets seriously jealous so he has a bad temper, you see?"
{f:5:Beatrice},"  .........But when Kinzo isn't around and we're all alone, I'll love you all ya want in secret, alright...?  Uhyaaahhahhahhahha aakkyakkyakkyakkyakkya!!!"""
Ushiromiya Battler,"""Y, you're insane........."""
{f:5:Beatrice},"""Kinzoo, I've changed my mind.  I won't do Maria's test.  You go."""
Ushiromiya Kinzo,"""How fickle.  So are you saying that you'll do Battler's test?"""
{f:5:Beatrice},"""Nothing wrong with that, ri~ght?!  That guy's so much like a younger you that it makes my heart race.  "
{f:5:Beatrice},"Don't worry, I won't cheat on yooooou.  This will be the only time I'll be alone with him.  ......I'm always alone with you in bed, riiight...?  But no more tying me to the bed with a collar, alright?  Kuhhyahhahhahahahahaha...!!!"""
{f:5:Beatrice},"""Well then, Battleer!  I, the Golden Witch Beatrice, will be running your test myself!  As for the place...yes.  At the front entrance to this mansion!"
{f:5:Beatrice},"  Battleer, make sure you try seriously hard for the test to become the next head, okaay?  ......I mean, Kinzo's practically dead on his feet.  If you become the next head, you'll be the new owner of everything on this island."
{f:5:Beatrice},"  ......If it's you, ......I wouldn't mind becoming all yours, see......?  Just like Kinzo did, ......control me, okay......?  Kuhhihihihihihihihi, uhhyahhahhahahahahahaha!"""
Ushiromiya Battler,"""Th, the front entrance of the mansion......  Perfect...!!  You drunk bastard!!  I'll wake you from your drunkenness.  My hot punch'll fix your hangover!!  Prepare yourself!!"""
,"Battler impulsively slammed the receiver down.There was no need to talk through it anymore."
,"......I'll meet her face to face and settle this!!"
,"I took the spear I'd made by taking apart the hat stand, and went outside without even an umbrella."
,"......It was hard to imagine that the young woman calling herself Beatrice would be waiting for me alone."
,"...I should probably assume that, as Gohda-san and the rest had said, she would be waiting with supporting troops."
,"Going alone would be too reckless..."
Ushiromiya Battler,"""Gohda-san, Kumasawa-san...!  It's me, Battler...!"""
,"I headed for the gardening storehouse first.I need all the help I can get."
,"Gohda-san is big, so I can probably count on him for some firepower.  Kumasawa's knowledge and familiarity with the terrain as a senior servant might become a huge weapon."
,"Both of them have master keys, and they know more about the mansion than I do.  They're pretty reliable allies."
,"As I banged on the shutter and called out for them to open it, I remembered that there was nothing they could do from the inside."
,"I would have to get the key back from them before opening the door."
,"I rounded the corner, knocked on the small latticed window there, and opened it."
Ushiromiya Battler,"""Gohda-san, Kumasawa baa-chan...!  It's Battler...!!  Hey, come on, get up........., ......h...ey........."""
,"The scene in the shed, lit by a dim lightbulb, ......was very, ......strange......"
Ushiromiya Battler,"""......Gohda..., sa...n............Kumasawa......sa, .........n........."""
,"From a low ceiling beam, .........hung two thick ropes, ......and at the ends, ......Gohda-san and Kumasawa-san, ..........were hanging, ...by their necks....."
,"It was dim, and narrow because of all the various pieces of equipment strewn about, so I couldn't make out the situation clearly."
,"......But when they showed not even a tremor after I called out to them, and because of the way the loops around their necks seemed to carry the full weight of their bodies, I could sense no trace of life from them......"
Ushiromiya Battler,"""You've got to be......, .........kidding me......right............?  ......Why.........?"""
,"The shutter was still closed."
,"......And there was only a single key, which had supposedly been given to Gohda-san."
,"So how had the culprit, ......opened the shutter and killed both of them inside......?"
,"No wait, they weren't necessarily killed...If this is a suicide......"
,"......That way, this closed room makes sense, but I don't know why they would hang themselves and commit suicide...!!"
,"Feebly, ...I slumped down on the spot."
,"Now, the only humans alive on this island, ......are me, Maria, ......and that damn geezer."
,".........No, there's also that insane woman calling herself Beatrice..."
,"Maria, who had acted like the witch's ally from the beginning.And that geezer, the ringleader who had revived the witch.And, the witch herself."
,"......What the hell, .........now, it's just as though, ............I'm the only one on this island........."
,"Using my pole as a cane, I feebly rose."
,"......Damn, I can't do it like this...I've got to avenge...everyone......"
Ushiromiya Battler,"""Damn iiiiiiiit......, it's useless this way...  Aaah, it's useless, it's all useless...  Damn iiiiiiiiiiiiitt........."""
,"Why don't I cry for now...So that my frail emotions will be squeezed out with my tears..."
,"Then, ......I straightened up, and gazed into the darkness in the direction of the mansion."
,".........At the entrance to the mansion, the witch is waiting."
,"I'll go, ......and settle this."
,"I'll find the source of this weird, insane night, ......and crush her with my own hands...!"
,"Amidst the pouring rain, ......I walked through the rose garden without an umbrella, letting myself get soaked."
,"......I could see the arbor on the other side."
,"According to Jessica, it seemed that George-aniki had also been killed..."
,"Well, by this point, there's no need to worry about the lives of any hostages.......I left the path, aiming for the arbor."
,"Then, .........I saw George-aniki's weather-beaten corpse..."
Ushiromiya Battler,"""............Aniki...............Damn............"""
,"The corpse was in front of the arbor."
,"If he had died under the arbor, he might have at least been spared being beaten down upon by the rain..."
,"In Aniki's forehead was a gaping hole, as though he had been shot with a gun."
,"Perhaps because the rain had washed everything away, his face wasn't covered with blood, ......and so he looked almost like he was sleeping."
,"...However, his clothes were stained a deep red, and there were still signs that a large amount of blood had flowed out..."
,"How happy I'd be if he were sleeping, or else pretending to be dead..."
,"......But even though the rain sprayed against Aniki's eyes, they remained open."
,"......And, ......the hole in his forehead was, in all seriousness, ......the real thing..."
,"There had been a faint chance that even Gohda-san and Kumasawa-san hanging by their necks in the gardening shed had been a bad joke."
,"But that naive possibility had now been completely denied."
,"And, as I looked at this corpse, I became completely sure."
,"Just as Gohda-san had once said.......The enemy came to take lives as though these lives were pieces on a chess board."
Ushiromiya Battler,""".........Aaaah, ......there's no mistake.  ......It seems that old geezer and the witch, .........really don't view our lives as anything more than that......"""
,"...That damn witch said something over the phone...Something about how we are 'on the chess board'......"
Ushiromiya Battler,"""...Perfect............I see, she thinks this is a game......  Then, ...in the same way you killed everyone like it was a game, .........it's alright if I kill you all like it's a game, right......?  "
Ushiromiya Battler,".........Prepare yourself............Beatrice........."""
,"The lightning caused the mansion's vast shadow to rise up."
,"......Finally, ......the mansion."
,"As the massive shape came into view, there was no silhouette of any person.It seemed that there weren't any underlings waiting for me in a pack, or anything like that."
,".........According to Kyrie-san, there were massive amounts of attendants with goat heads."
,"At least for now, I couldn't sense a large group of them hiding and staring at me..."
,"What's this......?Beneath the roof of the entrance, .........there's something set down."
Ushiromiya Battler,"""......What is this?  .........A...box?"""
,"It looked like the kind of small box that girls often keep trinkets in."
,"......Or maybe it was the same kind of extravagant cigar case you'd find in a reception room."
,"Either way, it didn't look like something that should be here...It clearly looked, ......as though I was being told to open it."
,"But for some reason, opening something being offered to me was irritating.......However, it didn't look like we'd get anywhere if I didn't open it."
,"Could it be that it's set up with some trap to make it explode when opened......?"
,"Thinking things like that, forgetting even to come under the overhang, I continued to glare at the box, still beaten down upon by the rain."
,"Then, .........mixed in with the thunder, was some kind of, ......music?  ...It sounded like something like that."
,"......It was the tone of the big clock in the hall announcing 24:00."
,"It was also a sound announcing that the insane day, October 4, had finally ended, ......and that the much more, incredibly insane day of October 5 had begun."
,"That sound quieted, ............and I could hear an eerie laugh coming out of nowhere......"
,"I got the feeling that the voice was coming from the heavens, ......and I looked up at the sky."
,"......What I saw there, ........., was a woman I had never seen before.No, it's not true that I never saw her before.......I saw her once today."
,"Yes, in the portrait inside the mansion......"
,"The clothes were different, ......but that face was just like the witch of the portrait......"
,"Aaah, who am I kidding...I already know who this person is...!!"
Ushiromiya Battler,"""......A, ......are you Beatrice?!!!"""
{f:5:Beatrice},"""Yahhoooooooooi, Battleeeeeeeeeeeeer...!!"""
,"From the second floor balcony, ......leaning out under an umbrella and waving high-spiritedly, ......was without a doubt, ......the witch of the portrait, ...Beatrice.........!!"
,"Was the plan for the boss to take a birds-eye view and let the goat underlings torture me to death...?!"
,"I adjusted my grip on the spear, and, imagining goats creeping out of the surrounding shadows and the entrance and surrounding me, I raised my guard in all directions..."
{f:5:Beatrice},"""Ahhaha, be at ease, there's no one here but you and me, see?  Without the goat furniture, there are no demon butlers or Teacher, and the demon that's my close friend either."
{f:5:Beatrice},"And, without the gold butterflies that help compose my flesh, there are no magic circles, and no summoners as witnesses!!  ......Do you know what that means?"""
Ushiromiya Battler,"""No clue.  Quit babbling..."""
{f:5:Beatrice},"""It is true that I have met you several times even in this world.  Almost as though we just missed each other.  ......As you know, this world of humans is filled with a toxin just by your existence and your doubting of me."
{f:5:Beatrice},"Almost like solid ramparts strengthening the guard around you, the king!  And through multiple games, I have advanced pieces one by one, split them apart, and cornered them, leveling your ramparts bit by bit."
{f:5:Beatrice},"Then a faint crack finally opened, and I sent a bishop in, so that it could approach right up next to you.  .........But as you know, bishops are pieces with blind spots."
{f:5:Beatrice},"  As long as you stay on the black squares, a black bishop can wield a massive influence, but if you escape just one step to a white square, even if I close in right next to you, I will not be able to touch you."
{f:5:Beatrice},"That is why I have progressed through this game by sending in various pieces so that you cannot stay on a white square, forcing you out in front of me, the one who controls the black squares next to you."
{f:5:Beatrice},"Howeeever!!  "
{f:5:Beatrice},"There are now holes opened all over your ramparts, and I was able to send in not a bishop, but a full queen!!  Do you know what kind of piece a queen is?"""
Ushiromiya Battler,"""A rook+bishop.  ......Is this what you're trying to say?  ...That now, you not only control the black squares that are part of the illusion of the witch, but have been able to eat into the white squares of the human world at will...?!"""
{f:5:Beatrice},"""That is correct!!  You have been calling the squares where the gold butterflies that are my minions exist 'the Illusion of the Witch', and without an observer, you have theorized that these were unrealistic and denied them, right...?  *cackle*cackle*, I know......!!"
{f:5:Beatrice},"For that very reason, I have openly descended to the white squares like this!!  Do not worry, I'll call plenty of gold butterflies and goats, demons and witches later!  If you wish, I will invite you to the Golden Land!!"
{f:5:Beatrice},"  There, any wish can be granted...!!  Wahhahahahahahahahahahahahaha...!!"""
Ushiromiya Battler,"""......It's starting to look like someone knocked an ink bottle over the chessboard of this island."""
{f:5:Beatrice},"""I see, a pleasant phrasing...!  *cackle*cackle*, soon, you will be covered in ink as well.  You will finally become covered with pitch black, and surely become a black king...!  You really are pitiful, drowning in a sea of ink right now, aren't you?"""
Ushiromiya Battler,"""No, that's wrong.  I'll admit that the island has been stained completely black from your ink bottle, ......but there's still a white square left."""
{f:5:Beatrice},"""Hoh, where...?!!"""
Ushiromiya Battler,"""The place right under my feet.  .........Your ink of magic tried to cover the entire island, but it can't cover the ground my feet are standing on.  ...Even if this island seems to be stained pitch-black at a glance, I am me.  I'm here, stepping on a white square!!"""
,"It's strange...Until a second ago, I was shivering all over."
,"......But now that she's appeared openly right before my eyes like this, my terror has actually lessened."
,"Interesting.  Ghosts are most terrifying when you can only sense them."
,"When you can see them, and they have a face you can plant your fist into, there's nothing scary about it...!!"
,"......However, she is definitely not an interesting nor friendly person."
,"......She can kill me instantly by snapping a finger while rolling around giggling."
,"Whether we interpret the result of her snapping her fingers as magic flying at me or underlings showing up to shoot me, it doesn't matter."
,"......Anyways, whether this is fantasy or mystery, that queen is in a position where she can kill me by just snapping her fingers......!"
,"...I see, ......so this is the meaning, .........of the queen of this island, ...who reigns over both the white and black squares......?!"
{f:5:Beatrice},"""Well then.  It might be interesting to wait until you catch a cold in all that rain, but it's about time to move to the matter at hand.  .........You noticed that there is a box there?  Your test is inside of it."""
Ushiromiya Battler,"""Wait.  ......After all that's happened, I'm not interested in some stupid game about who'll be the next head."
Ushiromiya Battler,"My game is to take you and the damn geezer, ......and all of those who killed everyone, and smack 'em with a Gian punch.  One of those face-crushers."""
{f:5:Beatrice},"""Hoh.  So you will fly in the sky up to my balcony?  Very well, very well, *cackle*!  Then, look, come on right now, here here, up up!"""
Ushiromiya Battler,"""......Damn you, acting so carefree just because you're in a completely safe place...  I'm coming over there right now, so prepare yourself and wait for me!!"""
{f:5:Beatrice},"""Aah, no, no.  The door is locked.  Of course, the shutters are down for all the windows.  My castle isn't so fragile that a single knight like you could break in!"""
,"I tried opening the door to the entrance anyways, ......but it really was locked.When I looked around, I noticed that the shutters were closed on the windows after all."
,"......Normally, those wouldn't be closed."
Ushiromiya Battler,"""......Tch.  Looks like you've prepared for everything.  ......Where's the key?!"""
,"Gohda-san and Kumsawa-san probably had master keys, but they were in the closed room of the gardening shed."
,"......I can only give up for now...!"
Ushiromiya Battler,"""Damn............Guess she's no fool herself."""
{f:5:Beatrice},"""Do you really want to be right beside me so muuch?  Alright, if you impressively pass your test, why don't I grant you an audience?  If you pass, then you will be the next head, and my new master."
{f:5:Beatrice},"  ......My flesh and soul will be yours to do with as you please.  Because I am the Ushiromiya family's furniture!  Ahhahhahhahhahha!!"""
Ushiromiya Battler,"""............Well, it looks like you want to make me take this test no matter what.  ......Alright.  I'll take it on.  ...If I pass, my first prize will be a punch to your face."""
{f:5:Beatrice},"""Scary, scaary...  But it's not like I mind being controlled by violence, you see?  Grab onto my head!  Make my face twist in pain, tear me apart like a hawk does with its talons to its prey, scratch at me and violate me...!!"
{f:5:Beatrice},"Aaah, remind me of Kinzo in his younger days once more...!!  That single time in my thousand year life!  Remind me of that day I was taught the joy of being controlled, surrendering and being reduced to furniture!!  Uhyaaahhyahhyahhyahhya!!"""
Ushiromiya Battler,"""......You damn drunk, we aren't getting anywhere."""
,"Ignoring the stupidly smiling witch, I picked up the box."
{f:5:Beatrice},"""Yes.  Open it.  Inside is a letter.  Read it."""
Ushiromiya Battler,""".................."""
,"I opened it.  ......There was a faint smell of cigarettes.Apparently, it really had originally been a cigar case.But there were no cigarettes or cigars inside."
,"Instead, there was a western envelope with the One-winged Eagle crest.And when I opened that too, ......there was a letter inside."
,"I looked up at the witch.She was grinning down at me."
,"......It seemed she was looking forward to seeing what kind of reaction I'd have to the contents."
,"......Damn, just perfect.Its contents were something like this..."
,"{a:c:{e:070:Among the three mentioned below. {n}In order to gain two, sacrifice one. {n}{n}1. Your life {n}2. __'s life {n}3. Everyone else's lives {n}{n}If you do not choose one, all of the above will be lost.}} "
Ushiromiya Battler,""".........What's this?  Some pretty creepy stuff's written here.  More importantly, the second one is blank, so I don't even know whose life."""
{f:5:Beatrice},"""Hmm.  That second one is where you put the name of the one that person loves the most.  For Jessica's test, it was Kanon's name, and for George's test it was Shannon's name."
{f:5:Beatrice},"  ......Since they had obvious feelings for certain people, those names were written in beforehand, but I don't know who you have feelings for.  So I didn't know whose name to write, and left it blank."""
Ushiromiya Battler,"""That's perfect.  I love you, Beatrice.  I'll stick your name in here.  In that case, I'll choose the second choice.  Is that alright?"""
{f:5:Beatrice},"""Hey hey, quit joking, quit joking.  Heey, please Battler.  Tell me the name of the person you have feelings for.  If you don't, then this won't be a test, right?"""
Ushiromiya Battler,"""Sorry.  I don't have any girl in particular.  Even if I did, why the hell would I tell you?"""
{f:5:Beatrice},"""In that case, this test will not work for you.  Hmmm, what a shame, what a shame.  And I was really wondering what kind of woman was your cup of tea!  *cackle*cackle*!"""
Ushiromiya Battler,""".........What would you do if I said I liked flat-chested lolis with long, black hair?  That wouldn't match you at all, right?"""
{f:5:Beatrice},"""Lies, you breast sommelier!  Blonde and bouncy is best, right?  Am I not truly the embodiment of your ideal, *cackle*cackle*!"""
Ushiromiya Battler,"""If guessing your bust size is the test to become the next head, I'll take it gladly."""
{f:5:Beatrice},"""Ah, yes.  This was the test to choose the next head.  It was so fun chatting with you that I've been getting a bit off topic."
{f:5:Beatrice},"......Then let us begin the test for the next head.  I will question you to see whether you are qualified to be the next Ushiromiya family head.  Answer with care."""
,"The witch, who had been joking around like she was drunk until a second ago, suddenly regained her dignity."
,"......She looked as though she truly had stepped out of that dignified portrait..."
{f:5:Beatrice},""".........I am the Ushiromiya family alchemist, the Golden Witch and the Endless Witch, Beatrice.  "
{f:5:Beatrice},"......Do you have the qualifications to inherit the Ushiromiya family and all of my gold.  That is what I will test.  .........State your name."""
Ushiromiya Battler,"""............Ushiromiya...Battler."""
,"When faced with a dignity you wouldn't have imagined from her appearance a short while ago, I answered without any hesitation."
,"......And from that, ......yes, I see, ......I can see why she is worthy of calling herself the queen of this island in the truest sense."
{f:5:Beatrice},"""Very well, Ushiromiya Battler.  .........However for these six years, you have thrown away that Ushiromiya name, have you not...?  Why is that...?"""
Ushiromiya Battler,""".........Nn, ..................Because I ran out of love for that old bastard."""
{f:5:Beatrice},"""I know.  It was because you felt your father's remarriage disgraced the death of your mother, who you respected, yes...?"
{f:5:Beatrice},"I see, you have no blood relation to the new mother whatsoever.  It's not as though I don't understand why you would feel unable to accept that mother.  ......However, no matter who your father remarried with, that wouldn't change the fact that his blood runs in your veins, correct?"""
Ushiromiya Battler,""".........What are you trying to say?"""
{f:5:Beatrice},"""I can somewhat understand your childishness which led you to resist your father's remarriage because you wanted him all to yourself."
{f:5:Beatrice},"However, was throwing away the Ushiromiya name as a means of resistance not a disgrace to your family and blood?"
{f:5:Beatrice},"  .........You were born and raised Ushiromiya, were you not?  Do you think you were qualified to forget that debt and throw away the Ushiromiya name?"""
Ushiromiya Battler,"""......It had nothing to do with you.  This is between me and Dad...!"""
{f:5:Beatrice},"""The Ushiromiya name does not belong to you and your father alone.  That was your childishness, nothing more than your resistance from not being able to forgive the fact that your father was stolen away by an unknown woman.  ......Those six years during which you threw away the Ushiromiya family register were a significantly long period where you covered the Ushiromiya family in mud.  Know the depths of that sin."""
Ushiromiya Battler,"""............Well, sorry I'm so childish..."""
{f:5:Beatrice},"""However.  Even though it occurred around the time of the deaths of your grandparents, you did well to return to the Ushiromiya register.  For that, let us give you a chance to purify that sin yourself.  Now is the time to compensate for your sin of six years ago."
{f:5:Beatrice},"Come, try to remember, remember your own sin.  Remember that, confess, and repent.  ............That shall be the test that I give you."""
,"......At that time, a massive thunderclap rang out, making my mind go blank."
Ushiromiya Battler,""".....................You tell me to repent, ...but what do you mean?  .........Are you trying to tell me to apologize?"""
{f:5:Beatrice},""".........The test has already begun.  You may think as you wish."""
,"The witch's expression did not look like one of a person thrusting a tough question on someone and sneering at them.......She was seriously asking, and he could even feel a quiet determination."
,"Even though the rain fell on Battler, he did not shift his eyes from that gaze."
,"......The witch threw her umbrella away.She abandoned herself to the falling rain."
,"So that the rain would fall on her until Battler answered that question."
,"......She had chosen to let the rain fall on her as well until he reached an answer."
,"For some reason, Battler knew that.......But, even so, ......he didn't understand."
Ushiromiya Battler,"""N, ......no, ...well.  ......If you ask me that, I'd have to say it was me being childish...  All things considered, even Dad getting remarried didn't make us even regarding the debt I owed for him raising me."
Ushiromiya Battler,"......I hear that Dad always kept on paying for my living expenses, ......and that he even said he wanted to participate in school events.  .........The only reason he couldn't come, ......is that I told Grandpa and Grandma not to let him come no matter what......"""
{f:5:Beatrice},""".............................."""
Ushiromiya Battler,"""......I, it's true that, ......you could probably explain it away as my childish resistance.  .........But you know, ...in that case, ......who would clear away Mom's, ......Ushiromiya Asumu's regrets...?!  Even though Mom was so devoted to our family, and did the very best she could...?!"
Ushiromiya Battler,"And even so, Dad was also cheating with Kyrie-san.  He even got her pregnant with Ange...!  And then, along with her birth, he rushed to move them into his register.  "
Ushiromiya Battler,"......If that isn't a betrayal of Mom, then what is?!  Who will clear up Mom's regrets?!!"
Ushiromiya Battler,"......But what you're saying is also right.  Even though the cheating was a fact, the debt I owed for being raised was also real."
Ushiromiya Battler,"In that case, they cancel each other out, so there's absolutely nothing wrong with me leaving the family, is there?!!  That's right, I had the right, ......no, the duty to smack Dad in Mom's place, didn't I?!"
Ushiromiya Battler,"I let him get away without that!  I left without saying anything, as though I hadn't been there in the first place!!  And Dad forgot about me and started a new family with Kyrie-san and Ange!  Doesn't that settle everything?!!"""
,"But since then, six years have passed.......Time healed the anger."
,"Kyrie-san also understood my anger, and even so, she wracked her brains, trying to interact with me."
,"Ange didn't know anything about the situation, and even though I lived in a separate house, she was raised believing that I was her real big brother."
,"......Dad nonchalantly said to come home any time I wanted."
Ushiromiya Battler,"""It started to get more and more ridiculous!!  I thought it was about time for me to cool my head as well.  So I said I'd put it all behind me as long as Dad apologized.  On the day of Grandpa's funeral!"
