Speaker,Original Witch Hunt (OG)
{f:5:Bernkastel},"""Dlanor, continue to aid Erika and report on her progress to me."""
Dlanor,"""......As you WISH."""
{f:5:Bernkastel},"""............By the way, where's Lambda?"""
Dlanor,"""She is over THERE."""
,"From the guest seating on the second floor, she pointed downwards."
," Lambdadelta.........could be seen beneath Battler, who hung there, dead and pierced by the red longsword."
{f:5:Lambdadelta},""".........Ushiromiya Battler... You were an interesting guy. ...And you might have become even more interesting......too bad."""
{f:5:Bernkastel},"""What a wonderful way to die. .........Erika! You can hang Battler's corpse in the mansion's reception hall. ......The next time I come to visit this Fragment, welcome me in front of it."""
Furudo Erika,"""Certainly, my master. I'll make that foolish man an eternal monument to my master's victory!"""
{f:5:Lambdadelta},"""*giggle*, that sounds wonderful. Really tasteful. Maybe you can coat him with plaster and make a beautiful white statue. ......And it'd be wonderful if you decorated him all cute!"""
Furudo Erika,"""Yes, Lady Lambdadelta. I will strive to answer to your expectations...!"""
{f:5:Lambdadelta},"""Congratulations on becoming a witch. Though it will just be for a while, I'll welcome you as a friend."""
,Erika was so overcome with emotion that tears came to her eyes.
,".........Because for a piece, no greater pleasure exists than having your work acknowledged by your master."
{f:5:Bernkastel},"""In the end, I'd like to have Beato stuffed too. Then I'll decorate the reception hall with her."""
{f:5:Lambdadelta},"""Galaxy Express?"""
{f:5:Bernkastel},"""The one that isn't 'Night on the-'."""
{f:5:Lambdadelta},"""......You know, I read that back when I wasn't a witch. ...I always thought it strange that humans who obtained eternal life would become so cruel. ......At the time, I honestly couldn't relate."""
{f:5:Bernkastel},"""......After becoming a witch and living a thousand years, I fully understand it. ......That writer could understand our cruelty really well, in the truest sense. *giggle*giggle*!"""
{f:5:Lambdadelta},"""......Where will you go next? I'll bet we say farewell with our backs turned, right?"""
{f:5:Bernkastel},"""That's because I don't want to let you get bored."""
{f:5:Lambdadelta},"""Thanks, Bern. But you can be sure that I'll count to a hundred and then start searching for you again."""
{f:5:Bernkastel},"""You really don't let a person get bored. That's why I like you, love you. ............Let's meet again somewhere. However, we may not be reunited for another hundred or thousand years...if ever."""
{f:5:Lambdadelta},"""That's alright. The sea of Fragments is tiny to a pair who love each other."""
{f:5:Bernkastel},"""The Third Man?"""
{f:5:Lambdadelta},"""No, Children of Paradise of course."""
{f:5:Bernkastel},""".........If each time you smashed one of those countless Fragments that glitter like a starry night, you could escape the poison of just a single evening's worth of boredom, even you would want to count the stars in the sky."""
{f:5:Lambdadelta},"""Ooh, not bad...pfft, *giggle*giggle*...!"""
,"The Voyager witches travel across the countless glittering futures of possibility, ......and gobble them up, trying to escape their illness called boredom for as long as they can."
," The tiny, tiny Fragment created by the human known as Beatrice......had now been gobbled up by the two witches......and had lost its glitter."
, The two who had earlier called themselves rivals in front of Beato... now stopped that charade and laughed together playfully.
{f:5:Bernkastel},"""Erika. The new ruler of this Fragment. .........Weave the truth, ......and create the tale that leads up to this world's demise. ...Umm, the next was the 6th game, right?"""
Furudo Erika,"""Yes, it's the 6th game."""
{f:5:Bernkastel},"""Decide the title for Episode 6 yourself. After all, you're already the spinner of this tale, as well as the Master."""
Furudo Erika,"""Thank you very much. ......Actually, I've already decided on one."""
{f:5:Bernkastel},"""......Oh, already? ......Then let me hear it. What kind of title is it?"""
Furudo Erika,"""Yes. Episode 6, ......... Heheheheh, I'd really like to tease you a bit, but I'll tell you."""
{f:5:Lambdadelta},"""*giggle*! Come on, stop being a smartass and tell us. A newbie witch like you shouldn't be teasing your seniors!"""
Furudo Erika,"""Episode 6, Checkmate of the Golden Witch!"""
