Speaker,Original Witch Hunt (OG)
, Rosa couldn't hide her dizziness at this new annoyance her daughter was bringing to everyone...
Ushiromiya Jessica,"""S, sorry, Rosa oba-san... We tried to calm her, but she just wouldn't listen..."""
Ushiromiya Maria,"""Uu-uu-uu-!! Uu-uu-uu-!! Waaaaaaaaaaaaaaaaahhh!!"""
Ushiromiya Rosa,"""...What is it, Maria? Could you be a little more quiet? Everyone's looking."""
Ushiromiya Battler,"""It's that rose of hers from the rose garden... She suddenly started saying that she was worried about it."""
Ushiromiya George,"""......It looks like she's half asleep. She suddenly woke up, and started going on about how worried she was for that rose. .........Maria-chan, calm down. That was just a dream..."""
Ushiromiya Maria,"""Uu-uu-uu-uu-!! That was Beatrice's and Maria's ro-se!! So if Maria doesn't take care of it, Beatrice will get ma-d!! It might be broken again! Uu-uu-uu-! Uu-uu-uu-uu-!!"""
Ushiromiya Rosa,"""......Aaah, ...I'm telling you to quiet down a bit, alright?!?!"""
,The sudden rise in the tone of Rosa's voice surprised the children.
," But Maria's crying just grew louder, and her tantrum just grew fiercer."
Nanjo Terumasa,"""R, ...Rosa-san. You mustn't scold a child unsparingly......In times like this, it is good to give them some warm milk or something."""
Ushiromiya Krauss,"""......Is there any here?"""
Ushiromiya Natsuhi,"""After taking the milk out for breakfast earlier, it is now empty..."""
Ushiromiya Rudolf,"""Doesn't anyone have a sedative to use on kids...? You know, those silver pill things?"""
Ushiromiya Rosa,"""I have them!! Yes, I'll search for them now and give them to her!!"""
,"Without hiding her displeasure, Rosa grabbed the handbag that had been set on the sofa and fished around for some medicine. ......It seemed that she had brought some child-use sedatives for Maria's tantrums."
," She found it and opened the bottle, but it must have been empty. Irritated, Rosa shook the bottle several times, but that didn't change the fact that nothing was in there."
,"...As she did that, Maria's crying grew even more intense..."
," At that time, Eva was lying on the bed, covered by the bedding."
," Hideyoshi returned from the washroom, folding a handkerchief soaked in water."
Ushiromiya Hideyoshi,"""......My, this is one nasty fever.........I'm sure it's the poisonous air at this family conference that got you.........For now, you can forget all about the other relatives. ...Alright?"""
,"As Hideyoshi spoke to her kindly, he set the soaked handkerchief on Eva's burning forehead."
, Eva rested her own hand on top of his.
Ushiromiya Eva,""".........Your hand, ...feels pleasantly cool."""
Ushiromiya Hideyoshi,"""If my hand feels pleasant, your fever must be pretty bad. Don't worry, the medicine will start workin' soon. Plus, my hand is a magic hand. If I just put my hand up against your forehead like this, any fever will melt right away."""
Ushiromiya Eva,"""You're right. ......Your hand always makes my fevers fade..."""
Ushiromiya Hideyoshi,"""Yep. No need for a doctor when you've got my hand. Don't worry and close your eyes. ......The fever will fade away thanks to my magic..."""
Ushiromiya Eva,"""Yes, I know.........I can feel your magic."""
,"Hideyoshi was about to call that the placebo effect, but he stopped."
,"......If Eva said that she could feel magic from his hand, then that was alright for now..."
Ushiromiya Eva,"""............I wonder if magic really exists."""
Ushiromiya Hideyoshi,"""Yeah. It does. Only those who believe can understand, though. ...There's actually a lot of magic like that out there in the world."""
Ushiromiya Eva,"""...If magic actually exists, ......then I wonder if witches actually exist too."""
Ushiromiya Hideyoshi,"""Oh? You mean that witch of the forest, Beatrice? She probably does exist for those who believe. Just like God. Won't show itself except in front of those who strongly believe."""
Ushiromiya Eva,"""............It's the same with me. ...Long ago, I was able to use magic."""
Ushiromiya Hideyoshi,"""Oh. Really? Then you were also a witch."""
Ushiromiya Eva,"""......You know, I had a dream that I wanted to come true no matter what. After wishing strongly and trying hard, it came true without fail. ......With my magic, my grades were always the best, and I even became the student council president, and worked hard to get into the university I wanted. ......Everything I wished for was granted."""
Ushiromiya Hideyoshi,"""That's right. Your magic was always a thing to be reckoned with... You're definitely a witch. ...And you work harder than anyone. ......I know a-ll about it."""
Ushiromiya Eva,"""............You know, when I was a kid, the whole time, there was another me inside myself, who always supported me. ...And that other self was a witch."
Ushiromiya Eva,".........I didn't believe in Beatrice, the witch of the forest. I always believed that if a witch of Rokkenjima did exist, it was the witch inside my heart. .........I was so grateful to that witch inside myself. ...I was always grateful, ......that she let me meet up with you..."""
Ushiromiya Hideyoshi,"""............You're always too timid when you get sick. ...Don't say anythin' for now. ......I'll stay like this the whole time, until your fever has gone down."""
Ushiromiya Eva,"""......Yes. ......No matter what, ......don't take your hand away. .........Somehow, ......I feel like I'm becoming something that isn't myself, ......and I've been scared for a while now. ...I get the feeling that the witch inside of me, was provoked by Beatrice, and is growing stronger and stronger. ...Somehow, it feels like she's going to swallow me up."""
Ushiromiya Hideyoshi,"""It's alright. As long as I'm with you, there's no-thing to be afraid of! Remember the time we went to that dangerous country and the whole bus was robbed? I repelled 'em!"""
Ushiromiya Eva,"""...Didn't you just hand over your gold watch and beg them to go away? ......It was pretty lame, ...but it was cool..."
Ushiromiya Eva,"............No matter what, ...don't move your hand away.........Not even if I fall asleep. ......And even if something creepy sneaks inside, ...protect me..."""
Ushiromiya Hideyoshi,"""Yep, leave it to me. ......That's why I'm tellin' you to stop worryin' and get to sleep. Because the medicine and my magic will start workin' real soon..."""
,Eva finally calmed her heart and closed her eyes.
,"......At that time, there was the sound of a door being opened violently from the direction of the lobby."
," It seemed that Maria was having a tantrum, and screams of uu-uu- could be heard, along with Rosa's rebuking yells."
,"...That probably hurt Eva's ears. Or maybe she was holding back a headache. Eva moaned as though in pain, and buried herself in the covers."
," It was easy to guess what was happening. Maria had probably had a tantrum for some reason, gone down to the lobby, and started arguing with Rosa as she scolded her daughter."
,"...And then, perhaps, that was too pitiful to be shown in front of the other relatives, so Rosa had taken Maria out into the corridor."
,"......Hideyoshi had no desire to interfere with Rosa and Maria's problem....But just for now, since Eva's condition was so bad, he wanted them to take their ruckus somewhere else."
Ushiromiya Hideyoshi,"""...Wait just a second. I'll ask them to keep it down."""
Ushiromiya Eva,""".........C, come back quickly..."""
Ushiromiya Hideyoshi,"""Don't worry, I won't leave this room."""
,"Hideyoshi removed the chain, opened the door, and stuck his face out into the corridor. He immediately met Rosa's gaze."
Ushiromiya Hideyoshi,"""...Everythin' alright, Rosa-san?"""
Ushiromiya Rosa,"""I'm sorry, did all this noise wake you up...?"""
Ushiromiya Maria,"""Uu-uu-! Uu-uu-uu-uu-!!!"""
Ushiromiya Hideyoshi,"""...Maria-chan, sorry. Eva oba-san isn't feelin' well, and she's tryin' to sleep. Could you quiet down a bit...?"""
,Maria's tone didn't change after being asked by Hideyoshi.
," She kept crying uu-uu- and repeating 'Maria's rose, Maria's rose'."
," Rosa slapped Maria's cheek, lifted her up while covering her mouth, and dragged her towards the entrance, trying to at least put some distance between her and Hideyoshi's room."
,"...She would still probably be lively for a while, but he had warned Rosa for the time being. Relying on Rosa's actions as a mother, Hideyoshi closed the door."
Ushiromiya Eva,""".........Is Maria-chan having a tantrum again?"""
Ushiromiya Hideyoshi,"""Looks like it. ...It's tough for Rosa-san too. ......Come to think of it, our George is almost too good to be true. We should be grateful."""
Ushiromiya Eva,"""............You're right. .........Nn, ......hand."""
Ushiromiya Hideyoshi,"""Oh, sorry, sorry. ......Look, it's the magic hand."""
,He put his hand on Eva's forehead again.
,......Maybe there really was magical power in that hand.
," A truly peaceful look rose to Eva's face, and bit by bit, she began to drift off into the land of sleep."
," As he had promised, Hideyoshi kept his hand on her forehead......"
," By the entrance, with her hand still against Maria's mouth, Rosa was at a loss at what to do next."
," She hadn't been able to withstand everyone's gazes in the lobby, and had yelled at the children to go upstairs, dashing out of the lobby."
," Then she had gone out into the corridor, only to have Hideyoshi say that she was too noisy."
, Where should I go now?......Where should I take this child who's having a tantrum? 
,She felt as though tears of frustration were about to come out...
," As Maria kept struggling in an attempt to scream, Rosa put her mouth up to Maria's ear, and tried to persuade Maria in a properly calm voice."
Ushiromiya Rosa,""".........Maria, do you really want to see the rose that much...?"""
,"Maria nodded her head several times, moaning uu-uu-."
Ushiromiya Rosa,"""...Why do you want to see the rose that much? I'll listen as your mother, so will you tell me quietly? I'll hit you if you scream."""
Ushiromiya Maria,"""............Maria's rose... Beatrice revived it. ......It might have broken again......Maria's worried about that... Can't sleep until she makes sure..."""
,"In any event, it seemed that she was still upset about that marked rose from yesterday."
," Rosa felt her headache throbbing again, but she was at least a little relieved that Maria had now stopped her screaming."
Ushiromiya Rosa,"""Anyway, everyone is having a hard time right now. So don't bother Mama and everyone else. ......You can worry about that rose all you want tomorrow, when it stops raining. So for now, listen to me...!"""
Ushiromiya Maria,"""No. ...No no no no. Maria's Beatrice's rose......uuuu..., uu-uu-. Waaaaaaaaaaahh!!"""
,"Rosa reflexively covered Maria's mouth. She had spoken a little too harshly, and had gotten her agitated again..."
, Rosa realized that it was partly her own fault and clicked her tongue in self-hatred.
," But Maria thought that was directed at her, and her crying grew even fiercer..."
Ushiromiya Rosa,"""...I'm begging you, be quiet... What can I do to make you stop crying? What should I do to make you listen to what your Mama says?"""
Ushiromiya Maria,"""......"""
,"Suddenly. Maria stopped crying so fast that it seemed unnatural.......Then she turned around, and muttered."
Ushiromiya Maria,"""............ If Maria can see her rose, Maria will be quiet until tomorrow."""
Ushiromiya Rosa,"""Really?"""
Ushiromiya Maria,"""Yes. ...If we go to the rose garden and see Maria's rose, Maria will be obedient."""
Ushiromiya Rosa,"""..............."""
Ushiromiya Maria,"""Really, Mama."""
Ushiromiya Rosa,"""........................"""
,"If it would keep Maria quiet for the time being, Rosa thought that even going out into this wind and rain would be a small price to pay."
," She thought it might be a bit reckless.............But in the end, no murder or anything of the sort had actually occurred."
, All of that clamor since this morning had been a farce set up by Kinzo.
," If you carefully thought about that chain of closed rooms, it clearly had to all be an act..."
Ushiromiya Rosa,"""......Will you really listen if you get to see the rose?"""
Ushiromiya Maria,"""Yes. Really, Mama. ......Kihihi."""
Ushiromiya Rosa,"""........................"""
Ushiromiya Maria,"""Ouch."""
,"Rosa didn't overlook that creepy laugh, and lightly hit Maria with her fist. And she shrugged, as though giving up."
Ushiromiya Rosa,"""......Understood. If it's just one look, then I'll agree. Is that alright?"""
Ushiromiya Maria,"""Yes, Mama. I promise. ......Kihihihihihihihihihihihihihihi."""
,"Once again, Rosa tested the weight of her gun."
,......It's alright. It's only a farce. There was never a murderer on this island in the first place...
Ushiromiya Battler,"""Damn it, wait, Rosa oba-san...!! Are Rosa oba-san and Maria......, the sacrifices for the second twilight?! Damn it damn it damn it, someone, notice them, tell them to stop!! What are those guys in the living room and us kids doing?!!"""
{f:5:Beatrice},"""Hmm. They are being considerate of Rosa's pitiful relationship with her daughter, and are forcibly changing the subject. The group you are in went up to the second floor, and are talking about something else while watching TV."""
Ushiromiya Battler,"""You bastards!! Someone, notice them! Who's the closest, is it Hideyoshi oji-san?! Please, notice that those two are leaving through the front door, aaaaaaaaaaaaaahhh!!"""
{f:5:Beatrice},"""It won't reach, it won't reach, *cackle*! Don't disturb their precious time together. Fuhahahahahahaha...!"""
,"Hideyoshi kept talking kindly, his hand on Eva's forehead."
, He didn't notice that Rosa and Maria were going outside through the front door at all.
," In that case, there was no way that the others in the lobby, which was even further away, would notice. And the cousins' room on the second story was even worse...!"
{f:5:Beatrice},"""Why are you so panicked? Didn't you defeat me with that bold move, saying that the culprit died in an accident at the first twilight?"
{f:5:Beatrice},"...Doesn't that mean that there is no longer a culprit on this island...? *cackle*cackle*cackle*, what is there to be so worried about...?"""
Ushiromiya Battler,"""Shut up, I can see right through you!! Someone stop them, those two'll be killed!! Someone, stop theeeeeeeeeeeeeeem, aaaaaaaaaaaaaahhh!!"""
,......There was no way that Battler's voiceless scream would reach Rosa or Maria.
, The two of them could be seen in the rose garden.
," The rain was still awful, but fortunately, the wind had died down a little."
,"...No, maybe that wasn't fortunate. Because maybe, if the wind had been a little fiercer, Rosa might have hesitated to go outside..."
Ushiromiya Maria,"""......Uu-, uu-, uu-...............Here it is...!"""
,Maria found her own rose with the gold lace and stared at it lovingly.
," Rosa had accepted with the promise that Maria would only have one look at it, but she didn't want Maria to complain that it hadn't been enough later on, so she decided to go along with Maria until she was satisfied."
,"......She believed that there wasn't a culprit, but on the offchance that she was mistaken, they were now in an extremely dangerous position."
, Rosa realized that faintly herself.
," If things got bad, she would throw away her umbrella and ready her gun....After glancing at Maria's innocent happiness, Rosa gazed warily in all directions."
,.................................?......Were her eyes just tired? 
,"Even though no one should have been there, she thought she saw something glitter in the dark rose garden."
,...Gold-colored......? It had to be her imagination.
," Because, to Rosa, it seemed as though gold butterflies were dancing through the rose bushes..."
Ushiromiya Hideyoshi,"""......Are you alright, Eva...? ...Just take it easy...and should I call Doctor Nanjo after all...?!"""
Ushiromiya Eva,"""I......, ......I'm alright.........Don't take your hand away.........I'm begging you, ......don't take your hand away......"""
,Eva was breathing wildly. Beads of sweat were appearing on her forehead.
," It certainly was true that she had stayed up all night last night, and that things had been rough since early this morning. It wasn't odd that her body wasn't keeping up."
,"......Even though he understood that, Hideyoshi suspected that this sudden fever was the sign of some serious illness."
," Several times, Hideyoshi decided to call Doctor Nanjo, but Eva resisted firmly, ...pleading with him and saying that it was even more important that he didn't take his hand away..."
Ushiromiya Hideyoshi,"""I understand... But you must have Doctor Nanjo look at you by lunchtime. If you can promise me that, I'll stay here the whole time, grippin' your hand. Tightly, like this."""
Ushiromiya Eva,"""......Thank you.........I'm fine... The magic of your hand will definitely make this fever subside......"""
,"Even as she said that, Eva's harsh breathing didn't improve in the slightest."
Ushiromiya Eva,"""......Haah, ......haah, ......haahh.........Don't let go, ...don't let go......, haah, ......haahh, ............aaaaaaaaaaaaaaaaaaaaaahhhh!!"""
Ushiromiya Rosa,"""Wh, ............who is it...?!"""
,She saw an umbrella moving from beyond the rose bush.
, Rosa threw away her umbrella and wildly lifted her gun...
," When she did, the shadow of a person beyond the bush, ......showed itself."
Ushiromiya Maria,""".........Uu-? ......Eva oba-san.....................?"""
Ushiromiya Rosa,"""...You scared me. It's you, Nee-san? ............Do you have some business? ...Do you want to continue our earlier discussion?"""
Ushiromiya Eva,"""...........................Yes, that's right. Our discussion about Father's gold."""
Ushiromiya Rosa,"""......Please, restrain yourself in front of Maria. I will keep my promise, alright? I won't get in the way of your conspiracy."""
Ushiromiya Eva,"""............Conspiracy? What's that?"""
Ushiromiya Rosa,""".........Whatever you're thinking, that's up to you. I have no desire to get in the way. So please, not in front of Maria. As long as I get my share, that will be enough."""
Ushiromiya Eva,"""Your share? Heheheheh, ahahahahahahahahahahahahahahahaha."""
,"Eva started laughing in a creepy voice... Rosa was startled, but Maria stared blankly."
,.........Then Maria said just one thing.
Ushiromiya Maria,""".........Uu-......? ............Oba-san, ............who are you...?"""
{f:5:Eva Beatrice},"""Hahahahahaha, ahhahhahahahahahahahahahahahahahahaha!! Your share?! Who would give that to you...?! All of that is mine! It all belongs to me, the Golden Witch, Beatrice...!!!"""
Ushiromiya Eva,"""Waaaaaaaaaaaaaaaaaaaaaaa-...!"""
Ushiromiya Hideyoshi,"""Eva! Are you alright, Eva?! Eva! Eva!!"""
Ushiromiya Eva,"""Hold on...!! Don't let go!! It's like I'm being taken away by someone who isn't me...!! Hold on to my hand... Don't let goooooooooooooo...!!!"""
{f:5:Eva Beatrice},"""When did you ever work hard?! You never worked hard for anything! You were always hiding in our shadows! You always escaped from shadow to shadow without fighting, and yet, you really think yourself qualified to ask me for the Ushiromiya family gold...?! "
{f:5:Eva Beatrice},"All of that is mine! It's all only mine, as the head of the Ushiromiya family and the new Golden Witch, successor to the name of Beatrice!!"""
Ushiromiya Maria,""".........Beatrice. ............It's Beatrice!! Mama, Beatrice!"""
,Maria jumped at her mother in ecstasy....Rosa treated Maria coldheartedly and raised her gun high.
Ushiromiya Rosa,"""......Hey, you're Nee-san, right......? ......You are Nee-san, right......?"""
{f:5:Eva Beatrice},"""That's wrong. ...I am no longer the one who was your sister."""
Ushiromiya Rosa,"""Then who are you?!! Are you going to say that you're Beatrice?! That's impossible! You died 19 years ago!!! "
Ushiromiya Rosa,"Yes, you were definitely dead, after all, I clearly saw that your head was smashed. I can remember your insides flowing out like it was yesterday! How could you be alive and right here noooooooooow?!?!"""
{f:5:Eva Beatrice},"""The concept of death does not exist to a Golden Witch. The Golden Witch and the name of Beatrice will be handed down for all eternity."
{f:5:Eva Beatrice}," Maybe the Beatrice you knew met with death, but that name is mine now...! Because it is eternal! The concept of death does not exist for Beatrice!!"""
Ushiromiya Rosa,""".........All I see is that you've gone mad because of that gold."
," ......How pitiful, Nee-san...!"""
{f:5:Eva Beatrice},"""You know I'm not your sister anymore. ......Well then, as the new Beatrice, I have been tasked with my own resurrection ceremony..........Ronove! What should I do?!"""
Ronove,"""That is up to you. Beatrice-sama already has the power to make whatever she thinks reality. You should grow used to it if you use it a little."""
{f:5:Eva Beatrice},"""......You worthless former sister. You should consider it an honor to have been selected as the first sacrifice I offer as a witch. At the second twilight, I'll tear the two who are close apart with my own hands...!!"""
,"The first thing the new Beatrice wished, ......no, the first magic she tried to use, was to surpass the limitations given to humans."
,"...In particular, gravity."
, She wanted to become fully aware of her transformation into a witch by being released from those shackles.
, As the witch and Rosa stayed as they were...
,"......The ground retreated all by itself, into the distance below them. By now, their feet were no longer attached to the ground."
," Rosa finally realized that the ground wasn't retreating into the distance below them, but that she and the witch were being sucked up into the rainy sky."
Ushiromiya Rosa,"""............huh...? ...............Eeeek...?!"""
{f:5:Eva Beatrice},"""Wh, .........whoooooooooaaaa...... Awesome......!"""
,"For a human shackled to the ground by gravity, there is nothing more unnerving that having their feet stop sticking to the ground."
,"......However, to Beatrice, who knew the joy of being released from gravity as the new witch, it was enough to cause her whole body to shake with delight."
{f:5:Eva Beatrice},"""......Hey, Rosa. Do you remember, long ago, when we were small, when we used to talk about what it'd be like to become witches and fly around the sky? ......That dream has been granted, right? I became a real witch and granted it for you."""
Ushiromiya Rosa,"""S, ............stop it, .........wake me from this dream......"""
{f:5:Eva Beatrice},"""You said it. You said that you flew through the sky in your dream. And you also said that you hadn't wanted to wake up. You were even mad at me since I had woken you up, right? "
{f:5:Eva Beatrice},"......Don't worry. This time, you won't wake up, alright? Heheheheheheheheheheheheh!!"""
,"Come, dance with me in the vast, rainy sky."
," Didn't we both wish we could fly like seagulls in the sky, and escape the narrow and boring island of Rokkenjima...? "
,"Now, I'll make that dream a reality for you."
," Because I only want to share this joy with you, and no one else...!"
{f:5:Eva Beatrice},"""Ahhahaha ahhahahahaha!! It's so fun, Rosa, it's so fun!! "" "
{f:5:Eva Beatrice},"Take a look, below you! Look at how small our mansion is. I wonder how much time we spent in a place that small. ...Now I'm especially shocked at how narrow and tiny it is."
{f:5:Eva Beatrice}," So feel. Enjoy. Rejoice...! That power we yearned for, the power to move through the sky at will! Come on, let's dance, Rosa! Through the rain, through the wind! Let's fly around like we're dancing! The lightning will shine on us and bless us!! Ahhahahahahahahahahahahahahahahahahahaha!!"""
,"The witch and Rosa were like leaves fluttering around in a whirlwind. As the rain pounded upon every part of their bodies, as the lightning occasionally shone upon them, they shook with the joy of being released from the ground."
,"...However, it was only that way for the witch. Rosa was holding onto her head, voicelessly screaming over and over."
Ushiromiya Rosa,"""Stop iiiiiiiiiiiiiitt!! Forgive meeeeee, let me doooooooown!!"""
{f:5:Eva Beatrice},"""......You're right, it's more fitting for humans to crawl on the ground. Then why not go back there?"""
,"A slightly displeased expression rose to the witch's face when she realized that her own joy was not being shared. Then, she decided to listen to her former sister's request."
Ushiromiya Rosa,"""............?! .........Aaaaaaaaaaaaaaaaaaaaaahhhhh!!"""
,"The whirlwind that had been making Rosa dance around grew weaker, then stopped."
," In other words, Rosa was once again bound by the restrictions of gravity, as a human."
,"......Following the laws that were originally correct, Rosa began to descend towards the ground upside-down. No, she began to fall."
{f:5:Eva Beatrice},"""Oops... That's right, if I don't take her down the right way, this is what happens!"""
,The witch hadn't intended to send Rosa plummeting. But she still wasn't used to using magic.
," After plummeting about 100 meters into a rose bush, as a very, very natural result, Rosa died instantly."
, But the witch hadn't intended to kill her. So she wished that Rosa didn't die.
," When she did, gold butterflies coiled about Rosa's body, reviving that life just as the witch had wished."
," Rosa's body, which should have been spread out like a carpet of fresh blood, rapidly returned to normal."
, The broken and crushed bones returned to normal.
, The torn and smashed flesh returned to normal.
,"......How easy it is to break things in this world, and how difficult it is to fix them..."
, Anyone can take a life.
," But no human can revive a lost life! By surpassing the irreversable, one proves that they have surpassed humans."
,"......This surely gave her a much, much greater realization that she was a witch than flying through the sky had."
{f:5:Eva Beatrice},""".........Awesome... I can even revive, ......an ended life......!"""
Ronove,"""Of course. Beatrice-sama is the Endless Witch. "
Ronove,"......To live and to die. To bring to life and to kill, all of it repeated endlessly. Beatrice-sama, the Endless Witch, is the queen who controls the cycle of life and death."""
{f:5:Eva Beatrice},"""Ahaha, aha. One time, I dropped a fishbowl. The fragile and beautiful bowl broke, and I couldn't put it back together again. I would never see that cute pop-eyed goldfish swim again after it landed on the floor."
{f:5:Eva Beatrice},".........No matter how much I cried, the servants shook their heads, saying that broken things and dead things could never be revived."
{f:5:Eva Beatrice},"...At that time, I learned something. You must not break things, you must not kill people. After all, you can't fix them!!"""
{f:5:Eva Beatrice},"""So, if you can fix them, ......then you won't get in trouble for breaking them, right...? Haha, ahahahaha, .........awesome... Awesome, awesome, awesome...!! Ahhahahahahahahaahahahahahahaahhahahhahhahhahhaha!!"""
,"For a while, the witch became intoxicated with how terrible and wonderful the power she had succeeded was."
," Her laugh was pure, innocent, and also cruel."
Ushiromiya Rosa,""".........Uuuuuu, ......au......"""
,"Even though Rosa had been revived, she let out a cry of anguish at the pain from her fall. At that point, the witch landed and held out her hand."
{f:5:Eva Beatrice},"""Hahahahahahaha, sorry about that, Rosa. I didn't think flying in the sky would be so much fun. Sorry, I'm really sorry."
{f:5:Eva Beatrice}," And I didn't know that humans could die so easily. But I've brought you back to life, so we're even. So get up, okay? Play with me some more, okay? *giggle*giggle*, ehehehaahahahahahahahahahahahahahahahaha!!"""
,What were those dreams you told me about when you were a kid...? Go ahead and tell me about all of them without holding back.
," As I am now, I can make anything come true, no matter how absurd...! "
,"Even making you fall into a sea of jelly! Even having you get sucked into a mountain of cake! I can even even make you sprout butterfly wings and let you walk around the garden, okay?! "
,"I'll do them one after another. Let's start with the ocean of jelly, okay...?!"
Ushiromiya Rosa,"""S, stop it, ............urgg!!"""
,"Rosa was once again thrown high into the rainy sky. However, the sky wasn't filled with raindrops, but with drops of orange juice."
," When she looked down, Rosa had to doubt her eyes. The rose garden had disappeared, and the ground spread out beneath her was like a pastel-colored jigsaw puzzle."
,"......It was from the dream she had talked about when she was young, an ocean of jelly."
," The black part was coffee jelly. The red was strawberry, the yellow was pineapple, the green was melon."
," What was the white part, apple...?"
,.........Did Rosa even have the time to think something like that? 
,Rosa fell towards that multi-colored ocean.
,......And sunk deep into the purple grape-flavored ocean.
, It really was an ocean of jelly. It had no bottom.
," As Rosa sank, she was shocked to see a school of transparent fish swimming through the grape jelly ocean."
, They were probably made of grape skin.
," Then she sunk on and on, deeper and deeper, as deep as the Marianas Trench, ......crushed by the water pressure of the jelly ocean, as her ribs snapped, as her spine snapped."
,"...In the end, she had become a small, frail meatball."
{f:5:Eva Beatrice},"""Ahhahahahahahahahaha! What a truly wonderful experience, to drown to death in an ocean of jelly...!! It's a dream no one else can imitate!! I have made it come true for you, ahhyahyahyahya!!"""
,"The instant I snapped my fingers, the meatball that had been Rosa was launched up into the sky."
," And after being wrapped up in a golden sparkle, she returned to her original form."
," It was as simple and easy as returning dried seaweed to its original form, and anyone could do it. If they were a witch! "
,That absent-minded look on Rosa's face has to be because of the joy from having that dream she had given up on as a child made into reality. Definitely. Probably.
," Next is the mountain of cake. In an instant, the sky was covered, and became black and white in the shape of a chessboard."
, That almost transparent white part was her favorite rare cheesecake. The elegant black part was a slightly bitter Gateau au chocolat.
