Speaker,Original Witch Hunt (OG)
{f:5:Bernkastel}," Since when we are in trouble, we try to seek out our opponent's strategy by looking at their moves, this creates a very formidable amount of noise in our information."
{f:5:Bernkastel}, This could cause a troublesome amount of disorder.
{f:5:Bernkastel},"......However, as in chess, a player might be able to create some noise for their opponent with a useless move, but they would still miss out on a more valuable move."
{f:5:Bernkastel}," In other words, it's not like your opportunities to take advantage of it are zero."
{f:5:Bernkastel}," Although you may not be able to believe it, this game was also like that."
{f:5:Bernkastel},"......Even though those developments looked so overpowering, ...there actually was a weak point."
{f:5:Bernkastel}, One that makes me want to take advantage of it.
{f:5:Bernkastel},......Even though I don't know if it's a trap or if she's testing us.
{f:5:Bernkastel}," Anyway, don't surrender.{n} Don't stop thinking.{n} Don't deny any possibility."
{f:5:Bernkastel}," As long as you continue to hold the will to fight, Beato will not win."
{f:5:Bernkastel}," What's the most important element in defense during a witch's battle? {n}Rather than trying to win, try not to lose."
{f:5:Bernkastel},"...If you lose when you accept her, then you definitely must not accept her."
{f:5:Bernkastel},......Making you accept witches.{n} There is no longer any doubt that this is one of Beatrice's victory conditions.
{f:5:Bernkastel}," Now that I have announced that I am your ally, I too will make as great an effort as possible to lend you my power."
{f:5:Bernkastel}, Make an effort yourself as well.
{f:5:Bernkastel}," If you're still hugging your knees, quickly stand back up."
{f:5:Bernkastel},"......Umm, in times like this, what did I used to say again?"
{f:5:Bernkastel},".........Umm, uh, {n}.........Fi, ...fight, oh~. Mii, nipa~☆"
{f:5:Bernkastel},"............It's so embarrassing, doing this."
{f:5:Bernkastel},"......I've done this much for you, so quickly stand back up."
{f:5:Lambdadelta},"""...Ah, there you are. I wonder where Bern shrank off to? *giggle*, could she be any more lame?"""
{f:5:Lambdadelta},"Even so.{n} Just like usual, the pieces Bern chooses are pretty shabby."
{f:5:Lambdadelta}," It's the same with chess, right? {n}If all of your pieces were pawns, you would have zero chance to win, right? {n}If all of your pieces were rooks and bishops, you definitely wouldn't lose."
{f:5:Lambdadelta},"......W, well, last time, I felt just a little pity and said that she could advance her pieces from anywhere she wants, and then that idiot Bern, without taking notice of my compassion, started with a-ll of her pawns on my side of the board!! "
{f:5:Lambdadelta},"What's up with that, that wasn't a loss or anything!! Aaah, just remembering that makes me queasy."
{f:5:Lambdadelta}," Because of that, I won't be able to rest until I see Bern's speechless face."
{f:5:Lambdadelta}," Because of that, and because someone like you is Bern's piece, I'm feeling just great! "
{f:5:Lambdadelta},"And also, I'd really hate that girl even if I didn't lose, so I'll definitely make her grind her teeth in regret, crying like a baby, she's so lame, *giggle*, hoh-hoh-hoh-hoh-hoh-ho! "
{f:5:Lambdadelta},"C'mon, laugh with me, oh-hoh-hoh-hoh-ho!"
{f:5:Lambdadelta},............Wait a sec.{n} Are you still hugging your knees? 
{f:5:Lambdadelta},You're already like this just because Beato got a little serious? 
{f:5:Lambdadelta},Could you be any more pathetic? 
{f:5:Lambdadelta},"You're so pathetic, I'll help you just a little bit."
{f:5:Lambdadelta}," I, the great Lady Lambdadelta, the Witch of Certainty and the strongest in the universe, will associate myself just a tiny bit with you and your hopeless chances at winning. You should thank me."
{f:5:Lambdadelta}," You know, Beatrice may really be a cruel and powerful witch, but she's no match for me."
{f:5:Lambdadelta}, Why? Because she's soft.
{f:5:Lambdadelta}," While that kid will frame the board so that she can win with just a few more moves, she will intentionally not corner you."
{f:5:Lambdadelta}, She'll do things like take worthless pieces and place excess pieces on the board to make things one-sided.
{f:5:Lambdadelta}," In short, you could say she has the bad habit of playing around by making it look like she's won."
{f:5:Lambdadelta}," Almost all of the various attacks that are painful for you and Bern, look like utter waste and overkill to me."
{f:5:Lambdadelta},"...In other words, this means that she has a weakness, and you have a chance. See? She isn't an opponent to be afraid of, right? "
{f:5:Lambdadelta},"She is sometimes mistaken in her strategy and goals.{n} And she has too much bad fun.{n} As a result, she even makes and exposes her own weak points."
{f:5:Lambdadelta}, It's impossible for one of the strongest witches like me to understand why she acts so relaxed.
{f:5:Lambdadelta}, Why she lowers her own chances of winning.
{f:5:Lambdadelta},".........But, well."
{f:5:Lambdadelta}," Because of that, the type of witch like Bern, who thoroughly reads her opponent, has a really bad affinity with her. Because reading her doesn't work."
{f:5:Lambdadelta},...Maybe it's really easy for Bern to read and handle an obedient and honest type like me. It makes me mad!
{f:5:Lambdadelta},"...Well, still, a super firepower type like me can flat out beat up a light, wide-range barrage type like Beatrice, so it's kinda like rock-paper-scissors."
{f:5:Lambdadelta}," If I'm paper, Beato is rock.{n} Which means Bern is scissors.{n} Well, maybe that doesn't matter."
{f:5:Lambdadelta}," Even though my paper loses to Bern's scissors, if it was super-paper, which is far more awesome than normal paper, it could even beat scissors, right?! "
{f:5:Lambdadelta},"In other words, I, Lady Lambdadelta, am super-paper!{n} Hoh-hoh-hoh-ho! "
{f:5:Lambdadelta},"It looks like you regained a little of your complexion.{n} That Beato, she's having fun torturing some piece called Rosa."
{f:5:Lambdadelta}," At a glance, you'd think she has a really bad habit, right?{n} Wrong."
{f:5:Lambdadelta},"......She's just killing time, hoping that you'll stand back up and return."
{f:5:Lambdadelta}, It's a move to fire up your righteous indignation by intentionally doing something detestable.
{f:5:Lambdadelta}," Ah man, I hate kids like that! "
{f:5:Lambdadelta},"Well then, I'll return."
{f:5:Lambdadelta}, Ah! Don't tell anyone that I helped you out just a little bit! 
{f:5:Lambdadelta},"I mean, it's not like I helped you because I wanted to save you, okay?! "
{f:5:Lambdadelta},"I, the strongest witch in the universe, had my seat as the strongest stolen when I lost to Bern! "
{f:5:Lambdadelta},"So I have to take that seat back from Bern, but if Bern loses to Beato here, then the position of the strongest will be moved to Beato this time, right?!"
{f:5:Lambdadelta},"...Well, I'm not really complaining."
{f:5:Lambdadelta}," It would be easier to steal it back from Beato, but then I wouldn't be satisfied, you see?! {n}And I'll take back my position as the strongest! "
{f:5:Lambdadelta},"It's not like I'm really helping you, okay?! {n}I won't forgive you if you make Bern cry!"
