Speaker,Original Witch Hunt (OG)
Asmodeus,"""Kya-{p:0:♪} Sakutaro-! It's been so loong!"" "
Beelzebub,"""You look as delici-, I mean, cuuute as ever!!"" "
Mammon,"""Me fiiirst!! Kya-, today he's so fluffy, squishy, and cuuute!"" "
Leviathan,"""Aaah!! Let me hug him too, let me hug him too!"" "
Sakutarou,"‘U-Uryu-! Can't breathe! I won't run away, so let go of me, everyooone!’ "
Satan,"""Hey!! Are you trying to break Lady {f:5:Maria}'s furniture?! Just get away from him, hugging is prohibited!!"" "
Belphegor,"""...Even though you're saying that, it looks like you want to hug him the most, Satan-nee. *giggle*."" "
Satan,"""Ack!! I, I don't have any i‐interest in something so...fluffy and...squishy and...cuddly, okay?!"" "
Lucifer,"""Hey!! Be silent in the presence of Lady {f:5:Maria} and Ange-sama, you foolish sisters!!"" "
,They were so energetic... I was shocked by their sudden burst of activity right after they appeared. 
,"And on top of that, I was surprised that the innocent Sakutaro was on such good terms with the Seven Sisters. "
Ushiromiya Ange,"""...That's unexpected. To think that Sakutaro would be so loved by such shady people."" "
Ushiromiya Maria,"""They're fellow members of the same alliance. There's nothing to be scared of, right?"" "
Ushiromiya Ange,"""But on the off-chance that their mood worsens, it looks like they could finish Sakutaro off in an instant..."" "
Ushiromiya Maria,"""It's all right. The witches of the alliance and their furniture are all friends. So Sakutaro can play without worrying. ...Of course, that goes for you and me too, Ange."" "
,"It was one of the pacts of Mariage Sorcière. ""Mutual nonaggression and noninterference"". "
,Member witches must respect each other's magic and creations. 
,"Even the sisters, who were normally shady and belligerent, treated fellow alliance members as friends. "
,"So, to the Seven Sisters, Sakutarou was a mutual friend. "
,"He was loved by all of them, and they were even trying to steal him away from each other. "
,This scene as they squeezed him and loved him was a bit charming. 
Ushiromiya Ange,"""...I see. They're fellow members of Mariage Sorcière, after all."" "
,"At a glance, you'd think that Sakutaro's casual atmosphere and the Seven Sisters' shady one would be like water and oil. It looked like they definitely wouldn't be compatible. "
,"And yet, they were interacting in a friendly way like it was completely natural... "
,"If this wonderful alliance could join all the peoples of the world together, ...I wonder if everyone in the world would be able to become friends right away. "
Ushiromiya Maria,"""All you Seven Sisters, listen. Right now, Ange is in the middle of magic training. So I want everyone to lend their power."" "
Lucifer,"""Certainly, Lady {f:5:Maria}. ...But what specifically?"" "
Ushiromiya Maria,"""The magical power materializing you will move from me to Ange. In that state, I want you to be by her side all the time. You just have to talk with her."" "
Lucifer,"""......My apologies, but I wonder if Ange-sama's magical power will be able to easily summon all seven of us around the clock..."" "
,"The oldest sister, Lucifer, gazed at my complexion as she advised this, speaking reservedly. "
,"...In other words, she was saying that the burden might be heavy for me at this point in time. "
Ushiromiya Maria,"""That's the kind of training it is. Ange has more talent and magic than everyone imagines. It'll be pretty tough, but I think it's worth it for Ange to take this challenge as she is now."" "
Ushiromiya Maria,"""...Ange, starting now, I'll move the magic power materializing them over to you. ...In other words, it will become as though you had summoned them."" "
,"So, what Maria onee-chan was trying to say was something like this. "
,"To keep the Seven Sisters materialized, you are continuously burdened with a significant amount of magical power. "
,...Maybe you could say it was like training while wearing a weighted wristband. 
Sakutarou,‘Uryu... Doing all of the Seven Sisters would be pretty tough... Isn't that asking a lot of Ange all of a sudden...?’ 
Ushiromiya Ange,"""Thank you, Sakutaro. But this is training to become a witch. I want to see how far I can go."" "
,"...The seven of them certainly do seem boisterous. But even if this is for training, having them with me will surely distract me from my loneliness, at least a little. "
,"I understood it would be an ordeal, but wanted to give it a shot. "
Ushiromiya Maria,"""Don't overdo it if it gets tough, okay? And everyone, if it looks tough for Ange, take it easy."" "
Lucifer,"""Certainly. Get it, everyone?!"" "
,"""""""""""""Yeees, Onee-samaa!"""""""""""" "
Lucifer,"""Well then, Ange-sama. For now, we, the Seven Sisters of Purgatory, will become your furniture. ......Lady {f:5:Maria}, if you would."" "
Ushiromiya Maria,"""Yeah. ...So, Ange, can we start?"" "
Ushiromiya Ange,"""...Sure. ...I'm a little nervous."" "
Sakutarou,"‘Uryu... This might be tough all of a sudden... If you feel like you're getting a headache, lower your magic power immediately...’ "
Ushiromiya Maria,"""Okay, I'll move the source of magic power over to Ange...... "
Ushiromiya Maria,"........."" "
Ushiromiya Ange,"""......Nnn..."" "
,"In an instant, the inside of my head felt very heavy. "
,"......This is...... Yeah, ......it's tough... "
,"Until then, the inside of my head had only been used for myself. It was almost like it was now being used for seven other people. "
,"...If they just stood there and blinked once or let out a single sigh, that would put a strong pressure on my head... "
Belphegor,"""...Lady {f:5:Maria}, my apologies, but perhaps the burden from all Seven Sisters at once might be too great after all."" "
Ushiromiya Ange,"""...I-I'm okay...... ...ack......"" "
Ushiromiya Maria,"""...No... It won't work after all. You're using all of your energy to materialize them. There's no point if the burden is such that you can't balance it with your everyday life. And anyway, this is a bit unrefined for a witch."" "
Sakutarou,"‘Uryu... That's why I said doing so many suddenly was impossible... Everyone, erase yourselves for a bit...’ "
Lucifer,"""Right. It seems it'd be better to lower the number of people. Asmo, erase yourself."" "
Asmodeus,"""Me agaain? I'm opposed to youngest-sister-bullyiiing!! Disappear starting from the top every once in a whiiile!"" "
Leviathan,"""That would mean I'd have to disappear second, right?! No, no, nooo!"" "
Satan,"""Don't make a ruckus, Asmo and Levia-nee!! That kind of disturbance will become a burden to Ange-sama!!"" "
Lucifer,"""The noise you're making is straining her as well, stupid Satan!!"" "
Satan,"""Eek!"" "
Ushiromiya Ange,"""......Aah, ......ack... ...gah......"" "
,"The Seven Sisters started arguing over who should erase themselves first. ...The energy from that fight all became a burden, forcing Ange to bear an even greater headache... "
,"In the end, they decided the order with rock, paper, scissors, and 1, 2, 3 of them disappeared. "
,"But even at that level, Ange was still far from comfortable. "
,"In the end, once six of them had erased themselves, I was finally able to calm my breathing. "
,"With my magical power, forget the Seven Sisters, just one person is my limit... "
Mammon,"""...Sheesh, this way it's not the Seven Sisters, but just me, right? You're a bit unreliable, Ange-sama."" "
,"Mammon, who had won all of the rock, paper, scissors matches and was permitted to remain until the end, grumbled. "
Sakutarou,"‘Uryu... Mammon, you shouldn't say things like that... Ange is still just starting her training. ...Are you all right, Ange? Is your headache okay...?’ "
,"Sakutaro stretched up on his tiptoes, trying to pat Ange's head. "
,"Watching this, Maria scratched her head, acknowledging that this sudden training had been too difficult. "
Ushiromiya Maria,"""Uu-. Maybe that was a little too much. I'd be perfectly fine with this much though. The more friends you have, the more fun it is."" "
Ushiromiya Ange,"""......Now I'm even more aware of how incredible you are, Onee-chan..."" "
,"Apparently, when one reaches Maria onee-chan's class, one can summon enough people to perform in an orchestra. "
,"For a witch apprentice, that's awe-inspiring... "
Mammon,"""Are you okay? Ange-samaa?"" "
Ushiromiya Ange,"""......I'm sorry... It looks like summoning you is the most I can do."" "
Mammon,"""Well, I guess I'm okay with that. After all, of all the Seven Sisters, I get Ange-sama all to myself. ...What do you think, Ange-sama? If it's just me, will it be a burden for you?"" "
Ushiromiya Ange,"""No, I think I'll be able to manage you alone somehow..."" "
Mammon,"""Great! Then please train a lot and cultivate your magic power a bunch. Then someday, for sure, please bring the Seven Sisters together and let us serve you. Promise?"" "
,"After confirming that, for the time being, her own materialization wasn't causing any issues, Mammon immediately became cheery again and tried to make me promise to work harder. "
,"I see, that definitely fits with her being Greed. ...But maybe you could also call it having a positive attitude. "
Ushiromiya Ange,"""...Yes. I promise. ...I have to be able to do at least that much someday."" "
Mammon,"""Thank you, Ange-sama! I, Mammon of Greed, will surely serve you until that day...!"" "
,"My headache finally abated, and I relaxed both hands, which had been clutching at my head. Then Mammon stuck out her hand, helping me stand back up... "
Sakutarou,"‘Uryu? ...Ah. ...Maria, Ange, it's about that time. If we don't return to the room, you'll be scolded.’ "
Ushiromiya Ange,"""......Huh? ......Oh..."" "
,I hadn't expected Sakutaro to talk about the time. ...I was brought back into reality. 
,"As though the light had disappeared, the vast world sunk into the darkness, ......and I was in a tiny, tiny bathroom stall, sitting on a toilet... "
,Onee-chan's grimoire was open on my lap. 
,"I looked at the clock. ...It was almost 20:00, time for lights out. "
,"If I show up late for the roll call before lights out, not only will things get pretty annoying, but it'll cause trouble for my roommates and floormates. "
,"...I couldn't care less about causing them trouble, but I don't want them messing with me later... "
,"*sigh*...... My free time by myself is already over for today. I'll sleep, wake up, tomorrow will begin, and another long, long gray-colored day will repeat again. "
,I closed the grimoire and rose from the toilet seat... 
,"At that time, Onee-chan appeared again and spoke. "
Ushiromiya Maria,"""...Hey, Ange. You're forgetting your training. ......Take Mammon with you."" "
,"I'd forgotten. ...The moment I'd returned to reality, Mammon's materialization had stopped... "
,"One more time, I created a strong image of the existence of Mammon in my mind... "
Mammon,"""Sheesh, you're so mean, Ange-sama. Why'd you erase me so suddenly...?! At this rate, you won't be able to call all Seven Sisters easily!"" "
Ushiromiya Ange,"""......I'm sorry. I got careless."" "
Mammon,"""It's been incredibly long since I've materialized in the human world, so I'm interested in absolutely everything. I'm getting a bit excited. Where is this?"" "
Ushiromiya Ange,"""......The Saint Lucia Academy dormitory. This is a stall in the shared bathroom. ...Each room has its own bathroom, so no one comes here. It's quiet, and perfect for reading books."" "
Mammon,"""So in this dorm, you have to hide in a toilet stall even to read a book? Do they burn books or something?"" "
,...... 
,"I have a two-person room, so my roommate is always there. Our relationship is gloomy and it feels like I'm always getting ignored. ...The atmosphere's bad, so I really can't relax there. "
,"And, as long as I'm not there, she can do what she likes, call her friends over and chat away. "
,It's more convenient for them too if I don't return until just before lights out. 
,"There's also a library, but there's a group that uses it as a meeting place, and they're always talking behind my back. "
,So I don't like to go there. 
,"...During lunch, it's the bushes behind the school building. During the night, it's the stall in the shared bathroom in the dorms. "
,Those are the only hideaways where I can find peace... 
,I opened the door to the stall...and went out. 
,"I turned around, signaling with my eyes for Mammon to come with me. "
Mammon,"""......I don't really get it, but I realize it'd be hard to call this place pleasant for you, Ange-sama. Let's go out quickly. I hate the air here."" "
Ushiromiya Ange,"""Really? ......I think the air here is the most decent."" "
,"When I left the bathroom and entered the corridor, because it was near lights out time, several kids who had gone to play in other rooms were dashing back to their own. "
,"When it came time for lights out, we had to change into uniform pajamas that we hated and called prison clothes, line up in the hallway, and go through the dorm leader's roll call. "
,"...On the off-chance that someone was late, we would take collective responsibility, and all of the floormates would have to undergo punishment in the form of volunteer work... "
,"As long as I avoided this, the girls would look at me coldly, but they wouldn't get in my way. "
,...That alone was enough for me. 
,Mammon looked at the passing kids and the furnishings of the dorm with interest. 
,"...Without paying her any particular attention, I hurried back to my room. "
,"In front of my room was my roommate, who had already changed into her prison clothes, chatting with some kids from the room next door. "
,"When they noticed me hurrying back, the topic of their conversation noticibly changed. "
,"They lowered their voices, stealing glances at me. "
,"I acted like I didn't notice, went into my room, and changed. Then I hastily went out into the corridor. "
,Everyone was already lined up. 
Mammon,"""......Hey, this is weird. I thought this was a school for rich girls. It's like a prison. It's stupid."" "
Ushiromiya Ange,"""You think so too? That's what I think. And unlike prison, you don't get out early for good behavior."" "
,"...After bad-mouthing the place, I noticed something. "
,Having someone to listen to your complaints... feels surprisingly good. 
,"Fortunately, Mammon's form can only be seen by her summoner, me. And of course, there was no need to speak out loud for this conversation. "
,"All I had to do was speak inside my mind, so no one could listen in. "
,......Magic...and the friends it creates... might actually not be so bad. 
Mammon,"""All of these people are sheltered brats. Feels like they aren't even alive. Kyahahaha."" "
Ushiromiya Ange,"""Stop it. If you're seen by some chance, it'll be pretty bad, right...?"" "
Mammon,"""Humans without a fragment of hopes or dreams are like a lump of anti-magic. There's no way they'll be able to see me. Hah, you lower life-forms can't even see. *giggle*giggle*!"" "
Ushiromiya Ange,"""......Are you okay being around so many Humans with that magic-resisting toxin?"" "
Mammon,"""I'm fine as long as you continue to make me materialize, Ange-sama. "
Mammon,"...Although, since you'll probably have to keep concentrating to materialize me, there's a chance you'll neglect your daily life. ...Look, that girl you're sharing a room with is calling you, right?"" "
Ushiromiya Ange,"""...Huh? ......Oh-"" "
,"""Ushiromiya-san, are you listening? About our weekly duties starting next week..."" "
,"...She's probably trying to push a few more chores onto me. My roommate, who never even looked me in the eye normally, was smiling at me unpleasantly. "
,"But it'll be easier to have the weekly duty pushed onto me alone, rather than doing it together with her. "
,That's a small price to pay to have her continue to ignore me non-stop... 
,"Even so, with a completely shameless excuse, she sidestepped the issue for some reason and insisted on flipping the situation around, as though I should've come forward and done it of my own initiative. "
,...One of the special traits of this academy is that it's full of girls who don't know how to ask a favor. 
Mammon,"""...That kid. She pisses me off. I'd love to just gouge her right in the forehead."" "
Ushiromiya Ange,"""Yeah. I hope you do, one of these days."" "
,......... ...Yeah. Having a friend nearby all the time to complain to...makes me happier than I thought it would. 
,It really was lively with all the Seven Sisters gathered together. 
,...I'm sure just watching them mess around will be a lot of fun. 
,"...I want to gain enough magical power to summon all the Seven Sisters at once, and soon. "
,"And then I'll keep training, more and more and more, ......and finally summon... the thing I really want to find. "
Mammon,"""......? What is it you really want to summon, Ange-sama?"" "
,Mammon noticed my conversation with myself inside my head and asked about it blankly. 
,"I hesitated to talk about it, but then figured that there was no reason to hide it and told her. "
Ushiromiya Ange,""".........My family. ......Dad. Mom. Onii-chan."" "
Mammon,"""So you mean...the souls of the dead...? Calling a resident of another world is summoning, but calling back the souls of the dead is called resurrection, and they're completely different. ...Resurrection is supposed to be a very high-level magic."" "
,I know. ...So much so that even Maria onee-chan can't do it at all. But that's the thing I want to find with magic...the most. 
,"...I've been warned that it's a very difficult, high-level magic. ...So great that, in the worst case, I might not necessarily reach that point even after training for my whole life. "
,"Furthermore, I have no vessel. A vessel is vital for making magic succeed, whether it's summoning or resurrection. "
,"Because I don't have that, ......a magic that would already have been difficult is now hopeless. "
,That's right. I have nothing to remember Dad or Mom by. 
,"However, ...by an extraordinary coincidence... I do have something to remember just Onii-chan by. "
,And that's......this. 
Mammon,"""...That hair accessory with the pink jewel? What the hell... I hate to say it, but it looks a little cheap for you, Ange-sama."" "
Ushiromiya Ange,"""Long ago, without telling Dad, I went with Mom to meet Onii-chan, and we went to play at an amusement park. ...This is a prize from the crane game there."" "
,"I know it's cheap, I realize that it doesn't match my style, and I get that it's too childish. "
,...But this hair accessory is the only thing that makes me feel as though Battler onii-chan is by my side. 
,The glass case... had been filled with plastic capsules packed with fun-looking things. 
,It seemed that each capsule had some cute accessory in it. 
,"The game was to grab those with the crane, ...but I was young and it was too hard for me. "
,"I tried it several times, but I didn't even get close. "
,"Mom said that whatever was inside was probably cheap anyway, and we didn't even know what we'd get, so there was no point in getting all upset over it. "
,But whether it was something cheap or not wasn't the problem. ...The process of grabbing happiness with my own hands... felt really important and sacred to me. 
,So I wanted the cheap thing inside more than anything. 
,"Then, Battler onii-chan came over after finishing a game of shooting soldiers with a gun... and tried to do it for me. "
,"...With his arms that were longer than mine, Onii-chan grasped the happiness that I couldn't reach. "
,...Onii-chan really was coordinated. It seems he often played with his friends at the arcades. 
,"After only one or two attempts, he grasped that thing on the other side of the glass with the crane that I hadn't even been able to touch... ...and threw it into the exit chute. "
,"When Onii-chan tossed me that capsule, I remember that he looked very, very reliable. "
,"For several days, I felt like opening the capsule would be a waste. "
,"Then, one day, I finally opened it up. "
,...And what revealed itself inside...was this pink-jeweled hair accessory. 
,Since that day... It's been a symbol for Onii-chan. 
,"Since I was young, I felt that having all four of us gathered, including Battler onii-chan, was a precondition for a happy family. "
,So I wanted Onii-chan and Dad to make up quickly. 
,"...In my own way, I'd treated this hair accessory as a charm for bringing my whole family together. So I always used to wear it. "
,"I wanted to feel my reliable, fun, and wonderful Onii-chan by my side all the time... and let him live in our house. "
Ushiromiya Ange,"""But...my memories of Onii-chan...are very distant. ...I can't do it as easily as Maria onee-chan created Sakutarou from a lion stuffed animal. "
Ushiromiya Ange,"...One day, I'll surely possess the high-level magic to revive the souls of the dead. And the only key...the only vessel...that can make that successful is this."" "
Mammon,"""............ ...I see. I did feel an incredible magical power from that hair accessory. So that's what it was."" "
Ushiromiya Ange,"""Magical power...? There's magical power in this thing Onii-chan gave me...?"" "
Mammon,"""Maybe I should say that it resides in you, Ange-sama. ...Your strong desire to call your brother gives you magical power. "
Mammon,"...Resurrection certainly is a high-level magic, but there can be no mistake that you're steadily and unconsciously climbing the stairs towards it."" "
Ushiromiya Ange,"""......I'm glad. It's nice to hear someone other than myself acknowledge that."" "
,Your own effort isn't something that you can observe by yourself. 
,"In that sense, ...even though these words came from a shady demon girl who controls one of the seven deadly sins, ...they made me very happy. "
Mammon,"""Well, I can't guarantee that you'll obtain the resurrection magic before your life is over. ...However, your power as a witch is proportional to the height of the mountain you dare to climb. "
Mammon,"If you don't lose heart, I'm sure you'll rival even our former master, {f:5:Beatrice}, as a Great Witch someday."" "
Ushiromiya Ange,"""...I wonder if I can. I wonder if I can become a Great Witch and revive Onii-chan... no, my family."" "
Mammon,"""The Witch of Resurrection, Lady {f:5:Ange}...! "
Mammon,"Kyaah, wonderful! A Witch of Resurrection is a very rare kind of witch. Having a master like that would make me pretty proud. Actually, I'd love for that to happen. Because furniture's worth is also proportional to the class of its master!"" "
Mammon,"""Please pass {f:5:Beatrice}-sama up and become a peerless Great Witch! As a representative of the Seven Sisters of Purgatory, I'll support you from the bottom of my heart! Kyaha!"" "
,"......I'd thought that if a magical friend were to appear for me too, a cute kid like Sakutarou would be best. "
,But even this fifth sister of the shady Seven Sisters who controlled the seven deadly sins...was enough to calm my heart so much all by herself. 
,...Maria onee-chan has probably known that since long ago. That's why she recommended the world of witches to me over and over and over again. 
,And I kept on stubbornly rejecting her... 
,I should've given in and started my training as a witch sooner. 
,"A year for a child is worth ten years for an old person, ...right...? "
,"Now I find my past self, which only ever complained, deplorable for wasting my precious time. "
,"Long after I turned off the lights and slipped into bed, Mammon continued to talk to me alongside my pillow. "
,"...I promise. One day, for sure, I'll develop a magical power that can summon the Seven Sisters. And I'll let them have a lively and fun time. "
,The seven of them make a single whole. ...None can be left out. 
,Family must be together. I must...bring them together...... 
Ushiromiya Ange,"""............"" "
,My awareness began to return slowly. 
,"Unable to stand watching Aunt Rosa and Maria onee-chan's relationship, ...I ran away from Beato's and Onii-chan's game, didn't I...? "
,...I've got to go back. 
,"I've got to go back, support Onii-chan, and quickly bring him back from this strange world of the witch's game. "
,"After all, as long as I'm here, ...I'm not allowed to call myself Ange. "
,"...At that time, I felt someone's presence. "
,"When I turned around, ......I could see Mammon there. "
Mammon,"""Gretel-sama, {f:5:Beatrice}-sama said that if you do not return soon, it will become a hindrance to the progression of the game. I beg that you return swiftly."" "
Ushiromiya Ange,"""......Thank you. ...I'll go back now."" "
Mammon,"""Isn't it great?"" "
Ushiromiya Ange,"""What is...?"" "
Mammon,"""That you were able to meet Battler onii-chan."" "
Ushiromiya Ange,"""......Is that sarcasm?"" "
Mammon,"""Well, if that's how it sounds, feel free to call it that."" "
Ushiromiya Ange,"""......I'm sorry. I should've taken it literally. ...Yeah, you're right. Even in this screwed up world, being able to meet Onii-chan makes me happy from the bottom of my heart."" "
Mammon,"""And you'll win against {f:5:Beatrice}, for your Onii-chan's sake...?"" "
Ushiromiya Ange,"""Yes. ...Can't have him playing around in a world like this forever. ...It's about time for him to return home. That's why I came to call him."" "
Mammon,"""......Please do the best you can. Although I can't support you, since my current master is {f:5:Beatrice}-sama."" "
Ushiromiya Ange,"""I know. Until October 5, 1986, ...you are {f:5:Beatrice}'s furniture. And eventually, you'll become my friend."" "
Mammon,"""But eventually, you'll throw that friend away. After all, ...ng, ......gah..."" "
,"Mammon moaned as if she'd bit her tongue, staggering as she clutched her chest. Apparently, the rules apply to people other than me as well. "
Ushiromiya Ange,"""Are you okay? It's pretty...painful."" "
Mammon,"""......... ...Excuse me, G-Gretel-sama."" "
Ushiromiya Ange,"""No. Thank you."" "
Mammon,"""......? "
Ushiromiya Ange,"""I'm glad. Glad I was able to meet Onii-chan. That's my answer to your first question. ......Well, let's go back. If I grumble too much, you'll get in trouble with your current master."" "
Mammon,"""Yes. I'm glad you understand. Well then, thi "
Ushiromiya Ange,""".........Mammon? ......Huh?"" "
,"I'm sure Mammon was about to say ""Well then, this way..."" "
,"But then, ...she stopped, as though the film had been torn off at that point. "
,It looked like she'd suddenly frozen. 
,"...Then, I noticed. She wasn't the only thing that had frozen. ...Even the air and floating bits of dust had frozen in place in empty space. "
,A world where it seemed even time had frozen. 
,...Yes. This looks like a portent that {f:5:Bernkastel} will appear. 
,"But the atmosphere was different somehow. Then, I understood. "
,......It wasn't {f:5:Bernkastel}. ...It was the other witch. 
{f:5:Lambdadelta},"""How are you feeling, Ange...?"" "
