Speaker,Original Witch Hunt (OG)
,"......But if I don't open it, it will surely be against the rules, and Dad, Kanon-kun, Shannon, Kyrie oba-san and Doctor Nanjo...will be killed."
,".........There's no way the scales will balance between five lives and my own one life."
,"Jessica tightly shut her eyes, resisting the other part of herself which said 'Isn't it alright as long as I remain alive?', ......faced the door, and made to unlock it."
,"......At that time."
,"*clap* *clap* *clap*......"
,"A crisp applause rang out, making Jessica's heart leap..."
Ronove,"""If the door had remained locked, it might have been in violation of the rules, and harm could have come to the hostages.  ......But despite that, your own life might be saved."
Ronove,"However, you resisted that temptation and were about to unlock the door yourself.  That bravery of yours is worthy of admiration."""
Ushiromiya Jessica,"""W, who............"""
,"Even though, as the owner of this room, ......I had supposedly searched to make sure there was nowhere any human could have been hiding, .........where had this...man..."
,".........There was nowhere for a human to hide, ......but could something that wasn't human have managed it.........?"
,"This was supposedly my first meeting with this largely-built, middle-aged man.......I did not recognize this guy, who looked like a butler and bore the seal of the One-winged Eagle."
Ronove,"""A pleasure to meet you, Jessica-sama.  .........I serve as head furniture for the Master, the 27th of the 72.  I am called Ronove."""
Ushiromiya Jessica,"""......Rono...ue......?  ............Genji...san............?"""
Ronove,"""......Ah yes, ...Genji is like my little brother.  Perhaps he was my true form in this world.  ......Perhaps you could even say he was a vessel."""
Ushiromiya Jessica,""".........What's...this guy...saying.........?"""
Ronove,"""Oh, my apologies.  This is not something that can be understood when talking to a human.  .........Well then, let us move on to the main event."""
Ushiromiya Jessica,"""So this is......that test or whatever the damn geezer talked about........."""
Ronove,"""Correct.  This is the test that the Master has granted Jessica-sama."""
,"At Ronove's elegant gesture, like that of a butler ordering for the meal to be set out, many gold butterflies flew up out of nowhere......"
Ushiromiya Jessica,"""Gwah?!  What the...hell......?!"""
,"As the group of gold butterflies spun around in a small swirl, they gathered in one place."
,"......Then, that golden mound disappeared like a pile of leaves do when blown away by a cold wintry wind, ......and there lay a western envelope with the One-winged Eagle crest done on it in gold leaf......"
,"With a gesture, Ronove urged her to pick it up.Jessica timidly picked it up, and opened the letter inside......"
Ushiromiya Jessica,"""..................What's...this......?"""
Ronove,"""It is an exceedingly simple test to search out the qualifications for becoming the next head.  ......Please attend to the question written there with the readiness of the next head who will support the Ushiromiya family...and tell me your answer, as well as the thoughts that led you to it."""
Ushiromiya Jessica,"""......D, ............dumbass............"""
,"Shaking, Jessica looked between the paper and Ronove's face several times......"
,"......At that time, George, who had been called out after Jessica, could be seen in the arbor of the rose garden."
,"He had been planning to give Shannon the ring that would be proof of their engagement...here, at this time, on this day...if things had gone normally."
,"...But the woman in front of George now was not Shannon."
Gaap,"""......Read it.  That is Goldsmith's test for you."""
Ushiromiya George,"""....................."""
,"George picked up the western envelope, which was on the table where he had once drank tea with Shannon, and read its contents......"
,"Perhaps its message was short.  After glancing at it, George's eyes grew sharp."
Ushiromiya George,""".........What is this supposed to be?"""
Gaap,"""Ehheheheheh.  ......It is as you see.  This is the test given to you, to find if you have the qualifications to be the next head.  ......As you question yourself about whether you are qualified to be the next head, answer that question."""
Ushiromiya George,""".........What a...stupid problem."""
Gaap,"""That's right.  It really is a stupid problem.  .........In that case, isn't the Ushiromiya family inheritance also something of that level in Goldsmith's eyes?  ......Heheheh."""
,"George lowered his eyes to the surface of the letter once again, and examined its contents......"
,"George and Jessica.  ......While the tests given to them were slightly different, they were almost exactly the same."
Ushiromiya George,"""......'Among the three mentioned below.  In order to gain two, sacrifice one'."""
Gaap,"""It's a simple three choices.  .........Decide for yourself which one you will choose to let die."
Gaap,"If you refuse to choose, the test is suspended.  I have been given permission to kill you right here by my own hands.  .........If you would include even that as a choice then there are four choices.  "
Gaap,"It's been an awful long time since I've gotten to play with a kid like you, so I can't say I'd be disappointed."""
Ushiromiya George,""".........Are these three choices only a test?  Or else, will the choice be accompanied by its result?"""
Gaap,"""Why so naive?  ......The one you choose will definitely lose their life."""
Ushiromiya George,"""........................"""
,"{a:c:{e:070:Among the three mentioned below.{n}In order to gain two, sacrifice one.{n}{n}1.  Your life{n}2.  Shannon's life{n}3.  Everyone else's lives{n}{n}If you do not choose one, all of the above will be lost.}}"
Ushiromiya George,"""............Why is Shannon's name here?"""
Gaap,"""The second choice has the name of the one most needed by that person, and most loved.  ......I believe Kanon's name is written second on Jessica's test."""
Ushiromiya George,""".........You gave this stupid question to Jessica too...?"""
Gaap,"""*giggle*giggle*.  ......You shouldn't be worrying about Jessica, right?  Right now, you are the one being tested.  "
Gaap,"It really is a simple three-choice test.  Which can you throw away for the sake of the other two?  ......Isn't that simple?  If you still can't decide, would you like me to lend you a coin......?"""
Ushiromiya George,"""......A coin?  How would you choose between three options with something that only has two sides?"""
Gaap,"""There's no one that would throw away their own life.  ......So there remain two choices that will leave you behind.  Will you give up on everyone for the sake of the one you love?  Or will you give up on the one person you love so that you can save as many people as possible?"
Gaap,"Either way, you can fit it with an appropriate just cause.  After all, this Rokkenjima is now a demon island.......The sentimental collusion of the human world is not necessary.  No one will be blamed.  Do as your heart desires."
Gaap,"  ......While asking yourself whether you possess the fitting qualifications to succeed the Ushiromiya family inheritance...No, thinking as though you yourself are the Ushiromiya family head, make your decision, alright?  Ehheheheheh......"""
Ushiromiya George,"""........................"""
Ushiromiya Jessica,""".........Dammit.........d'ya think I'm a moron or something.........?"""
,"Jessica crumpled the letter up and threw it on the floor."
Ronove,"""I believe your anger is quite appropriate.  ......I also find it an exceedingly pitiful, and yet truly humorous proposition.  ......Pu ku ku ku."""
Ushiromiya Jessica,"""How could anyone wish to die themselves?  And, how could anyone want to remain alive after abandoning the life of the person they lo, ...love.  ......And, ......how could anyone massacre everyone else, ......as long as it's good for the two of them......?!"""
Ronove,"""No, Jessica-sama.  Such a person could exist.  "
Ronove,"This is Rokkenjima, the demon island!  It is now completely cut off from the human world and fully immersed in the spirit world like cheese fondue.  Values of the human world are taken out with the trash."
Ronove,"Pu ku ku!  So please.  Choose the order of the things you desire from the bottom of your heart.  Whatever remains will become a fitting answer for you in this insane evening."""
Ushiromiya Jessica,"""Don't fuck with me!!  How could I, ......choose any of these?!!"""
Ronove,"""'If you do not choose one, all of the above will be lost', also makes for a fine fourth choice.  It may also be interesting if that one is chosen."
Ronove,"But since choosing that will result in the loss of your own life in the end, I believe it would be more wise to be pure and choose the first one, 'your life', so that the other two will be saved.  ......Everything has been entrusted to your decision, Jessica-sama."
Ronove,"Please, let me hear an answer and conviction fitting for the successor to the Ushiromiya family......!!  I, Ronove, am sincerely hoping for a wonderful answer, fitting for the Master's descendant who shares his blood!!"""
Ushiromiya Jessica,"""D, ......damn iiiiiiiiiiiiiiiiittt......"""
,"That scene was observed through the magic crystal ball Kinzo held."
,"Kinzo finally couldn't hold it back and, spreading his arms and facing the heavens, began laughing in an explosive voice......"
Ushiromiya Kinzo,"""Fuhahahahahahaha, waahhahhahahahahahahahahaha!!  What are you wavering for, foolish grandchildren, my descendants!!"
Ushiromiya Kinzo,"Isn't this problem so easy that you could answer right away?  Isn't this a question that should cause you to waver less than whether to put butter or jam on your morning toast?!!  ......Do you people know the correct answer?"""
,"He turned to face the Siesta Sisters, who had been waiting on him."
Chiester45,"""N, no, no, my apologies, I don't know, Lord Goldsmith!"""
Ushiromiya Kinzo,"""Fool, not choosing at all means game oveeeeeeeeeeeer!!!  You foolish rabbit, who cannot even choose a reason or a goal for your own life...!!"
Ushiromiya Kinzo,"You aren't even worth a single ant that anyone might step upon without even noticing!!  Die!  Be crushed!!  Disappear faster than I can blink!!  ......What of you?"""
Chiester00,"""......I would sacrifice the first one, 'your life', sir.  Weapons fight and die in battle.  And weapons exist to destroy enemies and protect allies.  Being able to protect those we love and then die is our satisfaction, sir."""
Ushiromiya Kinzo,"""Hoh.  A truly splendid model answer for a weapon.  The immediate reply is very nice.  ......So, have you been raised to think you'll be given an extra carrot for answering that way?  Heheheheh, that's wrong, seeeeeeeee?  Even that is wrong, seeeeeeeeeeeeeeee...?"
Ushiromiya Kinzo,"Answering that way when you are asked is nothing more than giving the answer you have been indoctrinated with!!  You are the same as that other rabbit a second ago.  You still live without having chosen a purpose or goal to live for...!!  You filth that doesn't deserve to live...!  It would fit you well to crush you and use you as fodder for the other livestock!!"""
Chiester00,"""............ah.  ...Yes sir!  Animal fodder...would be an honor......!"""
Ushiromiya Kinzo,"""That's wrong, riiiiiiight?  You don't want to see anyone else die anymore, riiiiiiight?  Why can't you accept that?  Accept that the depths of the depths of your old wound are still festering and rotting...!"
Ushiromiya Kinzo,"  Yes, the rotting stench would make the nose wrinkle, you foolish rotten rabbit!!  These are words of praise for you!!"""
Chiester00,""".........Th, thank you very much...sir......"""
Ushiromiya Kinzo,"""Well then, what about you, the last one.  Which of the three choices would you choose...?"""
Chiester410,"""Nihi.  Without wavering, I'd chose the second one."""
Ushiromiya Kinzo,"""Hoh...  The second.  There are not many who could stick their chest out and choose to offer 'the one they love' as a sacrifice.  Tell me your reason."""
Chiester410,"""Because the one you love will be lost eventually.  If you don't have someone you love, you wouldn't be hurt, and if they are lost then you still might be able to love someone again.  So, the person you love right now isn't worth that much at all, nyeh.  ...Nihi!"""
Ushiromiya Kinzo,"""*cackle*cackle*cackle*.  I see, so that is why you reach such an answer, you rabbit who has become cowardly because you have been hurt by love......  I have heard that rabbits die lonely, but just when was it that your heart was killed...?"
Ushiromiya Kinzo,"Then, rabbit, I shall alter the question.  Why don't I change the second option to, not 'the one you love', but 'the memories of the one you loved'."
Ushiromiya Kinzo,"......How is that?  Can you still select that one?  What's this about the one you love not being worth much at all, foolish rabbit...!  "
Ushiromiya Kinzo,"Filth who cannot even face up to the depths of her own love!!  Try and choose it, try and choose to have the one you loved forgotten!!"
Ushiromiya Kinzo,"You can, right?  I'll bet you can, riiiiiiiight?  Cooooome on, try saying that you can, alriiiiiiiiiiiiight?!?!"""
Chiester410,"""Y, ...yes, I can choose it...  I can choose it...!!  Nihi, .........nihihihihihihihihihiiihii......"""
Chiester00,"""L, Lord Goldsmith...!  Please, forgive us for something like this.......!!"""
Chiester410,"""Hihiiihiii.........Hiiiiiiiiiiiiiiiiiiinn...!!"""
Ushiromiya Kinzo,"""That is enough, rabbit filth!!  Go to Virgilia and help keep watch on the dungeon.  Disappear!!"""
,"The Siesta Sisters, with their respective old wounds of the heart gouged out, escaped by disappearing."
,"After that, even though there was no one to hear, Kinzo continued talking as though continuing a play..."
Ushiromiya Kinzo,"""......So, that is what this pleasant test is like.  To be truthful, there is no choice that can be said to be correct.  "
Ushiromiya Kinzo,"Instead, regardless of which answer they choose, it is about whether they can choose without hesitation, quickly, and with a resolute conviction and their own strong, unshakable will!!"
Ushiromiya Kinzo,"The reason and their willpower are what is more essential.  That is what I want to know about.  Yes, my descendants, I am truly looking forward to what kind of answer you will show me!!"
Ushiromiya Kinzo,"............Hmmmm?  Me?  *cackle*cackle*cackle*cackle*!  Yes, of course I once had the same question thrust upon me.  Because I splendidly answered that devil's question, I was able to obtain gold and honor, and that witch as my possession."
Ushiromiya Kinzo,"  Which answer did I chooooooooooose?  .........Do you really need me to say it out loud?  Wahhahhahahahahahahahahahahahahahaha...!!!"""
Ronove,"""Well then.  Have you nearly decided on your answer......?"""
Ushiromiya Jessica,"""........................"""
,"As Jessica stared at the letter which had been crushed and lay on the floor, ......she hung her head in constant silence."
,"All that filled the room was the stir from wind and rain shaking the treetops.Regardless of how noisy that was, it actually made the stillness more apparent."
,"Ronove waited for Jessica's answer.......However, Jessica didn't answer."
,"Whether she was lost in deep thought, or had stopped thinking, Ronove couldn't tell."
,"......No, ...he might actually have known."
,"But, cruelly like a demon, ......Ronove urged Jessica to voice it."
Ronove,""".........If you cannot choose any, ......I can at least make your life at peace without pain, ...but......?"""
Ushiromiya Jessica,"""..............................me."""
Ronove,"""......Yes?  I had trouble hearing.  Could you say it again please......?"""
,"Jessica lifted her face, ......and looked straight into Ronove's eyes."
,"......It seemed that she had decided on her answer."
Ushiromiya Jessica,"""............Kill me."""
,"Jessica said it one more time, ......clearly."
,"Perhaps Ronove had imagined that this would be the answer from the very beginning."
,"......Without any surprise, he smiled lightly and nodded."
Ronove,"""......I thought you would choose that answer, Jessica-sama.  ......Well then, there is no right or wrong answer to this test.  The essential part is what thoughts led you to that answer."
Ronove,"Come now.  Please answer that with your readiness as the next head."""
Ushiromiya Jessica,"""............It's not like I chose the first one 'cause I wanted to die.  ......The second one was letting Kanon-kun die.  Of course, that was out of the question.  So I excluded it.  .....The third one was everyone else's lives.  Of course, that was also out of the question.  So I excluded it.  ......After that, only the first choice remained."""
Ronove,"""Process of elimination, ......is it.  So it was not something you chose proactively, you say......"""
,"After chuckling slightly, Ronove dropped his gaze."
,"......A human couldn't even imagine what answer a demon would have been expecting."
,"......All she could understand was that this was apparently slightly below Ronove's expectations."
Ronove,"""......That answer is neither bad nor good.  ......60 percent, I believe you could call it.  ......I'm a little disappointed."""
Ushiromiya Jessica,"""You're a pretty selfish bastard, telling me to answer with self-confidence and then being disappointed when I do."""
Ronove,""".........Apparently it was not only process of elimination.  ...Either way, it is a failing grade, ......but it seems that there is a little more to your thoughts.  Allow me to ask."""
Ushiromiya Jessica,"""I don't want to die.  ......So no one would want to choose the first one.  ......People want to live in happiness, and struggle as much as life will let them.  So normally, the first choice should be impossible from the beginning."""
Ronove,""".........However, you took that first choice.  You chose to throw away your own life.  Only that choice remained."""
Ushiromiya Jessica,"""I tried, ......thinking of the future that would come after choosing each one."""
Ronove,"""......Hoh.  How was it...?"""
Ushiromiya Jessica,"""First, .........I tried letting Kanon-kun die.  .........I tried to imagine the rest of my life after having abandoned the one I love."""
Ronove,"""What kind of life was it...?"""
Ushiromiya Jessica,"""It was a horrible woman, who didn't deserve to live.  A shabby woman who always lamented her own decision, and lived only to regret.  ......I couldn't forgive a horrible woman who would choose to live and abandon the person she loved.  ......I'd put an end to her myself."""
Ronove,"""Heheh, how brave.  .........So, did you also consider the third choice?"""
Ushiromiya Jessica,"""......Yeah.  I tried letting everyone but me and Kanon-kun die.  ......There's no way Kanon-kun would like me if I did that."
Ushiromiya Jessica,"So again, even with Kanon-kun, I was forced to bear the cross of abandoning so many people.  ......And even Kanon-kun was forced to bear that cross."
Ushiromiya Jessica,".........I'm not going to take a foolish choice and make Kanon-kun bear that cross.  If I were to do such a thing, .........I wouldn't forgive that future me.  ...I put an end to that woman myself too."""
,"Jessica had pictured it in her mind.The future her beyond each of the three choices."
,"There were three Jessicas.......Of the three, two had regrets.Only one could hold her head high and smile at Kanon."
Ushiromiya Jessica,"""......You know, I once had the nerve to preach something to Kanon-kun.  ......Something about trying to live life to the fullest."""
Ronove,"""Live your life to the fullest.  ......Meaningful words.  That is a surprisingly difficult thing to do."""
Ushiromiya Jessica,"""So yeah.  I've got to hold my head high and show Kanon-kun.  .........Show him how to live by holding your head high and looking straight at the sun, with a full smile."""
Ronove,"""......Will Kanon be able to receive your self-sacrifice?  Haven't you thought that your selfish decision might hurt him more than is necessary...?"""
Ushiromiya Jessica,"""That's why...I want to leave a message..."""
Ronove,"""Hoh.  ......I will listen, but I am after all a demon.  ...I may not keep my promises, you see?"""
Ushiromiya Jessica,""".........Keep it!  Your promise!"""
,"Jessica spoke that looking quite unconcerned."
,"She had asked the demon who was about to take her life to pass on a message, and she didn't think at all that she would be betrayed."
,"......At that extremely innocent smile, Ronove closed his eyes lightly, and shrugged his shoulders."
Ronove,"""Hmph............I see nothing wrong with that.  So?  What shall I tell him...?"""
Ushiromiya Jessica,"『......Tell Kanon-kun...to live his life to the fullest.  ......No, that's not quite it.  Not...Kanon-kun.  ......He still hasn't told me his real name yet.  Tell the real Kanon-kun to live his life to the fullest.  ......Tell him that.』"
Kanon,"""............Mi...lady......"""
Ushiromiya Krauss,"""......Jessica......, ......you........."""
{f:5:Virgilia},"""Ronove is fickle, so he might not have passed the message on.  ......You sure are fortunate to have me here showing you this scene."""
,"A musty three-sided mirror was set beyond the bars, ......and the scene with Jessica was reflected on it."
,"On the next mirror...the scene with George was reflected in the same way."
,"None of them had any suspicions about how a three-sided mirror had appeared from a group of butterflies, nor why the scenes with Jessica and George were reflected on it."
,"......Because the reflected scenes themselves were more important."
Ushiromiya Krauss,"""............You are so prepared.........to throw your life away, ......for his sake........."""
Kanon,"""............................My, ......apologies..."""
,"Krauss looked at Kanon with a complicated expression mixed in with a bitter smile.  ......Kanon wouldn't meet his eyes."
Kanon,"""......Virgilia-sama.  ......There is no reason for Milady to throw away her life.  ......Please kill me.  Please change it to the second choice.  ......That way, everything should resolve itself."""
{f:5:Virgilia},"""Hohhohohohohoho...  I am not capable of granting that wish.  ......After all, this is Jessica's own decision, which she chose."""
,"At that time, suddenly, the air split and the Siesta Sisters appeared, flying into Virgilia's chest."
Chiester410,"""Virgilia-samaaaaaaaaaaaa!  Eeeeeiiii!!"""
Chiester45,"""So mean, so mean, Lord Goldsmith is so meeeeeeeeaan, waaaaaaaaahhhh!"""
Chiester00,"""But I'm......doing the best I can......  Crushing me for animal fodder...that's just too much.  ......Uuuuuuuuuuuuuu!!"""
,"Virgilia, who still didn't have a clue what was going on, was mobbed by the sobbing Siesta Sisters."
{f:5:Virgilia},"""Th, there, there.  Everything's alright.  Don't cry......  I'll make you some delicious tea......"
{f:5:Virgilia},"......I'm leaving it up to you all to guard this place.  If they do anything suspicious, inform me immediately...!"""
,"The goat attendants all faced each other, nodding their heads."
,"Virgilia took the Siesta Sisters and left."
,"The sound of them going up the stairs could be heard, so they had probably gone to an upper floor."
Ushiromiya Kyrie,""".........This is our chance.  ......Looks like these goat heads are morons.  ......I wonder if we can trick them..."""
,"Kyrie realized that an opportunity had arrived, but even so, she hadn't thought of a way to break the metal bars......"
,"The Jessica reflected on the three-sided mirror had her eyes closed, as though in contemplation."
,"......The way she had both hands stuck into her pockets, wanting to be defiant until the very end, might have been her own kind of aesthetics."
Ushiromiya Jessica,""".........That's all I have to say.  .........Kill me."""
Ronove,"""......Understood.  ............Well then,  ......do not worry, for I shall make your death more gentle and merciful than any sleep."""
,"As Ronove raised his palm, ......he slowly approached Jessica......"
Ushiromiya Krauss,"""Damn iiiiiiiiiiittt!!  Ouu!!  Gah!!"""
,"Realizing that his daughter would be killed, Krauss went half-mad and repeatedly body-slammed the metal bars."
,"The goats looked like they were sneering at how a mere human didn't stand a chance at breaking those bars."
,"It's true that Krauss's pointless effort might have been comical."
,"......But Krauss was giving it everything he had.He was now living with all he had as Jessica's father, so that he could save her."
,".........Kanon made tight fists with both hands."
,"If he used his cursed power, he might be able to cut through even metal bars."
,"......But there were a full three goats....There was no way he could defeat three of them in an instant.It would instantly be reported, and then even Virgilia and the Siesta Sisters would probably dash in."
,"Even if he could break the bars, ......that would be the end of it.  ......It was useless."
,"......Kanon already knew that that witch was sneering at this kind of useless power, ......so he could do nothing but stare at Krauss's repeated body-slams..."
Shannon,"""......Ah, ............George-sama......"""
,"Shannon, who had been looking at the three-sided mirror, raised her voice."
,"...When they looked, they could see George, who had been silent the whole time, lift his face.......It seemed that George had also decided on an answer..."
Gaap,"""............Have you decided?  Your answer?"""
Ushiromiya George,"""Yeah.  .........I've decided."""
Gaap,"""Is that an unwavering answer...?"""
Ushiromiya George,"""Yeah.  It's unwavering."""
Gaap,"""Then let me hear it.  .........Oh, by the way, it seems Jessica decided to take the 'your life' option.  Surely, such an indecisive person as you isn't going to choose the same answer, right......?"""
Ushiromiya George,"""......Jessica gave her own answer.  ......No matter which choice that was, it was Jessica's answer.  It does not influence my answer in any way."""
Gaap,"""I see.  Then let me ask again.  ............Among the three mentioned below.  In order to gain two, sacrifice one.  "
Gaap,"1.  Your life.  2.  Shannon's life.3.  Everyone else's lives.  .........Which one will you choose?  Could it be the first one, like Jessica?"""
Ushiromiya George,""".........Wrong."""
Gaap,"""Oh......?"""
,"Gaap looked a little surprised.......Because she had thought this timid-looking man would obviously choose that option."
Gaap,""".....................Then that is well.  I'm glad the most boring option for me has been removed.  ......Then, I find it extremely doubtful, ......but is it the second?  Can you abandon Shannon's life......?"""
Ushiromiya George,""".........You must be joking.  Why would I do that to the person who I was going to give an engagement ring to tonight?"""
Gaap,"""........................That is very bold.  Is that your answer......?"""
Ushiromiya George,""".........That's it.  ......My answer, ......is the third choice."""
,"George had chosen, .........the third choice.......'Everyone else's...lives'."
,"Unsurprisingly, Gaap hadn't imagined an answer like that."
,"......She had been sure that he'd choose the same one as Jessica......So, she was interested in how he had reached that answer."
,"......How he had reached an answer that had surpassed the imagination of the 33rd ranked of the 72 demons."
Gaap,"""I want you to tell me.  .........I want you to tell me the circumstances that make you able to sacrifice the lives of everyone else so that you and the fiancee you love will be safe.  ......Did you use process of elimination, like Jessica?"""
Ushiromiya George,"""Wrong.  I clearly have no choice except this one."""
Gaap,"""............So it's alright as long as it's good for you?  So you can sacrifice the world for the woman you love...?"""
Ushiromiya George,"""Just what are you talking about?"""
Gaap,"""............What............?"""
,"George faced the demon as he spoke, almost as though he was shocked."
Ushiromiya George,"""......Tonight, I planned on calling Shannon right here and giving her this ring as proof of our engagement.  "
Ushiromiya George,".........There probably are quite a few people who wouldn't celebrate an engagement between me and Shannon.  I was prepared to make enemies of the entire family by announcing my engagement to her."
Ushiromiya George,"I have been prepared.  Since the time I came to this island, .........no, that's not it.  .........Since the time I confessed that I wanted to engage her."""
Gaap,"""............So, you can sacrifice everything else as long as you can get married......?"""
Ushiromiya George,"""Marriage means......continuing to be your wife's ally for your whole life.  .........At that point, ......I was prepared to have the entire world as my enemy for her sake."""
,"Those words, through the three-sided mirror, ......also reached Shannon's ears.And that determination reached her eyes."
,"......Shannon certainly had promised to be given an engagement ring tonight."
,"Then this incident had occurred, and she hadn't been able to receive the ring."
,"But now..........Even though it wasn't in the form of a ring, ......Shannon had received something even greater."
,"......And as proof of that, ......a single tear with the same sparkle as a diamond, ...dripped down."
Gaap,"""Heh, ......heheheheheheh......!  What a courageous answer.  I see, if I really think about it, this was an easy decision for you."
Gaap,"After all, your parents were already killed at the first twilight, right?  By now, there's no one whose death would trouble you.Hahhahahahahahaha, I see, truly an easy choice.  Ahahahahahahahaha......"""
Ushiromiya George,"""You can say whatever you want.  This determination and choice are mine, ......and mine as the next family head."""
,"The sparkle in George's eyes was brilliantly sharp."
,"...For just an instant, Gaap felt the same sense of threat as Kinzo's, and was slightly overpowered."
Gaap,""".........I see.  ......So, the same decision as Goldsmith............So, even with your innocent face, ......you will also become a terrible demon in the future.  ......What do you know, we might get along pretty well."
Gaap,"You will succeed Goldsmith.  Then I may even be summoned eventually and serve you.  ......That might be surprisingly interesting.  .........Heheh."""
,"Gaap had needed to change her opinion of George."
,"......This man bore a determination and resolve unimaginable from his outward appearance, ......and had done so not just now, but since the very beginning."
Ushiromiya George,"""I am prepared to inherit the headship right away.  .........No, that's not it.  You told me to think as the head in this test.  So I answered based on the premise that I am the head."
Ushiromiya George,".........No, even that's not it.  I thought as the head himself.  ......I am now...the head of the Ushiromiya family."""
Gaap,"""........................Ehheheheheh......  Splendid, to think that you would be able to say so much.  "
Gaap,"It seems you truly are one to be reckoned with.  ......Battler's and Maria's tests remain, but I've got a good feeling that you'll pass.............But only if that is your true, unexaggerated answer, you see?"""
Ushiromiya George,"""............Do you doubt my resolve?"""
Gaap,"""Can you carry out the choice you chose?  Can you, right now, with your own hands, offer all the lives that exist on this island as sacrifices......?  By your own hand...?"""
Ushiromiya George,"""I can.  I've said that I was prepared to several times."""
Gaap,"""Ha, ............hahahahahaha!  Then return to the guesthouse right away, and kill Battler and Maria!  When that is done, I will bring you the other hostages.  Execute each of them except Shannon before her eyes!  You can do it, right?!"""
Ushiromiya George,"""I can.  My resolve is on a whole different level from yours."""
Gaap,"""........................Nn.  Then carry it out!  Death for them all!  The completion of this bloodstained ceremony as the new head of the Ushiromiya family...!!"""
Ushiromiya George,"""......Understood.  I'll carry it out.  I am already the head of the Ushiromiya family."""
Gaap,"""Yes, that's right!  Stain that throne red by your own hands...!  You will become the king of the spirit world who controls the demons...!!"""
,"Gaap was sure.This man was truly fitting to succeed Kinzo's madness...!"
Gaap,"""Blow wind, cry thunder!!  Celebrate the birth of the new demon king!!  The demon island has now welcomed its new king...!!"""
,"In response to the demon's call, a tempest raged more and more."
,"Then a massive lightning bolt fell, its tearing thunder and brilliant light making it feel like just a moment of silence......"
Ushiromiya George,"""So, ............about the order of the murders.  I get to choose that, right?"""
Gaap,"""Please, as you wish, your Majesty, the new demon king of Rokkenjima.  As your heart desires...!"""
Ushiromiya George,""".........Well, anyways, that means the first one will be you.  Any problems?"""
Gaap,"""........................Huh?"""
,"A gust of wind blew, ......stirring up George's jacket as though it was a cloak."
,"It was very much like the cloak worn by the head.  It definitely gave the impression of that dignity......"
,"......At that time, ......Gaap certainly saw the storm wiped away, and the sky covered with a pure-white and vast full moon."
,"The man who called himself the new head, bore the full moon on his back, and sneered at the demon."
Ushiromiya George,"""Even the lives of the entire Ushiromiya family, ......are now my fortune.  There will be reparations to be made for the damage that has been done.  And it won't be cheap."
Ushiromiya George,"......You didn't seriously think you could take my parents, Natsuhi oba-san, Rudolf oji-san, Rosa oba-san, and Genji-san's lives and hope I'd overlook it, right?"""
Gaap,"""Ho, .........hohoh............impertinence......"""
,"Ronove was trying to press his palm against Jessica's chest and stop her heart."
,"But right before it, the hand stopped......"
,"......On the carpet at their feet, ......one...two small red flowers bloomed with a *plop* *plop*."
,"The seed of those flowers, ......was held way up high, ...piercing into the sky, .........on Jessica's fist."
,"Ronove's nose was stained red with spewing blood, ......and those drops had been dripping onto the carpet."
Ushiromiya Jessica,""".........By the way, that just now was my answer as a maiden.  ......My answer as the next head is different."""
Ronove,"""Allow me to ask......"""
Ushiromiya Jessica,"""......The person I love, my family and my relatives, everyone, everyone!!  I'll protect them.  If I'm the head, then that's my duty!  "
Ushiromiya Jessica,"Dad wasn't just swaggering around.  He protected me and Mom!!  ......He fought the pressure of succeeding the Ushiromiya family, ......for many decades!!"
