Speaker,Original Witch Hunt (OG)
Ushiromiya Ange,"""B, ......but even you haven't seen Ushiromiya Kinzo for six years.""""That's right."
Ushiromiya Battler," But, when I finally came back after six years, ......I saw that Grandfather hadn't changed in the slightest.""""Kinzo was......fickle, so you could never understand what he was thinking,"
Ushiromiya Ange," ......and he was an eccentric with a creepy love for the occult, and......""""It's true that he had a love for the occult."
Ushiromiya Battler," Yeah, it was a bit of a strange hobby for him to get into in his final years. ......I'll admit that his hobby of collecting strange objects to scare his grandchildren and laugh at them wasn't exactly praiseworthy.""Even Battler had been pranked by Kinzo in the past."
, He showed me an attache case with seven strange stakes in it...
,"...and said something about how they were once used in the Middle Ages to gouge the hearts of victims in a witch's ceremony. When Kinzo first showed me those, I was pretty frightened, but looking back on it, it really was a childish prank."
, Grandfather only scared his grandchildren because he wanted to joke around with them.
,"""I'd be willing to bet......that Grandfather pulled a prank like that on you too."
Ushiromiya Battler," It's no surprise that, young as you were, you let that scare you and convince you that Grandfather was a strange, terrifying person.""""......I......I don't know what you're talking about, ......Onii-chan......"""
Ushiromiya Ange,Ange bit her lower lip and stared at the ground.
," She said she didn't understand,"
," ......but in truth, she understood perfectly, and was refusing to accept it.""Remember how we traded Halloween presents in the parlor just now?"""
Ushiromiya Battler,"""......What was that all about?"
Ushiromiya Ange," The Ushiromiya family never did anything that sentimental...!""""It's almost as though......you don't remember it at all."""
Ushiromiya Battler,"""Are you saying I got presents once too?!"
Ushiromiya Ange," I don't remember anything like that!! That could never happen!""""......Do you really think that Grandfather, a man who loved the occult and Western traditions, wouldn't celebrate Halloween?"
Ushiromiya Battler," ......Grandfather's 'Happy Halloween' was pretty much the standard greeting at our family conferences. ......You must have heard it yourself.""""......Youth can be so cruel."
Ushiromiya Battler," Even though Grandfather put all his heart into choosing those presents, ......it looks like your heart didn't remember.""""Are you saying that I was just too young to remember,"
Ushiromiya Ange," ......and that...and that...was the truth of October 4th?!""That day, just like six years before,"
Ushiromiya Battler," Grandfather entered the parlor with a cry of 'Happy Halloween'. Then, he and I traded presents, ......as he shed tears over our long-awaited reunion after a six year gap."
Ushiromiya Battler,......Grandfather seemed so sad that Ange wasn't able to come.
Ushiromiya Battler," So, he gave Kyrie-san a present, telling her to make sure that Ange got it..."
Ushiromiya Battler,"""I never heard anything about a present like that!"
Ushiromiya Ange," I never got one!!""""......True."
Ushiromiya Battler," ......She never...had the chance...""""I don't believe it!!"
Ushiromiya Ange," I won't believe that was Ushiromiya Kinzo! Then what about the family conference itself?! Wasn't that a tense argument over the distribution of the inheritance?!""""All of the adult siblings were in money trouble!"
Ushiromiya Ange," That's why they all longed for Kinzo's inheritance money...!"""".........Ange, where did you hear that from?"""
Ushiromiya Battler,"""What do you mean, where?!"
Ushiromiya Ange," It's the truth, isn't it?!""""Do you think Dad would talk to you about financial difficulties with his company when you were that age...?"
Ushiromiya Battler," And not just Dad. Even if Krauss oji-san, Eva oba-san, and Rosa oba-san talked about how they were in money trouble and wanted Kinzo's inheritance money, ......do you really think they'd talk about it in front of you...?""""B, but..."
Ushiromiya Ange," ......But it's true, isn't it?!?!""In the end, it was true."
," Ange's words were not mistaken. Not only Rudolf, but Krauss, Hideyoshi, and Rosa as well...all had companies in money trouble."
,"......People started talking about the Rokkenjima Explosion Accident as though it was some sort of conspiracy,"
," ......and a 'mystery' imagined by the public covered the island. Weekly magazines and television shows researched the circumstances of Kinzo's children at the time, "
,"and in the future where Ange lived, that research had been made public."
Ushiromiya Battler,"""......You learned about all of that......after 1986."""
Ushiromiya Ange,"""But it's a fact, isn't it? There's no difference between facts and truth!"""
Ushiromiya Battler,"""And does that prove that the inheritance created a strained atmosphere between the relatives on Rokkenjima? ......I guess that seemed to fit with your memory of your parents telling you repeatedly to be extra polite at the family conference..."""
Ushiromiya Ange,"""A, ......are you saying what I know about Rokkenjima...what I know about the Ushiromiya family......is wrong......?!"""
Ushiromiya Battler,""".................."""
Ushiromiya Ange,"""You're the one who's wrong, Onii-chan!! There's no way something like that could be possible!! I won't acknowledge that that thing was Ushiromiya Kinzo! I could never acknowledge that!!"""
Ushiromiya Battler,"""So, you don't believe, Ange?"""
Ushiromiya Ange,"""That's right, I don't believe!! I just don't understand why you're showing me something like this! "
Ushiromiya Ange,"After all, this is your game...no, your game board, isn't it?!"""
Ushiromiya Battler,"""............"""
Ushiromiya Ange,"""Beato and Bern! One witch after another has sneered at my fate, trying to make me surrender in their games. But I want the truth! Witch illusions won't work on me! ......Now I get it, you damn witches. So, you've sent Onii-chan as a final assassin to finish me off."""
Ushiromiya Battler,"""......You're right. ......This is...my game. So, of course, this is my tale, and I'm the one making it. That's why I'm able to add in 'what if' situations, like what would happen if you came to the island too."""
Ushiromiya Ange,"""See! You made this tale!! It's all a pack of lies, ......a fiction you created!!"""
Ushiromiya Battler,"""............You're right. ......This is all...a fiction I created."""
Ushiromiya Ange,"""See?!! You've admitted it! You have, haven't you?!! Just like I thought, this is all a lie you made...! Why are you lying to me?! Why won't you tell me the truth?!"""
Ushiromiya Battler,"""......Because there's something I must get you to understand. ......Something more important than the truth."""
Ushiromiya Ange,"""Something more important than the truth......?! What the hell are you talking about?!"""
Ushiromiya Battler,"""The purpose of my game is to help you understand that."""
,Just as Beato's games were made to make Battler believe in witches.
, Battler's game......was made to help Ange understand something that was more important than the truth.
, Games never bring about their intended ends by force.
," After all, Beato's game could never be won for all eternity, unless Battler acknowledged witches on his own."
, Battler's game was the same.
, Battler couldn't win in this game......unless Ange acknowledged it herself.
," So, Battler had advanced this game just as Beato had done in the past."
," To believe, or not. To accept, or not. The decision lay solely in the hands of the opponent."
," And so, ......Battler was trying to enshroud Ange with his own illusion......"
Ushiromiya Ange,"""I finally get it. ......This is a game between me and you, Onii-chan."""
Ushiromiya Battler,"""Ange. I'm not trying to challenge you to a game."""
Ushiromiya Ange,"""No. This is a game. ......I made a wish, hoping to learn the truth of October 4th, 1986. And so, you invited me to this game, saying that you'd show me the truth. And now, you're showing me this strange illusion, trying to make me believe that it's the truth! ......Well, too bad. I'm already used to dealing with witches. I'm fully aware that you're trying to use that kind face of yours to trick me...!!"""
Ushiromiya Battler,"""............"""
,The big brother realized that no words of his would have any effect on his enraged little sister.
," So, he just quietly listened to Ange's words. But even so, ......Ange was dissatisfied."
Ushiromiya Ange,"""I've had more than enough of this stupid farce. If you don't plan on telling me the truth, then end it all now! I'll find my own truth for myself! I won't rely on you...!"
Ushiromiya Ange," .........That's right. There never was anyone I could rely on anyway... ...I've...always been......all alone......"""
Ushiromiya Battler,"""Sorry. I won't let you leave this game."""
Ushiromiya Ange,"""......Ah, that's right. Unless the Game Master admits defeat, the game never ends, right?"""
Ushiromiya Battler,"""That isn't what I meant. ......I'm just telling you to stay quiet and listen."""
Ushiromiya Ange,"""......Oh, sure. I'll just stay quiet then. ......Even if a player isn't around, the pieces just move by themselves, and the game moves forward. ......Isn't that how it was?"""
Ushiromiya Battler,"""..................That's right. A player can step back and become an observer for a while if they want. And they can come back and join in whenever they want too."""
Ushiromiya Ange,"""Then I'll do that. This is an endurance contest. ......It'll keep on going until you give up on trying to cover up the truth."""
Ushiromiya Battler,"""............"""
Ushiromiya Ange,"""Something more important than the truth? ......I don't get it...! How could anything like that exist...?!"""
Ushiromiya Battler,"""It does, Ange. ......Whether my tale is the truth or not, ......the fact remains that you lost something precious on this island."""
Ushiromiya Ange,"""Dad, Mom. And you, Onii-chan. ......I lost my family...and everything that mattered to me."""
,She spat out those words as though no further questioning would do any good...and looked away.
," Even as he watched this, Battler's expression remained gentle."
Ushiromiya Ange,"""Just keep going however you like. Later, Onii-chan."""
Ushiromiya Battler,"""......At least make sure you watch the tale. Even just listening is enough."""
Ushiromiya Ange,"""If I feel like it. ......Later."""
,Ange's eyes clouded.
," Then, a particularly strong gust of wind blew by, sending her hair flying."
," The wind must have been carrying some dust with it. Ange's nose twitched, and she sneezed loudly."
Ushiromiya Ange,""".........Nnnnn. ......Onii-chan...?"""
Ushiromiya Battler,"""What is it?"""
Ushiromiya Ange,"""......How long are we gonna stand here...? The weather's all weird. ......Let's go back to the guesthouse."""
,Ange's eyes weren't cloudy anymore.
," However, the tone and atmosphere about those eyes seemed somehow different from before..."
," In a manner typical of young girls, Ange signaled that she was too bored and wanted to go do something."
, This Ange was clearly a six-year-old Ange.
Ushiromiya Battler,"""Good point. ......Then, why don't you head back to the guesthouse now? I'm going to stay here."""
Ushiromiya Ange,"""Why...? It'll start raining soon."""
Ushiromiya Battler,"""It won't be long now. So, I'll wait here a bit longer."""
Ushiromiya Ange,"""You're waiting here? ......Who are you waiting for? .........Huh?"""
,"Then, to Ange's eyes, it looked as though the strong winds were now carrying flakes of gold along with them."
," No, she had definitely seen something, ......but she wasn't able to describe what she had seen, so to her it had seemed like flakes of gold dancing on the wind."
Ushiromiya Battler,"""So, here you are. ......I've been waiting a while now."""
,It was as though he was talking to the wind. ......Battler spoke to the empty rose garden.
," That can't be right. After all, it was clear from his words that he was talking to someone right in front of him."
," So, Ange thought it must be someone that she alone couldn't see, and she rubbed her eyes."
," Then, when she opened her eyes wide, another large gust of wind blew past her."
," She shut her eyes immediately, ......and when she timidly opened them..."
," From the other end of the rose garden... Yes, from the path that led up from the harbor... ...A person appeared."
," To Ange, it looked as though she had appeared along with a cloud of gold flakes carried by the wind......"
Ushiromiya Battler,"""You're late, Beato."""
{f:5:Beatrice},"""Am I? I'd call it early."""
Ushiromiya Battler,"""You should ride the boat with us every now and then."""
{f:5:Beatrice},"""You mean grasp the handrail and scream alongside you?"""
Ushiromiya Battler,"""Yes, sure, let's scream. Fall, fall..."""
{f:5:Beatrice},"""*cackle*cackle*! I see, how interesting...! Yes, I suppose I did arrive too late."""
,The pair casually walked up to each other and hugged. It looked like a pair of friends being reunited after several years.
Ushiromiya Ange,"""............"""
,"Ange, surprised by this unfamiliar woman, looked for somewhere to hide."
," However, her eyes met Beato's, and she was unable to escape..."
{f:5:Beatrice},"""Oh, and you must be Ange."""
Ushiromiya Ange,"""............!"""
,She was shocked to hear this unfamiliar woman suddenly use her name.
{f:5:Beatrice},"""Look how cute she was at the age of six."""
Ushiromiya Ange,"""......O, ......onii-chan. ......Who...is this person...?"""
Ushiromiya Battler,"""A friend of mine."""
{f:5:Beatrice},"""A friiiieeeend?! How can you say that?!"""
Ushiromiya Ange,"""......Onii-chan's...friend......?"""
Ushiromiya Battler,"""This is Beatrice. You've heard from Grandfather, haven't you? About the Golden Witch, who gave the Ushiromiya family its gold?"""
,Haven't I......heard that before? 
,The Golden Witch.......Now I remember.
, That was the scary witch who would snatch you away off into the forest if you didn't listen to your parents or stayed up too late on Rokkenjiima.
Ushiromiya Ange,"""Mom said... that on rainy nights, if you look out the window at the dark forest, ......you might see the witch looking back at you and get snatched away."""
{f:5:Beatrice},"""Which must mean... I'm supposed to be wandering about in the cold rain, looking into each window to find kids staying up too late? How pitiful that would be...!"""
Ushiromiya Battler,"""Wahhahahaha, good point. Ange, your parents just made that story up to get you to go to bed on time. Beatrice doesn't do stuff like that."""
{f:5:Beatrice},"""Very well, allow me to introduce myself! I am Beatrice, the Golden Witch-!"""
Ushiromiya Battler,"""Or her grandchild, at least."""
Ushiromiya Ange,"""Grandchild......?"""
{f:5:Beatrice},"""Th, ......that grandchild part's a bit of a killjoy."""
Ushiromiya Battler,"""Well, it's true, isn't it? The person that Grandfather got the gold from and called the Golden Witch was your grandmother, right?"""
{f:5:Beatrice},"""Nn, nnnnggg, I guess. ......Grandchild of the Golden Witch, is it? ......Nnngyah, can't I get a better title than that?"""
Ushiromiya Ange,"""......Is this person...a witch......?"""
Ushiromiya Battler,"""Yep, she is. She's a guest who's been invited to the family conference today."""
Ushiromiya Ange,"""......She isn't a scary witch? She's not gonna take me away into the forest...?"""
{f:5:Beatrice},"""Damn Rudolf and Kyrie. Just what do they think they're telling this kid about me! I don't do things like that...! I'll lodge a firm protest later! *pout*!"""
,"......She looked like a very emotional person, ......but she wasn't at all what Ange had expected the creepy Golden Witch would be like."
," She was very loud, overreacting to everything. ......Nothing at all like the witch Maria onee-chan had talked about, who had lived for a thousand years and had various servants from the demon world."
," She looked, well, like an energetic young woman whom Ange's mom might have been good friends with."
, Her brother and the witch talked together happily like a pair of close friends.
," Dogs often don't trust people they meet for the first time. However, people say that they calm down once they see that their owner acts in a kind way."
," Surely, something similar to this was going on in Ange's heart."
," Ange kept staring at this pushy, temperamental woman who called herself a witch as she chatted happily with Ange's brother..."
{f:5:Beatrice},""".........What's this key for?"""
,Beato noticed the gold key hanging from Ange's neck. Ange automatically grasped it defensively.
Ushiromiya Battler,"""That's Ange's precious key."""
,"After hearing these vague words, the witch stared blankly for a second."
," But, almost immediately, she seemed to understand what he meant."
{f:5:Beatrice},""".........I see. Is that how it is?"""
Ushiromiya Battler,"""I thought it'd be easier to understand if I made it clear what she's supposed to do."""
Ushiromiya Ange,"""............"""
{f:5:Beatrice},"""Don't worry, Ange. No one's gonna steal your precious key."""
Ushiromiya Ange,"""......Are you sure......?"""
{f:5:Beatrice},"""Of course. That key belongs to you, and the choice is yours. Battler and the rest of us are merely signposts to guide you on your path."""
Ushiromiya Ange,"""............?"""
,"When her brother gave her the key, he had said that it was very important, so she had to take good care of it."
," Ange didn't have a clue what the key was for, ......but it looked like Beato did."
," However, just like her brother had done earlier, Beato only spoke in riddles."
," This irritated Ange, but for the time being, the Golden Witch said that she didn't intend to steal this key, so Ange calmed down a little."
Ushiromiya Ange,"""......Do you... know what this key is used for...?"""
{f:5:Beatrice},"""But of course. However, I cannot tell you."""
Ushiromiya Ange,"""Why......?"""
{f:5:Beatrice},"""Because you must decide how to use that key for yourself."""
,The witch said the same thing as my brother.
," The pair nodded to each other, but it was all Greek to me."
," It felt like someone had laid out a riddle that everyone knew but me, and everyone was making fun of me."
{f:5:Beatrice},"""You'll know soon enough. Don't waste time thinking about it."""
Ushiromiya Ange,"""............"""
,Ange held the key tightly.
," Even if she didn't understand what it meant, ......it was her own key, and her big brother had told her to take good care of it."
," With her youthful suspicion, she was scared that the witch might ask her to hand it over, saying that she'd teach her how to use it if she did."
," Of course, her thoughts showed up clearly on her face. The witch couldn't help but laugh at that honest expression."
{f:5:Beatrice},"""Fear not. It is impossible for anyone to steal that key from you."""
Ushiromiya Ange,"""......No one can steal it...?"""
{f:5:Beatrice},"""You might say that it has been imbued with magic to make it so. At any rate, fear not. Neither I, nor Battler, nor anyone else on this island can steal that key from you."""
Ushiromiya Ange,"""Really......?"""
Ushiromiya Battler,"""Yeah, really. The magic won't let them."""
,The key was hanging around her neck like an ordinary necklace.
," Ange could take it off right now if she wanted, and if an adult tried to use force, it seemed like it would be easy for them to take it away."
," However, both her brother and the witch said that it was protected by a magic that would stop anyone from stealing it..."
Ushiromiya Ange,""".........Does magic......really...exist...?"""
,Even the six-year-old Ange knew about the word 'magic'.
," However, she also realized that real magic didn't exist, ......and that certain kinds of magic tricks were sometimes called magic."
," However, her brother and the witch were talking about magic itself."
Ushiromiya Battler,"""Yeah. Magic exists."""
Ushiromiya Ange,"""......Really...?"""
{f:5:Beatrice},"""Maria spoke of me often, did she not? She says that witches exist."
," True, Maria had talked about that many times. When it was part of a game, Ange had believed her, more or less."
," However, Ange was, in some ways, sharp for her age, ......and when she heard Maria talking happily about magic, she sometimes thought that such a thing couldn't really exist."
Ushiromiya Ange,"""Then, ...show me."""
{f:5:Beatrice},"""Hmm?"""
Ushiromiya Ange,"""Show me magic! Or I won't believe you...!"""
Ushiromiya Battler,"""Hold up a sec... Beato just arrived on the island, and she hasn't even gone to say hi to everyone at the mansion yet..."""
,Battler spoke as though he was trying to smooth something over.
," When she heard that, Ange became sure that magic didn't exist after all."
Ushiromiya Ange,"""Magic is just a bunch of lies...! I know!"""
Ushiromiya Battler,"""Hey, stop that. You'll hurt Beato's feelings......"""
{f:5:Beatrice},"""No, it's no problem. Anyone would say that upon meeting a witch. Normally, I would ignore provocation from such a small child, but she is your little sister, after all. Why don't we give her a special showing?"""
Ushiromiya Battler,"""Are you sure...?"""
{f:5:Beatrice},"""Of course I am. Watch carefully, Ange."""
Ushiromiya Ange,"""O, ......okay."""
,"Though Ange had challenged the witch to show her if she could, now that she was about to be shown, she looked a bit hesitant."
," She gulped, then stared up at the witch's face."
," The witch held out her left hand, bringing it close to Ange's face. Then, she slowly spread her fingers."
," Ange, thinking that she was about to be turned into a frog, shrank back."
," However, after waiting a while and grinding her teeth, she realized that nothing was happening."
," So, the part of her that had been scared began to get angry."
Ushiromiya Ange,"""Nothing's happening."""
{f:5:Beatrice},"""Don't jump to conclusions so quickly. I haven't used magic yet. See, look carefully at my palm. I'm not hiding anything, correct?"""
,"Oh, so that's what she was doing...... Now that she finally understood, Ange checked both sides of the witch's hand."
Ushiromiya Ange,"""......Yeah. There's nothing there."""
{f:5:Beatrice},"""Watch closely. I'll make a fist, ......and then stretch out my index finger."""
,She stretched out her index finger and held it right in front of Ange's eyes.
," Ange, thinking that she'd lose the game if she took a step back, stood her ground and concentrated on the fingertip."
{f:5:Beatrice},"""Watch the tip of my finger closely. Ready? It'll be fast."""
,"The witch rapidly lifted her index finger high into the air, pointing at the heavens."
," Just as Ange looked up to see the finger raised high, it swung down as though trying to dodge her gaze."
," In that manner, ...up, down, left, right, then left again. Ange, feeling as though she'd lose if she couldn't keep up with the fingertip,"
," swung her face this way and that, looking serious."
," Since she was very young, Ange had always hated to lose. She would take even the most trivial games seriously, determined not to lose to the adults."
, The witch's hand moved faster and faster. Ange didn't lose track of it.
," Then, after the high pointing finger was swung down all of a sudden, ......the index finger curled up again, and the hand was held in a simple fist."
, Could it be...that something was going to come out of that hand...? 
,"Ange, suspecting that this might happen, had followed the finger very closely. There had been no chance for that once-empty hand to grab something."
Ushiromiya Ange,"""............"""
{f:5:Beatrice},"""Ready? I'm going to open my hand..."""
,The witch slowly opened her right fist...... And there......
Ushiromiya Ange,""".........Wha? ......What?! ......How?! How, Onii-chan?!"""
,The witch gave the cutely wrapped candy to Ange as a present.
," Ange took it and desperately searched for some kind of trick on it, but it was just an everyday, ordinary candy......"
Ushiromiya Ange,"""How?! That was a trick, wasn't it, Onii-chan?! Onii-chan?!!"""
Ushiromiya Battler,"""Nope. That was magic. You were watching the whole time, weren't you?"""
Ushiromiya Ange,"""Nn, ......nnnnnnnn.........!"""
,"Since I was watching the whole time, ......how......? She didn't like it, but she was unable to see how that could have been anything other than magic."
," As the little sister furrowed her brow and bit her lower lip, her brother gently told her that it was magic, one more time."
{f:5:Beatrice},"""It's about time for me to head to the mansion to pay my respects. You should come along, Battler. I'll suffocate if I have to go alone."""
Ushiromiya Battler,"""You sure? Then I'll join you. ......What about you, Ange? Will you go back to the guesthouse?"""
Ushiromiya Ange,""".........I, I wanna stay with you, Onii-chan."""
,"She still couldn't accept it. However, ......could it really......? "
,"She still looked grumpy, ......but it looked like she was getting interested in this witch."
{f:5:Beatrice},"""Then let us go. The Golden Witch returns...!"""
Ushiromiya Battler,"""The Golden Witch's...grandchild returns, you mean."""
{f:5:Beatrice},"""We really need to do something about that name...!"""
,"The big brother and the witch really did seem close. With a kindred spirit like a pair of comedians, they started walking."
," Ange held onto the corner of her brother's sleeve, trying to make sure he didn't forget about her..."
