Speaker,Original Witch Hunt (OG)
,"""Good day to you, Ushiromiya-san.  ......You seem to be in a bad mood this morning.  Were you able to get enough sleep?"""
Ushiromiya Ange,"""............Is there some business you have with me?"""
,"""You're the only one who has not submitted her questionnaire for the class presentation, Ushiromiya-san.  Did you forget that the deadline was yesterday?"""
,"...I'm pretty sure I heard something about that last week."
,"But I'd thought that the questionnaire hadn't been passed out yet.The details would be written there, so it should have been no problem to remember about it once they were passed out..."
Ushiromiya Ange,"""......I wasn't given a questionnaire..."""
,"""That can't be.  I believe that the dormitory leader handed them out to everyone.  If you lost it, all you have to do is honestly say so."""
Ushiromiya Ange,"""............I lost it.  I'll fill it in right now, so could you give me a paper?"""
,"Again.  ......Either someone lost my paper, or they intentionally didn't tell me about it."
,"But I have no way of knowing who was behind that."
,"In the end, treating it as though it was my own carelessness would settle everything more quickly..."
,"""Once you've filled it out, drop it in the questionnaire box in the student council room yourself.  Our class is the only one that didn't get everyone's in by yesterday."""
,"As I hung my head at the class leader's scolding, I could hear the giggles and whispers of people watching, coming from no direction in particular..."
,"Ushiromiya-san did it again.It's because that person is too careless.She isn't suitable for this school.She has no dignity, and she has no manners either."
,"......Sorry girls, but I've dealt with much worse when it comes to unfair personal attacks."
,"As I froze my heart and let those arrows of ridicule pass by, I quickly filled out the questionnaire..."
,"When I learned that Father and Mother and Onii-chan, and all the rest of my family had died...I had been in the house of my Grandpa on my mother's side."
,"The only survivor of the accident was...Ushiromiya Eva.  ......Only Eva oba-san."
,"Even at the time, I hadn't really liked Eva oba-san."
,"At a glance, she would act kindly, but even as young as I was, I could see that she was somehow making fun of Father and the rest, and I hadn't liked it."
,"So when it was decided that Eva oba-san would take care of me, I was pretty miserable."
,"Maybe it wouldn't have mattered if that gentle Hideyoshi oji-san and George onii-chan had been with me, but I had hated the thought of living all alone with Eva oba-san."
,"I had frankly said that to Grandpa, hoping to live together in his house."
,"However, Eva oba-san had been very insistent that she should be the one to look after me."
,"Eva oba-san had no desire to marry, so I was essential as a successor to the Ushiromiya family."
,"Eva oba-san felt very strongly about the Ushiromiya family."
,"She fervently claimed that she wanted to take charge of me right away so that she could give me an education and lifestyle fitting for a successor."
,"It seems that confusing negotiations with lawyers took place....But in the end, I was forced to go live with Eva oba-san."
,"After doing that, Eva oba-san told me something."
,"You must bear all of the glory and history of the Ushiromiya family."
,"And in order to make you a fitting successor to bear that, the rest of your life will be dedicated to frantic studying.  Sacrifice the rest of your life for the Ushiromiya family."
,"......That's what she said."
,"At first, I thought she meant that literally."
,"But I quickly realized that wasn't the case."
,"Because even now, in Eva oba-san's eyes, the one most fitting to be successor was the late George onii-chan."
,"At my first meal, I had received strict instruction and questioning about table manners, and had been forced to listen to her abuse Mom and Dad as though they had been neglectful in their discipline."
,"I had also received the same strict instructions regarding manners at my first party, and my clumsiness had been disparaged in front of everybody, forcing me to endure insults to Mom and Dad as well."
,"After that repeated over and over, I eventually began to understand."
,"Eva oba-san didn't really want to make me the next head."
,"She thought that the one who was truly fitting to be the next head was George onii-chan, ......and she couldn't forgive the fact that I was to be the next head."
,"So I was disparaged in front of a lot of people.  I was humiliated."
,"And she made it known exactly how I was inferior to George onii-chan, ......surely holding a memorial service for her dead son, no, ...she must still have been mourning the fact that he was dead."
,"......However, that wasn't something I could endure.I couldn't possibly live together with Eva oba-san."
,"......As my life was continually compared with her dead son's, I was kept like a pet."
,"I understood that even when I was in elementary school."
,"I tried to escape the Ushiromiya house and go to the house of my Grandpa on my mother's side."
,"However, Eva oba-san had already foreseen that."
,"...No, thinking back on it, she might have been luring me into escaping."
,"I was caught by the guards and brought back, .........and for being a coward who had smeared the Ushiromiya family crest with mud and tried to throw it away, .........in a way that makes my whole body shake and shiver just remembering it, .........I was punished."
,"How should I describe what Eva oba-san was like when she punished me?"
,"In a frenzy?  Gleeful?"
,"......The anger and sadness of losing her beloved son, and well as the hatred and pain that I had stolen the inheritance from the son who should have succeeded it.  And the dark pleasure at being able to let those feelings out on me."
,"......I was hit with all of those negative emotions at once."
,"Then, all of my free time and freedom to act was stolen, and I was put under surveillance around the clock."
,"I may have lived in a gorgeous mansion, dressed in expensive clothes, ...but my heart and my dignity had been trampled upon, and I was the Ushiromiya family's slave, ...its cattle."
,"Compared to that lifestyle, the derisive laughter of my classmates here was calm and pleasant.  ......It was no match for my heart..."
,"After burying almost all of the fields of the questionnaire with 'nothing in particular', I folded it and put it in my pocket."
,"......Because if I left it in the desk, it might 'disappear' again."
,"During lunch break, after dropping it off at the postbox in the student council room, I finished lunch by myself, as usual, and headed behind the school building, where no one could be seen."
,"......Only my time by myself could protect me from the derisive laughter and gossip."
,"Since I was hated and didn't have a single friend, my time alone was the most kind to me."
,"After checking the surrounding bushes to see whether some malicious classmates were hiding and threatening my time of quiet, I finally relaxed the tension from my entire body, knowing that I had gained some true peace."
,"Then...I let out a sigh....It faltered, heavy, as though it was the first time I had breathed out today."
,"My old favorite place behind the vegetable garden storehouse...had been found out by my classmates and I had been teased, so this was my new lunchtime hideaway..."
,"There was nowhere to sit behind the school building."
,"As I crouched near the wall in the shadow of the bushes, I opened my bag and took out a book with an elaborate, old-fashioned binding..."
,"Just glancing at it, you would probably think it was a religious book or something written in the Middle Ages."
,"But this isn't a book.  It's a diary."
,"Of course, it isn't my diary..........There aren't any special things worth writing about in my daily life."
,"Every single day is just gray, ...cold and dry.In these completely unchanging days, there aren't any changes worth writing down."
,"This is, ......the diary of Maria onee-chan, who I had been very good friends with."
,"She had been a bit strange and three years older than me, but Onee-chan was always a warm, wonderful cousin."
,"She would always grab my hand and let me join in on some fun game."
,"......I remember that meeting her had been the most fun thing when the family gathered..."
,"When I opened the diary, the characters, which were made fairly skillfully considering that this was an elementary schooler, were packed close together even though it was written on every other line."
,"Was she just hopelessly obsessed with jotting everything down in her diary?  ......Probably not."
,"To her, writing her daily life down in a diary was probably like having a conversation with another part of herself."
,"So rather than an object on which the events of her day were written down, Maria onee-chan's diary was written like a letter to another part of herself, telling of the events of that day."
,"I had found this diary among her belongings after her death and had secretly taken it home."
,"At first, I had felt that reading someone else's diary might be boorish, and had been satisfied to just keep it by my side, ......but I couldn't help flipping through the pages and reading through it bit by bit."
,"And, .........she had now become my only friend."
,"I gently opened to the page with the bookmark."
Ushiromiya Ange,"""......Sorry to keep you waiting, Maria onee-chan.  ......Could you let me hear your story again, Onee-chan...?"""
,"At the same time, ......a very, very soft breeze blew, tickling the paper."
,"And I thought the open diary might have sparkled faintly."
,"......The weather is good today.Maria onee-chan loves wonderful rays of sunlight."
,"So I'm sure she's in a good mood."
,"On the open diary, ...no, in the world of the diary, Maria onee-chan showed herself..."
,"She had certainly been nine when she died.  ......So her form was already younger than me."
,"But I call her Onee-chan, so she also affectionately calls me Ange."
Ushiromiya Maria,"""Uu-.  Ange, you were slow getting here today.  Was it packed at lunch......?"""
Ushiromiya Ange,"""......Yes.  It's always packed.  Since friendly groups set up camp in the seats, they stay there even after they've finished eating.  It's pretty fatal if you go to the dining hall late.  ......I was on cleanup duty today."""
Ushiromiya Maria,"""......Uu-!  Maria eats fast!  The faster you eat, the more you can play!  Uu-!"""
,"Maybe she noticed that I was holding a grudge because that duty had been forced upon me and shortened my lunch break by a bit."
,"Maria onee-chan brightly changed the subject."
,"Grateful for that consideration, I responded by saying that I ate slowly."
,"Maria said something about teaching me the trick to eating fast, and calmed me down."
,"I read it in the diary.  No, I heard it from Maria onee-chan."
,"It seemed that she had been ranked number 1 among the girls in the speed-eating ranking of her grade's newspaper."
,"It seems that she had been very proud of that, but had been a little disappointed that her mother, Rosa oba-san, hadn't praised her very much for it."
Ushiromiya Maria,"""Uu-!  Then, let's start our story for today.  How far did we get yesterday?  Uu-?"""
Ushiromiya Ange,"""Umm......  This far.  Until you got Sakutaro as a present, Maria onee-chan.  ......You promised that you would tell me about Sakutaro."""
Ushiromiya Maria,"""Uu-!  Talk about Sakutaro!  You know, Sakutaro is a re-ally cute stuffed animal!  I'm sure you would like him too, Ange!  Uu-!"""
Ushiromiya Ange,"""Yes.  Tell me that story.  ......The time I spend listening to your stories is the only time I can be relaxed at school."""
Ushiromiya Maria,"""Uu-!  Maria, talk!  So you know, Sakutaro was, umm, umm!"""
,"When I looked at Maria onee-chan, who was always in a good mood, it made my heart feel warm as well."
,"As I listened to her tale, I began to get absorbed into her world......"
Ushiromiya Rosa,"""Happy Birthday, Maria.  Sorry I got back so late."""
Ushiromiya Maria,"""Uu-!  Good job with your work Mama!  Maria knows that Mama's busy, so even though Mama was late, Maria waited without crying.  Maria was good and waited, watching TV!"""
Ushiromiya Rosa,"""Yes, you are such a good girl, Maria.  As a present for waiting politely, you can order anything you want today.  Of course, only as much as you can eat, okay?"""
Ushiromiya Maria,"""Uu-uu-!  Today, can I change my corn soup to onion gratin soup?!"""
Ushiromiya Rosa,"""Yes, that's fine."""
Ushiromiya Maria,"""Uu-uu-!  It's 200 yen more expensive, but can I change it to prosciutto pizza?!"""
Ushiromiya Rosa,"""Yes, that's fine.  If you really can eat it.  ......But that's alright.  It's your birthday, after all.  There must be a reward for the good girl who waited so patiently."""
Ushiromiya Maria,"""Uu-uu-uu-!  Then, then, can I have enchilada cheesecake for dessert?!  And then, and then, the chef's choice fruit salad and kids' french fries!  I want to drink melon soda too!"
Ushiromiya Maria,"  Uu-uu-uu-!  Maria's a good girl, Maria's a good girl!  Praised by Mama, uu-uu-uu-♪"""
Ushiromiya Rosa,"""*giggle*.  You're getting a little too excited.  If you don't quiet down a bit, you'll disturb the other customers."""
,"When Rosa gently admonished her, Maria stuck her tongue out and eased up a little.  ...But it seemed that she was having a hard time repressing her excitement at being able to eat out with her mother after such a long time."
,"Today was Maria's birthday."
,"Rosa had wanted to let Maria spend her birthday at a wonderful restaurant no matter what."
,"When Maria had been in kindergarten, they had sometimes invited other kids from the neighborhood over and had a party at home."
,"Rosa would make a wonderful cake and snacks and decorate the house herself, making it a huge celebration."
,"But when they had moved and Maria had stopped having friends in the neighborhood, Rosa had started splurging at expensive restaurants instead."
,"However, today, they were in a normal family restaurant."
,"It was also a little late in the day for a kid like Maria to eat there, even with a parent."
,"Actually, she had gotten reservations at a fantastic place that would surely have pleased Maria.  Of course, she had also prepared a wonderful cake with Maria's name written on it."
,"......But Rosa just hadn't been able to finish up her business, and had been forced to cancel."
,"Since that had turned into a local family restaurant, Rosa felt a little indebted to Maria."
,"So she was prepared to spoil Maria a bit and let her have whatever she wanted tonight..."
Ushiromiya Ange,"""......You never used to eat much, did you Maria onee-chan?  Is it really alright to ask for this much?"""
Ushiromiya Maria,"""Uu-.  Maria can't eat very much, but likes to have a lot lined up.  You know, on a birthday table?  If it's fully colored with red and blue and green and yellow, it makes you really happy!"""
Ushiromiya Ange,"""...You're right.  If a birthday table is colorful, you can start to feel happy.  ......Birthdays at my place were no match for yours, Maria onee-chan, but the cakes we bought at the Fumiya store in front of the station were always gorgeous, weren't they..."""
,"Ange thought back to her own birthday nostalgically."
,"Even though Dad was busy, he sometimes came home just to show up at my birthday party, and then went right back to his company."
,"At the time, I was sad, but now I understand how important I was to Dad."
,"Of course, Mom also took very good care of me."
,"Her birthday presents in particular always had very good taste, and she sometimes arranged for them several months in advance."
,"Even though we always sent an invitation to Battler onii-chan, he didn't get along with Dad or something, so he didn't always come."
,"......So when he did come, I was really happy..."
,"...The birthday parties when the whole four-person family gathered made for fun memories that I will never forget..."
Ushiromiya Maria,"""Uu~.  Ange's birthday sounds like a lot of fun too.  Battler and Rudolf oji-san are really lively.  Yay yay, kyakkya.  Battler got covered in cola, ahahahaha."""
,"Maria onee-chan peeked into my happy memory."
,"As I sat quietly, wearing the origami helmet that Dad had made for fun, I was a little embarrassed."
,"In my hand was a paper gun that Battler onii-chan had folded for me....And Mom was taking a commemorative photo.  It was the happiest moment of my life."
Ushiromiya Ange,"""But your birthday's no worse, Maria onee-chan.  And, you get him today, right?  Sakutaro."""
Ushiromiya Maria,"""Uu-!  Was re-ally looking forward to it.  Was so excited, wondering if Mama would show Maria the wrapped present in the corner of her bag right away."""
,"'Sakutaro' is the name of a stuffed animal that Maria was to receive today."
,"Starting a long time ago, Rosa oba-san had been making a stuffed animal for a birthday present today."
,"Hearing that it was a cute lion stuffed animal, Maria onee-chan had already given it the name Sakutaro even though she hadn't received it yet."
,"Today, she was looking forward to meeting Sakutaro even more than her own birthday."
,"Rosa oba-san ran a clothing design company."
,"It seemed to be some kind of brand name.  ......What was it, Anti-Rosa...?"
,"It seems that their catch phrase was 'I can't forgive the way I was before today'."
,"...Unfortunately, I've never met someone who knew of that brand name."
,"Maybe it wasn't that famous."
,"So Oba-san was pretty skilled with her hands.I heard that she made some of the clothing she wore herself."
,"So making a stuffed animal had to be well within her capabilities."
Ushiromiya Ange,"""......A hand-made stuffed animal...that's pretty amazing.  By the way, why did you call it Sakutaro?"""
Ushiromiya Maria,"""Uu-.  Actually wanted to call it 'Sakura'.  But it's a male lion, so Maria was told to give it a boy's name.  "
Ushiromiya Maria,"So Maria added a boy-like 'tarou' and called him 'Sakutarou'.  Eventually, the last 'u' disappeared!"""
Ushiromiya Ange,"""Why 'Sakura'?"""
Ushiromiya Maria,"""Uu-!  Main character in Card Master Sakura~!"""
,"It was the name of the main character in a TV anime which was popular at the time."
,"......The fact that she'd simply borrowed the name of a character she had liked was, how should I say it, as innocent and cute as you'd expect from that age."
Ushiromiya Maria,"""Uu-!  Mama, Mama!  Still no Sakutaro?  Want to let Sakutaro join in on birthday too."""
Ushiromiya Rosa,"""Presents always come at the end, right?  If you open it now, it will get dirty.  Hold on until the meal is over."""
Ushiromiya Maria,"""Then Maria will finish eating quickly!  Uu-uu-uu-!"""
,"As soon as she proclaimed that, she started tearing into her meal."
,"Rosa oba-san got mad at her, saying that was rude.It seemed that she had expected this would happen right away."
,"I had also thought that, if I were as naive as Maria onee-chan, I would probably do the same thing, so it was kind of pleasant when my expectations weren't betrayed."
,"In the end, Rosa oba-san lost to her daughter's eyes, which were sparkling with anticipation, cleaned up the table, and took out the long-awaited wrapped present."
Ushiromiya Rosa,"""Happy birthday, Maria.  ......I couldn't spend much time on it, so I couldn't make it very well..."""
Ushiromiya Maria,"""Uu-!  If Mama made it, Maria is happy with anything!  Uu-uu-uu-!  Sakutaro~, Sakutaro~uu-uu-!"""
,"Rosa oba-san spoke slightly humbly, but Maria onee-san was happy even before opening the wrapping."
,"......I could really understand that feeling.It's not a problem of quality.Just the fact that it was a handmade present was more pleasing than anything."
Ushiromiya Maria,"""Can I open it?  Can I open it?!"""
Ushiromiya Rosa,"""I really wanted to do it after going back home, ......but, just for a bit, okay?  We'll just take a look and say hello, then put it back, okay?  You can give him a proper greeting once we get home, alright?  We're in public, so you can't fool around, right?  Can you promise?"""
Ushiromiya Maria,"""Uu-!  Promise promise!  "
Ushiromiya Maria,"So can I open it?  Ca~n I open it?  Mamaaa."""
Ushiromiya Rosa,"""Yes, yes, just for a bit, okay?"""
Ushiromiya Maria,"""Yaaaaaaaaaaayy...☆"""
,"Before Rosa oba-san finished talking, Maria started unwrapping it."
,"As soon as she did, ......yellow and orange peeked out."
,"What appeared was a slightly blank-looking lion stuffed animal, with cute round eyes and a white chest."
,"It was about the size of a small pillow.It looked pretty big next to a short person like Maria onee-chan, but it probably wasn't that large."
,"From the perspective of someone who didn't know better, it would probably look like something cheap bought from a department store or something."
,"But to Maria onee-chan, it was her mother's handmade stuffed animal, the only one of its kind in the world and irreplaceable."
Ushiromiya Maria,"""Sakutaro~, Sakutaro~!!  Kyakkyakkya!!  Cute cute, re~ally cute...!  Thank you Mama, thank you Mama, thank you so much for making such a cute stuffed animal even though you're so busy with your work...!"""
Ushiromiya Rosa,"""...If you praise me that much, it's actually embarrassing.  I couldn't take much time, so I couldn't make anything that good.  I actually wanted to make one so big that you couldn't wrap your arms around it..."""
Ushiromiya Maria,"""No, this is good!  With this size, we can always be together.  We can go out together.  Sakutaro~, it's your Onee-cha~n, uryu~☆"""
Ushiromiya Ange,"""It really is a cute stuffed animal.  So this kid is your best friend Sakutaro."""
Ushiromiya Maria,"""Uu-!  Can't go to school together, but always, always together at home and Maria's best friend.  "
Ushiromiya Maria,"You know, Sakutaro is ve-ry innocent and cute, and is always nice to Maria.  Supports Maria when Maria is feeling down, and plays a lot with Maria when Maria is feeling good!"
Ushiromiya Maria,"So Maria isn't lonely anymore.  Not lonely when Mama is busy with work and Maria is all alone, and even if no one plays with Maria at school, not lonely at all.  He-y, Sakutaro~, uryu~☆"""
,"......At school, Maria onee-chan had lived in the same kind of environment as I did."
,"Compared to the other kids in her class, Maria onee-chan's tempo was always a little slow."
,"Her sensitivity and way of thinking about things was a little peculiar, ......and was a little too idiosyncratic for her to blend in with them."
,"Her grades were low as well, and since she was talkative about everything related to the occult, which was her specialty, she was treated like a weirdo by everyone else in the class."
,"If you were touched by Maria onee-chan, you would be cursed...stuff like that."
,"Everyone in the class acted like she was disgusting, made fun of her, and avoided her, it seems."
,"If a boy bumped into Maria onee-chan, he would start rubbing that part against the other boys, as if he'd gotten some scum on him."
,"They would pick up her stuff like it was something filthy and chase the other boys around with it."
,"It seems that the girls acted as though even speaking to her was unpleasant, so they ignored her completely, giggling and sneering at her whenever she made a mistake."
Ushiromiya Ange,"""............It looks like bullying is the same in all eras.  Humans really don't advance, do they.  Why don't they just get wiped out."""
Ushiromiya Maria,"""......Maria is sad to be bullied, but thinks that it can't be helped."""
Ushiromiya Ange,"""It can't be helped...?  Why...?"""
Ushiromiya Maria,"""After all, there's a rule that says every class has to have a single bullied kid."""
Ushiromiya Ange,"""......That's a horrible rule.  I want to find the person who made that and hit them over the head with a brick.  Using the corner, of course."""
Ushiromiya Maria,"""If Maria wasn't there, then there'd surely be a new bullied kid chosen in Maria's place.  By staying strong, Maria can protect that kid."""
,"As she said that, she smiled faintly."
,"............Maria onee-chan's way of thinking really is unusual."
,"According to her, from the beginning, a witch had resided in that place called a school."
,"No, she says that anywhere that a lot of people gather will most certainly have a witch residing there."
,"The witch tries to steal the students' souls through death by disease or accidents.Apparently, she sometimes also corrupts the souls, leading them down that path of evil."
,"She says that an angel came, not content to let that happen."
Ushiromiya Maria,"""......And the angel, she tried to finish off that witch.  But the witch was powerful, and the fight took seven days and seven nights, but even then, it still wasn't finished.  The tired out witch asked for a truce, and proposed this."""
Ushiromiya Ange,"""I've heard this before.  ......'Until now, I have made half of the students in the class become sick or injured.  But in exchange, I have protected the remaining half of the students from sickness and injury."
Ushiromiya Ange,"  Therefore, if one member of the class becomes a sacrifice to me and is made into the 'bullied kid', I shall protect all of the other students from sickness and injury', .........wasn't it?"""
Ushiromiya Maria,"""Uu-.  The angel thought about it.  Compared to half the class meeting with misfortune, having only one person be unfortunate would be much better.  Then, the witch said that she would protect the safety of all the other students, using her powerful magic."""
Ushiromiya Ange,"""If there are 40 students in a class, ......and the 20 victims are shrunk down to 1, then 19 people are saved.  ......It actually is a reasonable proposition."""
,"I wonder if this fairy tale has some kind of motif.If it's a creation of Maria onee-chan, a nine year old girl, that would be pretty impressive."
Ushiromiya Maria,"""The angel decided to accept that proposal.  So, through the single sacrifice, 19 people were saved.  ......So Maria's role is important.  The witch is protecting 19 people."""
Ushiromiya Ange,"""......Because we become sacrifices?  .........Well, I don't remember ever being thanked by those 19 people."""
,"...Maria onee-chan's idea was too compassionate."
,"The misfortune of my and her situations are very similar.  ......And yet, maybe you could say that because of a small difference in our way of thinking, there's a difference in how peaceful our hearts are."
Ushiromiya Ange,"""And so, aren't you sad, Maria onee-chan...?"""
Ushiromiya Maria,"""Uu-.  Not sad at all.  After all, will be together with Sakutaro from now on.  Right?  Sakutaro?"""
Sakutarou,"『Uryu-!  If I can be with Maria, I'm happy too~!』"
Ushiromiya Maria,"""Look, Sakutaro is saying he's happy too.  Uu-☆"""
,"Maria onee-chan hugged the Sakutaro stuffed animal, playing both sides of the conversation herself."
,"I don't understand.......But that's exactly why I want to reach Maria onee-chan's level."
,"...So I held a strong interest towards her tale and her words."
Ushiromiya Maria,"""Ange, is it tough because you're all alone......?"""
Ushiromiya Ange,"""......It is tough.  But, just the time when I can be like this with you is different.  Because I'm not...all alone."""
Ushiromiya Maria,"""Then, if Sakutaro also becomes your friend, it'll be even more fun.  Uu-!  Then starting today, Sakutaro is Ange's new friend!  Right, Sakutaro~"""
Sakutarou,"『Uryu?  I am...Ange's friend...?  Uryu-, Ange~!』"
,"Skillfully moving the stuffed animal like it was a puppet, Maria onee-chan changed Sakutaro's facial expressions."
,"She was controlling him, but the charming way he waved his short hand and cocked his head to the side, made it feel like he really was a new friend called Sakutaro."
,"Of course, looking at it with cold eyes, it would only appear that Maria onee-chan was comforting me when I was grumpy."
,"......But a soul had definitely been blown into that stuffed animal."
,"The soul of Maria onee-chan's love."
,"So I accepted the existence of a being called Sakutaro inside that stuffed animal."
Ushiromiya Maria,"""Come on, say hi to Sakutaro too, Ange.  Come on, you say hi too, Sakutaro~☆"""
Sakutarou,"『Uryu......?  Is Ange, ......a scary person......?』"
,"As Sakutaro timidly looked at me, he unexpectedly met my gaze, and hid behind Maria onee-chan's back in surprise."
,"......Maria onee-chan really is good at playing with stuffed animals."
Ushiromiya Maria,"""It's okay, Sakutaro.  Ange isn't scary, she's a very nice gi~rl.  Uu-☆"""
Sakutarou,"『...H, hello.  I'm Sakutarou.........Uryu......』"
Ushiromiya Ange,"""*giggle*.  ......Pleased to meet you, Sakutarou.  I'm Ange.  I'm glad to have a new friend."""
,"I held out my hand as though asking for a handshake, and Sakutaro's short hand was stuck out towards me, lightly touching my index finger."
,"After all, the size is all wrong for a handshake between a human and a stuffed animal.This greeting by touching each other's fingers was our handshake."
Ushiromiya Maria,"""Uu-☆  Now, Ange and Sakutaro are already friends!  Two people are more fun than one, and three people are more fun than two.  Uu-!"""
Sakutarou,"『Uryu~!』"
,"Maria onee-chan had given the name 'Sakutarou' to the stuffed animal she was to receive on her birthday, and had warmed and expanded his existence in her heart for a long, long time."
,"Therefore, even before she had met him, a personality had been sublimated into his existence."
,"Even at the first moment they had met, he and she had been friends."
,"Of course, I don't think anything could be as personified and loved as Sakutarou was, but that wasn't anything extraordinary in Maria onee-chan's eyes."
,"She loved the things she owned very much, treating them just like friends or beloved pets."
,"Maybe Rosa oba-san hadn't let her keep a pet at some point in time, so she treated objects as though they were precious."
,"......Maybe she was so isolated that she had been forced to find a friend nearby."
,"Because of those various conditions, this wasn't anything extraordinary from her perspective."
,"And even so, Sakutarou, ......no, maybe I should call it Sakutaro like Maria onee-chan."
,"It was certain that Sakutaro was a stuffed animal, ...no, a friend who was more loved than anything, no, anyone."
Ushiromiya Rosa,"""Hello..., it's Mama.  You're in a good mood.  Is a friend over?"""
Ushiromiya Maria,"""Uu-!  Playing with Sakutaro!  Sakutaro, knock it off, kyakkyakkya!"""
,"It was already about 9:00 at night."
,"Rosa had asked since this wasn't a good time to have a friend over and she had been a little surprised, but when she thought about it, Maria didn't have any friends who would come over to play, did she..."
,"Even so, to think that she would have so much fun playing with that stuffed animal."
,"Rosa was very pleased that Maria had liked her birthday present so much."
Ushiromiya Rosa,"""Sorry.  Mama just can't get her work finished...  The next season's lineup is having a tough time.  It looks like we're finally starting to get orders bit by bit, and I want to somehow give an impact here that can answer their expectations..."""
Ushiromiya Maria,"""Staying over tonight?  Yeah, okay.  Do your best, Mama!"""
Ushiromiya Rosa,"""R, really?  Thank you, Maria...  Thanks for understanding about Mama's work..."""
,"Rosa was very surprised that Maria had accepted that she couldn't come home from work so indifferently."
,"Rosa had viewed telling Maria that she would be coming home late or staying overnight as a large burden."
,"Maria would start crying about how lonely she was on the other end of the phone, and it took a lot of time and effort to calm her down."
,"To think that Maria would accept it in such high spirits..."
,"Is this also thanks to Sakutarou?"
,"...Rosa was once again pleased that she had given such a good present."
Ushiromiya Rosa,"""I'll make sure that I can come back this time tomorrow.  Let's eat dinner together tomorrow.  You haven't eaten dinner yet, have you Maria?  Buy a bento at the convenience store and eat it.  No sweets, and no soda.  I'll check the receipt and the change, understand?"""
Ushiromiya Maria,"""Uu-!  Shopping with Sakutaro, shopping with Sakutaro...!"""
Ushiromiya Rosa,"""H, hey!  Not Sakutaro, have him watch over the house!"""
,"From Maria's manner of speech, Rosa got the feeling that Maria would go shopping with that stuffed animal without her knowing about it."
,"Rosa's forehead creased, and after sourly saying that Maria definitely must not do that, she hung up."
Ushiromiya Maria,"""Uu-...  Mama said must not go shopping with Sakutaro..."""
Sakutarou,"『Uryu-...  Can't go shopping with Maria...  Staying home alone...will be lonely...』"
Ushiromiya Maria,"""Why did Mama say not to go shopping with Sakutaro...  Uu-..."""
Sakutarou,"『Uryu.........I'm sure that if Maria was seen with me, it would be embarrassing...』"
Ushiromiya Maria,"""......Embarrassing?  Why?"""
Sakutarou,"『Mama says not to take me outside a lot.  And she usually says Maria can't do it because she's too old...』"
Ushiromiya Maria,"""Uu-?  But Maria isn't embarrassed at all to be with Sakutaro, right?"""
Sakutarou,"『I am a lion, ...but I'm a stuffed animal.』"
Ushiromiya Maria,"""You're a lion and a stuffed animal, but you're Maria's friend.  So let's go out together☆  Just when Mama isn't around, as a secret.  Uu-?  You aren't saying that you're embarrassed, are you?"""
