Speaker,Original Witch Hunt (OG)
,Maria onee-chan flew into a rage with a terrible expression on her face.
,"Surprised by that voice, the butterflies throughout the garden flew up, ......blowing around like a typhoon of flower petals."
Ushiromiya Ange,"""Yes, I know.  Rosa oba-san, ......took your precious stuffed animal Sakutarou, and tore him apart......!!"""
Ushiromiya Maria,"""Gyaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhh!!!"""
,Maria's scream became a storm and violently scattered the golden petals and leaves.
,It was truly a storm of gold.
{f:5:Beatrice},"""Stop...!!  Stop stop stop...!!!  Why are you trying to reopen the wound in MARIA's heart...?!  Don't defile the sleep of this precious friend to both Maria and myself...!!"""
Ushiromiya Ange,"""In that case, why don't you revive that precious friend for her with your magic?"""
{f:5:Beatrice},"""I'd do it if I could...!!  But that stuffed animal was an article Rosa created herself!  The magical meaning of that individual object being torn apart is-"""
Ushiromiya Ange,"""Don't try to fool anyone.  Why can't you revive Sakutarou?  There's only one answer.  It's because you aren't a real witch!"""
{f:5:Beatrice},""".........I can revive him...!!  With my magic, I can revive him as often as I want, like this!!  "
{f:5:Beatrice},"I could even bury this garden in Sakutarous...!!"""
Ushiromiya Ange,"""Yeah, I'll bet you could, with your magic!  But Onee-chan definitely wouldn't be able to see the Sakutarous you create!"
Ushiromiya Ange,"............You know why, right?  I'll say it again.  It's because you aren't a real witch...!!"""
Ushiromiya Maria,"""Stop iiiiiiiiiit!!  Why do you keep saying such mean things, Ange...?!  Beato can use a lot of magic...!  She's a very wonderful witch...!!"
Ushiromiya Maria,"She couldn't revive just Sakutaro, ......but she can do anything else...!!  So, I can at least......do without, ...Sakutaro......"""
Ushiromiya Ange,"""No, Onee-chan, that's wrong.  .........There's nothing a witch can't do.  As soon as she couldn't do that, Beatrice was not a real witch."""
Ushiromiya Maria,"""Th, that's wrong......!!  It's because Sakutaro's stuffed animal vessel was something Mama made especially herself, and-"""
Ushiromiya Ange,"""And that's why she can't revive him?  Is Beatrice's...your magic so inconvenient?"""
{f:5:Beatrice},"""Gah, .........i, ......in that case, ......are you saying that you can revive Sakutarou?!  Are you saying that you can do that with your magic?!"""
Ushiromiya Ange,"""I can."""
{f:5:Beatrice},""".........What did you........."""
Ushiromiya Ange,"""Maria onee-chan!!  I'll show you some real magic.  I'll revive Sakutarou for you!!"""
Ushiromiya Maria,"""......R, .........really......?  Even Beatrice couldn't do it, right......?  ...R, .........really......?!"""
Ushiromiya Ange,"""Yes, I can!  In exchange, promise me.  Once I've revived Sakutarou..."""
Ushiromiya Maria,"""Yes...!"""
Ushiromiya Ange,"""...Leave this Golden Land."""
Ushiromiya Maria,"""............ah-"""
{f:5:Beatrice},"""I, I will not permit that...!!  This world is MARIA's and mine!!  If MARIA leaves, ......it will break...!!"""
,"The minimum amount of humans it takes to create a universe is two.If that breaks down, the world is destroyed."
,"To drag out the witch shut away in the Golden Land, I'll have to destroy this world...!"
Ushiromiya Ange,"""......Yes, that is the proof that you are not a witch.  ......A real witch can create a universe alone.  "
Ushiromiya Ange,"The Mariage Sorciere Alliance of Witches!  ......The very existence of this alliance proves that you are not a witch...!!"""
{f:5:Beatrice},"""N, no...!!  I won't hand MARIA over...!!  I hate you, leave right now...!!  Get out of heeeeeeeeeeeere!!"""
Ushiromiya Ange,"""Dragging everyone into a game of your own accord, then getting bored and chasing them out when your mood changes!!  How selfish can you be?  "
Ushiromiya Ange,"Take a look, Beatrice!!  And you, Maria onee-chan!!  This...is true magic.........!!!"""
Ushiromiya Maria,"""W, ......will you really revive Sakutaro...?!"""
{f:5:Beatrice},"""There's no way you can!!  This is a Golden Land for Maria and me alone...!  There is not a single magic that an outsider like you could use!  As you are now, you couldn't even create a single butterfly!!"""
Ushiromiya Maria,"""Be quiet, Beato!!  Don't get in Ange's way...!!"""
,"When Maria yelled, ......the storm suddenly stopped, and the area returned to silence."
,".........The scene as a massive amount of golden petals that had been blown upwards quietly drifted downward, ......was fantastical, as though a golden snow was falling......"
,"Maria, thinking about this unlikely, if-only miracle, had unconsciously joined her hands together as though praying."
,"......Beato watched Maria do this, her heart racing."
,".........If the extremely unlikely were to happen..., Maria would, ......this world would......"
,"But, ......it's unthinkable......!A certain impossibility..."
,"That stuffed animal, which had been the only one in the world, was torn apart and thrown away, and not a thread remained."
,Reviving it was a certainly certain impossibility......!!
,{p:1:This is my Golden Land}...!{n}{p:1:A world where magic that isn't mine certainly cannot exist}!!!
{f:5:Beatrice},"""I, ......if you can do it, ......give it a tryyyyyyyyy, Ushiromiya Angeeeeeeeeeeeeeeeeeee!!!"""
,"At Beato's scream-like cry, the world lost its sound."
,I slowly...recited the incantation...for true magic......
Ushiromiya Ange,"""............Come, try to remember.  Maria's close friend Sakutarou."
Ushiromiya Ange,......Try and remember what form you had.
Ushiromiya Ange,".........Try and remember what a lovable stuffed animal you were."""
Ushiromiya Maria,"""Eh, ..................ah, ...ah............"""
{f:5:Beatrice},""".........................oh-"""
,......Expressions of shock rose to both of their faces.
,"Then, ......pushing Beato's elbow aside, Maria dashed forward......"
Ushiromiya Maria,""".........kutaro........., .........Sakutaro.........!!"""
,"Then, ............she clung to us."
Ushiromiya Ange,"""......It's alright.  Sakutarou...won't disappear.............{n}『Uryu, Maria.  I'm back.』"""
Ushiromiya Maria,"""Sakutaro, ......Sakutaro......, ......uuuuuuuuuuuuuuu, waaaaaaaaaaaaaaaaaauuuuu!!  Sakutarooooooo......, I wanted to see you......, ...so much............"""
,"It was without a doubt, .........that lion......Sakutarou stuffed animal."
,"Its softness, its texture, its stitches, its everything, .........Maria had forgotten."
,"But, .........the instant she hugged the stuffed animal, everything came back to her vividly......"
Sakutarou,"『Uryu.  Maria, ......I'm back.』"
Ushiromiya Maria,"""Sakutaro, Sakutaro...!!  Is your body alright?  Does it hurt anywhere?  Even though, ......something so horrible was done to you, are you alright everywhere......?!"""
Sakutarou,"『Uryu...!  Ange revived me with magic, so I'm perfectly fine...!』"
Ushiromiya Maria,"""I'm so glad......, I'm so glad......  Welcome back Sakutaro......, uuuuuuuuuuuuuuuuuuuuuuuu!!"""
Sakutarou,"『From now on, I'll always be with you, Maria.  Together for eternity.  ......So, don't let go of me, okay.........?』"
Ushiromiya Maria,"""Yeah, ......won't let go............for all eternity.................."""
,"Then, still hugging Sakutarou, she looked up at me with tear-filled eyes..."
Ushiromiya Maria,"""......Thank you, Ange...!  .........Ange's magic is amazing............Why?  Why can you revive Sakutarou?!  When Beato couldn't do it...!"""
{f:5:Beatrice},"""............Impossible.........Impossible............Why?  ......Why can a human other than me use magic in my Golden Land?!?!  This is, .........completely impossible.........!"""
Ushiromiya Ange,"""What are you so flustered about, Beatrice?  ..................This is...magic, right?"""
{f:5:Beatrice},"""There's no way that's magic...!!  {p:1:This is my Golden Land}!!  {p:1:A world where magic that isn't mine certainly cannot exist}!!  And my {p:1:magic was not able to revive Sakutarou}...!!"
{f:5:Beatrice},"There's no way it could!!  {p:1:That stuffed animal is a special stuffed animal}!  {p:1:Made by Rosa for her daughter's birthday, and in the entire world, the only}, .........ah, ...............u, ...............ah......"""
Ushiromiya Ange,"""................See, ...it's magic, right?"""
{f:5:Beatrice},"""Uu, ......oh......, ......ah, .........aaahhh, .........aaaaaaaaaahhhh......"""
,"With this miracle that she could not possibly accept, .........Beato...understood all of my magic......"
,"Then, she looked at Maria and Sakutarou, innocently frolicking around, ......looked at me, .........and then, .........fell to her knees, ......with even her hands pressed to the ground, ............and cried."
Ushiromiya Maria,"""Beatrice...!  This is really magic, right...?!  It's magic, right?!  Beatrice...!!!"""
{f:5:Beatrice},"""............Hmmm...............It is magic............That is, .........true, .........magic........."""
Ushiromiya Maria,"""Why can Ange use a magic that even Beato can't do?!  Why?!  Why?!  Ange's awesome, Ange's an awesome witch!  A real witch who's much, much more awesome than Maria......!!!"""
Ushiromiya Ange,"""Yeah, that's right, Onee-chan.  ...............I am the Witch of Resurrection ANGE.  ......There is nothing that cannot be revived by me."""
Ushiromiya Maria,"""Awesome, awesome!!  Even Beato said that the magic of resurrection was the hardest!!  ANGE's awesome!!  A true true Great Witch......!!!"""
,"At that time, Maria's and Sakutarou's forms flashed gold, ......and the forms of the two became golden flower petals, and crumbled away......"
,"As the two became a golden wind and swirled together, .........they left for some other peaceful place, not here."
,"Beato had, ......as promised, banished Maria from the Golden Land."
Ushiromiya Ange,"""......Goodbye, ...Maria onee-chan.  And...be happy forever.  ............It's alright, in Onee-chan's world as well, 'you' surely exist.But that is not referring to you."""
{f:5:Beatrice},"""............Isn't that great, ......Maria............As your close friend, .........I celebrate this reunion...from the bottom of my heart........."""
,"On Beato's face, ......was a mixture of what was probably every expression a human could muster."
,"There was joy, anger, and sadness."
Ushiromiya Ange,""".........That is, the source of magic, isn't it.  ............Without love, without sadness, without anger, ............magic cannot be seen."""
,The ground shook.  ......An earthquake.
,".........It gradually summoned greater and greater fissures, and began to tear Beatrice's final paradise apart."
,"Golden butterflies fluttered about trying to escape, but there was nowhere to escape to....And, Beatrice did too."
,The Golden Land began to crumble away.
,"The earth crumbled downwards like a floor falling through, .........and Beatrice was sucked into the depths of a jet-black darkness."
,"Then, she was mercilessly slammed against a jet-black floor."
,......It was a very dimly-lit...smoking room.
,"There was no door to exit by, and while there was a window, it let no light, ......into Beatrice's dimly-lit smoking room."
,"Even though Beato was moaning from the pain of being slammed against that cold hard floor, she shakily rose to her feet......"
,The seat over there...
,"......The game table, ......still just as it had been when she had left it."
,The game board also remained in the same state that Beato had left it in.
Ushiromiya Ange,"""That is your seat.  Sit."""
{f:5:Beatrice},"""............So, this is the only seat, .........for me to sit in........."""
,"Beato put a hand against her own seat, ......and laughed sadly."
Ushiromiya Ange,"""Win, or lose.  That is all you are given.  A tie during the process of reaching that point will probably be permitted."
Ushiromiya Ange,".........However, you won't be allowed to suspend the game and throw it away!  Will you win and survive, or lose and disappear?  Until one of those two things happens, you will not be permitted to rise from that chair!!"
Ushiromiya Ange,"  That should be your only duty as the host of a witch's game, as the Golden Witch Beatrice...!!"""
,"Laughing weakly, Beato, ......sat in that seat."
,"......Then she rested her elbows and covered her face with both hands, .........showing off a smile with nothing but her mouth."
{f:5:Beatrice},""".........Not permitted to escape an unwinnable game.........Then, very well.  ......Why don't I repeat this, ......until I lose......"""
Ushiromiya Ange,"""How fainthearted!  Win.  Use the best moves you have...!!  You started this game!  You have a duty to make the best moves possible!!  Give all this indecisive fooling around a rest!"""
,"At that time, there was a violent sound.......Beato felt a cold, pathetic sensation in her legs."
{f:5:Lambdadelta},"""......Gotcha...!  I finally got you, eh, Beato~?"""
{f:5:Beatrice},"""Oh, Great Lady Lambdadelta is it............To think that you were still here."""
,"Beato's foot was caught in an ice-cold steel shackle, ......tying her to the chair she sat in."
,......She would no longer be able to escape from this seat.
{f:5:Lambdadelta},"""Ho-hhohhohoho!  You won't be able to escape anymore, alright?  I'm more persistent than I look.  Surprised?"""
{f:5:Beatrice},"""............It'd have been more surprising if you hadn't realized it yourself."""
{f:5:Lambdadelta},"""You are not permitted to leave early or suspend the game.  You'll fight for all eternity, in order to win, right?  .........You don't want to lose, do you?  You wanna little peek at the kind of wonderful world you'll be thrown into if you lose?"
{f:5:Lambdadelta},"DON'T WORRY.  You can win, because I, the Great Lady Lambdadelta, will be watching you constantly until you win, looking after you for all eternity...!!"""
{f:5:Beatrice},"""..............................Hmph, ......hahahahaha.  .........But even if I wish to fight, I have no opponent across from me, correct......?"""
{f:5:Bernkastel},""".........Don't worry, I've found Battler."""
,"When Bernkastel appeared and clapped her hands, Battler appeared from the sky and plopped into the opposite chair."
,"Battler's eyes were slightly opened, but there was no sparkle in them, almost like a doll's."
,"Without the one pillar that established his soul, ...........he had fallen into the depths of the depths of darkness, and had been drifting about all this time."
,......He had then supposedly scattered and disappeared like mist.
,Bernkastel had managed to scrape him together.It's surprising that she even managed to bring him back into a human form.
,"However, even though his flesh had returned, his soul had not.......It had been blown away by Beatrice after having its existence denied.It wouldn't come back easily."
{f:5:Bernkastel},"""............You will not run from this fight either, Battler.  Not until you win.  ......Just having your chance of winning disappear won't mean that you'll be permitted the inelegance of throwing everything away and running.  "
{f:5:Bernkastel},"He doesn't want that himself.  ............Right, Ushiromiya Battler...?"""
,Battler didn't answer.......His heart was still...dead.
,"His eyes wavered slightly at the question, but he couldn't answer."
Ushiromiya Ange,"""Battler...!  Get ahold of yourself!  You are here.  And the enemy is before your eyes...!  Fight!  Fight to win!!"""
,"Battler lazily repeated that, speaking incoherently."
,.........He'd come back.
,The wound he bore on his soul was no small thing.
,"That was only natural.Beatrice had woven her red, and he had been denied."
,"He had learned that the mother he had respected was not his birth mother, ......and he didn't know who he was."
Ushiromiya Battler,"......He was not, ......Ushiromiya Battler............"
Ushiromiya Ange,"""Don't talk stupid!  You are Ushiromiya Battler, no one else!  "
Ushiromiya Ange,"No matter who acknowledges that or denies that, make sure you believe it yourself...!!  You know, you are the only one who can create your own world.  Don't lose the world where you are Ushiromiya Battler!"""
Ushiromiya Battler,"""...............Then, ............who, ......am I.........?  I'm not Mom's child, right......?  Where was I born from......?"""
,"As Battler's eyes, which still hadn't regained their sparkle, stared lazily up at the ceiling, he asked that question."
,"Of course, she answered right away."
Ushiromiya Ange,"""Yes, that's right.  Beato proclaimed it with the red truth.  ......So I'll proclaim it too.  {p:1:Ushiromiya Battler is not Ushiromiya Asumu's son.}"""
{f:5:Beatrice},""".........Hmph, ......in that case, he is not qualified to be the opponent in my game, correct...?"""
Ushiromiya Ange,"""Beatrice, repeat it.  'Ushiromiya Battler is not Ushiromiya Kinzo's grandchild'."""
{f:5:Beatrice},"""........................"""
,"As Beato wrinkled her forehead, ......a painful-looking smile rose to her face."
Ushiromiya Ange,"""So you refuse to repeat it.  Beato proclaimed two red truths, '{p:1:Battler is not Asumu's son}', and '{p:1:No one except Kinzo's grandchild Battler is qualified to be an opponent}'.  "
Ushiromiya Ange,"The following theory will have Battler be accepted as qualified without any contradictions.  This is my blue truth, listen to it...!"""
Ushiromiya Ange,"{p:2:The one who is qualified to be Beato's opponent is 'Kinzo's grandchild Ushiromiya Battler', and whether you are 'Asumu's son' or not is no problem."
Ushiromiya Ange,"Thus, even if you are not Asumu's son, you can be Kinzo's grandchild."
Ushiromiya Ange,As long as you are Rudolf's son!}
{f:5:Lambdadelta},"""Hmph, isn't this just a foolish word game?"""
{f:5:Bernkastel},"""............Blue truth, effective.  Beato, your counterargument with the red truth?  If you cannot counter it with the red truth, there is no problem with Battler's qualifications as an opponent."""
{f:5:Beatrice},"""........................"""
,.........Battler was still out of it.He still couldn't really understand what she was saying for him.
,"......But even so, his spirit was starting to come back bit by bit..."
Ushiromiya Battler,"""............Then, ............who, .........am I......?"""
Ushiromiya Ange,"""Get ahold of yourself!  You are Ushiromiya Battler!  Yeah, maybe Asumu okaa-san didn't give birth to you.  But so what?!  That doesn't change in the slightest the fact that she was a mother to you, right?!"
Ushiromiya Ange,".........For example, what is Ushiromiya Ange to you?  You might not share the same blood, but she's still your little sister, right?!  It's not about blood, it's about bonds, right?!"""
Ushiromiya Battler,"""............That's...right............Even though we don't share the same blood, ......Ange is, .........my little sister."""
Ushiromiya Ange,"""Say it in red!  Say that Ange is your little sister!!"""
Ushiromiya Battler,""".........{p:1:Ange is, ......my little sister}.  ............ah, ............I could say it."""
,"She hugged Battler, who was still out of it and slumped in his chair, strongly from behind.So much that it hurt."
Ushiromiya Ange,"""I don't know why Asumu okaa-san wasn't your birth mother.  But still, until today and even now, you believe that she is your mother, right?!  In this world, there are plenty of people without even a mother, ......without even a family!!"
Ushiromiya Ange,"Did Asumu okaa-san ever let you feel lonely?  Never, right?!  Don't throw your peaceful family away so easily!!  Your family bonds have gotten too thin after leaving your family for six years!!"
Ushiromiya Ange,"You have to feel those family bonds much, much more strongly!  Remember!!  For Asumu okaa-san's sake as well, don't lose your affection over a foolish witch's rant like this!"""
Ushiromiya Battler,"""...........................You're right............Mom was, ......always on my side......"
Ushiromiya Battler,"...............Where is this place......?  ......It's dark......, ......I want to go home......  Where's, all of my, ......family.........?"""
,"The light still hadn't returned to Battler's eyes.But, ......tears appeared."
Ushiromiya Ange,"""Your little sister is waiting at home for you to come back.  If even you don't come back, ......she will be all alone forever...!  For your little sister's sake, please win this witch's game...!!"""
Ushiromiya Battler,"""............Ange......, my, ......little sister...............But still, .........I don't get it............Why, do I have to keep repeating this incomprehensible, cruel game with Beato......?  .........I've, ......had enough........."""
Ushiromiya Ange,"""In that case, settle this game quickly and go back home!!  Ushiromiya Battler, how long are you going to play around in a place like this?!  Your little sister is waiting for you to come home!!!"""
,.........That's right.
,Battler was caught up in this strange game before he even knew it.
,"And, still unable to understand why he was fighting, he had been constantly sucked into the witch's pace, played with and made to fight."
,That should have been the most simple and first question.
,"......Because he didn't understand that, he had lost his purpose in fighting...!!"
,That's why my voice won't reach Battler's ears...!
,"Instead of a vague purpose, like winning against the witch, or because he couldn't forgive her..."
,......He had to be aware of a purpose for which he must win.
Ushiromiya Battler,""".........That's right............I want to go home......, ......I want to go home to Dad and Mom, ......and Ange...............I've had enough, ......enough of this place............I've had enough of witches, I've had enough of games and murders......, ......enough, enough......"""
{f:5:Lambdadelta},"""Battler's soul, ...is starting to come back."""
{f:5:Bernkastel},"""............But it can't quite reach."""
Ushiromiya Ange,"""You've had enough, right?!  Then fight so that you can return to your family!!  Destroy Beatrice and go home!!"""
Ushiromiya Battler,"""No, ......I've had enough of witches...!  Enough of Beato, ...enough of everything...and you too, you're probably just another one of the witch's allies...  I could be betrayed again at any time...!!"
Ushiromiya Battler,"{p:1:You can't trust anything, you can't trust any words that aren't red...!!Don't bother me, don't bother meeeeeeeeeeee!!"""
,"Battler's soul howled.She hugged his head from behind, strong enough that it hurt."
Ushiromiya Ange,"""{p:1:Come home quickly, Onii-chan!!  Don't leave me all alone!!!}"""
Ushiromiya Battler,"""...............Huh, ...............who, ........., ......are you......?"""
Ushiromiya Ange,"""{p:1:It's me, it's Ange...!!}  {p:1:Dad and Mom and Onii-chan...no one comes home!!}  {p:1:I'm lonely!!}  {p:1:I beg you, come home quickly!}"""
Ushiromiya Battler,"""......A, .........Ange...............You were, .........Ange............?"""
Ushiromiya Ange,"""{p:1:That's right, I'm Ange!!}  {p:1:The Ushiromiya Ange of a world where no one comes home...!!}  {p:1:.........My entire family...never came home from Rokkenjima that day...!!}"
Ushiromiya Ange,"{p:1:The witch before your eyes stole away my whole family, even you, Onii-chan...!}  {p:1:.........Only you can finish her, Onii-chan!!}  {p:1:Finish her...!!}"
Ushiromiya Ange,"{p:1:Then, take your family back!!}  {p:1:And then, .........come home to me......!!!}"""
Ushiromiya Battler,"""............Beato did, ......to my family........."""
{f:5:Beatrice},"""......Hmph, ............as she says.  I will not run away or hide from it.  ......I stole Ushiromiya Ange's family away from her."
{f:5:Beatrice},"Battler is my toy!  His father and mother are both my toys.  ......I won't give them back to you.  ......You may continue to wander all alone forever, awaiting the return of your family that will not return......!"""
,"From Ange's arms that held him, ............the very painful, sad, and lonely days......that his little sister, who had been left all alone, had gone through...flowed into Battler......"
,"......Because he had been playing around in a place like this, .........his little sister had been left all alone, .........and had been forced to endure............such painful days............!!"
Ushiromiya Battler,"""...Ange, .........Ange.........!!  Damn, ......I, .........what am I doing.........?!!  Thanks a bunch, Ange...  Onii-chan, ......has been forgetting something important this whole time......!"""
,"Battler tried to turn around, but Ange was hanging onto Battler's head with an incredible force, so he couldn't turn back."
,......Sweat?
,Hot drops were splashing the nape of Battler's neck.
,......What they were...he knew from holding Ange's arm that clung to him.
,.........Because it stained Battler's hand...his fingers...red.
Ushiromiya Battler,""".........Blood..., ......A, Ange?!  A, are you alright?!  H, hey......?!"""
,It dripped and splashed.
,He didn't know what was going on.
,"Battler didn't know because he couldn't turn around, but the hot drops that stained his entire back were surely, ......blood."
Ushiromiya Ange,"""............In order to save you, Onii-chan, in order to come here, there was a single rule, ......that I had to keep............This, ............is it.  ......Letting you, Onii-chan, .........know, .........that I was, ......Ange........."""
Ushiromiya Ange,......It was tough.........
Ushiromiya Ange,"To think that even though Onii-chan was right before my eyes, ......I couldn't even say that........."
Ushiromiya Ange,"As long as I followed this rule, ......I should have been able to stay by Onii-chan's side for all eternity."
Ushiromiya Ange,".........I should have been able, ...to play in the game against the witch, ......for eternity with Onii-chan......"
Ushiromiya Ange,"""But, .........that's no good.  "
Ushiromiya Ange,"............Onii, ......ah, .........chan, ......unless you come back..."
Ushiromiya Ange,".........At your house, ......your sister will be waiting......"
Ushiromiya Ange,".........That person isn't me, ............but this way, your sister, ...will be saved........."""
Ushiromiya Battler,"""Ange?!  Ange!!  There's so much blood...!!  So much, so much!!"""
,"He wanted to turn around, but Ange gripped his head tightly so he couldn't."
,"However, judging by the blood that was pouring out and Ange's pained breathing, he realized that something seriously wrong was happening to her right now."
Ushiromiya Ange,"""............Don't...worry...............I am just, ......a piece...............You know, in chess, ......they have this thing called a sacrifice......"""
Ushiromiya Battler,"""Sacri, ......what the?!  Who cares about that!!  Let's get you some first-aid quickly!!  Let go for a second, Ange...!!"""
{f:5:Beatrice},"""............A sacrifice...is a thrown piece.  For a tactical prospect, you intentionally acknowledge the loss and let a piece go..."""
,"In chess, the ultimate goal is victory.......So, if it can bring you to victory in the end, there is no problem with sacrificing a few individual pieces."
,Ange had cooly made a decision.
,".........She had been taught over and over again that she was a piece, not a player."
,"......In order to act like a piece and save Battler, right now, she would have to become a sacrificial piece herself."
,............Battler had to know.
,His purpose in this witch's game couldn't be something as abstract as finishing off the witch.
,"He had to win the game, release himself, and take his family back home."
,"Why?  .........Because he had family, a little sister, who was waiting for him to come home."
,A being who was created so that Ushiromiya Ange's voice could reach.
,"That is me, ANGE Beatrice...!!"
,"Use the piece I am as a sacrifice for Onii-chan's fighting spirit, for his purpose!"
,My purpose is not to play with Onii-chan in a witch's game for all eternity!
,I came to bring you Ushiromiya Ange's mourning and sadness!  That is my unshakable purpose!
Ushiromiya Battler,""".........Ange!!  Ange!!  Aaaaaaaaaarrrghhh!!!"""
,"The white, thin arm that held Battler, ......became pale and transparent, almost like wax."
,"...And even so, the fresh blood...stained it so cruelly......"
Ushiromiya Ange,"""...I will........., ...disappear now, but............Onii-chan, fight with all you've got, .........and I'm sure, you will.........come back to me........."
Ushiromiya Ange,".........I'll be waiting, ............always........................I had planned on helping you out a lot more than this, ......but I couldn't do anything.  ......Sorry....................."""
Ushiromiya Battler,"""D, don't worry about that......!!  You, ......taught me, didn't you......?!  You taught me why I must win...!  And that, ...I have to win for certain, and come back to you......!!"
Ushiromiya Battler,"What, .........am I doing, lazing about in a place like this......?!!  Yeah, I won't be playing in a place like this anymore...!! 'Cause I'll come back, I'll come back!!  I'll definitely come back, bringing a souvenir, I promise......!!!"""
Ushiromiya Ange,"""............I don't need one, .........so promise me one thing......"""
Ushiromiya Battler,"""What?  I'll promise anything...!!"""
Ushiromiya Ange,"""......In a second, I'm going to let go of this hand......  It hurt, didn't it......?  I held it so tightly, .........sorry........."
Ushiromiya Ange,".........I'm alright, ......so you don't have to turn around............So in the end, ......show me the coolest part of you, ......Onii-chan...............Rise from your seat, ......point at the witch before your eyes, ......and proclaim that the game will reconvene........."""
,"Ange's hand, ......slid, .........and disappeared behind me."
