Speaker,Original Witch Hunt (OG)
{f:5:Beatrice},"""B, ......Battleer......?  Wh, wh, what is this, Ronoveeeee, doesn't he look like he's in high spiriiiiiiits?!!  He isn't clutching his knees!  And he's answering!  Wait a sec, he was even in the middle of eating!!"""
Ronove,"""Pu kukukukuku!!  No, no, he was sleeping like a baby in his futon, clutching his knees.  I informed him that it was time to wake up, but he just wouldn't get up.  I tried to feed him, but it seems that a naughty cat wandered in and prevented that.  Pu ku ku, pu- ku ku ku ku!"""
{f:5:Beatrice},"""G, .........gwaaaaaaaaaaaaaaahhh...!!!  You tricked meeeeeeeeeee...!!"""
Ushiromiya Battler,"""Heh, you should talk.  Weren't you the one who played that massive trick last time?  I don't have a clue what's going on, but you got what you deserved....By the way, Ronove, nice one."""
Ronove,"""Pu kukuku, thank you very much, Battler-sama."""
,"The two men stuck up their thumbs as though they understood each other, chuckling together."
,"For a while, Beato acted very energetically, trying to hide her embarrassment......"
Ushiromiya Battler,"""Heh.  Don't take me so lightly.  Did you really think I'd still be hiding in a corner, holding my knees?"""
{f:5:Beatrice},"""*cackle*.  Then who was that person crying their eyes out in frustration last time?  You could've gathered your tears in a jar and called it face lotion."""
Ushiromiya Battler,"""Sh, shut up.  That was, um, just because I was a little surprised by your crappy act.  I might have looked a little lame, but don't think that the same move'll work twice."""
{f:5:Beatrice},"""Of course.  And don't disappoint me by falling for the same move over and over again, alright?  *cackle*cackle*!"""
Ushiromiya Battler,"""Ihihi, yeah, just you watch.  I'll teach you that I'm a guy who gets stronger every time he's beaten down."
Ushiromiya Battler,"............But Beato."""
{f:5:Beatrice},"""Hmm, what?"""
Ushiromiya Battler,"""Don't do it again."""
{f:5:Beatrice},"""Hoh?  Why's that?  So you really are weak against the rear attack?"""
Ushiromiya Battler,"""............You and I are enemies, and we'll certainly never join forces...I now understand that clearly.  ......So never again do something as unpleasant as trying to make me confused about that fact."""
{f:5:Beatrice},"""*cackle*cackle*!  You say that, but I know your weaknesses, ........."""
,"Beato thought they were still joking around, ...but that had disappeared from Battler's expression some time ago."
,Beato felt as though his eyes were like the surface of black tea which had cooled down...
Ushiromiya Battler,"""You hear me?  Don't do it again."""
{f:5:Beatrice},"""..................I don't get it.  I might do it again when you've forgotten, right...?"""
Ushiromiya Battler,"""Don't do it again."""
{f:5:Beatrice},"""............nn, ..............."""
,"Pierced by his strong and forceful gaze, Beato held her tongue."
,She may have thought that Battler would surely break that silence with laughter.
,"...However, Battler's serious expression didn't change in the slightest."
,"So to break that silence, Beato had no choice but to start laughing herself."
{f:5:Beatrice},"""*cackle*cackle*, hahhahahahahahahahahahahahahaha...!!  Very well.  You and I are worthy opponents.  No matter how good our relationship, we are never anything more than a pair of enemies.  If you have not mistaken this, that is enough for me."""
Ushiromiya Battler,"""...That's right.  I forgot that you were my enemy for just a second.  I won't show such a disgraceful display again.  ......I won't fall for your rear attack again.  Not again...!"""
{f:5:Beatrice},"""...........................Fu!  Hahhahahyahhahha!!  It seems that I am not the only one who cannot wait for the fourth game.  I am pleased, Battler.  Come, take your seat."""
Ushiromiya Battler,"""...Yep.  Just how I like it.  ......Clever little tricks won't work anymore."""
{f:5:Beatrice},"""Stop acting so tough.  You remain in a state of surrender for the last mystery in the previous game, the mystery of Nanjo's murder...!"""
Ushiromiya Battler,""".........I'm still waiting for an answer on that one.  But that doesn't mean that I've lost heart.  I will definitely break your 'red truth', and show that I can deny witches...!"""
{f:5:Beatrice},"""Hmph.  A good disposition.  You truly are a man like a phoenix.  Don't betray my expectations!  With that, let us raise the curtains on the fourth game.  "
{f:5:Beatrice},"But before that, it seems that we must welcome a new guest."""
Ushiromiya Battler,"""A guest......"""
{f:5:Beatrice},"""You remember as well, right?  That mystery girl, who appeared at the very end of the last game without an invitation, ruining my fun."""
Ushiromiya Battler,"""......That person........."""
{f:5:Beatrice},"""She says that she wants to join our game.  I sent her an official invitation, inviting her to join this match.  Ronove, call the guest."""
Ushiromiya Ange,"""......There's no need.  I'm already here."""
,The voice that answered Beato's call came from the darkness in a corner of the room.
,"When Battler turned around in surprise, he could now see that mystery girl there."
{f:5:Beatrice},"""My, my.  How rude.  Once you came, all you had to do was greet us."""
Ushiromiya Ange,"""I don't make a habit of greeting people before punching them.  But I'll say it after I punch."""
{f:5:Beatrice},"""Hoh, and what is that?"""
Ushiromiya Ange,"""<Good night, have a nice dream>."""
{f:5:Beatrice},"""*cackle*cackle*, hahhahhahahahahahaha!  I could laugh, I truly could laugh...!"""
,Beato cackled and clapped her hands.
,"But that was only Beato, and nothing rose to Battler's face except a bitter smile."
Ushiromiya Battler,"""......Whew.  You sure are a fighter."""
Ushiromiya Ange,"""........................"""
,"Battler and the girl's eyes met, and he said that as he shrugged his shoulders.But the girl didn't answer, giving only a cold stare in return."
Ushiromiya Battler,"""......You helped me out in the last moments of the previous game.  I'm grateful."""
Ushiromiya Ange,"""I don't need gratitude.  You were just slacking off.  I only told you to open your eyes."""
{f:5:Beatrice},"""Kuhhyahhyahhya!  That's so true, stop slacking off Battler, hyahhyahha!"""
,"Beato tried to laugh along with her, but it didn't reach the girl's ears."
,She did absolutely nothing except stare at Battler with ice-cold eyes.
Ushiromiya Battler,"""............Well, it looks like someone hates me."""
Ushiromiya Ange,"""I'm just annoyed that you aren't fighting seriously."""
Ushiromiya Battler,"""You say I'm not serious......?"""
Ushiromiya Ange,"""You can't possibly mean that your predicament earlier happened because you've been serious, can you?  ......Don't be a fool.  How long do you intend to go along with the witch's farce like this?"""
Ushiromiya Battler,"""...I'm fighting Beato in my own way.  And seriously, of course."""
Ushiromiya Ange,"""Seriously?  .........Don't make me laugh.  You keep on drinking tea and chatting with a witch for all eternity and call that fighting seriously?  Keep the jokes to just your hairdo."""
Ushiromiya Battler,"""......Well, that's because I wasn't used to this witch's game in the beginning, and I've been through a lot of harsh stuff.  Still, I'm finally starting to see how to fight and the knack to doing it.  ...If the pathetic way I've been acting makes it look like I haven't been serious to you, you're mistaken."""
Ushiromiya Ange,""".........Is that so?"""
Ushiromiya Battler,"""Of course, I know I've gotta close in a lot more before I can grab Beato by the collar.  "
Ushiromiya Battler,"But no matter how long that distance is, it is finite.  And in each game that passes, I am steadily closing that distance step by step!"
Ushiromiya Battler,"No matter how long it takes, I will close in on that witch, and I'll definitely checkmate her.  ......It might take one thousand years like she always says.  ...But even so, eventually, I will certainly win.  "
Ushiromiya Battler,"Why?  Because I definitely won't accept losing.  I definitely won't stop walking, and I'll keep closing in on her!  So in other words, there's just one thing I can say for sure."
Ushiromiya Battler,"......I will definitely win against that witch someday!  That's how it is."""
Ushiromiya Ange,"""You sure talk a lot.  Are you even trying to win?  Even the finite can become endless if it's treated the wrong way.  By now, you've become an Achilles who can't even outstrip a turtle.  "
Ushiromiya Ange,".........I get it.  So this is why I'm needed.  At this rate, there's no way you could win against the Endless Witch even after a billion years."""
Ushiromiya Battler,"""......Who are you?  It's not like you'll be struck by lightning if you just tell me your name."""
Ushiromiya Ange,"""........................"""
,"At that point, the girl fell silent, gazing straight into Battler's eyes."
,"At first, Battler faltered under the firmness of that look and his gaze wavered slightly, but then his eyes gradually began to be sucked into the pupils that were staring at him."
,"......Then, he saw a light that he had seen sometime before inside them..."
,"Battler was struck with how they strongly resembled the eyes of a girl who definitely couldn't be here, ......but that was completely impossible."
Ushiromiya Battler,"""...I know it's stupid, ......but for some reason, I'm getting that feeling.  But that can't be right.  ......That person's supposed to still be six years old.  ............You couldn't possibly be, ............Ange, could you............?"""
Ushiromiya Ange,"""..................If I were to say 'that's right', ...would you believe me?"""
Ushiromiya Battler,"""Nn............"""
Ushiromiya Ange,"""I'll say it differently.  If I said 'I am your ally, so trust me', would you believe it?  Would you unconditionally trust some unknown girl you're meeting for the first time just because she looks a little like someone you know?"
Ushiromiya Ange,......It's because you're such a softy that you were tricked so easily in the last game and cried so bitterly.
Ushiromiya Ange,"  ......You said it yourself.  That kid is 6, right?  Do I look like I'm 6?  And despite that, if I were to claim that I am that kid, would you just swallow that story?"""
Ushiromiya Battler,"""......If you say it like that, ...there's no way I can argue back.  "
Ushiromiya Battler,"...Sorry.  That's right, I am a softy.  And that should have been made clear after the last game.  ......Is this what you meant when you said I wasn't serious?"""
Ushiromiya Ange,"""Yes.  You may think you're fighting with a witch, but you're just getting along with her and playing.  ......You're just playing by fighting in a friendly game of chess."
Ushiromiya Ange,"That may be a serious contest for you two, but looking at it from far away, I only see you playing around and following the rules like you're good friends."""
Ushiromiya Battler,"""..................Ihihihi.  That's harsh."""
Ushiromiya Ange,"""But as long as you can't win this game, you won't be released from this place.  ......That's why I came.  I came to bring this game to its conclusion.  ......You claim that you're closing in on the witch, but you're just like a hamster running around in a wheel."""
{f:5:Beatrice},"""*cackle*cackle*!  Oh, that?  That thing that runs around and around on a wheel night after night?"""
Ushiromiya Ange,"""At a glance, you might think that running around in a wheel is endless.  ......The Endless Witch Beatrice.  It's just like you.  And although he thinks he's fighting, he's actually just running around in the wheel making a fool of himself."
Ushiromiya Ange,"......This isn't a game.  This is nothing more than a cage to shut him up for all eternity."""
{f:5:Beatrice},"""Hoh.  ......You liken my Endless to something like a wheel that a mouse plays in?  Interesting, interesting, *cackle*..."""
Ushiromiya Ange,"""Something that's endless in one dimension can be less than endless in a higher one.  The fact that a Menger sponge has infinite surface area only matters in a world of less than three dimensions.  In the three-dimensional world of reality, it has zero mass.  Not only is it not endless, it doesn't even exist."""
{f:5:Beatrice},"""*cackle*cackle*cackle*...!  What an assertive woman.  It seems you are worthy of being called my enemy."""
Ushiromiya Battler,"""............Who...are you?"""
Ushiromiya Ange,"""I am your ally.  And an enemy of witches.  .........Of course, you don't have to believe it.  "
Ushiromiya Ange,"No one can prove that I really am your ally.  On the contrary, it is more desirable that you stay on your guard strongly enough to find me very suspicious."""
Ushiromiya Battler,""".........That's right.  Last time ended up pretty bad.  I've got to be at least that careful.  ...I don't intend to get tricked twice."""
{f:5:Beatrice},"""*cackle*cackle*cackle*cackle*......!"""
,Beato laughed in a truly pleasant way which was humiliating only to Battler.
Ushiromiya Ange,"""People don't just get tricked out of the blue.  They get lazy from their own certainty, and when they entrust things to other people, that's when they get tricked.  ......Saying that you thought the light had turned green just because you saw other people start crossing doesn't count as an excuse for getting into an accident.  Get it...?"""
Ushiromiya Battler,"""Yeah..., I get it.  ......You're telling me not to swallow information given to me by others, but to think for myself.  .........I'd swallowed the magic that Beato showed me."
Ushiromiya Battler,"I'd stopped thinking.  So I was useless."""
,"Battler grimaced as he remembered his many painful losses....The witch watched and laughed again, putting on a bold appearance."
Ushiromiya Ange,"""I will advise you in a way that will be to your advantage.  Of course, you shouldn't swallow everything I say.  Because no one can provide certain proof that I am your ally."""
,"In the last game, Virgilia, who I'd thought was an ally, really had been on the witch's side."
,"......Battler couldn't get that eerie smile worn by Virgilia, who he had even thought of as trustworthy, out of his head."
Ushiromiya Ange,"""So you don't have to unconditionally trust me.  Therefore, taking my advice as nothing more than an opinion to be considered is just fine.  After all, ......the player who's fighting in a game against the witch is you."
Ushiromiya Battler,"""...That's right.  Saying I lost because I followed the moves of an outsider would be just too pathetic of an excuse."""
{f:5:Beatrice},"""Oh yes!  My opponent is Battler.  You are nothing more than an outsider.  You should bear that in mind.  *cackle*!"""
Ushiromiya Ange,"""No, I'm not an outsider.  With Beatrice and Ushiromiya Battler, ...and I who gaze down from above, it's almost like a fight in the shape of a triangle.  At a glance it might not be a united front, but just fighting together doesn't make a united front."""
{f:5:Beatrice},"""Hoh.  What an odd thing to say."""
Ushiromiya Ange,"""Just now, he described fighting with you as closing the distance.  But you can't measure distance with a single eye.  Only with two eyes are things visible in three dimensions, and only then can distance be measured."
Ushiromiya Ange,"  ......And even if there are two fields of vision, it's pointless if they're in the same place.  The one further away can accurately gauge the witch."""
Ushiromiya Battler,"""......Shooting from different positions and different angles.  ...So this is what they call crossfire.  Heheh, interesting."""
Ushiromiya Ange,"""Shooting...from different positions and different angles.  ......So I won't get along with anybody.  In order to separate my own position and catch the witch in a pincer attack."""
{f:5:Beatrice},""".........Is that alright, Battleer?  This girl may actually be an ambush I set up, right?  She might just be saying something plausible to gain your trust, right...?"""
Ushiromiya Battler,"""......Maybe.  She's been saying that over and over again herself.  ...So of course, I can't blindly accept her advice.  "
Ushiromiya Battler,"But whether she's worthy of trust or not, I can think for myself and decide.  As long as I don't stop thinking for myself, I won't be tricked by anyone again...!"""
{f:5:Beatrice},"""*cackle*cackle*cackle*!!  What confidence, Ushiromiya Battleer!  After you've said so much, it makes me want to trick you all over again, you see...?  And I want to see what kind of face you'll make when you realize that you've been tricked again!  I like it, kuhhahahahahahahaha!!"""
Ushiromiya Battler,"""............It looks like you know my name, but I don't know yours.  ...Tell me your name."""
,"For a while, the girl remained silent without changing her expression even once."
,"...She looked as though she couldn't decide whether to say her name or not, or possibly, as though she was deciding the name she would say on the spot."
Ushiromiya Ange,"""......Gretel."""
Ushiromiya Battler,"""Ghetto?  You are?"""
Ushiromiya Ange,"""That's my name, dumbass.  Call me Gretel."""
Ushiromiya Battler,"""Then should I call myself Hansel?  Ihihihi, just kidding, I'm Ushiromiya Battler!  Call me Battler."""
Ushiromiya Ange,""".........Nice to meet you.  ...I hate handshakes.  Don't take it personally."""
Ushiromiya Battler,"""...Ah, really?  Sorry.  After all, it isn't certain that you're my ally.  ......And you just told me to keep my guard up too."""
,"Battler drew back his right hand, which he had stuck out."
,"His bitter smile disappeared, and was replaced with a strong resolution for the new fourth game."
Ushiromiya Ange,"""Battler.  ......Think deeply about why you must win against this witch.  ......You can't stop with something abstract, like 'I'll get her because I don't like it'.  ......Have a deep conviction that you'll definitely defeat the witch and escape from this world."
Ushiromiya Ange,".........Because there is definitely, .........someone waiting for you to come back.  ......For that kid's sake as well, ........................"""
,"Maybe she was thinking about something.Gretel clenched her fists in front of her chest and hung her head in silence, at a loss for words for a short while."
,"As though smashing through that silence, Beato spoke up in a forceful voice."
{f:5:Beatrice},"""Good, that should be enough of an introduction for Gretel or whoever!  Come, try to remember, what happened on October 4!  Kuhhihihihihihihi, the curtain opens on the fourth game!!"""
,"At the same time, as though it had been blown by a sudden gust of wind, the clock which had been turned back to October 4, 1986, ......started to move."
,"While we remained in the witch's tea room, the blue-gray sea and the green Rokkenjima spread out beneath us, ......and we could see a boat heading there, its wake trailing behind it."
,"The sky was already cloudy, and it seemed that the barrier of the typhoon would soon shut the island away."
,"The boat docked in the harbor, .........and Gohda could be seen, helping unload it."
,"Then, ......the boat dropped off all of the passengers, .........and began to separate from the island."
,The relatives started to get swallowed up by the island.
Ushiromiya Jessica,"""Ahhahahaha!  You're as spirited as ever, Maria."""
Ushiromiya George,"""Maria-chan, you'll trip if you aren't careful.  Look out...!"""
Ushiromiya Maria,"""Uu-uu-uu-!!  Fa-ll fa-ll, si-nk si-nk, kyakkya!"""
,"...The long-missed cousins I had loved dashed across the beach, ......getting swallowed by the forest path that led to the mansion, and disappeared."
,"And of course, Onii-chan could be seen among them too."
Ushiromiya Battler,"""......Daa~mn it!!  Wait, wait, Maria!!  You nimble little brat!"""
Ushiromiya Maria,"""Kyakkya!  Uu-uu-uu-!  Kyakkyakkya!"""
,"Maria onee-chan, who I had loved, started dashing, and Onii-chan chased after her."
,They were swallowed up by the forest.
,"Following them, Father and Mother were also swallowed up."
,The rest of the parents were swallowed up...
,"......They were swallowed up, leaving only me behind..."
Ushiromiya Ange,Dumbass......
Ushiromiya Ange,How long are you going to joke around and play with a witch in a place like this......
Ushiromiya Ange,"Come back quickly, ......Onii-chan......!{n}Don't leave me all alone...!"
Ushiromiya Ange,And realize.
Ushiromiya Ange,Realize how cruel and lonely the world I'm isolated in is...
