Speaker,Original Witch Hunt (OG)
Ushiromiya Rosa,""".........I see.  In short, no matter which way it goes, there's absolutely no need to get flustered now."""
Ushiromiya Kyrie,"""That's it.  If Father shows up, we just have to carry out the normal family conference.  .........If he doesn't, we just have to constantly investigate Krauss-san."""
Ushiromiya Hideyoshi,"""We definitely must not let him talk his way out of it..., like by saying Father's mood has suddenly gotten worse."""
Ushiromiya Eva,"""......It seems what we really should be trying to figure out is what scheme Nii-san is going to try and trick us with.  The way he just doesn't know how to give up is something I know better than anyone."""
Ushiromiya Rosa,"""If Father is well, ......we'll prostrate ourselves and beg for money.  ......If its Krauss-san's farce, then we continue our ugly sibling fight.  .........Sounds like this year's family conference is going to be just wonderful."""
Ushiromiya Rudolf,"""Yep.  So, stupid thoughts are no better than sleeping.  It's almost 22:00.  ......Should we press Aniki?"""
,Rudolf and the rest looked at Krauss.
,"He sat down, and looked like he was awaiting Kinzo's arrival with an air of composure."
,"......They couldn't tell whether that really was composure, or whether he was scheming about how to tie together his lie."
Ushiromiya Natsuhi,"""............Dear......"""
Ushiromiya Krauss,"""......Calm yourself.  We won't get anywhere by making a fuss after all this.  .........Let's leave it to Genji-san."""
Ushiromiya Natsuhi,"""It's almost, ......10:00, isn't it."""
,That was the time that had been set for tonight's family conference to open.
,"And at the same time, it was the time that the Ushiromiya family head needed to appear......"
,"Right then, they heard the sound of footsteps approaching from the hall.There were multiple sets."
,"Natsuhi raised her head, relieved......"
,"But because of the sound of a knock, her expression was filled with disappointment."
,Because Kinzo probably wouldn't have knocked.
Gohda Toshiro,"""......Please excuse us.  I have finished closing up the mansion for the night."""
,It was Gohda and Kumasawa.
,"Unlike the powerful Gohda, it was rare for Kumasawa with her old body to be forced with work this late."
,"Of course, Krauss also seemed to know that."
Ushiromiya Krauss,"""Hmm.  Good work.  .........My apologies for making you work at such a time, Kumasawa-san."""
Kumasawa Chiyo,"""Oh, it's nothing.  I may not look it, but staying up late is still one of my specialties.  Hoh-hoh-hoh-hoh...!"""
Ushiromiya Natsuhi,"""......Wouldn't it be alright to at least let Kumasawa leave without being an observer?  It really will be difficult on her body, I imagine."""
Ushiromiya Krauss,"""............The order was to gather all of the servants as well.  I cannot disobey."""
,Tonight's family conference was clearly different from a normal one.
,"On a normal year, no one was able to attend the family conference except relatives.It had been impossible for any servants to be there too."
,But this year was different.
,"All of the servants were told to attend the family conference.Of course, they were not allowed to talk..........They were there as observers."
,Just what in the world was there that needed five servants to observe?
,......Even Krauss didn't know.
Kumasawa Chiyo,"""Hoh-hoh-hoh.  I don't look it, but I'm good with late nights.  If you stuff yourself with mackerel too, Krauss-sama, you'll be able to be more manly at night."""
Ushiromiya Krauss,"""Hahahaha.  I see, you're still in high spirits.  I'm sure you'll be working in such high spirits until you're a hundred."""
Gohda Toshiro,"""Madam.  Forgive my arrogance, but I have prepared a light snack.  I can serve it at any time, so feel free to order it."""
Ushiromiya Natsuhi,"""Thank you.  You really are considerate.  ......Please get refills of coffee for everyone else."""
Gohda Toshiro,"""Certainly."""
,"After nodding, Gohda took the pot towards the relatives gathered at the other end of the table."
,"As he did, more footsteps approached from the hallway."
,......It was a single set.And it was light.
,"Even before the knock, they could imagine who it was."
Shannon,"""Excuse me......I have taken the children to the guesthouse."""
Ushiromiya Natsuhi,"""Good work.  Tonight is a special evening.  Make sure you stay alert."""
Shannon,"""Y, yes.  Certainly, Madam......"""
,Genji had gone with Kanon to meet Kinzo.......There was still no sign of their return.
,"The hand of the clock passed 22:00 slightly.Once sure of that, Eva spoke to Krauss."
Ushiromiya Eva,"""......Nii-saaan?  It's time.  Will you still not start the family conference?"""
Ushiromiya Krauss,"""............The arrival of the guest of honor has been delayed.  Wait a short while."""
Ushiromiya Eva,"""How long?  Sorry, but time's up.  I won't have you saying 'Father hasn't quite shown up yet' over and over until dawn."""
Ushiromiya Krauss,"""How could I make a promise about the time Father will show up?  Why are you in such a rush?  Why not drink some tea and calm down for now...?"""
Ushiromiya Rudolf,"""Aniki, we're gathered here for a family conference.  Not a farce.  We'll wait 30 more minutes.  But if that doesn't work, you'll let us break into the study, right?"""
Ushiromiya Natsuhi,"""B, break into......  That would be an action quite lacking in respect for the head!"""
Ushiromiya Eva,"""Oh, our apologies.  We'll be good for 30 more minutes.  Hehheheheh......"""
Ushiromiya Krauss,"""...............Hmph."""
Ushiromiya Eva,"""..................I look forward to seeing whether you can keep that same smile 30 minutes from now."""
Ushiromiya Krauss,"""......So, you honestly believe that Father is dead?"""
Ushiromiya Eva,"""I have no desire to discuss that now.  We can wait until Father comes here.  There's absolutely no need for me to argue you down, Nii-san."""
Ushiromiya Krauss,"""The Ushiromiya headship will be passed on to the proper person in the proper manner.  ......No matter what you may scheme, you cannot resist.  Of course, the same goes for me."""
Ushiromiya Eva,"""What are you trying to say?  ......And after bragging all these years about being the next head yourself...!"""
Ushiromiya Krauss,"""I'll turn your own words back on you.  I have no desire to discuss that now.  All that matters is for Father to come here and proclaim it with his own mouth.  There's absolutely no need for me to argue you down.  ......Right?  Heheheh!"""
,"Krauss casually turned Eva's words back on her.Of course, that added oil to Eva's anger.But it didn't ignite."
,"Because in that instant, the sound of a very loud knock rang out."
,Both Genji and Kanon were usually very reserved when they knocked.They wouldn't hit the door with such a violent strength.
,......It was like a judge's gavel slamming down in a call for silence.
,So everyone fell quiet......
,"The door opened slightly, ......and Genji showed himself."
,"Then, he spoke with a serious tone different from his usual one.It wasn't the tone he used when carrying out his duties.......It was the tone he used when speaking for Kinzo himself."
,"So just by hearing Genji speak like that, the siblings were struck with a sudden tension."
Ronoue Genji,"""Please take your seats, everyone."""
,"At those words, the dining hall fell into complete silence, and everyone hurriedly returned to their designated seats."
,"It was as though students who had been bustling around just before homeroom had suddenly returned to their seats when the teacher came, and it might even have felt humorous."
,......But there was no way anyone would joke about it.
,"Everyone sat in order, and Shannon, Gohda, and Kumasawa stood up straight in a row by the wall."
Ronoue Genji,"""......The head of the glorious Ushiromiya family, and lord of Rokkenjima, the island that sparkles gold.  Lord Ushiromiya Kinzo is present."""
,"Of the double doors that led to the dining hall, Genji opened the right door from the inside, and Kanon opened the left door from the outside."
,"......And, welcomed by a respectful bow from those two, majestically fluttering his cape, ............Kinzo appeared......"
,"Kinzo's gait had a dignified weight to it, and it was hard to believe that he had reportedly been at the end of his life."
,"Genji pulled back Kinzo's seat, and motioned for him to sit."
,"But Kinzo stayed standing, signaling with his chin for Genji to move back."
Ushiromiya Kinzo,"""*cackle*cackle*cackle*cackle*cackle*, fuhhahahahahahahahahaha...!!  Welcome to Rokkenjima, ladies and gentlemen.  Why the frightened face, Evaa?"""
Ushiromiya Eva,"""N, no, why would I be frightened...!  I'm just relieved to find you in excellent spirits, Father......"""
Ushiromiya Kinzo,"""Wahhahhahhahhahhahha...!!  Evaa, you're as interesting as ever, aren't yoou?  You might try honestly saying how frustrated you are at losing your bet with Krauss.  ......*cackle*cackle*, you can't say it, can you?  *cackle*cackle*!!"""
,"Eva realized that their conversation during the day had indeed been leaked to Kinzo, and she hung her head, turning red."
Ushiromiya Kinzo,"""Well then, my sons and daughters, and their companions!  Tonight, I shall make an important announcement regarding my inheritance and the succession that you all seem so keen on."
Ushiromiya Kinzo,"But first!  I think I will mention how incredibly disappointed I am.  That is because until today, no one had been able to solve the riddle of the epitaph."""
,"Even though Kinzo said he was disappointed, a condescending smile, as though there was no way the likes of these could have solved it, rose to his face, and his gaze passed through all of them."
Ushiromiya Kinzo,"""......I had been planning on handing over everything to the person who could solve that.  But now we have reached this point, with no one having solved it, and nothing of mine being passed down to anyone."
Ushiromiya Kinzo,"How shameful...!!  The fact that not one among you has come forward with the qualifications to succeed me, I find truly disappointing, and shameful, and patheetic!!  Wahhahhahhahhahhahha!!"""
,The siblings hung their heads in silence.
,"Of course, they would have solved it if they could.If they had just needed to take a swing at it, that would have been the end of it, but it was just so hard..."
Ushiromiya Kinzo,"""Therefore.  I am proclaiming here and now that I will suspend the use of the epitaph's riddle as a method of choosing my successor.  "
Ushiromiya Kinzo,"In short, time's up!  This is game over.  ......What a shame, you all.  Even though that should have given you all an equal and fair chance, that has now collapsed!  .........Gehhahahahah!!"""
,It truly sounded like Kinzo was making a victory proclamation.
Ushiromiya Kinzo,"""In that case, will my oldest son Krauss succeed the headship...?  *cackle*cackle*!  The answer is <no>!!"""
Ushiromiya Eva,"""Wha...?!"""
Ushiromiya Krauss,"""............"""
Ushiromiya Kinzo,"""......You understand, right, Krauuss?  I certainly gave you the title of next head.  But you just lost your head over it...  Do you know what it means to be the next head......?"""
Ushiromiya Krauss,""".........It means...to succeed after you, Father..."""
Ushiromiya Kinzo,"""Wrooooooooooooooooonnnng!!  The next head isn't something that's guaranteed by the current head at aaaaaaaaaaall!"
Ushiromiya Kinzo,".........Listen up, Krauuss.  I won't tell you this again.  The next head?  That's what you call someone who finds everyone else who's after the headship, thoroughly breaks their noses, and makes it so that they can never disobey him again."
Ushiromiya Kinzo,"This is not only something that can be said of the headship.  It's the same with money!  A 'rich person' doesn't mean someone who has money.  It means someone who crushes everyone who had more money than himself, and who scrabbles together more money than anyone else."""
Ushiromiya Kinzo,"""It's the same with talent.  A genius is not what you call a person blessed with talent!  It means a person who crushes everyone with more talent than themselves!  A person who can coerce geniuses and all other people to call them that by using strength and charisma!!"
Ushiromiya Kinzo,"  You have a mistaken impression when it comes to all of these things.  ......So you aren't of the right caliber to be the next head.  *cackle*cackle*cackle*cackle*cackle*!!"""
Ushiromiya Krauss,"""............N, now I have learned..."""
,Perhaps that truly was Kinzo's philosophy.
,"As a result of faithfully carrying out that philosophy of his that sounded like a rant, Kinzo had glorified the Ushiromiya family to the state it was in today......"
,"It may be hard to imagine after his immersion in the occult in recent years, but that brutal overbearing quality was itself Ushiromiya Kinzo's charisma and aura..."
Ushiromiya Kinzo,"""Such an unsatisfactory person is not qualified to inherit everything of the Ushiromiya family.  In that case, is Eva, Rudolf, or Rosa qualified?"
Ushiromiya Kinzo,"That is also <no>!!  You were unable to solve the riddle, and despite that, you were unable to use a scheme to drag Krauss down!  All the three of you managed to do was gather together in a united front to try and extort money from Krauss."
Ushiromiya Kinzo,  And even that scheme was thoughtless!  You can't even corner Krauss all by himself!  .........There could be nothing more shameful!
Ushiromiya Kinzo,"You lack the avarice to steal away the position of next head by any means!!  In order to get what you want, you should pay all sacrifices, become as covetous, as greedy as possible...!!  The goddess of luck smiles upon the greedy!!"
Ushiromiya Kinzo,"  You three, who don't have that wild spirit, are as unfit for the succession as Krauss is!!"""
,Eva and the rest had no words to respond with.And they couldn't calculate what it was Kinzo was about to say...
,Was Kinzo actually planning to proclaim that no one would succeed the head?
,"If so, that would work to Eva, Rosa, and Rudolf's advantage."
,"Because in the end, they would just have to retune everything between the siblings after Kinzo's death, and split the inheritance evenly."
,It would surely be more troublesome if a specific person's name was raised and proclaimed to be the one to succeed the head.
,......But would Kinzo really say something that would benefit any of the four siblings after demeaning them so much?
Ushiromiya Eva,"""......You don't think...he's going to say that because no one will succeed him, he'll donate all of his fortune to charity or something, right......?"""
Ushiromiya Rosa,""".........I'm afraid I wouldn't put it past Father."""
Ushiromiya Rudolf,"""The blood's just risen to your head......  We can do nothing but hear him out."""
Ushiromiya Krauss,"""W, ...well then, Father.  What thoughts do you have regarding the next head?"""
Ushiromiya Kinzo,"""Hmph.........  Since I am so completely disappointed in all of you, I've lost the desire to hand it over to anyone.  Therefore, the Ushiromiya family will end here.  It ends with my generation."""
Ushiromiya Krauss,"""......Th, that cannot......"""
Ushiromiya Kinzo,"""The Ushiromiya family was crushed long ago in that earthquake.  The current Ushiromiya family is nothing but an illusion of gold I have seen for an instant.  ......The likes of which will end when I awaken from my slumber."
Ushiromiya Kinzo,"  Hehheheh!  Everything in this world is a dream, an illusion.  ...Life is but a daydream before the awakening called death."
Ushiromiya Kinzo,"  Aaah, yes, that's how it was in the beginning!!  That I should lose everything when I die was Beatrice's contract, and her curse!  Fuhhahhahha!!  You think that will work, Beatrice?!"
Ushiromiya Kinzo,"  I will be the one to capture you!!  Tonight, that should become reality.  *cackle*cackle*cackle*!  Wahhahahahahahahahaha!!"""
,"For a while, Kinzo was overcome with cackling, and his eyes bulged."
,"Whenever he talked about Beatrice, it was always eloquent and insane......"
Ushiromiya Kinzo,"""Foolish children such as yourselves are truly a daydream!!  It's as though you were never there from the beginning!!"
Ushiromiya Kinzo,"  Disappear!  Wake up!!  Disappear from the doze of the truth that is me...!!  You failures that have not built up anything that makes you worthy to succeed me!!"""
Nanjo Terumasa,"""K, Kinzo-san.  If I may......"""
Ushiromiya Kinzo,"""What?  My friend."""
,"Nanjo nervously raised his hand, asking to speak.  Kinzo allowed him to."
Nanjo Terumasa,"""I understand how you feel, Kinzo-san.  Because you love your children, you expect a lot of them, and as a parent and grandparent myself, I understand the parental affection that can make you feel as though these expectations were betrayed."
Nanjo Terumasa,"......However, you are extraordinary, Kinzo-san.  A genius.  Isn't saying that it's only natural for them to catch up to you a little too harsh...?  "
Nanjo Terumasa,"And even so, Krauss-san, Eva-san, Rudolf-san, Rosa-san, and all of their partners have done their very best to catch up with you..."""
Ushiromiya Kinzo,"""Hohoooooooooohhh???  And just how much money have they built up with this 'doing their best'?  After these cowards fail completely in ventures and gain debt, and still try to sponge off me, how can you say that they did their very best...?!!"
Ushiromiya Kinzo,"Money is the crystallization of everything in this world.  If you cannot grasp that, then you cannot grasp the world!  If a life cannot strongly grasp this world, it doesn't deserve to live!!  Disappear!!  Disappear from my life and reality!!"""
Nanjo Terumasa,"""......That is a reckless argument.  With that logic, even I must not live.  "
Nanjo Terumasa,"......Even so, I believe that the time I spend playing chess with you was worthwhile for both of us, Kinzo-san.........You should know better than anyone else that there are many things in this world which cannot be bought with money."""
Ushiromiya Kinzo,""".........Hmm.  ......Hmph."""
,"As the siblings motionlessly hung their heads, they cheered Nanjo on inside their hearts."
,"Not one of the siblings could offer their opinion in front of Kinzo in a rage, but Kinzo's close friend Nanjo alone was allowed to..."
,"Even though Kinzo had raged so fiercely, after being admonished by Nanjo, he nodded several times as though in agreement."
,"......His surprisingly obedient side might have seemed cute, but there was no one who could laugh."
Nanjo Terumasa,"""It may be true that your children haven't built up as great a fortune as yourself, Kinzo-san.  ......Well, even so, from my point of view, they're rich enough to make me jealous."
Nanjo Terumasa,"But besides money, they have also built up many things that cannot be bought with money.  When it comes to that, they are in no way inferior to you, Kinzo-san."""
Ushiromiya Kinzo,"""Hoh.  What are you saying they have built up that cannot be bought with money?"""
Nanjo Terumasa,"""Happiness.  Family.  ......They have found wonderful partners, had children, and each has built up their own happy homes.  They have glorified your family name, and have brought back grandchildren."
Nanjo Terumasa,"Grandchildren are good.  We older people can look at these young grandchildren, who will live on into a new era that we will not even be given a chance to see, and in these grandchildren, we can imagine an endless future.  ......Isn't that the sole entertainment for old age?"
Nanjo Terumasa,"Remember, Kinzo-san.  Remember your joy when they first brought back their grandchildren...!  Your children, and your grandchildren, will carry your great works on to future generations, and will set an example.  That is something that an individual cannot accomplish no matter how much money they have."""
,The siblings all nodded in agreement...
,"Certainly, Kinzo had looked happy when his grandchildren had just been born."
,......Back when he still had some sanity in his heart.
,"......However, was the warmth of a human still left inside Kinzo's heart......?"
Ushiromiya Kinzo,"""In other words, in exchange for the vast riches I created!  Instead of gaining money, I have gained my grandchildren, you mean."""
Nanjo Terumasa,"""N, no, no, that's not what I..."""
Ushiromiya Kinzo,"""So, in exchange for the several tens of billions in wealth that I have built up, I have gained a single grandchild from each of my children!!"
Ushiromiya Kinzo,"Hahhahahahahahahahahaha!!  This is wonderful!  So, I have created a single life using ten billion yen!  That's how it is!  Interesting, truly an interesting example in the alchemic sense, riight...?!"
Ushiromiya Kinzo,"Hooh, what valuable grandchildren!  Wonderful, ......wonderful!!  Wahhahhahhahhahha!!  Is that right, Krauss?  ......Is your daughter worth ten billion......?"""
Ushiromiya Krauss,"""............"""
,Krauss couldn't answer instantly.......It wasn't that he didn't have confidence in his daughter.  It was because he didn't have a clue what Kinzo was trying to test him with in this question.
,"But when Natsuhi was then pressed for an answer, she responded, breaking Krauss's silence with an answer of her own interpretation."
Ushiromiya Natsuhi,"""......Y, yes.  Jessica is a daughter who I wouldn't let go of even for ten billion yen.  In that sense, I believe she has a value that can't be counted with money."""
Ushiromiya Kinzo,"""Hoh.  So you can state for certain that she is worth ten billion.  Hoh hoh!  What about you, Eva?  What about your George......?"""
,"Since Natsuhi had answered that way, Eva naturally came up with her own answer as well."
,"......Even though Eva should have known better than to respond to a provocative question like this, she answered as well."
Ushiromiya Eva,"""Yes, Father.  George is worth ten billion, ......no, even more than that.  "
Ushiromiya Eva,"And that's not in the abstract sense of things money cannot buy.  George will certainly build up a fortune equal to his worth.  He should become a grandson worthy of carrying on your great works, Father...!"""
,Eva sent a glance at Hideyoshi and Natsuhi as though laughing.
,"......When she heard what Eva had said, Natsuhi was about to add more praise for her daughter, but stopped at a glare from Krauss."
Ushiromiya Kinzo,"""Hmm, I see.  .........Then what about you, Rudolf?  What about your Battler?"""
Ushiromiya Rudolf,"""Compared to George-kun, ......there's nothing about Battler I can brag about.  If he was kidnapped and we were threatened with a ransom of ten billion, I'd feeling like sticking a bow on the guy and letting them have him."""
Ushiromiya Kyrie,"""*giggle*giggle*......"""
Ushiromiya Rudolf,"""On top of that, he's an idiot and reckless.  He talks about grand dreams and things that couldn't be done.  ......I guess in that way, he's a super idiot worth the equivalent of ten billion normal idiots."
Ushiromiya Rudolf,"But I'm sure that guy could do things that even a group of ten billion average people couldn't do.  Well, I'm pretty sure he'll fall flat on his face.  The world isn't easy."
Ushiromiya Rudolf,"......But at the very least, there's no doubt that watching over his life will be more pleasant than looking at ten billion average people."""
,Eva clicked her tongue at the clever style of speech that would probably match Kinzo's tastes.
,"Apparently Rudolf had been after this himself, so he grinned back at her."
Ushiromiya Kinzo,"""......What of Maria?"""
Ushiromiya Rosa,"""M, ......Maria is my cute and only daughter.  Her value cannot be measured with money.  ......That is all."""
Ushiromiya Kinzo,"""Hmm.  ............I see.  Dreams and the future, miracles and possibilities are the source of my magical power.  No magic without hopes holds any power."
Ushiromiya Kinzo,"......Hmph, I will not be able to expect anything more from all of you after you have proven to be average, but I see, my grandchildren have the possibility of the future, and it is possible that they are worth expecting a magical miracle from."
Ushiromiya Kinzo,"If with this, you say that they are worth more than ten billion, hmm, it's not like I don't understand.  ......Hmmm, hmmmm......"""
,"When Kinzo got in a rage, he wouldn't let anyone speak up, but even so, he would sometimes accept something on his own while yelling by himself, and change his own opinion."
,......That's what this felt like to the siblings.
,"Apparently, even though Kinzo had been disgusted by his unsuccessful children and had cast them away as being unfit for the inheritance of his title or his fortune, he wasn't sure about his grandchildren."
,"......At this rate, he might soon say that the inheritance would go to his grandchildren instead of the siblings."
,"As the siblings sat in fear of what their fickle and short-tempered father would suddenly think of next, they carefully watched his every move..."
