Speaker,Original Witch Hunt (OG)
,"The only thing she was glad about now was that the children weren't here for this."
,"......The fact that they had gone to play at the beach right after lunch had been their only salvation."
,"Eva made as though to tackle Krauss, and Hideyoshi and Kyrie cut in between them, trying to calm both sides."
,"......Then, Kyrie took a deep breath and spoke."
Ushiromiya Kyrie,"""............I'm sorry, Krauss nii-san.  I know I'm an outsider, but I wonder if you would let me say one thing.  I have a proposition."""
Ushiromiya Krauss,"""What is it, Kyrie-san?"""
Ushiromiya Kyrie,"""......First, and this includes my husband as well, for many years, we have belittled the efforts you have made by living with Father and taking care of him.  ...Isn't that right?"""
Ushiromiya Rudolf,""".........That's, well......We've got it easy since we get to go outside, but Aniki's been babysitting Father for decades now, and that must have taken a lot of effort.  ......I'll accept that, but what's your point, Kyrie?"""
Ushiromiya Kyrie,"""We must acknowledge that Krauss nii-san is Father's caretaker.  ......Isn't that right?  We have always feared Father, and have pushed the task of taking care of him onto Krauss nii-san.  Everyone should acknowledge his efforts.  "
Ushiromiya Kyrie,"Right?  Eva nee-san?"""
Ushiromiya Eva,"""..................And so what?  Nii-san is Father's caretaker?  Don't decide things on your own, outsider!"""
Ushiromiya Hideyoshi,"""W, ...well, calm down.  ......Kyrie-san, what are you talking about?"""
Ushiromiya Rudolf,"""..............................Kyrie, please continue."""
Ushiromiya Kyrie,"""We should be more grateful towards Krauss nii-san and Natsuhi nee-san.  ......We should say thank you for always taking care of Father.  "
Ushiromiya Kyrie,"It's because we have no feelings of gratitude that we disagree so sourly.  ......Isn't that right, Krauss nii-san?"""
Ushiromiya Krauss,""".........I'm surprised.  I did not think you, Kyrie-san, would be able to understand our efforts, which even my true siblings have not stopped to consider."""
Ushiromiya Natsuhi,"""......It is a natural duty for the successor to the Ushiromiya family head."""
Ushiromiya Kyrie,"""That's right.  It's a responsibility as the successor to the head.  ......It's because you take care of Father that we must acknowledge you as the successor."""
Ushiromiya Eva,"""Hey!!  Why are you bringing this up all by yourself?!!  You're just an outsider-"""
Ushiromiya Rudolf,"""Wait, Aneki!!  .........That's right.  It's just like Kyrie says.  Because you take care of Father, you are the successor, Aniki.  It's just like you said."""
Ushiromiya Rosa,"""............Oh-"""
Ushiromiya Eva,""".........Nn-"""
,"Rosa noticed, and then Eva did."
,"Eva's barking demeanor towards Kyrie for advancing the discussion on her own disappeared in a flash, and she instead stared at Krauss and Natsuhi."
,"......Natsuhi couldn't understand that sudden change, and was slightly flustered."
Ushiromiya Kyrie,"""Krauss nii-san.  ......If you would accept just a few conditions, we won't ask you to let us meet Father again until he dies.  "
Ushiromiya Kyrie,"Of course, we won't tell you to let us see him at the moment of death.  ......We could even be absent at the funeral."""
Ushiromiya Krauss,"""......Oh?  .........What is this?  But why don't I listen for now.  Try saying those conditions."""
Ushiromiya Kyrie,"""First.  ......The term successor to the head refers to the caretaker of the current head, Ushiromiya Kinzo."""
Ushiromiya Krauss,""".........Hmm.  And then?"""
Ushiromiya Kyrie,"""Second.  The duty of the caretaker is to look after Ushiromiya Kinzo for the rest of his life.  ......To make things simple, the caretaker's job is to care for him until his final moments.  You were prepared to do that from the beginning, Krauss nii-san, so there are no problems."""
Ushiromiya Krauss,"""Naturally.  I have no objections to either of those conditions.  I am already carrying them out."""
Ushiromiya Kyrie,"""Third.  On the off-chance that the caretaker is neglectful in his responsibilities of supervision, he is deprived of his rights as a caretaker."""
,"With that sentence, all slack disappeared from Krauss's face....Natsuhi alone was still having trouble understanding what it meant."
Ushiromiya Krauss,"""......Hoh.  Just what are these, ......responsibilities of supervision that the caretaker bears?"""
Ushiromiya Kyrie,"""It means supervision so that Father can live the rest of his life in the best possible health.  ......I'll be more detailed than that.  In the case that Father dies anything other than a natural death, the caretaker's rights as a caretaker are deprived, and his status as the successor to the head is lost.  In that situation, the next highest ranked, Eva nee-san, will be selected as the successor."""
Ushiromiya Natsuhi,""".........Wh, what did you say......  How can you shamelessly speak such nonsense!!"""
Ushiromiya Krauss,"""Hohoh.  My, my, the caretaker sure has a heavy responsibility...  "
Ushiromiya Krauss,"However, people can die in many ways.  For example, senile old people sometimes die when food gets caught in their throats.  Normally, this is called death by old age in its broadest sense."
Ushiromiya Krauss,"But with your argument, that becomes a death by accident, and I bear the responsibility of supervision.  ......This is unjustly disadvantageous to me."""
Ushiromiya Kyrie,"""I have no intention of forcing such an unfair argument on you.  I am referring to the kind of thing that the caretaker could have prevented beforehand by taking good care of Father and keeping their eyes on him."
Ushiromiya Kyrie,"It may be the caretaker's job to carry food to Father's mouth, but whether he swallows it or not is clearly outside the caretaker's responsibility.  I have absolutely no problems with the case you raise, Krauss nii-san."""
Ushiromiya Krauss,""".........Hoh.  So, what kind of case are you referring to that would cause the caretaker to be blamed for making a blunder?"""
Ushiromiya Kyrie,"""For example, ......if he disappeared."""
Ushiromiya Krauss,"""........................Oh?"""
Ushiromiya Kyrie,"""It seems that right now, Father is in firm control of himself, but dementia might begin to set in."
Ushiromiya Kyrie,"......He could wander around when you aren't looking and get into some kind of accident, ......or he could get lost in the forest and go missing.  "
Ushiromiya Kyrie,"......Isn't this type of case clearly the responsibility of the caretaker...?"""
Ushiromiya Natsuhi,"""Father's mind is perfectly healthy!  There is no need to bring up dementia...!"""
Ushiromiya Kyrie,"""'One day, suddenly, I saw Father go into the forest.  I chased after him, but I couldn't find him.  I called the police and searched, but after being unable to find him after seven years, I had him declared legally dead.'  I am trying to say that we won't accept it if you use a story like that to treat him as dead."""
Ushiromiya Krauss,"""........................"""
Ushiromiya Kyrie,"""When Father passes away, an autopsy will certainly be carried out, and we will check that he died of old age in the most general meaning, within the bounds of common sense.  ......A death of any other cause will be held as the caretaker's responsibility.  "
Ushiromiya Kyrie,"...............See?  These are all things that you have toiled at until today, Krauss nii-san.  These aren't strange conditions or anything of the sort, right...?"""
Ushiromiya Natsuhi,"""Y, you are mocking us, disgracefully so!!  I find it hard to imagine why my husband must be coerced into a rule that disgraces him in this way!!"""
Ushiromiya Kyrie,""".........Actually, I've been suspecting it since last year.  No, everyone here probably suspects it as well.  Eva nee-san and Hideyoshi nii-san.  Rudolf-san and Rosa-san too.  Everyone has suspected it the whole time, but it was so frightening to imagine that no one actually said it."""
Ushiromiya Krauss,"""Hmph.  ......Fu fu fu fu, hah-hah-hah-hah-ha...!!  I see, so this is what you're trying to say?  ......That Father is already dead, and that I have been hiding it!"""
Ushiromiya Battler,"""......Ah, that's right.  That's one of the theories I thought of as a key to solve the last mystery in the previous game."""
Ushiromiya Ange,""".........You mean the end of the last one, the mystery of who killed Doctor Nanjo?"""
Ushiromiya Battler,"""That's right.  ......The witch definitely said a lot in red.  ...She mentioned the names of all 18 people and announced whether they were alive or dead, and then she claimed that there were no further humans.  ......But with this theory, I can weave my way through that gap...!"""
Ushiromiya Ange,"""..................I see.  So this is one of the answers that doesn't cause those two to contradict.  .........I see."""
Ushiromiya Battler,"""Understand what I'm saying?  ...You catch on pretty quick.  It's nice that I don't have to explain."""
Ushiromiya Ange,"""No 19th person exists on this island.  And yet this trick lets us mix in an unknown new character.  ...In other words, the 'names of all 18 people' don't have to match 'the 18 people on the island'."""
Ushiromiya Battler,"""That's it...!  The witch mentioned the names of 18 people one after another, and announced whether they were alive or dead.  And on top of that, she announced that there were no humans other than the 18.  ......There was a single illusion in there."""
,"It wasn't guaranteed that the 18 names of people = the 18 people on the island."
Ushiromiya Battler,"""When she named off all 18 people and announced who was alive and who was dead, she hid the name of culprit X, and instead mixed in someone who wasn't on this island...!"
Ushiromiya Battler,"  By doing that, even though the culprit was on the island, she was able to leave him out of the list of living or dead people!  The person who was mixed in wasn't on the island, so he didn't count towards the total number of people on the island."
Ushiromiya Battler,"By this, even though the culprit counted towards the total of 18 people on the island, it was possible for his name not to be listed!  The two statements in red are completely independent, so this theory has no contradictions......!"""
Ushiromiya Ange,"""There are several conditions for the person who was used to hide the name of the culprit.  ......First of all, even though they weren't on the island, they were someone who we believed was on the island.  ......Otherwise, she wouldn't have been able to trick us."
Ushiromiya Ange,"And it would be desirable for that person to be dead.  ......After all, no alibi exists that is more perfect than death.  Because at that point, the mystery was based on the fact that it was impossible for all 18 people.  .........Is it something like that?"""
Ushiromiya Battler,"""Yeah, that's it...!  And, that person was, .........Grandfather.  ......Right now, there's only one thing Kyrie-san is trying to say."
Ushiromiya Battler,"  ......We think that Grandfather is locked up in his study, saying that he doesn't want to meet anyone, ......but there is the possibility that he is actually already dead, and that Krauss oji-san is lying when he claims that Grandfather's alive...!"""
,"That's right.  Grandfather was closed up in his room the whole time, and no one saw his face!"
,"Maybe he was already dead, and Krauss oji-san and the rest were conspiring together and trying to trick everyone...!!"
Ushiromiya Ange,"""............If Kinzo dies, the distribution of the inheritance occurs.  However, if Kinzo doesn't die, ......no, if he dies, but it isn't announced, the distribution of the inheritance doesn't occur."""
Ushiromiya Battler,"""In other words, Krauss oji-san could have all of Grandfather's wealth to himself...!  That's right, he's got plenty of motive!"""
,"Maybe a 19th person X really doesn't exist on this island."
,"But a person X existed.......And that person was the 18th person!"
Ushiromiya Battler,"""In other words, there were originally 17 people on this island, not 18.  Then an unknown person X snuck in and committed the crime.  "
Ushiromiya Battler,"......How's that, Beato?!  Come out, I've just solved the final, biggest mystery from last time!!"""
,"As Battler claimed that forcefully, the crisp sound of clapping came out of nowhere, and their surroundings turned bright, becoming the usual witch's tea room."
{f:5:Beatrice},"""*cackle*, hahahahahahaha...!  Bravo, bravo.  I cannot deny that someone as incompetent as you has finally gotten a feel for it, but somehow or another, you have managed to come up with a single answer.  "
{f:5:Beatrice},"Even a lump of concrete can stop thinking!  So you have now finally evolved into a being with intelligence."
{f:5:Beatrice},"......You could say that you've finally taken a step forward from the crying creature that you were before, just licking my shoes and grinding your teeth.  *cackle*cackle*!"""
Ushiromiya Battler,"""......I was toyed with by that stupid word play in the last game.  My lameness pisses even me off!"
Ushiromiya Battler,"Alright, Beato, repeat it!!  If you can announce that the 18 people on the island included Grandfather, just try and do iiiiiiiit!!"
Ushiromiya Battler,"  Yeah, you can't.  Because he was already dead.  This is the end of your deceptiooooooooooon!!"""
{f:5:Beatrice},"""*cackle*cackle*cackle*cackle*, ahhahahahahahahahahaha...!!  Well now, what have we here?  .........Shall I slice that in two with the red truth?  "
{f:5:Beatrice},"No, no, it might also be good to hold back for now and let you get all excited.  If I'm going to push you off a cliff anyways, it would be more interesting to lure you to a higher place first.  *cackle*!"""
,"As Beato sneered obnoxiously, she looked like she was searching for an expression that would tick me off even more."
,"As though she was saying that the answer I had reached was extremely ridiculous."
,"Compared to me, annoyed as I was with the witch's attitude, Gretel had a blank and composed expression on her face."
,"...Almost as though she had expected the witch would act that way."
Ushiromiya Ange,"""..................I see.  ...Just like Battler has learned and grown, so has the witch."""
Ushiromiya Battler,"""What's wrong, Beato!  Don't act so tough!!  I asked if you can repeat it!  Answer!!"""
{f:5:Beatrice},"""*cackle*cackle*cackle*..."""
Ushiromiya Ange,"""......Stop it, Battler.  The witch won't answer so easily.  ......She won't do it as long as she doesn't think it will benefit her."""
Ushiromiya Battler,"""What?!  What do you mean......?"""
Ushiromiya Ange,"""Because you've been toyed with by this red truth in the games up until now, the witch has used it many times.  "
Ushiromiya Ange,"But now, the situation is different.  You are luring the red truth out, and are instead using it as your weapon.  In this situation, there's no way the witch will keep firing off the red without reason.  .........Right?"""
{f:5:Beatrice},"""Gretel, or whoever you are.  ...It seems that unlike Battler, you are quite skilled with your thinking.  I have welcomed in a fearsome enemy.  "
{f:5:Beatrice},"That is correct!  When Battler is expecting me to use the red truth, do I have any responsibility to answer to his expectations?!"
{f:5:Beatrice},"No!  I don't even have a crumb from that croissant you ate this morning's worth of responsibility to please yooooooou!!"""
Ushiromiya Battler,"""Y, you bastard.........!!"""
{f:5:Beatrice},"""Yes yes yes yes, that's the faaaaace!  I started playing with the red truth just because I wanted to see that face!  I have no reason to play around like that if it won't give me a chance to see that face...!"""
Ushiromiya Battler,"""......Heheh.  You just don't like losing, right?  Just saying whatever you can to trick me because you can't respond to what I'm telling you to repeat won't work!!"""
{f:5:Beatrice},"""Don't be so full of yourself!!  An answer like that could be cut to pieces without any effort!!  But I won't go out of my way to speak in red.  I won't say it because that's what you're asking me to do.  Do you know why?"""
Ushiromiya Ange,"""............You just said it.  You want to push him off at the sweetest spot.  This ill-natured witch is saying that she won't use the red anymore because that's what you want.  "
Ushiromiya Ange,"In other words, she won't go along with this game of telling her to repeat things anymore."""
{f:5:Beatrice},"""*cackle*cackle*!  Exactly, exactly!  Unlike Battler, everything goes quickly with this girl because there's no need for an explanation!  I will speak as I like with the red truth, at the time that I desire!"""
Ushiromiya Ange,"""That's it.  Basically, it is the witch's right to use the red truth as she pleases.  She doesn't have to use it at whatever time the human side desires.  ............But that depends on the details."""
Ushiromiya Battler,"""......The details......?  What do you mean...?"""
Ushiromiya Ange,"""The witch has no responsibility to respond when you tell her to repeat something.  But it does become her responsibility only when your claim can destroy the witch theory.  Because in this trial court without a judge, that which is not refuted becomes the truth."
Ushiromiya Ange,"......Just like how the witch theory that the witch claims will instantly become truth if you collapse and stop thinking."""
Ushiromiya Battler,"""Then, ...since she doesn't have a counterargument for my guess, that means it's right?!  It's right that the culprit is the mysterious 18th person X, and Grandfather is already dead?!"""
Ushiromiya Ange,"""......At least, until the witch argues back.  Truth loses to new truths farther in the future.  ......The tricky part is that even the timing of the counterargument is up to the witch."
Ushiromiya Ange,"...In other words, maybe your reasoning just now is correct, or maybe the witch is refraining from arguing back even though you are mistaken."
Ushiromiya Ange,"  ......Otherwise, the witch may be ignoring it because it doesn't shake the basis of the witch theory in the first place, and either way, we can't tell the difference at the current time.  .........Is that more or less it?"""
{f:5:Beatrice},"""*cackle*cackle*, *cackle*cackle*cackle*!  Damn you, Lady Bernkastel, for throwing in such a troublesome piece.  Thanks to that, I'm losing all my lines!"""
Ushiromiya Ange,"""The witch has learned how to respond to your demands to repeat phrases at a separate time.  ......Maybe you could even call it a delay."""
Ushiromiya Battler,"""......S, she's messing with me.........So even if I offer some mistaken reasoning, there's a possibility that Beato will intentionally let me flounder about without denying that guess, and at the very end, when I propose an even more massive line of reasoning, she can cut it off at the base, and turn everything over......?!"""
,"A single piece of reasoning becomes a bridge to the next piece.By demanding that she repeat lines, I have been able to strengthen my position and advance bit by bit."
,"But since that bastard Beato learned this strange delay tactic, ......I can no longer confirm or deny my reasoning."
,"This is like being deprived of a staff for searching around in the darkness that I've finally gotten my hands on.  ......I'm just stuck now, right......?!!"
{f:5:Beatrice},"""Hey hey, Battler, if you make a despairing face like that, I won't be able to stop drooling, you see♪  From the beginning, that staff was nothing more than something I gave you because you were so worthless.  "
{f:5:Beatrice},"This just means that you can finally challenge me without a handicap, right?  Kuhihihihihihihihi!"""
Ushiromiya Ange,"""......But that alone doesn't change the fact that demanding that you repeat things is one of Battler's ways to fight back.  As I already said, as long as it is something fatal that would destroy the witch theory, the witch is obligated to argue back, and therefore, to speak with the red truth.  "
Ushiromiya Ange,"......While the timing of that counterargument is up to the witch, it must be performed eventually.  .........Isn't that right?"""
{f:5:Beatrice},"""Hmm, that may be so.  If I cannot deny the 'tricks done by humans' theory Battler lays out by the time the game ends, Battler will use that as a reason to deny me, and it will be possible for him to proclaim his victory."""
Ushiromiya Ange,"""......So should we view this as a restriction on the witch's side that the 'trick theory' laid out by the human side, in other words, what he tells you to repeat, must be countered during the game (during the episode)?"""
{f:5:Beatrice},"""That is so.  ......Battler's goal is to show that he can explain the entire pleasant game I have laid out on this island with humans and deny me.  If Battler succeeds in that, at that time, Battler should become the victor of this game."""
Ushiromiya Ange,"""Let me confirm the rules.  ......Should we view the time the game ends as referring to 24:00 on October 5, 1986, going by the time of the Rokkenjima in the game?"""
{f:5:Beatrice},"""I have no problems with that."""
Ushiromiya Ange,"""At the time the game ends, the human side can state a theory using tricks for all of the mysteries, and if the witch side cannot argue back, the human side can proclaim its victory.  ......Any problems?"""
{f:5:Beatrice},""".........Let us be more specific.  At the time the game ends, the witch side will be given a chance to argue back."""
Ushiromiya Ange,"""Let's decide on an amount of time.  One minute.  If you cannot carry out your counterargument within one minute, victory will be proclaimed."""
{f:5:Beatrice},"""Then allow me to impose the same rule on you.  At the time the game ends, the human side will be given one minute to counter the mysteries it has been given.  If there is even a single mystery that has not been countered within that time, it becomes the witch's victory, and that game is over.  "
{f:5:Beatrice},"......It would be such a killjoy to have the game stopped for lengthy consideration, right?"""
Ushiromiya Battler,"""............You asshole.  Moving things along without me...  But I more or less get what's going on.  Even if the lines I demand that you repeat aren't countered instantly, they must be countered eventually."""
Ushiromiya Ange,"""Yes, that's right.  ......And that must happen before 00:01 on October 6.  "
Ushiromiya Ange,"......But be careful.  She only has to cut up one of the things you tell her to repeat.  As long as you can't solve all of the mysteries, you cannot proclaim your victory."""
{f:5:Beatrice},"""Just as I can use the red, Battler, from now on I will permit you to use the blue."
{f:5:Beatrice},"When explaining my magical murders with human tricks, you can state things in blue.  I am responsible for countering your blue with the red by the end of the game."""
Ushiromiya Battler,"""Blue............So I'll tell you to repeat things using blue..."""
{f:5:Beatrice},"""Not quite.  When you told me to repeat lines, any trivial thing was possible.  But the blue is a little more restrictive.  As long as it does not deny witches by itself, it does not succeed."""
Ushiromiya Battler,"""........................"""
,"It's starting to get confusing, ...but it's more or less something like this."
,"For example, let's take one of the riddles in the past where I asked her to repeat something.""The actual number of master keys is 5""."
,"That had been to confirm that there really were five master keys when she had claimed that there were no more than 5."
,"But since that by itself couldn't deny the witch, I can't say it in blue.So, in order to speak in blue, I would need to say something like this."
,"'The actual number of master keys was greater than 5.  The culprit entered or exited the room with that extra key!'"
,"......And only then would the witch, who claimed that it was a closed room murder with magic, be responsible for making a counterargument.In other words, I can't demand that she repeats something that checks the premises of my reasoning."
,".........That will probably be significantly disadvantageous for me."
,"Crap...  It's enough to make me think that the red that Beato has spoken with to toy with me up until now has been extremely merciful......"
Ushiromiya Battler,"""...Damn it.  So even if I create a theory for a particular closed room and speak it in blue, if Beato denies it at the very, very end, I won't even have time to create my next theory...?!  This rule is awful, and really bad for me..."""
Ushiromiya Ange,""".........Are you going to surrender before the fight begins again?  Calm down.  No one's said that you can only use the blue once for each mystery.  Do you know what that means?"""
Ushiromiya Battler,"""N, no.  ......What does it mean...?"""
Ushiromiya Ange,"""In the pitiful way you've been fighting up until now, you've made a single theory, glanced at the witch's complexion, and if that one didn't work, you'd then start making another theory.  You won't corner a witch like that."""
Ushiromiya Battler,"""Then how should I fight..................You don't mean..."""
Ushiromiya Ange,"""Yes, that's right.  ......You don't challenge the riddles with a point.You assault them with a wall.  You said that the force of your reasoning should be like that yourself in an earlier game."""
,"Assault...with a wall.That's right, I said so myself earlier."
,"Guessing and trying to expose the mystery is like trying to shoot a distant target with an arrow."
,"Until now, I've been shooting off arrow after arrow, asking the witch if I scored a hit, and then preparing my bow again once I'm told that I've missed, shooting arrows off again."
,"There's no way I'll hit at that rate...Bullets might be a better example than arrows."
,"If you take one shot after another at a distant target with a handgun, you probably won't hit it easily."
,"......So how can you hit it?"
,"If a handgun doesn't work, ......use a shotgun!Instead of a single bullet, beat her down with 'shot' filled with countless projectiles at once...!"
,"Shot scatters, so it impacts a wide area.So it is optimal for shooting small, fast targets like birds."
,"That's right, there's no rule that says I have to guess like a pistol, shooting one shot off at a time."
,"......Making a single theory and just hoping that it hits is like stopping your own thinking."
,"Blast away with a massive number of bullets, of guesses, and make them impact like a wall, so that only one of them hitting the target is enough."
Ushiromiya Battler,"""............Blue, is it.........I get it.  If your red truth is a razor-sharp katana, then it looks like my blue is a shotgun.  No, ......a machine gun whose firepower'll turn the witch into a honeycomb."""
{f:5:Beatrice},"""So it's an awkward gun, that fires many shots.  *cackle*cackle*!  That sort of crude analogy is just like you."""
Ushiromiya Battler,"""The climax of a detective novel is always the same.  ......The famous detective gathers all the suspects at once and displays a single trail of logic which works splendidly."
Ushiromiya Battler,"  Almost like William Tell spectacularly shooting through an apple with a single arrow.  That's why I mistakenly thought that that was a virtue."""
,"......It probably would be splendid.If I could shoot through the truth with a single guess."
,"But that isn't realistic."
,"Look at real wars.Do they really have everyone pull long guns out of the trench, aim re-ally well, and take shots at each other one at a time?"
,"They don't, right?!They fire rapidly, they fire all over the place, they pin down the enemy with a barrage!"
,"Reasoning is the same way."
,"Because of that weird virtue, I had been stuck thinking that it was better to take one line of reasoning at a time."
,"We humans can fire off countless guesses and possibilities!"
,"The bullet is the power of imagination.  Suspension of thought is a clogged barrel...!The pathetic way I've been reasoning up until now is like a peashooter."
,"It was so lame, like I'd been weakly firing off a shot, getting it denied in red, and then taking the next bullet and reloading."
,"My 'blue truth' that claims humans and tricks are what is real, ......will overpower its target, the illusion told by the witch, with its firepower and the power of what I can imagine...!"
,"This is my, Ushiromiya Battler's way to fight...!!"
Ushiromiya Battler,""".........Thanks to you, I've figured out the real way to fight.  Thanks, Gretel!!"""
Ushiromiya Ange,"""You're welcome."""
Ushiromiya Battler,"""It's enough to make me think how pathetic I was before.  ......Yeah, it's like Beato said.  I've had a handicap up until now.  I'll acknowledge that...!!  New rule, understood!!  I have my own way to fight!  I'll show you it!!"""
{f:5:Beatrice},"""*cackle*cackle*cackle*cackle*!!  That willpower is good, I like it!  Then, try using it right away, this blue truth of yours...!!"""
Ushiromiya Battler,"""......Yeah, I'll use it.  With this blue truth, I'll break apart your witch theory, which states that only a witch culprit was possible because everyone had alibis!!"
Ushiromiya Battler,"This is my truth!  {p:2:Ushiromiya Kinzo is already dead}.  {p:2:Therefore, the true number of people on the island is 17}!  {p:2:By adding an unknown person X to that, it becomes 18 people}.  {p:2:By supposing that this person X exists, the crime is possible even if all 17 people have alibis}!!"""
Ushiromiya Kyrie,"""......In short, if you keep preventing us from meeting with Father, we will have to accept the following theory.  In other words, Father is already dead.  But you are hiding that because you don't want the inheritance to be distributed, you see?"""
Ushiromiya Krauss,""".....................Ridiculous."""
Ushiromiya Natsuhi,"""Th, that is correct, this is worse than ridiculous!!  I have never heard such an insult!!"""
Ushiromiya Kyrie,"""It is even possible for us to have the police closely examine whether he's alive or dead.  Right, Eva nee-san...?"""
Ushiromiya Eva,"""......Y, ......yes...  That's right, Nii-san.  You could fabricate any story.  We could easily set it up so that you have to hold a meeting with Father under the supervision of a third party...!"""
Ushiromiya Kyrie,"""Still.  I think that would be very shameful for the Ushiromiya family.  "
Ushiromiya Kyrie,"So I propose this.  The responsibilities and duties of the caretaker.  A penalty in the worst case scenario.  If you consent to that, we will be able to refrain from doing something like dragging Father outside."""
Ushiromiya Rudolf,"""...Yeah, that's right, Aniki...  Didn't you just say it...?  You are carrying out your natural duties as Father's caretaker.  Kyrie's conditions shouldn't be anything to worry about, right?  Why the overreaction?"
Ushiromiya Rudolf,"......Are you really that worried about having the position as next head dragged out from under you if Dad dies something other than a natural death?"""
Ushiromiya Eva,"""Or else, wha-t is it?  Do you have an idea of some way Father could die other than a natural death...?"""
Ushiromiya Krauss,"""How could I have such an idea.  ......I see, now I too understand how Father feels.  How pitiful his later years are, unable to even die as he pleases."""
Ushiromiya Kyrie,"""Yes, his later years truly have been pitiful.  ......And the thought that his 'later years' are already something of the past is exactly what we're suspecting."
Ushiromiya Kyrie,"......You could completely clear this suspicion just by letting us meet with Father.  ...So even after being humiliated by us this much, you still won't allow us to meet with him, Krauss nii-san.........?"""
Ushiromiya Krauss,"""........................"""
Ushiromiya Kyrie,"""Father is probably already dead.  The corpse may have been disposed of in absolute secrecy.  ......And after taking all of the wealth for yourself as Father's agent, you will make it so that he 'disappeared' and seven years will pass, making Father a corpseless member of the deceased."
Ushiromiya Kyrie,"............I'm sorry, please don't take it badly, alright?  I'm just playing detective here."""
Ushiromiya Natsuhi,"""H, ......how rude can one be!!  You have no right to stay in this mansion!!  Leave immediately!!  I won't permit you to cross the threshold of this house again!!"""
Ushiromiya Kyrie,"""It worked last year, but you've used up your luck if you thought it would work this year too.  ......Father is in a bad mood, so he can't meet with us?  That was plenty suspicious last year, and yet you do it again this year."
Ushiromiya Kyrie,"If you want to fake being Father's agent and grab up all his assets, you should have done it a little more speedily, and made him disappear without waiting for today's family conference.  You really are naive, Krauss onii-sama......"""
Ushiromiya Krauss,""".........I have no idea what you are-"""
Ushiromiya Kyrie,"""However!  ......If it is a fact that Father is in a bad mood, and you are preventing us from meeting him as part of your responsibilities as his caretaker, that is a very wonderful thing to do.  In that case, if you just accept our conditions, everything will be settled here and now."
