Speaker,Original Witch Hunt (OG)
,She was no longer frustrated enough to stomp her feet. ...But hot tears dripped down her face. 
,The oden had cooled down completely. 
,"...Even though she had been told it would be delicious when warm, she hadn't been able to eat it. "
,...Even though that man had given her so much free stuff... 
Sakutarou,‘...Uryu... Don't cry... ...Mama isn't coming back tonight. ...Let's do our best and search...’ 
Ushiromiya Maria,"""......Why can't I find it...? ...Uuuu, ...uuuuuuuu!"" "
Sakutarou,"‘Maria, don't cry...! Let's do our best and search...! ......Maria...’ "
,Maria was no longer able to hold back her tears. 
,"Sobbing, she clutched Sakutaro and held the bag of oden, returning once more down the road she had come by. "
,"Perhaps because more and more houses and stores had turned their lights off by now, it was even darker and harder to search than before. "
,"...And, once again without finding the key, she returned to the convenience store. "
,"""Maria-chan, ...still can't find your key...?"" "
Ushiromiya Maria,"""...Uu-... ...My key... It's gone..."" "
,"""Wasn't your mother away for the night? So, you can't get into your house without a key?"" "
Ushiromiya Maria,"""Uu-... ...Can't get in..."" "
,"""Well, that's not good... Did you try going to the police? They might be able to help you."" "
Ushiromiya Maria,"""......Mama said not to talk to policemen, even if they start talking to me."" "
,"""Oh? Well, why is that?"" "
Ushiromiya Maria,"""............"" "
,"It was probably because Rosa would be liable for making such a young girl like Maria watch over the house by herself, and because she knew that this wasn't something that would be permitted by society. "
,"So, Maria was indoctrinated into changing the stores she bought things at, so that she didn't catch the eyes of adults, and into saying no more than a greeting to policemen, even if they talked to her. "
,Maria had obediently done as she was told. 
,"Instead of considering why she must do that, she was much more concerned with meekly obeying because her mother had told her so. "
,But the manager of the convenience store probably didn't think of it that way. 
,"...In the first place, seeing such a young girl being forced to watch over the house alone, and so frequently, ...would make anyone worry... "
,...And then. After making the round trip between her home and the store once more...and arriving at the convenience store for a third time... ...A policeman was there. 
,"""It's that child. ...Maria-chan, did you find your key?"" "
Ushiromiya Maria,"""......Uu-... ...Didn't find it..."" "
,"""What's your name, miss?"" "
Ushiromiya Maria,"""........."" "
,"The policeman asked her name, but Maria didn't answer. "
,"""Did your mother tell you not to talk to policemen? Heheheh! Don't worry, no need to be scared of me. Have you eaten dinner yet, miss?"" "
Ushiromiya Maria,"""......I bought some, but I couldn't get into my house, so I couldn't eat it."" "
,"""What's your mother doing? Is she not coming home tonight? Is it her work?"" "
Ushiromiya Maria,"""......Uu-."" "
,"""Do you know how we can contact your mother at work?"" "
Ushiromiya Maria,"""........."" "
,Maria hung her head limply. 
,...She didn't understand why the policeman was getting mad at her. 
,"No, he probably wasn't getting mad at her, but if this reached her mother's ears, then she would definitely be in trouble. "
,"Even if she didn't understand the reason why she would be in trouble, she at least understood that much. "
,But the policeman wouldn't let Maria go. And her head was swimming from hunger. 
,"The policeman noticed that, and it was decided that he'd listen to her story as they ate in the police box. "
,"...Maria was taken to the police box. She had her oden heated in a microwave oven, and even salty rice cakes and hot tea were brought out for her. "
,"She had been told not to talk to policemen, ...but after being asked about Sakutaro, she responded, starting to feel that this wasn't a bad person. "
,"...And anyway, she wouldn't be able to return home now, so she didn't know what to do. "
,"......She told him Mama's work phone number, ...which she had been told to tell no one of and to use only in a very, very serious situation. "
,"In the tatami room inside the police box, as she ate the oden that was so hot it felt like it would burn her, she watched the policeman making the phone call, lazily thinking, ...""Aah, I'm probably gonna get in trouble"". "
Ushiromiya Maria,"""......Will Mama...get mad at me......?"" "
Sakutarou,‘...Uryu......’ 
,"He must have been listening to the phone ringing for a very long time. With the receiver up to his ear, the policeman looked up at the clock, grumbling. "
,"""......Maybe they aren't picking up because their business hours are over. ...Hmmmmmm. ...Huh? Hello? Hello? Is this Anti-Rosa Ltd.? "
,"This is the Komatsugawa Police Department police box in front of Senbonzakura Station. Is President...umm...{c:86EF9C:Udaikan}...no, wait, President Ushiromiya available? ......Yes. ...What? She's on vacation?"" "
,"""Yes. Starting yesterday, the president has been on a three-day vacation. Umm, is there some business you have with her...?"" "
,"""Oh no, no, no, never mind. So, do you know where she might be? You haven't heard where to contact her, have you?"" "
,"""Sure, ...could you hold on for a second? ......Hey, anyone heard where the president went for her vacation? Or how to contact her?"" "
,"""I heard she was going for all-you-can eat crabs in Sapporo with her boyfriend. Aaaw, I'm sure such a cold place will do wonders for shrinking the distance between them, don't you? I haven't heard how to contact them."" "
,"""Yep, understood. ...Um, hello. I hear she went to Sapporo, but I'm not sure about how to reach her. ...Should I take a message?"" "
,"""Hmm, I see, what a shame. Well then, if you manage to get in touch with her again, could you tell her that we called? Sure, yes."" "
,"...After that, I was taken to the police department, which was even bigger, and ended up spending the night there. "
,"Then, they asked me various things about myself. "
,A lady who called herself the district welfare officer came by and asked about a lot of things. 
,"And I was told ""You poor thing"". When I heard that, I learned for the first time. "
Ushiromiya Maria,"""......Am I......a poor thing...?"" "
Sakutarou,"‘...Uryu... That's not true, ...you're happy, Maria...’ "
Ushiromiya Maria,"""......Uu-..."" "
,"Then, ...Rosa came back. "
,"Maria was told to go to her room, ...but on her way back from the bathroom, she hid by the entrance to the living room and listened in on the exchange. "
,The person who had come to visit...was the female district welfare officer who had asked Maria various questions on that other day. 
Ushiromiya Rosa,"""You can't be so pushy!! Maria's heart is too innocent and delicate, so if there was an insensitive kid there, she could be hurt!! Please stop your pointless meddling!!"" "
,"""But in that case, Miss, if the child is so delicate, why leave her home all alone? Shouldn't a mother be together with her child?"" "
Ushiromiya Rosa,"""I am together with her as much as I should be!! I don't need to take instructions from you for something like that...!!"" "
,"""Oh, really? She's very well known in this area. They say your daughter frequently goes out at night to buy things and eat. Everyone was worried and looking out for her."" "
Ushiromiya Rosa,"""How do you know that was my child?!! There's got to be plenty of children around this town, right?!! Don't just suddenly decide that it's my Maria!! "
Ushiromiya Rosa,"Kids sometimes walk around outside at night, right?! How can you prove that they were all my child?!"" "
,"""It's well-known around the shopping center... that a girl holding a lion stuffed animal often stops by to eat dinner and buy things. "
,"Everyone treated Maria-chan with care out of concern for her. Sometimes, people even escorted her home, thinking the night roads might be dangerous, you see?"" "
Ushiromiya Rosa,"""Y-You can find lion stuffed animals anywhere!! It was none of their business, escorting her home!! Are they thinking of kidnapping Maria?! "
Ushiromiya Rosa,"Don't bother her!! Maria is my child. I am raising her! I have no intention of putting her in some strange institution!! Stop your needless meddling!!"" "
Sakutarou,‘U-Uryu... Does that lion stuffed animal... mean me...?’ 
Ushiromiya Maria,"""...It's okay. I'm the one in trouble... It has nothing to do with you, Sakutaro..."" "
,"Maria hugged Sakutaro, continuing to watch her mother fearfully... "
Ushiromiya Rosa,"""I-I also wish I could be with Maria every day! "
Ushiromiya Rosa,"But I'm a single mother, so I have to work! I may not look it, but I'm a president of a company, and I bear responsibility for my employees' well-being!! I'm busy with my work all year round, so there's no time for me to rest!!"" "
,"""Reeally? But you've been on vacation these last three days, haven't you?"" "
Ushiromiya Rosa,"""I-I have not been on vacation! I've stayed at my company all night, working!! There's a mountain of matters to be taken care of that the other unreliable employees can't handle!!"" "
,"""Why are you lying like that? Someone from your company said that you were taking a three-day vacation, you see? You went to Hokkaido with your boyfriend, right? Leaving your daughter by herself for three whole days...!"" "
Ushiromiya Rosa,"""I-I don't know anything about this boyfriend I don't know anything about Hokkaido!!! Where are you getting this nonsense?! Why, why?! Do you have any proof?!  What the hell, don't just start butting in on someone else's family matters!! "
Ushiromiya Rosa,"I love Maria I have my own way of loving her so just keep your mouth shut!! I didn't go on a vacation I was just working the whole time!!"" "
Ushiromiya Rosa,"""I was trying to finish things up at work with all my strength, all my strength because I wanted to see Maria as soon as I could!! I stayed at the company the whole whole whole whole, whole whole whole whole time!! "
Ushiromiya Rosa,"I don't know I don't know I don't know anything about Hokkaido don't just go ahead and say something like thaaaaaaaaaaaaaaaaaaaaaaaaaaat!!! Just get out!! Get ooooooooout!! What's wrong with yoooooouuu?!! Get out!! Get ooooooooouuuut!!!"" "
,"Rosa raged, her hair flying wildly. "
,"A teacup was knocked over from the force of her standing up, but far louder than that was the sound of her beating the table with both hands. "
,"When faced with this rage that could accurately be described as wide-eyed derangement, the district welfare officer couldn't help but be taken aback. "
,"...And the same went for Maria, who was secretly watching this from the hallway. "
,She had already seen her mother in a rage several times before this. But she had never seen her this crazed with anger. 
,"When she saw this, Maria was sure. ...This was no longer her mother. "
,It was some other evil being that was possessing her mother's body... 
,"And then, she herself was discovered by the evil being. Maria knew that she was being reflected in the evil being's eyes. "
,"Her mind went blank, and she felt as though her field of vision was racing off into the distance... "
,"After fiercely closing in on Maria, Rosa mercilessly slapped her on her small shoulders... and dropped her gaze towards the stuffed animal Maria was holding, Sakutaro. "
Ushiromiya Rosa,"""......Maria, even though I told you so many times not to take that outside, ...you brought it with you, didn't you?"" "
Sakutarou,‘...U-Uryu...... I-It isn't Maria's fault... I told her to take me...’ 
Ushiromiya Maria,"""Th-That's not true...! I brought Sakutaro on my own because I was lonely...! So Mama, it isn't Sakutaro's fault...!!"" "
Sakutarou,"‘Uryu, ...Maria......’ "
Ushiromiya Maria,"""It's not Sakutaro's fault!! It's not Sakutaro's fault!!"" "
,"Instead of Maria, the brunt of Rosa's anger was aimed at the lion stuffed animal Maria was holding. "
,"...A girl went shopping in the middle of the night, always clutching a lion stuffed animal. "
,"Because of that, she had become well known in the shopping center... "
Ushiromiya Rosa,"""I, ......I, Didn't I tell you not to take stuffed animals with yooooooooouuu?!!! Why... can't you... listen to what Mama says?!! "
Ushiromiya Rosa,"Why?! Why, why?! Why can't you follow Mama's ruuuuuuules?!!"" "
,"With every single word, she stamped her heel and banged furiously on the wall. "
,"...Of course, she didn't make direct contact with Maria. "
,"However, the violence of the harsh sound certainly beat against her. "
,"""M-Miss, ...stop that...!!"" "
Ushiromiya Rosa,"""Let go!! I said let go, damn iiiiiiiiiiiit!!"" "
,The district welfare officer had come back to her senses and was pinning Rosa's arms behind her back. 
,"But the instant Rosa was touched, she went wild, furiously throwing the welfare officer off. "
,"...She hit the table and fell to the ground. A teacup on the table smashed on the floor, making a violent sound... "
Sakutarou,‘...M-Maria didn't do anything wrong...! It's my fault! So don't scold Maria...!!’ 
Ushiromiya Maria,"""I'm the one who brought Sakutaro...!! It's not Sakutaro's fault!! It's not Sakutaro's fault!! So don't look at Sakutaro with those scary eyes!! Don't look at hiiiiiiiiiiiiiiiiim!!"" "
Sakutarou,‘Don't scold Maria...! Don't scold Maria...!! Uryuu--!!!’ 
Ushiromiya Rosa,""".........Y-You... What were you doing just now, and a minute ago too? "
Ushiromiya Rosa,Do you also play with dolls like that...outside? Did you do it in front of the people in the store...? 
Ushiromiya Rosa,"""........................ So that's why they remembered yoooooooou, die you brainless moron!! Why are you such a dumbaaaaaaaaaaaassss?!!!"" "
Ushiromiya Rosa,"""Answer me honestly. When you went out, you always walked around with that stuffed animal without telling Mama, right?"" "
Sakutarou,‘......U-Uryu......’ 
Ushiromiya Rosa,"""Stop using that weird stuffed animal talk!!! Speak with your own words, not a stuffed animal's!!!"" "
Ushiromiya Maria,"""S-Sakutaro isn't a stuffed animal!! He's my friend!! Don't call him a stuffed animal... Doooooooooooooooooooon't!!"" "
Ushiromiya Rosa,"""Yeah, yeah, I get it, it was called Sakutarou, was it?! You took him with you all the time when you went shopping, without telling Mama, right?"" "
Ushiromiya Maria,"""...Y-Yeah......"" "
,Maria admitted it honestly. 
,"If she hadn't admitted it, then Sakutaro would have said something to take the blame, so by admitting it right away, she was protecting her small friend. "
Ushiromiya Rosa,"""Only Sakutarou? Any others? ...You haven't been bringing weird things to school too, have you...?"" "
,"""...M-Miss!! Surely your daughter has done nothing wrong! Stop this interrogation at once!"" "
Ushiromiya Rosa,"""You, stay quiet!!! I'm talking with my daughter, aren't I?!!! ...Come on, Maria, look at Mama when you talk. What's the answer to Mama's question?"" "
Ushiromiya Maria,"""...U-Uu-... ...It wasn't just Sakutaro. ...All the rabbits were with me too..."" "
Ushiromiya Rosa,"""......Do you have them with you now...?"" "
Ushiromiya Maria,"""Uu-......"" "
,"Maria fished around in her pockets, ...pulling out four ceramic rabbits with her tiny hand... "
,"The rabbits were her close friends, who could be together with her at school in Sakutaro's place. "
,"But when Rosa saw that, she shook her head slightly as though dizzy... "
,"On a {c:86EF9C:school notice}, it had been written that Maria was apparently bringing toys to school and playing with them, and her family was instructed to try and prevent this. "
,"But Rosa had rejected that, blaming the teacher and phoning in a protest of her own to the school. "
,...Saying that there was no way her child would bring toys to school. 
,"For nearly an hour, she had shouted at the vice principal to stop making false accusations about her daughter. "
,"...To a certain degree, those at the school had grasped that Maria was a pitiful girl. "
,They knew that the small toys she brought in were her only friends. 
,...So they had done their best to overlook it. 
,"But when the other students caught sight of them, some of the boys had started complaining that only she could bring toys, and the school had racked their brains on how to cope with this... "
,"They had tried to gently send a warning by way of the mother, but after Rosa's overreaction, even Maria's teacher decided to overlook it. "
,......But now Rosa knew. 
,"She had been the one who was wrong, ...and her daughter really had been bringing toys to school. "
,......And those at the school... had known that she was a disgrace who brought toys to school and played with them as though they were her only friends. 
,"To Rosa, who thought her daughter was just a little different from normal children, having this peculiar side of her daughter exposed and found fault with was, more than anything else, something she couldn't bear. "
,......So she howled. She raged. 
,"The district welfare officer tried to cut between Rosa and Maria again, but she only met with Rosa's wrath once more. "
,"Rosa once again threw the woman off with a face like a demon, and when even that failed to curb her anger, she stomped on the ground over and over again so forcefully that it seemed she might break through the floor. "
,"Then, after seeming to come back to her senses for a second, ......she immediately froze her harsh breathing...and asked Maria. "
Ushiromiya Rosa,"""......... ...Maria. Those rabbits in the band, are they your close friends?"" "
Ushiromiya Maria,"""......U-Uu-......"" "
Ushiromiya Rosa,"""I see. Isn't it great that you have a full four friends?"" "
,"As she said that, Rosa grabbed one of the rabbits from Maria's hand. "
,"Then, she shoved it in front of Maria's eyes so she could see it very well. "
,...The cute rabbit holding a trumpet was a small doll like a chess piece. 
,She slowly lifted it into the air. 
,"...Of course, Maria's and Sakutaro's eyes also followed it... "
,"And then, with a speed that the eye couldn't follow, she smashed it against the wall. "
Ushiromiya Maria,"""Eek—!!!!"" "
Sakutarou,‘......!!!’ 
,She had half imagined that this worst possible thing might happen. So she instantly realized what had been done. 
,"...So, Maria let out a short, despairing scream... "
,It was in pieces. 
,"It had been small and sturdy, but that hadn't been enough to withstand her mother's fierce rage. "
Ushiromiya Rosa,"""......Because you didn't listen to what Mama told you, I broke one of them. From now on, every time you disobey something Mama says, I'll break another one. ...Remember that!!!"" "
,"""Miss, ...you think to call yourself a mother after doing something like that?!! You think you can do something like that and not hurt your daughter?!"" "
Ushiromiya Rosa,"""Hurt Maria?! I'm also hurting, right?! Who's gonna take responsibility for my wounds?! Weeeell?! Who iiiiiiiiiis?!!! Didn't I tell you to shut uuuuup!!!"" "
Ushiromiya Maria,"""S-Stop it, Mama...! It's my fault...! Don't get mad at this lady...!"" "
Sakutarou,"‘It isn't Maria's fault, ...it's mine...! Don't get mad at Maria...! Uryu, uryuuryuuryu, uryuu--!’ "
Ushiromiya Rosa,"""I, .........I told you to stop playing make‐believe with that stuffed animaaaaaaaal!! In the first place, it's disturbing, a stuffed animal is your friend? Just how old are you this year?! How old?! Weeelll?!"" "
Ushiromiya Rosa,"""This is just a gross, crappy stuffed animal made of cloth and cotton, right?!! Is this the only kind of friend you have?! If you have enough spare time to pretend this monstrous stuffed animal is your friend, go out and make some real human friends!!"" "
Ushiromiya Rosa,"""Why can you never make any friends?!! That's why your class always treats you like a weirdo and makes fun of you!! Give it a rest and get ahold of yourself already!! Grow up from this stuffed animal play!!"" "
Sakutarou,"‘Uryu, ...uryu......’ "
Ushiromiya Rosa,"""Like I said, stop playing with that stuffed animaaaaaaaaaall!!"" "
Ushiromiya Maria,"""Aaah!! Mama, Mama!! Give him back! Give Sakutaro baaaaaaaaaaack!!"" "
Sakutarou,‘Uryu-!! Uryuu--! Uryuuryu-!’ 
,"Mama grabbed hold of Sakutaro's head...and took him from me... Then, ......she smashed him against the wall, over and over. "
Sakutarou,"‘Uryu-!! It hurts, it hurts, hurts hurts hurts hurts...!!’ "
Ushiromiya Rosa,"""Fucking STOP!! I told you to stop that stuffed animal aaaaaaaaaaact!! It's because of this stuffed animal!! "
Ushiromiya Rosa,"That's why you can never make any friends! That's why you alone are pushed off to the side in your class and treated like a freak!! I should never have given you a stuffed animal like this!! I should never have given you such a disgusting stuffed animal!!"" "
Ushiromiya Maria,"""Stop iiiiiiiiiiiiit!! "
Ushiromiya Maria,"Give Sakutaro back, give Sakutaro back!! Waaaaaaaaaaaaaaaaaaaaahhh!! Sakutaro is my friend!! My best friend!! As long as Sakutaro's there, I don't need anything else! So give him back!! Give him baaaaaaaack!!"" "
,"...For some reason, my frantic request just added oil to the fire of Mama's anger... "
,"Mama pushed my arm aside as I tried to grab Sakutaro and snatch him back, and in a bizarre way, she stuck her fingernails on both hands deep into Sakutaro, twisting him... "
,"The red muffler, which I had carefully wrapped for him every day, came off and fell to the floor... "
,"...Sakutarou, who had been so, so precious to me... "
,"...Was twisted, smashed, torn at with fingernails so much... "
,He was twisted in pain... his face curving... in sadness...... 
,Then Mama's fingernails... found a stitch on the neck...... and tore it... 
,"...With the fingernails of both hands, ...she tore it apart...... "
,"In that instant, ......Sakutaro's yellow cloth... and the cotton inside...burst apart... "
,It looked almost like moist cotton candy... 
Sakutarou,‘......U‐...............ryu.....................’ 
Ushiromiya Maria,"""...kutaro............?"" "
Sakutarou,‘......Ma......ria.........’ 
Ushiromiya Maria,""".........Sakutaro............"" "
Sakutarou,‘U......ryu......{m:-5:―――}’ 
Ushiromiya Maria,"""...............kutaro............"" "
Sakutarou,‘{m:-5:―}―...... . . . . ’ 
Ushiromiya Maria,""".........ta...ro........."" "
,‘’ 
,... 
,......The crumpled yellow cloth and the cotton candy flowing out were thrust right in front of my eyes. 
