Speaker,Original Witch Hunt (OG)
Ushiromiya Maria,"""......As she is now, it's still far to early for Ange to summon friends like Sakutaro from the sea of zero.  ......To begin, let's start by practicing with friends that are easy to summon."""
Ushiromiya Ange,"""...............What will we begin with...?"""
Ushiromiya Maria,"""Because you are a witch of Mariage Sorciere, you are also permitted to use those who are employed by other witches in the alliance.  "
Ushiromiya Maria,"......For example, Sakutaro is my friend, but since you're in the same alliance, Ange, he's your friend too, and you can summon him.  ......You wanna try summoning Sakutaro one of these days?  When you're so lonely it gets tough, I'm sure Sakutaro will cheer you up."""
,"I see.  You could call Sakutaro a being employed by Onee-chan."
,"So as a witch in the same alliance as Onee-chan, it's also possible for me to summon Sakutaro......"
,"I met Sakutaro's gaze."
,"......How pleasant it would be to have him just be there by my pillow, so he could talk to me a bit on lonely nights."
Ushiromiya Ange,"""......If I call out, will you appear, ......and talk to me......?"""
Sakutarou,"『Uryu-!  I look forward to being summoned by you, Ange!  Uryuuryuuryu!』"
,"Looking happy and making his eyes round, Sakutaro pressed his head against me like a cat."
,"Suddenly getting a cute younger brother, ......felt a bit confusing, a bit embarrassing, and a bit pleasant."
,".........Unable to understand why I couldn't honestly accept this feeling, I felt tears well up in my eyes."
Ushiromiya Ange,"""Right.  ......I'll give it all I've got, Onee-chan."""
Ushiromiya Maria,"""Then let's try and practice.  .........Let's try summoning the furniture of a witch from the same alliance, Beatrice."""
Ushiromiya Ange,"""............Beatrice's, ...furniture."""
,"Hearing Beatrice's name gave me a slightly strange feeling."
,"When it came to the crime on Rokkenjima, the public had kept going on and on in a frenzy about how it was a sacrifice ceremony of the witch."
,"......And that witch was Beatrice."
,"So if the culprit of that crime was a witch, ......it would mean that she was the culprit who stole my family."
,"However, Maria onee-chan said that Beatrice was a good witch."
,"She would get mad if I held negative emotions towards Beatrice, get into a nasty fight, and refuse to talk for a while."
,"......At this moment, Onee-chan was my only close friend."
,"...So to avoid worsening the mood of my close friend, I had decided to think of Beatrice as nothing more than Onee-chan's magic teacher..."
,"......Also, I believed that the crime was a conspiracy cooked up by Eva oba-san."
,"......I would definitely expose the truth about that someday........."
Ushiromiya Maria,"""Ange.  Obstructions are mingling inside your body again."""
Ushiromiya Ange,""".........Sorry, I lost my concentration.  ...One more time..."""
,"I'd expect no less from you, Onee-chan...You instantly noticed that I was being overcome with idle thoughts."
,"After shaking my head just once, I re-imagined the wind blowing through a vast space..."
Ushiromiya Ange,"""............The Seven Sisters of Purgatory?  That's a pretty creepy name."""
Ushiromiya Maria,"""But they're very energetic and fun kids.  They might become your new friends, Ange.  ......First, I'll show you how to summon them.  Watch."""
,"Maria onee-chan lifted both hands up to the level of her head, and quietly unified her mind."
,"......The state that I had not been able to reach after meditating for a long period of time, she reached in the span of a few quick breaths."
,"Then, a pale light began to gather in her palm, .........and one by one, the girls began to show themselves."
,"1, 2, 3 people.  4, 5, 6, 7 people..."
,"The way they were summoned one after another in a line was a masterpiece."
,"......Incredible.Just like the illustrations in Onee-chan's grimoire, ......the Seven Sisters of Purgatory..."
,"The younger sisters were behind the eldest, Lucifer, who saluted Onee-chan."
Lucifer,"""The Seven Sisters of Purgatory, right here...!  Lady MARIA, it has been quite some time."""
Ushiromiya Maria,"""Yes.  Long time, no see.  Is everyone well...?"""
Lucifer,"""We furniture are furniture because we are used.  I think of being summoned after so long as an honor from my very heart!"""
Asmodeus,"""Kya-♪  Sakutaro-!  It's been a whi-le!"""
Beelzebub,"""You look as delici-, I mean, cu~te as ever!!"""
Mammon,"""Me fi~rst!!  Kya-, today he's so fluffy, squishy, and cu-te~!"""
Leviathan,"""A~h!!  Let me hug him too, let me hug him too~!"""
Sakutarou,"『U, uryu-!  Can't brea~the!  I won't run away, so let me go everyo~ne!』"
Satan,"""Hey, you all!!  Are you trying to break Lady MARIA's furniture?!  Anyways, get away from him, hugging is prohibited!!"""
Belphegor,"""......Even though you're saying that, it looks like you want to hug him the most, Satan-nee.  *giggle*."""
Satan,"""Ack!!  I, it's not like I have any i, interest in something so fluffy, squishy and cuddly!"""
Lucifer,"""Hey!!  Be silent in the presence of Lady MARIA and Ange-sama, you foolish sisters!!"""
,"They were so energetic...I was shocked by their sudden burst of activity right after they appeared."
,"And on top of that, I was surprised that the innocent Sakutaro was on such good terms with the Seven Sisters."
Ushiromiya Ange,"""......That's unexpected.  To think that Sakutaro would be so loved by such shady people."""
Ushiromiya Maria,"""They're fellow members of the same alliance.  There's nothing to be scared of, right?"""
Ushiromiya Ange,"""But on the off-chance that their mood worsens, it looks like they could finish Sakutaro off in an instant..."""
Ushiromiya Maria,"""It's alright.  The witches of the alliance and their furniture are all friendly.  So Sakutaro can play without worrying.  ......Of course, that goes for you and me too, Ange."""
,"One of the pacts of Mariage Sorciere.""Mutual nonaggression and noninterference""."
,"Member witches must respect each other's magic and creations."
,"Even the sisters, who were normally shady and belligerent, interacted with fellow alliance members as friends."
,"So to the Seven Sisters, Sakutarou was a mutual friend."
,"He was loved by all the Seven Sisters, and they were even trying to steal him away from each other."
,"This scene as they squeezed him and loved him was a bit charming."
Ushiromiya Ange,"""......I see.  They're fellow members of Mariage Sorciere."""
,"At a glance, you'd think that Sakutaro's casual atmosphere and the Seven Sisters' shady one would be like water and oil.It looked like they definitely wouldn't be compatible."
,"And yet, they were interacting in a friendly way like it was completely natural......"
,"If this wonderful alliance could join all the peoples of the world, ......I wonder if everyone in the world would be able to become friends right away."
Ushiromiya Maria,"""All you Seven Sisters, listen.  Right now, Ange is in the middle of magic training.  So I want everyone to lend their power."""
Lucifer,"""Certainly, Lady MARIA.  ...But what specifically?"""
Ushiromiya Maria,"""The magical power that makes you materialize will move from me to Ange.  In that state, I want you to be by her side all the time.  You just have to talk with her."""
Lucifer,""".........My apologies, but I wonder if Ange-sama's magical power will be able to easily summon all seven of us around the clock..."""
,"The oldest sister, Lucifer, gazed at my complexion as she advised this, speaking reservedly."
,"...In other words, she was saying that the burden might be heavy for me at that point in time."
Ushiromiya Maria,"""That's the kind of training it is.  Ange has more talent and magic than everyone imagines.  I think it will be pretty tough, but I think it's worth it for Ange to take this challenge as she is now."
Ushiromiya Maria,"......Ange.  Starting now, I will switch the magic power that is making them materialize over to you.  ......In other words, it will become as though you had summoned them."""
,"So what Maria onee-chan was trying to say was something like this."
,"To keep the Seven Sisters materialized, you are continuously burdened with a significant amount of magical power."
,"......Maybe you could say it was like training while wearing a weighted wristband."
Sakutarou,"『Uryu......  Doing all of the Seven Sisters would be pretty tough......  Isn't that asking a lot of Ange all of a sudden...?』"
Ushiromiya Ange,"""Thank you, Sakutaro.  But this is training to become a witch.  I want to see how far I can go."""
,"......The seven of them certainly do seem boisterous.But even if this is for training, having them with me would surely distract me from my loneliness, at least a little."
,"I understood it would be an ordeal, and wanted to give it a shot."
Ushiromiya Maria,"""Don't overdo it if it gets tough, alright?  And everyone, if it looks tough for Ange, take it easy."""
Lucifer,"""Certainly.  Get it, you guys?!"""
,"""""""""""""Ye-s, Onee-samaa!"""""""""""""
Lucifer,"""Well then, Ange-sama.  For now, we, the Seven Sisters of Purgatory, will become your furniture.  .........Lady MARIA, if you would."""
Ushiromiya Maria,"""Yeah.  ......So, Ange.  Can we start?"""
Ushiromiya Ange,"""......Sure.  ...I'm a little nervous."""
Sakutarou,"『Uryu...  This might be tough all of a sudden...  If you feel like you're getting a headache, lower your magic power immediately......』"
Ushiromiya Maria,"""Then, I'll move the source of magic power over to Ange............"
Ushiromiya Maria,".................."""
Ushiromiya Ange,"""...........ah..."""
,"In an instant, the inside of my head felt very heavy."
,"......This is......, I see, .........it's tough..."
,"Until then, the inside of my head had only been used for myself.It was almost like it was now being used for seven other people."
,"......If they just stood there and blinked once or let out a single sigh, that would put a strong pressure on my head..."
Belphegor,"""......Lady MARIA.  My apologies, but I wonder whether the burden from all Seven Sisters at once might be too great after all."""
Ushiromiya Ange,"""I, ......I'm alright........., ......ack........."""
Ushiromiya Maria,"""...No...  It won't work after all.  You're using all of your energy to materialize them.  There's no point if the burden is such that you cannot balance it with your everyday life.  In any event, this is a little unrefined for a witch."""
Sakutarou,"『Uryu...  That's why I said doing so many suddenly was impossible...  Everyone, erase yourselves for a bit...』"
Lucifer,"""Right.  It seems it would be better to lower the number of people.  Asmo, erase yourself."""
Asmodeus,"""Me agaain?  I'm opposed to youngest-sister-bullyi~ng!!  Disappear starting from the top every once in a whi~le!"""
Leviathan,"""That would mean I'd have to disappear second, right?!  No no no-!"""
Satan,"""Don't make a ruckus, Asmo and Levia-nee!!  That kind of disturbance will become a burden to Ange-sama!!"""
Lucifer,"""The noise you're making is also a burden, stupid Satan!!"""
Satan,"""Eek!"""
Ushiromiya Ange,""".........aah, .........ack............gah........."""
,"The Seven Sisters started arguing over who should erase themselves first.......The energy from that fight all became a burden, forcing Ange with an even greater headache..."
,"In the end, they decided the order with rock, paper, scissors, and 1, 2, 3 of them disappeared."
,"But even at that level, Ange was still far from comfortable."
,"In the end, once six of them had erased themselves, I was finally able to calm my breathing."
,"With my magical power, forget the Seven Sisters, just one person is my limit..."
Mammon,"""......Aaa~aah, this way it's not the Seven Sisters, but just me, right?  You're a bit unreliable, Ange-sama."""
,"Mammon, who had won all of the rock, paper, scissors and was permitted to remain until the end, complained."
Sakutarou,"『Uryu...  Mammon, you mustn't say such a thing...  Ange is still just starting her training.  ......Are you alright, Ange?  Is your headache okay...?』"
,"Sakutaro stretched up on his tiptoes, trying to pat Ange's head."
,"Watching this, Maria scratched her head, acknowledging that this sudden training had been too difficult."
Ushiromiya Maria,"""Uu-.  Maybe that was a little too austere.  Maria is perfectly fine with this much though.  Because the more friends you have, the more fun it is."""
Ushiromiya Ange,""".........Now I'm even more aware of how incredible you are, Onee-chan..."""
,"If I reached Maria onee-chan's class, I would be able to summon enough people to perform in an orchestra."
,"For a witch apprentice, that's awe-inspiring..."
Mammon,"""Are you alright?  Ange-samaa?"""
Ushiromiya Ange,"""............I'm sorry...  It looks like summoning you is the most I can do."""
Mammon,"""Well, I guess I'm alright with that.  After all, of all the Seven Sisters, I get Ange-sama all to myself.  ......What do you think, Ange-sama?  Will I be a burden by myself?"""
Ushiromiya Ange,"""No, I can manage you alone somehow..."""
Mammon,"""Great!  Then please train a lot and cultivate your magic power a lot.  Then someday, for sure, please bring the Seven Sisters together and let us serve you.  Promise?"""
,"After checking that, for the time being, there was nothing wrong with her own materialization, Mammon immediately returned to a good mood, and tried to make me promise to work harder."
,"I see, so this is greed....But maybe you could also call it forward-looking."
Ushiromiya Ange,"""......Yes.  I promise.  ...I have to be able to do at least that much someday."""
Mammon,"""Thank you, Ange-sama!  I, Mammon of Greed, will surely serve you until that day...!"""
,"My headache finally abated, and I relaxed both hands, which had been clutching at my head.Then Mammon stuck out her hand, helping me stand back up..."
Sakutarou,"『Uryu?  ......Ah.  ......Maria, Ange, it's about that time.  If we don't return to the room, you'll be scolded.』"
Ushiromiya Ange,""".........Huh?  .........Oh..."""
,"I hadn't expected Sakutaro to talk about the time.......I was brought back into reality."
,"As though the light had disappeared, the vast world sunk into the darkness, .........and I was in a tiny, tiny bathroom stall, sitting on a toilet..."
,"Onee-chan's grimoire was open on my lap."
,"I looked at the clock.......It was almost 20:00, time for lights out."
,"If I show up late for the roll call before lights out, not only do things get pretty annoying, but it causes trouble for my roommates and floormates."
,"......I couldn't care less about causing them trouble, but I'd rather not have them get annoying..."
,"Haah............My free time by myself is already over for today.I'll sleep, wake up, tomorrow will begin, and another long, long gray-colored day will repeat again."
,"I closed the grimoire and rose from the toilet seat..."
,"At that time, Onee-chan appeared again, and spoke."
Ushiromiya Maria,"""......Hey, Ange.  You're forgetting your training.  ............Take Mammon with you."""
,"I'd forgotten....The moment I'd returned to reality, Mammon's materialization had stopped..."
,"One more time, I created a strong image of the existence of Mammon in my mind..."
Mammon,"""Sheesh, you're so mean, Ange-sama.  Why'd you erase me so suddenly...!  At this rate, you won't be able to call all Seven Sisters easily!"""
Ushiromiya Ange,"""............I'm sorry.  I got careless."""
Mammon,"""It's been incredibly long since I've materialized in the human world, so I'm interested in absolutely everything.  I'm getting a bit excited.  Where is this?"""
Ushiromiya Ange,""".........The Saint Lucia Academy dormitory.  This is a stall in the shared bathroom.  ......Each room has its own bathroom, so no one comes here.  It's quiet, and perfect for reading books."""
Mammon,"""In this dorm, you have to hide in a toilet stall even to read a book?  Do they burn books or something?"""
,"............"
,"I have a two person room, so my roommate is always there.Our relationship is gloomy and it feels like I'm always ignored.......The atmosphere's bad, so I really can't relax there."
,"And, as long as I'm not there, she can go all out, call her friends and have a chatting party."
,"It's more convenient for them too if I don't return until just before lights out."
,"There's also a library, but there's a group that uses it as a meeting place who're always talking behind my back."
,"So I don't like to go to the library."
,"......During lunch, it's the bushes behind the school building.During the night, it's the stall in the shared bathroom in the dorms."
,"Those are the only hideaways where I can be given peace..."
,"I opened the door to the stall, ......and went out."
,"I turned around, signaling with my eyes for Mammon to come with me."
Mammon,""".........I don't really get it, but I realize that it'd be hard to call this place pleasant for you, Ange-sama.  Let's go out quickly.  I hate the air here."""
Ushiromiya Ange,"""Really?  .........I think the air here is the most decent."""
,"When I left the bathroom and entered the corridor, because it was near lights out time, there were several kids who had gone to play in other rooms dashing back to their own."
,"When it came time for lights out, we had to change into uniform pajamas that we hated and called prison clothes, line up in the hallway, and go through the dorm leader's roll call."
,"......On the off-chance that someone was late, we would take collective responsibility, and all of the floormates would have to undergo a punishment called volunteer work..."
,"As long as I avoided this, the girls would look at me coldly, but they wouldn't get in my way."
,"......That alone was enough for me."
,"Mammon looked at the passing kids and the furnishings of the dorm with interest."
,"......Without paying her any particular attention, I hurried back to my room."
,"In front of my room was my roommate, who had already changed into her prison clothes, chatting with some kids from the room next door."
,"When they noticed me hurrying back, their topic of their conversation noticibly changed."
,"They lowered their voices, stealing glances at me."
,"I acted like I didn't notice, went into my room, and changed.Then I hastily went out into the corridor."
,"Everyone was already lined up."
Mammon,""".........Hey, this is weird.  Isn't this a a school for rich girls?  Feels like a prison.  Feels stupid."""
Ushiromiya Ange,"""You think so too?  That's what I think.  And you could say the thing that makes it more strict than a prison is that you don't get out early for good behavior."""
,"......After abusing the place, I noticed."
,"Having someone to listen to your complaints, ......feels surprisingly good."
,"Fortunately, Mammon's form can only be seen by the summoner, me.And of course, there was no need to speak out loud for this conversation."
,"All I had to do was speak inside my mind, so no one could listen in."
,".........Magic, and the friends it creates, ......might actually not be so bad."
Mammon,"""These guys, all of them are sheltered brats.  Feels like they aren't even alive.  Kyahahaha."""
Ushiromiya Ange,"""Stop it.  If you're seen by some chance, it'll be pretty bad, right...?"""
Mammon,"""Humans without a fragment of hopes or dreams are like a lump of anti-magic.  There's definitely no way they can see me.  These lower life-forms can't even see.  *giggle*giggle*!"""
Ushiromiya Ange,""".........Are you alright being around so many humans with that magic-resisting toxin?"""
Mammon,"""I'm fine as long as you continue to make me materialize, Ange-sama.  "
Mammon,"......Although, you probably have to keep concentrating to materialize me, so there's a chance you'll neglect your daily life.  ......Look, that girl you're sharing a room with is calling you, right?"""
Ushiromiya Ange,"""......Huh?  .........Oh-"""
,"""Ushiromiya-san, are you listening?  About the weekly duty next week, there's something I wanted to talk about."""
,"......She's probably talking about pushing a few more chores onto me.My roommate, who normally never even looked me in the eye, was smiling at me unpleasantly."
,"But it'll be easier to have the weekly duty pushed onto me alone, rather than doing it together with her."
,"That's a small price to pay to have her continue to ignore me non-stop..."
,"Even so, with a completely shameless excuse, she sidestepped the issue for some reason and insisted on flipping the situation around, as though I should have come forward and done it of my own initiative."
,"......One of the special traits of this academy is that it's full of girls who don't know how to ask a favor."
Mammon,"""......That kid.  She pisses me off.  I'd love to just gouge her right in the forehead."""
Ushiromiya Ange,"""Yeah.  I'll leave it up to you then."""
,"........................Yeah.Having a friend nearby all the time to complain to, ......makes me happier than I thought it would."
,"It really was lively with all the Seven Sisters gathered together."
,"......I'm sure that just watching them mess around would be a lot of fun."
,"......I want to gain the magical power to summon all the Seven Sisters at once, and soon."
,"So I'll train much, much more, .........then take the thing that I really want to call to me, ......and summon it."
Mammon,""".........?  What is it that you really want to summon, Ange-sama?"""
,"Mammon noticed my conversation with myself inside my head, and asked about it blankly."
,"I hesitated to talk about it, but then thought that there was nothing to hide, and told her."
Ushiromiya Ange,"""..................My family.  .........Dad.  Mom.  Onii-san."""
Mammon,"""So you mean, the souls of the dead...?  Calling a resident of another world is summoning, but calling back the souls of the dead is called resurrection, and they're completely different.  ......Resurrection is supposed to be very high-level magic."""
,"I know.......So much so that even Maria onee-chan can't do it at all.But that's the thing I want to call with magic...the most."
,"......I've been warned that it's a very difficult high-level magic....So great that, in the worst case, I might not necessarily reach that point even after training for my whole life."
,"Furthermore, I have no vessel.A vessel is something vital for making magic succeed, whether it be summoning or resurrection."
,"Because I don't have that, .........what would have been just difficult magic became hopeless."
,"That's right.  I have nothing to remember Dad or Mom by."
,"However, ......by an extraordinary coincidence...I do have something to remember just Onii-chan by."
,"And that's, .........this."
Mammon,"""......That hair accessory with the pink jewel?  What the hell, I hate to say it, but it looks a little cheap for you, Ange-sama."""
Ushiromiya Ange,"""Long ago, without telling Dad, I went with Mom to meet Onii-chan, and we went to play at an amusement park.  ......This is a prize from the crane game there."""
,"I know it's something cheap, I realize that it doesn't match my style, and I get that it's too childish."
,"......But this hair accessory is the only thing that makes me feel as though Battler onii-chan is by my side."
,"The glass case had been filled with plastic capsules packed with fun-looking things."
,"It seemed that each capsule had some cute accessory in it."
,"The game was to grab those with the crane, ......but I was young and it was too hard for me."
,"I tried it several times but I didn't even get close."
,"Mom said that whatever was inside was probably cheap anyways and we didn't even know what it was, so there was no point in getting all upset over it."
,"But whether it was something cheap or not wasn't the problem.  ......The process of grabbing happiness with my own hands felt very important and sacred to me."
,"So I wanted the cheap thing inside more than anything."
,"Then, Battler onii-chan came over after finishing a game of shooting soldiers with a gun, ......and tried to do it for me."
,"...With his arms that were longer than mine, Onii-chan grasped the happiness that I couldn't reach."
,"......Onii-chan really was coordinated.It seems that he often played with his friends at the arcades."
,"After only one or two attempts, he grasped that thing on the other side of the glass with the crane that I hadn't even been able to touch, .........and threw it into the exit chute."
,"When Onii-chan tossed me that capsule, I remember that he looked very, very reliable."
,"For several days, I had felt like opening the capsule would be a waste."
,"Then, one day, I finally opened it up."
,"......What then revealed itself inside, was this pink-jeweled hair accessory."
,"Since that day...It has been a symbol of Onii-chan."
,"Since I was young, I've thought that having a four person family gathered, including Battler onii-chan, is a precondition for a happy family."
,"So I wanted Onii-chan and Dad to make up quickly."
,"......In my own way, I had made this hair accessory a charm to bring my whole family together.So I always used to wear it."
,"I wanted to feel my reliable, fun, and wonderful Onii-chan by my side all the time, and let him live in our house."
Ushiromiya Ange,"""But, ......my memories of Onii-chan...are very distant.  ......I can't do it as easily as Maria onee-chan created Sakutarou from a lion stuffed animal."
Ushiromiya Ange,"  ......One day, I will surely possess the high-level magic to revive the souls of the dead.  And the only key...the only vessel...that can make that successful is this."""
Mammon,"""...........................I see.  I did feel an incredible magical power from that hair accessory, but now I know what it is."""
Ushiromiya Ange,"""Magical power...?  Magical power resides in this thing of Onii-chan's...?"""
Mammon,"""Maybe I should say that it resides in you, Ange-sama.  ......Your strong desire to call your brother to you gives you magical power.  "
Mammon,"......Resurrection certainly is a high-level magic, but there can be no mistake that you are steadily and unconsciously climbing the stairs towards that magic."""
Ushiromiya Ange,"""............I'm glad.  It's nice to hear someone other than myself acknowledge that."""
,"Your own effort isn't something that you can observe by yourself."
,"In that sense, ......even though these words came from a shady demon girl who controls one of the seven deadly sins, ......they made me very happy."
Mammon,"""Well, I can't guarantee that you will obtain the resurrection magic before your life is over.  ......However, your power as a witch is proportional to the height of the mountain you dare to climb."
Mammon,"  If you don't lose heart, I'm sure you will one day become able to rival even our former master, Beatrice, as a Great Witch."""
Ushiromiya Ange,"""......I wonder if I can.  I wonder if I can become a Great Witch and revive Onii-san, ......no, my family."""
Mammon,"""The Witch of Resurrection, Lady ANGE...!  "
Mammon,"Kyaah, wonderful!  A Witch of Resurrection is a very rare kind of witch.  Having a master like that would make me pretty proud.  Actually, I'd love for that to happen.  Because furniture's worth is also proportional to the class of its master!"
Mammon,"Please pass Beatrice-sama up and become a peerless Great Witch!  As a representative of the Seven Sisters of Purgatory, I support you from the bottom of my heart!  Kyaha!"""
,".........I'd thought that if a magical friend were to appear for me too, I'd have liked a cute kid like Sakutarou."
,"But even this fifth sister of the shady Seven Sisters who controlled the seven deadly sins was enough to calm my heart so much all by herself."
,"......Maria onee-chan has probably known that since long ago.That's why she had recommended the world of witches to me over and over and over again."
,"And I kept on stubbornly rejecting that......"
,"I should have given in and started my training as a witch sooner."
,"A year for a child is worth ten years for an old person...wasn't it...?"
,"Now I find my past self, which only ever complained, deplorable for wasting my precious time."
,"Long after I turned off the lights and slipped into bed, Mammon continued to talk to me alongside my pillow."
,"......I promise.One day, for sure, I'll develop a magical power that can summon the Seven Sisters.And I'll let them have a lively and fun time."
,"The seven of them make a single whole.......None can be left out."
,"Family must be together.I must, ......bring them together........."
Ushiromiya Ange,"""........................"""
,"My awareness began to return slowly."
,"I hadn't been able to stand watching Rosa oba-san and Maria onee-chan's relationship, ......and had run away from Beato's and Onii-chan's game, hadn't I..."
,"......I've got to go back."
,"I've got to go back, support Onii-chan, and quickly bring him back from this strange world of the witch's game."
,"Because as long as I'm here, ......I am not permitted to call myself Ange."
,"......At that time, I felt someone's presence."
,"When I turned around, .........I could see Mammon there."
Mammon,"""Gretel-sama.  Beatrice-sama said that if you do not return soon, it will become a hindrance to the progression of the game.  I beg that you return swiftly."""
Ushiromiya Ange,"""............Thank you.  ...I'll go back now."""
Mammon,"""Isn't it great?"""
Ushiromiya Ange,"""What is...?"""
Mammon,"""That you were able to meet Battler onii-chan."""
Ushiromiya Ange,"""............Sarcasm?"""
Mammon,"""Well, it's alright if that's how it sounds, okay?"""
Ushiromiya Ange,""".........I'm sorry.  I should accept it literally.  ...Yes, it is.  Even in this screwed up world, being able to meet Onii-chan makes me happy from the bottom of my heart."""
Mammon,"""And you'll win against Beatrice, for your Onii-chan's sake...?"""
Ushiromiya Ange,"""Yes.  ......Can't have him playing around in a world like this forever.  ......It's about time for him to return home.  That's why I came to call him."""
Mammon,"""............Please do the best you can.  Although I can't support you, seeing as my current master is Beatrice-sama."""
Ushiromiya Ange,"""I know.  Until October 5, 1986, ...you are Beatrice's furniture.  And eventually, you become my friend."""
Mammon,"""But eventually, you'll throw that friend away.  In any event, ......ng, .........gah..."""
,"Mammon moaned as if she had bit her tongue, staggering as she clutched her chest.Apparently, the rules apply to people other than me as well."
Ushiromiya Ange,"""Are you alright?  That's pretty...painful."""
Mammon,""".....................Excuse me.  G, ...Gretel-sama."""
Ushiromiya Ange,"""No.  Thank you."""
Mammon,""".........?"
Ushiromiya Ange,"""I'm glad.  Glad I was able to meet Onii-chan.  That's the answer to your first question.  .........Well, let's go back.  If I grumble too much, you'll get in trouble with your current master."""
Mammon,"""Yes.  I'm glad you understand.  Well then, th"
Ushiromiya Ange,"""...............Mammon?  ............Huh?"""
,"I'm sure Mammon was about to say ""Well then, this way..."""
,"But, ......as though the film had been torn off, she had stopped."
,"It looked like she had suddenly frozen."
,"...Then I noticed.She wasn't the only thing that had frozen.......Even the air and floating bits of dust had frozen in place in empty space."
,"A world where it seemed even time had frozen."
,"......Yes.  This looks like a portent that Bernkastel will appear."
,"But the atmosphere was different somehow.Then I understood."
,".........It wasn't Bernkastel....It was the other witch."
{f:5:Lambdadelta},"""How are you feeling, Ange...?"""
Ushiromiya Ange,"""............Lambdadelta.  ......The rules don't apply to you, do they?"""
{f:5:Lambdadelta},"""Of course not.  Rules exist to bind others.  What kind of idiot would bind themselves with them?"""
,"Bernkastel is a witch who supports me, ......but this girl is different."
,"This witch supports Beatrice.  ...In other words, she is a being on the opposing side."
,"But there's some kind of difference between her and Beatrice."
