Speaker,Original Witch Hunt (OG)
{f:5:Lambdadelta},"  That tension, as though she had been seen through and the next episode would be the last...she truly is a genius at acting.  Yeah, I want to see her knock Battler down to the very bottom right away!"
{f:5:Lambdadelta},"That kid's been totally encouraged by her 'North Wind and the Sun Strategy' from last time, right?  I'm sure Battler will sympathize with Beato again and fall for it completely...!  Because a woman's single tear can trick a man, truly economical and profitable!!"""
{f:5:Bernkastel},"""............I wonder if Battler will get caught by that move again.  I also must incite Battler to never feel sympathy again.  ......Although Ange's mincemeat seems to have done that pretty well."""
{f:5:Lambdadelta},"""A power-up from an Ange-flavored hamburger?  Oh-hohohohohohoho!  Of course, I won't lose either.  Starting here, I'll thoroughly support Beato to rally her up enough to compete with Battler."
{f:5:Lambdadelta},"  ......Beato won't lose.  I mean, I'm threatening her with a wonderful punishment game if she loses♪"""
{f:5:Bernkastel},"""............Your punishment games are seriously not cool, so you should go a little easy."""
{f:5:Lambdadelta},"""I've decided what to do for your next punishment game, Bern.  Wanna hear?  Wanna hear?"""
{f:5:Bernkastel},"""No."""
{f:5:Lambdadelta},"""Come o~~n, ask me☆  Guess what, guess what?  I'll lock you in a wonderful, wonderful castle."
{f:5:Lambdadelta},"  That castle will be surrounded by pure white castle walls, 12 kilometers to a side.  With a height of 10 meters.  Magic and tricks are prohibited!  You really couldn't jump over that, right?"""
{f:5:Bernkastel},"""1,440,000,000 cubic meters?  .........You can stop there, I already know what you're going to say."""
{f:5:Lambdadelta},"""Eheheheheh!  And that place will start getting buried with gems, one every day!  And I'll lock you in it until the castle walls are packed with them, and you've been buried to death with gems.  Isn't that a wonderful, romantic punishment game?"""
{f:5:Bernkastel},"""..................If you multiply the length of the walls by 5, and make the height one tenth its current height, I wouldn't mind if you shut me in it right now."""
{f:5:Lambdadelta},"""Really?!  That would make it 3,600,000,000 cubic meters, right?!  The time period for the punishment game would more than double, right?!  Aaahh, I get to keep you as my prisoner for such a long time?!  I really like you Bern, love yo~u♪"""
,"Lambdadelta playfully clung to Bernkastel, who yawned, looking bored, as she touched the bottom of Lambdadelta's chin as though cuddling with a cat..."
{f:5:Lambdadelta},"""You're betting on Battler's victory.  And I'm betting on an eternal tie for the two of them.  ............Doesn't that mean no one's betting on Beato's victory?"""
{f:5:Bernkastel},"""...............I wouldn't.  Her chances of winning are zero."""
{f:5:Lambdadelta},"""Oh-hoh-hoh!  How truly pitiful, being told by the Witch of Miracles that there's no chance of a miracle!  Although I wouldn't bet on her either, right?  Certainly!"""
{f:5:Bernkastel},""".........It's also pitiful being told by the Witch of Certainty that it's certainly no good."""
,"Unusually for them, they giggled together..."
{f:5:Lambdadelta},"""I wonder how this game will resolve itself...?"""
{f:5:Bernkastel},"""............True, that at least we can't predict.  ...That's why it's fun."""
{f:5:Lambdadelta},"""I will no longer permit escaping or suspensions.  I'll certainly make them continue the game, and won't let them run away...!  Even though I can't even imagine what will happen next, I know a way that it is certainly impossible for it to end."""
{f:5:Bernkastel},"""..................At the very least, it won't end with Beato's victory."""
{f:5:Lambdadelta},"""I mean, think about it.  Neither you nor I are betting on Beato's victory!  In other words, if it looks like Beato is going to win, she'll have to deal with us two Great Witches as enemies...!"""
{f:5:Bernkastel},""".........That's how it goes.  Our powers are most in balance only when balancing between a tie and Battler's advantage.  If it tips too much in Beato's favor, both of us will line up along the same vector, and drag Beato back."""
{f:5:Lambdadelta},"""In other words, the instant Beato is in a superior position, ......she'll have to deal with both of us as enemies.  .........Ehheheheheh!  A common front with Bern, sounds fu~~n♪"""
{f:5:Bernkastel},""".........Thanks.  ......But I'm not going into a konpeitou candy bath with you."""
{f:5:Lambdadelta},"""Aaa~w, and I was going to cover you with melted marshmallows while taking a konpeitou shower."""
{f:5:Bernkastel},""".........How pitiful.  That child is a living toy, a doll that you caught so that you could play with me, Lambda."""
{f:5:Lambdadelta},"""I'm good at playing with dolls.  ......I really can play well, right?  I'm proud of being able to play with a single toy for hundreds of years without getting tired of it."""
{f:5:Bernkastel},"""............You're her ally at some times, and oppose her at others, toying with her for all eternity.  ......How pitiful.  That kid is now our doll."""
{f:5:Lambdadelta},"""Ehheheh, that's right, that kid is our doll.  No end is prepared for her except the ones the two of us wish for."
{f:5:Lambdadelta},"  In other words, I can say for sure that this can only end by repeating a tie for eternity because of me, or else with Beato losing and being destroyed because of you, Bern.  ............Heheh, ...as far as this game ending with Beato's victory goes..."""
{f:5:Bernkastel},"""............I will proclaim it as the Witch of Miracles."""
{f:5:Lambdadelta},"""Then I will proclaim it as the Witch of Certainty."""
,"""""Beato certainly cannot win.  And a miracle certainly will not occur."""""
,"""""Ahhahahahahahahahahahahaha......!!"""""
