Speaker,Original Witch Hunt (OG)
{f:5:Beatrice},"""And now, Rokkenjima is returning the gold to me. ......The day has come...for Rokkenjima to awaken from my magic."""
Ushiromiya Battler,"""..................That's true."""
{f:5:Beatrice},"""I...knew that this would be the last game. ......However, for this subject to be broached, even in a manner such as this, ......is surprisingly hard to handle."""
Ushiromiya Battler,"""You're the type of person who looks totally carefree, but who's actually full of lingering attachments and regrets."""
{f:5:Beatrice},"""The cruel and obstinate ones are usually the quickest to grow attached...and then to feel lonely."""
Ushiromiya Battler,"""That's right. That's the kind of person you are."""
{f:5:Beatrice},"""......It was...a game for you and me."""
Ushiromiya Battler,"""It was fun. It's a game you polished to perfection during those six years..."""
{f:5:Beatrice},"""I once likened it to an eternal torture for the both of us."""
Ushiromiya Battler,"""......Eternity...is happiest when you can still believe that it's eternity. But all things must end. And we have to be aware of that."""
{f:5:Beatrice},"""So, we must not avert our eyes."""
Ushiromiya Battler,"""Just as the sun always rises, there's no sun that doesn't set."""
Ushiromiya Ange,"""............"""
,"Of course, Ange didn't have the slightest idea what her brother and the witch were talking about."
,"......However, even as young as she was, she could feel that the pair had spent an incredibly long time together... and that they understood each other so well that they might as well be a married couple..."
," Then, Beato noticed her reaction."
{f:5:Beatrice},""".........Ange. At one point, the two of us wove tales for each other. However, that time is already over. This game has been made, not for our sake, but for yours."""
,"They were talking in riddles again. Grasping the key that hung by her chest, Ange looked at her brother's face..."
Ushiromiya Battler,"""We need to show you the contents of the cat box that is this day. ......That key I gave you is for opening it."""
Ushiromiya Ange,"""......What do you mean......cat box...?"""
{f:5:Beatrice},"""He means this day."""
Ushiromiya Battler,"""With the miracle of magic, I've brought you to the day you wanted to reach so much. .........You must continue telling the story of this day, as the final witch."""
Ushiromiya Ange,"""Does that mean......that I mustn't remain here...?"""
,"Ange's tone was slightly tense. She understood what her brother meant, and it made her frown."
Ushiromiya Ange,"""Just how long have I suffered, wishing that I could return to the Rokkenjima of 1986... And now, I finally made it here! So why are you chasing me out...?! You said I could decide for myself!"""
Ushiromiya Battler,"""That's right. I did say that."""
Ushiromiya Ange,"""I'm not leaving. And please, stop trying to spoil me with this strange, made-up game...! I want to know the truth of this day!!"""
{f:5:Beatrice},"""She is a moody kid, be it 12 years in the future or 12 years in the past."""
Ushiromiya Ange,"""Shut up. I didn't ask you...! And what the hell do you think you're doing...?! Didn't the Golden Witch come here to perform her resurrection ceremony?!"
Ushiromiya Ange," Didn't you appear on the island with a crash of thunder and try to offer up 13 people as sacrifices?! Why are you acting so happy and casual?! It doesn't make sense!"""
{f:5:Beatrice},"""You're the one that doesn't make sense. What are you thinking? Do you want me to be a murderer?"""
Ushiromiya Ange,"""You wrote a tale about it, sealed it in a message bottle, and threw it into the sea! Two of those were discovered later on...! Both of them were stories of cruel serial murders!"""
{f:5:Beatrice},"""What a shame that only two of them made it to shore...! How sad that 'Land', my best masterpiece, was never seen by human eyes."""
Ushiromiya Battler,"""I've been wanting to ask this for a while, but what's up with those message bottles?"""
{f:5:Beatrice},"""As I was working out the details for my game against you, I began creating those tales along the way. Once I realized that I could create endless different tales out of the same game board, it really started to get fun...!"""
Ushiromiya Battler,"""So, you wrote them down, hoping that I would read them someday."""
{f:5:Beatrice},"""Precisely! They were so good, I just couldn't bear to wait for your return...! Inspired by Agatha Christie, I tried sealing them in bottles and throwing them into the ocean. Mysterious, don't you think?!"""
Ushiromiya Ange,"""Don't mock me...!!! Those were your plans for the crime! You used the location of the hidden gold to fan up discontent between the family members... as you planned your brutal serial murders...!!"""
{f:5:Beatrice},"""Sheesh, is that how I've become in the year 1998? ......Well, I guess I can't blame them, *cackle*cackle*."""
Ushiromiya Ange,"""Huh?! What's with the sudden change of character...?!! Is this some scheme to make me let my guard down?! I'm not gonna be fooled, Beatrice! Onii-chan!!"
Ushiromiya Ange," You want to make me surrender and say that witches exist, don't you?! You think I'll fall for that...?! I'll find the truth without your help!"""
{f:5:Beatrice},"""Even though that truth is all around you right now? You once called yourself Gretel, but it seems the name Mytyl would be more fitting."""
Ushiromiya Ange,"""Enough!!!"""
,Ange tried to slap Beato's cheek.
," However, the difference between their heights was so great that Beato dodged before the hand could reach her."
Ushiromiya Ange,"""Stupid...... Stupid......! I won't acknowledge it... I'll never......acknowledge this farce as the truth...!!"""
,"After Ange yelled those words, her eyes grew cloudy."
," They cleared up almost immediately. By that time, she had already gone back to her six-year-old self..."
{f:5:Beatrice},""".........You're right, Ange. This is the sin I left behind, ...and the reason for this final tale's existence."""
Ushiromiya Ange,"""............?"""
,"As Ange stared blankly, uncomprehending, Beato gently patted her head."
{f:5:Beatrice},"""Indeed. This tale is a farce. It could not be true. ......However, there is something that he feels he must tell you. ......Something he's so determined to convey that he went to such lengths."""
Ushiromiya Battler,"""Beato. I'm already showing it to her. I don't want to force it on her."""
{f:5:Beatrice},"""I see."""
Ushiromiya Ange,"""......I don't understand what you're saying. ......I'm sleepy."""
Ushiromiya Battler,"""True. We should probably go take a nap."""
{f:5:Beatrice},"""Kinzo. Must I remain here longer?"""
Ushiromiya Kinzo,"""My apologies, but I must ask you to stay a little longer. ......Moving on, Krauss, the continued support of the Fukuin House should be viewed as your responsibility as the Ushiromiya family head..."""
{f:5:Beatrice},"""......What a pain. Forgive me, Battler. It seems I cannot go with you. ......Genji. Would you mind taking these two to the guesthouse?"""
Ronoue Genji,"""As you wish. ......Battler-sama, Ange-sama, please follow me."""
Ushiromiya Battler,"""Thanks. ......See you later, Beato."""
{f:5:Beatrice},"""Of course! I have a mountain of things I wish to discuss with you. And I'd like to have some time alone tonight. We must act the part of a couple every now and then...!"""
Ushiromiya Battler,"""Wh, what do you mean, act the part of a couple? Ihihi...!"""
,"Because Ange had gotten so bored, she had grown very sleepy."
, It would probably be best for her to take a quick nap.
," Battler walked through the windy rose garden, pulling her by the hand."
," When he questioned their guide, Genji, ......he learned that the old servant had known beforehand of Kinzo's desire to return the gold to Beato... and settle the inheritance problem early."
Ronoue Genji,"""......The Master decided to start preparations early for his final task in this world, the ending of his life."""
Ushiromiya Battler,"""Most people don't think much about what happens after they die... ......Haah. Guess Grandfather's just on a whole different scale."""
Ronoue Genji,"""Today marks the day of a new flight, when the Ushiromiya family will depart from the Golden Witch's patronage."""
Ushiromiya Battler,"""......That's true. Heheh, that's a pretty cool way to say it."""
,"Apparently, a grand Halloween party was to be held tonight, and Gohda and the others had been ordered to start getting ready for it."
," However, it wouldn't just be a party."
, It would be a ceremony to mark the return of Beatrice's gold.
," At the start of dinner, Grandfather would make the announcement, and an applause would give gratitude to the three generations of Beatrices for their gift to the family."
," Apparently, this was what they had planned."
Ushiromiya Battler,"""Is this still being kept secret from Dad and the others?"""
Ronoue Genji,"""Technically, it is a secret. ......However, the Master did not suddenly begin thinking in this way today. He has often considered this day for many years, and has even discussed certain matters with his children. I doubt that any will be surprised to hear this night's announcement."""
Ushiromiya Battler,"""Apparently, my old bastard's been running all over the place trying to get money for his company. I guess he'll be dancing around when he hears that Grandfather's giving him his part of the inheritance early. A nice present for him."""
Ronoue Genji,"""I rather think the responsibility is what will spur him on. ......Since Rudolf-sama left the island, he has succeeded splendidly. However, his success so far has been supported by the Master's wealth."""
Ushiromiya Battler,"""......And now that he's suddenly getting his inheritance money, he'll have to keep going by his own strength alone in the future. ......Heheh, that's some nice pressure for him."""
Ronoue Genji,"""The siblings must have suffered for decades because of their father's excess of success and ability. ......Simply having a parent who is too successful can be a great burden to a child."""
Ushiromiya Battler,"""And tonight, ......they'll be leaving the nest, truly becoming adults for the first time."""
Ronoue Genji,"""It seems the Master plans to call this night a ceremony to return the gold. ......However, he first intended to call it a living funeral."""
Ushiromiya Battler,"""Sounds pretty depressing, having a funeral while you're still alive. I'll admit that calling it a day of a new journey and leaving the nest fits the Ushiromiya family much better."""
Ushiromiya Ange,""".........Onii-chan......I'm sleepy..."""
Ushiromiya Battler,"""Look, we're almost to the guesthouse. Do you want to go to Mom's room? Or to the cousins' room?"""
Ushiromiya Ange,"""I don't care...... ......I'll......sleep until dinner..."""
,"Ange, still holding her brother's hand, crouched down and looked as though she was about to fall asleep."
, Battler lifted her up and carried her.
," As she felt the warmth and safety of her brother's back, Ange drifted off into sleep......"
, What happened that day...? 
,"Just what on Earth happened on October 4th and 5th, 1986? "
,"Because of the massive size of the Rokkenjima Explosion Accident, the time the explosion occurred was known almost exactly, down to the minute."
," The time was... October 5, 24:00."
, The sheer improbability of that time proved that the explosion was produced by artificial means.
," Later on, the following statements were collected from individuals who knew Ushiromiya Kinzo when he was alive."
," During his lifetime, Ushiromiya Kinzo built a clock rigged to blow up the island at exactly 24:00."
," This clock was apparently inside his secret study. When he felt mentally cornered and wanted to think up a brilliant plan, he would activate that device and use the tension of the approaching midnight to bring some flash of inspiration to him."
," While Ushiromiya Kinzo still lived, this was only thought of as a tall tale about this eccentric man, ......but the fact that the Rokkenjima Explosion Accident occurred at exactly 24:00 supported the story..."
Ushiromiya Ange,"""......It sounds crazy."""
Professor Ootsuki,"""He must have hoped to gain some sort of mystical power from those short periods of madness. If we think of it as being his source of high-output mental power, the story isn't that difficult to swallow."""
,Professor Ootsuki spoke passionately.
, Witch Hunters. Enthusiasts who treat the mad fantasy surrounding Rokkenjima as their plaything.
," Ange had no reason to love these people, who embellished the deaths of her family just for the fun of it."
," And yet, how ironic for Ange, who wanted to know what happened that day, that these people were the ones who knew most about that island."
Ushiromiya Ange,"""If someone used that device, the island would be blown away without a trace. ............There would be nothing left. No matter what had happened there, they could erase it."""
Professor Ootsuki,"""Theories that Ushiromiya Eva was the ringleader of some conspiracy sprang up very early on. However, no one was able to explain how she set off such a massive explosion."""
Ushiromiya Ange,"""And the rigged clock proves that such a thing was possible..."""
Professor Ootsuki,"""Correct. We can theorize that Ushiromiya Eva, fully aware of the timing and radius of the explosion, took refuge in Kuwadorian."""
Ushiromiya Ange,"""......To get all of the family wealth to herself, she killed everyone, and used the explosion to remove all evidence..."""
Professor Ootsuki,"""That idea gives the most logical explanation for the Rokkenjima mystery. It also conforms with the fact that Eva never spoke to anyone about the events of that day."""
,"Where was that rigged clock, and how did Eva find it? "
,Several forgeries have speculated on this matter. There's no need for me to waste time thinking about it.
," Eva activated the clock device, hid in Kuwadorian to escape the blast, and was therefore the only one to survive."
," That was everything, the answer, which eloquently told the whole story."
,"......When Eva first adopted me, our relationship wasn't that bad at all."
, I asked her several times. What happened that day? 
,"Every single time she answered, it was to say that she didn't remember."
," But...well, she must have been flustered at the time. The very first time I asked, she answered like this:"
,"""I can't tell you about it."""
,It was a slip of the tongue. She knew what had happened that day.
, And she left this world without telling even a bit of the truth.
," She sealed the truth in a cat box... and left this world, taking the key with her."
, There can be only one answer.
, She was behind everything. She got all of the family wealth to herself and became super-rich.
," And afterward, she lamented the fact that her beloved son would never inherit any of what she had created, ...and she cursed me."
,......Just remembering that old bitch makes me want to vomit.
, What happened that day? That's what I want to know.
, It's my only goal...the one reason I'm still alive.
," However, later on, I had to come to grips with the fact that my goal was an abstract one."
," After all, even if I don't know what happened that day..."
, As for 'who' did the crime... The 'who dunnit' is already clear.
, Ushiromiya Eva. She's the culprit.
, That has never changed since the beginning.
, Yes. I'm not trying to find out what happened that day.
, I'm trying to find out what Ushiromiya Eva did that day.
," If I can reveal that, then I can expose Eva's evil, even though she has already died."
, That is...my true goal.
," The police also suspected that the accident might be a crime, and they did investigate."
," However, no matter how much they inspected the crater that had once been Rokkenjima, they didn't find anything at all."
," The public and the Witch Hunters cornered Eva with several bits of circumstantial evidence, but since not a single bit of physical evidence was found... Though Eva was only the merest fraction of a shade away from guilty, they were unable to expose her crime......"
, My goal isn't anything as vague as learning what happened that day......
, It's to expose the crime Ushiromiya Eva committed that day...and to have my revenge.
," I can't expose Ushiromiya Eva's crime, so people are treating the events on the island as though some bizarre Golden Witch did it all."
, Defeating the Golden Witch would mean exposing Ushiromiya Eva's sin for what it was.
, I won't forgive Ushiromiya Eva. I'll certainly......certainly......... Hate her and take revenge for my family.
, That is Ushiromiya Ange's one and only reason for living......
Amakusa Juuza,"""Hahhahahaha. If she knew she was hated that much, the President'd probably be rolling around laughing in the next world."""
Ushiromiya Ange,"""......Shut up. I'll expose that old bitch's crime. ......I won't accept that it was a perfect crime, with everything blown away. I'll never do that."""
Amakusa Juuza,"""In other words, this journey of yours is a journey to take revenge for your family."""
Ushiromiya Ange,"""Got a problem with that?"""
Amakusa Juuza,"""You must be joking. It's great to know that you have a purpose in life."""
Ushiromiya Ange,"""......Could you turn that off?"""
Amakusa Juuza,"""Oh? You don't like M. Zakki?"""
,Amakusa turned the radio off.
, The dull sound of the engine became the BGM that filled the car.
Ushiromiya Ange,"""Is there something strange about it? A fight for revenge."""
Amakusa Juuza,"""Not really. I've met people who live for that reason many times on the front."""
Ushiromiya Ange,"""......You've been on battlefields many times as a mercenary, right?"""
Amakusa Juuza,"""Well, I've seen a few."""
Ushiromiya Ange,"""So, are people who fight to take revenge for their families... strong?"""
Amakusa Juuza,"""No doubt about it. ......Some people'll even strap bombs to themselves and commit suicide to take revenge for their families. Humans are more than capable of dying for vengeance."""
Ushiromiya Ange,"""......That's right. I could do it too."""
Amakusa Juuza,"""Have you heard of child soldiers?"""
Ushiromiya Ange,"""You mean kids who fight like soldiers?"""
Amakusa Juuza,"""That's it. Kids who've lost their parents and have nowhere to go sometimes get picked up by groups of armed insurgents and become soldiers. ......They get a gun thrust in their hands, and they're taught how to take revenge. ......But in the end, children are expendable. Anyone can be a soldier in a battlefield if they can pull a trigger."""
Ushiromiya Ange,"""Are you trying to say that I'm like that?"""
Amakusa Juuza,"""Revenge can be a reason for living. It can also give you the strength to become a soldier. ......Like a miracle, it can turn a girl who could do nothing but sob over her parents' corpses into a soldier, almost overnight. ......Nothing gives you more power than revenge does."""
Ushiromiya Ange,"""I guess so. And that's what I'm like."""
Amakusa Juuza,"""Do you know about the child soldier problem?"""
Ushiromiya Ange,"""No."""
Amakusa Juuza,"""Child soldiers who are given guns and taught how to take revenge make that their reason for living. Well, that's not exactly right. It becomes their reason for shooting their guns. .........But revenge is something that never ends. At some point, they no longer have any reason for shooting their guns."""
Ushiromiya Ange,"""......What do you mean?"""
Amakusa Juuza,"""They used to shoot for revenge. But, eventually, they keep on shooting for no reason at all."""
Ushiromiya Ange,"""Because they've forgotten about their revenge?"""
Amakusa Juuza,"""When revenge is impossible, they eventually tire of it and forget their original purpose. When that happens, they have nothing except their gun. Eventually, they'll keep shooting just so they can eat."""
Ushiromiya Ange,"""......You're saying that child soldiers who started using guns for revenge... end up as bandits or something?"""
Amakusa Juuza,"""After all, they've never even gone to school, and they haven't been taught any useful skills as far as employment is concerned."""
,They only learned how to shoot guns. And they were only ever praised when they killed the enemy.
Amakusa Juuza,"""Eventually, your reason for living stops being revenge...and becomes the means you used to try and take it. ......It's sad, really."""
Ushiromiya Ange,"""Are you saying that I'll eventually get tired of revenge, and......uh, what would it be in my case?"""
Amakusa Juuza,"""You'll get tired of exposing the truth... and you'll eventually become a person who can do nothing but hate Ushiromiya Eva."""
Ushiromiya Ange,"""Well, that's true already. Got a problem with it?"""
Amakusa Juuza,"""Hyahha...! Come to think of it, that's right."""
,I'm not sure what Amakusa is trying to say. Probably something annoying.
, So I'm not interested.
Ushiromiya Ange,"""......Revenge is stupid. Is that what you're trying to say?"""
Amakusa Juuza,"""You still have a long life ahead of you, Lady. With your youth, you could do anything. ......I get the feeling that this journey might be a waste of that precious youth."""
Ushiromiya Ange,"""It's none of your business. ......I already jumped, remember? Off this huge skyscraper."""
Amakusa Juuza,"""And you were lucky enough to come out of that alive."""
Ushiromiya Ange,"""Back then... I died. So, I'm already a ghost. And my only purpose is to expose the truth of that day to take revenge on my family's enemy."""
Amakusa Juuza,"""......I see. That's an iron will you've got there, Lady."""
Ushiromiya Ange,"""There's no way a flippant man like you could understand how I feel."""
,"After that, Amakusa was forced to shut his mouth."
," He shrugged, but Ange didn't see."
," Even so, Amakusa spoke once more."
Amakusa Juuza,"""On the first day we started this journey, ......you said something. You said you wanted to know what happened on that island that day."""
Ushiromiya Ange,"""It's the same now. What's changed?"""
Amakusa Juuza,"""Now, you're saying that you want to know what happened on that island that day to expose Ushiromiya Eva's crime."""
Ushiromiya Ange,"""And isn't that exactly the same?"""
Amakusa Juuza,"""......Well, that's true."""
Ushiromiya Ange,"""I'm tired, so I'll sleep now. Would you mind staying quiet for a bit? Tell me when we get there."""
Amakusa Juuza,"""Roger that."""
,"I wasn't particularly tired, really. I just said that because I didn't like talking about this."
Amakusa Juuza,"""Don't become one. A child soldier."""
,"Ange, who had decided to feign sleep, ignored him. But Amakusa kept talking. He wanted to make sure she heard at least this much."
Amakusa Juuza,"""You started on a journey to learn the truth. It's becoming more and more a journey of revenge. ......A journey to have revenge by exposing the truth. But, as you know, there's nothing left on Rokkenjima. There aren't even any traces left. ......Exposing the truth might not be a picnic."""
,......I know what Amakusa's trying to say.
," The police searched the scene so thoroughly just after the crime, and even they weren't able to find any physical evidence proving that Ushiromiya Eva was the culprit."
, And a full 12 years have passed since then.
,"......If the truth could be discovered by a girl like me, waving wads of cash around to pick up a bit of info from those who were somehow related to the incident, then someone would have exposed the truth long ago."
, I might not be able to reach the truth.
," If so, .........then my first desire - to expose the truth - will probably fade away."
," After that, only my hatred for Eva will remain."
," Just like the child soldiers, who forget their original purpose and live just to shoot."
, I will forget my original purpose...and live just to hate.
," I'll do nothing but despise Ushiromiya Eva, ......but my goal, exposing the truth for revenge, will be gone, ......so hating Ushiromiya Eva will become my whole life."
,......Is there any difference between shooting for revenge and shooting to live? 
,"When you pull the trigger, someone dies either way."
, And what about my case? 
,Is there any difference between hating Eva as I expose the truth...and hating Eva after I've given up? 
,There's no difference.
," In the end, whether I find the truth or not, I'll just keep on cursing Eva, over and over, until I die."
,.........What a crappy life. But now...that's all I have left.
, Ushiromiya Eva stole my family.
," So, I'll take revenge. ......By exposing her crimes and showing the world."
,......My consciousness was slowly drifting away into sleep......
, Why is Onii-chan showing me such a bizarre Rokkenjima...? 
,Is this supposed to be the truth? 
,Enough with this farce.
, Why is even Onii-chan trying to hide the truth from me? 
,I'm trying to find it so that I can avenge him and the others.
,......Or would Onii-chan say the same thing as Amakusa? 
,"That revenge is meaningless, so I should stop."
," Is that why......he's speaking in riddles, trying to make everything more confusing......?"
,......That's none of his business.
, I'm not just trying to take revenge for their sakes.
," I'm doing it for my sake too. After all, that's the only reason I'm still alive."
, Taking revenge...is my reason to live.
,..................
, I don't have a clue......what Onii-chan is thinking.
