Speaker,Original Witch Hunt (OG)
Ushiromiya George,"""......In that case, Natsuhi oba-san should have been walking around with that key. ...Natsuhi oba-san's corpse should still be in the chapel. It would be bad to disturb it ourselves before the police come, but we can fully explain that."""
Gohda Toshiro,"""However..., the entrance to the chapel is also locked..."""
Ushiromiya George,"""Hahaha, Gohda-san, can't you break a single glass window with your physical strength? You could smash it with a rock from around there."""
Shannon,"""W, would it, ...umm, be okay to break the window of that important chapel...?"""
Ushiromiya George,"""When Grandfather gets mad at us, I'll take responsibility. ......From the beginning, I was planning on fighting with the whole Ushiromiya family today. So that they would permit my engagement with you. ...So I'm even more prepared than before."""
Ushiromiya George,"""Let's break the glass. Then, let's borrow the key from Natsuhi oba-san's corpse."""
,It seemed that George's claim that he would take responsibility gave the servants a great amount of courage.
,"...Shannon and Gohda faced each other, and then looked at George's face again."
Ushiromiya George,"""Grandfather knows everything about the occult. I'm sure he'll understand if it's about the power of Natsuhi oba-san's spirit mirror. Don't worry, he won't get mad at you."""
Shannon,""".........I wonder if Madam's mirror, .......can really seal, ......Beatrice-sama once again."""
Ushiromiya George,"""I don't know. But I think it's worth trying. ...So let's go. It's getting darker and darker outside. Quickly!"""
Ushiromiya George,"""Shannon, get a flashlight! Gohda-san, find something that looks like it can break the glass! Sorry Genji, but could you get us some umbrellas?"""
,"""""""Yes!"""""""
,"The servants, who had been rejected by Rosa, gained a new master and started to move. George, who was normally calm and gentle, was now oozing dignity."
," Shannon checked the emergency flashlight. Just in case, she changed the batteries."
," Gohda was testing several heavy looking cooking tools....Normally, a highly praised chef like himself wouldn't want to use them for something other than their intended purpose."
, But now he was frantic to fulfill the orders of the one he accepted as his master.
," After some worrying, he took a large, thick-feeling frying pan."
, Genji removed several umbrellas from the umbrella stand set in the corner near the kitchen door. ...He took three of them.
Ushiromiya George,"""Genji-san...?"""
Ronoue Genji,""".........I cannot go with you. ......It would be embarrassing for me, as the head servant of the Ushiromiya family, if we were all gone when an order is given."""
Gohda Toshiro,"""Wh, ...what in the world, Genji-san?! Even you should understand how dangerous it would be to be alone in this mansion now...!"""
Ronoue Genji,"""......I cannot go. ......So that the Master can call for me at any time, I must remain here."""
Shannon,"""Genji-sama......"""
Ronoue Genji,"""......Go, so that you can work for George-sama. Be sincere, so that there are no blunders. Gohda, I am counting on you to be an example."""
Gohda Toshiro,"""Y, .........yes. ...Leave it to me."""
Shannon,"""I will surely fulfill my duty..."""
Ushiromiya George,"""Is this really alright, ...Genji-san?"""
Ronoue Genji,"""Yes. .........I am already at this age. All the days of my life until now have been in repayment for the Master's favor. "
Ronoue Genji,"...Whatever happens to a senile old man like myself will be decided by the roulette. I want to sit here and see what the result will be with my own eyes."""
,"As Genji said that, he sat down."
," As though saying that he didn't intend to discuss this anymore, ...his gaze fell to the chessboard that he had played on with Nanjo."
," When George saw this, he decided to leave Genji there."
Ushiromiya George,"""Let's go, everyone. It looks like the wind is a little softer right now!"""
,"When George took an umbrella and dashed down the hallway, Shannon and Gohda chased after him, each holding a tool."
,"......After they flew out of the room, Genji quietly stretched his hand out to the corner of the room with the chessboard."
,".........He softly pulled something that was there towards himself, and hid it by covering it with his palm."
," Genji killed his breathing even more than before..........As he did, .........something flashed gold."
," From inside an ice pail set on the counter, ...a small gold butterfly appeared, softly and silently."
," It was almost as though it had seen George and the rest off, and was trying to secretly chase after them......"
, It happened in an instant.
,"...The elegant gold butterfly, flapping its wings, was pinned against the wall by the knife Genji threw, just like a butterfly in a bug collection."
," After the gold butterfly beat its wings several times, looking like it was in pain, it accepted the fact that it couldn't break free, became fine gold powder and smoke, and disappeared as though it had melted into water..."
, Genji still gazed down at the chessboard as though nothing had happened.
,......Maybe he would think up a brilliant move very soon.
," But no matter what move he made, his opponent would not be able to respond for all eternity."
," Even though he knew that, Genji searched for a brilliant move."
,"......It must have been the perfect way to kill time, during the short period before some fate would be given to him..."
,......He didn't know what result the roulette would bring about. But that decision would be made very soon.
,.........No one could interfere with the tumbling roulette ball...
," The door to the parlor was not only locked, but blocked with a barricade made of sofas and the like."
," So Rosa scowled, apparently thinking that if a suspicious person appeared, it would be by breaking the window."
," Sitting on a one-person sofa, her back to the door, she continued to hold onto her gun."
," I didn't know what was what anymore, and even though my body and mind were worn out, I played with Maria, as she wanted."
," Maria had said it. ...Beatrice wanted to see whether the epitaph of the gold could be solved, so we had to challenge this riddle."
," In the beginning, I had been a little interested, and had tried to solve it, but I had never had a clue about what that weird paragraph meant."
,"......I didn't doubt that there was some riddle hidden there, but I couldn't imagine that I would solve it by chance."
," In the middle part of the epitaph, there were the lines from the first to the tenth twilight, saying to journey to the Golden Land."
," At the first twilight, you shall lift up as sacrifice the six chosen by the key. At the second twilight, those who remain shall tear apart the two who are close."
," It was obvious that this hinted at the first six murders that had already occurred in the chapel, and Jessica and Kanon-kun's murders."
," If this was being followed, we still had to be prepared for five more people to be killed."
," At the fourth twilight, gouge the head and kill. At the fifth twilight, gouge the chest and kill. At the sixth twilight, gouge the stomach and kill. At the seventh twilight, gouge the knee and kill. At the eighth twilight, gouge the leg and kill."
, Doctor Nanjo and Kumasawa baa-chan's corpses hadn't been found.
,"...However, if we reasonably assumed that they were the sacrifices of the fourth and fifth twilights, ......they would surely be found in a pitiful state, with their head and chest gouged."
," In which case, could we expect that three more would be gouged in the stomach, knee, and leg and killed?"
,"......Who would that be?...I looked around the room, noticing that there were three people here, but, how should I say it, my emotions seemed paralyzed."
,...I couldn't understand my strange and frightening feelings.
," As I leaned on the sofa with the top part of my body, gazing up at the ceiling, Maria noticed."
,"...Somehow, it seemed as though she felt I was slacking off in my riddle-solving. She was mad at me, like I wasn't being serious enough."
Ushiromiya Battler,"""......Hey, Maria."""
Ushiromiya Maria,"""Uu-...?"""
Ushiromiya Battler,"""What was it again, that Beatrice said she would do if we solved this?"""
,"I was sure that the witch had written in her letter that she would give up on collecting the debt, or something abstract like that."
,"...I optimistically took that to mean that she would give up on killing the whole family, ......but was it really written with that meaning? "
,I didn't really feel like solving this riddle would actually save us.
,".........I thought that even if we did solve it, would that be doing just what the culprit wanted us to, and would all be a wasted effort..."
Ushiromiya Maria,"""No, that's not true. ......If you solve the epitaph, Beato's ceremony will be over. So there won't be any need for more people to die."""
Ushiromiya Battler,"""......Really? Isn't that rule just something she made up...? If we solve this riddle, ...we'll probably know the location of Grandfather's hidden gold. ...She'll surely go after that..."""
Ushiromiya Maria,"""Uu-. Won't go after."""
Ushiromiya Battler,"""...Why, ...are you so sure?"""
Ushiromiya Maria,"""The gold has been Beatrice's from the beginning. She wouldn't go after something that's hers."""
Ushiromiya Battler,"""......Then, ...then why is Beatrice giving us all these big hints? ......Not just that, why did she even set up this game-like thing?"""
Ushiromiya Maria,"""Risk is essential for magic."""
Ushiromiya Battler,"""......Risk. ...I don't really know what you mean."""
Ushiromiya Maria,"""For example, in a marathon, ......do you think that a medal that anyone can get by running the whole thing is worth the same as the medal given only to the person who gets first...?"""
Ushiromiya Battler,"""No, I don't.........So what does this mean? In the end, she's just playing around? Purposefully giving us a chance-"""
Ushiromiya Maria,"""W-ro-ng. That's what a witch is. No matter how great the magic, there are definitely risks and weak points. No, there has to be."""
Ushiromiya Battler,"""...I don't get this stuff you call magic, ...but if I think about it as a gamble, I can understand a little. If you aren't prepared to lose big, then you can't win big. And the slimmer the chances of winning, the bigger the payoff."""
Ushiromiya Maria,"""That is correct. So Beato properly explained the risk of the ceremony to everyone. Therefore, if this riddle is solved, the ceremony will be suspended. After all, if she breaks her promises, then there wouldn't be any risk."""
Ushiromiya Battler,"""If we solve this, ...will she really keep her promise?"""
Ushiromiya Maria,"""Why is it beautiful when a flower withers? Why is it that an artificial flower isn't beautiful no matter how elaborate it is, even if you can't tell the difference by looking? "
Ushiromiya Maria,"Humans can bring about miracles by gambling their death. If there were an undying human, that person would have no way of bringing about a miracle. .........Us too, life too, the witch and the ceremony too. If we don't bear a risk, we can't succeed in anything."""
Ushiromiya Battler,"""......What do we do if we solve the riddle? Should we raise our hand and cry 'That's it!', tell the witch our answer and see what she says?"""
Ushiromiya Maria,"""Uu-. I don't know about that. But, if we solve it, the ceremony will surely end automatically."""
Ushiromiya Battler,""".....................You sure know a lot, Maria. ...Did you learn all of that, ......from Beatrice?"""
Ushiromiya Maria,"""Uu-."""
,"So, ...if you don't bear a risk, nothing can be gained. That is doubtlessly the way of the world, ......but it was in conflict with the chessboard theory style of thinking that I liked."
," At least when making moves in chess, players grope for the best move, always trying to avoid risk and hoping for an advantageous turn of events."
," They don't trust to chance, like in gambling.......That's right, there's no room for gambling in an intellectual game."
," And yet, this person called Beatrice had committed such an outrageous crime, ...or maybe a ceremony, ...while purposefully imposing conditions for her own loss and announcing them to us."
," In chess, you always play the best move. So by standing in your opponent's position, you can predict their next move."
,"...However, you couldn't say for sure that Beatrice's moves were always the best moves."
," I thought she was probably making us focus on the epitaph to trick us in some way, speaking in riddles."
,......But Maria said only that was impossible.
," She said that this was a genuine risk that the witch had taken, and therefore proof that this was a formal ceremony for magic."
,.........I can't understand this witch called Beatrice.
," Even though she is supposedly committing this chain of murders with some goal in mind, ......why did she go to all the trouble of exposing the conditions by which she would lose?"
,"......No matter how I turn the chessboard over and think from my opponent's perspective, ......I can't understand why she would give up if this riddle is solved."
, Isn't it almost as though Beatrice doesn't care whether she wins or loses? It's natural that chessboard reasoning wouldn't work if you played chess against an opponent like this...
,"...I don't understand, I don't understand.......What is Beatrice after that's making her cause this crime? "
,"If she just wants to massacre us all, she could just do it secretly, without this whole crazy setup. There was no need for that scrupulous advance notice, this closed room acting or anything."
,...It's all over-acting. I don't understand at all what it means.
," As long as I continue to think of Beatrice as a greedy human culprit, will I be able to understand anything?"
,"...If I don't accept her as a witch, will I be unable to even set the pieces on the chessboard after all......?"
,"......If she was really a witch, and everything Maria had said was true,"
,there would be only one thing for us to do....The reasoning and the discord and searching for the culprit had all been pointless.
," We should have all gathered in the dining hall, combining our knowledge to solve the riddle. If we had combined the knowledge of that many people, maybe we would be able to at least grasp a thread of the answer..."
," The greedy humans, desiring to gain something more than their opponent, ......were being offered up as sacrifices one by one, without gathering their knowledge together."
,".........In the end, did the humans get what they deserved? They thought they were thinking, ...but they were actually thinking only of their greedy selves."
," In the end, chessboard theory is a technique of thinking where you project yourself on your opponent.......So greedy people see their greedy selves inside their opponents..."
, I looked vaguely at Rosa oba-san.
," She was probably tired from being under all this tension the whole time. She couldn't sleep, but she kept staring vaguely at some point off in space."
, Rosa oba-san had proclaimed that she couldn't trust anyone who had not been killed.
,"......Rosa oba-san's chessboard thinking, ......saw herself inside her opponent."
,"...In other words, Rosa oba-san, ......might have been an isolated woman, unable to trust anyone and unable to let her guard down."
,"...Long ago, I think I heard a bit about it from my dad. Rosa oba-san had originally been a very obedient child."
,"......But her age was too far separated from the other siblings, and furthermore, because conflicting demands were often made of her by her confrontational siblings, since she was young, her thoughts had become psychologically harsh."
," Often, when she copied one of her siblings, another sibling would give her a hard time."
," Certainly Rosa oba-san had said many things today that could be taken as abusive language..........But, in a sense, those were words that had been showered upon her, and engraved on her vocabulary."
," The many abusive words that she had spoken, ......were also words that Rosa oba-san had been showered with in the past..."
,"...Now that I think about it, I've had the feeling that her style of speech sometimes has traces of Krauss oji-san or Eva oba-san in it."
,"......I'd accepted that they might be similar because they were siblings, ...but maybe that wasn't the case..."
," I sympathized from my heart with Rosa oba-san, who I had come to think of as being only gentle..."
," Then, what about Maria...? Maria had been claiming something for a while."
," If we could solve the riddle that the witch announced to us, the ceremony would be halted and we would definitely be saved."
, And I think she also said that Beatrice would never break that promise.
,"......But this is Maria we're talking about. She herself would never break a promise, and she had the most innocent heart..."
, So she believed that Beatrice also wouldn't break a promise. She could believe that.
," But wasn't that just an image of Beatrice that Maria imagined...? There's no proof that the real Beatrice definitely keeps her promises, right...?"
{f:5:Beatrice},"""I will keep my promise. If you solve the riddle of the epitaph, you should be able to reach the Golden Land. When you have, the ceremony will be over. No more people will die."""
Ushiromiya Battler,"""......So you're saying a complete monster like you follows the rules?"""
{f:5:Beatrice},"""I won't deny that I am brutal and unjust and a monster. "
{f:5:Beatrice},"......However, I am a witch. I use magic. In order to use magic, there are some rules that must be followed. ...Because I am a witch, I cannot neglect those. You should believe at least that much."""
Ushiromiya Battler,""".....................Even after everything's gotten so crazy, you're still telling me to believe only those rules?"""
{f:5:Beatrice},"""......I do play tricks. Of course, I also deceive people. That's no different from humans. ......But not once have I disregarded something that I have said as a promise. "
{f:5:Beatrice},"What about humans? Do you always keep your promises?"""
Ushiromiya Battler,""".........Since we have catch phrases like 'Keep your promises', ...it's doubtful that we always follow them properly."""
{f:5:Beatrice},"""From my perspective, humans are much more selfish monsters. ......There's nothing as doubtful as a human's promise. Even I sometimes make contracts with humans, but it's hard to imagine how strict an agreement must be made just to grant a single foolish wish."""
{f:5:Beatrice},"""...If there's even a small loophole, they'll immediately say something like 'Increase the number of wishes to one hundred', or 'try changing into a tiny speck'."""
Ushiromiya Battler,"""......Dad often tells me something. He says that there's nothing as scary as contracts. ......He said it's only natural that people who agree without reading them thoroughly will be chewed to the bone. ...He made a killing through vice."""
{f:5:Beatrice},"""............Imagine it. When people are born, they don't know of fraud. ...They get it from somewhere. And so they learn it."""
Ushiromiya Battler,""".................."""
{f:5:Beatrice},"""Yes, the crimes of the human world, which must be forced on one another. ......Let me see, I've heard that from a witch somewhere. Oh well. ......I'm not as heartless as you think, you see? *cackle*cackle*cackle*!"""
Ushiromiya Battler,"""Liar!! You killed so many people!! And you did it in such a horrible way too, how could you not be heartless?!! "
Ushiromiya Battler,"You say you keep your promises?! Don't say stuff like that!! I won't accept you. Never. I believe that not giving that up is the only way I can resist you!"""
{f:5:Beatrice},""".........I see. So you're saying that this eternal torture, will be the same for me. .........*cackle*cackle*cackle*cackle*. "
{f:5:Beatrice},"......Maybe. One thousand years is a long time...... Maybe a witch's true strength is decided not by their magical power, but by the strength of their determination. ...I see, I can accept how terrifying Lady Bern is."""
Ushiromiya Battler,"""Damn you, babbling on and on about this incomprehensible stuff. .........Let's quickly continue this eternal torture. I'm prepared to stick around for one thousand years or even ten thousand years."""
{f:5:Beatrice},"""*cackle*cackle*! Good, good. It looks like you've regained some of your will to fight. It would be boring otherwise."""
{f:5:Beatrice},"""Come now, don't you often see it in competitive games? Sometimes one player intrudes on their opponent's territory, but the opponent is so weak that it's a bit of an anticlimax, so the first player loses on purpose to extend the game until the last round, when they get serious and shower their opponent with blows, right?"""
Ushiromiya Battler,"""......I don't get what that means."""
{f:5:Beatrice},"""It's the same as wine. If you don't let it age well, it won't sparkle. "
{f:5:Beatrice},"......You are the same as that wine. I'll carefully make you age. ......I'll raise you to be the best alcohol to color my elegant time..."""
{f:5:Beatrice},"""So don't give up after only this much. Keep on denying me. After all, as long as you don't accept me, I'm nothing more than a fleeting illusion. ......*cackle*cackle*cackle*cackle*cackle*cackle*cackle*cackle*cackle*cackle*cackle*cackle*cackle*cackle*cackle*...!"""
Ushiromiya George,"""............No matter how many times I see it, ......it's awful."""
Gohda Toshiro,"""......I sympathize with all my heart. ......Shannon-san, please get the key. ......Even though she is dead, Madam is a lady. I cannot touch her."""
Shannon,""".........Yes."""
,"Shannon nodded sharply, her expression filled with a sense of duty."
," George, Gohda and Shannon had broken a suitable window, and were inside the chapel....Since they really hadn't wanted to break one, they had searched for another way in, just in case."
,"...But in the end, after proving once again that there was nowhere that they could slip in through, it only became more obvious that this chapel was a mysterious closed room..."
," Inside the chapel, time had stopped since they had left it earlier."
," Of course, George hadn't been able to approach this horrible Halloween party again."
, It was only natural. Because it made him remember again the sadness of losing both of his parents at once.
,"......And Gohda, thinking of the possibility that those corpses might have changed in some horrible way now that a half of a day had passed, didn't want to let George approach."
," Shannon followed Gohda's instructions, and approached the party table..."
,"...Normally, Shannon might have resented having another dirty job forced on her. ......But now, she could truly understand Gohda's mental state."
," Even though Gohda had prodigious skill, he had gotten into trouble, lost his job, and been left out in the streets, when Natsuhi had given him a new life."
,"......Even though it had just been a casual employment for Natsuhi, Gohda must have felt that it was a turning point in his fate."
,"...Those around Gohda could see that he felt a special kind of loyalty to Natsuhi.......So he probably didn't want to lose that feeling, even though she was dead."
,"......Now that half a day had passed, the bodies of Natsuhi and the rest had changed completely. Small bugs that had sniffed out the smell of death had started to gather....It really wasn't something you wanted to look at directly..."
Shannon,"""......Madam, ............excuse me......"""
,"Because of her long experience as a servant, Shannon had an idea of which pocket Natsuhi had kept the key to her room in."
,".........Probably, in this pocket..."
," Her guess didn't fail her. Just by touching the outside of the pocket, she was immediately able to feel it..."
Shannon,"""It's here. ......The key to Madam's room."""
,"Shannon held the key up high, showing the others that it had been found."
," As George and Gohda watched her, their eyes opened wide... That wasn't the expression Shannon was expecting, so it startled her."
," Because Shannon hadn't noticed. George and Gohda, watching from afar, had noticed it first."
," Because when Shannon had held the key up high, ......a blizzard of gold leaf had seeped up from around the table."
," They were, ...countless gold butterflies."
," Because it was the first time George had seen them, it might have looked like some kind of illusion."
,"......But Gohda already knew....He knew that those gold butterflies were a long way from being beautiful, and that they caused some kind of misfortune."
," And that gold swelled, trying to suck Shannon in........."
Gohda Toshiro,"""Sh, Shannon-san!! Run!!"""
Shannon,"""Huh?! Kyaa!!!"""
,Shannon also realized that gold butterflies were trying to swallow her up.
," She ran unsteadily, her expression still shocked. As she did, the gold butterflies danced around Shannon at once. They grouped together. They tried to swallow her up!"
Ushiromiya George,"""Shannonnnnn!! Damn it, what is this?! Are these..., the gold butterflies you guys were talking about?!"""
Gohda Toshiro,"""Outside, quickly!! You bastards! Damn it, damn it!!"""
,"George and Gohda rushed up to Shannon, driving off the group of butterflies. And while the butterflies were scattered, they ran towards the broken window! "
,"However, they needed a good footing to get out of the window, which was surrounded with shards of broken glass."
," When they had entered, there had been enough time to prepare for that, but now there was none."
Ushiromiya George,"""Let's go out through the door!! There's no time to look for a footing!"""
Shannon,"""......I, ...it won't open...! It's stuck...!"""
Ushiromiya George,"""Give it to me!! Damn it, this piece of crap..., nnnnnnnn!!"""
Gohda Toshiro,"""George-sama, quickly!! Damn it, don't take me lightly, uooooooooooooooohhh!!"""
,"Gohda took off his jacket, swinging it around and scattering the group of butterflies. But he was vastly outnumbered. It was doubtful that it even bought them a short amount of time."
," George struggled with the broken handle. Its age showed, and it didn't turn well."
," I can't leave it to strength, it needs the right angle or some trick......"
Gohda Toshiro,"""George-sama!! Damn iiiiiiiiiiiit!! You monsteeers!!"""
,"......At that time, Gohda saw it."
,"......He was seen by it. In other words, their eyes met."
," On top of the party table, ......no, as if it was holding up the stained glass, floating, laughing, the figure of the witch."
," As the number of gold butterflies decreased, he saw the figure of the laughing witch in the center of the golden whirlwind."
Gohda Toshiro,"""............, Be, ......Beatrice........."""
,It should have been Gohda's first meeting with her....But he knew her at a glance.
," Just like the other servants had said, this was certainly, certainly...the witch of the portrait herself...!"
{f:5:Beatrice},"""*cackle*cackle*cackle*cackle*, hahahahahahahahahahahaha!! It is almost time for dinner, is it not? ......I am already the host of this mansion. So I must give you a warm reception for your wonderful dinner. ......Aren't you the ideal for the 'three people'. ......My, my, how truly, truly convenient!!"""
Gohda Toshiro,"""U, ...uwaaaaaaaaaaaaaaaaaa!!"""
Ushiromiya George,"""I, it's open!!"""
Shannon,"""Gohda-san, quickly...!! ............! Beatrice......sama..."""
Ushiromiya George,"""Huh?! ............?!?!"""
{f:5:Beatrice},"""Are you sure it's good to just stand there...? If you think this place is suitable for your cemetery, then very well. *cackle*cackle*!! I'll praise your spirit for wanting to stay by your former master's side and serve him even after death!"""
,The golden whirlwind that wrapped around the witch burst.
, It was like an evil hand had literally spread its fingers and was trying to attack them! 
,The group of gold butterflies made a 'za' sound and attacked.
Ushiromiya George,"""Hurry!! We can't stand here!!"""
,George's voice brought Shannon and Gohda back to themselves. Standing here now would be the same as a frog being stared down by a snake.
," They had to resist.......They had to fight this incarnation of the new, brutal, and frightening order that Rokkenjima had been wrapped in...! "
,There was no time to take out their umbrellas. The three of them dashed out into the pouring rain.
," The three of them never realized because they didn't turn around,  but the gold butterflies apparently couldn't handle the rain too well, and this hampered their ability to chase after the humans."
, The three people ran from their golden pursuers and flew into the mansion...
{f:5:Beatrice},""".........*cackle*cackle*cackle*cackle* How nice, how nice. If it wasn't like this, it wouldn't be interesting!"""
,"They unlocked the door, and flew into the room."
, A bit of the scent from Natsuhi's favorite gentle incense remained in the room.
,"...However, there was no time to let that calm them now."
Ushiromiya George,"""Where is it?! You said it was in a treasure box, right...?!"""
Gohda Toshiro,"""It's just something I heard...! I never knew where it actually...!"""
Shannon,""".........I, I think it's probably in her dresser, or in the corner by the bed!"""
,"Shannon claimed that because of her woman's sense. But in the corner by the bed, there was only an incense burner, a half-read novel, and glasses."
," But the dresser was elegant and had many drawers, and it would be understandable if she had kept some of her valuables there."
Ushiromiya George,"""Natsuhi oba-san, sorry...!!"""
,He began to violently open each one of the drawers. He had to hurry.
," He couldn't actually hear footsteps, ...but he had the feeling that the witch was approaching..."
, He had the feeling that her laugh was approaching...!! 
,He emptied the drawers one by one and examined their contents.
,"......Every small box for makeup looked like a treasure box, and the amount of effort it would take to inspect all of them made him feel a little dizzy."
Shannon,"""M, ......maybe it's this box... It's locked, and I can't open it...!"""
