Speaker,Original Witch Hunt (OG)
Ushiromiya Eva,"""*giggle*. The right answer is a ve~ry cold place. Where can you find cold places on a globe? Think about it carefully. Once you figure it out, you can try giving this quiz to the other kids in your class. I'm sure they'll all be surprised."""
,Where can you find a cold place? ......Hokkaido? 
,"I don't think you end up at the start if you go north, east, then south in Hokkaido."
,......Nnnn. I don't get it. I give up.
Ushiromiya Hideyoshi,"""Okay, that's all for our puzzles! Go ask one of the others to give you one!"""
Ushiromiya Eva,"""Let's go! Who should we challenge next?!"""
,"If Eva oba-san knows puzzles this hard, I'm sure she must be good at quizzes."
," If she's with me, I know we'll get lots and lots of medals."
, Who will I ask next...?!
Ushiromiya Ange,"""I got it...! It's a really cold place! Yeah, it must be incredibly cold there!"""
Ushiromiya Eva,"""Perfect! Ange-chan, you must really be a genius, to get something like that at your age."""
Ushiromiya Hideyoshi,"""If you start at the south pole, then after you go north, going east just draws a circle around the south pole. So, anytime you go south again, that just takes you right back to the south pole."""
Ushiromiya Eva,"""I tried to make it an extra hard puzzle, but Ange-chan was just too good."""
Ushiromiya Hideyoshi,"""Congrats! Here's another medal for ya."""
,"I got a heavy, gold-colored medal."
," All right, I did it...! Eva oba-san and I held up our fists in celebration."
Ushiromiya Hideyoshi,"""Okay, that's all for our puzzles! Go ask one of the others to give you one!"""
Ushiromiya Ange,"""Okay! Thank you, Hideyoshi oji-san...!"""
Ushiromiya Hideyoshi,"""Your aunt's really clever...! ......With the two of you together, you'll be gettin' medals right and left!"""
Ushiromiya Eva,"""Yep, that's right!"""
Ushiromiya Ange,"""Yeah. Let's do our best together, Eva oba-san."""
,I dashed away. Who will I ask next...?! 
,"Hideyoshi oji-san waved goodbye, smiling......"
," Hideyoshi and Eva watched as Ange ran off happily, looking for the next quiz."
Ushiromiya Eva,""".........Even though that kid can wear such a cute smile... ...I will......be the one who takes that away from her..."""
Ushiromiya Hideyoshi,"""Eva........."""
,Eva hung her head. A single tear sparkled in her eye...
Ushiromiya Eva,"""Her reaction was only natural, considering how she felt. ......But I...wasn't able to see past it and accept her feelings......"""
Ushiromiya Hideyoshi,"""It can't be helped. You're as human as anyone else. Humans tend to be more fragile than you'd think."""
Ushiromiya Eva,"""Even so, it was my fault...! After all, I already had the experience of bringing up a child, right?! ......I should have become her mother. ......And yet, I let sadness overwhelm me, ......and I didn't do it at all..."""
Ushiromiya Hideyoshi,"""It can't be helped, I tell you...! Don't think you were the only one at fault...! You shouldn't blame yourself so much!"""
,"By now, Eva was unable to hold back her sobs... Large tears dripped down her cheeks as she stared at the ground and shook..."
Ushiromiya Eva,"""What a sin I've committed...... ......My sadness was no greater than hers...! And yet, I decided that I was suffering the most, ......so I didn't accept her feelings...... ......I'm a failure of a mother... I wasn't able......to become a mother for her......"""
Ushiromiya Kyrie,"""That's wrong. ......You did your best for her, Eva nee-san."""
Ushiromiya Eva,"""Kyrie-san..."""
,Kyrie and Rudolf were standing behind Eva now.
Ushiromiya Kyrie,"""I know the lengths you went to...to keep the truth from Ange."""
Ushiromiya Rudolf,"""......You held out well, Aneki. Guess that daughter of ours really has been a pain, clueless about how much you suffered."""
,After the accident on Rokkenjima...
," Eva, the only one who left Rokkenjima alive, adopted Ange, the girl who had been absent and survived."
,"......While they would eventually develop a sad and mutually painful relationship, it wasn't like that at first."
," Eva tried to show affection for Ange, her last remaining blood relative. She tried to become Ange's new mother. Even as she fought back the sadness she herself felt."
," However, Ange wasn't able to accept that kindness. She lashed out at Eva, the only one who had returned alive, for stealing her parents away from her."
,"......Eva, understanding the wounds that this little six-year-old girl bore, withstood these attacks. She grit her teeth and poured all of her affection onto Ange...affection that went ignored."
," However, ......the wounds Eva herself bore were also extremely deep."
," She was never rewarded for her sad efforts, ......and the future in front of her grew dark."
Ushiromiya Kyrie,"""You tried to show Ange the same affection you once showed George-kun."""
Ushiromiya Eva,"""But still, ......that was just for my own satisfaction. ......Ange-chan never felt any of it..."""
Ushiromiya Rudolf,"""Ange was the one who couldn't accept it. It isn't your fault."""
Ushiromiya Eva,"""But who could possibly ask that of Ange-chan when she was just six years old...?! I should've held out much, much longer, until she could understand my feelings...!"""
Ushiromiya Kyrie,"""Eva nee-san. I want you to believe one thing."""
Ushiromiya Eva,"""............"""
Ushiromiya Kyrie,"""We...don't blame you in the slightest."""
Ushiromiya Eva,"""......Kyrie-san............"""
Ushiromiya Kyrie,"""Thank you so much...for suffering so long for Ange's sake...... ......If that kid has a human heart, then I'm sure she'll recognize the affection you showed her someday."""
Ushiromiya Rudolf,"""Thank you, Aneki. We'll always be grateful......"""
Ushiromiya Hideyoshi,""".........Isn't that wonderful, Eva...... ......All of your efforts......have been witnessed......"""
Ushiromiya Eva,"""Uuuuu......uwaaaaaaaahhhh........."""
Gohda Toshiro,"""How are you doing, Ange-sama? If you wish, I, Gohda, would be pleased to challenge you."""
Kumasawa Chiyo,"""Hohohoho. And I, Kumasawa, have a ve~ry tricky puzzle for you."""
Ushiromiya Ange,"""It doesn't matter how hard it is. I'm not alone. I'll solve it with Eva oba-san!"""
,"Gohda and Kumasawa offered to challenge me. I'll have to go up against everyone in the end, so it doesn't matter who comes next."
," I waved at Eva oba-san to hurry up, and she ran toward me."
Ushiromiya Eva,"""So, we're challenging this pair next? Who will we start with?"""
Ushiromiya Ange,"""Okay...Gohda-san."""
Gohda Toshiro,"""Very well, as you wish. Here is my puzzle."""
Kumasawa Chiyo,"""Hohohohoho. I'll warn you, it's a toughie."""
Ushiromiya Ange,"""I'll still solve it. I've gotten the knack of it."""
Ushiromiya Eva,"""You'd better not underestimate Ange-chan. Right?!"""
Ushiromiya Ange,"""Right!"""
Gohda Toshiro,"""My, my. ...Well then, being the humble chef that I am, here is a puzzle about food and the kitchen."""
Ushiromiya Eva,"""We'll fight together this time. If you don't get it, just ask me to lend a hand. I'll give you a hint."""
Ushiromiya Ange,"""......If I get a hint, does that mean I don't get a medal?"""
Ushiromiya Eva,"""It won't affect your medals at all, so feel free to ask away!"""
Ushiromiya Eva,"""I've got it. The hint here...is that the witch got home much later than usual."""
Ushiromiya Ange,"""......What happens when she gets home later than usual?"""
Ushiromiya Eva,"""Think carefully. The food is always freshly-made and served at the usual time, right? So, ......what happens when she gets home long after that?"""
Ushiromiya Ange,"""......I don't get it. Food isn't supposed to talk."""
Gohda Toshiro,"""Well, uh, that's because this is a fairy tale puzzle......"""
Kumasawa Chiyo,"""Hohhohohohohoho... It looks as though she didn't figure it out."""
,"The answer I'd chosen at random was wrong, apparently. ......Too bad."
Ushiromiya Ange,"""Then tell me the right answer, Eva oba-san. You figured it out, right? Tell me!"""
Ushiromiya Eva,"""Alright. The answer is-"""
Gohda Toshiro,"""Eva-sama, if you wouldn't mind...! They say recipes and riddle answers are best while they remain secret."""
Ushiromiya Eva,"""You think so...? Eheheh, I'll have to tell her sometime later when you aren't around, then."""
Ushiromiya Ange,"""Yeah, it's a promise!"""
,"But even if I hear the answer later on, I still got it wrong."
, Oh well. I'd better pull myself together and take a shot at Kumasawa-san's puzzle.
Ushiromiya Ange,"""The ice cream! The witch got back really late, so the ice cream would've melted. So she couldn't eat it!"""
Ushiromiya Eva,"""Nicely done! See? Ange-chan is a clever girl, isn't she?"""
Gohda Toshiro,"""Congratulations, Ange-sama! Very impressive. How quickly you saw through the puzzle that I, Gohda, put all my efforts into...!"""
Ushiromiya Ange,"""It was totally easy. Eva oba-san's puzzle was harder."""
Ushiromiya Eva,"""*giggle*, thanks."""
Gohda Toshiro,"""Congratulations. This medal is your prize for answering my question correctly."""
Ushiromiya Ange,"""Thank you!"""
,"Alright, that was easy. Now let's take a shot at Kumasawa-san's puzzle."
Kumasawa Chiyo,"""Looks like I'm up next. Now, let's test Ange-sama with my specially-made, super-hard puzzle. Are you ready?"""
Ushiromiya Ange,"""How... hard is it?"""
Kumasawa Chiyo,"""Hohohohohohoho. You'll have to wait and see. And now, let the mackerel dessert puzzle begin."""
Ushiromiya Ange,"""Mackerel dessert...?"""
Ushiromiya Eva,"""This is Kumasawa-san we're talking about, so you can bet it'll be a strange one. Be careful."""
Ushiromiya Ange,"""Okay!"""
Ushiromiya Ange,"""Eva oba-san, do you get it?"""
Ushiromiya Eva,"""She says you have to change one letter, so the answer's probably some sort of word game. Her choice of words is suspicious to say the least. Try and think of some kind of dessert that you can make by changing a letter in...... Ah, I've got it!"""
Ushiromiya Ange,"""Huh?! What is it? What is it?!"""
Ushiromiya Eva,"""Forget changing a whole letter... You only need to change one line. In fact, that pretty much gives you the answer."""
Kumasawa Chiyo,"""*bzzzz*. Wro-ng."""
Ushiromiya Ange,"""Huh?! I don't get it! I don't get it at all...!"""
Kumasawa Chiyo,"""Hohohohoho, sorry, but wrong is wrong. Perhaps it was a bit too hard for you, Ange-sama."""
Ushiromiya Eva,"""Come on, Kumasawa-san. That was a nasty puzzle..."""
Ushiromiya Ange,"""It doesn't make sense! There's no way you could make a dessert out of mackerel! What's the answer? Tell me!"""
Kumasawa Chiyo,"""Hohohoho, it's no fun if I tell you. If you don't guess it quick, ......then you really will be having mackerel for dessert. Ihihihihihihihihihi......"""
Ushiromiya Ange,"""Tell me, tell me!"""
Kumasawa Chiyo,"""Nope."""
,"Kumasawa smiled cheerily, but remained stubborn. No matter how much I bother her, she probably won't tell me the answer."
Gohda Toshiro,"""That concludes our puzzles. There are probably others waiting for you to challenge them, Ange-sama. Please, on to the next challenge."""
Kumasawa Chiyo,"""We're both rooting for you, Ange-sama."""
Ushiromiya Ange,"""Okay! I'll keep on trying hard and getting more and more medals!"""
Ushiromiya Eva,"""That's the spirit. Don't let it get you down. Plenty more chances left!"""
,"We rushed away. Okay, who should we take on next...?!"
Ushiromiya Ange,"""I got it! The letter is 'b'! If you change the 'b' in Saba-ra to an 'h', you get Sahara!"""
Kumasawa Chiyo,"""Hohohohohoho, that's correct."""
Ushiromiya Eva,"""The last line said you could make a grand 'desert' out of sabara. Not dessert...!"""
Ushiromiya Ange,"""I figured out a trick in Japanese and English! Am I awesome? Am I awesome?!"""
Ushiromiya Eva,"""You're so smart, Ange-chan! You deserve a pat on the head...!"""
Ushiromiya Ange,"""Haha, I like it when you do that."""
Kumasawa Chiyo,"""Just change a single letter, and even mackerel can make a fine desert. Are you starting to see how omnipotent mackerel is?"""
Gohda Toshiro,"""The day I'm forced to serve a joke like that for dessert, I imagine heads will roll......"""
Ushiromiya Ange,"""I wouldn't like it either. I like ice cream for dessert."""
Ushiromiya Eva,"""Ahahahahahaha, of course. By the way, we shouldn't be worried, should we? What about tonight's dessert?"""
Kumasawa Chiyo,"""Ohohohohoho...... I can hardly wait to surprise everyone with the mackerel fruit parfait waiting there in the kitchen!"""
Ushiromiya Ange,"""Nooooooo!!"""
,Everyone burst out laughing.
," For some time after that, I was tormented by the terrifying image of a parfait neatly topped with mackerel bits..."
Kumasawa Chiyo,"""What a shame...... I tried so hard to stop Ange-sama from getting that prize, but she solved my best riddle like it was nothing."""
,"Though she said that, Kumasawa smiled. A gold-colored medal glittered in her wrinkly hand."
, Ange took it.
Kumasawa Chiyo,"""Well then, that's all for our puzzles."""
Gohda Toshiro,"""Please keep up the pace, get more and more medals, and win that splendid prize from the Master!"""
Ushiromiya Ange,"""Okay! Thank you. I'll keep it up...! We did it, Eva oba-san!"""
Ushiromiya Eva,"""Eheheh! Let's keep it up!"""
,"We rushed away. Okay, who should we take on next...?!"
Kumasawa Chiyo,"""It seems that all of a sudden, the tiny girl who used to hide and tremble in Kyrie-sama's shadow... has grown to be so bright and cheery..."""
Gohda Toshiro,"""......With each passing family conference, one can feel the growth of those youngsters. After just a few years more, Ange-sama will surely learn of love, of makeup, and will eventually grow to become a true lady."""
Kumasawa Chiyo,"""Very true...... If she grows normally with the passing time, that is..."""
,A cruel fate......forces the chick called Ange into a lonely future.
," If an egg isn't warmed, it won't hatch. The egg she is now will not be warmed by anyone, and it will not hatch..."
Gohda Toshiro,"""Inside that frozen egg, will Ange-sama have no choice but to face that isolated future...?"""
Kumasawa Chiyo,"""......An egg's shell can always be broken from the inside. ......Even if a cold shell is very, very hard, that doesn't mean it cannot be broken."""
Gohda Toshiro,"""Does Ange-sama have the strength to do that?"""
Kumasawa Chiyo,"""Is she capable of achieving that or not...? I hear that question is what this final game is all about."""
Gohda Toshiro,"""Perhaps we should have sent her a clearer message. ......If the egg cannot be warmed, could we not at least strike it from the outside to make it easier to crack?"""
Kumasawa Chiyo,"""If a chick without the power to break its own shell is forced outside of the egg, it won't be able to withstand the cold winds. Ange-sama will have to find that power and resilience herself."""
Gohda Toshiro,"""......But, can we not somehow explain that power and resilience to her?"""
Kumasawa Chiyo,"""Words cannot be given. They can only be accepted. ......No matter what we try to give Ange-sama, it will be meaningless unless she accepts it."""
Gohda Toshiro,""".........You are right. No matter what we try to tell Ange-sama, it won't matter unless she listens."""
Kumasawa Chiyo,"""Hohohoho...... We can do nothing but watch over her. You can lead a horse to water, but you can't make it drink."""
Gohda Toshiro,"""We can do nothing......but pray that Ange-sama chooses a better future for herself."""
Kumasawa Chiyo,"""If Ange-sama does not abandon herself to anger for the sole purpose of distracting herself from her resignation and sadness... If she can just be honest about that one, single wish that she truly desires more than anything else... Then you can be certain that she will make her greatest wish come true."""
Gohda Toshiro,"""It is ironic. ......Since the very beginning, she has been denying that greatest wish of hers herself."""
Kumasawa Chiyo,"""Laughter brings happiness. Tears bring misfortune. Those who believe will be saved. ......People have the power to create their own futures by the strength of their emotions."""
Gohda Toshiro,"""I wish we could just let her hear those words......"""
Kumasawa Chiyo,"""Battler-sama is very strict. ......He's hoping that Ange will realize it by her own power alone...and is not permitting even words of this nature to be told to her."""
Gohda Toshiro,"""......It seems we can do nothing but watch over her."""
Kumasawa Chiyo,"""And so, let us pray, at least. Pray that she grasps the world she desires most with her own hands."""
Nanjo Terumasa,"""Oh, have you selected me?"""
Ushiromiya Ange,"""Yeah. I'll have to face everyone sooner or later. Right, Eva oba-san?!"""
Ushiromiya Eva,"""Right! Come on, let's have a puzzle. We'll solve it in a flash!"""
Nanjo Terumasa,"""Hahahaha. I see, I see. Then it seems I must make it a good one."""
Ushiromiya Kinzo,"""Genji. You should give her one as well. A tough one."""
Ronoue Genji,"""As you wish. ......In that case, a tough one it shall be..."""
,Whoa.
," I'd hoped that Genji-san would give me a simple puzzle, but now he's saying it'll be tough. Scary."
, But I'll beat both of them. I can't let myself get scared.
Nanjo Terumasa,"""Then let us start with mine. I am a doctor, so how about an ambulance puzzle?"""
Ushiromiya Ange,"""The ??? is a number? But emergency is a word. You can't add a number to a word, right?"""
Ushiromiya Eva,"""That part sounds like some kind of word game. After all, 'kyu-kyu-' means emergency, and 'kyu-' means nine. If you write two nines together, it looks like 99, doesn't it?"""
Ushiromiya Ange,"""So, if you add something to 99, you get an ambulance?"""
Ushiromiya Eva,"""Hmm. Why does some number added to 99 get you an ambulance? .........Ah, I've got it!"""
Ushiromiya Ange,"""Huh, really?! Hey, what is it?!"""
Ushiromiya Eva,"""I'll give you a hint. You've got a big advantage here that most people around the world don't have. *giggle* Then again, even people from other countries could narrow it down to two answers with a little math."""
Ushiromiya Ange,"""Huh? ......Nnnnn......I don't get it..."""
Nanjo Terumasa,"""Oh, are you having trouble? I thought it was an easy puzzle."""
,It's a bit annoying to hear that about a puzzle I don't get.
," Still, no matter how annoyed I get, I still don't have a clue what the answer is."
Ushiromiya Eva,"""Aw, so close. I thought you'd made it pretty far too..."""
,"Apparently, Eva oba-san knows the answer. She looked disappointed that I hadn't figured it out too."
Ushiromiya Kinzo,"""......Mumumumu...? Ah, yes, I have it! If you subtract two from an ambulance, then add on 60, you can even learn the weather."""
Nanjo Terumasa,"""Well done, Kinzo-san. It seems I must hand this medal over to you."""
Ushiromiya Kinzo,"""Wahahahahahaha. Sorry, Ange. This medal's all mine."""
Ushiromiya Ange,"""......F, fine, see if I care."""
,The gold medal passed from Nanjo to Kinzo.
, That medal was supposed to be mine...... It's no use regretting it now.
, If you subtract two from and add 60 to an ambulance...? How would that tell you the weather...??
Ushiromiya Eva,"""Hmm, what was the number for the weather forecasting service, I wonder?"""
Ushiromiya Ange,""".........???"""
,"Yeah, I don't have a clue. I'll just have to pick myself up and have a go at Genji's puzzle."
