Speaker,Original Witch Hunt (OG)
,"As Rosa recovered from the evil heat inside her head, ...she knew she had surrendered her soul to something bad again."
Ushiromiya Maria,"""Mama, Mama! Mama, come back...! Uu-! Uu-uu-uu-uu-!!"""
,"Rosa fell to her knees and hugged Maria, whose face was all soggy with tears and mucus."
Ushiromiya Rosa,"""......Maria..., I'm sorry..., I'm sorry..."""
Ushiromiya Maria,"""Mama, ......Mama... Welcome back, welcome back......"""
,"Finally, ...Maria realized that her mother had turned back to being her mother. Then, she clung to her mother's body and cried, burying her face on her mother's chest."
Ushiromiya Rosa,"""...Forgive your bad Mama... Forgive your bad Mama.........I'm really, ...sorry...! Please, don't hate your Mama......."""
Ushiromiya Maria,"""Uu-... Maria is perfectly fine... Won't hate Mama. ......Mama was only being possessed by an evil witch again. ...But, Mama came back, so just fine."""
Ushiromiya Rosa,"""Yeah, ......yeah.........Mama was just, ...being possessed by an evil witch again......I'm sorry, ......I'm really sorry......."""
,"The two of them hugged each other, asking for forgiveness and sending words of forgiveness at each other, for a long time."
," After a while, the two of them gradually calmed down and separated their faces from one another."
," Maria's face, Rosa's face, ...both were deep red after crying their eyes out."
Ushiromiya Rosa,"""...Do you want to have a Halloween festival, Maria?"""
Ushiromiya Maria,"""Yeah. ...I wanted to show the pumpkin marshmallow to George onii-chan and Jessica onee-chan......."""
,That was a sweet which had been alongside the cash register at the shop where they had eaten breakfast.
,......It was a fancy sweet that had a big orange marshmallow in the shape of a jack o'lantern attached to the tip of a stick.
," Maria had wanted that and had insistently pestered for it....Rosa had said that there was no way she would buy such a sweet right after they'd had breakfast, and had rejected it."
Ushiromiya Rosa,"""......Then, Maria. ......I don't know if they sell it in this town or not, but let's get off and try searching for it, okay?"""
Ushiromiya Maria,"""u, ......yeah! Like you so much Mama, love you... Thank you..."""
Ushiromiya Rosa,"""I love you too, Maria......."""
,"The truth was that they had no time to waste loitering around at a stopover station. If they missed the airplane, they would fall half a day behind schedule."
," She should have left home with more time to spare, but she had ended up leaving late after choosing Maria's clothes."
,"...Because of that, Rosa had been a bit impatient since the morning."
, She looked at the clock. ...They had to get on the next train immediately.
," But, her daughter firmly joined hands with her to go buy the sweet with her mother, and that hand was warm."
,"...To Rosa as she was now, it was more important to regrow her bonds with Maria."
,"...To her, Maria was not only a beloved daughter, ...she was everything Rosa had."
," Fortunately, they could see that there was a big supermarket right in front of the station....Maybe they wouldn't be able to find a sweet exactly like that one, but Maria would probably accept a similar one."
," Besides, Rosa also couldn't show up with a face swelled from crying. She must fix her make-up."
Ushiromiya Rosa,"""Maybe we won't find a marshmallow exactly like that one, ...but it's alright if there's a similar sweet, right? ......With that, let's surprise all your cousins together."""
Ushiromiya Maria,"""Yeah. ...If it's a sweet I bought together with Mama, anything is fine."""
,"The two left the turnstiles of the station in this unknown town. Maria walked across the pedestrian crossing together with her mother, chuckling to herself, as though she was walking in an amusement park."
," Both faces were still deep red, ......but the two of them, mother and child, smiled at each other without any restraint, looking warm..."
Ushiromiya Natsuhi,""".........Dear. What are you doing in a place like this?"""
Ushiromiya Krauss,"""Oh, it's you. .........It's nothing. It's just that this was a pleasant place to think."""
Ushiromiya Natsuhi,"""...I'm finishing all of today's preparations. For now, shall we relax and wait while drinking tea?"""
Ushiromiya Krauss,""".........Sorry. I'm always pushing all my problems on you."""
Ushiromiya Natsuhi,"""...Please. Can't you rely on me more? ...I am your wife."""
Ushiromiya Krauss,"""...Naturally, I'm grateful for you always coming to my aid. ......For that very reason, I am able to devote myself to my work."""
Ushiromiya Natsuhi,"""I understand. ......About your work. And the topic of Father's inheritance, right?"""
Ushiromiya Krauss,"""............That has nothing to do with you. It's nothing more than fishing for rotten meat amongst greedy siblings."""
Ushiromiya Natsuhi,"""......It's alright, dear. ...Everything will work out. Your work never goes badly."""
Ushiromiya Krauss,"""............."""
,Natsuhi softly cuddled close to Krauss's shoulder.
," She spoke words to reward Krauss for the difficulties of his work, ...but Natsuhi was herself the one who knew best that it wasn't going well."
,...Krauss's project was something like a seesaw where a large amount of money swings.
," A big investment is linked to large collateral, but with a large-sized seesaw, the swaying is greatly slowed, and it's not something which shows immediate results."
," At times, you make more investments so that the seesaw inclines faster towards the good side."
,"......Naturally, you do that because you have confidence that, in a not so distant future, you'd be able to recover all the investments made."
,"...However, the seesaws Krauss chose never turned out as he would have liked them to."
,"...His foresight wasn't wrong, ......but times were slow. They would never catch up with him."
," For example, think of a literal seesaw, placed in a park."
," Due to its great popularity, there's always someone playing on it, and even if you wanted to play, you had to wait a long time for your turn."
,"...And then, if you found that seesaw vacant on a certain day and were the first one to arrive, you would straddle it and have it all to yourself."
," However, ...if nobody got on the opposite side of the seesaw, you couldn't play on it."
," And no matter how much time passed, nobody would come to the opposite side of the seesaw."
," The seesaw is a popular piece of playground equipment so, if you waited, a companion would surely show up."
,......Krauss was aware of that.
," The weather looked like it was getting worse. So, nobody would come outside to play."
," But the seesaw is a popular piece of playground equipment so, surely someone will come."
,"...If he vacated his place because the weather seemed to be getting worse, certainly someone would snatch his place away, and he would end up only longingly gazing at someone having fun playing on the seasaw from a distance again..."
," On one side of the seesaw, he continued to wait patiently, all alone... That was Krauss's project, and his current situation."
Ushiromiya Krauss,"""............If only I had a bit more courage, ...and the self-confidence to believe in my own foresight... I'd never, ......have failed."""
Ushiromiya Natsuhi,"""...Yes, that's true. Your foresight is never wrong. ......You are the only one who inherited Father's quick wits. You inherited an innate disposition that none of the other siblings did."""
Ushiromiya Krauss,"""......Even so, I cannot believe that! I always closed my own projects like a coward. ......Why can't I believe in myself?! Who would believe in a man who can't believe in himself? Nobody believes!!"""
Ushiromiya Krauss,"""......I'm always sitting on the seat where the losers must sit, ......my father, my mother, ...and my siblings, all of them sneer at me... How long is it going to take for me to be set free of this complex...... How long........."""
,...Only Natsuhi knew.
," She knew of Krauss's anguish. As the eldest son of the Ushiromiya family, who had been forced to shoulder a big responsibility from now on, he couldn't open his pained heart to anyone, and was always compared to his father's great enterprises...."
Ushiromiya Natsuhi,""".........I'll finish all the preparations, so you can devote yourself to the family conference. ...I'll handle all of them."""
Ushiromiya Krauss,"""............Sorry. ......Will there be any problems, ......with Father?"""
Ushiromiya Natsuhi,"""No. ......Genji and Doctor Nanjo are on our side. ...I'll never allow those greedy siblings to meet Father."""
Gohda Toshiro,"""Hello, Gohda here. ......Yes, please leave it to me! I'm anxious to put my skills to work for the big annual job."""
,"In the kitchen, multicolored ingredients were gathered and the preliminary arrangements were promptly being started."
," Even though it was still morning, the ingredients for dinner were already in saucepans and steaming."
," Normally, he had to deal with several assorted matters other than cooking, but on the day of the family conference, he could devote himself entirely to cooking."
," To Gohda, who was originally a chef, this was surely the greatest gala occasion of the whole year."
Gohda Toshiro,"""Yes, dinner will be an excellent calf steak...! A wonderful cut of meat is already anxiously waiting for tonight in the refrigerator. Please, be sure to look forward to the meal tonight."""
,It was rare for Gohda to be in this good of a mood towards his fellow servants.
," To Gohda, who bragged about being a chef attached to the Ushiromiya family, being qualified to announce the cooking at the family conference was his greatest honor."
Ronoue Genji,"""......Understood. I will leave everything to you. ...Also, is Kumasawa there?"""
Gohda Toshiro,"""Kumasawa-san? I happened to see her earlier, but she is not here. I wonder if she went to make preparations at the guesthouse."""
Ronoue Genji,"""......So she is loafing around again. ......No, it is fine. Then, I am counting on you from now on."""
Gohda Toshiro,"""Yes, leave everything to me, Gohda...!"""
,"Genji placed the telephone back on the receiver, sighing lightly."
," Genji sighed once again, thinking of Kumasawa, who was probably hiding again even though things were this busy, and the ostentatious Gohda, who only felt like doing anything on a day when he could show off."
Shannon,"""Excuse me. The preparations for all the rooms in the guesthouse are complete."""
Kanon,"""......We received instructions from Milady to make preparations for four people so that the children can stay there, but what shall we do?"""
Ronoue Genji,"""...I hear this year, Battler-sama is coming for the first time in six years. I guess Milady wants the four cousins to stay up until late in the night. ......Make the preparations. You do not need to tell Madam."""
Shannon,"""I see. Certainly."""
Kanon,"""......So tonight, we'll have the late night shift, followed immediately by the morning shift. It looks like these two days will be tiresome."""
Shannon,"""Speaking of that, the weather forecast is saying a typhoon will strike right over here... Is that alright?"""
Ronoue Genji,"""...As long as the typhoon doesn't go too far astray from its course, and depending on the situation, I believe it will affect the boat trip back for everyone in the family. Maybe the family conference's schedule will be prolonged until around Monday or Tuesday. ......It will probably be a long journey, but I earnestly ask of you all to not make any blunders."""
Ronoue Genji,"""............Shannon, do not be in a hurry, calm yourself. Kanon, be sure to greet them with courtesy."""
Shannon,"""......Y, yes. I'll be careful."""
Kanon,"""...I'll be careful."""
Ronoue Genji,"""This day, we will be entertaining a very important guest. ...See that you do not make any blunders."""
Kanon,"""......We understand. ...Any guest who visits here is important."""
Ronoue Genji,"""Kanon. In the truest sense, we will receive an important guest today. Make sure that you are prepared."""
Kanon,"""......Yes."""
Ronoue Genji,""".........Shannon, what's wrong? ...It seems you have been uneasy about something. Do you have some prior engagement at this time?"""
Shannon,"""Huh? N, no, it's nothing. My apologies..."""
Kanon,"""Nee-san. An important guest will be arriving today. ...Detach yourself from your private life."""
Shannon,"""I don't, ...I don't know what you mean by private life..."""
,"As Shannon blushed just a bit, she turned her gaze away from the clock."
,"......Was it about time for the airplane carrying the family to arrive at Niijima?...She had planned on to hiding the fact that her reunion with George after such a long time was making her heart palpitate, but Kanon, who stood at her side, understood her perfectly."
Ushiromiya George,""".........Shannon, be quiet and accept this...!"""
,"...Inside a bathroom stall, George was practicing something over and over, taking out a small velvet box hidden in his pocket like a quick-draw desert gunman."
Ushiromiya George,"""That's not it... Shannon likes a man with traction. I, it must have a more powerful feel to it...!"""
Ushiromiya George,"""Shannon, put this on your ring finger. ...Th, that's an order, okay...?"""
Ushiromiya George,"""Aah, if I don't say properly that it's on the left hand, maybe she'll put on the right hand! N-, no, Shannon isn't that ignorant, aaah but, if there's no free will, that'd be a little, I mean, uuuuuu, nnnnuuuuuuu, muuuuuuuaaaaaaaaahhhh...!!"""
,"As he crossed his arms, nodding, someone knocked on the door. George was suddenly brought back to reality."
Ushiromiya Rudolf,"""Hey, George-kun. You alright? Got a stomachache or something?"""
Ushiromiya George,"""Ah, ahahahaha, Rudolf oji-san...! It's alright, I'm fine! No need to worry, ahahahahahaha...!"""
Ushiromiya Rudolf,"""Really...? That's good then. But you know, you're straining yourself way too much. Your ass'll burst."""
,"Rudolf washed his hands, laughing cheerfully, and left."
,"...George knew that the most embarrassing part hasn't been overheard, and he patted his chest, feeling relieved..."
Ushiromiya Rudolf,"""Kyrie, isn't Rosa here yet?"""
Ushiromiya Kyrie,"""Not yet. She's pretty late."""
Ushiromiya Rudolf,"""It's a good thing the weather's delaying our flight. If the schedule had gone on normally, she would've missed the plane. What would she have done then?"""
Ushiromiya Kyrie,"""...Rosa-san is an adult now. She'd manage it somehow. No matter how old they get, older brothers always treat their younger sisters like children."""
Ushiromiya Battler,"""Dad's always a kid, no matter how old he gets."""
Ushiromiya Rudolf,"""What'd you say? If I'm a child, that'd make you a baby. Come on, Battler-chan, up ya go~!"""
Ushiromiya Battler,"""Stop it, that tickles, wahahaha, stooop!"""
Ushiromiya Kyrie,"""You look more like two bratty friends than a father and son. ...Look, she's here."""
Ushiromiya Hideyoshi,"""Ohoooooooooh!!! If it isn't Rosa-san! Maria-chan, long time no see!!"""
Ushiromiya Maria,"""Long time no see-! Uu-!"""
Ushiromiya Rosa,"""Maria! Shouldn't that be 'It's good to see you again'? Greet Hideyoshi-san properly."""
Ushiromiya Maria,"""Uu-. It's...good to see you again..."""
Ushiromiya Hideyoshi,"""There you go! Well said! How about some candy as a reward?! ......Oh, huh? Where'd I put it..."""
Ushiromiya Kyrie,"""Rosa-san, it's good to see you again. It's good to see you too, Maria-chan."""
Ushiromiya Rosa,"""It's been too long, Kyrie nee-san, Hideyoshi nii-san. ...And, ......oh my, Battler-kun?! Look how big you've gotten...!"""
Ushiromiya Battler,"""Ah, come on, hahaha... It's embarrassing hearing that from every person I meet...!"""
Ushiromiya Rudolf,"""Hey, Rosa. You're late. If the plane was on time, you'd barely have made it..."""
Ushiromiya Rosa,"""I'm sorry. We had some trouble making our train connection. So, are we waiting on the weather again?"""
Ushiromiya Eva,"""Oh, don't complain. I much prefer the 30 minute plane trip to spending six hours bouncing about on a boat. Even if we're kept waiting here for an hour, it's still much faster overall."""
Ushiromiya Battler,"""Is that Maria...? You sure have gotten big... She's at that growing age..."""
Ushiromiya Rosa,"""You last met her six years ago, right? A lot has changed. Women are animals that are born again in only one day when they have a change of heart."""
Ushiromiya Maria,"""......Uu-?"""
,"Maria noticed a big man who she didn't remember mixed among the relatives, and hid behind Rosa's back, glaring at Battler."
Ushiromiya Rudolf,"""Hey, Battler, say hi. The last time you met her, she was just three years old, so this is just like a first meeting."""
Ushiromiya Battler,"""She wouldn't remember if she was 3! Hey Maria, long time no see. You sure have gotten big!"""
Ushiromiya Rosa,"""Maria. This is Battler onii-chan. Rudolf oji-san's son. ...Understand?"""
Ushiromiya Maria,"""............The brother's son is... The brother is the son... ............?? ......Uuuu---!!"""
,"She was obviously on her guard. After all, it would be no surprise if she found it frightening for a large guy like Battler to suddenly start speaking frankly to her."
," Battler noticed that as well, and thought of various ways he might approach her."
," Then, he noticed the sweet she had in her hand."
, It was the jack o'lantern sweet that Rosa had bought for her.
Ushiromiya Battler,"""I see, it's October, so that must be for Halloween. Ihihihi, if you don't give me sweets, I'll play a prank, ri~ght?!"""
,"If you try to snatch a sweet away from a small child, normally, you'd expect them to cry and start a fuss."
," The adults thought that method wasn't good, but surprisingly, Maria looked pleased, her face splitting into a wide grin."
Ushiromiya Maria,"""Halloween, Halloween!! Look, Mama, Battler also knows about Halloween, look, look!!"""
Ushiromiya Rosa,"""Hey, call him Battler onii-chan! Sorry, Battler-kun."""
Ushiromiya Battler,"""No, no, don't sweat it. Please call me Battler. Because I'll also call you Maria. Look, Maria, it's Halloween! If you don't give me sweets, I'll play a prank~!!"""
Ushiromiya Maria,"""If you don't give me sweets, I'll play a prank~!! Kyahahaha, Kyakkya!!"""
,"From inside her purse, Maria picked out a jack o'lantern sweet similar to the one she had in her hand and presented it to Battler."
, It seemed that Battler accepting it was enough to confirm their friendship.
, The adults were amazed at how the children had established communication with each other.
," To Maria, who had been complaining that she wanted to have a Halloween festival, it must have felt like Battler was a friend, since he knew about trick or treat."
," Her defensive posture from before was completely gone. Now, she was all merry, as though they been friends for decades."
Ushiromiya Battler,"""That's right, in Japan, Halloween is a minor event. You oftenly see people marching in costume parades on the news from overseas, but I've never seen it in Japan."""
Ushiromiya Maria,"""Maria wanted to wear a costume too. Wanted to say 'If you don't give me sweets, I'll play a prank' with all the cousins wearing costumes..."""
Ushiromiya Battler,"""I see, I see. Next time, let's do it together! What would you like to dress up as?"""
Ushiromiya Maria,"""A witch!! Beatrice!"""
Kumasawa Chiyo,"""Oh, Milady, what are doing in such a place? Madam was looking for you."""
Ushiromiya Jessica,"""I don't want to be found, that's why I'm in this place. ...At any rate, I'm sure she only wants to scold me, like 'is your appearance alright?' and 'watch your language'."""
Kumasawa Chiyo,"""Hoh-hoh-ho... Without a doubt."""
Ushiromiya Jessica,"""......You know. When the day of the family conference comes, for some reason, I feel uneasy about this witch."""
Kumasawa Chiyo,"""Hoh... Why do you say that again...?"""
Ushiromiya Jessica,"""The family conference is the day when everyone related to Grandfather gathers. ......I hear that this time, Battler will also come after being away for six years. ...Something like that. I always wonder about whether some 'relative' who hasn't shown themselves for several decades might unexpectedly appear."""
Kumasawa Chiyo,"""............Hohoh. Could a relative like that exist...?"""
Ushiromiya Jessica,"""It's Beatrice-sama. ......Nobody knows her background. Could she be Grandfather's mistress from long ago? ......Maybe her descendants will unexpectedly appear and tell us to return the gold we were granted or something, right?"""
Kumasawa Chiyo,"""Hoh-hoh-hoh-ho... Krauss-sama and the others will probably have a discussion about the Master's inheritance problem this year too. ...So, if they get excited with that talk of the witch's gold, it would be just natural if the witch who gave out the gold came soon herself, right?"""
Ushiromiya Jessica,"""Kumasawa-san, you know, ...you're very busy with retiring and your work and all, but you've been here as long as Genji-san, right? ......You know more, about Beatrice, don't you?"""
Kumasawa Chiyo,"""......Well, I wonder. Hoh-hoh-ho... Even if I try to remember, this old woman here can't even recall what she had for breakfast this morning..."""
Ushiromiya Jessica,"""Kumasawa-san, you're always escaping with those excuses, but you know something, right? Sometimes you feel kinda devious, like you know something and you're laughing behind our backs, right?"""
Kumasawa Chiyo,"""Hoh-hoh-ho..., that's harsh. ...I don't have any secrets. ......The only thing I can say is that Beatrice-sama is the Golden Witch, and that she is the other master who controls the night of this island."""
Ushiromiya Jessica,"""That's second-hand talk from Grandfather. It must be a pain to go along Grandfather's tales, even though you get paid."""
Kumasawa Chiyo,"""......But, I can say this much."""
Ushiromiya Jessica,"""...What?"""
Kumasawa Chiyo,"""......In ancient times, Rokkenjima was feared, and called 'Azukishima' (Azuki Bean Island). The 'Azuki' is said to be a mispronounced form of 'Akujiki' and in fact it was called 'Akujikishima' (Evil Appetite Island). That is what is told among the fishermen."""
Ushiromiya Jessica,"""I've also heard that. It's that story about, since there are lots of sunken rocks and shipwrecks around here, the fishermen got afraid and unreasonably didn't approach here, right?"""
Kumasawa Chiyo,"""......Evil spirits settled down in Akujikishima and continued to eat the souls of people since ancient times. ...There were lots of people related to this island who were dispossessed of their lives."""
Ushiromiya Jessica,"""And then, a traveling mountaineering ascetic or someone built that shrine, reposed the souls and settled them there, wasn't it? ...What a shady story."""
Kumasawa Chiyo,"""That shrine for the repose of souls was destroyed by an eerie violet thunderbolt this summer, which tore up the darkness of the night..."""
Ushiromiya Jessica,"""Kumasawa-san, you really like those stories. I'll admit that it'd be pretty eerie for a shrine for the repose of souls to disappear with a thunderbolt. But, well, it was all worn out from the start. I wonder if it wasn't just carried away by some large wave. Hahahahaha."""
Kumasawa Chiyo,"""The evil spirits of Akujikishima woke up from their sleep, and summoned Beatrice-sama. .........If Beatrice-sama happened to come for the family conference..."""
Ushiromiya Jessica,"""If she happened to come...?"""
,"Kumasawa kept silent for a moment there....To Jessica, who wanted to press her to keep going, it was an eerie silence."
," When Kumasawa realized she was scaring Jessica with her silence, she grinned broadly."
Kumasawa Chiyo,"""Well now, I wonder what would happen. Hoh-hoh-hoh-hoh-ho..."""
Ushiromiya Rudolf,"""Whoa, isn't that wonderful."""
Ushiromiya Kyrie,"""Isn't it? Isn't it useful for your work to enrich your heart and have an elegant time every once in a while...?"""
Ushiromiya Rudolf,"""I think so. The heart and the wallet must be rich. Got it, I'll keep that day open. Please, make the reservations."""
Ushiromiya Kyrie,"""Understood. Absolutely."""
Ushiromiya Rudolf,"""Yeah, I'm counting on you. I love you, Kyrie."""
,"After kissing the receiver, Rudolf hung up."
,"...Before his seat, there are many executives with their sleeves rolled up, eagerly awaiting the end of that phone call."
Ushiromiya Rudolf,"""I'm sorry for making you wait. Did the contact from America come?"""
,"""Yes. It's from the lawyer Dale Watanabe on the external line. I'll transfer it."""
Ushiromiya Rudolf,"""......Overall, how do you feel about the situation?"""
,"""That is, well, ......it seems one thing is not favorable. It seems the other party doesn't plan to withdraw from the trial at all."""
Ushiromiya Rudolf,"""......Looks like we can't fool 'em after all. Ahaha... Please, transfer it here."""
,"""Understood. Immediately."""
,The executive ordered that the external line be transferred to the secretarial office. 
Ushiromiya Rudolf,"""Hello. 'Hello, hello'! Sorry for the wait, Ushiromiya speaking. Thanks, thanks. How is it going over there?"""
,"""'Hello', President Ushiromiya. Let's skip the greetings and go right into the main question. I have good news and bad news, which one shall we start with?"""
Ushiromiya Rudolf,"""...The bad news can go first. I can't fight if there's no dessert."""
,"""Understood. The bad news is that the other party has started preparations to prosecute our party. Just a few days ago, a similar trial resulted in a judicial decision where the plaintiff won. The defendants were also arguing with roughly the same arguments we'll allege, but they were rejected in everything."
," I'm afraid to say it, but if we face the courtroom as we are now, the probability that our allegations will be rejected is extremely high."""
Ushiromiya Rudolf,"""...So that other trial was a disaster. ......Even though I was thinking that their conditions were more favorable than ours. That's tough, huh. Then, what about the good news?"""
,"""I managed to get in contact with the executives of the other party. I explained to the other party the situation we are in, explained that we have no intentions of violating the other party's brand image, and I managed to get their understanding."
," The other party will offer us conditions in a few days, and if these are carried out, they promised to withdraw from the prosecution. This is their proposal according to the number 2 man on their board of directors."""
Ushiromiya Rudolf,"""Your impression?"""
,"""Honestly, I expect the conditions will be extremely severe. We assume that changing the company name and the brand name will be inevitable. Where we do have margin in the negotiations is the amount of settlement money, the appearance of a public apology on a major newspaper, and the amount of time needed to carry out those things."""
Ushiromiya Rudolf,"""These guys are simply and indirectly telling us to go bankrupt."""
,"""The other party, in the recent years, just changed to their second president and the groundwork is not finished yet over there. If we resist until the bitter end, they fear that the forces who want to go against the current president wouldn't hesitate to do some work in favor of the enemy."
," Hence, it seems the big shots of the other party want to settle this matter as fast as possible too. Hence, for the sake of a quick settlement, maybe we still have enough leeway to pull for some mitigation of the conditions."""
Ushiromiya Rudolf,"""At any rate, will an absurd amount of money be necessary?"""
,"""You need to be prepared for that. And even so, it would be much cheaper than disciplinary compensation."""
Ushiromiya Rudolf,"""Thank you very much. If there's any more progress, please contact me. You have a high salary, so no idle gossiping around. Hahahaha. 'Thank you, thank you, goodbye'."""
,Rudolf hung up the phone.
, It seemed that the executives sitting at the reception seats could guess about the contents of that discussion.
Ushiromiya Rudolf,"""......So you heard it, you rascals. Well, you get the point. As long as we get the money, they will forgive us. After that, we should make only the amount of money the point at issue."""
,"""But, President. The supposed sum for the settlement that Mr. Watanabe indicated is too much. We don't have that much of a margin...!"""
Ushiromiya Rudolf,"""When we knew it would become like this, we started the diversifying, didn't we...!"""
,"""The calculations were that we could escape the capital crisis if we were able to endure for three years. ...It can't be, to be stabbed here..., really, we're in no position for that...!"""
Ushiromiya Rudolf,"""I guess we fell at the 'step' of the 'hop, step, jump'. I could cry."""
,"""We have no choice but to draw the money from the main bank."""
Ushiromiya Rudolf,"""Banks are no good. They only bet their money on winning horses. ...The situation is getting better, but we can't show weakness to the banks."""
,"""......President. Do we have any funds which are unaccounted for? Funds that are out of our grip?"""
Ushiromiya Rudolf,"""Stop that. Do I look like that kind of man? The contents of my wallet are all exposed to you guys, alright? The account books over there show all that our company has."""
