Speaker,Original Witch Hunt (OG)
Ushiromiya Rosa,"""..............................Did you get back on good terms with your wife?  .........Looks like you've started to dislike being separated."""
,"""I don't want to talk about my wife.  Just like you don't want to talk about your daughter."""
Ushiromiya Rosa,"""......I'm sure you think single women with children are a pain."""
,"""I have never said anything of the sort before."""
Ushiromiya Rosa,""".........Whenever someone finds out I have a child, they desert me.  ......Even if I tell them not to worry about paying that child's living expenses, they all desert me.........And I, ...thought you would understand about my daughter, .........but it looks like you really don't like single women with children......"""
,"""That's not what I'm saying.  I haven't started to dislike you, Rosa-san.  I'm just trying to tell you to take better care of our daughter, which you should wish for yourself, so I don't want you to hurt yourself by lying to your daughter.  That's all I'm saying."""
Ushiromiya Rosa,"""Liar!!!  I've just become a burden for you, right?!"""
,"""That's not what I'm saying...!"""
Ushiromiya Rosa,"""No, I know, I understand.  After being abandoned so many times because of that child, I know, I can tell by your mood, yes, you're already like the other men!!  You don't want a woman with a child, you don't want a divorcee, because that's a pain!!"
Ushiromiya Rosa,"You don't want to become the parent of a child made with another man, right?  Yes, that's right, I re-ally get it!!"
Ushiromiya Rosa,"  I once went out with a man with children, so I re-ally understood that feeling...!!  So, ......I believed that I would be able to be together with you, a person who understood about my daughter!!"""
Ushiromiya Rosa,"""Gwah!!  *cough*, ......*cough*............That's right......  You were, ......always in the way......"""
Ushiromiya Maria,"""........................nn."""
Ushiromiya Rosa,"""......If only you weren't there, ......I would have been able to grasp my happiness as a woman long ago......  Because you exist, ......you were always in the way of my happiness......"""
Ushiromiya Maria,"""............Ma...ma........."""
Ushiromiya Rosa,""".........Even I didn't want you to be born...  No, that's not it.  ......I thought I might be able to build a happy family together with you.........But that guy disappeared right before you were born.  He said he'd build a warm family with me...he tricked me...and disappeared from my sight for all eternity...!!"
Ushiromiya Rosa,"Only you were left.  No love or memories or anything remained!!  Where did that man go?  He probably just turned my days with him into a warm memory, and met with a new love.  And this time, he might have been able to create a happy family...!!  And me?!  I have you!!  I can't even look for a new love!!"
Ushiromiya Rosa,"Men can go between women as they like and brag about it!  But for a woman, for me!!  I have you!!  I had you as a stone weight, and because of you I can't search for romance, I can't get love, and I can only live alone!!"
Ushiromiya Rosa,"No, I wasn't even allowed that, I wasn't even allowed a night to drink myself drunk all alone!!  Who are you?!  Who?!  You made my life a waste, and won't even let me have a new life...just who are you to my life?!  "
Ushiromiya Rosa,"Die, disappear, I've hated you since the time you were born!!  I've hated you since the time you were in my womb!!!  I've been doing my best to act like a good mother so that I'd be accepted by the outside world."
Ushiromiya Rosa,"  Yes, I've done my best!!As I watched other women of my generation praise being single, sometimes playing with passion or even being joined with someone in love, I was stuck being both a mother and a woman...!!  Who ever showed appreciation for my efforts?!  No one admired me, no one praised me!!"
Ushiromiya Rosa,"I got what I deserved?  Secondhand goods?  Divorcees should die?  You don't want anyone who's not a virgin?!  I'm the one who doesn't want anything to do with you, you damn inexperienced virgin brats!!!"
Ushiromiya Rosa,"  I was so desperate, I probably looked like a easy woman to you...yes, I was desperate!!  You probably couldn't imagine how desperate a woman like me, who's still at the age where she wants to know love, was...when I realized that my time was being filled with work and caring for my child so that I would probably grow old and end my life still like this!!  "
Ushiromiya Rosa,Of course I hate your real father too!  But we both share the blame for bringing about that catastrophe.  I myself might have been persistent enough to make him run away!
Ushiromiya Rosa,"  But the catastrophes after that were all your fault!  When did I ever scold you for that?!  Never, riiiiiiiight?!"
Ushiromiya Rosa,"The day after one man left me, when I wanted to drink myself dead drunk, was Parent's Day at your school!!  When I tried to hide my tear-stained eyes with heavy makeup, the way I felt when you said something off the mark and the whole class laughed at you, is something that not only you, but probably everyone in the world couldn't understand!!"
Ushiromiya Rosa,"  I hate you, loathe you...!!!  And until now, I've never really loved you even once!!!  Whhaaaaaaaaaaaaaaaaaaaaaaaaaaaaaooooooaaaaaaaaaaaaaaaaaaaaaaahhhhh!!!"""
,Maria's face was still stiff......
,"If the words really had been blades, ......Maria's whole body would probably be stained red with fresh blood by now."
,"Even after gaining the power of a witch and resolving herself to take revenge for Sakutaro, ......she couldn't stand these curses coming out of her mother's mouth..."
Ushiromiya Maria,"""............Ma.........ma..............., .....uuuwau......, uuuuuuuuuuuuuuuu!!!"""
{f:5:Beatrice},"""Ugly.  Aaaaaaaahh, how ugly is a woman drowning in lust...!!  This is this woman's true nature!!  Even I, as a witch who has explored the depths of evil, find this most difficult to watch!!"
{f:5:Beatrice},"Aaah, MARIA, now is the time to part from her!!  Smash the ugly lump of meat that calls herself your mother...!!  It would be pointless for your pure soul to be bound by the chains between mother and daughter any longer!  With your own hand!  Release your own soul now!!  You have now gained the tooth and claw to protect yourself!!"""
Ushiromiya Maria,"""Uuuuuuuuuuuuuuuuuuuu!!  Now you'll learn the pain Maria had to go through...!  Now I'll take revenge for those painful days...!!!"""
Ushiromiya Rosa,"""Ahhahahahahahahahaha!!  Aren't you the one that's been hurting me?!  I'm the one who wants revenge...!!"
Ushiromiya Rosa,"  I should have done that before you were born!!  If only you hadn't been born!!  Disappeeeeeeeeeeeaaaar, woooooooooooooaaaaaaaaaaaaaaaaaaaaahhhh!!  "
Ushiromiya Rosa,"......Gagyah."""
,"As Rosa howled, in a way that can only be described by the word *splat*, her upper body was crushed, and in an instant, was turned into something similar to a wrung, bloodstained towel."
Ushiromiya Maria,"""Be crushed.  Can't forgive, ......can't forgive...!!"""
{f:5:Beatrice},"""Kuhhahhahha......!!  You filth.  That form suits you...!"""
,"......Even though Rosa's waist and below was standing normally, just the upper half of her body was pinched, and that extreme difference was bizarre."
,"Then she fell over, but the instant she fell, her body was restored."
Ushiromiya Rosa,"""*cough*cough*!  *cough*!!  .........Die, you.  ......Kuhhihihhihhihhi......!"""
{f:5:Beatrice},"""Come, Maria.  Is this the limit of your anger and sadness?  Now is the time for revenge!  Time for the settlement of anger and sadness...!!  "
{f:5:Beatrice},"Hit her, spit it out!!  Push out all of the wedges driven into your chest, and fling them back!!!"""
Ushiromiya Maria,"""Uugaaaaaaaaaaaaaahhoooooooooooooohhhh!!!"""
,Maria's howl was adorned with the ugly sound of flesh and bone being crushed at the same time...
,"As Rosa, who had foully insulted Maria, lay spread-eagled, a neat, perfect circle was cut out of her chest and crushed, as though her chest had been trampled by an invisible elephant."
,Her heart and her lungs and her ribs were trampled so mercilessly that they were completely indistinguishable.
,......That might have symbolized the pain in Maria's heart up until today.
{f:5:Beatrice},"""So, Maria.  Are you satisfied with this?  Can you forgive your mother's sin?  Or not?  Innocent?  Or guilty?!"""
Ushiromiya Maria,"""Can't forgive!!  Still can't forgive!!  Mama is guilty, guilty guilty guilty, can't forgive!!!"""
{f:5:Beatrice},"""Certainly, how could your days of bitterness be equal to this level of punishment?!!  Know it, Rosa!  Come, try to remember, what form did you have?!  Revive in order to be killed!!  Be killed so that your sins can be purified, over and over!!!"""
,"When Beato waved her cane, the body was restored again, and Rosa sat up, coughing violently in apparent pain..."
,"And once again, she spat out curses rejecting Maria."
Ushiromiya Maria,""".........You aren't Mama.  You're a witch, a witch tormenting me and Mama!!  I won't forgive you just because you look like Mama!  Won't forgive you!!"""
Ushiromiya Rosa,"""......Aren't you the witch......?  You're always reading creepy books and playing witches...!!  You're the one that should disappeeeeeeeeeeeear!!  Because of you, even I'm treated like a weirdo!  Because of you, because of yooooooooooooouuuuuuu!!!"
Ushiromiya Rosa,"  If only you hadn't been born!!  Don't be born...!!  I hated you since before you were booooooooooooooooorn!!!"""
Ushiromiya Maria,"""Uwaaaaaaaaaaaaaaaaaaaaahhhh...!!!"""
,.........Maria screamed.
,"Was she unable to bear her anger and sadness?Or else, was she taken over by an indescribable emotion......?"
,It was surely...a cry of hopelessness.
,"And yet, it was a reality that had to be accepted."
,Maria knew.She knew that she was thought of as a burden.
,"But even though she herself had known that, she did not believe it."
,"She had believed that her mother loved her, and had done her best to positively interpret several events that could have made her doubt this...trusting and clinging to her mother's love."
,"But, .........she had no one except Mama."
,"Even so, she really did like Mama, ......and wanted to return to the days when she had believed that Mama loved her......"
,So she howled...
,She brought everything to nothing.She didn't accept it.  She denied it.
,"She denied the black witch that had made her mother say things like that, and, .........the part of herself that couldn't forgive that mother......!!!"
,But she couldn't deny it!
,"This is reality, fact, truth, the answer."
,"Without any mistake, this is certain, ......reality!!"
,Maria turned Rosa into a lump of meat over and over.
,"Over and over, in the dark world that reflected her heart, the ugly sound of flesh and bone being torn apart, which would make one want to cover their ears, rang out......"
,"Each time, Beatrice revived Rosa."
,"She dragged her back into the world of endless torture, which could not be escaped from even by death."
,This was the true deepest hell that the Endless Witch Beatrice could create.
,"However, this world was not made endless by Beatrice's will."
,"......Because every time Rosa turned into a lump of meat, she asked the same question to Maria."
{f:5:Beatrice},"*cackle*cackle*!  Are you satisfied, MARIA?!  Can you forgive your mother with your anger?!"""
Ushiromiya Maria,"""How could I forgive her, how could I forgive her!!  Won't forgive, won't forgive!!  "
Ushiromiya Maria,"Teach you all of Maria's pain...!!  Teach you much, much more...!!  Still not enough, not close to enough...!!  Since I was born, since before I was born...!!  I just can't erase the anger and sadness that have been scorned since then......!!"""
Ushiromiya Rosa,""".........Fuhi, hahaha............I hate you, haaate you...  Fuhihiha, haha......"""
Ushiromiya Maria,"""Ugaaaaaaaaaaaaaaaaaaaaaaahhh!!!"""
,Revive over and over again.Return to a meat lump over and over again.
,"In various ways, she crushed, smashed, beat, tore to bits.Flying blood spatter and flesh turned the once pitch-black world into a world with mixed red and black."
,Maria's anger still hadn't calmed down.
,It was as though she was spitting out all of the suppressed rage from the time of her birth until today.
,If that all became poison to her heart...
,Then would the repeated murder of her mother purify her soul...?
,"Would even this wasteful murder save her soul, at least a little bit......?"
,"This endless torture...might have become a slight diversion from her sad, unrewarded life."
,"After all, ......it seemed that she had finally been able to regain her smile."
Ushiromiya Maria,"""Learn it!!  You, the source of Maria's unhappiness!!  Learn it!!  Learn that my pain is greater than this!!  Kihhihihahhahahaha!!  "
Ushiromiya Maria,"What's wrong?  Why'd you stop laughing?!  Try and laaaaaaauuugh!!"""
Ushiromiya Rosa,"""......Fuhi, fuhihihi......  Gyack...!!!"""
,"Half of her skull collapsed.Eyeballs flew out, and black cranial fluid gushed.Fragments of teeth scattered."
Ushiromiya Maria,"""Come on, revive...!!  Try and laugh...!!  Come on, come oooooon!!!"""
Ushiromiya Rosa,""".........Ihi, ......ihi.  ......Gyaggh!!"""
,"Her whole chest along with her ribs turned inside out, exposing her filthy innards."
,"All of them writhed, looking like an impure creature."
Ushiromiya Maria,"""Come on come on come on!!  Revive!!  Can you still laugh?  Can you still laugh?!  Kihhihihihihi?!"""
Ushiromiya Rosa,"""....................."""
,Rosa couldn't let out a laughing voice anymore.......But her face was laughing.
,"It was filled with a twisted laugh, which was covered with a malice that rejected her unwanted daughter."
,"I erased that laughing voice.Next, I'll erase that laughing face."
,"I'll erase it, I'll crush it, I'll tear it to bits...!!"
Ushiromiya Maria,"""Laugh, try and laugh, Mama...!!  Kihhihihihihhahahahahahahahaha?!  What's wrong, Mama, let's wake up, read a picture book, and go take a walk...!!  Let's say we love each other, make a promise for next Sunday, let's go shopping, let's go to the movies...!!  And of course you'll break that promise!!"
