Speaker,Original Witch Hunt (OG)
Ushiromiya Battler,"""Ihihihihihihihahahahahahahahahaha!!"""
,"Ange, who stood stunned beside them, wasn't visible to their eyes."
," They guffawed, overcome with laughter. Then, right in front of Ange, they started joking and complimenting each other on their kills so far."
," The three hideous faces......the faces of her family......made Ange want to cry and vomit at the same time, and she felt as though she would suffocate."
," Ange dashed away, covering her mouth."
, She wanted to escape the disgusting laughter coming from her beloved family as soon as possible.
," Then, she slipped and fell face-down in a puddle of mud."
, Ange didn't try to get up.
," In fact, she instead chose to cover her ears to block out the disgusting laughter that she could still hear."
," As she did, ......from the shadows of the fences and bushes in this inky-black rose garden......several dark things slipped into sight."
Ushiromiya Ange,"""............?!?!"""
,Ange looked around herself in surprise......to see that eerie black shapes had appeared from all over the garden...and were slowly surrounding her.
, It was......a crowd of people with goat heads.
, Their outfits were all different.
," Some wore suits, while others were dressed casually. However, all of them were covered with darkness, and all of them had goat heads."
," Ange, bewildered, accidentally let her hands fall from her ears."
," By now, she couldn't hear that disgusting laughter."
," However, in their place, ......she could hear the words spoken by the goats."
,『.........Kyrie and Rudolf are...the culprits.』
,『Battler is the culprit......Battler is the culprit......』
,『......Battler culprit theory. Battler's family culprit theory......』
,"As the goats continued to mumble in eerie voices, ......they surrounded Ange and began to draw nearer."
," They all pressed around her, each of them speaking of Ange's family as the culprits......"
,".........At first, everyone had joined in on the Eva culprit theory."
," The sole survivor from Rokkenjima had gotten almost all of the wealth to herself, so the theory was only natural."
, Why was Ushiromiya Eva the only one who escaped to Kuwadorian? And why did she refuse so stubbornly to talk about what happened that day? 
,It was decided that the Eva culprit theory explained all of this.
," However, when Eva died of illness, and people learned that all the vast wealth she had created by unscrupulous means would go to Ange, public opinion...or rather, the Forgers...created a new culprit theory and spread it around."
, This was......the 'Rudolf's family culprit theory'.
," If it was normal for everyone to come to the family conferences, why was Ange the only one who didn't come this time? "
,Did Rudolf's family have some reason for not bringing the young Ange with them? 
,"They did take Battler, but he wasn't Kyrie's son."
," Then, when it was revealed in some magazines that Kyrie's family had close ties to a massive gangster organization, all eyes suddenly gathered on Kyrie herself."
," Then, the truth was also laid bare about how Rudolf had made a killing out of fraudulent business practices, and almost immediately, the couple became thought of as the most suspicious people on the island."
," Hideyoshi and Eva's company might have been rough, but at least it had operated within the law."
," However, the more Rudolf's company was investigated, the more dirt was dug up."
," Furthermore, trouble surrounding some party tickets from the time Rudolf and Kyrie were students was also testified to, and it was clear that they were far more suspicious than Eva's family."
," And so, in a flash, ......the 'Rudolf's family culprit theory' expelled the other conspiracy theories, including the Eva culprit theory, and reigned as the greatest of them all."
,......It wasn't really because it was more plausible than the Eva culprit theory.
, They had just gotten bored of the old theory and wanted a new sensation......
, The goats seemed to bend and undulate.
," The sky rapidly turned white, ......becoming a ceiling lit by fluorescent lamps."
," The goats had changed completely, ......becoming the shapes of girls......wearing goat masks."
, All of the girls were wearing the same clothes.
, It was a uniform. ......The uniform of Saint Lucia Academy.
,『......Did you hear the real culprits were Rudolf and Kyrie?』
,"『Oh, I heard that! Yeah, I knew there was something suspicious about them leaving their kid behind!』"
,『Didn't Ushiromiya Eva say herself that she was poisoned to death?! Isn't it obvious who was behind that?!』
,"『Must be nice for her. She gets her whole family's riches all to herself, right?』"
,『I always knew the 'Rudolf's family culprit theory' was right!』
,"『Hey, don't you think there's something strange about Ushiromiya-san?』"
,『*whisper*whisper*whisper*.』
,『*giggle*giggle*giggle*giggle*.』
,『Rudolf and Kyrie are culprits.』
,『Isn't Battler a culprit too?』
,『Rudolf's family culprit theory!』
,『Rudolf and Kyrie are culprits!』
,"『They tried to get the family wealth all to themselves, but Eva killed them back and they failed-』"
,"『But in the end, Ushiromiya Ange gets everything anyway, doesn't she?』"
,"『Rudolf and Kyrie are the culprits, of course!』"
,『Rudolf's family culprit theory!』
,『Rudolf and Kyrie and Battler are the culprits!』
,『Rudolf and Kyrie and Battler are the culprits!!』
,"『They're saying your family were the culprits, Ushiromiya-san!』"
,"『What do you think of that? Hey, what do you think?!』"
,"『But in the end, you get all the family wealth to yourself, don't you?!』"
,"『Even at the end, Ushiromiya Eva never told you anything, right?!』"
,『I always knew there was something wrong with that girl!』
,『This also explains why Eva hated you so much!』
,"『Hey, hey, say something, tell us what you think!』"
,"『She really is a creepy kid, isn't she?』"
,"『At least say something about what you think of this theory, creep!!』"
,"A blade of air swept over me as I crouched down, holding my head."
," In a flash, the illusion of girl students with goat heads that surrounded me shattered."
,"......I was curled up in a puddle in the rainy rose garden, surrounded by goats."
," But then, those goats were also sliced in half, and the upper halves slid to the side."
, It was like seeing a master swordsman slicing through a stick of bamboo.
,"{a:c: ""This way......!""}"
,The voice came from......that black cat. The black cat with the bell that had guided me here.
, Incredible that it can talk...... But that doesn't matter now. I dashed after it.
, The goats shrank back.
, A hole opened up in the encirclement. The black cat dashed through it.
," As I hurried through it, the goats began to chase after me."
, Countless heavy footsteps thundered behind us.
Ushiromiya Ange,"""Wh, ......where are we running to, Mr. Cat...?!"""
,The cat ignored my stupid question.
, Where are we running to? It's obvious. As far away as we can make it.
," However, there was an unbelievable number of goats."
," It wasn't just the group chasing us. There were probably goats hiding throughout the rose garden, and everywhere we went, a group of them would appear and block our path."
," Each time we bumped into them, we ran down a different path in this maze of a rose garden."
," So, I didn't even know which direction we were running in anymore."
," It couldn't be... We aren't running around in circles inside a massive crowd of goats, are we...? "
,"When we ran into the arbor once more, I learned that my fears were justified."
," The four paths that led from the arbor were all blocked by a crowd of goats. Of course, the path we had come down was also blocked by our pursuers."
," There was nowhere to go to, nowhere to return to. ......We were finally...trapped......"
Ushiromiya Ange,"""M, Mr. Cat, ......what should we do? W, we're surrounded......!!"""
,"""............"""
,"The black cat glared at the goats that surrounded us, standing on guard."
, It's...all over for us......
," At that moment, I found myself floating in the air."
," A massive arm, large enough to crush my entire head, had grabbed my collar from behind."
," Before I could even think to cry out, ......I saw, right in front of my face, a pair of strangely glowing red eyes, and a massive mouth with jagged teeth and a foul breath."
," The mouth...opened wide... and, as though it was a separate creature, ......a bizarre tongue stuck itself out."
," Then, ......it spat words at me."
,"『.........Rudolf, Kyrie, and Battler are the culprits...... ......Rudolf and Kyrie played dead, and Battler lied when he inspected them...... Then, one of the parents carried out the murders until the second twilight and hid under the bed in Natsuhi's room. ......Battler killed Shannon, and then assisted in the murders in the guesthouse. ......The other parent carried out the guesthouse murders...... This is......the truth.........』"
,"Then, ......that gaping, smelly mouth......slowly began to close over Ange's head......"
,"""Counter. ......{p:2:It's possible to form a logical theory other than the 'Rudolf's family culprit theory'.}"""
,"A blue flash......sliced off the top of the mouth that was trying to eat Ange's head, sending it flying."
," I fell into a puddle, along with the goat that was still grasping my collar, though there was nothing left of it above its chin."
," Without any hesitation, ......the goats stretched out their thick arms, as though this was their chance to snatch this prey for themselves...and they rushed towards me. All of them spoke in unison."
,『{p:2:Everything except the Rudolf's family culprit theory is impossibllle.........Absolutely impossibllle...!!}』
,"""{p:1:It's possible to form a logical theory other than the Rudolf's family culprit theory. {p:2:For example, a theory with George's family as the culprits is possible.}"""
,"A red flash and a blue line became blades of wind that passed over my head, doubly slicing the arms of a goat that tried to pick me up."
," I think the next goats dashed, not towards me, ......but towards the black cat that was protecting me from behind."
," As I sat on my butt, staring up at the rainy night's sky, the massive goats were in the air right above me, fighting the black cat...or someone."
,"『{p:2:George's family culprit theory is impossiiible! George can't kill Shannnnnnon!! So he can't be a culprit, and he can't faaaake when checking corpses!!!}』"
,"""{p:1:No, it is possible. A 'culprit' is defined as 'one who murders'. It never says that they have to murder someone who appears in the story. ......In other words. If George committed murder outside the island, sometime before this crime, he could be a 'culprit' without killing anyone on the island, and it would be possible for him to lie.}"""
,The deep-red curves cut by the swings bit into the goat.
," Its massive body was knocked into the air......became a bunch of about seven logs of flesh, and was thrown into the rose bushes."
," This time, the terrible force of the attack shocked the goats. They faltered, shook, stepped back."
,"......Finally, I understood."
," That red slice. ......It had come from a weapon that could draw red slashes...no, it also drew blue slashes just a second ago. A massive scythe that could speak both types of truth, red and blue, at will."
," I looked up at the sky, ......then let my head hang down backwards."
, There was no black cat there.
, It was a girl......holding a large scythe......
Furudo Erika,"""How's that? This level of reasoning is possible for Furudo Erika."""
,"When the crowd of goats recognized the girl who called herself Erika, ......a stir passed through it."
, It was clear that this person had enough of a reputation to make them tremble.
," Erika lifted me up, flew into the air, and landed on top of the arbor."
," Then, she let go of me and, still wielding her scythe, made an elegant curtsy to the crowd of goats surrounding us."
Furudo Erika,"""This is probably the first time most of you have met me. Allow me to introduce myself! Pleased to meet you, everyone! I'm Furudo Erika, the detective!"
Furudo Erika," ......Let's have the blockheads who can only think of the Rudolf's family culprit theory step down! If anyone thinks they can counter my argument, please feel free! Of course, I won't be holding back either!!"""
,"The goats all howled at once. It seemed to be a cry of shock, of fear, or possibly of wonder."
," The goats surrounded the arbor...chattering, but not moving any closer."
," None of them had the courage to stand against this detective, this Witch of Truth called Furudo Erika..."
Furudo Erika,"""......Good grief. All those thousands, and this is the best you can do? None of you has the courage to fight Furudo Erika in a battle of words?"
Furudo Erika," ......Too bad. Let's put an end to this. Then again, I, Furudo Erika, ......don't have enough spare time to counter all you blockheads one by one. I'll let her clean up the rest. ......You're up!!"""
,"When Erika cried out, red cracks opened in the dark night's sky."
," It looked like the spiderweb-shaped fissures that appear when a glass window has been struck hard. ......No, it actually was a spiderweb, colored blood-red."
,"""......*giggle*giggle*, ......kyahahahahahahaha......!"""
,A laugh rang out through the spiderweb-covered world.
, ......A witch's laugh.
," It sounded somehow familiar to Ange... And there, ......standing on the spiderweb and gazing down on the goats who must have looked like bugs caught in, was the witch."
{f:5:Eva Beatrice},"""You forget me, ......and you call HIM the ruler of Rokkenjima......? You forget me, and you think Rudolf is the culpriiiit...? Kyahhahahahahahahahahahahahahaha!!!"""
,"It was the witch who had hidden inside of Eva. The witch of the future, who would one day call herself the Endless Witch after the cat box closed over this world."
{f:5:Eva Beatrice},"""Who forgets EVA Beatrice and calls themselves the murderer of Rokkenjima?! How impertinent! On this island, who lives and who dies is totally up to me!! All the wealth and gold is mine!! Everything about October 4th and 5th in 1986 is mine to do with as I please! It all belongs to me, EVA Beatrice!!"""
,"EVA swung her One-winged staff at the crowd of foolish goats beneath her, proclaiming their deaths."
, The spiderwebs which formed a ceiling that covered the heavens plummeted...and more spiderwebs seeped out of the ground at the goats' feet.
," Then, the webs from above and below met, and thousands upon thousands of goats were caught in their grasp."
," Then, as EVA swung her staff, it swirled. Around and around, like egg yolk being mixed in a bowl."
," Eventually, it was all packed to a massive, blood-red goo."
, The moans of goats drifted out from inside.
, That entire crowd had been compressed into a meatball a few meters across.
{f:5:Eva Beatrice},"""So, you morons doubt that I'm the culprit?!!"""
Furudo Erika,"""Reaching the Eva culprit theory and giving up there is good enough for the likes of you."""
{f:5:Eva Beatrice},"""Why don't you just get crushed and disappeeeeeear?!?!"""
,*squelch*.
, No other word could do that sound justice.
," After sucking in all of those goats, the spider web ball vanished into thin air with a squelch."
," After that, there wasn't even a trace left. The dark rose garden lay there without any sound but that of the falling rain......"
, EVA drifted down from the sky.
{f:5:Eva Beatrice},"""Your aunt will always be on your side, Ange-chan. ......I'll never let anyone insult your family."""
Ushiromiya Ange,"""E, ......Eva oba-san......"""
,I knew I should be grateful.
," And yet, ......it really wasn't easy for me to believe that Eva oba-san was my ally."
, EVA realized that too.
{f:5:Eva Beatrice},"""Don't worry. I'm not doing this because I want to be thanked. But I'll always be on your side. ......See you later."""
,"She giggled, spun around, and vanished..."
," Now that she had already left, I started to regret not saying even a thank you..."
," So, ......I figured I should at least thank the other person who had saved me."
Ushiromiya Ange,"""......Thanks......for saving me... Who......are you...?"""
,I already knew her name.
, What I was really asking......was why she had saved me.
Furudo Erika,"""I'm Furudo Erika, the detective. ......And I'm also a witch."""
Ushiromiya Ange,"""......A witch...?"""
Furudo Erika,"""The Witch of Truth. ......The one who searches for the Single Truth. And......you're the same, aren't you?"""
Ushiromiya Ange,""".................."""
,"Those two days... October 4th and 5th, 1986."
," I've been so desperate to know what happened...that I took a step off the roof of that skyscraper, ......drifted through several witch games and Fragment worlds, and abandoned myself to this long journey with no rewards."
, All I want......is to know what happened that day.
, All I want......is the Single Truth of that day.
Furudo Erika,"""Looking for something like that is what makes someone a Witch of Truth. So, you're just the same as me. ......That's why I came to save you."""
Ushiromiya Ange,"""......I...want to know. ......Just what happened on that day? No one will tell me! No one knows...! But I know something happened that day!"
Ushiromiya Ange," I'd give up anything to learn what that was...! That's the one thing I need to know no matter what, even if it kills me...! So tell me! You know, don't you?! You know what happened on this island, right?!"""
Furudo Erika,"""......Does a Witch of Truth expect to be given the truth? If I told you that so-and-so was the truth, would you really just accept whatever I said...?"""
Ushiromiya Ange,"""No, ......I wouldn't........."""
Furudo Erika,"""What did Battler-san show you today?"""
,"......Today, ......Onii-chan showed me a bizarre Halloween party."
," It may have been heart-warming and a lot of fun, but......"
, It definitely......wasn't the truth.
Furudo Erika,"""Didn't Battler-san show you that and say it was the truth?"""
Ushiromiya Ange,"""No way. ......That couldn't......be the truth!"""
Furudo Erika,"""Sometimes, other people will try to mislead us by claiming they know the truth. ......But a real Witch of Truth must continue to pursue the Single Truth without being led astray. That's why you can't accept the fake truth that Battler-san's trying to force on you. ......You care about finding the one real truth more than anything."""
Ushiromiya Ange,"""............Yeah..."""
,Onii-chan......is trying to confuse me.
, I've felt that this whole time.
," Even though he knows everything about what happened that day, ......he won't tell me anything at all."
," How is he any different from Eva oba-san, who mocked me and refused to tell me anything, even until the very moment of her death?"
,...Why won't Onii-chan tell me?............
Ushiromiya Ange,"""......Why...?"""
Furudo Erika,"""............"""
Ushiromiya Ange,"""Why......won't he tell me?!"""
,The dam inside my heart burst.
Ushiromiya Ange,"""Why won't Onii-chan...tell me what really happened?!! Why? Why...?!! I'm the only one who doesn't know!! No one's telling me the truth!! Tell me!! Tell me what happened that day, Onii-chan!! Onii-chaaaaaaaan!!!"""
,I cried out at the rainy night sky.
," Hot tears poured from my eyes, but they were covered by the cold rain that beat against me, so no one other than me would know that they were tears."
,......No one would know my pain and sadness.
, I'm......always the only one alone......all alone...
Ushiromiya Ange,"""Someone, tell me!!! Tell me what happened that day!!!"""
Furudo Erika,"""......No one can tell you. ......After all, you can only find the truth if you do it yourself."""
Ushiromiya Ange,"""Where is the truth?! How can I find it?! Everyone's hiding it! They won't tell me! I'll find it myself...! So please, just tell me where the truth is hidden...!"""
,"{a:c: ""......Very well. I can tell you.""}"
,"As that voice rang out, the world bent and swirled. After blinking several times, ......I realized that the world had become a sea of stars."
," No, that's not quite right. There are stars up there in the sky, but those lights below me aren't stars."
," They're lights from building windows, street lights, car lights."
,......I was floating in the dark sky......over a city lined with skyscrapers.
{f:5:Bernkastel},"""......I can't tell you what the truth is. ......However, if it's a question of how the truth can be reached, ......I can show you the way."""
Ushiromiya Ange,"""You............"""
,Various bad memories are jumping out at me from the back of my mind.
,......That's right. I was chained in place in that strange theater thing......and forced to watch a repulsive Fragment where Mom and Dad committed murder......
{f:5:Bernkastel},"""......I never said that what you saw was the truth."""
Ushiromiya Ange,"""B, but you used the red to......"""
{f:5:Bernkastel},"""You yelled out and interrupted, and stopped me from saying any more. ......This is all truth 'of a sort, but not necessarily true'. That's what I was about to say."""
Ushiromiya Ange,"""......Just how far are you willing to go to mock me......?"""
{f:5:Bernkastel},"""......I apologize. But I did want to test you."""
Ushiromiya Ange,"""Test me how?"""
{f:5:Bernkastel},"""I wanted to see if you were ready to accept the truth, no matter what it may be."""
Ushiromiya Ange,"""............"""
{f:5:Bernkastel},"""......The truth can betray you sometimes. In fact, there are times when it shows itself as the thing you desire least."
{f:5:Bernkastel}," ......That Fragment I showed you was probably the worst one you could possibly imagine. ......However, if you lack the strength and the courage to withstand even something like that, then you aren't fit to reach the truth."""
Ushiromiya Ange,"""........."""
,I have no comeback.
, Finding the truth is my goal. I just want to know what happened on that island on that day.
,......I don't think of myself as wanting to hear only the facts that are pleasing to me.
,"......Have I really been prepared to face the bloody, unbearable truth that's probably waiting there for me...?"
,"......If I find the truth, ......it'll mean having to look straight at my family's tragic final moments and accepting them as they are."
," And if I do accept that, ......it means abandoning my faint hope for that convenient miracle......the idea that one of them might have survived somehow......and might return even though 12 years have passed."
," Even though I know a miracle like that would be completely ridiculous, ......if I'm honest with myself, I have to admit that the faint hope it brought me has given me comfort these past 12 years."
,......I want to know the truth. But I want one of them to come back.
, Those two wishes contradict each other.
," By learning the truth, ......I'll be forced to accept that no one's coming home......"
{f:5:Bernkastel},""".........The truth is always cruel. At times, it can even cut down your hopes. ......Most of the time, humans don't realize the costs of learning the truth. ......I simply wanted to see if you had the necessary resolve."""
,I must choose between my two contradicting wishes.
, Will I find the truth......and abandon my optimistic hopes for my family's return? 
,Or will I give up on the truth......and keep waiting for the family that will never really return for all eternity? .........Will I freeze up and let myself be fooled by the childish illusion my brother made for me?
{f:5:Bernkastel},""".........Tell me, Ange. ......Are you truly determined to learn the truth......?"""
Ushiromiya Ange,"""..................I am."""
{f:5:Bernkastel},"""And your resolve will not falter?"""
Ushiromiya Ange,"""It won't."""
,"After hearing my immediate reply, Bernkastel stared at me."
, Are those expressionless eyes of hers......measuring my resolve? 
,Now that my brother is covering up the truth even after becoming Game Master... The only thing I can rely on in my search for the truth is the path that Bernkastel can show me...
{f:5:Bernkastel},"""......Deep in your eyes... I see the glint of one who seeks the truth."""
Ushiromiya Ange,"""Will you tell me?! Will you show me the way that leads to the truth...?!"""
{f:5:Bernkastel},"""Yes. .........I'll guide you. Did you forget, Ange? .......I am your guardian, am I not...?"""
,How long has it been since I last heard Bernkastel use that word?
,"......Yes. Not since that time at the very beginning, when I met her in this future world and became a witch, with her as my guardian."
,".........That's when I become the Beatrice of 1998, the one who could defeat the Beatrice of 1986..."
{f:5:Bernkastel},"""You are the Beatrice of 1998. ......ANGE Beatrice. ......I became your guardian and recognized you as a witch. However, you aren't an Endless Witch like Beato."""
Ushiromiya Ange,""".........A Witch of Truth."""
{f:5:Bernkastel},"""That's right. .........You're like Erika. A Witch of Truth, who will seek the Single Truth, undeceived by any illusions."""
Ushiromiya Ange,"""The Witch of Truth, ......ANGE Beatrice......has the power to reach the Single Truth, right...?"""
{f:5:Bernkastel},"""Yes. ......However, up until now, you have been unable to use this power. Do you know why?"""
Ushiromiya Ange,"""......I do now. .........Even though I searched for the truth, ......I unconsciously resisted learning the truth."""
{f:5:Bernkastel},"""Exactly. ......Finding the truth was your goal, ......but at the same time, you were unconsciously afraid that learning the truth would mean losing that miracle of your family coming back. ......So, you didn't have what it took to stretch your hand out to the Single Truth."""
Ushiromiya Ange,"""..................You're completely right...... I have to admit...that I was naive..."""
,I must admit it.
,......My entire family is dead.
," Now that I've acknowledged it, ......I must expose why they died, and who was behind it."
Ushiromiya Ange,"""......Thanks. ......The Fragment you showed me in that dark theater......was there to open my eyes."""
{f:5:Bernkastel},"""Many, many games have gone by, waiting for you to become a true Witch of Truth. ......But I think there was a purpose for all of it. ......After all, now, in this final game, you have become a Witch of Truth."""
Ushiromiya Ange,""".........Tell me. ......What happened on that island that day? ......I won't ask you to tell me directly. So guide me. What can I do to reach the truth...?!"""
{f:5:Bernkastel},"""It's a bit too chilly here. ......Let's move."""
Ushiromiya Ange,"""To where?"""
{f:5:Bernkastel},"""To a place better for drinking tea."""
,A massive applause filled the hall.
, It was an applause in honor of a good fight. An applause in honor of Bernkastel.
{f:5:Beatrice},"""Yes, Lady Bernkastel's game was another splendid one!"""
Ushiromiya Battler,"""We're going to reveal her game board to all of you, so have a go at it. It's pretty awesome!"""
{f:5:Bernkastel},"""......But you solved it in the end all the same."""
{f:5:Lambdadelta},"""A game that no one can solve isn't a game. The main point is whether it was fun or not."""
{f:5:Beatrice},"""It was fun! I guarantee it."""
Ushiromiya Battler,"""Same here. At first, I thought there was no way anyone could solve it, but the way you can use one confirmed purple statement after another to narrow down the suspects made for a nice puzzle."""
Zepar,"""Come, everyone! Gather, gather!"""
Furfur,"""Just what sort of game is Lady Bernkastel's mystery?!"""
,"""""That's for you to find out for yourselves!!"""""
,Objects resembling chessboards were set out on several tables.
," Crowds gathered around each, looking down with interest."
Ushiromiya Krauss,"""Hohoh, it's like a logic puzzle."""
{f:5:Virgilia},"""Quite an orthodox one, don't you think?"""
Ushiromiya George,"""So this is what a witch's game is like."""
Ushiromiya Jessica,"""Hmm. Looking at it like this, it's just a game. ......But for the pieces, it's a massive series of crimes."""
Ronove,"""Pu ku ku. Indeed it is."""
Dlanor,"""It would not do to waste such a rare gift from Lady BERNKASTEL. Let us take this opportunity to enjoy OURSELVES."""
Ushiromiya Lion,"""Still, this is a tough one...... It almost makes you wonder if it was even made to be solvable, doesn't it...?"""
Willard H. Wright,"""You can't get anywhere unless you start by believing it was made to be solvable. ......A battle of wits doesn't begin until you trust the questioner and believe that it can be solved."""
Ushiromiya Battler,"""And we'll guarantee that it is. Come on, have a go at it...!"""
