Speaker,Italian (Ars Magica) (Old) (ITA)
{f:5:Lambdadelta},"""Tu stai scommettendo sulla vittoria di Battler. E io su un pareggio eterno tra loro due. ... Questo non significa forse che nessuno sta scommettendo sulla vittoria di Beato?"""
{f:5:Bernkastel},"""... Io non lo farei. Le sue possibilità di vittoria sono zero."""
{f:5:Lambdadelta},"""Oh-hoh-hoh! Davvero pietoso, che venga detto dalla Strega dei Miracoli che non c'è nessuna possibilità di un miracolo! Sebbene neanche io scommetterei su di lei, giusto? Certamente!"""
{f:5:Bernkastel},"""... È pietoso anche che venga detto dalla Strega della Certezza che sia certamente impossibile."""
,"Insolitamente per loro, ridacchiarono insieme..."
{f:5:Lambdadelta},"""Mi chiedo come si risolverà questo gioco...?"""
{f:5:Bernkastel},"""... Vero, almeno quello non lo possiamo prevedere. ... Per questo è divertente."""
{f:5:Lambdadelta},"""Non permetterò più fughe o sospensioni. Farò certamente continuare loro il gioco, e non li farò scappare via...! Nonostante non possa proprio immaginare cosa succederà poi, io so che certamente è impossibile che finisca in un modo."""
{f:5:Bernkastel},"""... Perlomeno, non si concluderà con la vittoria di Beato."""
{f:5:Lambdadelta},"""Voglio dire, pensaci. Né io, né te... stiamo scommettendo sulla vittoria di Beato! In altre parole, se sembra che Beato stia per vincere, deve vedersela con noi due Grandi Streghe come nemiche...!"""
{f:5:Bernkastel},"""... È esattamente così. I nostri poteri sono equilibrati solo quando sono bilanciati tra un pareggio e il vantaggio di Battler. Se dovesse pendere troppo in favore di Beato, entrambe noi ci sposteremmo nella stessa direzione, e trascineremmo Beato indietro."""
{f:5:Lambdadelta},"""In altre parole, nel momento in cui Beato è in una posizione di vantaggio... deve vedersela con entrambe noi come nemiche. ... Ehheheheheh! Un fronte comune con Bern, sembra diverten~~te{p:0:♪}"""
{f:5:Bernkastel},"""... Ti ringrazio. ... Ma non farò un bagno di caramelle konpeitou con te."""
{f:5:Lambdadelta},"""Aaa~w, e io che volevo coprirti con marshmallow sciolti... mentre ci facevamo una doccia di konpeitou."""
{f:5:Bernkastel},"""... Patetico. Quella ragazza è un giocattolo vivente, una bambola che hai preso in modo che tu potessi giocare con me, Lambda."""
{f:5:Lambdadelta},"""Sono brava a giocare con le bambole. ... So davvero farlo bene, giusto? Sono orgogliosa di essere capace di giocare con un solo giocattolo per centinaia di anni senza mai stancarmi."""
{f:5:Bernkastel},"""... Tu sei a volte sua alleata, e altre volte ti opponi a lei, giocando con lei per tutta l'eternità. ... Patetico. Quella ragazza ora è la nostra bambola."""
{f:5:Lambdadelta},"""Ehheheh, esatto, quella ragazza è la nostra bambola. Non è preparata nessuna conclusione per lei se non quelle che noi due desideriamo."
{f:5:Lambdadelta},"In altre parole, posso dire con sicurezza che può solo finire ripetendo un pareggio in eterno a causa mia, oppure con la sconfitta e la distruzione di Beato a causa tua, Bern. ... Heheh... per quanto riguarda la possibilità che il gioco finisca con la vittoria di Beato..."""
{f:5:Bernkastel},"""... Lo proclamo come Strega dei Miracoli."""
{f:5:Lambdadelta},"""E io lo proclamo come Strega della Certezza."""
,"""""Beato certamente non può vincere. E un miracolo certamente non accadrà."""""
,"""""Ahhahahahahahahahahahahaha...!!"""""
