Speaker,Italian (Ars Magica) (Old) (ITA)
,"Avevo l'abitudine di giocare con un leone di peluche chiamato Sakutarou, insieme a Maria Onee-chan."
,Se coloro che sapevano ciò avessero collegato il nome Sakutarou con il mio... allora è naturale che capiscano chi sono.
,"Il numero di persone che potevano riconoscermi da ciò erano molto, molto limitate."
,"... Questa persone era anche molto versato nei romanzi polizieschi, e un uomo."
,Riuscivo a pensare ad una sola persona che corrispondeva.
,"Dopotutto, sapevo esattamente quanti gialli aveva accumulato nella sua stanza, dal momento in cui i suoi effetti personali furono esaminati minuziosamente."
,Era quasi l'ora che avevamo deciso per il nostro incontro.
,Il mio cuore scalpitava... quasi come una ragazza innamorata per la prima volta...
,"Nell'esatto momento in cui venne l'ora stabilita, sentii il suono della campanella sulla porta... e loro apparvero."
,Era un uomo seduto su di una sedia a rotelle... e una donna che lo stava spingendo.
,I miei occhi immediatamente si fissarono sull'uomo sulla sedia a rotelle.
,"... E, subito... vidi le tracce che erano rimaste sul suo volto..."
,Non c'è dubbio. ... Lui è mio Fratello.
,Mio Fratello... Ushiromiya Battler...
,"Quando i nostri occhi si incontrarono, lui fece un piccolo inchino. Mi affrettai ad alzarmi e mi chinai anch'io in risposta."
,... Era un modo abbastanza sciocco ed esagerato di salutarsi per una coppia di fratelli dopo diversi decenni separati.
,Tuttavia... la mia mente era già vuota... Il miracolo che avevo aspettato per tutto questo tempo ora era una realtà.
Hachijo Ikuko,"""... Lei è Kotobuki Yukari?"""
Kotobuki Yukari,"""Sì, sono io... e voi due dovete essere... Hachijo Tohya."""
Hachijo Ikuko,"""È un piacere incontrarla. Molte grazie per averci permessi di occupare il suo tempo prezioso oggi. Il mio nome è Hachijo Ikuko. Sono per la maggior parte incaricata della scrittura vera e propria. ... Questo è Tohya. Si occupa perlopiù della stesura."""
,"Nonostante la donna che si chiamava Ikuko fosse molto più vecchia di me, sembrava incredibilmente giovanile."
,Non era perché era brava col trucco o si vestiva come una donna più giovane.
,Sembra strano a dirlo...
,C'era qualcosa di mistico in lei... come se fosse immortale e non invecchiasse.
,"Poi, mi ricordai subito che aveva presentato mio Fratello come Tohya."
Kotobuki Yukari,"""... Perdoni la domanda... ma voi due siete sposati?"""
Hachijo Ikuko,"""Non siamo sposati, ma stiamo insieme da parecchio tempo."""
Hachijo Tohya,"""Vero. Ripensandoci, è davvero molto, molto tempo..."""
,Mio Fratello sorrise mentre parlava.
,"... Quando seppi che, almeno per lui, questi lunghi decenni non sono stati un periodo di solitudine e isolamento, provai un incredibile senso di pace e sollievo."
,"Ora che lo noto, in quel momento, lui mi stava guardando in volto."
,"Dopotutto, l'ultima volta avevo solamente sei anni. Deve essere difficile per lui trovare segni che possa riconoscere."
,"Tuttavia... sono sicura che riconoscerà qualcosa, esattamente come me."
,"Continuammo con sguardi fugaci l'uno all'altra e guardando poi dall'altra parte, come una coppia ad un appuntamento al buio."
,"Eravamo entrambi in un'età dove le apparenze esterne erano un problema. Nonostante lo sapessimo entrambi, non potevamo far crollare la nostra educata facciata esteriore."
,Questo scambio divertente era estremamente imbarazzante.
,"... Pensavo sarebbe stata una riunione del destino, dove ci saremmo tenuti l'un l'altra piangendo lacrime di solitudine insieme."
,Tuttavia pareva che la realtà sarebbe stata diversa...
,Ma va bene.
,Sento come se il mio cuore possa esplodere di felicità...
Hachijo Ikuko,"""Direi di ordinare. Del caffè va bene? Cosa desiderate?"""
Hachijo Tohya,"""Preferirei qualcosa che non sia così amaro. ... Per lei, Miss Kotobuki?"""
Kotobuki Yukari,"""Oh... non importa... credo prenderò un cafe au lait..."""
,Quanto siamo rigidi.
,Persino mio Fratello sembrava trovarlo divertente ora.
Hachijo Ikuko,"""... Bene allora."""
,"Quando lei disse così, io e mio Fratello facemmo silenzio e ci sedemmo diritti."
Hachijo Ikuko,"""Dovrei iniziare io? O iniziamo con te, Tohya?"""
Hachijo Tohya,"""... Partirò io. Sono io che ho spinto così tanto per questo incontro, dopotutto."""
,"Mentre parlava, mi guardò in maniera calma."
Hachijo Tohya,"""Sono venuto qui oggi... pensando che lei possa essere una certa persona. {n}Il suo nome è Ushiromiya Ange. ... Quando ho letto le sue opere e ho sentito il suo nome, ho avuto la certezza che fosse lei."""
Ushiromiya Ange,"""Sì. ... Quanto tempo è passato dall'ultima volta che ho usato quel nome. {n}Il mio vero nome è Ushiromiya Ange..."""
,Feci un inchino esagerato che avevo preso d'abitudine fare in questi lunghi anni.
,"... Siamo entrambi invecchiati, non è vero, Onii-chan?"
,Sussurrai questo nel mio cuore.
,Ora era il mio turno.
,"Con una rapida scusa, rovistai nella mia borsa e tirai fuori una foto."
,Era una foto di un viaggio che avevo fatto ad un parco divertimenti con Battler Onii-chan.
,"Avevo tante altre foto di noi che ci divertivamo, ma questa aveva la miglior inquadratura del suo volto."
,Guardai lui e la foto. Non c'era più dubbio.
Ushiromiya Ange,"""... Mr. Tohya. Il suo vero nome è... Ushiromiya Battler... san, non è così...?"""
,Le lancette del mio orologio interno si fermarono.
,Volevo che lui rispondesse con un sì...
,Nonostante io ne fossi già così sicura... stavo ancora per esplodere dalla tensione.
,"E poi, quando quell'istante che sembrava fin troppo lungo finì, mio Fratello rispose."
Hachijo Tohya,"""È esatto."""
Ushiromiya Ange,"""..."""
,"Inconsciamente, fissai il volto di mio Fratello."
,"Con incredibile rapidità, riconobbe che lui era Ushiromiya Battler."
,... I miei occhi immediatamente si riempirono e traboccarono di lacrime...
,"Tirai fuori un fazzoletto e le asciugai, ma non riuscivo a trattenerle..."
,Onii-chan era vivo dopotutto...
,Quindi perché non è tornato subito da me?
,"Se fosse stato lì durante i miei giorni più oscuri, quanto avrebbe significato per me..."
,"Normalmente, questo pensiero mi avrebbe fatto maledire mio Fratello, ma ora persino quell'emozione era attenuata."
,"Perché, ora che avevo davanti il miracolo di essermi riunita con Onii-chan... tutto ciò che avevo provato finora, scivolava via insieme alle mie lacrime."
,In questo momento... io ero felice.
,Non ero completamente sola. Avevo impiegato così tanto per vivere questi decenni passati credendo ciò.
,E finalmente... sono stata ricompensata...
,"In questo momento, non riuscivo nemmeno a fermare le lacrime."
,"Per un po', continuai a singhiozzare tirando su con il naso..."
,"Vedendo ciò, mio Fratello chinò la testa in segno di scusa."
,... Perché non era tornato prima da me? Sembrava come se stesse provando rimorso per questo.
,Ma sono sicura che avesse una buona ragione.
,Probabilmente oggi è qui per dirmelo e scusarsi.
,Anche solo... per lui che si presenta oggi da me... tutto dentro di me sta venendo lavato via dalle lacrime.
Ushiromiya Ange,"""... Mi... dispiace... devo... imbarazzarvi..."""
Hachijo Tohya,"""No. C'era da aspettarselo. ... Per diversi decenni, lei ha aspettato tutta sola, credendo che la sua famiglia sarebbe tornata."""
Ushiromiya Ange,"""Io ci ho creduto... ho creduto che saresti tornato a casa... Onii-chan..."""
,Tesi debolmente la mia mano... e lentamente anche mio Fratello tese la sua.
,Poi... l'afferrai.
,Non importava quanti lunghi anni fossero passati... era senza alcun dubbio la mano di mio Fratello.
,"Ancora una volta, dovevo lottare per trattenere le lacrime..."
Ushiromiya Ange,"""... Eva oba-san evitò l'incidente dell'esplosione scappando a Kuwadorian. ... Come hai fatto a scappare dall'incidente, Onii-cha... Nii-san?"""
Hachijo Tohya,"""Quel giorno... scappai attraverso il passaggio sotterraneo."""
Ushiromiya Ange,"""Quello che va a Kuwadorian?"""
Hachijo Tohya,"""Mi è stato detto che un passaggio sotterraneo conduceva ad una villa segreta sull'altro lato dell'isola. ... Tuttavia il posto dove scappammo era una base sottomarina, non Kuwadorian."""
,Non conosco in quali circostanze mio Fratello quel giorno entrò nel passaggio sotterraneo.
,"Ad ogni modo, lui andò nel passaggio sotterraneo, lì si divise da Eva oba-san e scappò nella base sottomarina."
,Lì scampò all'esplosione... e sopravvisse...
Hachijo Tohya,"""Da lì, scappai su di una motobarca. ... Tuttavia... ad un certo punto del viaggio deve essersi ribaltata."""
Ushiromiya Ange,"""Deve... essersi...?"""
Hachijo Ikuko,"""... La prego di perdonarlo. Tohya soffre di amnesia. La sua memoria sul momento in cui stava affogando è confusa."""
Ushiromiya Ange,"""Può essere che... abbia dimenticato per un periodo di essere Ushiromiya Battler...?"""
Hachijo Ikuko,"""È corretto."""
,"... Sì, questo spiega praticamente tutti gli enigmi."
,"Mio Fratello scappò dall'esplosione, ma o la barca si è capovolta durante la sua fuga dall'isola o cadde fuoribordo."
,"In seguito, deve essere naufragato da qualche parte, vagando in stato semi-cosciente e forse coinvolto in un incidente stradale..."
Hachijo Ikuko,"""Quel giorno, giaceva sulla strada."""
Hachijo Tohya,"""Se mi avesse trovato un po' più tardi, probabilmente non avrei aperto mai più gli occhi."""
Hachijo Ikuko,"""Credo che tu abbia sospettato per un bel po' di tempo che fossi stata io ad investirti."""
Hachijo Tohya,"""Ehi, mi sono già scusato per questa storia..."""
,Questo spiega praticamente tutto.
,"Che sia per il momento in cui è quasi affogato o per via dell'incidente stradale, la memoria di mio Fratello fu danneggiata."
,Probabilmente alla fine la sua memoria era tornata.
,"Tuttavia, in quel momento, io avevo già messo piede nella mia nuova vita come Kotobuki Yukari."
,"Solo una manciata di persone, incluso il Presidente Okonogi, sapeva dove fossi."
,"Anche se mio Fratello provò a contattarmi, con buona probabilità non ci sarà riuscito."
,"... Ironicamente, il nome che avevo abbandonato decidendo di vivere nel futuro... aveva ritardato così tanto la riunione con mio Fratello."
,"In questo senso, sono io la responsabile. L'ho causato io a me stessa."
,"... Tuttavia, penso di aver ricevuto il messaggio che mio Fratello mi mandò."
,Fu tramite Itouikukuro.
,"Capii che Itouikukuro, la Falsaria che affermava di aver raggiunto la verità, era in realtà Hachijo Tohya."
,"E poi, richiedetti un incontro con lei tramite l'agenzia di pubblicazione, per chiederle come mai fosse così sicura di aver raggiunto la verità."
,Tuttavia non mi fu concesso un incontro.
,Alla fine non sentii niente da loro e mi ci vollero tutti questi decenni per incontrare Hachijo Tohya.
,"... Se solo la compagnia di pubblicazione avesse passato il mio messaggio, ci saremmo potuti riunire molto prima."
,"Tuttavia, al tempo ero solo una ragazza borghese a cui piaceva gettar via il denaro."
,Perché avrebbero dovuto passare il mio messaggio quando ero semplicemente piombata lì senza presentarmi e chiedendo di incontrare la famosa e popolare Hachijo Tohya?
,Probabilmente abbiamo incrociato le nostre strade diverse volte.
,"Se solo una di queste avesse funzionato, saremmo stati capaci d'incontrarci... quando sarebbe stata cambiata la mia vita?"
,Ma questo era destino.
,Dio aveva deciso che c'era bisogno di un po' di decenni prima che i fratelli si rincontrassero.
,"E durante quel tempo, mio Fratello divenne una metà di uno scrittore di gialli. {n}Io divenni una scrittrice di racconti di avventura per bambini."
,Si potrebbe dire che avessimo raggiunto il successo nella società.
,Mio Fratello e io siamo riusciti a rincontrarci dopo aver ottenuto successo.
,"Ora, non potevo far altro che ringraziare Dio per aver fatto accadere questo miracolo..."
Ushiromiya Ange,"""Forse era volontà di Dio che ci saremmo riuniti dopo aver ottenuto il successo come autori di romanzi... a quel tempo, io ero senza nome quindi non ho mai potuto raggiungerti. Ora ci siamo incontrati perché siamo entrambi famosi come autori... penso che tutto ciò sia stato volontà divina..."""
Hachijo Ikuko,"""A quel tempo, venimmo a sapere dall'agenzia di pubblicazione che lei voleva avere un colloquio con noi. ... Ci dissero che un fan che aveva scoperto la vera identità di Itouikukuro voleva parlare con lei."""
Ushiromiya Ange,"""... Dovevate avere dozzine di fan che sarebbero morti per un colloquio. {n}Non potevate incontrare tutti loro..."""
Hachijo Ikuko,"""No. Ci fecero sapere che il suo nome era Ushiromiya Ange. ... Al tempo, avevo già capito che il vero nome di Tohya era Ushiromiya Battler, quindi pensai che le avremmo dovuto dare una possibilità per incontrarlo."""
Hachijo Tohya,"""Io... rifiutai."""
,Mio Fratello parlò così.
Ushiromiya Ange,"""... Cosa... hai detto...?"""
Hachijo Tohya,"""Rifiutai... perché non volevo incontrarla."""
,"Ancora una volta, mio Fratello parlò chiaramente."
,Ero completamente confusa.
,"Riuscivo solo a rimanere lì seduta, shockata e in silenzio, aspettando le parole che sicuramente sarebbero seguite..."
Hachijo Ikuko,"""... Credo di aver già detto che Tohya soffre di perdita di memoria. ... E poi, un giorno-"""
Ushiromiya Ange,"""Perché hai rifiutato, se sapevi che ero io...?"""
,Mi intromisi fra le parole di Ikuko e lo chiesi a lui direttamente.
,Che ragione poteva avere mio Fratello per rifiutarmi? Non riuscivo a pensare a niente.
,Quella sensazione spiacevole provocò dentro di me sentimenti di rabbia a lungo dimenticati...
Ushiromiya Ange,"""Devi aver saputo che la tua Sorellina stava vivendo tutta sola, distrutta dalla solitudine. Quindi perché... perché hai rifiutato di incontrarmi...?"""
,Mio Fratello chinò la testa.
,Sembrava che non sapesse più cosa dire piuttosto che essere dispiaciuto.
,Non c'era niente di timido nel suo atteggiamento e glielo chiesi ancora a voce persino più alta.
,"Quando chiesi un appuntamento con Hachijo Tohya, Itouikukuro era già famosa come una Falsaria."
,Perché i Falsi di Itouikukuro avevano raggiunto la verità?
,È ovvio.
,"Mio Fratello, Ushiromiya Battler, le spiegò in dettaglio cosa era successo sull'isola."
,"Quindi, la comparsa di Itouikukuro prova che la memoria di mio Fratello era ritornata."
,"Pertanto, non può avere la scusa dicendo che non si ricordava di me."
,"In effetti in realtà, lui non ha provato a scusarsi."
,"Al contrario, ha apertamente detto che rifiutò d'incontrarmi, nonostante sapesse chi fossi."
Hachijo Tohya,"""... Guardando indietro... rimpiango ciò che ho fatto."""
Ushiromiya Ange,"""Lo rimpiangi...?!! Hai mai provato a pensare a come mi sono sentita?! {n}Per decenni... per la maggior parte della mia vita...! Capisci con quali sentimenti ho dovuto vivere...?"""
,Varie emozioni turbinarono dentro di me. Capii che non le controllavo più.
,"Potevo solo gemere, per evitare di dire qualcosa di cui mi sarei pentita..."
Hachijo Tohya,"""Mi vergogno profondamente per averle fatto qualcosa di così crudele. {n}È per questo che l'ho cercata da allora. Per il suo bene e per il mio... avrei dovuto incontrarla molto prima..."""
Ushiromiya Ange,"""... Allora perché... perché non mi hai incontrata allora...?"""
Hachijo Ikuko,"""... Miss Kotobuki. ... Come ho detto prima... la sua memoria venne danneggiata. No, forse dovrei dire che è stato il suo cervello ad essere danneggiato, è una conseguenza dell'incidente."""
Ushiromiya Ange,"""Ma la sua memoria è tornata esattamente come prima, no...?!"""
Hachijo Ikuko,"""... Sì, la sua memoria è tornata. Tuttavia, non ha rimosso le conseguenze del danno."""
Hachijo Tohya,"""Io ho i ricordi di Ushiromiya Battler. ... Tuttavia, a causa del danno al cervello, non riesco a pensare ad esse come se fossero mie."""
Ushiromiya Ange,"""... Non riesci a pensare ad esse... come tue...?"""
Hachijo Tohya,"""... Sì. ... È vero che il ricordo della mia fuga dall'isola è ancora confuso. {n}Tuttavia ho ricordato quasi tutto il resto."
Hachijo Tohya,"... Cose come quei tuoi accessori per capelli di cui facevi così tanto tesoro... sono qualcosa che io ho vinto per te all'angolo giochi del parco divertimenti."""
Ushiromiya Ange,"""Sì, è esatto. Sono un tesoro di quando ero bambina. ... Li tengo ancora con me nella mia borsa..."""
Hachijo Tohya,"""Ricordo molte cose a parte quella. ... Ricordo come davi i problemi a Mamma perché odiavi mangiare le alghe. Ricordo che provasti a spostarle nel mio piatto per ingannarla. ... E quando-"""
Ushiromiya Ange,"""Se ricordi così tanto... allora perché non riesci a pensare a quelle memorie come se fossero tue...?"""
Hachijo Tohya,"""... Questa è... la conseguenza del danno al mio cervello. ... Sono stato in diversi ospedali, ma senza alcun buon risultato. ... Probabilmente lei non può capirlo. Non può sapere quanto doloroso sia avere la propria mente improvvisamente piena con i ricordi di un uomo che non conosci..."""
,Lui era... terrificato dall'idea di non essere più sé stesso.
,La sua mente era colma dei ricordi di un uomo che non riconosceva ed essi minacciavano di distruggerlo e sopraffarlo.
,Dovevano essere i suoi stessi ricordi perduti.
,Tuttavia... il suo cervello non riusciva ad accettarli come propri.
Hachijo Tohya,"""Quei giorni furono dolorosi, terrificanti. ... Sentii come se la mia mente stesse venendo invasa... stanotte, quando spegnerò le luci e andrò a dormire, forse ‘io’ non mi sveglierò mai più. Forse domani mattina si sveglierà un uomo diverso e inizierà a vivere nel mio corpo. ... Non riesco a contare le notti in cui questo terrore mi ha tormentato..."""
Hachijo Ikuko,"""... Diverse volte lui ha provato a convincersi che quelli fossero i suoi veri ricordi. ... Ha detto a sé stesso che era Ushiromiya Battler, ancora e ancora."""
Hachijo Tohya,"""Ma... non funzionò niente. ... Io sono me... Hachijo Tohya. ... Non importa quanto i ricordi di Ushiromiya Battler vaghino per la mia mente. ... Per me sono i ricordi di un'altra persona. ... Io non riuscivo ad accettare Ushiromiya Battler..."""
,... Come ‘Ushiromiya Battler’ disse ciò... chinò la sua testa e i suoi occhi si fecero rossi.
Hachijo Ikuko,"""... Poi, un giorno, quando fu preso tra sé stesso e l'altro sé che non riusciva ad accettare, ebbe un attacco..."""
Ushiromiya Ange,"""..."""
Hachijo Ikuko,"""Fortunatamente la sua vita venne risparmiata ma le conseguenze lo portarono a trascorrere la sua vita su di una sedia a rotelle..."""
Ushiromiya Ange,"""... Intende che... lui..."""
,Ora capisco perché era venuto su quella sedia a rotelle.
,Inoltre... ora so perché si è rifiutato di incontrarmi...
,Aveva paura... che l'avrei chiamato ‘Fratellone’.
,"Era terrificato dall'incontrarmi, avendo paura che la parte di sé stesso che non era lui sarebbe ancora cresciuta nella sua mente."
Hachijo Ikuko,"""Anche così, ha lottato. ... Ha sentito che, dato che Ushiromiya Battler era dentro di lui, era suo dovere incontrarti. Pensando questo... ha continuato a combattere nello spazio tra i suoi due sé."""
,E poi... ha avuto un attacco...
,"... Dopo una cosa del genere, era naturale che Ikuko gli avrebbe detto che non aveva più bisogno di ricordare Ushiromiya Battler."
,"Poco a poco, provò a dimenticare che una volta lui era ‘Ushiromiya Battler’."
,Istruzioni e cure da parte del medico. Con esse e la diligente assistenza di Ikuko... lentamente cominciò a riottenere la sua pace dell'anima...
Hachijo Tohya,"""Anche così... io... pensavo che prima o poi avrei dovuto incontrarti. ... Ad essere onesti, questa notte non ho sono riuscito a chiudere occhio. ... Avevo... paura di incontrarti..."""
Ushiromiya Ange,"""..."""
Hachijo Tohya,"""Se ti avessi incontrato, sarei morto? ... Sì, ero spaventato. ... Tuttavia, sono qui, parlandoti normalmente."
