Speaker,Italian (Ars Magica) (Old) (ITA)
{f:5:Bernkastel},"""... Non ho ancora avuto la possibilità di fare davvero da Game Master. {n}Ho compiuto solo il funerale di Beato. Quello, e strappar fuori le interiora. {n}Non ho ancora fatto niente."""
,Il sorriso di Bernkastel si contorse malignamente.
,"Poi, la scacchiera si sollevò di nuovo ancora una volta... e un mondo si aprì sul palmo di Bernkastel..."
{f:5:Bernkastel},"""Ehi, pedine del gioco di Beato...? Vi farò vivere una storia davvero brutale per farmi divertire davvero. Tremate di paura, per il fato assoluto che vi è stato promesso. ... Nel nome di Bernkastel, Strega dei Miracoli... e come ultima Game Master del gioco di Beato, lo proclamo."""
{f:5:Bernkastel},"""... Anche se dirlo così sarebbe noioso. ... Forse dovrei seguire le regole di Beato e dirlo in rosso."""
{f:5:Lambdadelta},"""Ne sei sicura? Ci potrebbero essere ancora delle streghe con sogni ingenui."""
{f:5:Bernkastel},"""Ah, Lambda. Quindi sei qui? Ovvio, sei sempre dove sono io."""
{f:5:Lambdadelta},"""Avanti, dillo. A quegli ingenui sognatori."""
{f:5:Bernkastel},"""Sì, lo dirò. ... Come Strega dei Miracoli, e come ultima Game Master, io proclamo l'inizio dell'ultimo gioco. E vi farò questa promessa."""
,{a:c: {p:1:Questo gioco non avrà un lieto fine.}}
,*sob*. ... *sob*sob*...
,Una ragazza sola... stava piangendo in una tranquilla e desolata cappella.
,Era una bambina piccola. ... Di soli sei anni.
,"La ragazzina che avrebbe, per dodici anni da ora, rimpianto di non essere sull'isola il 4 e il 5 ottobre del 1986..."
,Poi... un singolo uomo apparve...
,"L'uomo si accorse della ragazzina... e camminò tranquillamente verso di lei, provando a non spaventarla... posando gentilmente le sue braccia intorno alle sue spalle..."
,"""... Onii-chan..."""
Ushiromiya Battler,"""Ti stavo cercando, Ange..."""
,La bambina saltò sul petto del suo fratellone e iniziò nuovamente a piangere...
Ushiromiya Battler,"""Cosa c'è? ... Perché sei così triste?"""
Ushiromiya Ange,"""Oggi un ragazzo in classe mi ha maltrattato... ha detto che la gente in TV stava dicendo che Mamma aveva legami con gente cattiva. ... Perciò, lui ha detto che Mamma e Papà erano i colpevoli e che probabilmente hanno ucciso tutti... ho chiesto a Eva oba-san, sperando che lei dicesse che non era vero, ma lei non ha detto niente... Mamma e Papà non sono persone cattive, vero? Lo sono...?"""
Ushiromiya Battler,"""Povera... tutti dicono quello che vogliono su ciò che è successo sull'isola quel giorno... siediti qui."""
Ushiromiya Ange,"""... Ok..."""
,"Quando l'uomo indicò il pavimento, un gruppo di farfalle dorate, si riunì lì e creò una sedia."
,La bambina ubbidientemente si sedette su di essa...
Ushiromiya Ange,"""... Tu lo sai, vero, Onii-chan? Tu sai che Mamma e Papà non sono persone cattive, giusto?"""
Ushiromiya Battler,"""Sì. Certo che lo so. ... Io so che nessuno di loro è una persona cattiva."""
Ushiromiya Ange,"""Allora dimmelo. Cosa è successo quel giorno? Cosa è successo su Rokkenjima?"""
Ushiromiya Battler,"""Ok. ... Te lo dirò. Questo è ciò che successe quel giorno."""
Ushiromiya Ange,"""È... una storia paurosa...?"""
Ushiromiya Battler,"""Impossibile."""
Ushiromiya Ange,"""È una storia triste...?"""
Ushiromiya Battler,"""Certo che no."""
Ushiromiya Ange,"""Allora... che tipo di storia è...?"""
Ushiromiya Battler,"""Potrai deciderlo da sola quando la ascolterai. Non è una storia affatto dolorosa. Perciò ascolta."""
Ushiromiya Ange,"""Va bene, Battler Onii-chan..."""
Ushiromiya Battler,"""Quel giorno, siamo andati tutti su Rokkenjima. Eravamo in molti. Era un giorno importante, il giorno della riunione di famiglia."
Ushiromiya Battler,"... Hmm, da dove dovrei iniziare?"
,"{a:c:"" Questo è... l'ultimo gioco, fatto apposta per Ange. }"
Ushiromiya Battler,"{a:c: Ascolta, Ange. {n}Questo è ciò che è successo su Rokkenjima quel giorno. {n}Non è affatto triste, né doloroso... }"
