Speaker,Russian (RU)
,"Разумеется, молодой Кинзо не был точно таким же, как Баттлер, но выглядели они очень похоже."
,"""......Я представлюсь ещё раз. ......Меня зовут Уширомия Кинзо."""
Ushiromiya Lion,"""Дедушка......"""
,Даже голос чем‐то напоминал голос Баттлера.
,"Было ясно, что Баттлер унаследовал от Кинзо больше, чем кто‐либо другой..."
Ushiromiya Kinzo,"""Я не хотел стать наследником семьи Уширомия. ......То, что меня выбрали главой, не более чем шутка судьбы."""
Willard H. Wright,"""......В великом землетрясении Канто ответственные скончались, и из семейных ветвей выбрали тебя."""
Ushiromiya Lion,"""Верно. Ведь дедушка был мудр несмотря на юность и уже тогда был достоин руководства."""
Ushiromiya Kinzo,"""Фу‐ха‐ха‐ха‐ха‐ха‐ха...... Глупости. ......Жадные старейшины думали лишь о собственных интересах и никак не могли решиться на выбор нового главы. Так же глупо, как спорить о том, кому стать новым капитаном на тонущем корабле."""
Willard H. Wright,"""Значит, поскольку ты не был связан ни с кем из главной семьи, ни с того ни с сего выбрали тебя."""
Ushiromiya Kinzo,"""Всё из‐за моих пальцев. Если бы у меня их на каждой ноге было на один меньше, моя жизнь могла бы сложиться иначе......"""
,В семье Уширомия полидактилия считалась признаком удачи.{n}Она была у многих великих в семейной истории.
Ushiromiya Kinzo,"""Какое убожество. Старейшинам было всё равно, кого втянуть, лишь бы он не приносил пользу одному из них в частности."""
Willard H. Wright,"""В общем, они случайно услышали, что у кого‐то в одной из семейных ветвей по шесть пальцев, и решили, что им это подойдёт."""
Ushiromiya Kinzo,"""Именно. Старейшин не волновало, какой новичок станет главой, пока они могли сделать его своей марионеткой. На самом деле, чем хуже этот человек умел руководить, тем для них было лучше."""
Ushiromiya Lion,"""......Дедушка..."""
Ushiromiya Kinzo,"""Лион. Твой случай не такой. ......Ты унаследуешь всё, что у меня есть. Такова твоя судьба со дня твоего рождения. Именно поэтому я дал тебе серебряное кольцо и так строго тебя воспитывал. ......Ты отличаешься от меня. Ты уже идеально подходишь на роль главы, и никому бы не стало за тебя стыдно......"""
Ushiromiya Lion,"""...Д‐да......"""
Willard H. Wright,"""Глава‐марионетка...... Непростая ситуация."""
Ushiromiya Kinzo,"""......Хех...... хе‐ха‐ха‐ха‐ха‐ха‐ха..."""
,"Размышляя, откуда бы начать, Кинзо горько засмеялся."
,"Наверное, мучительные воспоминания вернутся откуда бы он ни начал..."
Ushiromiya Kinzo,"""Это были...... очень долгие и серые дни. Я провёл тот головокружительный период времени мёртвым, как мох, растущий на скале......"""
,"Я стал верёвкой в перетягивании каната между старейшинами, думающими только о своей выгоде...... и меня могли разорвать в любой момент."
,"Но люди гораздо крепче, чем кажется."
,"Пусть даже я провёл столько дней так, будто меня убили...... я не был убит."
,Поэтому мне пришлось искать смерть самому......
,"Не успел я осознать, как достиг того возраста, когда молодёжь засмеялась бы надо мной, назови я себя молодым."
,Эта головокружительная полоса серых дней была совершенно пустой.
,Она продолжалась целых 20 лет.
,"За 20 лет человек может родиться, обрести цель и даже найти своё место в мире."
,В общем..... если становишься человеком только становясь работоспособным взрослым...
,"Я играл марионетку тех жадных старейшин так долго, что за это время можно было создать человека."
,"Как ни странно, тогда взрослело моё тело, но не ум."
,"Один только мой ум... был всё так же молод, как в те богатые, счастливые дни до того, как меня вызвали в Одавару."
,"Только моё тело становилось всё старше, и в конце концов огромная разница между ними поднялась почти до невообразимых высот."
,"Поэтому мне с трудом верилось, что измотанный человек в зеркале действительно я."
,"Нет, это и вправду был не я."
,'Глава семьи Уширомия' просто название.
,В нём нет никакой власти. Для него не нужно быть независимым. Мне было незачем в чём‐либо участвовать.
,"Я был обычной куклой, пылящейся на кукольной полке."
,"Я помню только то, как лениво листал любимые западные книги, заперевшись в собственном мире...... возился с розами и распивал жуткие напитки."
,И так продолжалось целых 20 лет.
,Не успел я оглянуться...
,У меня вдруг появилась незнакомая жена. ......Я не выбирал её.
,"Она была дочерью одной знатной семьи, выбранной старейшинами по их личным причинам...... но для меня это не имело значения."
,"Я не любил свою жену, но и не испытывал к ней неприязни."
,......Мне просто было всё равно.
,"Я породил нескольких детей, но не из любви к жене."
,"Они просто родились прежде, чем я осознал. ......Вот и всё."
,"Ничто из этого не имело значения. Нет, не совсем так."
,"......Всё решили другие, а я просто подчинился."
,Такова была работа...... 'главы семьи Уширомия'......
Ushiromiya Kinzo,"""Да... На каком‐то этапе я почувствовал, что меня медленно и тихо убивают."""
Ushiromiya Lion,"""Поверить не могу. Подумать только, что ты, получивший столь высокую оценку за стойкое и мудрое правление, так долго жил подобной жизнью......"""
Ushiromiya Kinzo,"""......Лион. Нет ничего настолько долгого и тусклого, как жизнь не ради себя. И всё равно она проходит в мгновение ока. ......Не забывай."""
Ushiromiya Lion,"""Жизнь... ради себя......"""
Willard H. Wright,"""Жить значит обладать своей волей. ......Выходит, тогда ты был мёртв."""
Ushiromiya Kinzo,"""Именно. Я хотел жить. Нет, я хотел умереть. ......Как марионетка может умереть?"""
Ushiromiya Lion,"""...............Если перерезать... нити."""
Ushiromiya Kinzo,"""Правильно. Это смерть, а также жизнь, ...потому что обретаешь свободу."""
,"Не успел я осознать, как в мире начались беспорядки."
,Вторая мировая война. Тихоокеанская война.
,"Япония слишком далеко продвинула свои военные фронты на восток и запад, изменив ход войны."
,Благодаря влиянию старейшин я избежал призыва в армию.
,"......Разумеется, это было не из сострадания ко мне, а потому что я был их драгоценной марионеткой."
,"Но по этой причине война никогда не была мне близка.{n}Тем не менее, когда я сам решил, отказаться от их опеки было просто."
,"В то время семья Уширомия была на грани краха. Старейшины собрали достаточно имущества, чтобы продержаться до конца жизни, поэтому их мало заботило то, чем я занимался, раз я больше не приносил им пользы."
,"Я понял, что наконец нашёл подходящее время умереть."
,"Я перерезал нити, за которые меня тянули...... и стал искать место для смерти."
Willard H. Wright,"""Так ты искал смерть на поле боя?"""
Ushiromiya Kinzo,"""......Я думал, что если в любом случае умру, нужно принести пользу стране. ......Нет, неправда. Возможно, мне просто не хватило силы воли покончить с собой. Война была подходящим предлогом для смерти."""
Ushiromiya Lion,"""По слухам, дедушка разбирался в общественных работах и строительстве, поэтому ему дали задание построить сооружения для строительной бригады военно‐морского флота."""
Ushiromiya Kinzo,"""Хмф, до чего глупая ошибка. Скажи я, что у меня нет полезных навыков, меня бы сразу отправили на опасную линию фронта..."""
Willard H. Wright,"""Так тебе не пришлось ехать на фронт?"""
Ushiromiya Kinzo,"""Некоторые были вне себя от радости. Но только не я. Я просто хотел напиться ликёра, известного как смерть на благо страны. ......Самолёты США лишь пересекали небеса над этим забытым островом. ......Для меня там не было даже пули, а уж тем более бомбы."""
Ushiromiya Lion,"""И тогда ты встретил Беатриче, дедушка?.."""
Ushiromiya Kinzo,"""Верно. Она пришла ко мне из моря......"""
Willard H. Wright,"""Где вы встретились? Ты упомянул остров."""
Ushiromiya Kinzo,"""Да. Этот остров. Сюда она и приехала."""
Willard H. Wright,"""......Так вы встретились здесь, на Роккенджиме?"""
Ushiromiya Lion,"""Как?.. ......Говорили, что Роккенджима был необитаем, пока ты не купил его, дедушка. Кто бы мог подумать, что здесь была японская военная база."""
Ushiromiya Kinzo,"""Пф, ха‐ха‐ха‐ха‐ха‐ха...... А, да, такое вряд ли можно назвать военной базой. Это была обычная пещера, а я был её охранником."""
,{a:c:1944}.
,Из‐за почётных поражений на Сайпане и Гуаме абсолютная национальная зона обороны Японии была разрушена.
,"Куда только делась отвага, проявленная на Пёрл‐Харбор?{n}Бывшие нападающие теперь были в обороне."
,"Тогда было сказано, что последний козырь японской армии — пилотируемые торпеды, известные как кайтен."
,"Говорилось, что в этом конечном оружии запаковано 1.55 тонн взрывчатки и что оно может за один удар потопить любой корабль. Чтобы укрепить защиту родины,"
,"военно‐морской флот разработал план по строительству линии скрытых баз от острова Хачиджо до Йокосуки для субмарин, загруженных торпедами кайтен."
Ushiromiya Lion,"""Я знаю, что база кайтен была построена на острове Хачиджо, но такая же была и на Роккенджиме?.."""
Ushiromiya Kinzo,"""Просто один дурак решил, что построить на этом безлюдном острове базу — хорошая идея. ......Чтобы лучше сохранить её секретность? Хмф, чушь. ......Я никогда не понимал, о чём думает начальство, да и не особо хотел."""
,"Кайтен, способные с одного удара уничтожить большой военный корабль, и вправду были конечным оружием."
,"Была надежда, что наличие субмарин, в которые можно загрузить такое оружие, в водах близ Японии позволит устроить мощную морскую засаду — последнюю линию обороны."
,"И так кандидатом для постройки базы в абсолютной секретности стал необитаемый остров, Роккенджима."
,"Исследование острова привело к находке в скалах большой пещеры, и она, как посчитали, была подходящим местом для базы субмарин."
Willard H. Wright,"""И ты получил задание помочь с постройкой этой базы?"""
Ushiromiya Kinzo,"""С постройкой? Конечно, если выкапывание пещеры можно назвать постройкой. К тому же, база была заброшена до того, как её построили."""
Ushiromiya Lion,"""Почему?"""
Ushiromiya Kinzo,"""Ва‐ха‐ха‐ха‐ха! Потому что тогда у Японии закончились достаточно большие субмарины для перевозки торпед кайтен. До чего нелепо. Какой смысл строить базу субмарин, если никаких субмарин не осталось? Если и есть что‐то, что никогда не изменится, так это политики и их бессмысленные проекты."""
,"База на острове Хачиджо была оснащена торпедами кайтен и использовалась для прямых атак, но Роккенджиму никогда ничем не снабжали."
,"Более того, в итоге строительство приостановили, а на остров отправили минимум людей, ожидающих приказов сверху, которые так и не поступили."
,Неужели эта скрытая база определила нашу судьбу?
,Начальство уже совсем забыло об этой бесполезной и бессмысленной пещере.
,Мы были не более чем охранниками простой пещеры.
,"Мы проводили дни за сельским хозяйством, рыболовством и вознёй с грязью, глядя на пролетающие мимо американские формации."
,"......Часть нашей группы была рада, думая, что такими темпами война закончится до того, как вспомнят, что мы здесь. До того, как нам придётся встретить настоящий бой."
,"Естественно, для меня всё было наоборот."
,"Я надеялся и надеялся, что американские войска вторгнутся и убьют меня."
,Те дни были пустыми и слепыми.
,Давайте вернёмся.
,"......Вернёмся к поворотному моменту в моей судьбе и жизни...... во времена, когда Уширомия Кинзо наконец ожил......"
