Speaker,Russian (RU)
{f:5:Beatrice},"""Вот же капризный ребёнок, что в 12‐летнем будущем, что в 12‐летнем прошлом."""
Ushiromiya Ange,"""Заткнись. Я тебя не спрашивала!.. И что с тобой такое?! Разве Золотая ведьма явилась сюда не для того, чтобы провести ритуал своего возрождения?!"""
Ushiromiya Ange,"""Разве не ты появилась на острове с грохотом грома и хотела принести в жертву 13 человек?! Почему ты ведёшь себя так счастливо и расслабленно?! Я не понимаю!"""
{f:5:Beatrice},"""Это я не понимаю. К чему ты клонишь? Хочешь, чтобы я была убийцей?"""
Ushiromiya Ange,"""Ты написала истории об этом, засунула их в бутылки и бросила в море! Две из них потом обнаружили!.. Обе эти истории были о жестоких серийных убийствах!"""
{f:5:Beatrice},"""Жаль, что только две из них отнесло к берегу!.. Печально, что люди не видели «Землю» — мой лучший шедевр."""
Ushiromiya Battler,"""Я давно хотел спросить, а что такое эти послания в бутылках?"""
{f:5:Beatrice},"""Прорабатывая детали своей игры против тебя, я вместе с тем начала писать эти истории. Когда я поняла, что могу создавать из одной игровой доски множество различных историй, стало безумно интересно!.."""
Ushiromiya Battler,"""И ты написала эти истории в надежде, что я их однажды прочитаю?"""
{f:5:Beatrice},"""Именно! Они были так хороши, что я никак не могла дождаться твоего возвращения!.. Вдохновлённая Агатой Кристи, я засовывала их в бутылки и бросала в океан. Таинственно же, правда?!"""
Ushiromiya Ange,"""Не держи меня за дуру!!! Ты составляла планы на преступление! Местоположением скрытого золота ты сеяла разногласия в семье, между тем планируя жестокие серийные убийства!.."""
{f:5:Beatrice},"""О боже, так вот какой я стала в 1998?......Впрочем, не мне винить их, *хи‐хи*хи‐хи*."""
Ushiromiya Ange,"""А?! Что за изменение характера?!! Какая‐то схема, чтобы я потеряла бдительность?! Меня не одурачить, {f:5:Беатриче}! Братик!"""
Ushiromiya Ange,"""Ты хочешь, чтобы я сдалась и сказала, что ведьмы существуют?! Думаешь, я куплюсь на это?! Я отыщу правду без твоей помощи!"""
{f:5:Beatrice},"""Даже если правда сейчас повсюду вокруг тебя? Ты как‐то назвала себя Гретель, но, похоже, имя Митиль было бы более подходящим."""
Ushiromiya Ange,"""Хватит!!!"""
,Энджи попыталась ударить Беато по щеке.
,"Но разница между их ростом была настолько велика, что Беато увернулась до того, как рука достала бы до неё."
Ushiromiya Ange,"""Глупость...... Глупость!.. Я не признаю... Я никогда...... не признаю правдой этот фарс!.."""
,"Как только Энджи выкрикнула эти слова, её глаза затуманились."
,Они почти сразу же прояснились. К этому времени она уже вернулась к шестилетней себе...
{f:5:Beatrice},""".........Ты права, Энджи. Это грех, который я оставила, а также причина создания последней истории."""
Ushiromiya Ange,"""............?"""
,"Когда Энджи безучастно посмотрела в непонимании, Беато мягко погладила её по голове."
{f:5:Beatrice},"""Да. Эта история — фарс. Она не может быть правдой. ......Но всё же, даже если это так, ......нам нужно во что бы то ни стало кое‐что донести до тебя."""
Ushiromiya Battler,"""Беато. Я уже показываю ей. Мне не хочется давить на неё."""
{f:5:Beatrice},"""Ясно."""
Ushiromiya Ange,"""......Не понимаю, о чём вы. ......Я засыпаю."""
Ushiromiya Battler,"""Точно. Нам следует пойти вздремнуть."""
{f:5:Beatrice},"""Кинзо. Я ещё здесь нужна?"""
Ushiromiya Kinzo,"""Извини, но я попрошу тебя остаться ещё ненадолго. ......Двигаемся дальше, Краусс. Поддержку Дома Фукуин следует рассматривать как обязанность главы семьи Уширомия..."""
{f:5:Beatrice},"""......О боже. Прости, Баттлер. Я не могу пойти с тобой. ......Генджи. Ты не мог бы отвести их в домик для гостей?"""
Ronoue Genji,"""Как прикажете. ......Господин Баттлер, госпожа Энджи, прошу вас следовать за мной."""
Ushiromiya Battler,"""Спасибо. ......Увидимся позже, Беато."""
{f:5:Beatrice},"""Конечно! Я хочу обсудить с тобой горы всего. И хотелось бы этим вечером побыть с тобой наедине. Мы же должны то и дело вести себя как пара!.."""
Ushiromiya Battler,"""Ч‐что значит «вести себя как пара»? Ихи‐хи!.."""
,"Энджи так заскучала, что ей всё больше хотелось спать."
,"Наверное, ей будет лучше ненадолго вздремнуть."
,"Баттлер шёл по ветреному розарию, ведя её за руку."
,"Расспросив Генджи, их проводника...... он узнал, что старый слуга уже знал о желании Кинзо вернуть золото Беато... и раньше уладить проблему с наследством."
Ronoue Genji,"""......Господин решил раньше начать приготовления к своей последней задаче в этом мире, к концу своей жизни."""
Ushiromiya Battler,"""Большинство людей особо не задумываются над тем, что будет после их смерти... ......Ха‐а. Дед и рядом не стоит."""
Ronoue Genji,"""Сегодня отмечается день нового полёта, когда семья Уширомия отойдёт от покровительства Золотой ведьмы."""
Ushiromiya Battler,"""......Точно. Хе‐хех, здорово звучит."""
,"Этим вечером должна состояться грандиозная хэллоуинская вечеринка, и Годе с остальными было приказано начать подготовку к ней."
,Но не только вечеринка.
,Будет и ритуал возвращения золота {f:5:Беатриче}.
,"В начале ужина дед сделает объявление, и разнесутся аплодисменты в благодарность трём поколениям {f:5:Беатриче} за их дар семье."
,"Видимо, вот что планировалось."
Ushiromiya Battler,"""Отцу и остальным так ничего и не рассказали?"""
Ronoue Genji,"""Технически, это тайна. ......Но Господин задумался над этим отнюдь не сегодня. Он многие годы продумывал этот день и даже обсуждал со своими детьми конкретные вопросы. Сомневаюсь, что кто‐нибудь удивится, услышав сегодня вечером его объявление."""
Ushiromiya Battler,"""Мой старик из кожи вон лезет, чтобы раздобыть деньги для своей компании. Он запляшет, когда узнает, что дед раньше отдаст ему его часть наследства. Хороший подарок для него."""
Ronoue Genji,"""Я предпочитаю думать, что его подстрекает ответственность. ......Покинув остров, господин Рудольф блестяще преуспел. Однако его успех поддерживался богатством Господина."""
Ushiromiya Battler,"""......И неожиданно получив денежное наследство, в будущем он будет продвигаться только своими силами. ......Хе‐хех, неплохое давление."""
Ronoue Genji,"""Братья и сёстры десятилетиями страдали из‐за избытка успешности и способностей у своего отца. ......Крайне успешные родители уже могут быть большим бременем для ребёнка."""
Ushiromiya Battler,"""И этим вечером...... они покинут гнездо, став по‐настоящему взрослыми."""
Ronoue Genji,"""Господин планирует назвать этот вечер ритуалом возвращения золота. ......Но сначала он намеревался назвать его похоронами при жизни."""
Ushiromiya Battler,"""Звучит удручающе — хоронить себя ещё при жизни. Признаю, день нового путешествия и вылета из гнезда подходит семье Уширомия гораздо больше."""
Ushiromiya Ange,""".........Братик...... я засыпаю..."""
Ushiromiya Battler,"""Смотри, мы почти у домика для гостей. Пойдёшь в комнату мамы? Или в комнату кузенов?"""
Ushiromiya Ange,"""Мне всё равно...... ......Я...... буду спать до ужина..."""
,"Всё ещё держа брата за руку, Энджи присела на корточки, выглядя так, словно вот‐вот уснёт."
,Баттлер поднял её и понёс.
,"Почувствовав тепло и надёжность спины своего брата, Энджи погрузилась в сон......"
,Что случилось в тот день?..
,Что произошло 4 и 5 октября 1986 года?
,Из‐за размаха взрыва на Роккенджиме его время было известно вплоть до минуты.
,24:00...5 октября.
,"Сама невероятность этого времени доказала, что взрыв был произведён искусственным путём."
,"Позже от тех, кто знал Кинзо, когда он был жив, были получены следующие показания."
,"При жизни Уширомия Кинзо создал часы, настроенные на взрыв острова ровно в 24:00."
,"Эти часы, очевидно, были в его тайном кабинете. Чувствуя, что загнан в угол, и желая придумать гениальный план, он активировал устройство и пользовался напряжением приближающейся полночи, чтобы его осенило."
,"Когда Уширомия Кинзо ещё был жив, это считалось простой небылицей об этом эксцентричном человеке, ......но то, что взрыв на Роккенджиме произошёл ровно в 24:00, поддержало эту историю..."
Ushiromiya Ange,"""......Безумно звучит."""
Professor Ootsuki,"""Стало быть, на грани безумия он искал некую таинственную силу. Если считать её источником его мощной умственной силы, проглотить эту историю не так уж и трудно."""
,Страстно сказал профессор Ооцуки.
,"Охотники на ведьм.{n}Энтузиасты, относящиеся к безумной фантастике Роккенджимы как к своей игрушке."
,"У Энджи не было причин любить этих людей, которые ради забавы приукрашивали гибель её семьи."
,"И всё же, как ни иронично для Энджи, желающей узнать, что произошло в тот день, эти люди знали об острове больше всех."
Ushiromiya Ange,"""С этим устройством можно было взорвать остров, не оставив и следа. ............Ничего бы не осталось. Что бы там ни случилось, был способ стереть это."""
Professor Ootsuki,"""Предположения о том, что Уширомия Ева возглавила некий заговор, возникли очень рано. Но никто не мог объяснить, как она вызвала такой мощный взрыв."""
Ushiromiya Ange,"""И сфальсифицированные часы доказывают, что такое возможно..."""
Professor Ootsuki,"""Именно. Можно предположить, что Уширомия Ева, в полной мере осведомлённая о времени и радиусе взрыва, укрылась в Кувадориане."""
Ushiromiya Ange,"""......Чтобы присвоить себе всё состояние семьи, она убила всех и с помощью взрыва замела улики..."""
Professor Ootsuki,"""Это наиболее логичное объяснение тайны Роккенджимы. Оно также согласуется с тем, что Ева никому не говорила о событиях того дня."""
,Где находились сфальсифицированные часы и как Ева нашла их?
,Этим вопросом задавалось несколько подделок. Мне незачем тратить время на размышления.
,"Ева активировала устройство часов, скрылась в Кувадориане, чтобы избежать взрыва, и поэтому выжила только она."
,"Вот и весь ответ, красноречиво пересказавший всю историю."
,"......Когда Ева только удочерила меня, наши отношения вовсе не были такими плохими."
,Я несколько раз спрашивала её. Что произошло в тот день?
,"И каждый раз она отвечала, что не помнит."
,"Но, должно быть, она занервничала.{n}Когда я спросила её в самый первый раз, она ответила так"
,«Я не могу рассказать тебе».
,"Это была оговорка. Она знала, что произошло в тот день."
,"И покинула этот мир, не сказав ни слова правды."
,"Она заперла правду в кошачьей коробке... и покинула этот мир, забрав с собой ключ."
,Ответ может быть только один.
,Это она стояла за всем.{n}Она присвоила себе всё состояние семьи и стала безумно богатой.
,"А после оплакивала то, что её любимый сын никогда не унаследует созданное ею, и прокляла меня."
,......Меня тошнит от одних воспоминаний об этой старой стерве.
,Что произошло в тот день? Вот что я хочу знать.
,"Это моя единственная цель... Единственная причина, по которой я ещё жива."
,"Однако позже мне пришлось схватиться с тем фактом, что моя цель абстрактна."
,"Ведь даже если я не знаю, что произошло в тот день..."
,"Что касается {i:того}, кто совершил преступление... «Кто» уже ясно."
,Уширомия Ева. Преступник — она.
,Это было неизменно с самого начала.
,"Да. Я пытаюсь узнать не о том, что произошло в тот день."
,"Мне нужно выяснить, что Уширомия Ева сделала в тот день."
,"Раскрыв это, я разоблачу зло Евы даже если она уже мертва."
,Вот... моя истинная цель.
,"Точно так же подозревая, что несчастный случай может быть преступлением, полиция провела расследование."
,"Но они ничего не нашли, сколько бы ни исследовали кратер, который когда‐то был Роккенджимой."
,"Общественность и Охотники на ведьм загнали Еву в угол несколькими косвенными доказательствами, но поскольку не было найдено никаких вещественных доказательств... Хотя Ева была бесконечно близка к виновности, её преступление не смогли раскрыть......"
,"Моя цель не так расплывчата, как «узнать о произошедшем в тот день»."
,"Мне нужно разоблачить преступление, совершённое Уширомией Евой в тот день, и отомстить."
,"Из‐за того, что я не могу раскрыть её преступление, люди относятся к событиям на острове так, будто они были делом рук какой‐то Золотой ведьмы."
,Одолеть Золотую ведьму означает разоблачить грех Уширомии Евы.
,Я не прощу Уширомию Еву.{n}Я обязательно...... обязательно.........{n}Ненависть к ней и месть за мою семью.
,"Вот одна‐единственная причина, по которой живёт Уширомия Энджи......"
Amakusa Juuza,"""Ха‐ха‐ха‐ха‐ха. Если бы она знала, что её так ненавидели, председатель в ином мире покатилась бы со смеху."""
Ushiromiya Ange,"""......Заткнись. Я раскрою грехи этой старой карги. ......Я не приму «идеальное преступление», где всё взлетело на воздух. Ни за что."""
Amakusa Juuza,"""В общем, это путешествие — ваша месть за семью."""
Ushiromiya Ange,"""Что‐то не так?"""
Amakusa Juuza,"""Конечно нет. Здорово, когда есть цель в жизни."""
Ushiromiya Ange,"""......Можешь выключить?"""
Amakusa Juuza,"""O? Вам не нравится М. Закки?"""
,Амакуса выключил радио.
,Фоновой музыкой в автомобиле стал монотонный шум двигателя.
Ushiromiya Ange,"""Странно? Бороться ради мести."""
Amakusa Juuza,"""Да нет. Мне часто на фронте встречались люди, живущие по этой причине."""
Ushiromiya Ange,"""......Точно, ты же много раз был на поле боя как наёмник."""
Amakusa Juuza,"""Ну, несколько."""
Ushiromiya Ange,"""Так те, кто борется ради мести за свои семьи, сильны?"""
Amakusa Juuza,"""Несомненно. ......Чтобы отомстить за свои семьи, некоторые даже обкладывают себя взрывчаткой и совершают самоубийство. Люди более чем способны умереть ради мести."""
Ushiromiya Ange,"""......Верно. И я тоже могла бы."""
Amakusa Juuza,"""Вы слышали о детях‐солдатах?"""
Ushiromiya Ange,"""Дети, которые сражаются как солдаты?"""
Amakusa Juuza,"""Именно. Детей, которые потеряли своих родителей и которым некуда идти, иногда забирает группа вооружённых повстанцев, и они становятся солдатами. ......Им в руки суют оружие, и их учат мести. ......Но дети — расходный материал. Любой может быть солдатом на поле боя, если способен нажать на курок."""
Ushiromiya Ange,"""Хочешь сказать, что я такая же?"""
Amakusa Juuza,"""Месть может быть причиной жить. И она может придать силы стать солдатом. ......Может почти за ночь чудом превратить в солдата девочку, которой оставалось только рыдать над трупами родителей. ......Ничто не придаёт больше сил, чем месть."""
Ushiromiya Ange,"""Наверное. И я как раз такая."""
Amakusa Juuza,"""Знаете о проблеме детей‐солдат?"""
Ushiromiya Ange,"""Нет."""
Amakusa Juuza,"""Дети‐солдаты, которым дают оружие и которых учат мстить, делают месть своим смыслом жизни. Хотя нет, не совсем так. Месть становится их причиной стрелять. .........Но мести никогда не приходит конец. В какой‐то момент у них пропадает причина стрелять из своего ружья."""
Ushiromiya Ange,"""......В смысле?"""
Amakusa Juuza,"""Они стреляли ради мести, но в конце концов начали стрелять без всякой причины."""
Ushiromiya Ange,"""Потому что забыли о своей мести?"""
Amakusa Juuza,"""Когда месть невозможна, они в конечном итоге устают от неё и забывают о своей первоначальной цели. И тогда у них остаётся только ружьё. В конце концов они начинают стрелять просто чтобы жить."""
Ushiromiya Ange,"""......Хочешь сказать, дети‐солдаты, начавшие стрелять ради мести, становятся бандитами?"""
Amakusa Juuza,"""Они ведь даже не ходили в школу и не научились никаким полезным навыкам, чтобы устроиться на работу."""
,Они научились разве что стрелять.{n}И их хвалили только когда они убивали врага.
Amakusa Juuza,"""В итоге вашим смыслом жизни будет не месть, а средства, которые вы использовали для мести. ......Это очень грустно."""
Ushiromiya Ange,"""Так мне в конце концов надоест мстить, и...... э‐э, как бы было в моём случае?"""
Amakusa Juuza,"""Вы устанете раскрывать правду... и в конечном итоге сможете только ненавидеть Уширомию Еву."""
Ushiromiya Ange,"""Это уже так, ну и что с того?"""
Amakusa Juuza,"""Хья‐ха!.. Кстати, и впрямь."""
,"Точно не знаю, что Амакуса имеет в виду.{n}Наверняка что‐то раздражающее."
,Поэтому мне всё равно.
Ushiromiya Ange,"""......Мстить глупо. Это ты хочешь сказать?"""
Amakusa Juuza,"""У вас впереди долгая жизнь, леди. Вы могли бы сделать что угодно, пока молоды. ......По‐моему, это путешествие — пустая трата вашей драгоценной молодости."""
Ushiromiya Ange,"""Не твоё дело. ......Я уже спрыгнула, помнишь? С того высокого небоскрёба."""
Amakusa Juuza,"""И вам достаточно повезло, чтобы выжить."""
Ushiromiya Ange,"""Тогда... я умерла. Поэтому я уже призрак. И моя единственная цель — раскрыть правду того дня, чтобы отомстить врагу своей семьи."""
Amakusa Juuza,"""......Вот как. У вас просто стальная сила воли, леди."""
Ushiromiya Ange,"""Такому легкомысленному человеку, как ты, не понять, каково мне."""
,После этого Амакуса был вынужден закрыть рот.
,"Он пожал плечами, но Энджи не увидела."
,"И всё же, Амакуса продолжил."
Amakusa Juuza,"""В первый день этого путешествия...... вы кое‐что сказали. Сказали, что хотите узнать о произошедшем на острове в тот день."""
Ushiromiya Ange,"""Как и сейчас. Что‐то изменилось?"""
