Speaker,Russian (RU)
,"Из‐за этого садовый склад напоминал тюрьму, усугубляя незавидное положение, в котором оказалась запертая в нём пара, но с другой стороны, мне хочется думать, что его стены послужат защитой от Кинзо и его прихвостней."
,Я открыл окно и позвал их.
Ushiromiya George,"""....Как вы там? Вам не холодно?"""
Kumasawa Chiyo,"""Мы в порядке. У нас, как‐никак, много одеял. Если закутаемся в них, ничего страшного с нами не случится."""
Ushiromiya Battler,"""Хотелось бы мне принести керосиновую горелку или что‐нибудь в этом роде..."""
Ushiromiya George,"""......Но у них там не будет достаточной вентиляции. Досадно, конечно, но мы больше ничего не можем поделать. Нам угрожают заложниками. Мы не можем выказать неповиновение..."""
Ushiromiya Battler,"""........Проклятье... Если бы мы могли как‐нибудь спасти Кирие и остальных..."""
Ushiromiya George,"""Шшш. .....Они могут тебя услышать. ........Года‐сан, вот. Ключ к задвижке."""
,Джордж просунул ключ через крохотное окно.
Gohda Toshiro,"""......Благодарю. Я позабочусь о нём."""
,"Года взял ключ и, показав его Кумасаве, положил себе в карман."
,Это единственный ключ к задвижке садового склада.{n}Он находился в распоряжение запертых внутри него.
,"Если бы дети взяли его с собой, а он оказался как‐нибудь похищен у них, то этим они бы лишь подвергли опасности жизни запертых на складе."
,"И хотя ключом задвижку двери сарая изнутри открыть было нельзя, требования Кинзо были выполнены."
,"Склад, однако же, нельзя было теперь открыть и снаружи. Это защищало находящихся внутри."
,"Кинзо приказал заточить их, и детям оставалось лишь надеяться, что стены этой холодной закрытой комнаты защитят их."
,"Джессика наблюдала за этим, держа Марию за руку, а затем поглядела за кусты в непроглядно тёмном саду."
,"Где‐то в этой тьме прятался какой‐то наблюдатель, следивший, следовали они или нет приказу."
,"Разумеется, когда она направила туда свет фонарика, то не увидела никаких подозрительных силуэтов."
,"Но там определённо кто‐то был, прячась и наблюдая."
,Меня несколько раз так и подмывало заорать на них.{n}Но по какой‐то причине я сдерживалась.
,"Четверо детей ушли от садового склада, поминутно оглядываясь через плечо."
,Из обманчивой лампочки садового склада тихо струилось немного света.
,Пройдёт ли этот инцидент и удастся ли нам вновь увидеть их живые лица?..
,"У Джорджа, самолично запершего садовый склад на задвижку, сопротивление замка вызвало ощущение, будто он своими обеими руками убил их."
Ushiromiya Battler,""".........И всё же... мы не можем перечить им..."""
Ushiromiya Jessica,"""Что это вообще за {i:испытание}?.. Этот грёбаный старый хрыч издевается над нами... Ради этого убить маму и поймать папу... не понимаю, я убью его!.."""
Ushiromiya Maria,""".....Всё в порядке, Джессика онее‐чан. Не надо печалиться..."""
Ushiromiya Jessica,""".......Мария..."""
Ushiromiya Maria,"""Скоро воскреснет ведьма. ........Скоро мы сможем встретиться в Золотой Земле. ...Ки‐хи‐хи‐хи‐хи‐хи... Ай."""
Ushiromiya Battler,"""Не смейся так бесцеремонно. ........Ёлки‐палки, ещё какой‐то ритуал по воскрешению ведьмы? .....Втянуть стольких людей, причём в лютый бред, который ему следовало держать в собственной башке. Тебе это дорого обойдётся, сволочь..."""
Ushiromiya George,""".........Давайте вернёмся в домик для гостей. А иначе могут возникнуть проблемы, если дедушка позвонит туда, но не застанет нас там."""
,"Понукаемые Джорджем, все направились в сторону домика для гостей."
,В этот момент Джессика развернулась на каблуках в направлении тьмы розария и зарычала.
Ushiromiya Jessica,"""..........ЭЙ!!! Кто‐то пасёт нас, верно? Передайте старику! Передайте ему, что я убью его к ядрёной матери!!! Пошли!.."""
,"Ответа, разумеется, не последовало, лишь по‐прежнему продолжал завывать ветер, да шелестеть дождь..."
,Дети вернулись в домик для гостей.{n}Волнения по поводу ожидаемого терзало их души.
,"Когда они ушли, в той самой точке, куда кричала Джессика, возникла пара кроличьих ушей."
Chiester45,"""......П‐прос‐простите! Они меня засекли‐и!.."""
Chiester410,"""Это потому, что ты мастерица тормозить, 45, нье~х. Пендрагон‐сама сделает тебе выгово~ор{p:0:♪}"""
Chiester45,"""Простите меня, простите меня, не рассказывайте Пендрагону‐сама обо мне‐е‐е!"""
Chiester00,"""Цыц. Это очевидно был всего лишь блеф. Заточение Годы с Кумасавой подтверждено. Миссия завершена. Возвращаемся с докладом."""
Chiester410,"""Ура, ура. Нихи‐хи‐хи‐хи‐хи‐хи‐хи‐хи! Ай."""
Chiester00,"""Хочешь, чтобы нас посадили на морковку и воду из‐за коллективной ответственности? .....Идём."""
,Факт наблюдения за ними оказался правдой.
,"Поскольку когда они вернулись в комнату для кузенов и кузин, включили свет и улеглись на кровати, снова зазвонил телефон."
,"Ранее, поскольку это был её дом, по телефону отвечала Джессика, однако теперь трубку поднял самый старший, то есть Джордж."
,На этот раз на другом конце находилась Кирие.{n}Джордж из чувства такта передал трубку Баттлеру.
Ushiromiya Battler,"""........Алло. Кирие‐сан? У вас там всё в порядке?!"""
Ushiromiya Kyrie,"""Спасибо за заботу. ...Пока что терпимо. ......................Извини, меня настоятельно попросили воздержаться от свободной болтовни. Послушай, что я тебе сейчас скажу."""
,"Факт того, что они являлись заложниками, остался неизменен.{n}Кинзо или один из его прихвостней слушал их разговор."
,"Баттлер подавил желание поговорить на другие темы и сосредоточился на том, что собиралась сказать Кирие."
Ushiromiya Kyrie,"""Испытание будет проводиться в следующем порядке. Сначала пойдёт Джессика‐чан, потом Джордж‐кун, затем ты и, наконец, Мария‐чан. Вас будут вызвать поочерёдно, поэтому пока один проходит испытание, остальные должны оставаться в комнате. Вызванный человек должен оправиться в указанное место в одиночку."""
,"Баттлер повторил эти слова кузену и кузинам, чтобы они уяснили их суть."
Ushiromiya Battler,""".......Джессика, Аники, я и Мария‐чан — в таком порядке. И мы должны оставаться в комнате, пока нас не позовут, так? Понял. ......Мария тоже? Даже девятилетняя девочка... Что этот хрыч, так его растак, заставляет нас делать, этот ублюдок..."""
Ushiromiya Kyrie,"""............Судьба семьи Уширомия находится в ваших руках. ........Покажите им, чего вы стоите."""
Ushiromiya Battler,"""....Угу. ..........Хорошо."""
,"Баттлер обратил внимание на странный нюанс в голосе Кирие.{n}Даже без всякой кровной связи он всё мог читать между строк, благодаря долгосрочным узам, которые они разделяли."
,Сейчас было больше не время беспокоиться о семье Уширомия.{n}Кирие хотела передать не это сообщение.
,"Она наверняка имела в виду следующее: ""Мы не можем убежать из этого подземелья, а только ждать, когда нас спасут. Наши жизни в ваших руках."""
,Или что‐то в этом роде.
Ushiromiya Battler,"""Да, предоставь это мне. Мы не знаем, что это за испытание, но не беда. Я с радостью приму его. .......Это серьёзное испытание? Должны ли мы выложиться по полной?"""
Ushiromiya Kyrie,""".....Да. Серьёзное. Твой дед намеревается {i:на полном серьёзе} испытать вас всех."""
Ushiromiya Battler,"""Это бесполезно, все это бесполезно. ......Какой‐то старый пердун с одной ногой в могиле собирается бросить мне серьёзный вызов?"""
Ushiromiya Battler,"""Пусть несёт ахинею после того, как окажется в гробу. Он на твоём конце, так что передай ему от меня: 'Следующий глава — это я. И первое, что я сделаю в этом звании — заеду тебе в харю кулаком!'."""
,"Кирие не потребовалось повторять, поскольку мощное объявление Баттлером войны достигло ушей Кинзо."
Ushiromiya Kinzo,"""Фуха‐ха‐ха‐ха‐ха‐ха!!! Батле‐е‐ер, я искренне жду не дождусь этого‐о!"""
Ushiromiya Kinzo,"""Мне не терпится увидеть, что же успел обрести мужчина, когда‐то отбросивший фамилию Уширомия, и чего он достиг в жизни, когда он предстанет передо мной. Скажи ему!"""
,"К сожалению, голос Кинзо не доносился до трубки. Поэтому Кирие пришлось говорить за него."
Ushiromiya Kyrie,"""Судя по нему, он более чем рвётся в бой. .....Ладно, Баттлер‐кун. Сдерживаться нужды нет. .......Ты сын Рудольфа."""
Ushiromiya Kyrie,""".....Нет, ты мой сын. Продемонстрируй мне что‐нибудь, чем мне будет не стыдно хвастаться. .......Я доверяю тебе всё."""
Ushiromiya Battler,"""Ясно, мама. .....Остальное предоставь мне!.."""
Ushiromiya Kyrie,""".......Все из присутствующих здесь лишились права наследовать звание главы. .....Теперь мы те же шахматные фигуры, снятые с доски и наблюдающие за ней снаружи. Поэтому вам придётся сражаться самостоятельно."""
Ushiromiya Battler,"""..............Кирие‐сан..."""
,Нюанс этих слов означал следующее:
,"""Мы уже сдались. Поэтому вам надо забыть о нас."""
,Но... по этой самой причине я не сдамся...{n}Я обязательно разделаюсь с этим испытанием и всех спасу!..
Ushiromiya Kyrie,"""Что ж, вот указание для первого испытания, то есть для Джессики‐чан. ......Иди в свою комнату, говорит он."""
Ushiromiya Battler,"""В свою комнату?"""
Ushiromiya Kyrie,"""Похоже, он имеет в виду личную комнату Джессики в особняке."""
Ushiromiya Battler,"""Я передам трубку Джессике. Скажи ей напрямую. ......Джессика."""
Ushiromiya Jessica,"""А... алло... Да, я понимаю..."""
Ushiromiya Jessica,"""........Начиная с меня, значит... .......Я уже готова. Скоро вернусь!"""
,"На деле Джессика наверняка ощущала страх, вполне естественный для девушки её возраста."
,Однако она задавила этот страх и укрепилась в своей решимости.
Ushiromiya George,"""Будь осторожно... хорошо?"""
Ushiromiya Jessica,"""....За нами наверняка наблюдают. Мы не можем наделать глупостей. Лишь только выполнять их приказы."""
Ushiromiya Battler,""".......Говорят, что этот старый хрыч моментально и без колебаний убил шестерых в обеденном зале. .....Поэтому, если мы попробуем отбиваться, нас может постигнуть та же участь."""
Ushiromiya Jessica,"""Понимаю. .........Я отплачу им сторицей."""
Ushiromiya George,"""Не совершай необдуманных поступков. ......Если думаешь, что находишься в опасности, то твоё здоровье должно быть на первом месте. Если дядя Краусс узнает, что его дочь пожертвовала собой ради него, это разорвёт ему сердце."""
Ushiromiya Jessica,"""Справедливо и обратное. Если мама с папой окажутся убитыми, а выживу только я, это разорвёт сердце мне."""
Ushiromiya George,""".....................................Баттлер‐кун. Сказанное тобою недавно — правда?"""
Ushiromiya Battler,"""Ага. .........Кирие‐сан и остальные... уже готовы к тому, что последует в дальнейшем."""
Ushiromiya Jessica,"""Тогда... сложившийся расклад идеален. Жизни всех остальных покоятся на наших плечах. У заложников связаны руки, пока они находятся в плену. В таком случае нам остаётся только что‐нибудь предпринять."""
Ushiromiya George,"""..........Если что‐то случится, бегите обратно в домик для гостей. К этому моменту мы закончим играть в дедушкину игру."""
Ushiromiya Battler,"""Аники..."""
Ushiromiya George,"""Тогда‐то мы и объявим войну. .......Мы спасём узников и соответствующим образом разберёмся с дедушкой."""
Ushiromiya Battler,""".......Ты уверен, Аники? .....Шаннон‐чан тоже там."""
Ushiromiya George,""".......................Вот потому‐то я это и говорю. Я не собираюсь сидеть сложа руки и ждать, пока убьют мою невесту. .........Сильнее всего меня пугает не возможность, что дедушка убьёт её."""
Ushiromiya George,"""{i:Я просто переживаю, что первыми, кто доберётся дотуда и врежет тому треклятому старикашке, заставившему мою невесту испытать страх, окажетесь вы, а не я}."""
Ushiromiya Jessica,"""Понятно... А ведь если смотреть под таким углом, то действительно получается испытание на место следующего главы."""
Ushiromiya Battler,"""Угу. Первый, кто врежет по физиономии этому хрычу, станет следующим главой."""
,"Джордж, Баттлер и Джессика энергично кивнули и соединили кулаки."
,"Затем Джессика, как и было оговорено, отправилась в свою личную комнату."
,Её фигура растворилась в раскачивающейся тьме розария.
,"Наблюдая это, Джордж с Баттлером до дрожи сжали кулаки."
,"Оставленная на втором этаже, Мария смотрела Джессике в спину через окно."
,Её лицо ничего не выражало.
Ushiromiya Maria,"""....И чего все так переживают? ........Ведь когда {f:5:Беатриче} воскреснет, все вернутся к жизни."""
,Тьма уже полностью поглотила Джессику.
,В этот момент вновь зазвонил телефон.
,"Баттлер с Джорджем услышали его звон, однако трубку тут же подняла Мария."
Ushiromiya Maria,"""..................Алло."""
Shannon,"""М... Мария‐сама? Это Шаннон. Не могли бы вы передать трубку Джорджу‐сама?"""
,На этот раз на другом конце провода оказалась Шаннон.
,"И она должна была передать указания Джорджу о том, куда тот должен пойти."
