Speaker,Russian (RU)
{f:5:Beatrice},"""Начнём с чёрного чая. Свежее молоко и такой восхитительный сахар, что его чуть ли не хочется съесть прямо так. Но я рекомендую тебе сначала попробовать чай. С плавающим сверху лепестком розы — одним и не более — он непременно окажется таким вкусным, что ты больше никогда не сможешь пить чёрный чай мира людей!.."""
,"Счастливо смеясь, {f:5:Беатриче} вместо сахарницы открыла горшочек с лепестками роз, взяла малиновый лепесток и, насладившись ароматом лепестка, опустила его в свой чай."
,Шаннон тоже взяла лепесток и вдохнула его аромат.
Shannon,"""......Такой приятный запах............ Так... пахнут все розы этого мира?"""
{f:5:Beatrice},"""Рада, что тебе нравится. Я выращиваю эту розу чисто ради лепестков для чёрного чая. Если их измельчить, они прекрасно подойдут и для варенья! К булочкам оно подходит лучше всего, что только можно себе представить. Хочешь попробовать?"""
Shannon,"""Э‐э, а...... да, совсем чуть‐чуть."""
,Шаннон пригласили на чаепитие ни с того ни с сего.
,"Но ведьма выглядела такой невинной, а её улыбка, когда она играла в хозяйку, была до того счастливой, что Шаннон тоже захотелось улыбнуться."
,"Напряжение в её сердце постепенно спало, и беседа с ведьмой начала доставлять ей удовольствие......"
{f:5:Beatrice},"""Работа слуги так утомительна. Я хорошо её помню. Особенно чистку подоконников в часовне."""
Shannon,"""Надо же. Вы тоже работали слугой?"""
{f:5:Beatrice},"""Недолго. Ты вряд ли помнишь, но мы работали вместе. Я была неуклюжей, вечно всё теряющей дурой, а ты была моим представлением об идеальной слуге и той, на кого я хотела походить."""
Shannon,"""......Из‐за этого мне ещё больше жаль, что я не помню."""
{f:5:Beatrice},"""Не нужно извиняться. Здесь ты не слуга, а моя подруга и гостья. Никаких неудобств, испытаний и скуки. Я могу дать тебе всё что пожелаешь. Вот какой силой я сейчас обладаю. ......Я хотела, чтобы ты узнала, каких высот я достигла."""
Shannon,"""......Я искренне благодарна вам за такой необычный приём."""
{f:5:Beatrice},"""*хи‐хи*! Считай это наградой за все те тяжёлые дни, что ты выдержала."""
{f:5:Beatrice},"""Ну же, золотые бабочки! Не дайте моей подруге заскучать! Покажите ей танец! Если тебе надоест, позволь мне позвать группу, которая исполнит для тебя любую песню. Когда устанешь от этого, мои утончённые знакомые покажут тебе фокусы."""
{f:5:Beatrice},"""Не бойся, здесь время бесконечно. И я могу бесконечно исполнять твои желания. Моему чаепитию нет конца!.."""
,"Пребывая в прекрасном настроении, ведьма рассказала Шаннон несколько причудливых историй."
,"Она никогда раньше не слышала их. Очень интересные истории. И все они были странными, причудливыми сказками."
,"Шаннон показалось, что она стала Алисой в стране чудес. Время, которое она провела за этим чаепитием, было странным, приятным и спокойным."
,"Нет, на этом чаепитии у часов нет стрелок."
,"Время шло словно в воскресное утро, когда можно насколько хочешь закутаться в одеяло......"
Shannon,"""......Мне не выразить, как я благодарна вам."""
{f:5:Beatrice},"""Меня не нужно благодарить. В мире людей слова благодарности стоят рядом с прощальными словами. Этому чаепитию не будет конца. Поэтому и благодарность не нужна."""
Shannon,"""*хи‐хи*. И всё же, я благодарна. Большое спасибо за удивительное чаепитие, госпожа {f:5:Беатриче}. ......Но все сны должны заканчиваться, в том числе и этот."""
{f:5:Beatrice},"""Хо. И почему же?"""
Shannon,"""Потому что...... мне завтра рано начинать. Я просплю, если задержусь здесь, и мадам меня отругает..."""
{f:5:Beatrice},"""Пф‐ф, ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха! Почему тебе так не терпится вернуться в мир этой вспыльчивой Нацухи? Нет, в самом деле. Ты всерьёз хочешь вернуться в мир {y:0:Люд}{n:0:люд}ей, где одна работа и никаких наград?"""
Shannon,"""Но я {y:0:Человек}{n:0:человек}. Я не могу вечно навязываться вам."""
{f:5:Beatrice},"""Шаннон. Ты не понимаешь. Я пригласила тебя сюда, но не желаю выпроваживать."""
{f:5:Beatrice},"""Здесь время вечно. Ты вовсе не обязана прощаться. Мне никогда не надоест наслаждаться с тобой чаем. Напротив, с тобой очень приятно разговаривать."""
Shannon,"""Я благодарна вам за ваши слова, но я {y:0:Человек}{n:0:человек}. Мне нужно вернуться в свой мир."""
{f:5:Beatrice},"""Зачем тебе возвращаться в тот бесцветный мир, где ты всё своё время тратишь на школу и работу и перегружаешься в этом доме?"""
Shannon,"""И всё же...... тот мир по‐прежнему мой."""
{f:5:Beatrice},"""Шаннон. Твоим миром действительно должен быть такой мир? Буду с тобой откровенна. ......Шаннон. Я не просто пригласила тебя сюда. Я пришла отвести тебя домой."""
Shannon,"""Отвести домой?.."""
{f:5:Beatrice},"""Когда‐то так же, как ты, я стремилась стать хорошей слугой. ......Потом меня очаровали ведьмы, и я сама стала ведьмой, познав все прелести магии. ......И теперь я пришла отвести тебя домой."""
,Тихо сказала {f:5:Беатриче} и медленно поднялась с места.
{f:5:Beatrice},"""Шаннон. ......Мир ведьм гораздо интереснее жизни слуги. На этом чаепитии я лишь встретила старую подругу. Мы можем устраивать сколько угодно весёлых праздников. Всегда, бесконечно."""
{f:5:Beatrice},"""......Раз этот золотой розарий завершён, я достигла своей цели. Это место — рай. Да, назовём его Золотым раем. И с его завершением я пришла пригласить тебя сюда. Никаких неудобств, давления и тяжёлой работы. Здесь мы с тобой можем развлекать себя целую вечность. Это будет похоже на бесконечную сказку......"""
Shannon,"""......Я искренне благодарна вам за великолепное предложение. ......И всё же, мне нужно вернуться в свой первоначальный мир."""
{f:5:Beatrice},"""Почему?"""
Shannon,"""Потому что этот мир — не мой."""
{f:5:Beatrice},"""Я признаю. Это не тот мир, в котором ты жила. Вот почему я пригласила тебя сюда!"""
{f:5:Beatrice},"""Отныне этот мир станет нашим. Ты больше не гостья. Ты — вторая хозяйка этого мира. Не нужно сдерживаться ради меня. Мы просто будем жить в этом бесконечном мире так же, как раньше жили в одной комнате......"""
Shannon,"""Жаль, что я не помню то время. ......Hо мне придётся отклонить ваше приглашение."""
{f:5:Beatrice},"""Почему?......Какая ответственность вынуждает тебя вернуться в мир людей?"""
,"Да, мир людей или же мир слуг всё время завален работой."
,"Мадам строгая, чересчур нервная и вспыльчивая."
,"Было бы ложью говорить, что повседневные заботы не доставляют хлопот, а балансирование работы с учёбой только всё усложняет."
,{f:5:Беатриче} постоянно наблюдала за тяжёлыми днями Шаннон.
,"Она много раз видела, как у неё тяжелели плечи от усталости."
,Именно поэтому она пригласила Шаннон сюда. В этот Золотой рай.
,"Она постаралась идеально встретить её, чтобы по‐настоящему осчастливить."
,......Так почему Шаннон выбрала свой первоначальный мир взамен этому?
,"{f:5:Беатриче} одолел шок, и она совершенно не понимала."
{f:5:Beatrice},"""Я устроила тебе идеальный приём в этот рай. Последующие дни будут ещё веселее."""
{f:5:Beatrice},"""......И если ты после всего этого до сих пор выбираешь человеческий мир, получается, там ты нашла нечто ещё лучше радостей ведьм?"""
Shannon,"""......Да. В мире {y:0:Люд}{n:0:люд}ей есть то, что ещё лучше магии."""
{f:5:Beatrice},"""Абсурд... Не может быть!.."""
Shannon,"""...Нет, может."""
,Выражение Шаннон было мягким.
,Но говорила она твёрдо. В мире {y:0:Люд}{n:0:люд}ей есть нечто восхитительно‐ завораживающее.
,"И этого нет в раю, где должно быть всё, что они захотят......"
{f:5:Beatrice},""".........Абсурд... ......Я... не понимаю......"""
,"Пробормотав, {f:5:Беатриче} беспокойно дёрнулась."
,"Но сколько бы она ни говорила, улыбка Шаннон не померкла, и {f:5:Беатриче} не нашла что ответить..."
Shannon,"""Что ж...... мне пора уходить. Ваш чай был восхитителен."""
{f:5:Beatrice},""".........Я... не понимаю. ......Я — великая Золотая ведьма, у которой бесконечно может быть что угодно. Хочешь сказать, я не могу дать тебе то, что ты хочешь?"""
Shannon,""".........Да."""
{f:5:Beatrice},"""Я хочу знать. Я считала, что у меня есть всё, так скажи, чего мне не хватает!.."""
Shannon,"""Думаю...... вы уже знаете. Разве не поэтому вы пригласили меня сюда?.."""
{f:5:Beatrice},"""......Говоришь с ведьмой загадками? ......Хех... *хи‐хи*."""
Shannon,"""Тогда на этом всё...... Я не могу жить здесь, но буду рада прийти в любое время, когда вы пригласите меня на чай."""
{f:5:Beatrice},"""Я больше не позову тебя... Не бойся."""
,"{f:5:Беатриче} щёлкнула пальцами, и Шаннон исчезла."
,Её душа вернулась в сон первоначальной Шаннон.
,"Хотя людям за ночь много чего снится, они ничего не помнят."
,Чаепитие в этом раю смешалось со многими другими снами и исчезло.
,На следующее утро Шаннон не вспомнит о нём.
,Но её чашка осталась.
,"Ведьма, потерявшая свою гостью и стоящая одна, выглядела всё более одинокой..."
{f:5:Beatrice},"""............"""
,Ведьма впилась ногтями в скатерть.
,"Она закусила нижнюю губу, и её гримаса ясно давала понять, что она ещё не разгадала загадку, оставленную Шаннон."
,"""Риче. Не беспокойся."""
,"Над пустым местом Шаннон открылась чёрная дыра, и из неё выпала та, кому принадлежал этот голос."
{f:5:Beatrice},"""......А я беспокоюсь. Как она могла сказать с такой уверенностью..."""
,"""Может, просто хотела скорее заснуть, раз скоро рассвет."""
{f:5:Beatrice},"""......О какой такой радости знает Шаннон, но не знаю я?! Что это за нечто, которое есть в человеческом мире, но не в моём раю?! Не понимаю! ......Я хочу знать!"""
,"""Думая о сложностях, ты только усилишь свою головную боль. Могу занять место Шаннон. Давай вместе наслаждаться чаепитием."""
{f:5:Beatrice},"""Больше не хочу. ......Чаепития с тобой скучные."""
,"""......Ой, какая капризная."""
,"Ведьма пожала плечами и засмеялась, а потом откусила кусок от булочки."
,"Она подула в неё, отчего та распухла как воздушный шар и наконец лопнула."
,"Вылетели золотые ленты и бабочки, но {f:5:Беатриче} не заметила......"
{f:5:Beatrice},""".........Чем же я не обладаю?......Чем?.."""
Captain Kawabata,"""Смотрите там под ноги."""
Ushiromiya Eva,"""Спасибо, капитан. Берегите себя."""
Ushiromiya Hideyoshi,"""У меня есть друг, продающий то, что хорошо помогает при затекании плеч. Я в следующий раз привезу вам образец!.."""
Captain Kawabata,"""О, не стоит утруждать себя... Но спасибо за заботу."""
Ushiromiya Rudolf,"""Эй, мелочь! Долго вы будете там возиться? Пойдёмте."""
Ushiromiya Rosa,"""Эй, Мария. Пойдём, сойдёшь с катера вместе с мамой..."""
,"Мария, которую Роза вела за руку, была ещё слишком мала для детского сада."
,"Однако она заметила, что возле неё играли кузены, которых она редко видела, и была очень взволнованна."
,Баттлер и Джордж по запасу энергии относились к детям средней или почти средней школы.
,"Они возились на катере вместе с Джессикой, встретившей их на Нииджиме."
Ushiromiya Rudolf,"""Всё хорошо, Асуму? ......Ты ведь терпеть не можешь транспорт..."""
,"Рудольф протянул руку своей жене, Асуму..."
Ronoue Genji,"""......Добро пожаловать на Роккенджиму. Благодарю, что приехали в такую даль."""
,Вся семья собралась на собрание.
,"На данный момент женой Рудольфа до сих пор была Асуму, а Энджи ещё не родилась."
,"Года и Канон пока не работали на семью Уширомия, и ещё не появилась эпитафия ведьмы, играющая с судьбой семьи."
,"Они и представить себе не могли странное преступление, которое произойдёт спустя несколько лет......"
Kumasawa Chiyo,"""Господин Краусс, мадам. Семья прибыла."""
Ushiromiya Krauss,"""Хорошо...... Мне позвать отца?"""
Ushiromiya Natsuhi,"""Позови. Я пойду встречу всех. ......А, Шаннон. Кто чистил эту оконную раму?! Она по‐прежнему пыльная!.. Скорее протри её!"""
Shannon,"""Ка... как прикажете, мадам."""
,"......О, ну вот. Нацухи опять заставляет её трудиться."
,"Что хорошего она нашла в такой ограниченной, вызывающей язву жизни?"
,Я хотела узнать.
,......Шаннон. Что же ты нашла?
,"И что ты имела в виду, когда сказала, что я уже знаю, чего мне не хватает?"
,"Шаннон. Мне нужно узнать об этом, узнавая о тебе?.."
Zepar,"""Чем отличается день семейной конференции на Роккенджиме?!"""
Furfur,"""Шумом, должно быть! Там никогда нет стольких детей!"""
Ushiromiya George,"""......Для взрослых этот день полон напряжённости, но для детей это удивительный, единственный день встречи с любимыми кузенами."""
Ushiromiya Battler,"""Летом мы с кузенами могли играть на пляже, да и зимой находили много игр! Для нас семейные собрания были очень весёлыми."""
Ushiromiya Jessica,"""Согласна. Мама всегда кричала, что не должно быть допущено ни единой ошибки, но для меня это был всего лишь день, когда я могла играть со всеми своими кузенами. Ведь обычно на Роккенджиме совсем нечем заняться."""
Ushiromiya Battler,"""Ещё будучи мальчишкой, я всегда завидовал Джессике, живущей в огромном особняке с частным пляжем. Но если поставить себя на её место, для неё это наверняка узкий уголок для жизни."""
Ushiromiya George,"""Возможно...... На Роккенджиме почти ничего нет. Ни друзей, ни ближайших соседей, ни района. Если подумать, каково Джессике, её становится жаль."""
Ushiromiya Jessica,"""Вот почему семейные собрания для меня были такими особенными. Беготня, возня! Мне казалось, что я на фестивале. Мы постоянно подшучивали друг над другом."""
Furfur,"""Если взрослые всегда разговаривали о взрослых делах и говорили вам поиграть в другом месте..."""
Zepar,"""Вы втроём были кузенами примерно одного возраста. Само собой, вы дурачились!"""
Ushiromiya George,"""Нет, не втроём. Вчетвером."""
Furfur,"""Энджи ведь ещё не родилась, а Мария была слишком мала, чтобы играть с вами?"""
Zepar,"""Нет, Фурфур. Не только кузены были одного возраста."""
Ushiromiya Battler,"""Четвёртая — Шаннон. Она была примерно того же возраста, что и мы."""
Ushiromiya Jessica,"""Мама всегда говорила не общаться с детьми‐слугами, но мы с Шаннон начали сближаться. Ведь на Роккенджиме она была ближайшей ко мне по возрасту девочкой."""
Ushiromiya George,"""Мы вчетвером играли вместе. Каждое семейное собрание. Верно, Шаннон?"""
Shannon,"""......Да. Я знала, что мадам отругает меня, если узнает, но......"""
Ushiromiya Jessica,"""Я бы ей не позволила! Ты всегда была мне близкой подругой, понимающей меня!.."""
Shannon,"""Благодарю вас за ваши слова..... миледи..."""
,Я не могла скрыть потрясение.
,"Как она подружилась с детьми семьи, будучи обычной слугой?"
,Нацухи тщательно пресекала подобные отношения.
,"Однако неудивительно, что Джессика, которая была совсем одна на острове, хотела подружиться с ребёнком того же возраста."
,"И Шаннон тоже была на острове одна, без друзей своего возраста."
,"Хотя они обе осознавали, что разделяют отношения госпожи и слуги, им как‐то удалось завязать дружбу..."
,На семейной конференции Джессика представила Шаннон Джорджу и Баттлеру.
,Все взрослые были заняты своей сложной дискуссией в особняке.
,"В это время Шаннон смогла ненадолго отложить роль слуги и вести себя с Джессикой, Джорджем и Баттлером в соответствии со своим возрастом."
,"Я и не знала, что Шаннон так быстро построила новый мир."
,"Как бабочка, скрывающаяся в тенях...... я наблюдала за её новым миром."
Ushiromiya George,"""В тот день мы бегали по всему розарию и пляжу."""
Ushiromiya Jessica,"""Носиться повсюду и играть было веселее всего."""
Ushiromiya Battler,"""Ага. Только в такие времена Шаннон улыбалась как девочка своего возраста."""
Shannon,"""Я, наверное...... увлеклась. Стыдно..."""
Ushiromiya Jessica,"""Сейчас Баттлер так вымахал, но раньше мы с Шаннон были выше и сильнее его."""
Ushiromiya Battler,"""Тогда я просто рос медленно."""
Shannon,"""*хи‐хи*. Говорят, что те, кто начинает поздно расти, в итоге становятся выше всех."""
Ushiromiya Battler,"""Ихи‐хи! Да, точнее некуда! В то время твоя грудь и близко не была такой, да?"""
Ushiromiya George,"""Не говори так... Шаннон уже тогда обладала женственным очарованием. Правда?"""
Shannon,"""Э, а... к‐кто знает......"""
Ushiromiya Jessica,"""Каким ещё 'женственным очарованием'? Звучит странно!"""
Ushiromiya Battler,"""Ну, в то время я и сам был довольно мил. Бретелька бюстгальтера на её плече, которая просвечивалась через летнюю одежду, метала в меня молнии юности!.. Помню, как мы с Джорджем той ночью шептались о том, до чего же большие у неё буфера! Ихи‐хи!"""
Shannon,"""Го... господин Джордж, это правда?!"""
Ushiromiya George,"""*кхм*, *кхм*кхм*! Возникло недопонимание!.. Я... я помню лишь то, как на правах старшего и более осведомлённого кузена рассказывал ему о различиях между ростом мальчиков и девочек, *кхм*кхм*! Поэтому это были не грязные разговоры между кузенами поздней ночью, а признак здорового роста и... э‐э..."""
Ushiromiya Jessica,"""......Да‐а, я помню, как все мы, кузены, разговаривали до полуночи... ......О том, как вроде бы кто‐то из соседнего класса поцеловал кого‐то, или о том, как ты держался за руки с девочкой, которая тебе понравилась в летнем лагере... О том, кто нам нравился, и обо всём в таком духе!.. ......Чёрт, мне так неловко, что я дрожу!.."""
Zepar,"""Ну разве не прекрасно!.. Ещё одна сладкая страница в книге юности!"""
Furfur,"""Наиболее чистая любовь приходит когда мальчики и девочки только начинают замечать друг друга!"""
Zepar,"""То простое, искреннее желание всего лишь быть рядом с кем‐то из противоположного пола, благородная первая любовь."""
Furfur,"""Как чудесно... Кучка детей думает и говорит о мире любви!.."""
Shannon,"""Та... ......такое... п‐правда было?.."""
Ushiromiya Battler,"""Ихи‐хи~! Не прикидывайся дурочкой! Среди нас ты была самой любопытной — сидела, пока у тебя уши не краснели, ихи‐хи!"""
Shannon,"""Н‐не было никакого любопытства!.. Я... я просто... у... удивилась... тому, сколько все знают... и......"""
Ushiromiya Jessica,"""Точно. Шаннон всегда прикидывалась дурочкой, хотя ей было интереснее всех. Она была самой большо~й извращенкой. Ихи‐хи‐хи."""
Shannon,"""Не... неправда, неправда, ненавижу вас, миледи!"""
Ushiromiya George,"""Ха‐ха‐ха‐ха‐ха‐ха... Да, и так всегда. Днём мы носились повсюду, как дети, а ночью сжимали подушки и говорили о сокровенном. Всё это...... сейчас навевает такие приятные воспоминания."""
Ushiromiya Battler,"""Мы шептались о всяких пошлостях, а слыша шаги приближающихся взрослых, прыгали под одеяла и делали вид, что спим!"""
Ushiromiya Jessica,"""Да, помню! Прямо как в школьной поездке!"""
Shannon,"""Все мы разом ныряли под одеяла. Словно негласное правило, странное чувство единства. Мне оно очень нравилось."""
Ushiromiya George,"""Во всяком случае... Мы говорили не только об этом. Было гораздо больше всего. Мы и вправду наслаждались юностью на полную."""
{f:5:Beatrice},"""Ну и...... что это?"""
,"Шаннон. ......Вот, значит, то 'забавное нечто' из мира {y:0:Люд}{n:0:люд}ей?"
,"Непостижимая возня и есть то, что ты открыла?"
{f:5:Beatrice},"""Кучка детей собирается вместе, играя в глупые игры и разговаривая о всяких мелочах. ......Это и есть та самая человеческая радость, превосходящая радости ведьм?"""
Shannon,"""......Да. Разве не весело?"""
{f:5:Beatrice},"""Скучным не назову. Но я не понимаю, как такая вульгарная игра может сравниться с моим раем, где могут исполниться любые желания."""
Shannon,"""Общаться с людьми...... очень весело. Разумеется, я считаю весёлым и ваш мир. Но всё равно...... я выбираю тот мир."""
{f:5:Beatrice},"""......Я не понимаю. ......Не понимаю......"""
,"{f:5:Беатриче} схватилась за голову, словно от головной боли.{n}Но она не могла найти ответ, сколько бы ни морщилась."
{f:5:Beatrice},"""......Скажи мне. .........Что ты нашла в этой вульгарной игре?"""
Shannon,"""............ Хотите узнать?.."""
{f:5:Beatrice},"""Да!"""
Shannon,"""Любовь."""
{f:5:Beatrice},"""Лю...... бовь?.."""
Ushiromiya Battler,"""Держи. Та книга Куина, которую я обещал принести."""
Shannon,"""С‐спасибо. Буду счастлива одолжить её."""
Ushiromiya Battler,"""Да ладно, можешь оставить её, Шаннон. Я уже прочитал."""
Shannon,"""Н‐но... Я так не могу...... Она наверняка дорогая."""
Ushiromiya Battler,"""Обычная книга, которую я купил за несколько сотен иен на базаре. Не беспокойся об этом. Лучше поскорее прочитай её, чтобы мы могли поговорить о ней. С тобой интересно обсуждать такие книги, Шаннон."""
Shannon,"""Да, мне тоже. Гораздо интереснее читать детективы вдвоём, чем в одиночку."""
Ushiromiya Battler,"""Мне нравится обсуждать их и представлять всевозможные вещи. Чтение детективов только половина удовольствия. По‐моему, ими можно наслаждаться по‐настоящему только разговаривая с теми, кто тоже их читал."""
,"Наши отношения начались когда мы поняли, что оба читаем детективы."
,"Мы вдвоём очень удивились и с интересом обнаружили, что другой читает тонны детективов, причём очень внимательно."
,С тех пор всё было так.
,"Отдельно от игр, в которые мы играли со всеми кузенами, некоторое время мы проводили вдвоём......"
,"Сначала это было нечто вроде соревнования по выяснению того, кто больше знает."
,"Но в конце концов мы стали уважать то, сколько читал другой и как глубоко тот мог задуматься о прочитанном."
,Уважение. Доверие.{n}Эти эмоции только укрепили нашу дружбу.
,"Естественно, все они по‐прежнему попадали в категорию 'дружба'......"
,"......Но мы всё же осознавали, что другой был противоположного пола, и создавали очаровательные, юные...... или, может, волнующие отношения."
,"Однако мы до сих пор были в том возрасте, когда слово 'маленький' не преувеличение."
,"Разумеется, мы ничего не знали о любви."
,"И поэтому не понимали то волнующее, горько‐сладкое чувство в груди, которое испытывали только наедине."
,"Но мы поняли, что за этим чувством скрыта неизвестная эмоция...... и как только наши сердца забились чаще, наши руки оказались на двери. Вот в каком захватывающем возрасте мы были."
,И так...
,Обсуждения детективов вдруг стали лишь поводом для встреч наедине...
Ushiromiya Battler,"""Не многие детективы основательно подходят к причине."""
Shannon,"""К причине? В смысле, к мотиву преступника?.."""
Ushiromiya Battler,"""Да. В детективах нужно выяснить три момента: 'кто', 'как' и 'почему'. Многие детективы разделываются с первыми двумя, но, как ни удивительно, мало какие уделяют внимание последнему."""
Shannon,"""Хотя я знаю много работ, в которых большое внимание уделяют признанию преступника после того, как его вычислили..."""
