Speaker,Russian (RU)
Dlanor,"""......Я не {f:5:курю}. Я всего лишь {f:5:ребёнок}."""
Furudo Erika,"""О, правда? ......А я бы хотела. ...Если только это действительно так освежает, как утверждают курильщики."""
Dlanor,"""......Вижу, вы в плохом {f:5:настроении}."""
Furudo Erika,""".........Разве?"""
,"Лениво ответила Эрика, по‐прежнему глядя в потолок.{n}Это само по себе наполовину ответ..."
,Молчание между ними заполнил шум ветра и дождя.
,Было так тихо...... что отчётливо раздавалось тиканье часов.
Dlanor,""".........Леди {f:5:Эрика}. Могу я задать {f:5:вопрос}?"""
Furudo Erika,"""Смотря какой. Думаю, нет."""
Dlanor,""".................."""
Furudo Erika,"""............ Впрочем, мы же всё равно просто убиваем время. Так что?"""
,"Видимо, Эрика тоже заскучала.{n}......Или, может, из‐за шума дождя она стала сентиментальной."
,"Она согласилась, что было на неё не похоже."
Dlanor,"""Почему? ......Почему вы ненавидите {f:5:магию}, леди Эрика?"""
Furudo Erika,"""......A. ......Ты про тот случай с Марией?"""
Dlanor,"""Это был самый обычный глупый трюк для обмана {f:5:детей}. Все {f:5:это} знали. ......Правда ли было необходимо заходить так далеко, чтобы разрушить эту {f:5:иллюзию}? ...Я не {f:5:понимаю}."""
,"Дланор даже не нужно было говорить Эрике, что та стычка была нелепой."
Furudo Erika,"""......Ну, я же самопровозглашённый интеллектуальный насильник. Я не терплю когда магия запутывает правду."""
Dlanor,"""И вам нравится разоблачать {f:5:её}? ......Я ощущаю другую {f:5:эмоцию}."""
Furudo Erika,"""Другую? .........Какую же?"""
Dlanor,"""Как по мне, это меньше напоминает радость...... и больше — иную, негативную {f:5:эмоцию}."""
Furudo Erika,"""Ха...... настоящая кукла‐убийца. Даже твои глаза похожи на дупла."""
Dlanor,""".........Прошу {f:5:прощения}. Простите {f:5:меня}."""
,"Эрика сердито перевернулась, отвернувшись от неё."
,Дланор не видела выражение её лица.
,......И всё равно.
,"По какой‐то причине ей подумалось, что это ещё никем не виданное горькое выражение..."
,"Посчитав, что Эрика хочет, чтобы она ушла, Дланор поклонилась и собралась уходить."
,Но тогда Эрика вдруг заговорила.
,"Эти слова были так неожиданны, что Дланор засомневалась в своём слухе и попросила её повторить."
Dlanor,"""......Что вы {f:5:сказали}?"""
Furudo Erika,"""Ты мне нравишься."""
,И вправду как гром среди ясного неба.
,"Дланор хотела узнать, что Эрика имеет в виду, но последняя до сих пор была повёрнута к ней спиной, и её лица не было видно..."
Dlanor,"""............{f:5:Большое}... спасибо."""
Furudo Erika,"""Когда‐то я встречался с другой девушкой, но мы окончательно расстались. Остальные могут из зависти сплетничать о нас, но не слушай их."""
Dlanor,""".................."""
Furudo Erika,"""Я намерен посвятить тебе всю свою жизнь и жду от тебя того же. Давай вместе обретём счастье."""
,"Дланор не стала спрашивать, о чём та говорит, и молча стояла."
,"Эрика продолжала тупо и бесчувственно повторять слащавые фразы, как в манге жанра сёдзе..."
,Вдруг она опять вывела совершенно нелогичное заключение.
Furudo Erika,""".........Новый бумажник."""
Dlanor,"""............?"""
,"Конечно же, она понятия не имела, о чём говорит Эрика."
,"Однако, по‐прежнему спиной к Дланор...... та продолжала твердить несвязные фразы."
Furudo Erika,"""Странный кошачий брелок. Другой запах одеколона. Музыкальная кассета не его стиля, которую он 'одолжил у коллеги в театре'. ......Не смог отказать коллеге. Вдруг устроился работать на неполную ставку. Очень долго разговаривал с другом по телефону."""
,"{e:090:Сделал слишком много карри.{n}Стал чаще ходить практиковаться в театр.{n}Способ складывания бумажных полотенец.{n}'Спасибо, я уже сыт.'{n}Стал разбираться в косметике.{n}'Извини, я спал.'{n}Опущенное туалетное сидение.{n}Провёл всю ночь с друзьями.{n}'Мои друзья устраивали здесь вечеринку. Кто‐то забыл забрать.'{n}Водосток и раковина вычищены.{n}Чеки и карты из мест, куда он обычно не ходит}."
,"{e:090:Грязные подошвы свидетельствуют о том, что ты выходил в понедельник, когда шёл дождь.{n}Соответствует странному символу на календаре.{n}Ни у кого из твоих театральных друзей нет таких длинных волос.{n}Наводящий вопрос.{n}Как ты узнал сюжет фильма, которого ещё не видел}?"
,"{e:090:Улики, улики, косвенные улики. Наблюдение, контроль, слежка, хвосты. Сбор информации, прослушивание телефонных разговоров, расспросы, допросы}."
,"{e:090:Я нашла тонны доказательств своей любви к тебе.{n}Я нашла тонны доказательств твоей любви ко мне.{n}Но не смогла найти ни одного доказательства того, что ты мне не изменял}."
,"{e:090:Хватит уже. Если любишь — верь мне. А если не можешь, значит, ты разлюбила меня. Как я могу любить такого человека? Я буду дорожить тобой всю свою жизнь, но хочу и преуспевать в театре. Ты сказала, что тебе понравилась моя актёрская игра. Так почему ты теперь говоришь мне перестать? Почему я должен выбирать между тобой и театром? Да что с тобой? Ты меня замучила. Если мы только ругаемся, когда видимся, может, нам взять перерыв, чтобы остудить головы? Мне всё равно нужно сосредоточиться на следующей роли. Моя коллега вдруг сказала, что не сможет выступить. Я должен к завтрашнему дню переписать сценарий. Мне некогда}."
,"{e:090:Если тебе так трудно доверять мне, между нами всё кончено. Держись подальше, иди домой, стерва, я больше не люблю тебя. Не реви, мать твою, отвратительно. Умри уже. Прекрати кричать, чёрт возьми, ты раздражаешь соседей. Убирайся от меня и больше никогда не возвращайся}."
Furudo Erika,""".......Без любви не увидеть? ............Ха. Наоборот."""
Dlanor,"""........................"""
Furudo Erika,"""Из‐за любви начинаешь видеть то, чего нет."""
,"......Это не более чем иллюзия, которую не видит никто, кроме тебя, и к которой даже нельзя прикоснуться."
,Без любви {y:0:Люд}{n:0:люд}ям никогда бы не пришлось просеивать правду и ложь.
,Мы не можем отличить правду от лжи...... и сомневаемся. Страдаем. Рыдаем.
Furudo Erika,""".........Сейчас я счастлива. ......Пусть временно, но я стала ведьмой правды. ......Нынешней мне...... больше не нужно мучиться из‐за слов, не сказанных красным."""
Dlanor,"""............"""
Furudo Erika,"""..................А ты? Что бы ты противопоставила моему эндшпилю?"""
Dlanor,"""Что бы... {f:5:я}?"""
Furudo Erika,"""Тот никчёмный человек не сыграл бы роль моего противника в этой игре. ......Интересно, что бы ты противопоставила этому?"""
Dlanor,""".................."""
,"Дланор неожиданно втиснули в позицию противника Эрики в игре ведьмы, на которую та однажды его спровоцировала."
,Дланор затерялась в фрагментах прошлого Эрики и тем самым смогла понять всю ситуацию.
,Вся доска была воспроизведена в их головах...
,Ситуация... односторонняя.
,"Сторона Эрики построила синюю правду, основанную на бесчисленных косвенных уликах, превратила её всю в фигуры и уже загоняла противника в угол."
,Дланор молча думала...... и потом объявила свой точный ответ.
Dlanor,"""Первый {f:5:ход}. ...... Я требую доказательств своей {f:5:измены}."""
Furudo Erika,"""Ответный удар синей {f:5:правдой}. Предоставляю 84 очка косвенных и вещественных доказательств."""
Dlanor,"""Ответный удар синей {f:5:правдой}. Предоставляю 6 очков косвенных и вещественных доказательств того, что я по‐прежнему люблю {f:5:вас}."""
Furudo Erika,"""<Good>. Голубой и голубой уравновешивают друг друга, но число фигур, использованных для построения каждого из них, крайне не сбалансировано."""
,"Когда противники сталкиваются синей правдой, исход почти всегда зависит от того, на чьей стороне больше фигур доказательств, независимо от фактических обстоятельств. ......Особенно в {y:0:Челове}{n:0:челове}ческом мире."
,Поэтому по стандартным правилам должна была победить Эрика...
Furudo Erika,"""Первое очко в мою пользу. Следующий ход?"""
Dlanor,"""............Постараюсь перейти от нападения к {f:5:защите}. Леди {f:5:Эрика}, я прошу вас доказать, что вы не {f:5:изменяете}."""
Furudo Erika,"""Вечный шах. Этот ход запрещён, он приводит к бесконечному повторению одного и того же вопроса."""
Dlanor,"""Тогда я откровенно заявляю, что несмотря на отсутствие доказательства всё ещё люблю леди Эрику даже {f:5:сейчас}."""
Furudo Erika,"""Не красная правда, недопустимо. Даже красная привела бы к пату. В конце концов, у меня бы не осталось ходов для контратаки."""
Dlanor,""".................."""
,Дланор на время погрузилась в молчание.
,"После чего спокойно ответила на ходы Эрики, пока они ещё не дошли до шаха и мата."
,"Пат — запрещённый ход в игре ведьм, поскольку означает крах игры."
,Однако в шахматах это ещё и ничья.
,"Поэтому это великолепный заключительный ход для слабого игрока, уже не способного выиграть напрямую."
,В такой ситуации у Эрики явно было преимущество.
,"......С другой стороны, естественно, что Дланор стремилась к пату, чтобы добиться ничьи."
,"Но это приемлемо только в шахматах.{n}......В игре ведьм, сражающихся за правду, такой ход запрещён."
,Поэтому это с самого начала был шах и мат.{n}Дланор не могла изменить ход игры...
,"Но независимо от того, какова реальная правда......... эта игра..............."
Furudo Erika,"""......Ещё будут ходы? О архиепископ охоты на ведьм, защитник правды?"""
Dlanor,""".........{f:5:Нет}. ......Я {f:5:сдаюсь}."""
Furudo Erika,"""Вот видишь? Так‐то. ............Хмф..."""
,"Эрике удалось сокрушить противника правдой, которой она придерживалась... О том, что её бывший возлюбленный разлюбил её и изменял ей."
,У её противника не было возможности возразить.
,......Ведь {y:0:Люд}{n:0:люд}ям не дано использовать {m:-5:――}{m:-5:――}.
,"Великолепная игра, великолепный финиш с вышестоящей позиции.{n}Эрика смогла победить независимо от правды своего противника.{n}Великолепная...... победа."
,Дланор могла ответить только молчанием.
,Эрика больше ничего не говорила.{n}......Закончила разговор и призывала Дланор уйти.
,"Дланор поняла, но всё равно... ......Перед уходом она захотела кое‐что сказать Эрике."
Dlanor,"""Замечательная игра, леди {f:5:Эрика}."""
Furudo Erika,"""Естественно, что детектив побеждает."""
Dlanor,"""Вы великолепно владели синей {f:5:правдой} даже до того, как стали фигурой леди {f:5:Бернкастель}. .........И всё же, леди {f:5:Эрика}. {y:0:Люд}{n:0:люд}ям позволено использовать только синюю {f:5:правду}, а возразить ей можно только красной. И {y:0:Люд}{n:0:люд}ям не дано её использовать."""
Dlanor,"""............В таком случае... как бы ваш противник доказал свою {f:5:правду}?"""
Furudo Erika,"""......Кто его знает. ......Может, золотой правдой, которая вроде как в разы сильнее красной."""
Dlanor,"""..................Победа в этой {f:5:игре} однозначно за вами. Однако Уважаемые присутствующие, я смиренно прошу слова как защитнику {f:5:правды}."""
Furudo Erika,"""Что?......Наверняка нечто неприятное, так что говори и уходи."""
Dlanor,"""......{f:5:Хорошо}. .........В этой игре {f:5:победа} за вами. Но всё же...... вы до сих пор не опровергли шесть очков синей правды, указывающей на то, что он по‐прежнему любил {f:5:вас}. ......Даже вы {f:5:{y:0:Челове}{n:0:челове}к}. Вы не можете использовать красную правду, чтобы опровергнуть {f:5:их}."""
Furudo Erika,"""Позже я с помощью полномочия детектива превращу все 84 очка в красную правду. Силой своей госпожи!.. Я {y:0:Челове}{n:0:челове}к, но превосхожу {y:0:Люд}{n:0:люд}ей. Детектив и ведьма. Ведьма правды, Фурудо {f:5:Эрика}. Ещё вопросы? Последние замечания?"""
Dlanor,""".........{f:5:Нет}. ......В таком случае, прошу {f:5:меня} простить."""
,Дланор поклонилась и исчезла.
,"......После осталась только ведьма правды, отшучивающаяся от горького прошлого с такой же горькой улыбкой..."
,"Судя по часам у кровати, уже почти 24:00."
Furudo Erika,"""......Что ж, стоит ненадолго вздремнуть. Наконец‐то начинается второй день, 5 октября. ......Возможно, кого‐нибудь сейчас уже убивают. Надеюсь, на этот раз наши жертвы оставят интересные предсмертные послания. Эхе‐хе‐хе‐хе‐хе‐хе‐хех!.."""
Ushiromiya Eva,"""Почему ты не обсудил это со своей матерью?!! Речь идёт о спутнице, которая будет поддерживать тебя всю твою жизнь!!!"""
Ushiromiya George,"""Именно. Она — та, с кем я хочу провести всю свою жизнь."""
Ushiromiya Eva,"""Разве поэтому тебе не нужно выбирать очень осторожно?! Как ты можешь быть таким опрометчивым?!!"""
,Ева и Джордж стояли под крышей домика для гостей.
,Он рассказал о своей помолвке с Шаннон.
,......Гнев Евы разразился почти мгновенно.
,"Не ожидая ничего другого, Джордж ответил ледяным спокойствием..."
Ushiromiya Eva,""".........Ты спал с ней? Она сказала, что беременна, чтобы вынудить тебя жениться?!"""
Ushiromiya George,"""Как грубо. Я твёрдо верю, что до брака целомудрие должно быть сохранено."""
Ushiromiya Eva,"""Тогда из‐за чего эта помолвка?!"""
Ushiromiya George,"""Я спросил её. Она согласилась. Что ещё нужно?"""
Ushiromiya Eva,"""Нет, это другое! Брак не так прост, каким выглядит в манге или как ещё ты там себе навоображал!"""
Ushiromiya Eva,"""А её родители? Отношения между двумя семьями? Ты Уширомия Джордж или заплутавший бездомный кот?!! Как ты можешь быть таким опрометчивым, когда тебя даже могут выбрать преемником твоего деда?!! Почему ты не посоветовался со мной?!!"""
Ushiromiya George,"""Я советуюсь с тобой сейчас. Нет, не советуюсь. Просто докладываю. ......Я и не рассчитывал стать преемником дедушки. На самом деле я бы предпочёл отказаться, если бы до этого дошло. Я хочу построить своё королевство с нуля, как отец."""
Ushiromiya Eva,"""По... послушай!.. Ты осознаёшь, сколько твой отец сделал для этого?! Это не то, что можно скопировать просто подражая ему! Ты понимаешь, как часто его выручали совпадения и удача?!!"""
Ushiromiya George,"""И он справился, потому что с ним была ты — такая прекрасная супруга. Саё — та, кто будет поддерживать меня и благодаря кому я возрожусь ещё более сильным. ......Ты хвалила меня за то, что я повзрослел, но без неё этого могло не случиться."""
Ushiromiya Eva,"""А?!! Ты слушаешь?! Джордж?! Позволь своей матери разобраться самой. Освежи голову и хорошенько подумай! Шаннон не единственная, кто тобой заинтересовался, верно?! Ты очень понравился Аюми с той свадьбы!"""
Ushiromiya George,"""Впервые слышу."""
Ushiromiya Eva,"""Я думала, ты знал!.. Её родители тоже были весьма впечатлены тобой! Если мечтаешь, как твой отец, построить собственный замок, Аюми единственная, кто на самом деле может помочь тебе! Ты хочешь предать её чувства?!"""
Ushiromiya George,"""......Нечего предавать. Между мной и Аюми никогда не было никаких особых отношений. Мы просто встретились на свадьбе, и наши родители загорелись. Ты несколько раз заставляла нас встречаться, но мы даже не смотрели друг на друга."""
Ushiromiya Eva,"""Аюми — хорошо воспитанная, скромная девушка! Она не могла на тебя посмотреть лишь потому, что ты мужчина, и это было бы неудобно и грубо!.. Если ты ничего не можешь к ней почувствовать, пока она не смотрит тебе в глаза, — скажи ей об этом. Я уверена, в будущем она будет смотреть на тебя!.."""
Ushiromiya George,"""Ты хочешь, чтобы я женился на Аюми, ради своей пользы...... и настаиваешь на этой помолвке только ради себя."""
Ushiromiya Eva,"""Джордж!!! Как ты можешь так говорить?!! Когда я ошибалась в том, что для тебя лучше?!"""
Ushiromiya Eva,"""Никогда, так ведь?! В чём состоит задача родителей?! Проследить за долговременным благополучием своих детей, верно?!"""
Ushiromiya Eva,"""Мы с большой высоты смотрим на всё твоё будущее! И оттуда видим, как твои сиюминутные молодые эмоции могут повести тебя по ложному пути! Вот почему я говорю тебе всё это, хотя знаю, что ты меня возненавидишь!"""
Ushiromiya Eva,"""Если бы я не беспокоилась о тебе, мы бы сейчас не спорили! Я бы просто сказала тебе, чтобы ты женился на ком хочешь, и оставила всё как есть!.."""
Ushiromiya Eva,"""Ты слышишь, Джордж? Положись на свою мать. Не нужно больше встречаться с Шаннон. Мы позаботимся обо всём за тебя."""
Ushiromiya Eva,"""......Не беспокойся, мы не сделаем Шаннон ничего плохого. Ведь это благодаря ей ты так вырос... Мы этого не забудем. Поэтому положись в остальном на нас...... Джордж........."""
Ushiromiya George,""".................."""
,Во время её вспышки гнева из глаз Евы начали капать слёзы.
,Словно при виде этих слёз он засомневался...... Джордж отвернулся от неё и опустил плечи...
,"Даже он, в конце концов, дитя человека..."
,"......Вопреки осознанию того, что для брака нужна только любовь двоих...... он не мог совладать с желанием получить одобрение родителей..."
,"И вот, он в ловушке между слезами матери, всегда помогавшей ему, и невестой, которую он выбрал......... ...... или нет?.."
Ushiromiya George,"""......Ладно. Думаю, достаточно."""
Ushiromiya Eva,"""Что?.."""
Ushiromiya George,"""Всю мою жизнь ты воспитывала меня, и я благодарен за это. Когда у меня будут дети и я стану родителем...... я буду таким, как ты. Самым достойным уважения родителем в мире, который может бороться за своих детей."""
Ushiromiya Eva,"""Джордж........."""
,До сих пор стоя к ней спиной...... Джордж бросил зонт......и не спеша вышел из‐под крыши под дождь.
,А затем...... медленно обернулся.
,"Несомненно, знакомое лицо любимого сына Евы."
,"......Но теперь он сам себе хозяин, сдержанный и независимый настолько, что их кровная связь может быть забыта."
Ushiromiya George,"""Достаточно."""
Ushiromiya Eva,"""......Ч... то?.."""
Ushiromiya George,"""По‐моему, тебе пора отпустить своего сына, мама."""
Ushiromiya Eva,""".........Джор‐......"""
Ushiromiya George,"""Давай перестанем разговаривать как мать и сын. Я — Джордж. Ты — Ева. Забудем, что ты моя мать, и пусть ясно прозвучат наши истинные намерения."""
Ushiromiya George,""".........Ты хочешь выбрать ту, на ком я женюсь...... по финансовым причинам, из‐за появлений на публике......и твоего положения в до сих пор продолжающейся ссоре между тобой и родственниками. ......Других причин у тебя нет."""
Ushiromiya Eva,"""............"""
Ushiromiya George,"""Теперь можешь признать. ......Я поделюсь с тобой своей точкой зрения. Предлагаю тебе сделать то же самое. .........Ты всё равно проиграешь."""
,"В глазах Джорджа не осталось ни любви, ни уважения к матери."
,"Он безжалостно смотрел на ведьму, сковывающую его будущее, с одним лишь холодным блеском в глазах."
Ushiromiya Eva,"""......Джордж, ...почему...... ты так смотришь на свою мать?.."""
Ushiromiya George,"""Потому что я смотрю не на свою мать. ......Я вижу лишь стену, испытание, стоящее на пути моего будущего, за которое я пытаюсь ухватиться. ......Ты обычный человек. Я знаю, что у тебя есть мечты и амбиции, за которыми ты по‐прежнему гонишься. И это прекрасно. ......Мы тоже знаем, как трудно преследовать свои мечты не сдаваясь."""
,Мне нужно перенять твою удивительную силу.
,"Я многому научился у своих родителей, друзей, Саё... и вырос."
Ushiromiya George,"""И последнее, что я познал, приобрёл и усовершенствовал...... это настоящий Уширомия Джордж! Сейчас я преодолею последний барьер — тебя!!!"""
Ushiromiya Eva,"""............!!!"""
Ushiromiya George,""".........Что?.."""
,Ева исчезла.{n}Проливной дождь равномерно падал по всей земле.
,"Нет...... в одном месте его не было.{n}И, тем не менее, там никто не стоял."
,......Стоять на земле — не единственный способ помешать дождю капать.
,Тогда......... что если.........
Ushiromiya George,""".........!"""
{f:5:Eva Beatrice},"""Великолепно, неплохо иногда позволять тебе раскрывать свои истинные намерения! Я выскажу своё мнение. Почему бы и тебе не высказаться?! Аха‐ха‐ха‐ха‐ха!"""
,"В дождливом небе с луной, которую за ней не было видно...... виднелась Золотая ведьма будущего, наконец завладевшая всем, что принадлежит семье Уширомия."
,Джорджа не обеспокоили даже радикальные изменения во внешности его матери.
,"Напротив, он был тронут её смелостью."
,Ведь его мать честно и по‐настоящему проявила...... свою истинную сущность.
,Поэтому...... я могу с уверенностью показать ей настоящего себя...
Ushiromiya George,"""Начнём, мама. Начнём...... Ева. Это мой первый шаг на пути к избавлению от твоих оков!.."""
{f:5:Eva Beatrice},"""Первый ша‐а‐а‐аг?!?!"""
,С этим первым шагом он почувствовал нечто странное под ногами.
,"Джордж знал, что это липкое ощущение, не похожее на грязь, представляет высокомерие его матери, мешающей ему сделать первый шаг."
{f:5:Eva Beatrice},"""Я всё время читала тебе, когда ты был маленьким. Помнишь свою любимую историю, 'Путешествие на запад'?"""
Ushiromiya George,""".........Сколько воспоминаний. Наверное, это первая сказка, которую я полюбил."""
,"Сунь Укун, царь обезьян, хотел стать богом и проходил испытание Будды."
,"'Если сможешь спрыгнуть с ладони моей руки, я признаю твоё желание'."
,"Сунь Укун дошёл, как он думал, до края света и обнаружил там пять столбов...... но они оказались пальцами Будды — он так и не сошёл с его ладони."
Ushiromiya George,"""......Хочешь сказать, мой первый шаг такой же?.."""
{f:5:Eva Beatrice},"""Эх‐хе‐хе‐ха‐ха‐ха‐ха‐ха!!! Твои страдания, сопротивление, конфликт, сдержанность и всё прочее! Всё это — дорога, по которой я однажды спустилась!.. Ты сделаешь свой первый шаг только через мой труп! Сколько ещё ты не будешь смотреть? Почему бы не взглянуть? Посмотри под ноги!!!"""
,"Под ногами Джорджа, на чёрной земле, пропитанной стучащим дождём..."
,"Появились красноватые, зловеще светящиеся ленты...... и не дали Джорджу сделать первый шаг."
,Нечто глубокое и вязкое удерживало его ногу.
,"С точки зрения Евы, глядящей с неба...... это напоминало огромную, светящуюся красную паутину с Джорджем в центре."
Ushiromiya George,""".........Верно. Это я. Я, связанный бесконечной учёбой... и воспитанный ради твоих амбиций."""
{f:5:Eva Beatrice},"""Нет, неверно. Позволь прояснить. Я покажу тебе. И тогда ты осознаешь правду! Аха‐ха‐ха‐хья‐ха‐а‐а!!!"""
,"Обширная красная паутина на земле захватила Джорджа так же легко, как черпают пену из горшка."
,"Затем она подняла его в воздух, как оленя, пойманного в сети, и начала размахивать им из стороны в сторону."
,"Безумный смех {f:5:Евы} был таким невинным... и таким жестоким... как у школьницы, радостно размахивающей мешком со спортивной формой."
Ushiromiya George,"""...Гх......... гво‐о!.."""
{f:5:Eva Beatrice},"""*хи‐хи*хи‐хи*! Ну же, вспомни. Что происходило по вторникам?!!"""
Ushiromiya George,"""Гья‐а!!! Гха...... гх‐х.................. Я помню. ......Уроки фортепиано. Меня до сих пор передёргивает, когда я слышу 'Собачий вальс'."""
{f:5:Eva Beatrice},"""В детском саду ты играл на скрипке. Это ведь инструмент, на котором обычно играют умные дети, верно? Но у тебя не было таланта. Поэтому мы переключили тебя на фортепиано!"""
{f:5:Eva Beatrice},"""А среду помнишь?!"""
Ushiromiya George,"""По... .........помню. День подготовительных курсов. Было ужасно ездить в такую даль..."""
{f:5:Eva Beatrice},"""А четверг? Аха‐ха‐ха‐ха‐ха‐ха!!!"""
{f:5:Eva Beatrice},"""День дополнительных занятий. Ты был просто ужасен в темах с запоминанием. Мог применить свои знания, но когда дело доходило до запоминаний наизусть, ты был типичным ребёнком 'он может, если захочет'!"""
Ushiromiya George,""".........Словно жало. Самые раздражающие слова, которые ребёнок может услышать на родительских собраниях."""
{f:5:Eva Beatrice},"""'Можно пригнать коня на водопой, но пить его не заставишь'."""
Ushiromiya George,"""Британская поговорка, да?"""
{f:5:Eva Beatrice},"""Мотивировать тебя и удерживать эту мотивацию было труднее всего‐о‐о‐о‐о‐о!!!"""
Ushiromiya George,"""Гх......... гвах, гх‐х!.."""
,"Джордж был связан по рукам и ногам ярко‐красной паутиной, опустившись до игрушки ведьмы..."
,"Она невинно размахивала им, а затем ударяла, безумно смеясь. Снова и снова."
{f:5:Eva Beatrice},"""Помнишь пятницу?!"""
Ushiromiya George,""".........Конечно. Что касается внеклассных уроков, эти были по‐своему уникальны. Школа, куда ходишь вместе со своими родителями, может быть тесной во многих отношениях."""
{f:5:Eva Beatrice},"""Не покупай ребёнку удочку, лови рыбу вместе с ним."""
Ushiromiya George,"""Ты так любишь британское образование, мама... .........Ува!!!"""
{f:5:Eva Beatrice},"""Эта школа была мучением и для нас, родителей! Но для тебя так было эффективнее всего! Ежемесячная плата была огромной, и было трудно проводить там каждый вечер по пятницам! Но так было эффективнее всего! Вот тогда я и поняла! Дети не растут, если их родители не смотрят за ними! Если дети — ростки, тогда родители — солнце! На ростках не будет и бутона, и цветы не цветут без солнца!!!"""
,"По‐прежнему связанного по рукам и ногам Джорджа бросали, ударяли и разбивали."
,Он ничего не мог поделать...{n}Джордж по‐прежнему был как Сунь Укун — не в силах покинуть ладонь матери.
,Но он не сдавался и ещё мог в любое время дать отпор...
{f:5:Eva Beatrice},"""А что насчёт субботы?! Суббота?!"""
Ushiromiya George,"""......Тогда приходил репетитор."""
{f:5:Eva Beatrice},"""Он приходил к нам домой, всё гораздо проще, верно?!"""
Ushiromiya George,"""......Было невыносимо каждую неделю впускать в свою личную комнату постороннего. ......Я так ненавидел запах пота, который оставался после того, как он уходил, что до сих пор его помню."""
{f:5:Eva Beatrice},"""Он был замечательным учителем, вбившим в тебя науку! Его ежемесячная плата была на уровне гонорара адвоката, и это того стоило!"""
Ushiromiya George,""".........А в следующие дни, воскресенье и понедельник, у меня не было никаких дополнительных занятий, и я наконец мог отдохнуть. ......Какая ирония. Разве не те дополнительные уроки со вторника по субботу всё время связывали меня? ......Я и вправду как Сунь Укун."""
{f:5:Eva Beatrice},"""*хи‐хи*хи‐хи*! Да, если ты достаточно высокомерен, чтобы думать, что можешь уйти с моей ладони, тебя сокрушат пять гор Будды!!!"""
,"Сунь Укун, пожелавший стать богом, был сокрушён пятью горами — огня, воды, дерева, металла и земли — и запечатан. Эти пять элементов в Японии — дни недели со вторника по субботу."
,"Только сейчас Джордж, которого Сунь Укун всегда восхищал, признал этот величайший парадокс."
{f:5:Eva Beatrice},"""Как Сунь Укуна, тебя надо наказать за высокомерие и дать поразмыслить. Если докажешь, что готов перестроиться, я освобожу тебя."""
Ushiromiya George,"""Не освободишь, а промоешь мозги. ............Угх!!!"""
{f:5:Eva Beatrice},"""Не нужно ни о чём думать! Просто положись на маму! Я решу всё за тебя. Такая жизнь для тебя лучше всего!"""
