Speaker,Russian (RU)
,"Но слово — не воробей, я уже выложила им всё, что думала. ......А, да я уже забыла об этом из‐за моей постоянной меланхолии."
,"Семь сестёр иногда возмущались, иногда сострадали, а иногда и плакали вместе со мной."
,"......Я действительно рада тому, что могу разделить с ними ношу моих переживаний как с друзьями."
,"Согласно им, поначалу они были мебелью, созданной для проведения кровавого ритуала {f:5:Беатриче}."
,"......А судя по записке из бутылки, которая мне совсем не нравится, некоторые из них даже нападали на мою семью."
,"Но я считаю, что бессмысленно подвергать их сомнению."
,"Они мебель, и потому вынуждены повиноваться господину."
,"Даже если они действительно нападали на мою семью, я не могу ненавидеть их."
,"......Потому что я ненавижу Золотую Ведьму {f:5:Беатриче}.{n}.........Или главную подозреваемую, тётю Еву."
Mammon,"""......Энджи‐сама, скорее, страница, следующая страница!"""
Ushiromiya Ange,"""Ох, прости. .........Я утомилась. Не возражаете, если я отдохну?"""
Asmodeus,"""Кья‐ха‐ха! Энджи‐сама решила прерваться!"""
Beelzebub,"""Играть, давайте играть! Энджи‐сама, давайте по‐и‐гра‐ем!"""
,"Заметив, что я перестала читать, самые активные и младшие сестры сбежались вокруг меня."
,И это ещё не всё.
,Возникли даже Мария онее‐чан и Сакутаро.
,"Похоже, всё это время они находились рядом, но спрятались, чтобы не мешать мне."
Sakutarou,{p:0:『}Урю‐! Энджи~! Как учёба? Как учёба?{p:0:』}
Mammon,"""Кья‐я‐я‐я! Сакутаро‐! Как дела?!"""
Leviathan,"""Эй! Я тоже хочу его обнять!"""
Lucifer,"""Не мы ли говорим, что кто успел — тот и съел?! Кья‐я‐я, очаровательно, очаровательно!"""
Sakutarou,"{p:0:『}Урю‐ю‐у, вы ведь сломаете меня‐! Урю‐ю‐у!{p:0:』}"
Belphegor,"""Всё, твоему счастью пришел конец, когда ты появился, пришли и все семь сестёр. Сдавайся! А мы обни‐и‐имем тебя!"""
Satan,"""Давай! Он ведь всегда не хочет! Я прошу прощения за моих придурошных старших и младших сестер!"""
Ushiromiya Maria,"""А‐ха‐ха‐ха‐ха‐ха. Все просто рады видеть Сакутаро. ...Как дела, Энджи? Как учёба?"""
Ushiromiya Ange,"""Спасибо. Ну, неплохо."""
Ushiromiya Ange,"""Мой балл по тесту был достаточно хорош, чтобы обойти учениц из параллельного класса. Их чувства солидарности мне достаточно, чтобы расплакаться. ......Ну, по крайней мере, это лучше, чем просто запоминать."""
Sakutarou,"{p:0:『}Урю. Я уверен, что ты хорошо учишься, Энджи. У тебя обязательно будет большой балл, урю~~.{p:0:』}"
Ushiromiya Maria,"""Хорошая работа. Просто у Марии всегда был маленький балл, вот она и завидует. Старания ведь всегда будут вознаграждены."""
Ushiromiya Ange,"""Ты шутишь. Если дело доходит до английского, латинского и оккультных знаний, твоя память куда более удивительна."""
Ushiromiya Maria,"""Мария помнит всё, связанное с магией, но то, что ей неинтересно, она не запоминает совсем. И всё это 'неинтересное' обычно связано с учёбой."""
Ushiromiya Ange,"""Ну, понятно, что оккультизм вполне подойдёт, но твой балл по английскому и подобным предметам, должно быть, очень велик?"""
Ushiromiya Maria,"""В первом классе начальной школы, когда был тест по японскому, Марии была дана картинка пистолета и четыре квадратика, в которые нужно было вписать слово 'пистолет'. Вписала '{ruby:rifle:ружьё}', {ruby:ra‐i‐fu‐ru:{p:0:ライフル}}, и его зачеркнули."""
Ushiromiya Ange,"""Но почему? Оно подходит."""
Ushiromiya Maria,"""Подразумевалось японское именование пистолета, {ruby:te‐p‐po‐u:{p:0:てっぽう}}. Марии сказали, что это неправильно потому, что в первом классе ещё не изучают катакану."""
Ushiromiya Maria,"""......Мария действительно не поняла, и на всех следующих тестах писала хираганой. Из‐за чего попала в перепалку с учителем. С мамой тоже."""
Ushiromiya Ange,"""....................Наверное, ты родилась в неправильной стране, сестричка."""
Ushiromiya Maria,"""Тогда Мария хотела бы родиться в стране ведьм и поступить в школу для ведьм. У‐у."""
Sakutarou,"{p:0:『}Если бы это случилось, у тебя могли бы появиться друзья с намного, намного более чудесной магией! Урю‐!{p:0:』}"
Ushiromiya Maria,"""У‐у{p:0:♪} Но сейчас же Мария не против всего. В конце концов, Мария может использовать много магии и у неё много волшебных друзей. Только Сакутаро уже было бы достаточно для Марии."""
Sakutarou,"{p:0:『}Я не единственный! Ещё есть Сакусуке и Сакукичи, музыкальная группа животных, морской котик Шимода‐кун, кролик Санае‐сан, Мистер Пиг‐кун, и многие другие!{p:0:』}"
,......Невероятно. Число друзей сестрички продолжает увеличиваться.
,"Каждый раз, когда я спрашиваю, число имён её друзей увеличивается.{n}Но, нет сомнений, Сакутаро её лучший друг."
,"...Я немножко завидую тем, у кого есть лучшие друзья."
Ushiromiya Maria,"""......О чем думаешь? О Семи Сёстрах? Ты ведь живешь с ними, да?"""
Ushiromiya Ange,"""Они очень энергичны. Иногда они говорят странные вещи, но они не плохие. ...Я бы хотела себе такую симпапусечку, как Сакутаро, но и быть рядом с ними мне достаточно."""
Ushiromiya Maria,"""*смешок*. Если бы я лучше знала Магию Воссоздания, то я бы сделала тех друзей, которых ты так хочешь, Энджи. А для тебя Воссоздание пока слишком трудно."""
Ushiromiya Ange,"""Существует определённая разница между Созданием и Вызовом. ......А воскрешение уж и подавно от них отличается."""
Ushiromiya Maria,"""............Так получается, что твое самое сокровенное желание — воскресить семью?"""
Ushiromiya Ange,"""Да. .......И у меня есть способ. Вот это."""
Ushiromiya Maria,"""Верно. ...Твоя заколка станет ключом к призыву Баттлера. ......А всё остальное зависит от того, как ты подготовишься, Энджи."""
Ushiromiya Ange,"""Хоть я даже и не знаю, сколько времени займёт, всё равно слёзы на глазах выступают."""
Sakutarou,"{p:0:『}Урю... Мужайся, даже если тебе тяжело... Если ты не сдашься, Энджи, твоё желание когда‐нибудь обязательно сбудется.{p:0:』}"
Ushiromiya Ange,"""Если кто‐нибудь смог дать мне гарантию, что оно сбудется, то тогда у меня хотя бы здорово полегчало на душе."""
Sakutarou,{p:0:『}Урю! Тогда я гарантирую тебе! Твоё желание однажды вне всяких сомнений сбудется!{p:0:』}
Ushiromiya Ange,"""Спасибо. Я рада и такому утешению."""
Sakutarou,"{p:0:『}Это не утешение, урю.{p:0:』}"
Ushiromiya Maria,"""Перестань, Энджи. Такое чувство может преобразиться в антимагический токсин. Тогда как нет лучшего семени, порождающего магическую силу, чем чувство, что твои мечты обязательно сбудутся."""
Ushiromiya Ange,"""...............Пожалуй, что так. Извини, наставница."""
Mammon,"""Вам надо быть поалчней, Энджи‐сама. Заходите так далеко, насколько это потребуется ради обретения объекта ваших желаний! Вам не достаёт силы воли не сдаваться до тех пор, пока не заполучите желанное!"""
Sakutarou,"{p:0:『}Урю‐! Неправда, Энджи старается изо всех сил!{p:0:』}"
Ushiromiya Ange,"""Спасибо, Сакутаро, Мамона. Однако сокрушениями по этому поводу делу не поможешь. Мне ничего не остаётся, кроме как держаться. Я буду упорно трудиться. Стиснув зубы. И обязательно заставлю свои мечты сбыться. Непременно."""
Sakutarou,"{p:0:『}Урю! Ты потрясающая, Энджи, удачи тебе! Мамона и я будет поддерживать тебя!{p:0:』}"
Mammon,"""Да, мы поддержим вас. Чем алчней наша госпожа, тем выше наша цена."""
Beelzebub,"""Что важнее, Энджи‐сама‐а! Нас наконец‐то набралось тут 10 человек!"""
Asmodeus,"""Мы собирались все вместе сыграть в {c:86EF9C:ширитори} или что‐нибудь в этом роде!"""
Beelzebub,"""А за проигрыш — наказание! Дайте мне потеребить да покусать чьи‐нибудь уш~ки!"""
Satan,"""Ёлки‐палки, у тебя в голове есть что‐нибудь помимо мыслей что пожрать?!"""
Lucifer,"""Пожалуйста, простите моих неразумных сестёр за их дурацкие предложения... Разве вам сейчас не лучше было бы вернуться к учёбе?"""
Leviathan,"""Нет, нет, не‐е‐е‐ет! Я так долго ждала, когда вы закончите учиться, потому не перенесу, если вы не поиграете с нами!"""
Belphegor,"""Полагаю, это неплохая мысль. Наверное, время от времени поиграть полезно, чтобы дать голове развеяться."""
Ushiromiya Ange,"""..........Вы пляшете под дудку лени, верно, Вельфи? Ваши слова разумны, но на деле вы хитрите."""
Belphegor,"""Хмф. Мои извинения. .....Вы усердный человек, Энджи‐сама."""
Ushiromiya Maria,"""Если Энджи не возражает, я тоже не прочь поиграть со всеми. Все такие шумные. Игра определённо будет весёлой."""
Sakutarou,"{p:0:『}Урю! Энджи, Энджи, давай играть, давай играть! Давайте поиграем в ширитори‐!{p:0:』}"
Lucifer,"""В таком случае давайте начнём с Сакутариного 'урю'. Итак, с чего же тогда начать? 'Рю'? 'Ю'?"""
Ushiromiya Maria,"""С 'урю'? .........Ну‐ну. Может, всё‐таки не с 'рю'?"""
Ushiromiya Ange,""".....Слово с таким окончанием редко когда встретишь."""
Mammon,"""Тогда я первая! Начну с 'рю'! '{ruby:ryuuzu:Смотровой стебелёк}'!"""
Leviathan,"""Я первой хотела это сказать! '{ruby:ryuuto:Лютня}' сгодилось бы идеально!"""
Ushiromiya Ange,"""'Зу'? Что‐то нам сплошь сложные окончания попадаются. Секундочку, а в каком порядке мы идём? Кто следующий?"""
Sakutarou,"{p:0:『}Урю. Думаю, это не важно. Кто первый что‐нибудь придумает, пусть то и выдаёт.{p:0:』}"
Ushiromiya Maria,"""Даже так? Звучит интересно. Победит тот, кто предложит больше вариантов. Ширитори на скорость!"""
Beelzebub,"""Тогда я скажу! 'Зуччини'! '{ruby:ninniku itame:Чесночная подлива}'! 'Мекабу и паста'~! И все они вкуснющие! Кья‐ха, я сказала все три!"""
Belphegor,"""Вельзи три очка. ......А можно использовать словосочетания?"""
Satan,"""Если воспользоваться союзом 'и', то всё сгодится! Последнее не в счёт! Минус одно очко! Начнём с 'мэ'."""
Ushiromiya Maria,"""Тогда {f:5:Мария}. '{ruby:merenge:Меренга}'~!"""
Sakutarou,"{p:0:『}""Гэ""??? У... у... урю‐!{p:0:』}"
Lucifer,"""'{ruby:gesuidou:Дренажная система}', '{ruby:umetatechi:обретённые земли}', '{ruby:chikashitsu:подвал}'. Что‐то вроде такого?"""
Leviathan,"""Онее‐сама, всё это неизящные слова, *хи‐хи*!"""
Lucifer,"""Н‐ну и что, тогда почему бы тебе ни придумать что‐нибудь изящное в продолжение! В любом случае, мне три очка. Дальше 'цу', хорошо? 'Цу'!"""
Ushiromiya Maria,"""Никогда прежде не играла в такое странное ширитори. У‐у‐у! Интересно!"""
Sakutarou,"{p:0:『}Урю! Я совсем ничего не понимаю, но это интересно. Урю‐!{p:0:』}"
,"Мне доводилось играть в нормальное ширитори, но в такое странное ещё нет."
,"Есть только бойкие семь сестёр, Мария онее‐чан, Сакутаро и я."
,Теперь я окружена друзьями и мне так весело.
,.....Смелость принять мир магии и мир ведьмы...
,"Одно это не изменило факта, что я всё ещё была заточена в этой академии без единой подруги из своего класса."
,"Но несмотря на это, я так весело и энергично провожу время."
,".........Я тоже стану ведьмой, как Мария онее‐чан."
,И когда‐нибудь добавлю в этот весёлый кружок свою семью.
,"Папу, маму. И братика."
,".....И, если получится, Джорджа онии‐чана и Джессику онее‐чан. И всех остальных родственников."
,"Я призову сюда всех, всех без исключения, каждого человека... И мы соберёмся дружной компанией."
Ushiromiya Ange,""".....Такова... моя мечта. .......Точно. Пока я не преуспею в этом, я ни за что не отчаюсь."""
Mammon,"""Я уверена, вы станете Великой Ведьмой, Энджи‐сама. Пока в вас есть вера. Мы, семь кинжалов чистилища, всегда будем прислуживать вам до прихода этого дня."""
Ushiromiya Ange,"""Ты будешь здесь? И неважно, сколь долгим будет срок... ты поделишься со мной своей силой?"""
Mammon,"""Разумеется. Ведь я, как‐никак, ваш друг, верно, Энджи‐сама?"""
Ushiromiya Ange,"""........................Да, это так. Давайте поиграем вместе в дружной компании. Сегодня, в будущем... и всегда... всегда."""
Mammon,"""До того дня, когда сбудутся ваши мечты, Энджи‐сама."""
,"Бойкая игра в ширитори на десять персон, изредка прерываемая улицей, под непрерывными яркими лучами солнца, могла продолжаться вечно..."
,""".......Нет, ну в самом деле. {i:Как это понимать}, Уширомия‐са‐ан?"""
Ushiromiya Ange,"""........................."""
,....В конечном итоге мне не удалось получить достаточно хорошую оценку по контрольной.
,"Я попыталась по‐своему запомнить материал, но если бы всё запоминалось одной зубрёжкой на всю ночь, никому бы не пришлось беспокоиться о тестах."
,"""Обычно, если заранее знаешь вопросы, можно же с лёгкостью хорошо написать, верно? С лёгкостью!"""
,"""Да, мы, конечно, не написали тебе ответы на них. Поскольку подумали, что ты выучишь достаточно материала и сдашь тест."""
,"""Какого чёрта? Ты это серьёзно? Поверить не могу! У тебя почти повсеместно отвечено неправильно. Ты хоть училась как следует?!"""
Ushiromiya Ange,"""..............Более и менее..."""
,"""Такой результат 'более и менее' не назовёшь, Уширомия‐сан. Он настолько ужасен, что голова кругом идёт, понимаешь?"""
,"""О, Господи. Прошу, прости её за получение столь ужасной оценки за столь простейшую контрольную, из‐за чего средний балл класса упал ниже некуда!"""
,"""*хи‐хи*хи‐хи*хи‐хи*, *хи‐хи*хи‐хи*хи‐хи*, аха‐ха‐ха‐ха‐ха."""
,"......Эту контрольную сначала написал другой класс.{n}Моему классу удалось заполучить листок с контрольными вопросами, поэтому средний бал за эту контрольную оказался необычайно высок."
,"Достаточно высок, чтобы затмить моё лёгкое усовершенствование знаний."
,"Однако... имелось несколько вещей, которым я не могла найти оправдания."
,"Если бы я потратила целый день, учась как сумасшедшая, то смогла бы получить оценку повыше."
,"......Но увы, я так не поступила."
,"Ведь тот день я потратила время на весёлую игру в ширитори с Семью Сёстрами, Сакутаро и онее‐чан."
,"Как и ожидалось, победила Мария онее‐чан.{n}Она оказалась сильным игроком из‐за своих познаний о всяких разных вещах."
,Наказание досталось Сакутаро.
,"Он потратил всё время на подбадривание других давать ответы, совершенно забыв отвечать самому."
,"Из‐за этого его как следует затискали, а его уши зажевали семь сестёр, не так ли?"
,"""Э‐эй, ты слушаешь, Уширомия‐сан?!"""
Ushiromiya Ange,""".................."""
,"Они окружили меня, галдя, как мелкие птахи.{n}И они раздражали и противно пахли."
,Снаружи этого круга находилась Мамона с шокированным лицом.
Mammon,"""Эта школа как обычно не перестает поражать меня своей отстойностью. Разве им не впору порадоваться за собственные хорошие оценки?"""
Ushiromiya Ange,""".........Это, наверное, бодяга по поводу коллективной ответственности. Вместо беспокойства за собственные оценки, их больше заботит постыдность низкого среднего бала у класса."""
Ushiromiya Ange,"""Или, быть может, они ненавидят дежурства, назначаемые в качестве наказания."""
Mammon,"""То есть, другими словами, они учатся не потому, что хотят получить хорошие оценки, а в силу ненависти к дежурствам из‐за коллективной ответственности?"""
Leviathan,"""...Их снедает зависть и гордыня. Им противно ощущать приниженность по сравнению с другими и они не хотят быть униженными. Это единственное чувство, которое подстёгивает их учиться."""
Lucifer,"""Что за шумный народ. Почему они не могут сами этим заняться?"""
Belphegor,"""Получается, без коллективной ответственности и дежурств у них нет никакой охоты учиться. Какой маразм — учиться, не зная значения и смысла учёбы."""
Satan,"""Однако до чего же это тупой и раздражающий сброд! Не смейте отнимать и минуты от ценного дня Энджи‐сама!"""
Asmodeus,"""Уа‐а‐а, ненавижу этих лахундр! Проваливайте!"""
Beelzebub,"""Я е‐е‐есть хочу! Исчезните неме‐е‐едленно, у‐а‐а!"""
Ushiromiya Ange,"""..........Простите, народ. Хотелось бы мне знать, почему {y:0:Люд}{n:0:люд}и такие бесстыжие."""
Mammon,"""Наверное, потому, что чем упорно трудиться самим, им легче заставить усердно трудиться вас и заработать высший средний бал для класса, тем самым потешив свою жадность. ......Все {y:0:Люд}{n:0:люд}и алчны. И они отягощают других своей алчностью, стремясь упростить себе жизнь."""
Mammon,"""Однажды мы обязательно встретимся с ними на горе чистилища. А когда они дойдут до пятой террасы, им лучше смотреть под ноги."""
,"Мамона управляет пятой террасой на горе, доходящей до небес — горе чистилища."
,"Поскольку это заявляет она, то можно не сомневаться — когда эти девчонки умрут, их путешествие на небеса будет не из лёгких."
,"Нет, почему бы им вообще не отправиться в ад."
,Комитет класса отправился в студенческий совет и попросил воспользоваться классом во время большой перемены и после школы.
,"Целью было организовать группу для повторения материала. Чудесное маленькое собрание, чтобы все они могли окружить меня и принудить учиться. Я так благодарна, что щас аж разрыдаюсь."
,"А означало это, что каждый день вся моя большая перемена и вечерние часы шли коту под хвост."
,"Академия и её студенческий совет, исповедующие принцип ученического самоуправления, моментально дали добро на приятное занятие, которое ученики выбрали по собственной инициативе..."
,"Другими словами, побег из класса после школы был мне отрезан."
,После школы тут же началось первое заседание ученической группы.
,"Открыли ли они учебник и любезно и тщательно объяснили мне материал так, чтобы даже я могла бы его уяснить? Ага, щас, мечтать не вредно."
,Дюжина моих одноклассниц окружила мою парту.
,"Но перед тем, как начать учиться..."
,"Почему мои оценки столь ужасны? В чём причина?{n}Было решено, что мы не сможем начать, пока я чётко не отвечу на эти вопросы, не осознаю свою неправоту и не раскаюсь в своих поступках."
,".....Разумеется, я никак не могла ответить на такой вопрос."
,"Они стали презирать меня. Они отвергали меня и держали на расстоянии, чтобы я не могла влиться в их общество."
,Поэтому я сама стала чураться их общества. Так между нами не возникло бы конфликта.
,"Так что хоть эта группка и горела желанием повысить средний балл класса, они со всей очевидностью держали меня на расстоянии."
,"Даже попытайся я присоединиться к ним, они наверняка бы проигнорировали меня, как делали это в прошлом."
,"""Если попросишь, мы тебя чему угодно научим. Ла‐а‐а‐адно?!"""
,"""""""Ла‐а‐а‐а‐а‐а‐а‐адно?!!"""""""
,"Они начали заводиться. Я, в свою очередь, уже была сыта по горло их ханжеством и лицемерием."
,"""Уширомия‐сан, что в тебе плохо, так это отсутствие чувства локтя. Тебе не следует думать, будто всё в порядке, пока довольна только ты."""
,"""Собравшиеся под крышей Святой Люции должны владеть дружественной душой. Так ведь гласит книга для учениц, верно?"""
,"""Я считаю, что дружественная душа, это то, что порождает желание учиться вместе и делать вклад в весь класс. Полагаю, именно этого тебе недостаёт, прежде чем браться за учёбу, Уширомия‐сан. А как ты сама считаешь?"""
,"""Э‐эй, ты нас слушаешь?! Мы тратим своё послешкольное время, чтобы сказать тебе это ради {i:твоего же блага}, ты понимаешь?!"""
,..................Да я щас прямо всплакну от благодарности.
,"Разумеется, им это не понравилось."
,"""Со стороны это выглядит так, словно мы тебя обижаем"", — выговорили они мне."
,"К счастью, меня нелегко довести до слёз.{n}Если мне говорят не плакать, я могу сдержаться."
,Сначала меня заставили написать покаянное письмо и зачитать его вслух.
,"И, разумеется, это надо было сделать сегодня."
,Комитет класса вежливо обратился в студенческий совет и учительскую для продления времени использования класса.
,".....Похоже, согласие было дано моментально."
,"А это означало, что, начиная с этого момента, я была приговорена к самокритике на битых пять часов..."
,Уширомия Энджи получила низкую оценку по контрольной и доставила неприятности своим одноклассницам.
,"""Нет, не то, не ясно что ли‐и‐и?!"""
,"""Получение тобою плохих оценок и причинение нам неприятностей — ещё не корень всех зол, верно?!"""
,"""Это дух содружества, понимаешь? Дух содружества!"""
,"""Ну‐у же! Почему нам даже приходится учить Уширомию‐сан, как писать покаянное письмо!"""
,Их насмешки сыпались одна за другой.
,"Я выслушала их ""наставления"" и стёрла написанное мною."
,Уширомия Энджи не наделена духом содружества и причинила неприятности своим одноклассницам.
,"""Эй, погоди‐ка секунду, это бессмысленно, если ты всего лишь напишешь сказанное нами, не так ли?!"""
,"""Ты хоть знаешь, что означает 'покаяние'?!"""
,"""Не будет никакого проку, если ты не напишешь это своими собственными словами!"""
,"""Я всегда считала тебя странной, Уширомия‐сан, но это уже перебор! *хи‐хи*хи‐хи*хи‐хи*!"""
,"Даже следование их наставлениям не убавило их насмешек, а им захотелось и дальше помучить меня..."
,"И в течение нескольких часов, без отдыха и даже без возможности сходить в туалет, не говоря уже о возможности перекусить, я вынужденно терпела унижение..."
,Меня вынудили написать текст унижающего меня содержания...
,А в девять часов вечера мне сказали встать и зачитать его вслух.
,Сам текст... был увлажнён слезами и истёрт ластиком.
,"Почерк определённо принадлежал мне. Но сами буквы были бездушны, и я не помнила, что они излагали."
,Всё было написано по их наставлениям.
,"И потому, хоть писала и моя рука, те слова мне не принадлежали."
,"Но меня заставили написать их, а затем зачитать вслух."
,".........И даже спустя столько времени я поразилась, узнав, что, кроме игнорирования и кражи вещей, существуют другие способы обижать людей..."
,"""Э‐эй! Скорее зачитай это вслух!"""
,"""Смотри, сколько людей задержалось тут только из‐за тебя, Уширомия‐сан. Почему бы тебе хоть немного не отблагодарить нас?"""
,"""Не потому ли она не чувствует благодарности, что в ней нет ни крупицы духа содружества?"""
,"""Не волнуйся, Уширомия‐сан. Отныне мы всегда будем вместе. Почему бы не учиться с нами и не изменить себя? Хорошо?"""
,"""*хи‐хи*хи‐хи*""{n}{t}""Аха‐ха‐ха‐ха!!!""{n}{t}""Кья‐хья‐хья‐хья‐хья!!!"""
,"Я стояла, окруженная ими, опустив взгляд на почерневший листок."
,"А затем... я заговорила те унизительные слова, но на меня тут же посыпались насмешки, что, дескать, они меня не слышат и мне следует говорить громче."
,.......Я не могу прочитать это.
,"Я и представить себе не могла, что оказаться принуждённо прочитать унижающий меня текст будет так больно."
,"В горле у меня пересохло. Пальцы задрожали. .....Унизительный текст, написанный моим почерком, ожег мне глаза горячей жидкостью."
,Мир у меня перед глазами расплылся и искривился.
,"Я увидела, как окружающие меня девчонки искривляются и гнутся."
,".....Увидела, как они, искривясь и погнувшись, стали выглядеть так, какими я их себе представляла."
,"Другими словами, таково было моё истинное зрение."
,За этой толпой виднелись мои друзья.
,В их глазах плескалось сострадание.
Ushiromiya Maria,""".......Энджи... мужайся..."""
Sakutarou,{p:0:『}Урю...{p:0:』}
,"Мария онее‐чан и Сакутаро смотрели на меня печальными глазами.{n}Они, похоже, понимали, что даже дешёвые слова сострадания ранят меня."
,".......Они то порывались сказать что‐то, то опускали головы."
Asmodeus,"""Да что творится с этими людьми!"""
Beelzebub,"""Они отвратительны! Они бесят меня! Что весёлого в окружении Энджи‐сама и истязании её?!"""
Leviathan,"""Неприязнь, которую они не могут озвучить, несмотря на свою зависть. Пока они не могут озвучить её, им всё равно, кого мучить. Хуже таких нет никого."""
Satan,"""Энджи‐сама! В подобной ситуации не возбраняется обезуметь от гнева ради вашей же чести! Гнев — адекватное чувство и реакция! Если вы не разозлитесь сейчас, то когда?!!"""
Lucifer,"""Перестань, не подзуживай Энджи‐сама пустой злостью! Если бы Энджи‐сама могла разозлиться, то давно бы уже так поступила!"""
Belphegor,"""Так поступают, если злость может улучшить положение. Однако с объективной точки зрения злость сейчас только ухудшит дело. Это, может, и унизительно, но разумнее всего сейчас будет перетерпеть это."""
Mammon,"""Аха‐ха! Ты и впрямь лентяйка, Вельфи! Кончай валять дурака, мне невыносимо смотреть на это! Я не могу простить их!"""
Sakutarou,"{p:0:『}П‐послушайте, все, успокойтесь... Так мы лишь перегрузим Энджи...{p:0:』}"
Mammon,"""Перегрузим?! Что ты несёшь? Разве сейчас место и время сохранять спокойствие? Мы, мебель, не настолько жестоки, чтобы хладнокровно наблюдать, как унижают нашу госпожу!!!"""
Satan,"""Энджи‐сама! Вы не обязаны зачитывать это унизительное письмо! Если вы не можете испустить гневный возглас, то хотя бы бросьте его на пол!"""
Mammon,"""Вам нет нужды пререкаться с ними, вам не нужно кричать так, чтобы отогнулись! Просто что есть сил бросьте тетрадь на пол! Поступив так, вы сможете продемонстрировать вашу сильную волю!"""
Lucifer,"""Не городи огород, Мамона! Я тебе уже сказала, так?! Если бы Энджи‐сама могла, то давно бы так поступила!"""
Belphegor,"""Моментальной вспышкой эмоций ничего не решишь. Почему ты никак не поймёшь, что после такого поступка Энджи‐сама начнут притеснять ещё сильнее?!"""
Asmodeus,"""Уа‐а‐а‐а‐а‐а‐а!!! Почему это происходит с Энджи‐сама, когда она не сделала ничего плохого?!"""
Beelzebub,"""Не позволить ей поесть и принудить её так надолго задержаться после школы! Мне это противно!"""
Satan,"""И это не только на сегодня, но и на завтра и даже на послезавтра! Довольно, нельзя же просто сидеть там, снося эти издевательства!"""
,"""Эй! Ты нас слушаешь?!"""
,Кто‐то дёрнул меня за волосы.{n}Меня вырвало обратно в жестокую реальность.
,"Мне даже больше не дозволялось слушать семь сестёр, говорящих от моего сердца."
,"Мои волосы подняли вверх, одно из моих украшений для волос открепилось и упало, и я услышала, как оно покатилось по земле."
,Никто не подобрал его.
,"Наоборот, они ненавязчиво избегали его, словно к ним катилось что‐то грязное."
,"Я попыталась отследить своё украшение взглядом, но меня опять дёрнули за волосы."
,"""Почему ты {i:никогда} не слушаешь нас, хоть мы и говорим на очень серьёзную тему?!"""
,"""В одно ухо влетело, из другого вылетело, да? В этой твоей дубовой башке хоть что‐нибудь задерживается?! Возьми себя в руки, а?!"""
