Speaker,Russian (RU)
{f:5:Beatrice},"""Возможно. Тогда скоро вернусь. Увидимся позже, ладно? По словам Генджи, сегодняшняя вечеринка будет необычной. Лучше жди с нетерпением!.."""
Ushiromiya Battler,"""Звучит так, будто её подготовила ты."""
{f:5:Beatrice},"""Ва‐ха‐ха‐ха‐ха, ты тоже одержим подробностями!.. Увидимся!"""
Ushiromiya Ange,"""......Братик, что‐то будет? Сегодня особенный день?.."""
,Даже Энджи заметила.{n}Она выглядела беспричинно напряжённой.
Ushiromiya Battler,"""Особенный для семьи Уширомия. Но лично к тебе он не имеет никакого отношения, так что расслабься."""
Ushiromiya Ange,"""Ладно. ......А, точно. Эй, эй, ты знал? Тётя Ева только что рассказала мне страшный секрет!.. Даже сестрёнка Мария не знает, но тебе я скажу!"""
Ushiromiya Battler,"""O‐o? И что за секрет?"""
Ushiromiya Ange,"""Так вот! Я слышала, что если там будет миндаль, ты победишь!.."""
Ushiromiya Battler,"""Победишь? Лотерея какая‐то?"""
Ushiromiya Ange,"""Хм‐м‐м... В общем, получив миндаль, победишь!"""
,"Энджи надула щеки. Видимо, она хотела, чтобы её похвалили за то, что она поделилась захватывающим секретом."
,"Но то, что миндаль означает победу, многого не объясняет."
Ushiromiya Battler,"""Ладно, понял. Спасибо, что рассказала мне такой секрет."""
Ushiromiya Ange,"""Н‐н‐н, ты плохой, братик! А я ещё рассказала тебе свой секрет!"""
,"До сих пор с надутыми щеками, Энджи пошла обратно к тёте Еве."
,"Они и вправду поладили. Что ж, ничего страшного, раз это её тётя."
,"Будь это мальчик из её класса — и мне всё равно, что они в начальной школе, — было бы иначе! Никаких игр с противоположным полом без разрешения братика!"
,В этот момент раздался голос Генджи.
,"Болтовня постепенно стихла, и дождь снаружи снова стал заметен."
Ronoue Genji,"""Дамы и господа, прошу тишины."""
,В зале повисла тишина.
,"Все родственники смутно знали, что сегодняшний праздник заключается не только в хэллоуинской вечеринке."
,Баттлер уже знал.
,"На ритуале Кинзо вернёт {f:5:Беатриче} золото, одолженное на столько лет."
,Первым делом об этом объявил сам Кинзо.
,"Он рассказал о том, как это золото не только возродило семью Уширомия, но и довело её до такого уровня богатства, какого она прежде не знала. И о том, как наконец вернёт золото {f:5:Беатриче}, спасшей семью Уширомия."
,"Кинзо лично вручил ей слиток, украшенный ярко‐красной ленточкой."
Ushiromiya Kinzo,""".........Этим мы обязаны трём поколениям {f:5:Беатриче}, Золотой ведьмы. Семья Уширомия никогда не забудет этого."""
{f:5:Beatrice},"""Что ж. Если тебе некуда его девать, буду рада забрать его с твоих рук."""
Ronoue Genji,"""......Госпожа {f:5:Беатриче}."""
{f:5:Beatrice},"""Н‐н‐н, *кхм*кхм*."""
,"С трудом верится, что Беато восприняла предупреждение Генджи так серьёзно. Я не мог не засмеяться."
{f:5:Beatrice},"""Я, {f:5:Беатриче}, алхимик семьи Уширомия, признаю конец договора займа десяти тонн золота. ......Спустя десятилетия, берущие начало с поколения моей бабушки, орлу, потерявшему крыло, пришла пора вновь взлететь. Я буду наблюдать за ним, и я молюсь о его процветании во всех грядущих поколениях."""
,Зал наполнили аплодисменты.
,"Хотя ей удалось составить такую достойную речь, договорив, она высунула язык и покосилась на нас."
,"Думаю, вот сколько Беато может оставаться серьёзной."
Ushiromiya Kinzo,"""Из поколения в поколение передавая своё имя, Золотая ведьма {f:5:Беатриче} может жить тысячелетиями. Поэтому даже её потомки будут {f:5:Беатриче}, а также алхимиками этой семьи."""
Ushiromiya Kinzo,"""Потомки семьи Уширомия будут во веки веков славить {f:5:Беатриче} за признательность, что будет передаваться из поколения в поколение. ......Наша семья всегда будет в долгу перед {f:5:Беатриче}, и она всегда будет нашей семьёй, связанной с нами благородной связью."""
Ronoue Genji,"""......Пусть те, кто согласен, выразят признание аплодисментами."""
,"После слов Генджи все родственники переглянулись, а затем разом зааплодировали."
Ushiromiya Kinzo,"""Благодарю, дамы и господа. ......{f:5:Беатриче}. Ты член семьи Уширомия. И твоя связь с нами более священна, чем кровная."""
{f:5:Beatrice},"""Ва‐ха‐ха, конечно, связь с теми, кто одолжил деньги, важнее кровного родства."""
Ronoue Genji,"""......Госпожа {f:5:Беатриче}."""
{f:5:Beatrice},"""Н‐нгх‐х, н‐н!.."""
,После этого Кинзо продолжил тягучую речь.
,Этим вечером Кинзо оставит титул главы семьи Уширомия.
,"Затем он объявил, что раскроет распределение своего наследства."
,"Среди братьев и сестёр, тонущих в денежных проблемах, прокатился переполох волнения, когда они услышали, что им для получения наследства не придётся ждать смерти Кинзо."
Ushiromiya Kinzo,"""Я знаю, что у каждого из вас проблемы с деньгами. Этого должно быть достаточно для решения всех ваших проблем. ......Но не стоит почивать на лаврах. Это наследство я отдаю вам до своей смерти."""
Ushiromiya Kinzo,"""Хоть и будучи строгим, я всегда наблюдал за вами. Однако сегодня ваш отец перестанет оказывать такую поддержку. ......Я буду наблюдать за тем, как вы взлетите, словно смотря на вас с небес. Я больше не буду вмешиваться. ......Можете жить как пожелаете."""
Ushiromiya Rudolf,"""Па‐...... папа......"""
Ushiromiya Rosa,"""Отец......"""
Ushiromiya Eva,"""Нам всё ясно. ......Можешь не сомневаться, мы обязательно взлетим."""
Ushiromiya Krauss,"""Здесь и сейчас все мы, братья и сестры, клянёмся объединить силы и добиться дальнейшего процветания семьи Уширомия."""
Ushiromiya Hideyoshi,"""Точно!.. Если будем держаться вместе, ничто не сможет встать на нашем пути!.."""
,"Хидэёши засмеялся, но Генджи увещевал его.{n}Однако он понимал, почему они так счастливы."
,......До сих пор братья и сёстры безжалостно спорили по поводу наследства.
,"Но этим вечером...... наследство было аккуратно разделено, и им больше не нужно придумывать денежные схемы."
,"Иначе говоря, теперь у братьев и сестёр нет никаких причин ссориться друг с другом."
,"Напротив, им пора объединить усилия и помогать друг другу становиться всё более преуспевающими."
,Ева и Роза всхлипывали со слезами на глазах. ......Как и Рудольф.
,"Быть может, сейчас...... даже в их возрасте...... они наконец покинули гнездо."
,"Этим вечером орлы семьи Уширомия покинут Роккенджиму — гнездо, сотканное из магии ведьмы — и разлетятся в разные стороны. ......С их собственной силой и решимостью."
,Кинзо подумал.{n}Если бы я сделал так ещё в самом начале...
,"......Если бы он сам уладил проблему с наследством, его детям и вовсе не нужно было бы ссориться."
,"Но вместо этого он угрюмо оставил эту проблему им, из‐за чего у них возникли напряжённые отношения друг с другом."
,"Да. Всё это было под его ответственностью.{n}И вот, переплетающиеся связи распущены."
,Кинзо будто был связан невидимой верёвкой.
,"Верёвки больше нет, и он испытал облегчение, какого не испытывал уже много лет..."
,"Четверо братьев и сестёр шагнули вперёд и перед Кинзо поклялись поддерживать Краусса, нового главу, и привести семью к значительному процветанию."
,Их лица сияли неожиданной молодостью.
,Неудивительно. Ведь ни один из них с детства не давал такого естественного обещания.
,"Вспомнив юность, братья и сёстры пообещали ещё раз."
,"Когда Краусс закончил объявление, зал наполнили дружные аплодисменты."
,Кузены... и слуги...... присоединились к продолжающимся аплодисментам.
,Энджи...... ошарашенно наблюдала.
,......Четверо родственников вроде как ещё с детства постоянно препирались друг с другом.
,И они должны были напрасно зациклиться на наследстве Кинзо с подстрекающим их беспокойством по поводу денег.
,"......Благодаря этому ритуалу...... был переписан даже мир «правды» — мир, который я признаю."
,"На самом деле они были дружны между собой или же всё время ссорились, во что я и верила? Неважно."
,"......Так или иначе, здесь и сейчас все эти проблемы разрешились."
,Я не должна верить. ......Это лишь... фарс братика.
,"Но пусть даже я знала об этом, ......смотря на то, как папа и остальные обнимают друг друга со слезящимися улыбками...... я не могла не заметить, как на глаза наворачивается нечто тёплое."
Ushiromiya Ange,"""Я не поверю... ......Всё это...... фарс братика......"""
Ushiromiya Battler,"""Что ещё тебе нужно увидеть, услышать, чтобы ты смогла поверить?.."""
Ushiromiya Ange,"""......Красный. .........Если ты скажешь красной правдой..."""
Ushiromiya Battler,"""Всё, что не можешь сказать красным, — ложь?"""
Ushiromiya Ange,"""......Я не поверю... ...Это...... просто......"""
,Энджи опустила взгляд и замолчала.
,"Как Владелец игры, Баттлер мог использовать красную правду."
,Однако это правило действует только на игровой доске ведьмы.
,В мире {y:0:Люд}{n:0:люд}ей красной правды не существует.
,"Люди видят, слышат...... и считая, что во что‐то стоит верить, принимают это как красную правду."
,"Если Энджи не примет её, никакая правда не сможет стать правдой."
,"Баттлер хотел, чтобы она поняла."
,"Не было смысла использовать красную правду — правило этой игры — для того, чтобы обрушить на неё правду."
,"Энджи придётся собственными силами, своим сердцем... Принять правду за правду."
,Решать было ей.{n}Никто не мог заставить её решить иначе.
,"Поэтому не было ничего странного в том, что Энджи объявила эту сцену фарсом."
,"Но если так...... как же горячие слёзы, текущие по её лицу?"
,"......Энджи придётся подумать самой, без чьих‐либо слов......"
,"Посопев и протерев глаза, Энджи отдала шестилетней себе контроль над её фигурой."
,"Далее последовал гармоничный, весёлый промежуток времени."
,"Красиво украшенные блюда приносили одно за другим, и пробки шампанского с приятным звуком ослабили хватку."
,Повсюду стояли столики — каждый на свою тему.
,"Вот что было самым интересным в этой вечеринке со шведским столом, когда гости блуждали от стола к столу, обдумывая, что бы съесть в первую очередь."
,"Как раз в таком и просвечивался гений Годы. Отелю, отпустившему его, следует сожалеть об этом."
,"Разумеется, шведский стол, где едят стоя, — утомительное дело для людей среднего возраста."
,Поэтому были и стулья.
,"Но каждый раз, когда в зал приносили новое блюдо, они могли встать, чтобы посмотреть, и вдоволь побродить у столов."
,"Так каждый из них мог войти в новую группу людей, а затем смешаться в другом месте, когда эта группа разойдётся."
,"Люди интересны. Так же, как менялись члены в каждой группе, изменялись и темы разговора."
,Оживлённый Хэллоуин разыгрался словно красочный калейдоскоп.
,"Бумажные цепи, украшающие стены, одному за другим напомнили о юности."
,"Они радовали всех так же, как когда те были детьми......"
,Даже Энджи словно оказалась во сне.
,Она счастливо болтала со своими кузенами.
,А также с тётями и дядями.
,"Беато показала ей несколько трюков, которые назвала магией."
,"Мария сказала, что это магия, а Энджи — что трюки, и ночь стала ещё оживлённее."
,"Две девочки так загорелись, что взрослые решили показать несколько известных им трюков, шокировав их обеих."
,"В итоге каждый начал показывать другим трюки, спрашивая, видели ли они тот или иной раньше, и началась магическая вечеринка, идеально подходящая для Хэллоуина."
,"В дополнение к фокусам, возникло несколько викторин, игр и загадок, напоминая всем о детстве."
,"В группы втянули даже служащих, разносящих еду, и весь зал наполнила болтовня."
,"Для Энджи в её возрасте каждый фокус, викторина и загадка были абсолютно новым опытом."
,"Они подстрекали её интеллектуальное любопытство, и она не могла сдержать волнение."
,"Добавить ещё широкий выбор вкусных блюд и напитков, из которых она могла выбирать, и было как во сне."
,"Энджи почувствовала лёгкость, будто шла по облаку......"
Ushiromiya Rudolf,"""Энджи, ты же не выпила его?! Это напиток папочки!"""
Ushiromiya Ange,"""......Я тоже хотела попробовать взрослый виноградный сок. Так что всё нормально."""
Ushiromiya Battler,"""У тебя лицо покраснело. Ты в порядке?"""
Ushiromiya Kyrie,"""Ничего страшного, у неё было совсем чуть‐чуть..."""
Ushiromiya Ange,"""......Всё хорошо. Я не ребёнок...... ...*ик*..."""
Ushiromiya Eva,"""*хи‐хи*. Энджи, выпей этот. Твой папа пьёт плохой напиток, поэтому не пробуй больше, ладно?"""
Ushiromiya Battler,"""Точно! Будешь пить всякую гадость — тоже станешь плохим взрослым. Ихи‐хи!"""
Ushiromiya Ange,"""Я не стану плохим взрослым! Я буду принцессой!"""
Ushiromiya Kyrie,"""Верно. Энджи — принцесса для всех нас."""
Ushiromiya Rudolf,"""Да. Энджи — принцесса этой семьи."""
Ushiromiya Eva,"""Согласна. Обязательно приходи поиграть ко мне домой!.. Нам будет очень весело!"""
Ushiromiya Ange,"""Ладно. Спасибо, тётя Ева!.."""
,Все такие хорошие.
,Я словно стала настоящей принцессой.
,"Так здорово. Я почти готова поверить, что весь этот праздник проводится ради меня."
,"Баттлер стоял вне группы людей. Издали смотря на счастливую улыбку Энджи, он тоже улыбнулся."
{f:5:Beatrice},"""......Она так оправдывает своё имя, когда улыбается. Как грустно."""
Ushiromiya Battler,"""Согласен. Действительно ангельская улыбка."""
{f:5:Beatrice},"""Надеюсь, это улыбка настоящей Энджи, а не простой фигуры."""
Ushiromiya Battler,"""......Даже если нет, она наблюдает и может додуматься сама."""
{f:5:Beatrice},"""Игру между тобой и Энджи переполняет любовь. Меня это почти раздражает."""
Ushiromiya Battler,"""Что такого? На её пути никто не стоит. Никаких препятствий и тактик, о которых следовало бы беспокоиться."""
{f:5:Beatrice},"""Верно. Эта игра... больше не битва."""
Ushiromiya Battler,"""Раз уж на то пошло, это уборка. ......Уборка после нашей игры."""
{f:5:Beatrice},""".........Я никогда не смогу искупить то, что сделала ей своими беспечными действиями."""
Ushiromiya Battler,"""Всё из‐за нашей игры. Мы искупим свои грехи вместе. ......Потому мы и показываем Энджи последнюю игру."""
{f:5:Beatrice},"""Думаешь, Энджи сможет правильно воспользоваться тем ключом?.."""
Ushiromiya Battler,"""......Хотя я подумывал силой перетащить её на путь, который мы считаем верным."""
{f:5:Beatrice},"""Такая попытка могла бы оказаться бессмысленной. ......В жизни трудно по‐настоящему признать правильным решение, которое тебя вынудили принять."""
Ushiromiya Battler,"""Именно. ......Энджи должна подумать и выбрать сама. Даже если она не примет решение, которое мы считаем верным...... нам нужно будет согласиться с ней."""
{f:5:Beatrice},"""......Хм‐м. ......Ты — Владелец игры. Я больше не могу с тобой спорить. Буду просто наблюдать и наслаждаться этой ночью."""
Ushiromiya Battler,"""Эта игра очень важна для Энджи. Но для нас она как вечеринка после шоу."""
{f:5:Beatrice},"""Почти пора. Но ты уверен? Энджи снова может неправильно понять."""
Ushiromiya Battler,"""Всё будет в порядке. На самом деле это необходимо. ......Точно так же, как ты появилась такой, какой появилась. И все остальные тоже."""
{f:5:Beatrice},"""............Хм‐м. Тогда давай вместе с остальными наслаждаться последним торжеством. Как‐никак, в этой длинной игре все они прекрасно сыграли свои роли."""
,"В этот момент кто‐то захлопал, прося внимания."
Gohda Toshiro,"""Прошу внимания, дамы и господа. Сюда, пожалуйста. На сегодня у нас приготовлено нечто особенное!.."""
,"Хлопал Года. Все собрались, интересуясь, в чём дело."
,"На сервировочной тележке перед ним был большой, нарезанный шоколадный торт."
Gohda Toshiro,"""В качестве изюминки к сегодняшней хэллоуинской вечеринке, я подготовил для всех вас торт Захер. Как видите, он сделан специально для семьи Уширомия, и на нём шоколадный герб однокрылого орла!"""
,Изумительный торт вызвал у всех присутствующих восхищённый вздох.
Nanjo Terumasa,"""Какой великолепный торт!.. Идеальная изюминка к вечеринке."""
Gohda Toshiro,"""О, нет. Не просто торт. У сегодняшнего торта есть маленький секрет. ......Господин, прошу вас объяснить его всем!"""
Ushiromiya Kinzo,"""Хорошо. Тут есть доля игры. В этом торте спрятано нечто крошечное, что сделает вас победителем."""
Ushiromiya Ange,"""Миндаль!.."""
,Радостно выкрикнула Энджи. Кинзо ласково посмотрел на неё и кивнул.
Ushiromiya Kinzo,"""В одном куске этого торта есть миндаль. Тот, кто выберет этот кусок, станет королём этого вечера."""
Ushiromiya Rudolf,"""Фью‐ю! Давно я не играл в игру с королём!"""
Ushiromiya Kyrie,"""Думаю, когда ты играл в неё, предмет был немного другим..."""
Ushiromiya Krauss,"""Ха‐ха‐ха‐ха‐ха‐ха. И, что будет с тем, кто станет королём?"""
Ushiromiya Kinzo,"""Король сможет назвать одно желание. И мы все вместе постараемся его исполнить."""
Ushiromiya Jessica,"""O‐o! Звучит интересно!.."""
Ushiromiya Maria,"""У‐у. Короли — мальчики. Девочки не могут быть королями."""
Ushiromiya George,"""Если победит девочка, она станет принцессой."""
Ushiromiya Ange,"""Миндаль! Тот, у кого миндаль, побеждает! Да? Да?!"""
Ushiromiya Battler,"""Аха‐ха‐ха, верно. Ты невероятна, Энджи."""
Ushiromiya Hideyoshi,"""В такие времена удача может кое‐что сказать о человеке. Не могу позволить себе проиграть!"""
Ushiromiya Eva,"""Да подожди. Начнём с самых младших детей."""
Ushiromiya Natsuhi,"""Хорошая идея. Энджи, можешь выбрать первой."""
Ushiromiya Rosa,"""Эй, Мария, ты уже большая кузина! Дай Энджи выбрать первой."""
Ushiromiya Maria,"""У‐у, у‐у, у‐у! А вдруг Энджи победит, у‐у!"""
Ushiromiya Ange,"""Я выиграю! Миндаль побеждает, миндаль побеждает!"""
Nanjo Terumasa,"""А нам, старым, старомодным людям, остаётся надеяться, что повезёт с остатками."""
{f:5:Beatrice},"""Если идти по возрасту, Кинзо последний."""
Ushiromiya Kinzo,"""Ва‐ха‐ха‐ха‐ха, разве тебе не тысяча лет?"""
{f:5:Beatrice},"""Не... не‐е‐е‐е‐ет!!!"""
,"Все рассмеялись. Её реальный возраст был неизвестен, но она утверждала, что ей 19."
,"Перед Энджи лежал большой торт, разделённый на несколько кусков."
,Только один кусок был победным.
Gohda Toshiro,"""Что ж, госпожа Энджи. Какой кусок вы бы хотели? Какой бы вы ни выбрали, он будет очень вкусным."""
Ushiromiya Ange,"""Ну уж нет. Я хочу только тот, который победный."""
Ushiromiya Battler,"""Тогда тебе придётся угадать с первой попытки. Ну же, выбирай."""
,Баттлер легонько подтолкнул Энджи к столу с тортом.
Ushiromiya Ange,""".........Какой же...... мне взять?.."""
,"Шоколадный торт был разрезан на 15 кусков.{n}......Я хочу выбрать тот, который с миндалём, и стать принцессой!"
,Миндаль в одном из них. В каком же?..
,"Я выбираю первой...... но мне кажется, или это нечестно?"
,Ведь нечестно? Мои шансы выбрать правильный — 1 из 15. Я его ни за что не получу.
,"А потом, когда после меня наступит очередь сестрёнки Марии, её шансы выбрать победный будут 1 из 14. У следующего — 1 шанс из 13, затем 1 из 12...... и последний... точно победит???"
Ushiromiya Ange,"""Братик, это нечестно!.. Тот, кто выбирает первым, в невыгодном положении!.."""
,"Все засмеялись. Видимо, что‐то было не так с моими расчётами, но мне всё равно не понравилось."
Gohda Toshiro,"""Что ж, давайте начнём конкурс везения с госпожи Энджи. Не стесняйтесь, выбирайте!.."""
Ushiromiya Ange,"""......Ладно! Ладно!.."""
,"Если выбирать один из такого множества, я ни за что не выиграю."
,"......Но почему‐то сегодня казалось, что я всё‐таки могу победить."
,"У меня нет причины так думать, но когда я в хорошем настроении, госпожа удача всегда благосклонна ко мне."
Ushiromiya Battler,"""Ты уже решила?"""
Ushiromiya Ange,"""Да. .........Решила. Победный... этот."""
,Я сосредоточилась на кончике пальца...... и указала на один из 15 кусков.
,Я выбрала......
Ushiromiya Ange,"""......Вот этот!"""
Gohda Toshiro,"""Этот? Вы уверены?"""
Ushiromiya Ange,"""Я решила. Хочу вот этот!.."""
,"Когда он спросил меня, уверена ли я, мне стало как‐то не по себе."
,"И всё же, в такие моменты лучше придерживаться интуиции."
,"Это была та немногая философия, о которой девочка узнала из своего небольшого жизненного опыта."
,"Года взял выбранный кусок, положил его на тарелку с вилкой и передал её Энджи."
Ushiromiya Maria,"""Я следующая! У‐у, у‐у, какой же мне взять!"""
,Далее шла Мария. Она была взволнована и полна решимости победить.
,Я отошла от этой группы.
,"......Меня поразил соблазн быстро разрезать торт и проверить, есть ли там миндаль."
,Но я остановилась.
,"Если проверю свой кусок первой, мои шансы на победу — 1 из 15."
,"Но если подожду, пока другие проверят свои куски... Когда я увижу, что они проиграли, мои шансы хоть чуть‐чуть, но поднимутся."
,"В общем, чем искать миндаль сразу же, мои шансы поднимутся, если я подожду, пока проиграют другие."
,"Но если кто‐то победит, пока я тут сижу, то шансы на то, что мой кусок победный, станут нулевыми. Будет трудно рассчитать правильный момент."
,"Нужно подождать, пока проиграет как можно больше людей. Мои шансы на победу будут самыми высокими, если я проверю свой кусок прямо перед тем, как выиграет кто‐нибудь другой."
,"Да, вот хитрость для победы в этой игре!"
,............
,".........???{n}Какая странная мысль. ......Мне кажется, или я что‐то упустила?"
,"Даже если никто не может дотронуться до торта, лежащего передо мной..."
,"Миндаль внутри появится или исчезнет в зависимости от того, победят другие или проиграют."
,.........?
,"Я была в таком хорошем настроении, что у меня голова шла кругом, и я не понимала, что не так с моей теорией."
,Но я заметила нечто странное.
,......В кошачьей коробке всегда только одна правда.
,Что бы ни происходило за её пределами...... оно не должно пошатнуть правду внутри.
,"И всё же...... меня пошатнули события за пределами кошачьей коробки, изменяя мой взгляд на её содержимое."
,............
,"Я даже не знаю, что говорю."
,Это говорит другая я внутри меня...... но мне слишком трудно понять.
,Меня будто уносит......
,"Стало так радостно и волнующе, что мой разум затуманился, хотя мне не хотелось спать."
,"Может, из‐за того, что я выпила взрослый напиток папы......"
,"В итоге, хоть я и выбрала первый кусок, я решила проверить его последней."
,"Если увижу, что все остальные проиграли, мои шансы на победу будут стопроцентными."
,"......Я попыталась найти противоречие в своих мыслях, но не совсем поняла и перестала."
,"Гораздо лучше иметь 100% шанс, чем 1 из 15, так что я решила поставить на это."
,"Мне не терпелось открыть этот драгоценный сундук с сокровищами, но я ждала, пока все остальные выберут свои куски и проверят их."
Ushiromiya Natsuhi,"""Ну что? Кто‐нибудь победил?"""
Ushiromiya Maria,"""У‐у! В моём нет."""
Ushiromiya Jessica,"""Я тоже проиграла. А мне так хотелось быть принцессой!.."""
Ushiromiya George,"""Но всё равно этот Захер просто восхитителен. Такое хорошее украшение, что почти стыдно есть его."""
Ushiromiya Rudolf,"""Ну что? Нашла миндаль?"""
Ushiromiya Kyrie,"""Нет, я тоже не нашла. А ты, Хидэёши?"""
Ushiromiya Hideyoshi,"""У меня тоже не тот. Видно, я истратил всё своё везение на компанию и жену."""
Ushiromiya Eva,"""Что именно ты имеешь в виду?"""
Ushiromiya Krauss,"""А вы, доктор Нанджо?"""
