Speaker,Russian (RU)
Ushiromiya Jessica,"""Чё за... прекращай всякий бред нести! Ты так совсем Марию запутаешь!!!"""
Ushiromiya Maria,"""У‐у‐у‐у! Джессика онээ‐чан сделала из них якитори, сделала из них якитори! У‐у!!!"""
Ushiromiya Jessica,"""Да нет же, нет! С какого перепугу я бы это стала делать?!"""
Ushiromiya Battler,"""Точно, точно! Джессика из них якитори сделала! Тефтели в шкурках, печёнка с лу‐уко‐ом!"""
Ushiromiya Maria,"""Тюлени в жмурках! Печенка с лу‐уко‐о‐ом! У‐у‐у, у‐у‐у! Аха‐ха‐ха‐ха! Хахахахаха!"""
,"Мария присоединилась к моему подтруниванию над Джессикой, и было видно, что ей весело."
,"Во‐от как, значит она из тех, кто хорошо подхватывает чужое настроение!{n}Вот и славненько. Тогда с этого дня я сделаю её своей наипервейшей последовательницей!"
,"Я улыбнулся ей, и она лучезарно улыбнулась мне в ответ, радостная и, судя по всему, довольная нашим скромным единством."
Ushiromiya George,"""Это не так, Мария‐чан. Похоже, птицы настроены на перемены погоды и атмосферного давления. По‐видимому, ближе к вечеру погода должна ухудшиться. Так что, вероятно, что они поторопились вернуться в свои гнёзда."""
Ushiromiya Maria,"""У‐у. Не якитори? Джессика онээ‐чан не сделала из них якитори?"""
Ushiromiya Jessica,"""Нет, нет и нет!!! Я сказала, что не буду подобным заниматься! Так, Баттлер, признайся сейчас же, что соврал!"""
Ushiromiya George,"""Баттлер‐кун. Мария‐чан ещё наивная девочка, поэтому она даже шутки воспринимает всерьёз. Тебе стоит быть осторожнее в выборе шуток."""
,Джордж‐аники осторожно укорил меня.
,"Хоть я и превосхожу его в росте, Аники есть Аники. Ничего не остаётся, кроме как послушно извиниться."
Ushiromiya Battler,"""Л‐ладно, каюсь, виноват... Это была шутка, Мария. Просто сегодня чайки тихо сидят по гнёздам."""
Ushiromiya Maria,"""......Баттлер врёт? Джордж онии‐чан прав?"""
,"{i:Мне было так весело, а на самом деле ты обманывал меня?}{n}Её чистый взгляд, казалось, обвинял меня.{n}Может, я действительно малость переборщил."
Ushiromiya Battler,"""Ага, всё так и есть. Джордж‐аники сказал правду. Погода плохая, вот чайки, наверное, и разлетелись по домам. Но это не значит, что они исчезли, не так ли? Верно, тётя?"""
Ushiromiya Rosa,"""Совершенно верно. Завтра, когда распогодится, я уверена, они вернутся и позволят нам послушать их крики."""
Ushiromiya Maria,"""У‐у. Буду ждать, пока распогодится, чтобы они вернулись. Подожду до завтра. Подожду, пока распогодится. У‐у‐у!"""
,"Настроение Марии приподнялось, и она преисполнилась ожиданием завтрашнего дня, когда прилетят чайки, заполонив собой небеса."
,"Всё‐таки поразительно, как хорошо Джордж‐аники умеет разбираться с детьми."
,"Я, кажется, даже помню, как хорошо он заботился обо мне, когда я был пацаном шесть лет назад."
,"Это, наверное, твой дар, Аники."
Ushiromiya Rosa,"""У тебя здорово получается заботиться о детях. Тебе бы воспитателем работать!"""
Ushiromiya Jessica,"""Да уж, Джордж нии‐сан, ты будто рождён для такой работы. По мне, тебе это больше подходит, чем заниматься коммерцией в каком‐нибудь президентском офисе."""
Ushiromiya George,"""О, нет. Воспитатель — сама по себе работа почётная. Ей нельзя заниматься просто любя детей."""
Ushiromiya Rosa,"""Ты воистину скромный человек, Джордж‐кун. Но Баттлер‐кун, ты ведь тоже хорошо ладишь с детьми! Только что, пусть и недолгое время, Марии было очень весело. Продолжайте и дальше так играть с ней. Только с шутками поаккуратней, хорошо? Хи‐хи."""
,"Тётя Роза подмигнула мне, слегка посмеиваясь."
,"Настоящая мать, подумал я, которая радуется, когда Марии весело."
Ushiromiya Rudolf,"""{i:Пошли} уже, Роза. И вы, мелюзга, тоже. Чем вы там занимаетесь? Идёмте уже!"""
Ushiromiya Rosa,"""Ладно, ладно, идём."""
,"Мой старик махал рукой, подгоняя нас.{n}Но да, нам пора было идти."
,"Не то чтобы у нас не останется времени поболтать после того, как багаж будет принесен в наши комнаты."
Gohda Toshiro,"""А теперь я отведу всех вас к домику для гостей, где вы остановитесь. Прошу сюда."""
,Обратился ко всем Года и повёл нас.{n}Кумасава‐сан замыкала шествие.
,Вьющаяся змеёю тропа вела в тусклый лес.{n}Она слегка поднималась в гору.
,"Думаю, тропу сделали извилистой, чтобы сгладить подъём вверх по склону, но лично я был бы довольнее, если бы у них хватило духу сделать прямую лестницу."
,"Но, несомненно, тропа была сделана извилистой намеренно, чтобы нагнать чувства отдалённости и важности...."
,Вскоре мы увидели каменные садовые ступени.
,"Ах, вот отсюда у меня сохранились воспоминания.{n}Поднимемся по ним и..."
,На вершине каменной лестницы перед нашими глазами предстал прекрасный домик для гостей.
,"Его фасад был восхитителен, вот только... мы не могли не позволить роскошному розарию, раскинувшемуся перед ним, пленить наши сердца."
Ushiromiya Hideyoshi,"""Ха‐а! Всё такой же красивый в этом году... Настоящая услада глазам..."""
,"После подъёма по каменным ступенькам, люди, радушно встреченные розарием, один за другим высказывали своё впечатление, которое он произвёл на них."
Ushiromiya Eva,"""Не стали ли они менее живыми в этом году? Наверное, это из‐за того, что лето было недостаточно тёплым."""
Gohda Toshiro,"""Я разделяю ваши мысли. Жаль, что их цветение уступает тому, что нам довелось видеть в прошлом году."""
,"Как бы там ни было, этот сад всё равно был прелестен.{n}Мне вспомнилось, что даже более шести лет назад меня каждый год приветствовало огромное количество роз."
,"Розарий был первым, что приветствовало посетителей Роккенджимы. Даже наши родители, приезжающие сюда каждый год, не могли сдержать своё восхищение."
,"Более того, он выглядел как 'улучшенная' версия розария шестилетней давности, хранящегося в моей памяти."
Ushiromiya Kyrie,"""Это место всегда такое изумительное. Как замечательно было бы иметь такой розарий у себя дома."""
Ushiromiya Rudolf,"""Даже не думай. Кто ж за ним ухаживать будет? Розы — ужасная морока, со всеми этими заботами о насекомых и болячках."""
Ushiromiya Rosa,"""Ну, из того, что я слышала, Кирие нээ‐сан ухаживает за своей розой ежедневно и определённо не позволяет никаким жучкам и близко к ней подобраться, верно?"""
Ushiromiya Rudolf,"""А? О чём ты?"""
Ushiromiya Kyrie,"""Так и есть. Однако, в его случае, скорее роза охотится на насекомых, посему она больше похожа на какое‐то страшное, плотоядное растение."""
Ushiromiya Rudolf,"""А, так вот ты о чём. Чесслово, Роза, может, хоть сегодня не будем об этом? Я окончательно с этим завязал."""
Ushiromiya Rosa,"""Да неужели? Рудольф нии‐сан — бабник на генетическом уровне!.."""
Ushiromiya Kyrie,"""Не волнуйся, Роза‐сан. Если роза будет доставлять мне слишком много проблем, я срублю её на корню."""
Kumasawa Chiyo,"""Хо‐хо‐хо... Какой жуткий разговор."""
Ushiromiya Hideyoshi,"""Пользующиеся успехом у женщин мужчины всегда идут рука об руку с риском. Я очень надеюсь, что выйду покрасивее в следующей жизни!"""
Ushiromiya Rudolf,"""Хидэёши нии‐сан, как я уже много раз тебе говорил, всё совсем не так. И... Кирие... Прекрати, ты меня пугаешь. Ты заставляешь мою розу вянуть."""
Ushiromiya George,"""Эй, Мария‐чан, посмотри сюда. Эти розы особенно прекрасны."""
Ushiromiya Maria,"""Розы прекрасны... У‐у!"""
Ushiromiya Battler,"""Хм‐м‐м~, как приятно пахнет. Смотрите, абсолютно соответствует моей элегантности~"""
Ushiromiya Jessica,"""Эй, перестань! А то Мария станет тебе подражать и уколется о шипы!"""
,"Закричала она на меня, когда я наклонился понюхать розу в чересчур напыщенной манере."
,"Я было подумал, что она зря волнуется, но, обернувшись, увидел, что Мария имитирует каждое моё движение, вызывая тем самым широкую улыбку на лице Джорджа‐аники."
Ushiromiya George,"""Эй, Мария‐чан, будь осторожней. Шипы роз причиняют боль."""
Ushiromiya Maria,"""У‐у? Джордж онии‐чан. Только эта роза странная. У‐у."""
Ushiromiya Jessica,"""Странная? Что не так?"""
,Мария указала на одну из роз.{n}Я тут же понял причину её беспокойства.
,Среди всех этих прекрасных роз одна‐единственная завяла.
,"На то не было особых причин.{n}Одни розы цветут, другие — вянут."
,"Вот собственно и всё, однако Марию крайне беспокоило, что среди всех этих здоровых роз лишь одна была больной."
,"Она, наверное, чувствует, что её бросили на произвол судьбы."
Ushiromiya George,"""Значит, тебе жалко эту розу, потому что она единственная больна?"""
Ushiromiya Maria,"""У‐у. Все остальные здоровы, а эта грустная."""
Ushiromiya Jessica,"""Ну, все они цветут и вянут сами по себе. Могу поспорить, что эта роза сейчас увядшая только потому, что она расцвела раньше всех остальных роз."""
Ushiromiya Battler,"""Да, верно. Она, вероятно, просто цвела на всю катушку, выполнила свой долг и ушла на покой. Так что не стоит из‐за неё так переживать."""
Ushiromiya Maria,"""У‐у."""
,"Видимо, чистая и чувствительная натура Марии заставляла её чувствовать некую эмоциональную боль за розу, которая завяла в одиночестве."
,"И, хоть она и понимала логику, стоящую за этим, Марии всё равно было грустно."
Ushiromiya George,"""Мария‐чан, тогда почему бы тебе не приглядеть за этой розой до нашего отъезда?"""
Ushiromiya Maria,"""У‐у?"""
,"Джордж‐аники выпрямился и начал что‐то искать в своём кармане.{n}Оттуда он извлек фантик от конфеты, которую съел в самолёте."
,Он свернул из него тонкую нить и осторожно обвязал вокруг розы в качестве указателя.
Ushiromiya Jessica,"""Эй, смотрится очень мило!"""
Ushiromiya George,"""Давай её так пометим. Позже, ты сможешь прийти сюда и дать ей немного воды. Я уверен, мадемуазель роза будет очень рада."""
Ushiromiya Maria,"""......У‐у! Дать ей воды!"""
Ushiromiya George,"""Мне кажется, тебе стоит дать мадемуазель розе имя. Уверен, что это обрадует её, и вы узнаете друг друга получше."""
Ushiromiya Maria,"""Имя? Имя... У‐у... У‐у..."""
,"Несмотря на то, что Мария сохраняла угрюмое выражение лица, Мария сложила руки и прочно задумалась."
,"По крайней мере её, вроде как, удалось полностью избавить от грусти. Так держать, Аники."
Ushiromiya Jessica,"""Джордж нии‐сан всегда был очень понимающим. Не могу не уважать его."""
Ushiromiya Battler,"""Угу. Видать, таким уж он уродился. Нам следует брать его поступки на заметку!"""
Ushiromiya Hideyoshi,"""Был ли этот розарий столь восхитителен, когда вы были детьми?"""
Ushiromiya Eva,"""Он стал таким грандиозным только после того, как я покинула дом. На самом деле, мне больше по душе был старый, более простой, розарий. Нии‐сан слишком уж изменил его, с его‐то несколько сомнительным вкусом. Прежним он был намного лучше."""
Ushiromiya Hideyoshi,"""Ева, надо мыслить оптимистичней! Независимо от того, как он выглядел раньше, его нынешней красотой нельзя не восхититься. Тебе удастся расслабиться намного больше, если ты будешь думать так."""
Ushiromiya Eva,"""Я не совсем это имела в виду... Я всего лишь сказала, что также хотела бы увидеть розарий таким, каким он был прежде."""
Gohda Toshiro,"""Итак, дамы и господа, если никто не возражает, я сопровожу вас в ваши комнаты."""
,"Года‐сан обратился ко всем, чтобы узнать, готовы ли мы, но после годового отсутствия наши сердца находились во власти розария, и мы не услышали его."
,"Поскольку мы не были тургруппой, мы не обязаны были следовать строгому графику."
,"К тому же, поскольку наши родители вернулись в свой любимый родной дом, они не были обязаны позволять кому‐то или чему‐то подгонять себя."
,"Понимая ситуацию, Года‐сан, широко улыбаясь, продолжал ждать, пока наши родители не устанут от лицезрения роз и не попросят его проводить их в отведенные им комнаты..."
Ushiromiya Hideyoshi,"""Ба! Эгей! Да это же Канон‐кун! Сколько лет, сколько зим! Как ты поживаешь?!"""
,Неожиданно закричал дядя Хидэёши.
,"В направлении, куда он махал, находился стройный юноша."
,"Его скромное телосложение лишь подчеркивалось за счёт того, что мы встретили его после крупного мужчины Годы."
,Он был занят транспортировкой различных садовых принадлежностей в тачке.
,"Осознав, что его просят остановиться, он оставил тачку, снял свой головной убор и поклонился."
Kanon,"""...........................Добрый день."""
,"По моим прикидкам он был младше меня.{n}Ещё, по общей атмосфере, окружавшей его, я понял, что он слуга."
,"Он ответил на приветствие дяди Хидэёши, но сам производил впечатление крайне необщительного человека."
,В его приветствии не хватало чувства.
,"Года‐сан, заметив, что наш интерес переключился на этого юношу, подошёл к нему и представил его нам."
Gohda Toshiro,"""Баттлер‐сама, позвольте познакомить вас. Он слуга головного дома Уширомия. ...Канон‐сан, поприветствуй нашего гостя."""
Kanon,"""Рад познакомиться с вами. Слуга... Канон ({p:0:嘉音})."""
,"Да, моё первое впечатление не обмануло меня, по ощущениям, он был необщителен и не силён в ораторстве."
,"По сравнению с Годой‐саном, великолепно вышколенным слугой, что бы он ни делал, от него веяло неопытностью, типичной для юного возраста."
,"Когда Года‐сан шёпотом настоятельно попросил его представиться поподробнее, юноша по имени Канон лишь опустил взгляд."
Gohda Toshiro,"""Канон‐сан, может, тебе стоит сделать более развернутое приветствие?"""
Kanon,"""Не могу... Потому что мы... мебель."""
,"Похоже, он отказывался поприветствовать нас не из неприязни, а скорее из‐за того, что ему ничего другого не оставалось, кроме как молчать, поскольку он не знал, чего ещё добавить к своему приветствию."
Ushiromiya Jessica,"""Ах, э‐э, Канон‐кун застенчивый малый, из тех, кто говорит немного. Он, может, и необщительный, но в глубине души хороший человек! Не поймите его неправильно!"""
Ushiromiya Jessica,"""Ты работаешь здесь уже три года, так? Значит это на год больше, чем Года‐сан, верно, Канон‐кун?"""
,"И хотя Канон‐кун, в общем‐то, не произвёл такого уж плохого впечатления, Джессика поспешила выступить в его поддержку."
,"...Видать, его необщительность постоянно работает против него."
Ushiromiya Battler,"""Ну, рад познакомиться. Я Баттлер! Мне 18, а тебе?"""
Kanon,"""..........................."""
,"Тишина, словно оценивающая, стоит ли отвечать на этот вопрос или нет.{n}И тут вновь поспешно вклинилась Джессика."
Ushiromiya Jessica,"""Эм, э‐э!.. Если я правильно помню, он на два года моложе нас, значит... шестнадцать?"""
Kanon,"""Да... Это так."""
,"Своим видом он давал понять, что будь у него выбор, он предпочёл бы не раскрывать свой возраст."
,"Скорее всего, он не хотел говорить, сколько ему лет, из опасения, что на него будут смотреть свысока."
,"Я вспомнил, что в его возрасте я сам не любил, когда взрослые спрашивали, сколько мне лет."
,"Ясно, шестнадцать, значит?{n}Определённо трудный возраст и непростое время.{n}Выходит, я задал вопрос, который не стоило задавать."
Ushiromiya Battler,"""Хе‐хе, рад слышать, что мы почти ровесники! Так что не переживай и зови меня просто Баттлер! А я буду звать тебя Канон."""
Kanon,""".........Премного благодарен, но вашего беспокойства уже достаточно... Баттлер‐сама."""
,"Джессика почему‐то выглядела как в воду опущенная.{n}Наверное, она посчитала, что отказ Канона испортил моё впечатление о нём."
,"Что ж, Джессика, возможно, просто не понимает, сколь капризно мужское сердце в этом возрасте."
,"Как старший, пусть и на два года, человек, который проведёт его через этот трудный возраст, я взял на себя ответственность подумать об этом."
Gohda Toshiro,"""Канон‐сан, не составит ли тебе труда быть чуть учтивее? Улыбаться — одна из обязанностей слуги."""
Kanon,"""Прошу прощения... Я приложу усилия."""
Kumasawa Chiyo,"""Хо‐хо‐хо... Года‐сан, Канон‐кун старается изо всех сил, разве нет?"""
,"По‐видимому, его уже не раз предупреждали насчёт его неучтивости.{n}И, судя по всему, его поведение ни капельки не изменилось."
,"Продолжая профессионально улыбаться, Года‐сан всё‐таки не смог удержать лёгкий вздох отречённости."
Kanon,"""Что ж, у меня ещё есть работа, требующая завершения... С вашего позволения."""
,"Самому Канону, видимо, тоже было некомфортно продолжать своё молчание."
,"Сделав формальный поклон, он резко развернулся и снова начал толкать тачку."
,"Но та неожиданно покачнулась и упала, разбросав груз."
,"По‐видимому, тачка наскочила своим единственным колесом на камень и потеряла равновесие."
Gohda Toshiro,"""Что ты наделал?.. Давай, давай, собери всё это поскорее!.."""
,"Поскольку именно Года неустанно твердил, что для слуги позор совершать перед гостями промашки по рассеянности, он стал негромко понукать его."
,"Канон, и так всё прекрасно понявший без посторонних замечаний, принялся безмолвно нагружать тачку выпавшими предметами."
,"Он без труда поднимал лёгкие садоводческие инструменты, лопаты и прочее, но с мешками с удобрениями у него возникли некоторые трудности. У него не получалось как следует обхватить и поднять их."
Ushiromiya Jessica,"""Ты в порядке? Какой ты невнимательный. Вот."""
Gohda Toshiro,"""Вы испачкаете себе одежду, миледи. Прошу, предоставьте это нам."""
,"Года‐сан элегантным движением взял лопату, которую подобрала Джессика."
,А позади него Канон‐кун всё никак не мог сладить с мешками с удобрениями.
Ushiromiya Maria,"""......У‐у. Испачкаешь себе одежду?"""
Ushiromiya Battler,"""Не боись, у меня одежда не такая уж элегантная."""
Ushiromiya Battler,"""К тому же я терпеть не могу людей, которые заставляют официантку в ресторане подбирать уроненную ими вилку."""
,"Я поднял другие упавшие мешки.{n}Разумеется, их нельзя было назвать лёгкими, но поднять их для меня было плёвым делом."
,"Канон‐кун повернулся к нам с удивлением во взгляде.{n}У него было лицо человека, который в жизни не мог себе представить, что гости примутся помогать ему."
Kanon,"""............Б‐Баттлер‐сама... Это излишне. Я всё сделаю сам, так что..."""
Ushiromiya Battler,"""Не переживай! По мне, может, и не скажешь, но силёнок у меня хватает! Хе‐хе!"""
,"Поскольку у Канон‐куна бурный рост был ещё впереди, он не мог похвастаться сильным телом."
,"Так что такой вес был для него, по‐видимому, чересчур."
Ushiromiya George,"""Они довольно‐таки тяжёлые. Естественно, тебе нелегко ворочать их. Так что не переживай, Канон‐кун."""
Ushiromiya Battler,"""Ладно, настало время показать себя. Это спишет мне то, что произошло на катере, верно я говорю?"""
Ushiromiya Jessica,"""Ха! Как будто что‐либо другое сможет когда‐нибудь затмить тот коронный номер! Аха‐ха‐ха‐ха! Потом, попозже, я расскажу Канону‐кун каким смешным ты был, Баттлер."""
Ushiromiya Maria,"""Па‐а‐адаем, па‐а‐адаем! У‐у‐у‐у!!!"""
,"Пока они веселились, я погрузил мешки обратно в тачку."
Kanon,"""............Нижайше прошу прощения, что из‐за меня вы стали свидетелями подобного неприглядного зрелища."""
Gohda Toshiro,"""Ну хорошо, достаточно. Ступай."""
,"Допустить, чтобы такой пассаж произошёл на глазах у гостей, которым полагалось оказать радушный приём... Слугам полагалось испытать глубочайший стыд."
,"Подгоняемый Годой, Канон‐кун удалился."
Ushiromiya Eva,"""Ты чересчур строг с ним, Года‐сан. Может быть, тебе следовало помочь ему, вместо того, чтобы понукать?"""
Gohda Toshiro,"""...Это не пришло мне в голову. Искренне молю о вашем прощении."""
,"Года‐сан элегантно извинился перед нами, причём его улыбка даже не дрогнула."
Ushiromiya Hideyoshi,"""Есть много других вещей, в которых Канон дока. Просто он ещё очень молод, и это работает против него. Право, жаль паренька."""
Ushiromiya Rudolf,"""Он сейчас в том возрасте, когда мальчишки бывают колючими, как ежи. Так что будь с ним поласковее. Немногословные слуги ценятся на вес золота. Верно, Кумасава‐сан?"""
Kumasawa Chiyo,"""Хо‐хо‐хо‐хо, какое едкое замечание, Рудольф‐сама! Разумеется, на свете не существует более молчаливого слуги, чем я!"""
,"Все натянуто улыбнулись столь наглой лжи.{n}Даже она сама, в своих самых смелых мечтах, ни за что бы в это не поверила.{n}Она сказала это, чтобы снять наше напряжение."
,"Да, вот таким человеком бабуля Кумасава и была."
,"Лучи весёлой улыбки Кумасавы‐сан смогли прогнать дымку, которой слегка затянуло наше настроение."
Ushiromiya Kyrie,"""Я бы хотела поскорее положить багаж. Года‐сан, как комнаты будут поделены между нами?"""
Gohda Toshiro,"""Так же, как и в прошлом году. Я отведу вас. Пожалуйста, сюда."""
,"И мы направились к ухоженному, изящно простому домику для гостей.{n}Ему полагалось стать нашим временным пристанищем на ночь."
Kanon,""".........................................."""
,"Канон наблюдал через изгородь, как гости один за другим заходили в дом для гостей."
,"Затем он опустил глаза на те тяжёлые мешки с удобрением, наваленные в тачку."
,"Его мысли обратились к совершённой им недавно ошибке.{n}Баттлер, большой и сильный, поднял эти мешки, практически неподъёмные для него, как пёрышки."
,"Стороннему наблюдателю было бы трудно сказать, какие чувства вызвала у Канона та помощь."
,"Однако его спина и опущенная голова явно свидетельствовали о том, что он не может от чего‐то отделаться."
,"...Он что‐то тихо пробормотал.{n}Но сказанные им слова были столь тихими, что не достигли даже его собственных ушей."
Kanon,"""...............Даже я.............................."""
,"Канон повесил голову, слегка прикусив нижнюю губу..."
Ushiromiya Battler,"""Я запомнил этот розарий, но... Я не помню домика для гостей вообще. Его построили недавно?"""
,"""Тораян"" (Приют для гостей) — гласила табличка на чём‐то вроде воротного столба. Но так как все именовали его просто домиком для гостей, то я присоединился к большинству."
,"Совсем новый дом для гостей в западном стиле возвышался над розарием, замечательно сочетаясь с ним своим великолепным, тщательно подобранным для этого обликом фасада."
Ushiromiya George,"""Совершенно верно! Его построили в позапрошлом году. После этого нас отправили ночевать сюда."""
Ushiromiya Jessica,"""Хе‐хе, это место гораздо интереснее известного тебе дурацкого особняка. Вот бы здесь была моя комната."""
Ushiromiya Maria,"""У‐у! Мария тоже хочет комнату! Хочу‐у!"""
,"...Полагаю, мой дом можно было отнести к домам высшего общества, но он меркнул, низводясь до совершенно обычного, по сравнению с главным домом."
,"Представавшее взору богатство шокировало, как и факт, что столь шикарный дом построили для гостей, приезжающих раз в год."
Gohda Toshiro,"""Ева‐сама, Хидэёши‐сама, вот ваша комната, прошу. Рудольф‐сама, Кирие‐сама, вот ваша комната, прошу."""
Ushiromiya Eva,"""До чего же приятно, как красив и изящен этот дом. Западный стиль действительно замечателен."""
Ushiromiya Hideyoshi,"""Ну, если на пару‐тройку дней, то, полагаю, западный стиль вполне годится. Но если оставаться на более долгий срок, тут уж без японского стиля не обойтись! Японцам лучше отдыхается на татами."""
Ushiromiya George,"""...Ха‐ха, помню, как они спорили, делать ли новый дом в японском или западном стиле. Мама до сих пор обижается на папу за то, что строительство началось в японском стиле, и они постоянно препираются об этом."""
Ushiromiya Jessica,"""Я очень завидую тебе, Джордж нии‐сан. Твои родители так хорошо ладят. Мои же как ледышки. Однако, когда речь заходит о моих оценках, тут уж они выступают единым фронтом."""
,"Похоже, все комнаты были предназначены для двух персон.{n}Я был только рад, поскольку это означало, что мне не придётся делить комнату с моим стариканом в силу семейного родства."
,"Уверен, эти двое не смогут в полной мере насладиться обществом друг друга, если я буду ошиваться поблизости, хе‐хе."
Ushiromiya Kyrie,"""Чего это мы противно улыбаемся? Твою голову посетили пошлые мыслишки, я права?"""
Ushiromiya Battler,"""Хе‐хе‐хе‐хе! По‐ошлые‐е? Конечно же не‐е‐ет! От всей души... Желаю вам прия‐я‐ятного отдыха!"""
Ushiromiya Battler,"""Ай, ай‐ай‐ай‐ай! Больно же, козёл!"""
,И вот опять мой отец потянул меня за ухо сзади.
Ushiromiya Rudolf,"""Хорош глупости болтать. У меня болит живот, и я не в настроении выслушивать этот трёп. На этот раз ты почётный гость, поэтому будь, насколько это возможно, обходителен с дедом, моим братом и остальными."""
Ushiromiya Rudolf,"""......Как минимум следи за тем, что ты говоришь в присутствии дедушки, понял? Потому что остряки‐самоучки у него не в почёте. ......Джессика‐чан, в каком настроении последнее время пребывал глава семейства?"""
Ushiromiya Jessica,"""...Хм‐м... Думаю, в таком же, что и в прошлом году. ......Но для человека, заявившего, что ему осталось жить три месяца, он всё такой же упрямый, ворчливый и невероятно раздражительный."""
Ushiromiya Rosa,"""А значит в этом году он всё в таком же дурном настроении. ......И единственный, кто имеет возможность ухаживать за ним — это Генджи‐сан?"""
