Speaker,Russian (RU)
,"Но её дочь решительно взяла её за руку, чтобы пойти и купить конфету со своей матерью, и эта рука была тёплой."
,...Прямо сейчас для Розы гораздо важнее было вновь укрепить свою связь с Марией.
,...Для неё Мария была не только любимой дочерью. Для Розы она была всем.
,"К счастью, они увидели большой супермаркет прямо напротив станции.{n}...Быть может, они и не смогут найти точно такую же конфету, но возможно, Мария выберет себе что‐нибудь похожее."
,"Кроме того, Роза не могла показаться с таким лицом, распухшим от слёз.{n}Ей нужно было поправить макияж."
Ushiromiya Rosa,"""Может быть, мы и не найдём точно такой же зефир, как и тот... Но ничего страшного, если мы возьмём похожую конфету, верно? ......С ней, давай сразу удивим твоих кузенов и кузину."""
Ushiromiya Maria,"""Да. ...Если я куплю эту конфету вместе с мамой, то всё в порядке."""
,"Так они вышли за турникеты в этом незнакомом городе.{n}Мария вместе с матерью шла по пешеходному переходу, хихикая про себя, словно направлялась в парк аттракционов."
,"Оба лица всё ещё были тёмно‐красными... но мать и дочь улыбались друг другу, не сдерживая себя, с теплотой во взгляде..."
Ushiromiya Natsuhi,""".........Дорогой. Что ты делаешь в таком месте?"""
Ushiromiya Krauss,"""О, это ты. .........Ничего особенного. Просто так, нашёл место, чтобы подумать."""
Ushiromiya Natsuhi,"""...Я заканчиваю все сегодняшние приготовления. Может, пока что отдохнем и выпьем чаю?"""
Ushiromiya Krauss,""".........Извини. Я всегда сваливаю все проблемы на тебя."""
Ushiromiya Natsuhi,"""...Да ладно тебе. Неужели ты не можешь на меня положиться? ...Я твоя жена."""
Ushiromiya Krauss,"""...Разумеется, я благодарен тебе за то, что ты всегда приходишь мне на помощь. ......Именно по этой причине я могу посвятить себя своей работе."""
Ushiromiya Natsuhi,"""Я понимаю. ......Насчёт твоей работы. А тут ещё и вопрос, касающийся наследства отца, так?"""
Ushiromiya Krauss,"""............К тебе это не имеет никакого отношения. Это не более чем ловля тухлого мяса среди жадного брата и сестёр."""
Ushiromiya Natsuhi,"""......Всё в порядке, дорогой. ...Всё будет как надо. Твоя работа никогда не подводила."""
Ushiromiya Krauss,"""............."""
,Нацухи скромно прижалась к плечу Краусса.
,"Она хвалила его, чтобы ободрить Краусса за его тяжёлую работу... Но Нацухи и сама знала лучше всех, что дела шли неважно."
,"...Проект Краусса был подобен качелям, на которых лежали большие деньги."
,"Крупные инвестиции связаны с большим имущественным залогом, но чем больше размер качелей, тем медленнее их движение, и это не может дать моментальных результатов."
,"Время от времени, вы вкладываете больше инвестиций, вместе с тем ускоряя движение качелей."
,"......Разумеется, вы поступаете так, исходя из уверенности, что в не столь отдалённом будущем вы сможете вернуть все свои инвестиции."
,"...Однако качели, выбранные Крауссом, никогда не качались так, как ему хотелось бы."
,...Его предвидение не было ошибочным... Лишь времена не поспевали за ним.{n}Они вечно отставали.
,"К примеру, представьте обычные качели, что стоят в парке."
,"Из‐за большого спроса на них всегда кто‐нибудь катается, но даже если вы и хотите покататься на них, то вам придётся отстоять свою очередь."
,"...И тогда, когда однажды вы найдете свободные качели, вы станете первыми, кто будет качаться на них."
,"Однако... Если другую сторону качелей никто не займёт, вы не сможете качаться на них."
,"И неважно, сколько пройдёт времени, возможно никто так и не придёт и не усядется на другую сторону качелей."
,"Качели — одна из самых популярных игр на детской площадке, поэтому, если вы будете ждать, то компаньон несомненно появится."
,......Краусс знал об этом.
,"Судя по прогнозам, дела обстояли скверно.{n}Таким образом, никто так и не пришел кататься."
,"Но качели — одна из самым популярных игр на детской площадке, поэтому кто‐нибудь обязательно должен подойти."
,"...Если бы он освободил своё место из‐за того, что прогнозы были всё мрачнее и мрачнее, кто‐нибудь обязательно занял бы его место, и всё закончилось бы тем, что ему с тоской осталось бы наблюдать, как неподалёку на качелях качаются другие..."
,"Сидя с одной стороны качелей, он продолжал терпеливо ожидать в одиночку...{n}Это был проект Краусса в его текущей ситуации."
Ushiromiya Krauss,"""............Если бы только у меня было больше смелости... и уверенности в себе, чтобы довериться собственному предвидению... я бы никогда... не допустил ошибки."""
Ushiromiya Natsuhi,"""...Да, это правда. Твоё предвидение никогда не подводило. ......Ты единственный, кто унаследовал смекалку отца. У тебя врождённый талант, которого нет ни у одной из твоих сестёр и брата."""
Ushiromiya Krauss,"""......Даже так, я не могу в это поверить! Я всегда как трус погружён в собственные проекты. ......Почему я не могу поверить в себя?! Кто может поверить человеку, который сам себе не доверяет? Никто не поверит!"""
Ushiromiya Krauss,"""......Я всегда оказываюсь на месте, где полагается быть проигравшим... мой отец, моя мать и мои родные брат и сёстры, все они глумятся надо мной... Сколько пройдёт времени, прежде чем я освобожусь от этого комплекса... Как долго..."""
,...Лишь Нацухи знала.
,"Она знала, как страдает Краусс. Как старший сын семьи Уширомия, который с того времени был вынужден нести на себе большую ответственность, он не мог открыть своё больное сердце кому попало, и не мог сравниться с великими достижениями своего отца..."
Ushiromiya Natsuhi,""".........Я закончу все приготовления, чтобы ты мог полностью сосредоточиться на семейном собрании. ...Я обо всем позабочусь."""
Ushiromiya Krauss,"""............Извини. ......Могут ли возникнуть какие‐нибудь проблемы... с отцом?"""
Ushiromiya Natsuhi,"""Нет. ......Генджи и доктор Нанджо на нашей стороне. ...Я никогда не допущу, чтобы твои жадные сёстры и брат встретились с отцом."""
Gohda Toshiro,"""Алло, алло. Да, это Года. ......Да, пожалуйста, предоставьте это мне! Мне очень не терпится приложить свои навыки в выполнении этой большой ежегодной работы."""
,"На кухне были собраны разнообразные ингредиенты, и все необходимые приготовления шли полным ходом."
,"Даже несмотря на раннее утро, все ингредиенты уже лежали в кастрюлях и пропаривались."
,"Обычно Годе приходилось выполнять несколько дел помимо стряпни, но в день семейного собрания он мог полностью посвятить себя кулинарии."
,"Для Годы, изначально работавшего шеф‐поваром, это несомненно был самый большой праздник за весь год."
Gohda Toshiro,"""Да, на ужин будет превосходный телячий стейк!.. Превосходная мясная вырезка уже с нетерпением ожидает в морозильной камере. Пожалуйста, с нетерпением ожидайте вечерней трапезы."""
,"Это была редкость для Годы, пребывать в таком отличном настроении по отношению к своим коллегам."
,"Для Годы, который хвастался тем, что является шеф‐поваром в семье Уширомия, быть допущенным к приготовлению еды на семейное собрание являлось наивысшей честью."
Ronoue Genji,"""......Хорошо. Оставляю это на вас. ...И ещё, Кумасава здесь?"""
Gohda Toshiro,"""Кумасава‐сан? Мне случалось видеть её раньше, но она не здесь. Я думаю, может, она пошла прибираться в домике для гостей."""
Ronoue Genji,"""......Так значит, она опять где‐то бродит. ......Нет, всё в порядке. Тогда, я рассчитываю на вас."""
Gohda Toshiro,"""Да, предоставьте это мне!.."""
,"Генджи повесил трубку обратно на аппарат, слегка вздохнув."
,"Генджи снова вздохнул, думая о Кумасаве, которая, возможно, опять где‐нибудь скрывается, хотя знает, как все заняты, и этом хвастуне Годе, который только и ждал дня, когда сможет проявить себя."
Shannon,"""Прошу прощения. Подготовка всех комнат в домике для гостей завершена."""
Kanon,"""......Мы получили приказ от миледи о приготовлениях на 4 человека, чтобы дети могли разместиться там, но как нам поступить?"""
Ronoue Genji,"""...Я слышал, в этом году Баттлер‐сама приедет впервые за шесть лет. Я думаю, миледи захочет, чтобы кузены и кузины не ложились спать до поздней ночи. .....Подготовьте всё. Вам не надо уведомлять об этом мадам."""
Shannon,"""Я поняла. Разумеется."""
Kanon,"""......Итак, сегодня вечером у нас будет ночная смена сразу же после утренней смены. Похоже, что эти два дня будут очень утомительны."""
Shannon,"""Кстати, согласно прогнозу погоды, тайфун разразится прямо здесь... Как насчет этого?"""
Ronoue Genji,"""...Пока ещё тайфун следует намеченному курсу, и я думаю он не отразится на возвращении членов семьи на катере. Возможно, семейное собрание продлится примерно до понедельника или до вторника. ......Скорее всего, это будет долгий путь, но я настоятельно прошу вас не допускать никаких промахов."""
Ronoue Genji,"""............Шаннон, не торопись, будь спокойней. Канон, будь предельно вежлив, когда встретишь их."""
Shannon,"""......Д‐да. Я буду аккуратна."""
Kanon,"""...Я буду аккуратен."""
Ronoue Genji,"""Сегодня днём мы ожидаем важного гостя. ...Смотрите, не наделайте глупых ошибок."""
Kanon,"""......Мы понимаем. ...Любой гость, наносящий сюда визит, очень важен."""
Ronoue Genji,"""Канон. В прямом смысле этого слова, мы должны будем принять {i:важного гостя} сегодня. Убедись, что будешь готов."""
Kanon,"""......Да."""
Ronoue Genji,""".........Шаннон, в чём дело? ...Похоже, ты чем‐то обеспокоена. У тебя было запланировано какое‐то другое дело?"""
Shannon,"""Что? Н‐нет, ничего. Мои извинения..."""
Kanon,"""Нее‐сан. Сегодня ожидается важный гость. ...Оторвись от своей личной жизни."""
Shannon,"""Я не... я не знаю, что ты имеешь в виду под личной жизнью..."""
,Шаннон тут же слегка покраснела и отвела взгляд на часы.
,"......Настало ли время, когда самолёт, на борту которого находилась семья, должен был прилететь в Нииджиму?{n}...Она намеревалась скрыть тот факт, что её встреча с Джорджем после столь долгого времени заставляла её сердце трепетать, но Канон, находившийся рядом, отлично её понял."
Ushiromiya George,""".........Шаннон, будь покорна и прими это!"""
,"...Находясь в туалетной комнате, Джордж снова и снова практиковался, вынимая маленькую бархатную коробочку из кармана так быстро, словно бандит из пустыни револьвер из кобуры."
Ushiromiya George,"""Нет, не годится... Шаннон любит решительного человека. Я должен вложить больше чувства!.."""
Ushiromiya George,"""Шаннон, надень его на свой безымянный палец. ...Э... это приказ, ладно?.."""
Ushiromiya George,"""А‐ах, если я не скажу, что надо надеть на левую руку, оно может надеть на правую! Н‐нет, Шаннон не настолько невежественна, а‐а‐ах, но если не будет свободной воли, то получится несколько, как бы сказать... у‐у‐у‐у‐у‐у... н‐н‐н...у‐у‐у‐у‐у‐у... м‐м‐м...а‐а‐а‐а‐а‐а‐а‐а‐ах‐х‐х‐х!!!"""
,"Пока он скрестив руки, кивал головой, кто‐то постучал в дверь.{n}Неожиданно Джордж вернулся к реальности."
Ushiromiya Rudolf,"""Эй, Джордж‐кун. Ты в порядке? Разболелся живот, или ещё что‐нибудь?"""
Ushiromiya George,"""Ах, аха‐ха‐ха‐ха, дядя Рудольф!.. Всё в порядке, всё нормально! Не стоит беспокоиться, аха‐ха‐ха‐ха‐ха‐ха!.."""
Ushiromiya Rudolf,"""Правда? Ну, вот и славно. Но знаешь, если ты слишком сильно себя напрягаешь, ты себе попу надорвёшь."""
,"Рудольф вымыл руки и, бодро усмехаясь, вышел."
,"...Джордж знал, что тот не услышал самой смущающей части, и похлопал себя по груди, чувствуя облегчение..."
Ushiromiya Rudolf,"""Кирие, Розы всё ещё нет?"""
Ushiromiya Kyrie,"""Ещё нет. Она опаздывает."""
Ushiromiya Rudolf,"""Судя по тому, как меняется погода, это не будет иметь большого значения. Даже укладывайся она в график, всё равно бы опоздала на самолёт. Как бы она тогда поступила?"""
Ushiromiya Kyrie,"""...Роза‐сан уже взрослый человек. Она должна с этим управиться. Не важно, сколько им лет, старшие братья всегда относятся к своим младшим сёстрам как к детям."""
Ushiromiya Battler,"""Папа такой же. Несмотря на свой возраст, он — сущее дитя."""
Ushiromiya Rudolf,"""Что ты сказал? Если я ребёнок, тогда ты просто младенец, разве не так? Ну‐ка, Баттлер‐чан, вставай‐вставай~!"""
Ushiromiya Battler,"""Перестань, щекотно, ваха‐ха‐ха, сто‐о‐ой!"""
Ushiromiya Kyrie,"""Вы больше напоминаете двух неразделимых дружков, чем отца и сына. ...Смотрите, они здесь."""
Ushiromiya Hideyoshi,"""О‐о‐о‐о! Роза‐сан! Мария, давно не виделись!"""
Ushiromiya Maria,"""Давно не виделись! У‐у!"""
Ushiromiya Rosa,"""Мария! Разве ты не должна сказать 'Рада снова вас видеть'? Ведь так говорят, разве нет?"""
Ushiromiya Maria,"""У‐у. Это... Рада снова вас видеть..."""
Ushiromiya Hideyoshi,"""Это точно! Я бы даже сказал отлично! За это я награжу тебя конфетой! ......А? Куда это я их положил..."""
Ushiromiya Kyrie,"""Роза‐сан, рада снова вас видеть. Тебя я тоже рада видеть, Мария‐чан."""
Ushiromiya Rosa,"""Мы так давно не виделись, не правда ли Кирие нее‐сан, Хидэёши нии‐сан. ...И... ого, Баттлер‐кун?! Ты так подрос!.."""
Ushiromiya Battler,"""Да ладно, ха‐ха‐ха‐ах... Это так смущает, слышать подобное от каждого, кого я сегодня встречаю!.."""
Ushiromiya Rudolf,"""Эй, Роза. Ты опоздала. Если бы самолёт вылетел точно по расписанию, ты едва бы успела вовремя, верно?"""
Ushiromiya Rosa,"""Я извиняюсь. С поездами не заладилось. Что, погода снова меняется?"""
Ushiromiya Eva,"""Не жалуйся, не жалуйся. Я предпочту 30 минут на авиарейсе шестичасовой тряске на катере. Даже если бы нам пришлось проторчать ещё лишний час, так было бы быстрее."""
Ushiromiya Battler,"""Это Мария?.. Ну и подросла же ты... Она вступила в пору роста..."""
Ushiromiya Rosa,"""В последний раз ты видел её шесть лет назад, верно? Многое изменилось. Женщины это создания, рождающиеся заново в тот день, когда меняется их сердце."""
Ushiromiya Maria,"""......У‐у?"""
,"Мария увидела большого человека, которого не помнила, находящегося в компании родственников, и спряталась за Розой, недоверчиво глядя на Баттлера."
Ushiromiya Rudolf,"""Эй, Баттлер, поздоровайся с ней. В последний раз ты видел её, когда ей было всего три года, так что вы, можно сказать, фактически впервые встретились."""
Ushiromiya Battler,"""Она не может помнить, если ей было три года! Эй Мария, давно не виделись. Вижу ты вон как выросла!"""
Ushiromiya Rosa,"""Мария. Это Баттлер онии‐чан. Сын дяди Рудольфа. ...Понимаешь?"""
Ushiromiya Maria,"""............Дядин сын‐это... Дядя является сыном... ............? ......У‐у‐у‐у!"""
,"Мария явно насторожилась.{n}В конце концов, это не удивительно, что ей стало не по себе при виде такого рослого парня, как Баттлер, неожиданно беззаботно заговорившего с ней."
,"Баттлер подумал то же самое и стал искать способы, с помощью которых мог бы сблизиться с ней."
,Тут же он заметил в её руке конфету.
,"Это была конфета в форме тыквы, которую Роза купила для неё."
Ushiromiya Battler,"""Я вспомнил, сейчас же октябрь, а значит, должен быть Хэллоуин. Ихи‐хи‐хи, сладость или гадость, верно?!"""
,"Если вы попытаетесь взять сладости у маленьких детей, обычно следует ожидать, что они расплачутся и засуетятся."
,"Взрослые думают, что этот метод никуда не годится, но что удивительно, Мария выглядела обрадованной, и на её лице возникла широкая улыбка."
Ushiromiya Maria,"""Хэллоуин, Хэллоуин! Смотри, Мама, Баттлер тоже знает про Хэллоуин, смотри, смотри!"""
Ushiromiya Rosa,"""Эй, зови его Баттлер онии‐чан! Извини, Баттлер‐кун."""
Ushiromiya Battler,"""Нет, нет, не стоит беспокоиться. Пожалуйста, зови меня Баттлер. Поэтому я тоже буду звать тебя Мария. Слушай, Мария, это Хэллоуин! Сладость или гадость~!"""
Ushiromiya Maria,"""Сладость или гадость~! Кьяха‐ха‐ха, Кья‐кья!"""
,"Мария извлекла из своей сумки конфету‐тыкву наподобие той, что держала в руке, и протянула её Баттлеру."
,"Было видно, что Баттлеру было достаточно принять её, чтобы подтвердить их дружбу."
,"Взрослые были поражены, как быстро детям удалось подружиться друг с другом."
,"У Марии, которая жаловалась, что ей хочется праздновать Хэллоуин, должно быть, появилось ощущение, что Баттлер — друг, так как он разбирался в обычаях праздника."
,"От её настороженного выражения лица не осталось и следа.{n}Теперь она была в приподнятом настроении, словно они дружили уже не одно десятилетие."
Ushiromiya Battler,"""Вот как, в Японии Хэллоуин мало кто празднует. Ты видела, как люди ходят в парадных костюмах по зарубежным новостям, но я никогда не видел этого в Японии."""
Ushiromiya Maria,"""Мария тоже хотела надеть костюм. Хотела сказать 'Не дадите сладость — устрою шалость' вместе со своими кузенами, одетыми в костюмы..."""
Ushiromiya Battler,"""Ясно, ясно. В другой раз, давай сделаем это вместе! В каком костюме Мария хотела бы пойти?"""
Ushiromiya Maria,"""Ведьмы! {f:5:Беатриче}!"""
Kumasawa Chiyo,"""Ох, миледи, что вы делаете в таком месте? Мадам искала вас."""
Ushiromiya Jessica,"""Не {i:хочу}, чтобы меня нашли, поэтому и пришла сюда. ...В любом случае, я уверена, что она собирается опять читать мне нотации, что‐то вроде 'ты привела себя в порядок?' и 'следи за своей речью'."""
Kumasawa Chiyo,"""Хо‐хо‐хо... Вне всяких сомнений."""
Ushiromiya Jessica,"""......Ты знаешь, когда приходит день семейного собрания, мне почему‐то тревожно из‐за этой ведьмы."""
Kumasawa Chiyo,"""Хо... Почему вы опять об этом заговорили?.."""
Ushiromiya Jessica,"""Семейное собрание — это день, когда съезжаются все, кто связан с дедушкой родством. ......Я слышала, что в этот раз Баттлер тоже приедет, впервые за шесть лет. ...Как‐то так. Я всегда задавала себе вопрос, может ли какой‐нибудь 'родственник', который не показывался несколько десятилетий, вдруг взять и неожиданно появиться."""
Kumasawa Chiyo,"""............Хо‐хо. Существует ли такой родственник?"""
Ushiromiya Jessica,"""Это {f:5:Беатриче}‐сама. ......Никто не знает о её происхождении. Может ли она быть давней любовницей дедушки? ......Может ведь быть, что её потомки неожиданно появятся и скажут, чтобы мы вернули то золото, которое получили или что‐то в этом роде, а?"""
Kumasawa Chiyo,"""Хо‐хо‐хо‐хо... Краусс‐сама и остальные, возможно, будут обсуждать в этом году проблему наследства господина. ...Поэтому, если их так беспокоят разговоры о ведьмином золоте, было бы вполне естественно, что ведьма, которая отдала золото, явилась бы за ним лично, не так ли?"""
Ushiromiya Jessica,"""Кумасава‐сан, ты знаешь, ты очень занята уходом на пенсию, работой и всем остальным, но ты была здесь так же долго, как и Генджи‐сан, верно? ......Вы знаете гораздо больше о {f:5:Беатриче}, не так ли?"""
Kumasawa Chiyo,"""......Ну, возможно. Хо‐хо‐хо... Даже если я и попытаюсь вспомнить, такая старуха вроде меня не может даже вспомнить, что ела сегодня на завтрак..."""
Ushiromiya Jessica,"""Кумасава‐сан, ты всегда так оправдываешься, но тебе ведь кое‐что известно, верно? Иногда ты притворяешься слишком бесхитростной, но тебе кое‐что известно, и ты смеёшься за нашей спиной, так ведь?"""
Kumasawa Chiyo,"""Хо‐хо‐хо... какие резкие слова. ...У меня нет никаких секретов. ......Единственное, что я могу сказать, это то, что {f:5:Беатриче}‐сама — это Золотая Ведьма, и она вторая хозяйка, правящая этим островом в течение ночи."""
Ushiromiya Jessica,"""Всё это пересказ дедушкиных слов. Разве не скучно пересказывать дедушкины сказки, даже если тебе за это платят."""
Kumasawa Chiyo,"""......Но я могу рассказать и побольше."""
Ushiromiya Jessica,"""...Что?"""
Kumasawa Chiyo,"""......С давних времён Роккенджиму боялись и называли '{ruby:Бобовый остров Азуки:Азукишима}'. Поговаривают, что 'Азуки' является искаженной формой 'Акуджики', и на самом деле он называется '{ruby:Остров злого аппетита:Акуджикишима}'. Именно такая история ходит среди рыбаков."""
