Speaker,Russian (RU)
{f:5:Beatrice},"""......Кт...кто ты такая?! Кто это?! Откуда ты появилась?! Лицам без приглашения не место на моей вечеринке. Слуги, схватить её!!!"""
Lucifer,"""Будет исполнено!!! Окружай её!!!"""
,"Семь сестёр чистилища окружили её со всех сторон, приготовив магические клинки, рисующие фиолетовые локусы, и заблокировали её."
,"И прямо из ниоткуда вылезли козлоголовые слуги, многочисленной массой окружившие эту девушку."
,"Помимо этого, сёстры Чиесты стеной встали перед Беато, приготовив золотой лук и оттягивая тетиву..."
,"""........................"""
,Но девушка оставалась совершенно невозмутимой.
,"...Напротив, она по прежнему смотрела на нас на площадке, словно её совершенно не волновала проявленная к ней агрессия."
,......На кого она смотрит?.. На Беато? Дедушку?
,............Неужели на... Меня?
,"Да. ...Девушка смотрела мне прямо в глаза... пристально и зло.{n}Затем, когда наши глаза полностью встретились, она крикнула."
,"""Не подписывай это!!! Ты собрался признать своё собственное поражение?! Не поддавайся на ведьмины уловки!!!"""
Ushiromiya Battler,"""......А? Ведьмины.........Что?!"""
,В этот момент некто чудовищно сильный схватил меня за загривок.
,...Чт‐что происходит?!
,"После того, как меня силой вынудили оглянуться назад... Я увидел {f:5:Вергилию} с жуткой улыбкой на лице и мускулистые тела козлоголовых монстров..."
,"Козлоговый монстр 2 метров роста на вид схватил меня толстой, как бревно, рукой!.."
{f:5:Virgilia},"""Хо‐хо‐хо‐хо‐хо‐хо‐хо‐хо‐хо‐хо‐хо‐хо... Нет никакой потребности выслушивать незваных гостей. Ну же, ставь уже наконец свою подпись. На этой письменной присяге. 'Уширомия Баттлер признаёт существование ведьм'. Ну же, подписывай эту присягу!!!"""
Ushiromiya Battler,"""Ой... ой‐ой‐ой‐ой‐ой‐ой‐ой‐ой‐ой‐ой‐ой‐ой!!! Ч‐чёрт подери, пусти меня!!!"""
,"Козлоголовые монстры сдавили меня как в тисках, не давая мне отбросить перо."
,"...Я даже до пола не доставал, не говоря уже о сопротивлении!.."
{f:5:Beatrice},"""Баттле‐ер, почему ты сопротивляешься? Разве совсем недавно не ты был готов добровольно поставить подпись?.. Ты ведь не передумал после всего этого, верно‐о‐о‐о?"""
{f:5:Beatrice},"""Разве ты на мгновение не подумал... Что в признании ведьм нет ничего дурного? Ты подумал об этом, ве‐е‐е‐ерно‐о? Ку‐ки‐ки‐ки‐ка‐ка‐ка‐ка‐ка‐ка‐ка‐ка!!!"""
Ushiromiya Battler,"""............Я... я оказался... о... обманут?.... Бред какой‐то.. Беато, разве такое..."""
{f:5:Beatrice},"""....................."""
{f:5:Beatrice},"""......Хи... хи‐хи‐ха‐ха‐ха‐ха‐а‐а‐а‐а‐а‐а‐а‐а!!!"""
{f:5:Beatrice},"""Извини, Баттлер, такая уж я из себя‐а‐а‐а!!! А‐ах, теперь это бессмысленно, видать, сентиментальная маска мне не подхо‐о‐оди‐ит!!! Наставница, я рассчитываю, что вы приложите все свои силы!!! Это была столь простая роль, что я уже успела соскучиться!"""
{f:5:Beatrice},"""Я не знаю, кто ты такая, девочка! Но я забью тебя до смерти, раздавлю тебя в пюре, пока от тебя мокрого места не останется, готова‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а?! Ты ещё пожалеешь, что родилась на свет женщино‐о‐о‐ой, хья‐ха‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!"""
,"Как только Беато взмахнула золотой трубкой, огромная люстра, висевшая в зале, заискрилась, и жуткая фиолетовая молния сорвалась с неё!"
,Молния должна была попасть прямо на девушку под ней и обратить её в пепел.
,Однако... не пострадал даже ни один её волос.
{f:5:Beatrice},"""Хо!.. Значит, что твоё неожиданное появление стоило того!!!.. Скажи мне! Скажи своё имя!"""
,"""У меня нет имени, которое могу сказать {i:тебе}. .........Что важнее,"""
,"""ты — феерический идиот!!! Как долго ты ещё собираешься позволять себя обманывать?!! Тряпка!!! Сообрази уже!!! Это все ведьмины уловки!!!"""
,Эти слова предназначались мне.
,"......Это всё — ловушка ведьм, как она говорит?.."
,Не может быть...{n}Беато изменилась и поклялась стать хорошей ведьмой...
Ushiromiya Battler,"""............Беато... ...Эти слова про ловушку... являются ложью, так ведь?.. Пожалуйста... скажи мне, что это ложь..."""
{f:5:Beatrice},"""......Извини, Баттле‐ер. Это было довольно интересно."""
{f:5:Beatrice},"""...Однако я просто пыталась делать то, что говорила мне наставница, но это действительно неплохо сработало!"""
{f:5:Beatrice},"""Не имеет значения, насколько {ruby:цунцун:агрессивно} ты себя ведёшь, если после этого признать свою неправоту и казаться {ruby:дере:добрее}, это значительно повысит к себе доверие окружающих, со‐гла‐сен?"""
{f:5:Beatrice},"""Я слышала, что негодяи, которые сначала кажутся {ruby:дере:мягкими}, а потом превращаются в {ruby:ян:психов} стали безумно популярны в последние дни‐и‐и‐и, не так ли? Тем‐м‐м не менее, я изучила целую гору манги, аниме и {c:86ef9c:гяру игр}, популярных в последнее время, улавливае‐ешшшь?"""
{f:5:Beatrice},"""На тебя, как и ожидалось, пришлись 'жалостливые слёзы', и ты повёлся!"""
{f:5:Beatrice},"""Хи‐хья‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха, глупец, до чего же простофиля! Я назову это 'Стратегия северного ветра и солнца'. *смешок*смешок*смешок*!!!"""
Ushiromiya Battler,"""......Да как... ............Т... твою мать... ах ты тварь... Как ты могла меня обмануть!.."""
{f:5:Beatrice},""".............................."""
{f:5:Beatrice},"""......Да, это выражение подходит тебе больше всего. Это заботливое выражение со мной никак не сочетается. У меня просто жутко чесалась спина, и я отчаянно пыталась с этим бороться. *Смешок*смешок*смешок*смешок*!!!"""
{f:5:Beatrice},"""Какая жалость, ведьмы ничуть не измени‐лись{p:0:☆}"""
{f:5:Beatrice},"""Хья‐а‐ха‐ха‐ха‐ха‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!!! Позаботьтесь о его подписи, наставница! Эта незваная гостья — моя добыча!!!"""
{f:5:Virgilia},"""Давай, ты больше не можешь отказать в подписи. ......Ну же, гляди. Подпиши его и отдай своё тело, свой разум, и свою душу!.."""
,"Стоило {f:5:Вергилии} подать сигнал, слегка подняв подбородок, как козлоголовые монстры ещё сильнее схватили меня, заставляя мою руку тянуться к пергаменту!.."
,"Ой‐ой‐ой‐ой... эти ребята собираются вынудить меня поставить подпись, даже если сломают мне руку..."
,"И в этот момент ярко‐красный свет засветился со мной в его центре, разбросав в стороны ведьм и козлоголовых монстров."
,Эта девушка спасала меня?{n}Н‐но кто она такая? Я даже понятия не имел!
,"""И долго ты ещё планируешь дурачиться в этом месте?.. Завязывай уже. Я тебе завидую."""
Ushiromiya Battler,"""............Я рад, что ты спасла меня, но довольно жестоко говорить такое. ...Извини, но кто же ты?.."""
,"""..............................Ведьма Роккенджимы! Верни его!"""
{f:5:Beatrice},"""Кух‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐хах!!! Как же заберёшь его, ничтожная дура?! Баттлер — моя игрушка. Моя самая любимая игрушка в этом мире!.."""
{f:5:Beatrice},"""С ним мне никогда не скучно, я не собираюсь бросать его, я никому не позволю его забрать!!! Даже Баттлера это вполне устраивает. Вместе со мной он развлекается на всю катушку. Не важно, кто ты такая, я не позволю тебе стать помехой!!!"""
,"""Да, я вижу, как вам здесь весело. Мне так завидно стало, что даже бесит! В подобном месте, где постоянно слышится громкий смех, и все весело проводят время!"""
,"""Поскольку тебя окружают балующие тебя прекрасные ведьмы, тебе, должно быть, так весело, что ты и не думаешь возвращаться!"""
Ushiromiya Battler,"""......Э... это ты мне говоришь?.. Погоди‐погоди, ты здорово заблуждаешься!.. Я тоже сыт этим по самое не хочу! Что ты имеешь в виду, веселье? Ты ничего не знаешь о моих бедах!.."""
,"""Какие, нафиг, беды!!! Ты весело жил с отцом и матерью, ты веселился со всеми своими кузенами, и тебе довелось вечность играть с приятными ведьмами!"""
,"""Неужели ты не замечаешь собственного счастья?! Разве до тебя не дошло, насколько я завидую всем вам?! Так сильно, что даже хочется присоединиться!!!"""
{f:5:Beatrice},"""*Смешок*смешок*смешок*!!! Прости, но вынуждена отказать в этом. Я вполне довольна имеющейся у меня игрушкой. А негодным игрушкам, подобным тебе, нет места в моём ящике для игрушек!"""
,"""Да, я знаю. Кто ещё будет играть с такой как ты? ......Но я всё же немного благодарна тебе. ......Что позволила мне встретиться со всеми."""
Ushiromiya Battler,"""......Ты... кто ты... Неужели ты являешься..."""
{f:5:Beatrice},"""Понятно, вот, значит, как?.. .........Да, я поняла, кто ты на самом деле! ...Ясно, значит, {i:ты} следующая фигура, поставленная леди {f:5:Бернкастель}. Мне это нравится!"""
{f:5:Beatrice},"""Почему бы мне формально не пригласить тебя на свою вечеринку! Я как следует встречу тебя! Как и с Баттлером, я вволю наиграюсь, сломаю тебя, убью тебя, раздавлю тебя, обращу тебя в пепел, смешаю тебя с тестом и выпеку мягкой и воздушной!!! Фух‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!"""
,""".........А‐а‐ах, это бесполезно, всё это бесполезно! Тебе не удастся это сделать! На Роккенджиме, в 1986 году. ...Я пролью свет на всё, что случилось в тот день!"""
,"""И я покажу тебе, что ты не более чем ледяная игла, страшащаяся весенней правды! Будь готова, Золотая Ведьма! {f:5:Беатриче}!!!"""
