Speaker,Russian (RU)
Furudo Erika,"""Не интересует. Прощайте."""
{f:5:Beatrice},"""......Ты поднимешь. ......Я знаю...... ты хочешь услышать о закрытой комнате, которую я тебе приготовила... И в отличие от тривиальной гостевой комнаты Баттлера...... она простая, базовая...... и её абсолютно невозможно разгадать."""
Furudo Erika,"""......Закрытая комната, которую абсолютно...... невозможно разгадать?.."""
{f:5:Beatrice},"""......Я знаю, ты хочешь принять мой вызов. .........В конце концов..."""
Furudo Erika,"""............"""
{f:5:Beatrice},"""Ты‐"""
{f:5:Beatrice},{a:c:Детектив}.
,"Эрика сбросила свадебное платье, как будто оно было накидкой......"
,"Да. До невесты, фигуры или ведьмы..."
,В первую очередь‐
Furudo Erika,"""Я... детектив. .........Я признаю вас своим противником. Но... есть ли у вас право участвовать в этой игре? Вам {i:удалось} исправить логическую ошибку?.."""
{f:5:Beatrice},"""Если поднимешь перчатку, в нашей с тобой битве я докажу, что исправила её."""
Furudo Erika,""".................."""
{f:5:Beatrice},"""............"""
Furudo Erika,"""<Good>!"""
,О‐о‐о‐о‐о!
,В соборе отовсюду слышалась болтовня. ......Эрика... подняла перчатку.
,Дуэль! Дуэль!!!
,Собор охватила странная суматоха.
,"Когда Эрика кивнула, Дланор отодвинула толпу, оставив их в покое."
,......Людям разрешили стать свидетелями этой дуэли.
,Но никому никоим образом не позволено ей препятствовать!..
Ushiromiya Battler,"""..................У‐угх‐х......"""
{f:5:Beatrice},"""......Всё в порядке, Баттлер. ......Я уже нашла способ спасти вас."""
Ushiromiya Battler,"""К... ...к‐к‐как?.."""
{f:5:Beatrice},"""Я сейчас спасу вас. Потерпите ещё немного..."""
,"Беато вернула решительное выражение и смело ухмыльнулась, свысока смотря на Эрику."
,"А‐а, сомнений нет... Такое выражение могло быть только у Золотой ведьмы...... хозяйки закрытых комнат."
,Тень неслась по бурному розарию.{n}Невероятно легко и быстро.
,"Капли не касались его, от его шагов не плескались лужи и не оставалось следов в грязи."
,Этой несущейся фигурой...... был Канон...
,Он взбежал по лестнице......к входу в особняк.
,"Даже ничуть не замедлился, чтобы открыть дверь."
,"......Он побежал прямо на неё, будто приготовившись прорваться...... и прыгнул в неё!.."
,Канона не могла остановить даже закрытая дверь.
,"Он проскочил через неё, упал при входе и медленно поднялся."
,Его тело даже не намокло.
,"......И...... вспомнив ностальгические дни служения семье Уширомия, которые никогда больше не наступят...... он продолжил бежать."
,Канон направлялся к гостевой комнате Баттлера.
,"Он пробежал мимо комнаты слуг, по залу и мимо двери в гостиную."
,Затем в обзор вошли двери на кухню и в столовую...
,Всё это навевало приятные воспоминания.
,"......Служить непосредственно Кинзо было и почётно, и тяжело."
,Но этот человек не всегда был суровым.
,"......Когда рядом не было семьи и он не производил величественное впечатление, его лицо могло стать невероятно детским, а иногда он просил меня поучаствовать в странных шутках."
,.........Господин дал мне выстрелить из многих ружей...
,...Было...... очень интересно.
,Господин Краусс на самом деле был на удивление добрым.
,"Стало быть, у него сложилось впечатление, что Господин слишком сильно меня запугал."
,"Наедине он разговаривал со мной так обыденно, будто был моим одноклассником."
,"......Мне даже жаль, что я сдерживался и всегда ограничивал ответы одним кивком..."
,Мадам была очень строгой...
,"......У меня возникло такое чувство, будто она рассматривает меня как врага, ещё с тех пор как пошли слухи, что она строга со служанками, но мягка со слугами."
,Но также мне было жаль мадам.
,"......Видя её одну, я много раз замечал, как её плечи прогибались от страданий."
,"Ещё было много слуг...{n}......Некоторые быстро уходили, другие оставались на долгое время."
,"Господин Генджи — единственный человек, которого я могу назвать отцом."
,"......Я и благодарен ему, и обижен на него за многое."
,"......Всё это смешалось, сократилось, и в конечном итоге остались нейтральные эмоции."
,"В таком случае, Кумасаву можно назвать моей матерью."
,......Она часто выручала меня.
,Я всегда хотел однажды вернуть ей должное...... но навсегда упустил такую возможность.
,Шаннон......... моя старшая сестра.
,Без неё я бы не смог быть собой.
,"Спасибо, что показала мне синий цвет океана......"
,......Года? .........Ненавижу его.
,"И всё же, когда я хвалил его готовку, он иногда краснел и говорил мне 'Ну хватит, хватит'. ......Такая его сторона мне нравилась."
,"Интересно, почему, когда я пробежал мимо столовой, всплыли такие сильные воспоминания..."
,И затем...... мои воспоминания о Джессике.
,......O‐o. ......Т‐ты тот слуга...{n}......Сколько...... тебе лет?..
,"Это первое, что она мне сказала."
,"......Возможно, она заинтересовалась мной уже тогда."
,"У меня...... было достаточно времени, чтобы построить любовь, которая не проиграла бы любви Шаннон и господина Джорджа."
,Но... я видел только серое море и всё время потратил зря.
,Что ей во мне нравится?{n}Что мне в ней нравится?
,"Кажется, мы так и не выяснили."
,"......Хотя нет, она говорила мне."
,"Мы должны были быть вместе дольше, чтобы в конце концов выяснить."
,......Причины любить можно было отложить на потом.
,......Я слишком... поздно... понял.
,.........Теперь я могу смириться.
,"Я знаю, почему Шаннон победила в дуэли."
,Бог наблюдал.
,"Ты была гораздо храбрее меня, и Бог не бросил тебя......"
,Я дошёл до коридора с гостевыми комнатами.{n}......Там кто‐то лежал на полу.
,"Баттлер. ......Он лежал снаружи гостевой комнаты с цепью, привязанной к шее."
,"......Наверное, пытался что‐то сделать с цепным замком извне, пока не потерял сознание..."
,Его ногти на обеих руках были сорваны и запачканы кровью.
,"......С первого взгляда было видно, как он старался до самого последнего момента, пока его сердце не остановилось."
,"Этот ошейник, сковывающий его, не исчезнет, если цепной замок не заперт."
Kanon,"""......Господин Баттлер............ Всё хорошо. Я сейчас спасу вас......"""
Ushiromiya Battler,"""............a..."""
,Баттлер слабо ответил.
,"Он, наверное, и представить не мог, что в этой вечной закрытой комнате к нему придёт помощь."
,"......Его пугала мысль, что это может быть слуховая галлюцинация, вызванная его мимолётным заблуждением...... и он не мог так просто открыть глаза..."
,Канон взял Баттлера за руки и потащил в комнату...
,Там...... было ужасно.
,Окна жестоко разбиты — в комнату протиснулись дождь и ветер.
,Валялись сломанными все виды инструментов и мебель.
,Но Баттлер разбил всё это не от гнева.
,"Занавески были сняты, разорваны и скручены в узел."
,"......Вероятно, он методом проб и ошибок смотрел, можно ли их использовать как верёвку для какой‐то хитрости."
,"Он использовал всё, что было в комнате, исследуя все возможные варианты спасения."
