Speaker,Russian (RU)
Kumasawa Chiyo,"""Ч‐что вы под этим подразумевали?.. В‐вы же не хотели сказать, что преступник планирует убить и всех нас тоже?! Ава‐ва‐ва‐ва‐ва‐ва‐ва‐ва..."""
Nanjo Terumasa,"""Давайте сохранять спокойствие... Доподлинно это ещё неизвестно..."""
Ushiromiya Battler,"""Но даже если это и порядком действует нам на нервы, мы не можем отрицать того, что такая вероятность существует. Ихи‐хи."""
Ushiromiya Battler,"""......Это письмо в часовне. Согласно ему, преступник — ведьма, и если мы не решим загадку дедушкиной эпитафии и не найдем золото, то они вырежут всю нашу семью... Как‐то так."""
Gohda Toshiro,"""Это правда?.. М‐м‐м, не позволите ли и мне прочитать его?"""
Kumasawa Chiyo,"""Хи, хи... хи... хи‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и..."""
Nanjo Terumasa,"""......А... э‐э... в... в... а‐а‐а..."""
,"После того, как они прочитали письмо от ведьмы, лица Годы, Кумасавы и Нанджо стали ещё бледнее..."
,Кумасава больше не могла сдерживать дрожь.
Ushiromiya Battler,""".........Если вы не хотите умереть, то найдите спрятанное золото дедушки, об этом, кажется, там говорится? ...Ты просто разводишь нас. Бьюсь об заклад, что ты не можешь разгадать загадку, потому‐то и пытаешься заставить искать ответ нас!"""
Gohda Toshiro,"""Однако... Интересно, какова всё‐таки правда. Мадам всегда заявляла, что легенда о золоте была ничем иным, как иллюзией, созданной господином. ......Сомнительно, что оно и впрямь может существовать..."""
Nanjo Terumasa,"""Точно... Предположим, они подумали, что было бы здорово, существуй золото на самом деле. ......Все родственники стали верить в легенду о золоте только тогда, когда здоровье Кинзо ухудшилось, и возникла проблема деления наследства. Мне кажется, что сильно в неё верили только несколько человек."""
Ushiromiya George,"""...О, это и впрямь так? Разве вы забыли? Стол в часовне. ...Там лежало три золотых слитка. Это само по себе уже много что значит. Не доказывает ли это правдивость легенды о золоте?"""
Kumasawa Chiyo,"""П‐прошу прощения... пожалуйста постойте. Только что вы сказали, что там было три золотых слитка?"""
Ushiromiya Battler,"""......Ну да, там несомненно лежало три штуки. И что с того?"""
Kumasawa Chiyo,"""Ну, м‐м‐м, я... случайно услышала, как Краусс‐сама кое‐что говорил. ......Я... я случайно услышала это! Не то чтобы я пыталась подслушивать его тайные разговоры!"""
Ushiromiya Battler,"""Теперь уже нет смысла беспокоиться об этом. Ну и что с того? Что с тем, что их там лежало три штуки?"""
Kumasawa Chiyo,"""...Н‐ну. Согласно словам Краусса‐сама... был найден лишь один слиток, подтверждающий легенду о золоте."""
Nanjo Terumasa,"""......Совершенно верно. Насколько я помню, согласно легенде, Кинзо‐сан показал президенту Марусо гору золота и позволил забрать один слиток."""
Kumasawa Chiyo,"""И тем самым слитком смог завладеть Краусс‐сама. И также он говорил, что не было золота, которое бы подтверждало легенду о золоте, за исключением того слитка..."""
Ushiromiya Battler,"""Вы говорите о дяде Крауссе? И что же это означает? ......Нет, погодите... три?! Стоп, стоп, стоп, откуда они взялись, это же слишком много, верно?!"""
Nanjo Terumasa,"""Можешь ли ты взглянуть на это под таким углом? Возможно, остальные родственники также нашли по одному слитку и принесли их туда..."""
Gohda Toshiro,"""Нет, я не верю в это. Когда родственники прибыли в особняк, то мне было доверено нести их багаж. И я не чувствовал в них никакого подозрительного веса."""
Ushiromiya George,"""......Я думаю, что они весят где‐то по десять килограмм каждый. Если бы в их сумках находились предметы такого веса, то даже я бы непременно это заметил. Но там не было ничего подобного."""
Ushiromiya Battler,"""Аналогично. Ну, максимум, что там было, так это сменная одежда, лекарства и косметика Кирие‐сан. И тому подобные вещи, как мне кажется. Багаж тёти Розы тоже выглядел очень лёгким."""
Ushiromiya George,"""......В таком случае те три слитка были показаны им... а возможно нам. ......Легенда о золоте несомненно является правдой. Это не иллюзия. Они пытаются заставить нас найти золото."""
Gohda Toshiro,"""Не замыслил ли преступник... вынудить нас обнаружить тайное место, указанное в эпитафии ведьмы, а потом свистнуть его у нас из‐под носа?"""
Ushiromiya Battler,"""............В целом нормальная гипотеза. ...Но некоторые части не вяжутся между собой. Во‐первых, тех, кто скорее всего бы решил эпитафию, то есть наших родителей, убили в первую очередь. Я думаю, что это создает противоречие."""
Ushiromiya Battler,""".........И кое‐что имеет даже ещё меньше смысла. ......Если они пытаются сказать, что легенда о золоте является правдой, {i:тогда почему выставляют золото напоказ?} ......Начинает казаться, что преступник уже нашёл золото... и говорит, чтобы и мы тоже попробовали разыскать его."""
Ushiromiya George,"""Возможно, преступник, как и дядя Краусс, заполучил эти три слитка и уверился в легенде о золоте, после чего попытался заставить нас найти остальное золото... Я думаю, это самый подходящий вариант."""
Ushiromiya Battler,""".................. ......Пешки разбросаны по игровой доске. ............Мы и понятия не имеем, что они замышляют, чего хотят, что хотят заставить нас сделать. ............Бессмысленно ли это?{n} Неважно, что мы будем думать, прямо сейчас... ..............."""
Ushiromiya Maria,"""......Ки‐хи‐хи. Это же было написано. То, что она хочет сделать. Неужели никто не смог прочитать это, ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи."""
,Мария неожиданно рассмеялась жутким смехом.
,"...Я думал, что она была полностью увлечена телевизором, но, как оказалось, она нас слушала."
,"Не отворачиваясь от телевизора... она сказала нам то, о чём мы позабыли."
Ushiromiya Maria,"""{f:5:Беатриче} ни разу не сказала о том, что ей нужно золото. ......Я не припомню, чтобы слышала, как она говорила о чем‐то помимо того, сможем мы или нет разгадать загадку эпитафии."""
Ushiromiya Maria,"""...Хотя я думаю, что это просто невозможно. ......Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи."""
Ushiromiya Battler,"""......Так ты говоришь, что сможешь раскусить её, а, Мария?"""
Ushiromiya Maria,"""...Бе‐ез понятия. В конце концов, она ведь заберёт Марию в Золотую Землю. Я не стану становиться на пути {f:5:Беатриче}. Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи, ай."""
Ushiromiya Battler,"""В любом случае, мы не можем выяснить ничего кроме этого, если только не расспросим Марию. ...Мария, скажи нам. ............Кто эта {f:5:Беатриче}? Что она замышляет?"""
Ushiromiya Maria,"""Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи! Ну, ты же знаешь, {f:5:Беатриче} — это ведьма! С её странной силой она может сделать что угодно."""
Ushiromiya Maria,"""Можно добиться чего угодно при помощи магической силы. Ты можешь даже создать золото, даже хлеб. И, конечно же, ты можешь создать конфеты, так? Ты же сам видел это, не правда ли? Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи!"""
Ushiromiya George,"""А...хм?"""
,В этот раз все подпрыгнули от звука с силой открытой двери.
,"Когда мы обернулись, Роза неожиданно вернулась в сопровождении Генджи и Шаннон."
,"......Затем она, скрипя каблуками, быстро подошла к Марии и влепила ей пощёчину."
Ushiromiya Rosa,"""......Перестань об этом говорить. Баттлеру‐куну и остальным и так плохо."""
Ushiromiya Maria,"""...............У‐у..."""
,"Не дожидаясь ответа, она снова ударила Марию по щеке.{n}Все только и могли, что застыть на месте от шока."
Ushiromiya Rosa,"""Я не знаю, что означает это у‐у. Как насчет сказать 'да'?"""
Ushiromiya Maria,"""............У‐у."""
,Она снова безжалостно влепила Марии пощёчину.
,"......Возможно, ей не хотелось больше упрямиться, будучи ударенной уже дважды."
,"Мария слабо сказала ""да""."
Nanjo Terumasa,"""Р... Роза‐сан, не было необходимости быть настолько суровой..."""
Ushiromiya Rosa,"""...Это воспитание моей дочери. Не вмешивайтесь."""
,"Атмосфера вокруг Розы, сопровождаемой Генджи и Шаннон, была холодной и в то же время полной достоинства. Роза совершенно не походила на ту женщину, какой она была, когда вышла."
,"Мы увидели, что тётя Роза держит что‐то вроде ружья.{n}......Мне совсем не казалось, что она способна шутить в такой ситуации."
Ushiromiya George,"""Тётя Роза, что это?.."""
Ushiromiya Rosa,"""......Это отца. Из‐за сложившейся ситуации, я специально прихватила его. .........Все должны понимать. Преступник всё ещё близко. Мы не знаем, где он может находиться."""
Ushiromiya George,"""............Я согласен. ......Вместо того, чтобы пытаться выяснить, что планирует преступник, возможно, для начала стоит подумать о нашей собственной безопасности."""
Ushiromiya Maria,"""........................."""
Ushiromiya Rosa,"""Отец в порядке, но его немного отвлекли эти неожиданные события. ...К счастью, он сказал, что не будет покидать свою комнату, поэтому, возможно, он будет в безопасности. Теперь, мы должны приложить все усилия, чтобы держаться в одном месте."""
Ushiromiya Battler,"""...Я согласен. Мы даже не знаем, где скрывается преступник, поэтому... в любом случае, нет никаких доказательств, что он лишь один. ............"""
,Я сам сказал это и вздрогнул.
,Это верно. Разве под силу одному человеку убить шесть людей и создать ту ужасную сцену в одиночку?
,"......Разве не логично было бы предположить, что то преступление могло быть совершено несколькими преступниками?"
Nanjo Terumasa,"""......Я согласен с Розой‐сан. Лучше всего для нас будет собраться в одном месте."""
Kumasawa Chiyo,"""Да, да, я тоже думаю, что так будет лучше, да, да!"""
Gohda Toshiro,""".........Возможно, будет лучше, если позвать миледи и Канона‐сана прямо сейчас."""
Ushiromiya George,"""Это верно. ......Давайте позовём их."""
,"Джордж‐аники потянулся за проводным телефоном, но Года‐сан покачал головой."
,"......Точно, мы ведь совсем недавно так и не смогли воспользоваться телефоном."
Ushiromiya Battler,"""......Я возьму пару человек. Если Джордж‐аники и Года‐сан тоже пойдут, этого будет достаточно."""
Ushiromiya Rosa,"""............Нет. Отправимся все вместе. ...Это 'Загадка про овец и волков'. {i:Если соблюдать баланс}, то ситуация будет наиболее безопасной."""
Ushiromiya Battler,"""...‘Загадка про овец и волков’?"""
Ushiromiya Maria,"""......У‐у. У Марии она есть. Показать вам."""
Ushiromiya Rosa,"""Мария, выключи телевизор. ......Генджи‐сан, пожалуйста скажите мне, где находится комната Джессики‐чан. Идём все вместе."""
Ronoue Genji,"""......Да. Я проведу вас."""
Ushiromiya Rosa,"""Слушайте все. Мы пойдём вместе. Следуйте моим командам."""
,"Мы поднялись. Одна Мария с сожалением оглянулась на телевизор, но ей пришлось последовать за остальными, и она поднялась."
Ushiromiya George,"""...Шаннон, слава Богу. Я беспокоился, пока тебя так долго не было."""
Shannon,"""Прошу прощения, что заставила вас волноваться. Господин приказал мне кое‐что переписать..."""
Ushiromiya George,"""Переписать?"""
Ronoue Genji,"""............Шаннон."""
Shannon,"""Я... я извиняюсь, прошу меня извинить..."""
,"Мы направились в комнату Джессики с тётей Розой, державшей ружьё, и Генджи‐саном во главе."
,"Джессика и Канон‐кун были девушкой и парнем примерно одного возраста. Будет крайне неловко, застань мы их в неподходящее время. Ну, по крайней мере, так бы мы шутили при обычных обстоятельствах."
,Однако тётя Роза была на взводе и вся переполнена напряжением. ...Так что сложившаяся обстановка не располагала к подобным шуткам.
Ushiromiya Rosa,"""Эй, не отставайте! Все идём одной группой! Мы не знаем, где и когда на нас может напасть преступник, верно?!"""
,"...Нет, скорее всего, настроение тёти Розы было самым подходящим для данной ситуации.{n}......Поскольку дедушка так и не спустился, тётя Роза возглавила шествие."
,"Это не было ситуацией, где бы она могла улыбаться в своей обычной манере."
,"......И ещё тётя Роза сама была матерью. Она, наверное, думала, что если не возьмет себя в руки, то её любимой дочери может быть причинен вред."
,"Преступник убил сразу шестеро наших родителей.{n}......Метод совершения убийства был неизвестен, но имелась большая вероятность того, что враги могли взять их численным превосходством."
,"Чем они воспользовались, оружием или численным перевесом?{n}......Или же магией ведьмы?"
,"В любом случае, это не было деталью, на которую нам следовало безрассудно закрывать глаза..."
,"Нам тоже следовало бы быть куда более осторожными, следуя примеру тёти Розы..."
Ushiromiya Rosa,"""............Всем стоп!"""
,Тётя Роза сказала это резким тоном.
,"Мы поняли, что это значило, а когда напрягли свои органы восприятия...{n}То тут же заметили причину..."
Kumasawa Chiyo,""".........Ч... что это?.."""
Shannon,"""Хи‐и!"""
Gohda Toshiro,"""Все назад!.."""
,Года‐сан и Генджи‐сан приблизились к двери...{n}Скорее всего за этой дверью находилась комната Джессики.
Gohda Toshiro,"""Этот... рисунок очень напоминает ту мазню на двери в часовню."""
Ronoue Genji,"""......Похоже на то. Также не похоже, что с того момента, как он был нарисован, прошло много времени."""
Ushiromiya Battler,"""Что это... очередной... ...магический круг?!"""
Ushiromiya Maria,"""......Это первый магический круг луны. ...Он заключает в себе силу открывать запертые двери."""
,"На двери Джессики... был нарисован тот же жуткий магический круг, что и на двери в часовню."
,......Этот странный рисунок определённо был как‐то связан с оккультизмом.
,"Но нас волновало не заключённое в нём значение.{n}Мы беспокоились о том, находятся ли те двое в целости и сохранности."
Ushiromiya George,"""Э... это неважно! Всё ли в порядке с Джессикой‐чан и Канон‐куном?!"""
Nanjo Terumasa,"""...У меня плохое предчувствие... Нам нужно как можно быстрее отвести этих двоих вниз."""
Gohda Toshiro,"""Миледи! Миледи!!! Вы внутри? Пожалуйста ответьте!!!"""
,"Года‐сан громко стучал в дверь, всё время крича... Но никакого ответа не последовало."
,"Сжимаемая им дверная ручка с грохотом болталась, но замок отчаянно ему сопротивлялся."
Ronoue Genji,"""......Роза‐сама, похоже, что здесь закрыто."""
Ushiromiya Rosa,"""У нас нет выбора. Пожалуйста, откройте её."""
,"Генджи кивнул, и Года быстро открыл дверь, использовав универсальный ключ."
,"...В моем сознании, один за другим, проносились и исчезали страшные образы.{n}......Магический круг был нарисован на двери в часовню.{n}И за ней оказалось шесть трупов."
,"......Поэтому, если на двери в комнату Джессики был нарисован магический круг... то за ней..."
Gohda Toshiro,"""Дж... Джессика‐сама!"""
Ushiromiya Rosa,"""Ч‐что произошло? Она здесь?!"""
Ushiromiya Battler,"""Джессика! Что произошло?!!"""
,......Это была и впрямь безжалостная сцена.
,"...Выражение лица Года‐сана, увидевшего произошедшее в комнате, и то, что он произнёс, когда открыл дверь, подготовило нас к жестокой судьбе Джессики, которая, возможно, даже не заметила встречи с ней..."
,Все сразу же бросились в комнату Джессики.{n}...Представшее нашим глазам зрелище подтвердило наши худшие опасения...
Ushiromiya Battler,"""...Джессика‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!"""
Ushiromiya Rosa,""".........Какой... ужас... ...Д‐Доктор Нанджо!"""
,"В комнате, выглядевшей слишком изысканно для её возраста, лежала Джессика."
,"Там же, на полу, растеклась большая лужа крови."
,"......И ещё было нечто вроде кинжала, торчавшее глубоко в её спине......"
,"...Был ли это действительно кинжал? Его рукоятка имела облик, несущий в себе дьявольский мотив."
,"Было ли это оружие, несущее в себе оккультный смысл? Определённо."
Nanjo Terumasa,"""...Это... ужасно. ...Она скончалась. ......Это орудие наверняка достигло её лёгких... ......С момента её смерти прошло не так много времени."""
Ushiromiya Battler,"""Джессика‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!!! Будьте прокляты, будьте прокляты‐ы‐ы‐ы‐ы‐ы‐ы‐ы‐ы‐ы!!!"""
Shannon,"""Б, ......Баттлер‐сама........."""
Ushiromiya Battler,"""Я оказался так наивен! Я ведь знал об этом! Из‐за того, что они не могут покинуть остров, преступник находился где‐то рядом! Тогда почему я не был осторожен! ......Я был так наивен! Я всего лишь допустил, что преступник, совершив преступление, сразу же попытается подальше спрятаться!"""
Ushiromiya George,"""......Мы тогда были в шоке. И мы тогда лишь подумали, что Джессика‐чан зря поддалась гневу и убежала. ......Но мы были слишком наивны. Мы должны были остановить её!.."""
Ushiromiya Rosa,"""...Года‐сан, почему вы оставили этих двоих одних! Если бы вы были с ними, то подобное!.."""
Gohda Toshiro,"""Н‐нет, т‐то есть, м‐м‐м! Я говорил, что это опасно, поэтому мы должны вернуться! Как раз тогда миледи сказала, что хочет остаться одна! Канон‐сан сказал мне предоставить это дело ему и!.."""
Gohda Toshiro,"""......Кстати говоря, а где Канон‐сан?!"""
Ushiromiya George,"""Вот именно! Что случилось с Канон‐куном?!"""
Shannon,"""К‐Канон‐кун... Куда..."""
Gohda Toshiro,"""Канон‐сан должен был оставаться с миледи... Да что же здесь!.."""
Ushiromiya Battler,"""Думаете, его насильно уволокли?!"""
Ushiromiya Rosa,"""........................ Тихо. .........Кто‐то может скрываться в этой комнате. Поищите под кроватью и в шкафу."""
,"Имелась вероятность, что труп Канон‐куна могли куда‐нибудь запрятать."
,По приказу Розы‐сан все принялись обыскивать комнату.
,......Но ни одного спрятанного человека так и не было найдено.
Ushiromiya Battler,"""......Его нигде нет! Может быть, преступник уволок его из комнаты?! Тогда мы должны как можно скорее найти и спасти его! ......Если промедлим, то может случиться нечто ужасное!"""
Ushiromiya Battler,"""Тётя Роза, давайте искать по всему особняку! Разреши нам найти преступника! Позволь нам спасти Канон‐куна!!!"""
Ushiromiya Rosa,"""............... ............Тихо!!!"""
,"Как только тётя Роза прикрикнула на нас громким голосом, мы тут же замолчали."
,"Возможно, она кое‐что обдумывала.{n}...Но что именно?.."
,"...Тётя Роза ходила по комнате, словно что‐то разыскивая, или словно она собиралась с мыслями."
,............Тут она что‐то обнаружила на низком столике у кровати и подняла это.
Ushiromiya Rosa,"""............Кто‐нибудь знает, ответьте мне. ......Что это за ключ?"""
,"Тётя Роза показала всем ключ с брелком в виде милой зверюшки, повешенным на нём."
,"...Судя по этой миловидной штуковине, я не сомневался, что это был ключ Джессики, но я не мог сказать, от чего был этот ключ."
Ronoue Genji,""".....Возможно, что этот ключ... к комнате миледи."""
,"Как только она услышала это, тётя Роза тут же подошла к двери и проверила."
,".........Сомнений нет, это ключ от этой комнаты."
Ushiromiya Rosa,"""............Интересно, почему он лежал в таком месте. Ведь обычно важные ключи носят в карманах, так?"""
Shannon,"""...М‐м‐м... у миледи не было привычки закрывать комнату. Насколько я помню, она закрывала её только когда отбывала в школу, потому как не хотела, чтобы Краусс‐сама видел обстановку в её комнате..."""
Ushiromiya Rosa,""".........Понятно. Она не была в школе, так что нет ничего удивительного в том, что Джессика‐чан могла оставить свой ключ здесь. Сколькими ключами можно открыть эту дверь?"""
Kumasawa Chiyo,"""Т‐только тем, который был у миледи..."""
Ushiromiya Rosa,"""Можно ли её открыть с помощью универсальных ключей?"""
Ronoue Genji,"""......Можно."""
Ushiromiya Rosa,"""А сколько всего универсальных ключей? Они есть у всех слуг? И есть ли запасные?"""
Gohda Toshiro,"""Да. Они есть у всех нас. .........Что же касается запасных... кто знает."""
Shannon,"""Обычно мы брали сразу несколько, но мадам сильно бранила нас за такую небрежность, поэтому нам пришлось учитывать это."""
Ronoue Genji,"""......Это так. У каждого слуги лишь по одному. Больше нет."""
