Speaker,Russian (RU)
{f:5:Bernkastel},"""Интересна она или неинтересна, ты пишешь иллюзию. Энджи не хочет ничего подобного. ......Разве ты ещё не поняла?"""
Hachijo Tohya,""".........Книгу единственной правды... написала Уширомия Ева."""
,В куче писчей бумаги...... был спрятан дневник Евы.
Hachijo Tohya,"""И та, кто написала эту книгу, скончалась, так никому и не показав её. ......Мне, скромному писателю, хотелось бы уважать её решение."""
{f:5:Bernkastel},"""......Не смеши меня. И это говорит та, кто развлекается, вырывая внутренности истории?"""
Hachijo Tohya,"""Правда... неинтересна."""
{f:5:Bernkastel},"""Вот, значит, твоё мнение после того, как ты разорвала внутренности стольких историй?"""
Hachijo Tohya,"""............Можно сказать и так."""
,Хачиджо с самоироничным смехом положила перо.
Hachijo Tohya,"""Я постарела. ......Со временем я поняла прежде всего то, что незнание дороже знания."""
{f:5:Bernkastel},"""Однозначно напоминает слова пожилого человека, но я подыграю. О чём ты?"""
Hachijo Tohya,"""Знание и незнание. У этих двух вещей необратимая связь."""
{f:5:Bernkastel},"""Верно. ......Можно перейти от незнания к знанию, но не наоборот."""
Hachijo Tohya,"""Поняв это, ......я увидела в незнании благородную чистоту, похожую на девственность."""
{f:5:Bernkastel},"""............"""
Hachijo Tohya,"""В своих попытках избежать скуки я разрывала и съедала внутренности стольких игр и историй, сколько звёзд на небе. ......Но я освобождалась от скуки всегда ненадолго — настолько, что стала игнорировать каждый рассказ как отдельную историю."""
{f:5:Bernkastel},"""......Верно. Съедая кошку, можно получать удовольствие всего одну ночь. Но если оставишь ей жизнь, она может начать придумывать тебе прозвища и стать саркастичной."""
Hachijo Tohya,"""Именно. ......Даже то, как они раздражающе забираются в буфет со сладостями или в твою постель может быть частью их обаяния."""
,"Хачиджо оглядела книги, забившие каждый квадратный дюйм комнаты, и мягко погладила кошку по спине."
Hachijo Tohya,"""Я могла бы наслаждаться одной историей гораздо дольше и глубже. ......Проедая путь через бесчисленные истории ради спасения от скуки, я толком не съедала их. ......Я просто их убивала. ......И в конце концов они тоже меня убьют."""
,Хачиджо засмеялась над самой собой.
{f:5:Bernkastel},"""......Ты пыталась вырвать внутренности даже из игры Беато."""
Hachijo Tohya,"""Я лишь хотела проверить свои ответы и старалась проверить их так, чтобы не оскорбить {f:5:Беатриче} — создателя этой истории."""
{f:5:Bernkastel},"""......Да. ......Чтение было неплохим — всё сделано так, чтобы те, кто не понял, не нашли ответы."""
Hachijo Tohya,"""Лучшая история получится если Энджи узнает правду или если не узнает? ......Если честно, я уже не знаю. Поэтому, прекрасно понимая, что ты станешь презирать меня...... я решила перестать дописывать эту историю."""
{f:5:Bernkastel},"""......Что ты имеешь в виду?"""
Hachijo Tohya,"""Я не буду писать. Я просто покажу. ......Историю, которую Уширомия Энджи сплетёт сама."""
{f:5:Bernkastel},"""Значит...... опять собираешься сделать то же самое?"""
Hachijo Tohya,"""Устав от тысячелетней жизни, я решила, что предпочесть не знать правду — более благородный путь. ......Но теперь я вижу, что несправедливо навязывать моё мнение Энджи, не прожившей и сотни лет."""
{f:5:Bernkastel},"""То есть...... ты оставишь всё ей?"""
Hachijo Tohya,"""Да. Я напишу то, что выйдет в итоге."""
{f:5:Bernkastel},"""......Если выбор за Энджи...... большая часть оставшейся истории уже решена, верно?.."""
Hachijo Tohya,"""Видимо, да. ......Пусть. ......Её история всё равно будет гораздо интереснее любой истории, которую я могла бы создать."""
{f:5:Bernkastel},"""Тогда почему бы тебе не помочь Энджи в её истории? Ты ведь уже отвела себе роль в ней?.."""
Hachijo Tohya,"""......Хм‐м. ......В общем, моя роль — довести эту историю до конца."""
{f:5:Bernkastel},"""В игре Беато так не говорят. ......Твоя работа — вырвать внутренности кошачьей коробки."""
,"Хачиджо усмехнулась, отодвинула кучу писчей бумаги и взяла «книгу единственной правды»."
,Затем она открыла запертый ящик.
Hachijo Tohya,"""......Вот то, что желает Энджи. ......Быть может, судьба решила, что печать этой книги должна быть сломана. ......Энджи узнает единственную правду, единственная правда сломает печать кошачьей коробки, и всё будет выставлено на дневной свет."""
Hachijo Tohya,"""И так все те бесчисленные послания в бутылках и фрагменты из сладостного воображения, разбросанные по всему океану интернета, исчезнут как пена на волнах. ......Ведь даже этому человеку наверняка надоели такие фрагменты."""
{f:5:Bernkastel},"""Пора и ей закончить своё путешествие."""
Hachijo Tohya,"""......Да, возьмём на себя эту задачу. Давай доведём это путешествие до конечного пункта назначения."""
,В этот момент в коридоре раздались шаги.
,"Как только в дверь постучали, {f:5:Бернкастель} превратилась обратно в чёрную кошку."
,"""......Мисс Хачиджо, простите, что прерываю."""
,Это был голос слуги Хачиджо.
Hachijo Tohya,"""В чём дело? Если звонят, скажи, что я занята."""
,"""Нет. ......Господин Тойя проснулся."""
Hachijo Tohya,"""Спасибо. Приготовь закуски. Для нас обоих."""
,"""Как скажете."""
,Хачиджо встала. Затем она закрыла открытый ящик и снова заперла его.
,В ящике...... лежал сверкающий золотой ключ......
Furudo Erika,"""Повторите! 'Определение закрытой комнаты предотвращает все разновидности входа и выхода!'"""
Ushiromiya Battler,"""Отказываюсь! Убийство в закрытой комнате по определению не может произойти в совершенной закрытой комнате!"""
Furudo Erika,"""{p:2:Цепочка могла быть починена после того, как была сломана! Дверь могла быть починена после того, как была сломана! Стена могла быть починена после того, как была сломана}!!!"""
Ushiromiya Battler,"""{p:1:В моей закрытой комнате ничего не починено}!"""
Furudo Erika,"""Good! Становится интересно, Баттлер!.."""
Ushiromiya Battler,"""Извини, но сейчас у меня нет времени играть с тобой!"""
Furudo Erika,"""Мне тоже жаль, но, как такая же ведьма правды, я не могу позволить вам помешать Энджи."""
Ushiromiya Battler,"""......Точно, ты ведь тоже ведьма правды. Вот как, ты для Энджи некто вроде наставницы."""
Furudo Erika,"""Единственная правда! Высшая, конечная! Лишь ведьма правды может сломать все барьеры, стоящие между ней и этой правдой!"""
Ushiromiya Battler,"""Эта твоя единственная правда действительно так важна?! В мире есть много того, о чём не стоит знать. В самом деле, как важен для Энджи 1986‐й?! Он не имеет никакого значения!"""
Furudo Erika,"""*хи‐хи*хи‐хи*! Может, вы и правы! Что бы ни случилось в 1986, для Энджи, живущей в 1998, это ничего не меняет! Нет смысла узнавать эту правду. Однако кое‐что всё же изменится."""
Ushiromiya Battler,"""Что?"""
Furudo Erika,"""Её образ жизни!"""
,Эрика превратила свои рассуждения в лезвие косы и снова и снова набрасывалась на Баттлера.
,Баттлер тоже создал лезвие из своих рассуждений и раз за разом атаковал Эрику.
,"В разгар всего этого он спросил Эрику, которая так же, как Энджи, называет себя ведьмой правды."
,В чём смысл раскрытия правды?
Ushiromiya Battler,"""Ты права. Знание определённых вещей часто меняет то, как человек проживает свою жизнь. ......В таком случае, как её кровный родственник, я надеюсь только на одно. Надеюсь, что под конец моей игры Энджи найдёт лучший способ прожить свою жизнь."""
Furudo Erika,"""Узнавая что‐то, люди меняют свою жизнь, но не всегда в хорошем направлении. В этом мире есть много того, о чём удобнее не знать."""
Ushiromiya Battler,"""Количество клещей в сиденьях поезда. Те городские легенды о всякой мерзости в водопроводной воде. В мире полно того, о чём лучше не знать!.."""
Ushiromiya Battler,"""Даже если книга единственной правды может рассказать Энджи о произошедшем на острове, зачем ей узнавать?! Это только усилит печаль, которую она испытывала на протяжении 12 лет! Сколько ещё лет ей понадобится, чтобы обрести счастье, как обычной девушке?! Сколько ещё лет уйдёт на исцеление её ран?!!"""
,"Желание Энджи найти правду причиняет ей боль независимо от того, какова правда."
,"Во время тех 12 лет её глубокие раны начали заживать, хоть и медленно."
,Но Энджи продолжала впиваться в шрамы.
,"В своих поисках правды она сама впилась в эти раны, открыв их ещё раз..."
Ushiromiya Battler,"""Энджи пора освободиться от её печали с 1986!.. Об этом молимся все мы, Уширомия!"""
Furudo Erika,"""Кому какое дело?! Правда — это всё! Правда — справедливость!"""
Ushiromiya Battler,"""Это болезнь, которую все подхватывают хотя бы раз, и обычно в средней школе!.. Им просто нравится узнавать обо всём, что скрывают взрослые!"""
Furudo Erika,"""А вы не считаете, что узнавать об этом весело?"""
Ushiromiya Battler,"""Да, не то слово. Читать грязные книги не так весело, если не нужно делать это втайне."""
Furudo Erika,"""......Пф‐ф."""
,"""""Ва‐ха‐ха‐ха‐ха‐ха‐ха!"""""
{f:5:Beatrice},"""{p:1:Я отрицаю все твои синие клинья красной правдой. Ни один из методов, которые ты предложила, не смог победить мою закрытую комнату}!"""
{f:5:Ange Beatrice},"""............"""
,Энджи тяжело дышала. Книга единственной правды была прямо у неё перед глазами.
,"Всего лишь победив Беато, она могла бы отнести книгу {f:5:Бернкастель} и прочитать содержимое."
,......Даже если правда последнего семейного собрания 4 и 5 октября 1986 года была совсем рядом...... Золотая ведьма встала у неё на пути.
,"Гнев и негодование вихрем кружились у неё в голове, уничтожая самообладание, нужное для создания теорий."
,"Энджи несколько раз покачала головой, сметая всё, что мешает думать."
,"Но сколько бы она ни думала, закрытая комната, запирающая её в часовне, была идеальной."
,Энджи особо не была знакома с детективным жанром.
,Однако она знала обо всех фрагментах с играми Беато.
,"Её знания были мелкими, но их должно было хватить, чтобы дать ей хорошую опору."
,"И тем не менее......... сколькими бы голубыми правдами она ни стреляла в Беато, ни одна из них даже не заставила ведьму вздрогнуть..."
,Беато просто сметала их красной правдой и элегантным взмахом трубки.
{f:5:Beatrice},"""Пора тебе сдаться. Я даже не считаю это игрой между нами."""
{f:5:Ange Beatrice},"""......Хочешь сказать, я ни за что не разгадаю эту загадку?"""
{f:5:Beatrice},"""Я всего лишь выигрываю время, пока Баттлер разбирается с Эрикой. Только он может тебя успокоить."""
{f:5:Ange Beatrice},"""Успокоить? {i:Меня}?......Вы скрываете от меня единственную правду! Именно поэтому я противостою вам! У меня есть на неё право! Как последний член семьи Уширомия, я имею право знать правду!"""
{f:5:Beatrice},"""Да. И вот в чём заключается цель последней игры."""
{f:5:Ange Beatrice},"""......Верно. Без этой игры мне бы не был дан шанс узнать правду. За это я благодарна."""
{f:5:Beatrice},"""Но что касается произошедшего в 1986... Того, кто отнял у тебя твоих родственников и семью... Как {y:0:Человек}{n:0:человек}а, твоё желание узнать правду вполне естественно. ......Однако даже зная об этом, Баттлер решил, что для тебя было бы лучше не возвращаться в 1986‐й."""
{f:5:Ange Beatrice},"""Я знаю, что хочет сказать братик!.. «Не зацикливайся на прошлом, смотри в будущее и живи», верно?!"""
{f:5:Beatrice},"""Да. В последней игре Баттлер хотел объяснить тебе это."""
{f:5:Ange Beatrice},"""Тогда не нужно продолжать ждать моего ответа. Ответ — «No, thank you», Золотая ведьма!.. В 1986 я уже умерла. Следующие 12 лет я блуждала как призрак!..""""И когда тётя Ева умерла, этот призрак потерял единственную причину оставаться на этой Земле! Вот почему я решила сделать одно последнее дело, а потом умереть!"""
{f:5:Beatrice},"""И это — узнать правду 1986?"""
{f:5:Ange Beatrice},"""Да! В этом есть что‐то странное?!?!"""
{f:5:Beatrice},"""Ещё как есть, дура! Значит, узнав правду, ты собираешься умереть?! Раз так, то ты её не получишь!.. Я должна одурачить тебя и ослепить настолько, насколько возможно, чтобы оставить в живых! Баттлер хочет, чтобы ты жила!.."""
{f:5:Ange Beatrice},"""Жизнь без правды не лучше смерти! Я ищу правду для того, чтобы жить!"""
{f:5:Beatrice},"""Ты только сейчас признала, что ищешь правду для того, чтобы умереть."""
{f:5:Ange Beatrice},"""Да, верно. Тогда позволь перефразировать!.. Я ищу правду для того, чтобы умереть! Я пожертвовала своей жизнью, когда заключила договор с {f:5:Бернкастель}! Всё ради того, чтобы узнать о произошедшем в тот день! Единственная правда будет сувениром, который я заберу с собой в ад!!!"""
{f:5:Beatrice},"""{p:1:Не выйдет. Тебе не разрушить эту закрытую комнату. Она совершенна!.. И всё равно я убила тебя в ней}!"""
,"Она перебрала все теории, идеи и даже глупости, пришедшие в голову."
,Однако ничто из этого не подействовало на Беато.
,"Бессильная и разочарованная, с книгой единственной правды перед глазами...... Энджи закусила нижнюю губу."
{f:5:Beatrice},"""Сначала это была игра, в которой тебе дали ключ. Ключ, позволяющий тебе выбрать будущее."""
{f:5:Ange Beatrice},"""Лжёшь. Вы хотели скрыть правду в этой часовне, а потом заставить меня выбрать дверь, ведущую к оптимистичному будущему. ......Это не выбор! Вы решаете за меня!!!"""
{f:5:Beatrice},"""Взрослые имеют право уберечь детей от неправильных решений."""
{f:5:Ange Beatrice},"""Я не ребёнок! Я 18‐летняя женщина, способная думать и действовать самостоятельно!.."""
{f:5:Beatrice},"""Дура! Ты просто шестилетняя девчонка, которая думает только о прошлом!"""
{f:5:Ange Beatrice},"""И кто в этом виноват?!! Из‐за тебя...... я на всё время застряла в шести годах! Мне пора разорвать твою иллюзию, застилающую правду!"""
{f:5:Ange Beatrice},"""Да, если подумать, ты заперла меня не в этой часовне! С того дня в 1986, все эти года... ты держала меня взаперти в закрытой комнате, где я совсем одна и никто не скажет мне правду!"""
{f:5:Ange Beatrice},"""И теперь... я собственными руками разорву твою закрытую комнату!......А‐а, нет, так не пойдёт. Я знаю хитрость к твоей идеальной закрытой комнате! Повтори! «Ты убила меня сразу же после того, как заперла в этой закрытой комнате»!"""
{f:5:Beatrice},"""............! Отказываюсь."""
{f:5:Ange Beatrice},"""Естественно. ......Ты убивала меня 12 лет. Спасибо, {f:5:Беатриче}. ......Если бы ты не напомнила, я бы не выяснила хитрость."""
{f:5:Beatrice},"""......Энджи. Ты молода, и у тебя впереди длинное будущее. Ты — Золотая ведьма, живущая в будущем, верно? Так живи в будущем. Насколько ценна правда прошлого? Разве правда будущего, которую ты создашь сама, не гораздо важнее?!!"""
{f:5:Ange Beatrice},"""Моя жизнь ничего не стоит. Вся моя семья умерла, оставив только меня. Поэтому я узнаю единственную правду и вернусь к ним."""
{f:5:Beatrice},"""Узнав правду, тебе лишь придётся принять смерти своей семьи!.. Разве ты не хотела жить, надеясь, что кто‐нибудь из них мог чудом выжить и что однажды тебе может представиться шанс увидеть их снова?!"""
{f:5:Ange Beatrice},"""Мне всё равно. Даже ведьма чудес не смогла найти такой фрагмент."""
,После взрыва на Роккенджиме почти ничьи останки не обнаружили.
,"Иногда...... я надеялась, что это может указывать на то, что они избежали взрыва и выжили. Эта надежда дала мне силу жить дальше."
,"Но она не была достаточно сильной для того, чтобы поддерживать меня долгие 12 лет."
{f:5:Ange Beatrice},"""Поэтому даже несмотря на желание узнать правду, я невольно отводила взгляд. ......Мне казалось, что если я узнаю о смертях своей семьи, мне наверняка придётся опровергнуть любую возможность того, что кто‐нибудь чудом выжил."""
{f:5:Ange Beatrice},"""......Но я устала жить с одной лишь невозможной надеждой на чудо, ведущей меня."""
{f:5:Ange Beatrice},"""Вот почему я решила принять смерти своей семьи. Я решила принять правду, какой бы она ни была. Именно поэтому я стала ведьмой правды!.."""
{f:5:Beatrice},"""......Как глупо зацикливаться на правде прошлого и не видеть своё будущее!.. Прости, Баттлер. ......Моих сил не хватило, чтобы направить твою сестру к правильному будущему..."""
,"В руке Энджи появился пылающий синий клин.{n}Длинный, толстый и в форме копья."
{f:5:Ange Beatrice},"""Вот и всё, ведьма 1986. ......{p:2:Эта закрытая комната идеальна! Поэтому я не могу выйти, а ты снаружи не можешь добраться до меня! Но ты {i:заперла меня} в этой комнате! И можно сказать, что ты убила меня этой простой хитростью!.. Ты заперла меня в этой идеальной закрытой комнате и заставила умереть с голоду!.. Ты сделала так намеренно, поэтому это правильное «убийство в закрытой комнате, где убийцей была ты»}!"""
{f:5:Ange Beatrice},"""Чрезмерная расплывчатость с причиной смерти обернулась против тебя. .........Прощай, ведьма иллюзий. See you in hell."""
,"Стоя перед витражом, Беато развела руки и дала копью синей правды пронзить её."
,"Казалось, что синее копьё распяло её об окно."
{f:5:Beatrice},""".........Н‐нг...... гх........."""
{f:5:Ange Beatrice},"""Исход решён. ...Так вот он, дневник тёти Евы...... книга единственной правды."""
,"Энджи взяла с алтаря книгу, запечатанную в кристалле."
{f:5:Beatrice},"""......Прочитав её, согласно твоему договору с {f:5:Бернкастель}, ты умрёшь... ......Узнать правду просто чтобы умереть? Чушь!.."""
{f:5:Ange Beatrice},"""Верно. Я ищу правду для того, чтобы умереть. ......Дайте хоть самой выбрать, как. ......Я не идиотка. ......Я знаю, что настоящая я всё ещё парит в том звёздном небе."""
,{f:5:Бернкастель} признала меня последней {f:5:Беатриче} и пригласила в путешествие к правде 1986.
,Я больше не смогу вернуться.
,Когда {f:5:Бернкастель} сказала мне это и сошла с крыши в ночное небо...... я последовала за ней в пустой воздух.
,Таков был уговор. Я хотела от {f:5:Бернкастель} две вещи.
,Первое — чтобы кто‐нибудь из моей семьи вернулся.{n}А второе...... месть.
,"Я хотела разрушить иллюзию ведьмы, скрывающую события того дня. Хотела узнать правду."
,Однако моё первое желание не могло сбыться.
,"Ведь даже ведьма чудес не смогла найти фрагмент, где моя семья вернулась домой."
,Поэтому она без слов спросила меня.
,"Она сказала мне, что я не смогу достичь правды, если у меня нет храбрости покончить с никчёмной жизнью призрака, который надеется, что кто‐нибудь может вернуться."
,"Поэтому она вышла в открытый воздух, и я последовала за ней."
,"Да, теперь я понимаю."
,"Предложив продать свою жизнь, я загадала одно желание и отказалась от другого."
,"Я пожелала отомстить иллюзии, скрывающей правду."
,"И вот, мне удалась эта месть: я одолела хозяйку этой иллюзии и заполучила книгу единственной правды."
,"Я отказалась от своей наивности, от продолжительной веры в то, что кто‐то из моей семьи может вернуться."
,"И теперь я могу признать, что вся моя семья мертва."
{f:5:Ange Beatrice},"""......Как можно жить, не зная правды? Ваша кошачья коробка всего лишь наивная иллюзия, говорящая, что раз трупов нет, они ещё могут быть живы! Но даже если трупы не найдены, они всё равно мертвы!.."""
{f:5:Ange Beatrice},"""Вы всерьёз думаете, что можете исцелить мои раны, говоря, что они всегда будут присматривать за мной с небес, как в сказке?! Я — {f:5:Энджи‐Беатриче}, ведьма правды!""""Я освобожусь от жизни призрака, ожидающего чуда, которого никогда не случится! Я покончу со своей жизнью как благородный мученик, достигший правды!.."""
{f:5:Beatrice},"""......Разве ты не поняла силу магии благодаря гримуару Марии?.."""
{f:5:Ange Beatrice},"""Да, я поняла. А потом отчаялась, поняв, насколько она бессильна. ......И вот чем братик хочет вынудить меня воспользоваться?......Если я поверю, если использую магию...... моя семья всегда будет со мной."""
{f:5:Ange Beatrice},"""......Не смешите меня!!! По‐вашему, такая магия, иллюзия, мечта...... может исцелить эти 12 лет?! И как же мне жить следующие десятилетия в будущем?!"""
{f:5:Ange Beatrice},"""Кто‐нибудь, вернитесь ко мне, кто‐нибудь! Но никто не возвращается! Поэтому хотя бы скажите мне, что произошло в тот день! {f:5:Бернкастель} сказала, что скажет!.."""
{f:5:Ange Beatrice},"""Да, госпожа, книга единственной правды у меня!.. Я принесу её тебе, поэтому дай мне узнать правду! Я уже давно была готова отказаться от своих наивных надежд на чудо! А теперь скажи мне правду того дня‐а‐а‐а‐а‐а!!!"""
,Из часовни полился ослепительный свет.
,"Он просочился из окон и щелей двери, дойдя даже до глаз Баттлера и Эрики."
Ushiromiya Battler,"""......Что?!"""
Furudo Erika,"""Похоже, товарищ Энджи завершила свою задачу. Вы наложили какую‐то бесполезную печать, но для моей госпожи снять её будет проще, чем разморозить сайру."""
Ushiromiya Battler,"""......П‐проклятье!.."""
Furudo Erika,"""Госпожа сказала, что я могу поиграть с вами до тех пор, пока Энджи не завершит свою задачу. Меня достаточно развлекло наше воссоединение, так что, думаю, мне пора уходить."""
,Эрика сделала изящный реверанс.
Ushiromiya Battler,"""Зачем вы убедили Энджи искать единственную правду?! Твоя госпожа должна знать!.. Эта правда ничего для неё не значит!"""
Furudo Erika,"""Да. Все правды в этом мире не имеют значения. Ведь «значение» определяет сознание каждого человека. ......Даже единственная правда для разных людей может означать разные вещи! Сама по себе правда не имеет значения! Я всё равно хватаюсь за неё только по одной причине!"""
Ushiromiya Battler,"""Потому что ты детектив!"""
Furudo Erika,"""Good! Но Энджи не детектив. Для неё правда сама по себе финишная прямая. ......Способ отметить конец её несчастной жизни."""
Furudo Erika,"""Теперь она наконец закончила последний ритуал очищения!.. Она — ведьма правды на одну ночь, которая перед смертью сосредоточилась на познании единственной правды! Временная ведьма на короткий миг, пока не хлопнется о землю!"""
Ushiromiya Battler,"""Я не дам Энджи умереть! Как бы трудно ни было, она должна жить! Это единственное, чего мы все хотим!.. Пока она живёт, возможны любые чудеса и любая магия!.."""
Furudo Erika,"""Положив руку ей на плечо и сказав это напрямую, вы, может, и не проиграли бы. ......Что скажете? Просто слыша ваше вытье, видно, насколько продвинулись мои, Фурудо Эрики, рассуждения."""
Ushiromiya Battler,"""Живи! Э‐э‐э‐э‐э‐э‐э‐э‐э‐э‐э‐энж!!!"""
,"Он завопил в сторону часовни, но Энджи, может, уже даже там не было."
,"Крик Баттлера поглотили чёрное, как смоль, небо и море неистовых козлоголовых..."
Furudo Erika,"""Товарищ {f:5:Ева}. Наша миссия завершена. Пора уходить."""
{f:5:Eva Beatrice},"""О, мы уже закончили? А я как раз собиралась разорвать остров собственной теорией преступника Евы!.."""
,Ведьма {f:5:Ева} появилась в воздухе и захихикала.
