Speaker,Russian (RU)
Ushiromiya Ange,"""Веселишься, Амакуса?......Да, если подумать, ты всегда относишься к телевикторинам со всей серьёзностью. ......Похоже, ты наслаждаешься жизнью гораздо больше меня."""
Hachijo Tohya,"""Ну же...... подумай. ......Какой чудесный трюк мог бы вытащить Баттлера из закрытой комнаты? Я хочу дать оставшуюся часть истории специально тем... нет, только тем, кто думал..."""
,"В соборе ведьм...... хотя нет, учитывая всё, что здесь случилось, скорее, в обители демонов..."
,"Эрика, захотевшая посмаковать воспоминания о своей идеальной победе...... стояла одна во всём обширном соборе, и с её щёк медленно сходил румянец."
,"Тогда...... на пустом, как она думала, балконе... показалась тень."
,Это была......{f:5:Лямбдадельта}...
Furudo Erika,"""......О, леди {f:5:Лямбдадельта}. Не часто вас можно застать здесь одну."""
{f:5:Lambdadelta},""".........А‐а, ты. ......Поздравляю с грандиозной победой. .........Хе‐хех, странно. Помнится, в конце прошлой игры я сказала тебе то же самое на этом же месте."""
,"Она хотела съязвить...... но Эрика была в таком хорошем настроении, что даже эти слова прозвучали как комплимент."
Furudo Erika,"""Я тут...... слышала, что вы сказали."""
{f:5:Lambdadelta},"""......Что?"""
Furudo Erika,"""Я слышала, что вы тоже......... однажды были фигурой, с которой игралась на игровой доске великая ведьма, и оказались заточены в ужасном аду..."""
,"У Эрики был неприятный, торжествующий взгляд, словно ей удалось сунуть нос в её обременительные воспоминания о прошлом."
,Но {f:5:Лямбдадельта} ничуть не показалась взволнованной...... и вместо этого молча посмотрела вниз с балкона.
{f:5:Lambdadelta},"""......Да. ......Сколько лет я была заперта там?......Наверное, мне стоило считать, как делала Берн............ Хотя нет, может, и к лучшему, что я не считала. Именно подсчёт лет...... сломал Берн."""
Furudo Erika,"""Моя госпожа...... тоже когда‐то попала в ад логической ошибки?.."""
{f:5:Lambdadelta},"""Да. Хотя не она была ответственна за логическую ошибку."""
Furudo Erika,"""......Потому что не она была Владельцем игры?.."""
{f:5:Lambdadelta},"""Верно. ......В то время она ещё была обычной фигурой, даже не имеющей самосознания. Владельцем игры, совершившим логическую ошибку, была её госпожа."""
Furudo Erika,"""......Моя госпожа тоже была...... фигурой ведьмы?"""
{f:5:Lambdadelta},"""Да. .........Её госпожа...... была жестока. ......Она сама создала игру, но на полпути упустила свою цель. ......В итоге она получила нечто вроде сломанных нард, где начало и цель были связаны как пончик."""
Furudo Erika,"""Что значит 'она упустила свою цель'?.."""
{f:5:Lambdadelta},"""Возникла логическая ошибка. ......В своей игре в нарды она не смогла построить логику, описывающую достижение её цели. И так, без какой‐либо цели, игра осталась сломанной."""
{f:5:Lambdadelta},"""......В этом случае ей следовало успокоиться и самой придумать ответ. ......Но вместо этого она и думать забыла о Берн, своей фигуре. .........Ты слышала теорему о бесконечных обезьянах?"""
Furudo Erika,"""......Если обезьяна будет бесконечно ударять наугад по клавишам пишущей машинки...... она рано или поздно по стечению обстоятельств напечатает тот же текст, что в Гамлете. Вот эта теория. Точнее сказать, абсурд."""
{f:5:Lambdadelta},""".........Разве не страшный ад?.........Берн была вынуждена вечно ударять наугад по клавишам пишущей машинки, даже не зная смысла того, что делает. .........Владелец игры пытался заставить её создать цель, о которой сам даже не думал."""
,......Могла ли Эрика представить...... насколько ужасен этот ад?
,"Работа, которую нужно проделать сто раз, и работа с вероятностью успеха 1/100, которую нужно повторять, пока она не удастся...... могут выглядеть похоже...... но разница в жестокости между ними очень велика."
,"Когда нужно проделать работу сто раз, неуклонно приближаешься к концу, выполняешь её всё более умело, и в конце концов она заканчивается."
,"Но работа, успешная с вероятностью 1/100, ......ни в коей мере не отражает труд человека."
,Всё решается удачей.
,"......В худшем случае даже задача с подбрасыванием монеты, пока та не упадёт на лицевую сторону...... может занять более ста лет......"
{f:5:Lambdadelta},"""Сколько клавиш на печатной машинке? Около ста, наверное. ......Как думаешь, какова вероятность бить по ним наугад и набрать Гамлета?.."""
Furudo Erika,""".........Я даже...... не представляю. ......Она должна быть...... невероятно низкой."""
{f:5:Lambdadelta},"""Верно. ......На такое...... уходит вечность. .........Весь этот головокружительный период времени...... она продолжала ударять по пишущей машинке, пока не набрала чудо."""
Furudo Erika,"""Поэтому она...... ведьма чудес?.."""
{f:5:Lambdadelta},"""Не будь она ведьмой... нет, если бы у неё не вышло стать ведьмой...... она бы до сих пор была чёрной кошкой, навечно привязанной к той пишущей машинке. ......Она была одарена чудом...... успешно набрала чудо, стала ведьмой и вернулась из того ада живой."""
{f:5:Lambdadelta},"""Но после такого долгого и сурового ада...... её разум был полностью сломлен. Вот почему она стала такой злой и бессердечной ведьмой. .........Даже ты не выбрала бы такую госпожу, будь у тебя выбор, правда?"""
Furudo Erika,"""Во... вовсе нет!.. Для меня честь быть фигурой госпожи. Госпожа сильная и деспотичная. Растаптывать слабых — её естественное право."""
{f:5:Lambdadelta},"""......Так ты на стороне хулиганов?.. Хе‐хех. ......Знаешь, как создать превосходного хулигана?"""
Furudo Erika,"""......? Нет."""
{f:5:Lambdadelta},"""Это просто. Сначала ты страшно издеваешься над ним, а потом вдруг перестаёшь и наделяешь силой. ......Так любой, кем бы ни был, переродится в превосходного хулигана. И что самое интересное, даже если над человеком издевались всего три дня, ты заставишь его поверить, что это длилось в сотни миллионов раз дольше и что над ним до сих пор издеваются. Вот тебе и хулиган."""
Furudo Erika,"""............При чём тут моя госпожа?"""
{f:5:Lambdadelta},"""......Ты ничего не знаешь о Берн. .........Какой бы безжалостной, жестокой и ужасной тварью она ни была...... я единственная, кто желает знать её настоящую."""
{f:5:Lambdadelta},""".........И точно так же...... я считаю, что меня настоящую может понять только такой же выживший в аду. .........Кажется, ты завидуешь нашим отношениям, но смирись. Ад, через который ты, как думаешь, тащилась, не более чем миг по сравнению с тем, из которого выбрались мы."""
Furudo Erika,"""............"""
,"В этот раз...... пожалуй, высмеяли Эрику."
,"Её обескураженное выражение ясно давало понять, что она не согласна с {f:5:Лямбдадельтой}."
Furudo Erika,""".........Прошу прощения...... но, по‐моему, важны глубины ада, а не длительность пребывания в них."""
{f:5:Lambdadelta},"""Охо?........Ты так думаешь...... Эрика, ведьма правды?"""
Furudo Erika,"""Я не знаю, в каком аду были вы, леди {f:5:Лямбдадельта}. ......И я уверена, что время, которое я провела в аду, не более чем мгновение ока по сравнению с вашим. ......Но я не думаю, что глубины моего ада были мельче вашего."""
{f:5:Lambdadelta},""".........Я не споря выслушаю всё, что ты скажешь, включая празднование победы."""
Furudo Erika,"""С моей точки зрения...... ад моей госпожи, из которого можно было выбраться только чудом...... и ваш неизвестный мне ад, из которого можно было выбраться с абсолютной силой воли...... были 'неизбежным адом'."""
{f:5:Lambdadelta},"""Аха............ Ну да."""
Furudo Erika,"""Я — ведьма правды. ......Мой ад был не больше и не меньше правды. .........Когда сталкиваешься лицом к лицу с суровой реальностью правды, силе воли и чудесам нет места. Я здесь потому, что преодолела эту правду. ......Не верится, что моя сила сопротивляться правде уступает вашей силе или силе госпожи."""
{f:5:Lambdadelta},"""И что это за 'сила сопротивляться правде'?"""
Furudo Erika,"""......Незнающим не понять. Возможно, вы вдвоём не смогли стать ведьмами правды потому, что не вынесли прямого взгляда на неё?.."""
{f:5:Lambdadelta},"""..................Хех...... хе‐хе‐хе‐хе‐хе‐хех. ......Я прощаю тебя за эти наглые слова. Не обратить на них внимания — мой тебе подарок за последнюю победу."""
Furudo Erika,"""*хи‐хи* ......Большое спасибо, великая леди {f:5:Лямбдадельта}{p:0:☆} """
{f:5:Bernkastel},"""О, как необычно. ......Редко увидишь, как вы ладите друг с другом."""
,В какой‐то момент на противоположном балконе собора появилась {f:5:Бернкастель}.
,"Заметив её, Эрика крикнула 'Госпожа' и бросилась туда."
Furudo Erika,"""Леди {f:5:Лямбдадельта} рассказала мне старую историю о вас. ......Историю о чудесах, подходящую моей госпоже, ведьме чудес!.."""
{f:5:Bernkastel},""".........На этот раз я прощу тебя."""
Furudo Erika,"""Э?"""
{f:5:Bernkastel},"""Никогда больше не говори о моём прошлом."""
,"На её лице появилась гримаса, и хорошее настроение Эрики вмиг улетучилось."
,"Тогда Эрика поняла. ......{f:5:Бернкастель} ещё и ведьма, бегущая от скуки. Если скука нагонит её...... она вспомнит. ......О тех нескончаемых днях ада......"
,Это доказывает...... что даже госпожа до сих пор не преодолела боль и страх ада.
,Значит... ей не хватает силы выдержать правду.
,.........Впервые...... Эрика посмотрела на свою госпожу с презрением.
Furudo Erika,"""......Прошу прощения. ......Кстати, зачем вы здесь?"""
{f:5:Bernkastel},"""......Тебя искала. Захотела наградить."""
Furudo Erika,"""Наградить! ......Правда?! Бо... большое спасибо, госпожа!"""
{f:5:Lambdadelta},"""O‐o? ......Ух ты, я завидую! И что ты ей дашь?"""
{f:5:Bernkastel},"""Во‐первых, я признаю твоё вознесение до настоящей ведьмы вместо временной. .........Ты будешь под моей опекой. Ведьма правды, Фурудо Эрика."""
Furudo Erika,"""Б‐благодарю вас!"""
{f:5:Lambdadelta},"""Ты всего лишь сняла временное ограничение. Не очень приятная награда. Не думаешь, что она заслуживает чего‐нибудь полу~чше?"""
Furudo Erika,"""Н‐нет, неправда. Я очень рада."""
,"Конечно же, в душе Эрика хотела другой подарок. Пародируя {f:5:Лямбдадельту}, она тоже огляделась в поиске других наград."
{f:5:Bernkastel},"""Вот ещё один."""
,{f:5:Бернкастель} щёлкнула пальцами.
,......Собралось облако золотых бабочек...... и призвало Баттлера сидящим на троне в центре собора.
,"Разумеется, глаза Баттлера были пусты. ......Его душа по‐прежнему заперта в закрытой комнате, из которой ему никогда не будет позволено выйти..."
{f:5:Bernkastel},"""Твоя награда — он."""
Furudo Erika,"""......Моя награда...... Баттлер?.."""
{f:5:Lambdadelta},"""O‐o... ......Понятно. ......Ты хочешь сделать так, чтобы Эрика унаследовала всю территорию этой игровой доски."""
{f:5:Bernkastel},"""Верно. ......Посмотри на палец Баттлера. ......Он носит кольцо однокрылого орла — символ территориального лорда. Если оно станет твоим, ты будешь официальным лордом этой территории. ......Не под моим руководством. ......Эта территория будет твоей в названии и реальности."""
Furudo Erika,"""Так мне нужно снять с пальца Баттлера это кольцо?.."""
{f:5:Lambdadelta},"""......*хи‐хи* Не будь дурой. ......Есть только одна церемония, на которой женщина получает с пальца мужчины кольцо."""
{f:5:Bernkastel},"""Эрика. ......Выйди замуж за Баттлера и стань женой территориального лорда."""
Furudo Erika,"""Вы... ......выйти за...... Баттлера?!"""
{f:5:Bernkastel},"""Да, именно. ......Если территориальный лорд уже никогда не проснётся, ему нужна супруга, которая будет с ним и займёт его место. ......Иначе говоря, этой территорией будешь править ты."""
{f:5:Lambdadelta},"""В общем, мы проведём свадьбу и обмен кольцами. ......Кольцо территориального лорда Баттлера станет твоим..."""
{f:5:Bernkastel},"""Взамен ты наденешь на палец Баттлера кольцо подчинения. ......Будешь вечно контролировать и унижать его...... и создашь из этой территории и игровой доски столько историй, сколько пожелаешь."""
{f:5:Lambdadelta},"""Территориальный лорд, Фурудо Эрика. ......Сбудется любая твоя история. ......Территориальный лорд — бог. ...Поздравляю, ты стала богом этого маленького, но удивительного мира."""
Furudo Erika,"""......Ха...... ха‐ха‐ха‐ха... ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха... Правда... го... ...госпожа?!! Я стану... богом... этого мира?.."""
{f:5:Bernkastel},"""Это последняя моя тебе награда. Забери кольцо Баттлера и создай свой мир. ......Так ты перестанешь быть моей фигурой. Ты станешь ведьмой, причём прекрасной."""
{f:5:Bernkastel},""".........Поздравляю, леди Эрика. И однажды, когда я приду в гости, ты должна будешь встретить меня, как делала Беато."""
Furudo Erika,"""Д‐да, госпожа!.. Большей чести и быть не может!.. Мне уже начинает нравиться этот брак с Баттлером! ......*хи‐хи*, если подумать, для этой игры не может быть худшего позора!"""
Furudo Erika,"""Ведь эта {f:5:Беатриче} была рождена из желания посвятить себя Баттлеру и нравиться ему, да? В мире, созданном этой ведьмой...... я выйду замуж за Баттлера, оскверню и унижу его! *хи‐хи*хи‐хи*, *хе‐хе*хе‐хе*хе‐хе*хе‐хе*!!! О, да, я знаю. Я о‐о‐очень хорошо понимаю, как больно, когда того, кого ты любишь, уводят у тебя! И теперь, наконец, я причиняю боль!.. Да, большей чести и быть не может!"""
{f:5:Bernkastel},"""Рада, что тебе нравится. Я знала, что такой подарок тебе понравится больше всего на свете."""
Furudo Erika,"""Большое спасибо, спасибо! Го... ......госпожа‐а‐а‐а!"""
,Эрика спрыгнула с балкона и оживлённо направилась к Баттлеру.
,А затем уставилась на полученную награду...
{f:5:Lambdadelta},""".........Ну разве не чудесный финал. Будет свадьба, да?"""
{f:5:Bernkastel},"""Конечно. Великолепная свадьба. Идеальный способ закончить игру Беато."""
{f:5:Lambdadelta},"""Ты же отправишь ей приглашение?"""
{f:5:Bernkastel},"""Будем надеяться, что она придёт."""
,"""""*хи‐хи*хи‐хи*, эх‐хе‐хе‐хе‐хе‐хех!!!"""""
{f:5:Bernkastel},"""......Теперь у нас полно дел. Нужно подготовиться к церемонии, разработать программу, разослать приглашения..."""
{f:5:Lambdadelta},"""Не забудь про свадебное платье и торт! И нужно подготовиться к приёму!"""
,"Две ведьмы, хихикая, исчезли.{n}В соборе...... остались только двое, которые должны быть связаны узами брака."
Furudo Erika,""".........Вы слышали?.. ......Баттлер. ...Понимаете...... что с вами будет?.."""
Ushiromiya Battler,""".....................Чёр...... т......"""
,Сознание Баттлера пропало не полностью. ...Оно было очень далеко...... но всё же привязано к реальности.
,......И вот в чём...... состояла жестокость.
,"Так же жестоко, словно паук Эрика завернул Баттлера...... и пожирал его, пока он ещё был в сознании."
,"Хотя нет, её можно сравнить с некой осой. Она жестоко парализовала свою добычу живьём, чтобы оставить её на потом и съесть."
,"В общем, её жестокость была сравнима с жестокостью хищника......"
Furudo Erika,"""Вам не выйти из этой закрытой комнаты. Ведь вы сами всей той красной правдой показали, что она закрытая. Не сопротивляйтесь и дайте ей навеки запереть вас."""
Furudo Erika,"""......Потому что после...... я буду много‐много вас унижать. .........Давайте поставим в нашей спальне зеркало. ......Так вы сможете видеть, как вас унижают, своими глазами. ......... *хи‐хи*хи‐хи*!"""
Furudo Erika,"""А ещё подвесим к потолку птичью клетку. Будем держать там вашу любимую ведьму {f:5:Беатриче}. Как считаете?.. ......Прекрасно, правда?.. Эхе‐хе‐хе‐хе‐хе‐хе‐хе‐хе‐хех! Да...... теперь я понимаю. Как сладко стоять на другой стороне... Аха, аха‐ха‐ха‐ха‐ха‐ха‐ха‐ха......"""
,Слушая этот безумный смех...... Баттлер даже не мог сделать беспокойное выражение.
,"Его сердце по‐прежнему было в ловушке закрытой комнаты, которую он создал...{n}Его тело и душа...... скоро будут заперты в новой закрытой комнате Эрики."
,В закрытой комнате...... называемой браком.
Zepar,"""Эй, Фурфур, ты знаешь?!"""
Furfur,"""Несомненно, Зепар!.. У лорда {f:5:Баттлера} и леди Эрики свадьба!"""
,"Они сказали это с такими привычными гримасами, что Беато пришлось попросить их повторить."
{f:5:Beatrice},"""Ч... ......что?.."""
Zepar,"""Как вам известно, душа территориального лорда в ловушке, и он не может говорить."""
Furfur,"""Прекрасная леди Эрика собирается выйти за него замуж и поддерживать его в работе!"""
,"Двое демонов объяснили ситуацию просто, но в то же время драматично."
,"......Я знаю, в чём дело."
,"Они планируют воспользоваться тем, что душа Баттлера в ловушке, и этим браком запереть ещё и его самого, чтобы всё забрать у него..."
,Такими темпами...... его позиция Владельца игры и кольцо территориального лорда будут украдены...
{f:5:Beatrice},"""Проклятая воровка, творит что вздумается!.. Давай выкрадем его! Я здесь ни при чём, но это твоя проблема, а значит, и моя!"""
Zepar,"""Похищать его бессмысленно! Великая леди {f:5:Бернкастель} уже подписала свидетельство о браке как свидетель!"""
Furfur,"""Если свидетель — великая ведьма сената, никто, за исключением его участников, не может расторгнуть союз!.."""
{f:5:Beatrice},"""......Значит, всё‐таки...... если я не спасу душу Баттлера из закрытой комнаты...... мы не сможем помочь ему......"""
Zepar,"""Так найди способ вытащить его оттуда!"""
Furfur,"""Собираешься похитить жениха?! А‐а! Как прекрасно!"""
{f:5:Beatrice},"""......Если сможешь, история выйдет достаточно красивой для оперы. Но закрытая комната, в которой заперт Баттлер, очень сложна..."""
{f:5:Beatrice},"""Единственный выход — дверь. И если цепочка не висит, его уход не будет принят..."""
Zepar,"""А кроме того, цепочку нельзя повесить извне!"""
Furfur,"""И не осталось никого, кто мог бы поменяться с ним местами!"""
{f:5:Beatrice},"""......С какой стороны ни посмотри, мы застряли!"""
{f:5:Beatrice},"""Опустив руки...... мы не сможем спасти его. Чтобы помочь ему, сейчас можно лишь держаться и продолжать думать."""
,"Хотя Беато выглядела так, будто вот‐вот расплачется...... она плотно сжала кулаки."
,"Она была так расстроена своей неспособностью придумать блестящий план, что у неё разрывалось сердце..."
{f:5:Beatrice},"""......Зепар, Фурфур, вы известны как одни из самых могущественных демонов. Говорят, что ваша магия может сотворить невозможное. ......Вы можете с помощью своей силы и знаний разработать план по уничтожению этой невозможной закрытой комнаты?!"""
Zepar,"""Да, любовь может сотворить что угодно!"""
Furfur,"""Если не можешь что‐то совершить, значит, тебе не хватает любви!"""
{f:5:Beatrice},""".........Слышать такое...... неприятно..."""
Zepar,"""Но нами движет сила воли, мешающая вам сдаться!"""
Furfur,"""Она у вас есть, и поэтому мы уверены, что вы можете сотворить чудо!"""
{f:5:Beatrice},"""......Может, хотя бы намекнёте на это чудо?! Мы немало времени знаем друг друга. ......Разве нельзя хотя бы дать моей младшей сестре подсказку, как прощальный подарок?"""
,"""""Мы постоянно даём подсказки."""""
Zepar,"""Без любви‐"""
Furfur,"""Не увидеть!"""
{f:5:Beatrice},"""......А я говорю вам показать, потому что мы не видим. ......Эти двое всегда такие. Прогоняют скуку, но в такие времена сильно раздражают."""
,"Зепар и Фурфур — демоны, обладающие великой силой.{n}Сила любви, которую они даровали, в прошлом творила чудеса — настолько великие, что они оставили след в человеческой истории."
,Но эти чудеса никогда не давались легко.
,"Они отводят испытания, говорят загадками...... а иногда и помогают понять правду...... чтобы те, кто желает силы, могли создать эту силу сами."
