Speaker,Russian (RU)
,"Мария не удивилась. Но и не обрадовалась тому, что её ответ оказался верным."
,А Баттлер...
,......Энджи... видела.
,Это ужасное выражение... она бы никогда не забыла.
,Это была... улыбка демона.
,"Отвратительный демон, на которого она бы никогда больше не смогла посмотреть, скривил лицо в грязной ухмылке, и что было по‐настоящему страшным..."
,Она увидела её...... на лице своего брата......
,"Рудольф и Кирие подняли ружья, которые держали за собой."
,"Стволы были наставлены на лбы Джорджа, пошатнувшегося назад, и Марии, которая ухмылялась так, словно её не волновало происходящее."
,Вспыхнула молния и прогремел гром. Больше ничего не было слышно.
,"Затем, как только Джорджа и Марию оглушил этот рёв...... нити, держащие их, были перерезаны."
,Две куклы со всплеском упали в лужу... и перестали двигаться......
Ushiromiya Ange,"""......Па‐...... папа...... мама......"""
,Всё это произошло на глазах у Энджи...
Ushiromiya Rudolf,"""Хех... ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!!!"""
Ushiromiya Kyrie,"""Эхе‐хе‐хе‐хех, ха‐ха‐ха‐ха‐ха‐ха‐ха!!!"""
Ushiromiya Battler,"""Ихи‐хи‐хи‐хи‐ха‐ха‐ха‐ха‐ха‐ха‐ха!!!"""
,"Энджи, застывшая рядом с ними, не отражалась в их глазах."
,"Они хохотали, не в силах преодолеть смех, а потом перед Энджи начали шутить и делать друг другу комплименты насчёт совершённых ими убийств."
,"При виде трёх отвратительных лиц...... лиц её семьи...... ей хотелось зарыдать и её тошнило одновременно. Она почувствовала, что сейчас задохнётся."
,"Энджи умчалась, прикрывая рот."
,"Ей хотелось как можно скорее убежать от мерзкого смеха, исходящего от её любимой семьи."
,Она поскользнулась и упала лицом в грязевую лужу.
,Энджи не попыталась встать.
,"Вместо этого она предпочла закрыть уши, чтобы заглушить отвратительный смех, который до сих пор слышала."
,И тогда...... из тени заборов и кустарников в чернильном розарии...... показалось несколько тёмных объектов.
Ushiromiya Ange,"""............?!?!"""
,"Энджи в удивлении огляделась по сторонам... и увидела жуткие чёрные фигуры, появившиеся по всему саду... и медленно окружающие её."
,Толпу людей...... с козьими головами.
,Все они были в разной одежде.
,"Некоторые в костюмах, другие были одеты по‐обычному. Но всех их покрывала тьма, и у всех были козьи головы."
,Сбитая с толку Энджи случайно убрала руки с ушей.
,Она уже не слышала тот отвратительный смех.
,"Но вместо него...... она услышала слова, сказанные козлоголовыми."
, {p:0:『}.........Кирие и Рудольф... преступники.{p:0:』}
,{p:0:『}Баттлер — преступник...... Баттлер — преступник......{p:0:』}
,"{p:0:『}......Теория о том, что виновен Баттлер. Теория о том, что преступники — семья Баттлера...{p:0:』}"
,Продолжая бормотать жуткими голосами...... козлоголовые окружили Энджи и начали подходить ближе.
,"Все они нависли над ней, говоря о её семье как о преступниках......"
,".........Сначала все присоединились к теории о том, что преступник — Ева."
,"Единственная выжившая на Роккенджиме завладела почти всем состоянием, и такая теория была совершенно естественна."
,Почему только Уширомия Ева сбежала в Кувадориан? И почему она так упорно отказывалась говорить о произошедшем в тот день?
,"Было решено, что теория о том, что преступник — Ева, объясняет всё это."
,"Однако, когда Ева умерла от болезни и люди узнали, что всё огромное богатство, которое она нажила недобросовестными средствами, перейдёт к Энджи, мнение общества... или, скорее, фальсификаторов... создало и распространило новую теорию о преступнике."
,"Теорию...... о том, что преступники — семья Рудольфа."
,"Если для всех было привычно приезжать на семейные собрания, почему в тот раз не приехала только Энджи?"
,У семьи Рудольфа была причина не брать с собой маленькую Энджи?
,"Они взяли Баттлера, но он не был сыном Кирие."
,"Затем, когда в некоторых журналах раскрылось, что семья Кирие имела тесные связи с крупной организацией гангстеров, все взгляды вдруг собрались на самой Кирие."
,"Также правда раскрылась над тем, как Рудольф получил огромную прибыль от своих мошеннических деловых практик, и пара почти сразу же стала считаться самыми подозрительными людьми на острове."
,"Компания Хидэёши и Евы хоть и была суровой, но, по крайней мере, действовала в рамках закона."
,"Однако, чем больше исследовали компанию Рудольфа, тем больше грязи выкапывали."
,"Кроме того, этому также свидетельствовали проблемы партийных билетов с тех времён, когда Рудольф и Кирие были студентами, и стало ясно, что они гораздо подозрительнее семьи Евы."
,"И вот, ......в один миг «теория о том, что преступники — семья Рудольфа» изгнала прочие теории заговора, в том числе теорию о том, что виновна Ева, и воцарилась величайшей из них."
,"......Не потому, что была правдоподобнее теории о том, что преступник — Ева."
,"Им просто надоела старая теория, и они захотели новых ощущений......"
,Козлорогие сгибались и колыхались.
,"Небо быстро побелело...... став потолком, освещённым люминесцентными лампами."
,Козлорогие полностью изменились...... приняв облик девушек...... в козьих масках.
,Все они были одеты в одинаковую одежду.
,В форму. ......Форму академии Святой Люсии.
," {p:0:『}......Вы слышали, что настоящими преступниками были Рудольф и Кирие?{p:0:』}"
," {p:0:『}О, я слышала! Да, я знала: подозрительно, что они не взяли своего ребёнка!{p:0:』}"
,"{p:0:『}Уширомия Ева ведь сама сказала, что её отравили?! Разве не очевидно, кто за этим стоял?!{p:0:』}"
,{p:0:『}Хорошо же ей. Заполучила всё состояние семьи.{p:0:』}
,"{p:0:『}Я всегда знала, что теория о том, что преступники — семья Рудольфа, была верной!{p:0:』}"
,"{p:0:『}Эй, вам не кажется, что в Уширомии есть нечто странное?{p:0:』}"
,{p:0:『}Точно есть.{p:0:』}
,{p:0:『}*хи‐хи*хи‐хи*хи‐хи*хи‐хи*.{p:0:』}
, {p:0:『}Преступники — Рудольф и Кирие.{p:0:』}
,{p:0:『}Тогда Баттлер тоже?{p:0:』}
,"{p:0:『}Теория о том, что виновна семья Рудольфа!{p:0:』}"
, {p:0:『}Преступники — Рудольф и Кирие!{p:0:』}
,"{p:0:『}Они хотели присвоить себе всё состояние семьи, но Ева убила их, и они провалились‐{p:0:』}"
,{p:0:『}Хотя в итоге всё всё равно досталось Уширомии Энджи.{p:0:』}
,"{p:0:『}Разумеется, преступники — Рудольф и Кирие!{p:0:』}"
,"{p:0:『}Теория о том, что виновна семья Рудольфа!{p:0:』}"
," {p:0:『}Преступники — Рудольф, Кирие и Баттлер!{p:0:』}"
," {p:0:『}Преступники — Рудольф, Кирие и Баттлер!!!{p:0:』}"
,"{p:0:『}Говорят, преступниками была твоя семья, Уширомия!{p:0:』}"
,"{p:0:『}Что скажешь? Эй, ну что?!{p:0:』}"
,{p:0:『}Но в итоге всё состояние семьи ведь досталось тебе?!{p:0:』}
,"{p:0:『}Уширомия Ева так ничего и не сказала тебе, верно?!{p:0:』}"
," {p:0:『}Я всегда знала, что с ней что‐то не так!{p:0:』}"
,"{p:0:『}Это, к тому же, объясняет, почему Ева так тебя ненавидела!{p:0:』}"
," {p:0:『}Эй, эй, скажи что‐нибудь, расскажи нам, что думаешь!{p:0:』}"
,{p:0:『}Она такая жуткая.{p:0:』}
,{p:0:『}Хотя бы поделись своими мыслями об этой теории!{p:0:』}
,"Когда я присела на корточки, держась за голову, надо мной пронеслось воздушное лезвие."
,Окружившая меня иллюзия студенток с козьими головами в мгновение ока рухнула.
,"......Я свернулась калачиком в луже дождливого розария, окружённая козлоголовыми."
,"Но тогда и этих козлоголовых разрезали пополам, и верхние половины скользнули в сторону."
,Словно искусно владеющий мечом человек разрезал бамбуковые стебли.
,"{a:c:""Сюда!..""}"
,"Голос донёсся от...... той чёрной кошки.{n}От чёрной кошки с колокольчиком, которая привела меня сюда."
,"Невероятно, что она может говорить......{n}Но сейчас это неважно. Я бросилась за ней."
,Козлорогие отпрянули.
,В окружении открылся проход. Чёрная кошка бросилась через него.
,"Когда я поспешила туда же, козлоголовые погнались за мной."
,Позади нас гремело множество тяжёлых шагов.
Ushiromiya Ange,"""Ку‐...... куда мы бежим, {nobr:мисс кошка}?!"""
,Кошка проигнорировала мой глупый вопрос.
,Куда мы бежим?{n}Очевидно же. Как можно дальше.
,Но козлоголовых было невообразимо много.
,"Не только группа, преследующая нас. Вероятно, они скрывались по всему розарию, и куда бы мы ни пошли, группы козлоголовых будут появляться и преграждать нам путь."
,"Врезаясь в них, мы каждый раз бежали другим путём в лабиринте розария."
,"Поэтому я уже даже не знала, в каком направлении мы бежим."
,Неужели... Мы же не бегаем кругами внутри огромной толпы козлоголовых?..
,"Ещё раз вбежав в беседку, я узнала, что мои страхи были оправданы."
,"Все четыре дороги, ведущие из беседки, перекрыла толпа козлоголовых.{n}Разумеется, путь, по которому мы спустились, тоже был преграждён нашими преследователями."
,"Было некуда идти, некуда возвращаться. ......Мы наконец... оказались в ловушке......"
Ushiromiya Ange,"""Ми... мисс кошка...... что нам делать? На... нас окружили!.."""
,"""............"""
,"Стоя на страже, чёрная кошка свирепо посмотрела на окруживших нас козлоголовых."
,Для нас... всё кончено......
,В этот момент я взмыла в воздух.
,"Огромная рука — достаточно большая, чтобы раздавить всю мою голову — схватила меня сзади за воротник."
,"Не успев и подумать о том, чтобы закричать...... я увидела прямо перед своим лицом пару странно светящихся красных глаз и огромный рот с неровными зубами и неприятным запахом."
,"Рот... широко раскрылся... и, словно он был отдельным существом...... высунулся причудливый язык."
,Затем...... он выпалил мне.
," {p:0:『}.........Рудольф, Кирие и Баттлер — преступники...... ......Рудольф и Кирие притворились мёртвыми, а Баттлер солгал, осматривая их......{p:0:』}{p:0:『}Потом один из родителей совершил убийства до вторых сумерек и спрятался под кроватью в комнате Нацухи. ......Баттлер убил Шаннон, а затем помог с убийствами в домике для гостей.{p:0:』}{p:0:『}......Убийства там совершил другой родитель...... Это...... правда.........{p:0:』}"
,"Затем...... зияющий, вонючий рот...... медленно начал закрываться над головой Энджи......"
,"""Возражение. ......{p:2:Можно построить и другую логичную теорию, помимо той, что виновна семья Рудольфа}."""
,"Синяя вспышка...... срезала верхнюю часть рта, пытавшегося съесть голову Энджи, взметнув её в воздух."
,"Я упала в лужу вместе с козлоголовым, всё ещё держащим меня за воротник, хотя выше подбородка от него ничего не осталось."
,"Не раздумывая...... козлоголовые протянули толстые руки, будто им представился шанс вырвать добычу себе, и бросились ко мне. Все они сказали в унисон."
,"{p:0:『}{p:2:Никто, кроме семьи Рудольфа, не мог совершить убийства... ......Никак не мог}!!!{p:0:』}"
,"""{p:1:Можно построить и другую логичную теорию, помимо той, что преступники — семья Рудольфа}. {p:2:К примеру, теорию о том, что виновна семья Джорджа}."""
,"Красная вспышка и синяя линия стали прошедшими над моей головой лезвиями ветра, дважды разрезав руки козлоголовому, который пытался поднять меня."
,"Мне показалось, что следующие козлоголовые бросились не ко мне...... а к чёрной кошке, защищающей меня сзади."
,"Пока я сидела на пятой точке, глядя на дождливое ночное небо, огромные козлоголовые в воздухе надо мной боролись с чёрной кошкой... или же с кем‐то другим."
,"{p:0:『}{p:2:Семья Джорджа не может быть виновна! Джордж не может убить Шано‐о‐о‐о‐он!!! Поэтому он не может быть преступником и солгать, осматривая тру‐у‐упы}!!!{p:0:』}"
,"""{p:1:Нет, может. Преступник определяется как убийца. Не было сказано, что убивать можно только тех, кто появляется в истории. ......Иначе говоря. Если Джордж совершил убийство за пределами острова ещё до этого преступления, он может быть «преступником», не убивая никого на острове, и может солгать}."""
,Тёмно‐красные кривые с размаху врезались в козлоголового.
,Его массивное тело сбилось в воздух...... стало кучей из семи кусков плоти и упало в кусты розария.
,"На этот раз козлоголовых потрясла страшная сила атаки. Они замялись, дрогнули и отступили назад."
,......Я наконец поняла.
,"Этот красный разрез. ......Он появился из оружия, способного рисовать красные кривые...... хотя нет, секунду назад оно нарисовало ещё и синие кривые. Крупная коса, способная вволю говорить обеими правдами — красной и синей."
,Я посмотрела на небо...... и запрокинула голову.
,Чёрной кошки там не было.
,Была девочка...... держащая большую косу......
Furudo Erika,"""Что скажете? Фурудо Эрика может рассуждать на таком уровне."""
,"Узнав девочку, назвавшую себя Эрикой...... толпа козлоголовых встрепенулась."
,"Было ясно, что ей хватало репутации, чтобы бросить их в дрожь."
,"Эрика подняла меня, взмыла в воздух и приземлилась на вершину беседки."
,"Затем она отпустила меня и, по‐прежнему держа косу, сделала элегантный реверанс в сторону окружившей нас толпы козлоголовых."
Furudo Erika,"""Многие из вас видят меня впервые. Позвольте представиться! Здравствуйте, приятно познакомиться! Я — Фурудо Эрика, детектив!"""
Furudo Erika,"""......Тупицам, которые смогли додуматься лишь до того, что преступники — семья Рудольфа, лучше отступить! Если думаете, что можете возразить моим аргументам, — прошу! Разумеется, я тоже не стану сдерживаться!"""
,"Все козлоголовые разом взвыли. Напоминало крик шока, страха или, возможно, любопытства."
,"Козлорогие окружили беседку, переговариваясь, но не подходя ближе."
,"Никому из них не хватило храбрости выступить против детектива, ведьмы правды по имени Фурудо {f:5:Эрика}..."
Furudo Erika,"""......Боже мой. Вас здесь тысячи, и это лучшее, что вы можете? Ни у кого из вас нет храбрости сразиться с Фурудо Эрикой в словесной битве?"""
Furudo Erika,"""......Жаль. Покончим с этим. Только у меня, Фурудо Эрики, не так много времени, чтобы противостоять всем вам, тупицам, по одному. Зачистку я оставлю ей. ......Прошу вас!"""
,"Когда Эрика крикнула, по тёмному ночному небу пробежали красные щели."
,"Паутина напоминала трещины, появляющиеся на стекле после сильного удара. ......Нет, на самом деле это была кроваво‐красная паутина."
,"""......*хи‐хи*хи‐хи*...... кья‐ха‐ха‐ха‐ха‐ха!.."""
,Сквозь покрытый паутиной мир раздался смех.
,......Смех ведьмы.
,"Энджи он показался знакомым... И на паутине...... глядя вниз на козлоголовых, похожих на жуков, пойманных в сеть, стояла ведьма."
{f:5:Eva Beatrice},"""Вы забыли обо мне...... и называете {f:5:ЕГО} правителем Роккенджимы?.. Вы забыли про меня и считаете преступником Рудо‐о‐о‐ольфа?.. Кья‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!!!"""
,"Это была ведьма, сокрытая внутри Евы. Ведьма будущего, которая назовёт себя Ведьмой Бесконечности после того, как над этим миром закроется крышка кошачьей коробки."
{f:5:Eva Beatrice},"""Кто забыл о {f:5:Еве‐Беатриче} и называет себя убийцей Роккенджимы?! Как дерзко! На этом острове я решаю, кому жить, а кому умереть! Всё богатство и золото — моё! 4 и 5 октября 1986 года принадлежат мне, и я делаю с ними что пожелаю! Всё это моё, {f:5:Евы‐Беатриче}!"""
,"{f:5:Ева} взмахнула своим однокрылым посохом в толпу глупых козлоголовых под ней, провозглашая их кончину."
,"Паутина, образовавшая потолок, покрывший небеса, упала, и из‐под земли под ногами козлоголовых просочилось ещё больше паутины."
,"Потом сети сверху и снизу встретились, и в их хватку попали тысячи и тысячи козлоголовых."
,"Как только {f:5:Ева} взмахнула посохом, всё закрутилось. Круг за кругом, напоминая то, как смешивают в миске яичный желток."
,В конце концов всё превратилось в кроваво‐красную слизь.
,Изнутри донеслись стоны козлоголовых.
,Вся толпа была сжата во фрикадельку диаметром в несколько метров.
{f:5:Eva Beatrice},"""Вы, глупцы, сомневаетесь в том, что я преступник?!!"""
Furudo Erika,"""Достичь теории о том, что виновна Ева, и сдаться на этом — достаточно хорошо для таких, как вы."""
{f:5:Eva Beatrice},"""Может, превратитесь в фарш и исче‐е‐е‐езнете?!?!"""
,*сокрушительный удар*.
,Ничто другое не смогло бы описать этот звук правосудия.
,"Впитав всех козлоголовых, паутинный шар растворился в воздухе."
,После этого не осталось ни следа.{n}В простирающемся тёмном розарии было слышно только падающий дождь......
,{f:5:Ева} опустилась с неба.
{f:5:Eva Beatrice},"""Твоя тётя всегда будет с тобой, Энджи. ......Я никому не позволю оскорблять твою семью."""
Ushiromiya Ange,"""Тё‐...... тётя Ева......"""
,"Я знала, что должна быть благодарна."
,"И всё же...... было непросто поверить в то, что тётя Ева — моя союзница."
,{f:5:Ева} тоже поняла.
{f:5:Eva Beatrice},"""Не беспокойся. Я делаю это не ради благодарности. Но я всегда буду с тобой. ......Увидимся."""
,"Она хихикнула, развернулась и исчезла..."
,"После того, как она уже ушла, я пожалела о том, что даже не поблагодарила её..."
,"Поэтому...... я посчитала, что должна хотя бы поблагодарить другого человека, спасшего меня."
Ushiromiya Ange,"""......Спасибо, что...... спасла меня... Кто...... ты?.."""
,Я уже знала её имя.
,"На самом деле я спрашивала...... о том, почему она спасла меня."
Furudo Erika,"""Фурудо Эрика, детектив. ......А также ведьма."""
Ushiromiya Ange,"""......Ведьма?.."""
Furudo Erika,"""Ведьма правды. ......Та, кто ищет единственную правду. И...... ты такая же."""
Ushiromiya Ange,""".................."""
,Эти два дня... 4 и 5 октября 1986 года.
,"Я так отчаянно хотела узнать о произошедшем...... что шагнула с крыши небоскрёба, ......прошла через игры ведьмы и фрагменты миров и предалась долгому путешествию без наград."
,Я хочу...... всего лишь узнать о произошедшем в тот день.
,Я хочу...... всего лишь единственной правды того дня.
Furudo Erika,"""Поиск такого и делает человека ведьмой правды. Поэтому ты такая же, как я. ......Вот почему я пришла спасти тебя."""
Ushiromiya Ange,"""......Я... хочу знать. ......Что произошло в тот день? Никто не расскажет мне! Никто не знает!.. Но что‐то же случилось!"""
Ushiromiya Ange,"""Я бы отдала всё, лишь бы узнать, что именно!.. Это единственное, что мне нужно узнать любой ценой, даже если я умру!.. Поэтому расскажи мне! Ты же знаешь?! Знаешь, что произошло на этом острове?!"""
Furudo Erika,"""......Ведьма правды ожидает, что ей дадут правду? Если я скажу тебе, что то и это — правда, ты возьмёшь и согласишься с этим?.."""
Ushiromiya Ange,"""Нет...... я бы не стала........."""
Furudo Erika,"""Что Баттлер показал тебе сегодня?"""
,......Сегодня...... братик показал мне странную хэллоуинскую вечеринку.
,"Она была очень доброй и весёлой, но......"
,Это однозначно...... не правда.
Furudo Erika,"""Баттлер показал тебе её и назвал правдой, так?"""
Ushiromiya Ange,"""Ни в коем случае. ......Такое не может... быть правдой!"""
Furudo Erika,"""Иногда другие люди будут вводить нас в заблуждение, утверждая, что знают правду. ......Но настоящая ведьма правды должна продолжить преследовать единственную правду, не поддаваясь заблуждениям. Поэтому ты не должна принимать фальшивую правду, которую Баттлер тебе навязывает. ......Больше всего на свете тебя волнует нахождение единственно реальной правды."""
Ushiromiya Ange,"""............Да..."""
,Братик...... хочет меня запутать.
,Я всё время чувствовала это.
,"Он знает обо всём, что произошло в тот день...... но всё же ничего не скажет."
,"Чем он отличается от тёти Евы, которая до самой своей смерти насмехалась надо мной и отказывалась говорить?"
,...Почему братик не говорит мне?{n}............
Ushiromiya Ange,"""......Почему?.."""
Furudo Erika,"""............"""
Ushiromiya Ange,"""Почему...... он не говорит мне?!"""
,Дамбу в моём сердце прорвало.
Ushiromiya Ange,"""Почему братик... не говорит мне, что случилось на самом деле?!! Почему? Почему?!! Одна я ничего не знаю! Никто не говорит мне правду! Скажи мне! Скажи, что произошло в тот день, братик! Брати‐и‐и‐и‐ик!!!"""
,Я закричала в дождливое ночное небо.
,"Из моих глаз брызнули горячие слёзы, но их покрыл холодный дождь, обрушившийся на меня, поэтому никто другой не узнает, что это были слёзы."
,......Никто не узнает о моей боли и печали.
,Я единственная...... всегда одна...... совсем одна...
Ushiromiya Ange,"""Кто‐нибудь, скажите мне!!! Скажите, что произошло в тот день!!!"""
Furudo Erika,"""......Никто не может тебе сказать. ......Найти правду можно только самостоятельно."""
Ushiromiya Ange,"""Где правда?! Как мне её найти?! Все скрывают её! Они не расскажут мне! Я найду сама!.. Поэтому скажите мне, где скрыта правда!.."""
,"{a:c:""......Хорошо. Я могу сказать тебе.""}"
,"Как только раздался этот голос, мир согнулся и скрутился.{n}Поморгав...... я поняла, что мир стал морем звёзд."
,"Нет, не совсем так. Звезды в небе, но огни подо мной — не звёзды."
,"Свет из окон зданий, уличное освещение, автомобильные фары."
,"......Я парила в тёмном небе...... над городом, застроенном небоскрёбами."
{f:5:Bernkastel},"""......Я не могу сказать тебе в чём правда. ......Но если вопрос в том, как достичь правды...... я могу указать тебе путь."""
Ushiromiya Ange,"""Ты............"""
,Из моего сознания на меня обрушились различные плохие воспоминания.
,"......Точно. Меня приковали к месту в том странном театре...... и вынудили смотреть отталкивающий фрагмент, где мама и папа совершали убийства......"
{f:5:Bernkastel},"""......Я не говорила, что увиденное тобой было правдой."""
Ushiromiya Ange,"""Н‐но ты сказала красным......"""
{f:5:Bernkastel},"""Ты завопила и помешала, не дав мне договорить. ......Всё это — правда, «но не обязательно верная». Вот что я хотела сказать."""
Ushiromiya Ange,"""......Как далеко ты готова зайти, чтобы поиздеваться надо мной?!"""
{f:5:Bernkastel},"""......Прошу прощения. Но я хотела проверить тебя."""
Ushiromiya Ange,"""Как проверить?"""
{f:5:Bernkastel},"""Я хотела посмотреть, готова ли ты принять правду, какой бы она ни была."""
Ushiromiya Ange,"""............"""
{f:5:Bernkastel},"""......Иногда правда может предать. Бывают моменты, когда она оказывается тем, чего меньше всего желаешь."""
{f:5:Bernkastel},"""......Фрагмент, что я показала тебе,......худший из тех, которые ты могла представить. Но если тебе не хватает силы и храбрости вытерпеть даже такую правду, тогда ты не годишься для постижения правды."""
Ushiromiya Ange,"""........."""
,Мне нет возврата.
,"Найти правду — моя цель. Я просто хочу узнать, что произошло на острове в тот день."
,"......Я и не надеюсь услышать только те факты, которые мне приятны."
,"......Действительно ли я готова встретиться лицом к лицу с кровавой, невыносимой правдой, которая меня ждёт?.."
,......Найти правду...... означает напрямую увидеть трагические последние секунды моей семьи и принять их как есть.
