Speaker,Russian (RU)
Ushiromiya Ange,"""........................Хочешь сказать, что для нас с тобой правда разная, Мария онее‐чан?"""
Ushiromiya Maria,"""Правда может менять свою форму в зависимости от наблюдателя. А наблюдатели из будущего всегда перерисовывают и переписывают эту форму. ......... Энджи, что ты пытаешься сделать со счастьем Марии?"""
Ushiromiya Ange,"""........................"""
,"Страницы дневника пролистывались всё быстрее и быстрее...{n}Затем яркий свет хлынул из глубин дневника, заглатывая всё вокруг и окрашивая в белый цвет."
Ushiromiya Rosa,""".........Извини, Мария. Маме нужно заняться срочными делами, скопившимися на работе, так что я на какое‐то время останусь в компании. ......Я вряд ли смогу вернуться раньше поздней ночи послезавтра."""
Ushiromiya Maria,"""......У‐у. ......А как же твоё обещание сходить с Марией в кино в воскресенье?.."""
Ushiromiya Rosa,"""В кино?.. М‐м‐м..."""
,"Судя по тону Розы, она явно забыла о своем обещании."
,Но ответ Марии оказался извинением за свой вопрос...
,.........Прости.
,"Мария извинилась за то, что побеспокоила мать, задав этот вопрос..."
Ushiromiya Maria,""".........Мария останется дома. И будет терпеливо ждать. ......Мария будет принимать ванну каждый день и менять нижнее белье."""
Ushiromiya Maria,"""...А также знает, где лежат деньги. .........Мария будет ходить в разные магазины каждый день. Будет стараться не выходить на улицу поздно. Если полицейский спросит, Мария скажет что её попросила сходить мама. ......Мария будет делать то, что мама говорит, как мама говорит."""
Ushiromiya Rosa,"""...........................Верно. Ты у меня действительно хорошая девочка. Сделаешь все так, и я куплю тебе подарок. Хорошо? Спать иди в 9 вечера. Не говори учителям или взрослым, что мама не возвращается домой. Хорошо?.."""
Ushiromiya Maria,"""...............Да. ......Мама, постарайся на работе. ......Приложи все усилия, закончи её... и вернись домой как можно быстрее..."""
Ushiromiya Maria,"""Мария... больше не будет плакать всю ночь и досаждать соседям.........Возвращайся домой поскорее..."""
Ushiromiya Rosa,"""..................Ладно, я занята, вешаю трубку. ...Будь хорошей девочкой и жди. Не делай глупостей. Пока."""
,"*щёлк*. ......Сказав эти слова тоном, каким обычно завершают разговор, Роза, не дожидаясь ответа Марии, повесила трубку."
,"Мария вежливо положила трубку и вернулась на диван.{n}На диване сидел плюшевый Сакутаро, с которым она смотрела телевизор секунду назад."
,"Он держал пульт от телевизора,{n}который был выключен из‐за телефонного звонка."
,"Он выглядел так, будто просил её нажать на кнопку включения, поскольку он хотел как можно скорее продолжить смотреть телевизор."
Ushiromiya Maria,"""............Сакутаро. ......Хочешь посмотреть... телевизор?.."""
Sakutarou,"{p:0:『}......Урю? Ты больше не хочешь смотреть, Мария? Если команда актёров правильно ответит на все вопросы, то могу изменить положение вещей в свою пользу. Урю‐у~!{p:0:』}"
Ushiromiya Maria,""".........Нет. .........Хватит... смотреть."""
,Мама... опять занята на работе и не пришла домой.
,"Мама так много работает сверхурочно, что постоянно возвращается домой очень поздно."
,"......Из‐за того, что она ходила на свидания или ещё куда, она всегда приходила домой, напившись хоть и не крепкого, но спиртного, и с бледным лицом, направлялась прямиком в душ, а потом в кровать."
,"А ещё поскольку ей приходилось работать сверхурочно по выходным или что‐то в этом роде, она говорила, что ей нужно задержаться, и почти не появлялась дома."
,"......В последнее время она стала говорить что‐то о том, какой большой на ней висит объём работы, поэтому подобные вещи случались постоянно..."
,"......Над рисунками, на которые я тратила так много сил, все смеялись, но я всё равно хотела показать их лишь маме... И опять же, она не сможет взглянуть на них ради меня."
,"О том случае, когда все свалили уборку на меня, но я постаралась в одиночку и меня похвалил учитель."
,"И о том, как когда я ходила за покупками, дядя в магазине всегда говорил, что восхищен мной и давал мне бесплатно банку кофе."
,"И о том, как желая подбодрить маму, которая так усердно трудилась на работе, я подложила карту под её подушку."
Ushiromiya Maria,"""............Есть ещё куча... других вещей... о которых я хотела поговорить."""
Sakutarou,"{p:0:『}.........Мама очень усердно трудится на работе. Она работает изо всех сил, чтобы мы могли быть сытыми каждый день.{p:0:』}"
Ushiromiya Maria,"""......Ненавижу её работу. ......Почему бы маме просто не уволиться?"""
Sakutarou,"{p:0:『}Работа является важной частью взрослой жизни. ......Она позволяет Марии есть, покупает одежду, оплачивает школьные обеды и платит за летний лагерь. ......Все благодаря тому, что мама трудится и зарабатывает деньги.{p:0:』}"
Ushiromiya Maria,""".....................Не нужна еда. Не нужна одежда. Не нужны школьные обеды и не хочу ездить в летний лагерь. ...В любом случае, ни одна из групп не примет Марию."""
Sakutarou,"{p:0:『}Урю‐у............Только что, по телефону, мама пообещала купить тебе подарок, когда вернется с работы, верно?{p:0:』}"
Sakutarou,"{p:0:『}Я думаю, она пообещала это потому, что ты важна для неё, Мария, и ей будет стыдно, если из‐за неё тебе будет одиноко.{p:0:』}"
Ushiromiya Maria,"""......Так ли это..."""
Sakutarou,"{p:0:『}Урю‐у! Для неё это не является чем‐то досадным, хлопотным или раздражающим! ......Мама хочет быть с тобой всё время, Мария.{p:0:』}"
Sakutarou,"{p:0:『}...Маме тоже больно и грустно от того, что у неё этого не выходит. ............Я помню, когда она всю ночь плакала рядом с тобой.{p:0:』}"
Ushiromiya Maria,""".........Да. ...Не понимаю, почему мама плакала... Но она была такая грустная... и Мария только и могла, что молча разделять мамино горе."""
Sakutarou,"{p:0:『}Я помню последние слова, сказанные мамой тогда. ......Она сказала: ""Спасибо тебе, Мария"". .........Мама сказала, что даже просто находясь рядом с ней, ты единственная её союзница в этом мире. ......Урю, ты помнишь?{p:0:』}"
Ushiromiya Maria,"""Да............'Мария единственная в мире мамина союзница', — сказала она."""
,"Сакутаро положил телевизионный пульт на стол, забрался на диван, залез ко мне на колени... И заговорил, глядя мне в глаза."
Sakutarou,"{p:0:『}......Я уверен, мама думает то же самое, Мария. .........Только проекты, нарисованные мамой, высмеиваются клиентами. ......Проблематичные задания сваливаются другими компаниями только на мамину.{p:0:』}"
Sakutarou,"{p:0:『}Мама — президент, поэтому ей приходится самостоятельно всем заниматься. ......Только мамину компанию не берут в партнёры другие компании.{p:0:』}"
Sakutarou,{p:0:『}.........Единственная мамина союзница — это Мария. ......Если ты скажешь маме оставить свою работу... Тогда где же ещё на свете маме искать союзника?..{p:0:』}
Ushiromiya Maria,"""............У‐у... Сакутаро..."""
Sakutarou,"{p:0:『}Мария единственная, кто есть у меня на белом свете. ......И для мамы Мария единственная на свете. .........А что насчёт тебя, Мария?{p:0:』}"
Ushiromiya Maria,"""......У меня есть мама, а ещё Сакутаро..."""
Sakutarou,"{p:0:『}Так что, Мария, ты совсем не одинока! Урю!{p:0:』}"
Ushiromiya Maria,""".........У‐у."""
Sakutarou,"{p:0:『}Поскольку Мама занята на работе, вы не очень‐то часто можете быть вместе, но пожалуйста, не вини её в этом, Мария. ......Вместо неё, я всегда буду здесь, всегда буду рядом с тобой. ............Поэтому не плачь, ладно?..{p:0:』}"
Sakutarou,{p:0:『}.........Урю... Может ли моё присутствие... скрасить твою печаль?..{p:0:』}
Ushiromiya Maria,"""............У‐у‐у... у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у, Сакутаро.........У‐у‐у‐у‐у‐у‐у‐у‐у!!! Ува‐а‐а‐а‐а‐а‐а‐ах‐х‐х, ва‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐ах‐х‐х..."""
,".........Из укромного уголка сердца Марии, который она всеми силами пыталась запечатать... Всё же покатились капли. ......*кап*кап*. *кап*кап*."
,......*кап*кап*кап*кап*.
,"Хоть то, что мама не появлялась дома на выходных, и не было редкостью."
,......Хоть сегодняшняя ночь и не была печальнее или болезненнее других.
,......Мария продолжала лить слёзы.
Sakutarou,"{p:0:『}Урю‐у!... Мария, не плачь... Я всегда буду с тобой... Даже если ты плачешь, Мария, я не буду. Я львёнок, поэтому я не буду плакать, даже если мне одиноко. ...Хоть мне тоже хочется плакать, я не стану!..{p:0:』}"
Ushiromiya Maria,"""Почему ты не будешь плакать, Сакутаро?... Несмотря на то, что тебе так грустно, что ты не можешь сдержать слёз, ты не будешь плакать?.."""
Sakutarou,"{p:0:『}Урю. Но если я буду плакать, кто тогда утешит тебя?... Поэтому я не буду плакать. В конце концов, я хочу поднять тебе настроение.{p:0:』}"
Ushiromiya Maria,"""А мама вернётся... если Мария будет в хорошем настроении?.."""
Sakutarou,"{p:0:『}Когда она вернётся, если её встретит радостная Мария... Я уверен, она будет счастлива. Урю.{p:0:』}"
Ushiromiya Maria,"""......Мама... будет счастлива?.."""
Sakutarou,"{p:0:『}Урю. Если всё так и будет, то я уверен, что ещё и её усталость от работы пройдёт. Тогда мама точно станет чувствовать себя лучше и сможет долго‐долго играть с Марией.{p:0:』}"
Ushiromiya Maria,"""........................"""
Sakutarou,"{p:0:『}Когда ты приходишь домой, а мама уже ждет тебя там, и она на кухне в приподнятом настроении, разве ты не испытываешь радость? Мама определённо ощутит то же самое.{p:0:』}"
Ushiromiya Maria,"""......Если Мария будет дома в приподнятом настроении... мама тоже обрадуется?"""
Sakutarou,{p:0:『}Урю!{p:0:』}
,Сакутаро глубоко кивнул своей большой головой.{n}Мария больше не могла позволить себе плакать.
,"......Если она встретит маму с заплаканным лицом, ей наверняка тоже станет грустно."
Sakutarou,"{p:0:『}Ты же знаешь, Мария. Нельзя использовать магию, творящую улыбки, если ты сама не улыбаешься.{p:0:』}"
Ushiromiya Maria,"""......Да. ......Мария знает. Поэтому не будет больше плакать."""
Sakutarou,"{p:0:『}Эй, Мария. У меня есть идея, как можно весело провести время. ......Урю, хочешь услышать?{p:0:』}"
Ushiromiya Maria,"""......Чего‐о?"""
Sakutarou,{p:0:『}Мама не вернётся до поздней ночи в воскресенье. Поэтому давай устроим пижамную вечеринку и сохраним это в секрете от Мамы.{p:0:』}
Ushiromiya Maria,"""Пижамную вечеринку?.."""
Sakutarou,"{p:0:『}До поздней ночи, пока не устанешь, ешь конфеты, пей газировку в постели и играй со мной.{p:0:』}"
Ushiromiya Maria,"""Пижамная вечеринка. ......Да, здорово звучит. ...Я могу не ложиться спать в девять, верно? Мама не разозлится, если я не буду спать?"""
Sakutarou,"{p:0:『}Этот конкретный раз, когда мамы нет с нами, станет нашим секретом. Поэтому сегодня, пока не захочешь спать, давай всё время будем веселиться.{p:0:』}"
Sakutarou,"{p:0:『}Давай есть мармелад‐горошек и гадать, какого цвета окажется следующая горошина. Давай расколем арахис и попробуем угадать {c:86EF9C:какая половинка старее}.{p:0:』}"
Sakutarou,"{p:0:『}Давай займёмся поисками сокровищ в шкафу. И ещё много чем другим! Мне интересно, какой получится вкус, если смешать колу и дынную газировку.{p:0:』}"
Ushiromiya Maria,"""У‐у. Однажды хотела попробовать, но попросила у Мамы разрешения, а она рассердилась."""
Sakutarou,"{p:0:『}Урю‐у! Давай держать это от мамы в секрете и попробуем{p:0:♪} Сегодня всласть наиграемся, будем много смеяться и прогонять слёзы счастьем. Не волнуйся, со мной тебе обязательно будет весело! Я непременно сделаю тебя счастливой, Мария.{p:0:』}"
Ushiromiya Maria,"""Да, да. С Сакутаро непременно будет весело. Мария обязательно станет счастливой. Спасибо тебе, Сакутаро. Больше не буду плакать. Давай играть сколько влезет, давай станем полностью счастливыми и скажем 'с возвращением', когда мама вернётся домой."""
Sakutarou,"{p:0:『}Урю‐у! Сегодня давай вволю наиграемся и поднимем себе настроение{p:0:♪} Давай как следует поиграем на вечеринке, которую можем устроить лишь тогда, когда мамы нет здесь.{p:0:』}"
Sakutarou,"{p:0:『}Если будем достаточно шумными, я уверен, что много друзей придёт поиграть из страны зазеркалья и страны чудес. И тогда у нас окажется столько друзей, что скучать станет попросту невозможно. Урю‐у!{p:0:』}"
Ushiromiya Maria,"""Урю‐у!!!"""
,"......И тогда Мария устроила пижамную вечеринку в полном одиночестве с Сакутаро, провеселившись до поздней ночи."
,"Она играла, засовывая руку в мешочек с мармеладом‐горошком и не глядя пыталась угадать, горошину какого цвета вытащила."
,"......У Сакутаро была хорошая интуиция, и он много раз угадал.{n}У Марии тоже подфартило, когда ей удалось угадать четыре раза подряд."
,"Игра, в которой она раскалывала арахис и пыталась угадать, какая половинка старее, оказалась полегче отгадывания цвета мармелада‐горошка, поэтому она выиграла много раз."
,"Облизывать покрытые солью пальцы было некультурно, но в этом‐то и заключалась соль веселья."
,Из напитков ей по отдельности нравились кола и дынная газировка.
,"Она надеялась, что если, подобно алхимику, смешает два любимых напитка, то возникнет вспышка света и будет создан новый напиток, который никто прежде не пробовал."
,"Она воодушевилась, что, мол, если вкус окажется язык проглотишь, она назовёт его газировкой Сакутаро и станет продавать её."
,"Но вкус оказался неожиданно странным, не соответствующим её надеждам.{n}Цвет же получился каким‐то скучным и густым."
,"...Мне, наверное, не следовало сильно удивляться подобному результату, полученному от смешивания чёрного с зелёным. ......Какая жалость. Я представляла, что он станет сверкающего ананасового цвета."
,"Но это был замечательный, удивительный, весёлый вечер."
,"Если уж мне настолько весело, то может у мамы возникнет желание вернуться домой, и она, быть может, последует ему."
,"......Поэтому мне стало казаться, что мама вдруг может вернуться домой, и я много раз подходила к входной двери, чтобы проверить, однако её возвращение было крайне маловероятным, ведь она так занята на работе."
,"Но вместо чувства одиночества я скорее испытывала разочарование от того, что мама не может присоединиться к этой весёлой ночной вечеринке."
,"Когда‐нибудь в ближайшем будущем я устрою её, когда мама будет рядом и приглашу её присоединиться к нам."
,"Мама считает вкусными и питательными те вещи, которые таковыми не считает Мария, так что она, наверное, скажет, что газировка Сакутаро действительно вкусная."
,"Когда Мама вернётся уставшей, я дам ей попробовать."
,И больше всего...
,...Мне хотелось хотя бы написать об этой весёлой ночи в письме и поведать об этом маме.
,Чтобы все эти счастливые чувства достигли и мамы тоже.
,"Она всегда так выматывается на работе и приходит домой крайне уставшей, поэтому я надеюсь, что смогу поделиться этим счастьем с ней."
,"Мама почти наверняка вернётся домой уставшей поздно вечером в это воскресенье, и я надеюсь, что смогу хоть чуть‐чуть порадовать её, поделившись с ней этим счастьем..."
,Я мягко положила это письмо на мамин стол.
,"{e:070:“Моей маме.{n}Ты молодец, что сегодня хорошо поработала{p:0:☆} Давай разделим наше счастье.{n}――От Марии”}"
,"Затем она решила сделать подарок Сакутаро, предложившему эту чудесную вечеринку."
,"Маленький красный шарфик, который она обнаружила при поиске сокровищ в своём шкафу."
,"Когда Мария была ещё совсем маленькой, мама связала этот крошечный красный шарф."
,"На нём вязанной шерстью было вышито ""Мария""."
,......Она мягко обернула им шею Сакутаро.
,"Он действительно подходил ему, неплохо дополняя жёлтый цвет Сакутаро красным."
Sakutarou,{p:0:『}.........Урю. ...Он мне идёт?..{p:0:』}
,"Надев свой самый первый в жизни подарок, Сакутаро ощутил неловкость."
,......Да. Он действительно очень ему шёл.
Ushiromiya Maria,"""У‐у. Сакутаро, большое тебе спасибо за всё. Сегодня вечером было так весело. Мария даже не может вспомнить, почему она плакала. ......Отныне будем вместе. И давай всегда вместе играть и смеяться."""
Sakutarou,"{p:0:『}Урю! Люблю тебя, Мария!{p:0:』}"
Ushiromiya Maria,"""Мария тоже. Я люблю тебя, Сакутаро."""
,После таких бойких и бурных игр в комнате Марии царил бардак.
,"Похоже, она слегка переиграла."
,"......Но сейчас я так устала, поэтому давай спать вместе. А завтра мы вместе приберёмся и встретим маму с чистой комнатой. ......Договорились? Сакутаро?"
,Урю‐у‐{p:0:♪}
Ushiromiya Maria,"""......Вот видишь? Мария... нет, Мария и Сакутаро очень счастливы, не так ли?"""
Ushiromiya Ange,"""............Это и есть твоё счастье, Мария онее‐чан?..."""
Ushiromiya Maria,"""Да. Мария счастлива."""
Ushiromiya Ange,"""......И это при том, что ты с таким нетерпением, так сильно ждала того фильма, тогда как тётя Роза пообещала обязательно сводить тебя на него, но совсем забыла о своём обещании."""
Ushiromiya Maria,"""Так получилось, что она забыла из‐за своей занятости на работе. ......Даже вспомни она, её работа всё равно не дала бы ей что‐нибудь предпринять."""
Ushiromiya Maria,"""Поэтому подведи её память или нет, мама в любом случае осталась бы ночевать на работе, так что какое уж тут кино. .........Помнила ли она, забыла ли, это не существенно."""
,"......Однако эту деталь никак нельзя было назвать ""несущественной""."
,"Ведь, как ни крути... когда тётя Роза переспросила ""Кино?"" по телефону, стало совершенно очевидно, что она забыла о своём обещании."
,"И когда она услышала это, настроение Марии онее‐чан определённо омрачилось."
Ushiromiya Ange,"""Ну... как ты и сказала, даже если бы тётя Роза помнила о своём обещании, вы бы всё равно не пошли в кино."""
Ushiromiya Ange,"""......Но всё равно... ......Осознавать, что твоя собственная мать забыла о своём обещании провести один из своих немногих выходных вместе с тобой... так печально. Я бы разозлилась."""
Ushiromiya Maria,"""........................Ага. Мне было грустно. Потому что даже если бы она вспомнила, мы бы всё равно не смогли пойти в кино."""
Ushiromiya Maria,"""......Но после этого я провела очень‐очень веселую ночь с Сакутаро. Ты ведь тоже наверняка сочла ту пижамную вечеринку весёлой, а, Энджи?"""
Ushiromiya Ange,"""..................Да с какого перепугу ей быть весёлой."""
Ushiromiya Ange,"""...Я к чему клоню, вся возня затеянная тобой в ту ночь... была нужна только ради того, чтобы забыть, что ты одинока, и твоя мать не возвращается домой."""
Ushiromiya Maria,"""Это не так. На самом деле я повеселилась на вечеринке с Сакутаро."""
Ushiromiya Ange,"""Нет, ты врёшь! Тебе было так грустно и ты настолько возненавидела свою мать, позабывшую о своём обещании, что ты устроила бардак в своей комнате!"""
Ushiromiya Maria,"""............Разве что‐то подобное было написано в дневнике Марии?"""
Ushiromiya Ange,"""Да нигде не {i:записано}! Но... но читая между строк, я понимаю твои чувства! Ты вообще не веселилась тем вечером!"""
Ushiromiya Ange,"""И ты засиделась до самого позднего часа, чего тебе не разрешалось, нарушила строгий запрет не есть сладости вне главных приёмов пищи... А когда даже это не смогло прогнать тоску, ты разошлась в своей комнате... и устроила в ней бардак, так ведь?!!"""
Ushiromiya Ange,"""А уже после, когда ты совсем выбилась из сил... то всего лишь забралась на кровать и, сжимая и царапая постельное, плакала, пока не устала и не уснула?!"""
Ushiromiya Maria,""".........В дневнике написано, что мама, возможно, забыла о своём обещании насчёт кино, и что я допоздна веселилась на пижамной вечеринке с Сакутаро и устроила бардак в своей комнате в поисках сокровищ."""
Ushiromiya Ange,"""Да. И... вот что это означает! Ты тосковала по любви тёти Розы, Мария онее‐чан!.. А тётя Роза всегда ставила свою работу и свою репутацию на первое место, вечно оставляя тебя на заднем плане!.."""
Ushiromiya Ange,"""И мне становится противно от этого! Поскольку я знаю, насколько ничтожны слова тёти Розы о {i:любви} к тебе!!! Ты и сама должна это понимать!"""
Ushiromiya Ange,"""И тем не менее... как ты можешь говорить, будто счастлива?! Я не {i:понимаю}... эту сторону твоей личности, Мария онее‐чан!!! Даже несмотря на свой уже совсем недетский возраст, это не укладывается у меня в голове!"""
Ushiromiya Ange,"""Почему ты не грустишь? Как ты можешь называть себя счастливой, переживая столь горькую реальность?! Понять такое — выше моих сил!.."""
Ushiromiya Maria,"""............Ты печальное дитя, Энджи."""
Ushiromiya Ange,"""Я не понимаю! Почему {i:ты} жалеешь {i:меня}?!"""
Ushiromiya Maria,""".........Хотя 'факт' о весёлой пижамной вечеринке и записан в моём дневнике, если этот же самый 'факт' рассматривается другими людьми, он принимает другую форму."""
,"Я вспомнила, что нечто подобное упоминалось в разговоре с {f:5:Бернкастель}."
,"Истина неоднородна и меняет форму каждый раз, когда оказывается под наблюдением.{n}В зависимости от способа восприятия... Другими словами, в зависимости от воспринимающего её, одна правда становится множеством разнообразных правд."
,И правды прошлого оказываются закрашены правдами будущего...
Ushiromiya Maria,"""В этом дневнике Мария писала, что всё приключившееся той ночью было очень и очень весёлым."""
Ushiromiya Ange,"""......Ты описала события той ночи как нечто очень счастливое."""
Ushiromiya Maria,"""Но когда ты читала дневник, события той ночи зазвучали очень, очень грустно."""
Ushiromiya Ange,"""......И хотя ты описала их как источник счастья, я читаю о них совсем иначе."""
Ushiromiya Maria,"""Перестань."""
Ushiromiya Ange,"""........................"""
Ushiromiya Maria,"""Здесь... повествуется о счастливой ночи. .........Это... 'правда' о той ночи. Пожалуйста, не трогай эту счастливую правду и не закрашивай её новой, другой правдой."""
Ushiromiya Ange,""".........Делает ли это тебя... счастливой, Мария онее‐чан?"""
Ushiromiya Maria,"""Да. Мария счастлива. .........Вот почему Энджи, не способная ощутить счастье в такой же ситуации, вызывает печаль и сочувствие."""
,".........И Мария в то время, и теперешняя я, обе мы находились в изоляции, без друзей."
,И поэтому Энджи... приняла реальность изоляции как реальность изоляции. Но Мария... закрасила реальность изоляции реальностью счастья.
,Уширомия Мария взяла грустную правду... и преобразила её в счастье.
,"Это была... единственная, но очень большая разница между мной и Марией онее‐чан."
,И пусть даже я не в силах принять это... Я тоже завидую подобной силе. Нет — могуществу.
Ushiromiya Maria,"""Да. ...Так и есть. Это 'могущество'. ......Мария смогла стать счастливой благодаря данному могуществу. А поскольку у тебя, Энджи, такого могущества нет, у тебя никак не получается стать счастливой."""
Ushiromiya Ange,"""Что же... это... за такое могущество?.."""
