Speaker,Russian (RU)
{f:5:Bernkastel},"""Готова? Высыпи кунжутную соль и палочками отдели кунжут от соли."""
Furudo Erika,"""Да, госпожа! Взгляните на мои фантастические навыки обращения с палочками!"""
{f:5:Bernkastel},"""Да, удачи. ......Когда закончишь, не забудь положить всё обратно в сумку."""
{f:5:Lambdadelta},""".........Ты до сих пор так над ней издеваешься?"""
{f:5:Bernkastel},"""Как грубо. Я играю с ней. .........Ах да, Эрика. Только что пришёл почтальон с письмом, адресованным тебе."""
Furudo Erika,"""Письмо?! Чую, преступление зовёт меня. Не говорите, я угадаю, кто его отправил!"""
{f:5:Bernkastel},""".........Почтовая марка с Небес. Наверное, от Дланор. Не думала, что вы ещё общаетесь. ......Одна лишь эта почтовая марка, и посмотрите, как далеко зашла {f:5:Бернкастель} в своих рассуждениях."""
Furudo Erika,"""Эй! Вам нельзя, госпожа! 9‐й Ван Дайн! Может быть только один детектив!"""
{f:5:Bernkastel},"""......Тогда тебе лучше уйти. Пока, великий детектив Эрика."""
Furudo Erika,"""Госпожа, как вы могли?!! Я — {f:5:Эрика}, ведьма правды!"""
{f:5:Lambdadelta},"""......До сих пор не понимаю, любите вы друг друга или же ненавидите."""
{f:5:Bernkastel},"""Ненавидим, конечно же. Ты единственная, кого я люблю."""
Furudo Erika,"""Ка... как вы можете, госпожа?! Леди {f:5:Лямбдадельта}! Здесь слишком мало места для нас двоих!"""
{f:5:Lambdadelta},"""Ты серьёзно? ......Бросаешь вызов великой {f:5:Лямбдадельте}?"""
,"Эрика ухмыльнулась и схватила левую руку {f:5:Лямбдадельты}, блуждающую на кровати."
Furudo Erika,"""Вот рука леди {f:5:Лямбдадельты}. А вот открытый конец её руки."""
,Эрика усмехнулась и угрожающе пошевелила пальцами.
{f:5:Lambdadelta},"""Стой...... ты же не........."""
Furudo Erika,"""Посмотрим, сможет ли мой соперник справиться с этим."""
{f:5:Lambdadelta},"""Гья, гья‐ха‐ха‐ха‐ха‐ха‐ха, а‐хья‐ха‐ха‐ха, прекрати щекотать!!!"""
,"......Эрика защекотала внутри левую руку {f:5:Лямбдадельты}. Видимо, было очень щекотно."
,"Между прочим, из открытого конца руки {f:5:Лямбдадельты} торчала милая, пушистая, белая сахарная вата."
,"Похоже, её тело было сделано из сладкой конфеты и щепотки специй."
,"Но успокойтесь, в этой сцене не было ничего даже отдалённо ужасающего."
,"Эрика бегала, крича: «Я победила леди {f:5:Лямбдадельту} сама, как моя госпожа!». {f:5:Лямбдадельта} зарычала и зашипела на неё. {f:5:Бернкастель} продолжала шить с сердитым видом."
,Эта сцена была очень мирной...
{f:5:Bernkastel},"""И? Что говорится в письме?"""
{f:5:Lambdadelta},"""Там о том, как дела у Дланор и других?"""
Furudo Erika,"""Гертруду повысили до полноценного инквизитора. Ну, поздравляю, ура. ......О‐о, кстати, у её кошки теперь тоже есть мяугав."""
{f:5:Bernkastel},"""............Какой мяугав?.."""
{f:5:Lambdadelta},"""Что, ты не знаешь?! Ты так отстала от жизни! Они сейчас последний писк моды! Даже мне пару дней назад пришёл женский мяугав. Они ещё и делают прекрасные компейто!"""
{f:5:Bernkastel},"""......Ничего не поняла, но в будущем буду держаться подальше от твоей стряпни..."""
Furudo Erika,"""Корнелия......... о‐о‐о. Во время экзамена на инквизитора она поняла, что очень хороша в сражениях, и начала боевую подготовку. Трудно представить, правда?"""
{f:5:Lambdadelta},"""Ну, есть много видов боевой подготовки. Чем она занимается?"""
Furudo Erika,"""Кикбоксингом и китайским кэмпо. Неужели влияние Евы?"""
{f:5:Bernkastel},""".........Наверное, она бы отлично боролась, стоя на одной ноге."""
{f:5:Lambdadelta},"""Точно подмечено. Кое‐кто явно ужесточил её, заставив столько времени простоять на одной ноге."""
Furudo Erika,"""Здесь говорится и о Уилле. А, вот так сюрприз! Уилл разбогател на иностранной валюте и теперь живёт без забот на доходы от своих вкладов в недвижимость!.. В последнее время он ещё начал играть в бадминтон."""
{f:5:Bernkastel},"""......Сдаётся мне, у него адский тренер."""
{f:5:Lambdadelta},"""Его зад, наверное, уже опух."""
{f:5:Bernkastel},"""А Дланор?"""
Furudo Erika,"""Как обычно, она штампует, штампует, запечатывает, утверждает, а {i:иногда} даже подписывает."""
Furudo Erika,"""Она смиренно просит нас переполошить преступность в её округе, так как её отправят лично."""
{f:5:Bernkastel},"""Почему бы и нет? Преступление — это интересно."""
{f:5:Lambdadelta},"""Говорят, что они случаются везде, куда приходит детектив."""
Furudo Erika,"""Что ж, однажды. Если захочу, может, и загляну поиздеваться над ней. О, здесь ещё есть кое‐что о Сёстрах чиестах."""
{f:5:Bernkastel},""".........Подожди. Я не хочу слушать всё сразу. Отложим ненадолго для драматического эффекта. .........Всё, готово."""
{f:5:Lambdadelta},"""А‐а, наконец‐то моя правая рука вернулась! А теперь левую, пожалуйста!"""
{f:5:Bernkastel},"""Давай сначала выпьем чай. ......Эрика, принеси банку чёрного чая и горшочек с черносливом."""
Furudo Erika,"""Да, госпожа!"""
,"Закончив данное путешествие, Странствующие ведьмы опустили крылья."
,"...Всё ради того, чтобы начать новое путешествие в поисках следующего фрагмента."
,Короткий перерыв между поездками с приятным ароматом чёрного чая на заднем плане......
{f:5:Lambdadelta},"""Куда отправишься на этот раз?"""
{f:5:Bernkastel},"""......Если ты на север, я на юг."""
{f:5:Lambdadelta},"""Тогда, если ты на восток, я на запад."""
{f:5:Bernkastel},"""......Надеюсь, мы найдём ещё одну очаровательную историю, похожую на эту."""
{f:5:Lambdadelta},"""В следующий раз, я надеюсь, ты не станешь снова играть злодейку, Берн."""
{f:5:Bernkastel},"""Считаешь? Быть злодейкой было забавно."""
{f:5:Lambdadelta},"""......Интересно, какую историю мы найдём следующей."""
{f:5:Bernkastel},"""И в какой истории мы встретимся в следующий раз."""
{f:5:Lambdadelta},"""Влюблённым и море фрагментов по колено."""
{f:5:Bernkastel},"""Дети райка."""
{f:5:Lambdadelta},"""Морю фрагментов нет конца."""
{f:5:Bernkastel},"""Призрак в доспехах."""
{f:5:Lambdadelta},"""Мы снова встретимся. Когда заплачет что‐нибудь ещё."""
{f:5:Bernkastel},""".........Хорошо звучит. Давай скажем."""
,"{a:c:""""Мы снова встретимся. Когда заплачет что‐нибудь ещё.""""}"
,{a:c: Аха‐ха‐ха‐ха‐ха‐ха‐ха......}
,{a:c: Счастливые голоса ведьм исчезли вдали.}
,"{a:c: До встречи.{n} Увидимся снова, когда заплачет что‐нибудь ещё.}"
