Speaker,Russian (RU)
Willard H. Wright,"""Генджи считал примерно так. ......Лион того мира — истинный член семьи Уширомия. Нужно найти способ привезти этого ребёнка на Роккенджиму. Но он бы не смог объяснить столь неожиданное появление."""
Ushiromiya Lion,"""......Верно. Может, он думал, что я буду жить на острове, пока не привыкну, а потом он раскроет всё, когда представится шанс."""
Willard H. Wright,"""Но Лион того мира не имеет никаких особых привилегий. Серебряного кольца нет."""
Ushiromiya Lion,"""Выходит, дедушка обо мне не знал?"""
Willard H. Wright,"""Возможно, Генджи так и не нашёл подходящую возможность раскрыть правду..."""
Clair,"""Генджи наверняка хотел однажды рассказать правду и сообщить, что сирота любимой Беатриче Кинзо до сих пор жива. Но сказать такое было непросто."""
Zepar,"""Почему непросто?!"""
Furfur,"""Тупица, что было бы, если бы Нацухи узнала?!"""
Zepar,"""О, точно, если вдруг объявится Лион, Джессика перестанет быть преемницей!"""
,"Строго говоря, Джессика не была преемницей, но, поскольку она могла выбрать преемника руководства, это ничего не меняет."
Clair,"""Чем больше узнаёшь, тем менее простой становится эта история. Были и те, кто радовался моему рождению, и те, кто нет. ......Генджи оставалось лишь молча ждать наступления дня откровения."""
Zepar,"""Об этой истории знал только Генджи?"""
Furfur,"""Лион и Кинзо, Нацухи и Краусс, Джессика и все остальные! Никто из них ничего не знал!"""
Clair,"""Эта загадочная история берёт начало в 1976 году. О, я одна, но всё же нас много. Почему судьба покинула нас и продолжила свой беззаботный путь?.."""
,Люди считали юную слугу странной только первый месяц.
,Протесты Нацухи и Краусса сошли на нет.
,"В конце концов, это ничем не вредило."
,Так почему бы не принять прихоть Кинзо?..
,В итоге все привыкли и приняли эту слегка необычную повседневную жизнь.
Clair,"""Но только не остальные слуги Фукуин, которые всегда были рядом и считали, что ко всем должны относиться одинаково. Их недовольство по поводу особого отношения ко мне со временем стало накапливаться..."""
,"""Хорошая работа, Савачи. Как всё прошло сегодня?"""
,"""Мадам была в ужасном настроении. Она и впрямь скользила пальцем по подоконникам!"""
,"""Да, и ещё отчитала Тадаччи за медленную уборку. О боже, дайте нам передышку!"""
,Все дети в Доме Фукуин должны считать друг друга семьёй.
,"Поэтому все скрывают свои настоящие имена и употребляют новые, 'благословлённые'."
,"Быть может, из‐за иероглифа '{p:0:音}' в слове 'Фукуин', для создания нового имени почти всегда берут его и, по крайней мере, один иероглиф из первоначального имени ребёнка."
,"......Но если человеку дают новое имя, это ещё не значит, что его так легко примут."
,"Мальчикам и девочкам, живущим в одиночестве по различным обстоятельствам, иногда кажется, что их реальные имена и фамилии — связь, за которую стоит держаться."
,"Поэтому большинство детей Фукуин ненавидят свои '{p:0:音}'‐имена и называют друг друга прозвищами, основанными на их первоначальных именах."
,"Разумеется, только наедине. В присутствии директора Дома и других важных людей употребляются только благословлённые имена."
,На работе то же самое. А вне работы используются неофициальные прозвища.
,"Все привыкли жить с двумя именами и знали, как их употреблять."
,"""Ува‐а, ты воняешь. Иди прими душ."""
,"""Блин, почему здесь так тесно? Могли бы сделать общежитие побольше, раз у них такой большой особняк."""
,"""Эй, Гараши‐и. Почему только Ясу не в трёхместной комнате?"""
,Под Ясу они явно имеют в виду меня.
,Я совсем не помню своих родителей...... но мне дали фамилию 'Ясуда'.
,"И, судя по всему, моё прозвище образовалось от неё."
,"""Откуда мне знать? Комнаты распределял господин Генджи. Мне тоже это не нравится."""
,"""Да, да! Почему не по двое?!"""
,"""Что с Ясу вообще такое?"""
,"""Видимо, работа этого ребёнка — ездить с миледи в школу. ......Позиция школьного друга? Ничего не понимаю."""
,"......Естественно, в рабочие дни я сразу после школы возвращаюсь в особняк и работаю вместе с остальными."
,"Я помогаю в уходе за садом и в уборке особняка.{n}Я не могу делать работу сама, поэтому всегда только помогаю."
,"......Возможно, из‐за моего возраста, взрослые слуги всегда добры ко мне."
,"Похоже, моих коллег из Фукуин это раздражало."
,"""Вам не кажется, что Кумасава слишком мягка к Ясу? Как будто ошибочно принимает её за свою внучку!"""
,"""И с какой стати этому ребёнку платят так же, как нам? Я не понимаю!"""
,"""......Я знаю, что у тебя школа, но не забывай, что ты тоже слуга. Ты не можешь вечно помогать, так что учись делать работу самостоятельно, как все мы. Мы не собираемся вечно делать тебе поблажки."""
,............
,Я стараюсь как могу.
,"Но я ещё не так сильна, чтобы носить тяжести, и не могу поднять сразу многое."
,Я не умею правильно складывать одежду и плохо пользуюсь совком.
,"У меня никак не получается справляться так же хорошо, как все остальные......"
,"Покраснев...... я заметила Шаннон, которая наблюдала со стороны, но не вмешивалась."
,"......Шаннон — мой единственный союзник.{n}В отличие от меня, у неё всё хорошо получается."
,Однако она не балует меня.
,"Шаннон показывает мне, как надо, но никогда не берёт на себя мою работу."
,Она потрясающая.
,"Я хочу скорее стать такой, как Шаннон."
,"......Она никогда не говорит о других за их спинами, и никто не говорит о ней за её спиной. Она добрая и ладит со всеми."
,"Я хочу походить на неё. И она всегда любезно наблюдает за тем, как я стараюсь стать такой, как она."
,"""......Что...... я здесь делаю?"""
Shannon,"""Не знаю."""
,"Хотя я просто бормотала в потолок, Шаннон дала мне честный ответ."
Shannon,"""Могу сказать только то, что это наверняка часть задумки Бога."""
,"""Ещё одно божье испытание?.."""
Shannon,"""Да. Считай это испытанием, помогающим тебе вырасти замечательным человеком. Ведь ты особенный, избранный человек."""
,"""......Я...... особенная?"""
Shannon,"""Конечно. Все остальные уже выросли, но только ты была достаточно особенна, чтобы тебя выбрали в таком возрасте."""
,"""Почему такого возраста здесь только я? Я ничего не могу делать сама."""
,"Все жалуются, что я здесь просто для игр с миледи."
,"Но мадам ясно дала понять, что мне нельзя считать миледи подругой и разговаривать с ней как со сверстницей."
Shannon,"""Да, ты на десять лет младше остальных, а значит, продержавшись до тех пор, пока не станешь того же возраста, что они, ты будешь гораздо опытнее новичков, которые придут позже. Даже господин Генджи признает твои таланты, и ты станешь лидером, способным обучать новых детей, приходящих из Дома Фукуин."""
Shannon,"""И тогда, я уверена, все зауважают тебя. К тому времени даже Господин, мадам и господин Краусс признают твои навыки. Вот каким будет твоё будущее."""
,"""......Так же, как гадкий утёнок становится лебедем?"""
Shannon,"""Возможно. Ведь очень необычно, что тебя выбрали слугой семьи Уширомия. ......Кто знает, вдруг тот слух правдив, и ты действительно ребёнок члена семьи.*хи‐хи*."""
,"Шаннон засмеялась, сказав 'Было бы здорово' и 'Тогда ты тоже будешь очень богатой'."
,Но я сомневалась.
,"Ведь...... если это так, почему мне пришлось жить совсем одной, в Доме Фукуин?"
,Со мной играли только Шаннон и люди вроде директора Дома.
,"У меня не было никаких других друзей для игр...... и я всё время проводила одна, в своей одинокой комнате."
,"Может, из‐за моей хрупкости и постоянной рассеянности...... мне было одиноко."
Furfur,"""Эй, Генджи! Сколько тебе известно?"""
Zepar,"""Ты никогда ни о чём не говорил, но знал всё с самого начала, да?"""
Ronoue Genji,"""............"""
Zepar,"""19 лет назад ты услышал от Нацухи, что слуга упала с обрыва с ребёнком на руках."""
Furfur,"""Затем ты спустился на дно того обрыва и понял, что ребёнок ещё жив?"""
Ronoue Genji,"""......Не мне было судить, жив ребёнок или мёртв."""
Zepar,"""Тогда кому?"""
Furfur,"""Врачу, конечно же!"""
,"""""Что скажете, доктор Нанджо?!!"""""
Nanjo Terumasa,"""..................Ничего, если я расскажу?"""
Ronoue Genji,"""......Прошу вас...... если вы не против."""
Nanjo Terumasa,"""............ Хорошо."""
Nanjo Terumasa,......После несчастного случая Генджи немедленно связался со мной и попросил втайне провести осмотр.
Zepar,"""Втайне?"""
Furfur,"""Почему?"""
Nanjo Terumasa,"""......И Беатриче Кувадориана, и её ребёнок были неучтёнными людьми, которых вроде как не было. Могли возникнуть неприятности, выйди это на публику..."""
Ronoue Genji,"""Я начал процедуры по регистрации ребёнка, но тогда они ещё не были завершены. Ребёнок 'умер' в самое неподходящее время."""
Furfur,"""Поэтому объявили, что погибла только упавшая слуга?"""
Zepar,"""Нацухи никому не говорила. Ничего сложного!"""
Furfur,"""Но тот ребёнок ведь был жив?"""
Nanjo Terumasa,"""Да. ......Естественно, ребёнок был тяжело ранен. Чудо, что он выжил с такой раной. Если бы немного другой угол или если бы Генджи принёс ребёнка чуть позже... Этому ребёнку удалось выжить только благодаря ряду чудес."""
Ronoue Genji,""".........Я утратил надежду. Я не верил, что ребёнок мог выжить."""
Furfur,"""Но выжил."""
Zepar,"""Жизнь так сильна и эластична!"""
Furfur,"""Нет, такова судьба."""
Zepar,"""Судьба! Значит, ребёнку было суждено выжить и в конце концов совершить нечто великое?!"""
Ronoue Genji,""".........Да, вероятно, такова судьба. Я подумал, что госпожа Беатриче из Кувадориана, чья жизнь закончилась на Роккенджиме, передала этому ребёнку нечто, что спасло его."""
Clair,"""Но Генджи не сказал Кинзо, своему господину, о том, что ребёнок выжил. Он просто сказал, что тот разбился насмерть в результате несчастного случая. Кинзо скорбел, но его траур был больше безумием, чем горем......"""
Zepar,"""О‐о, {f:5:Беатриче}, почему ты опять ускользнула от меня?!"""
Furfur,"""Почему, я ведь поклялся никогда больше не совершать ту же ошибку, ну почему?!!"""
Clair,"""Был один вопрос, который Генджи не доверил своему уважаемому господину. Вопрос, сможет ли Кинзо принять потомка Беатриче как своего потомка."""
Clair,"""Генджи много лет служил и Беатриче Кувадориана. Он прекрасно знал о её чувствах. Он знал, что она приняла любовь Кинзо и уважала его как отца."""
Clair,"""Но её любовь не была такой же, как любовь Кинзо. Он считал её перерождённой Беатриче и пытался с её помощью утолить многие чувства, которые испытывал к покойной Беатриче. Разумеется, Беатриче Кувадориана не могла принять эти чувства. В конце концов её лишил целомудрия тот, кого она считала своей единственной семьёй и уважала как отца......"""
Zepar,"""Она считала его отцом, а он считал её женой!"""
Furfur,"""О, до чего неуправляемая, запретная любовь!"""
Ronoue Genji,"""......В некоторой степени я понимаю чувства господина Кинзо. Он не относился к ней так же, как к покойной госпоже Беатриче, с самого её рождения. Кинзо...... говорил мне об этом пару раз, когда мы выпивали."""
Nanjo Terumasa,"""Мне всегда казалось, что он просто шутит. Я всегда думал, что он просто шутит."""
Zepar,"""Он удивился, заметив, что его дочь всё больше и больше напоминала мать?"""
Furfur,"""Пока она росла, он страдал от запретной эмоции, которую не мог побороть?"""
Ronoue Genji,"""......Он может повторить...... ту же ошибку. ......Вот что я думал."""
Nanjo Terumasa,"""............"""
Ronoue Genji,"""Госпожа Беатриче много страдала. И всё же, она так и не поняла разницу между своими чувствами и чувствами господина Кинзо. ......Я часто говорил с ней о её глубочайших чувствах, но не мог заставить себя сказать ей правду."""
Zepar,"""Это было бы непросто!"""
Furfur,"""Представь: сказать ей, что тот, кого она уважает как отца, хочет заменить ею её покойную мать!"""
Nanjo Terumasa,"""......Уважаемые присутствующие, я смиренно прошу слова ради чести Кинзо. Он тоже сильно страдал. Ему было больно осознавать, что он больше не может относиться к своей дочери как к дочери. ......Я говорил ему, чтобы он любил её как отец. Думаю, Кинзо последовал своей логике и совести и пытался сопротивляться..."""
Clair,"""Кинзо любил её. Он излил свою любовь на дочь покойной Беатриче. Он сделал это как отец. И всё же, почему тогда он дал дочери имя матери?"""
Clair,"""Да, грех Кинзо берёт начало с того момента, когда она обрела жизнь. Она родилась, а Беатриче умерла. ......Он передал имя от матери к дочери. Кинзо уже в момент её рождения решил, что она была перерождённой Беатриче..."""
Willard H. Wright,"""Потом появляется Лион. ......Стараясь искупить свой грех, Кинзо попытался сделать своего потомка истинным членом семьи Уширомия."""
{f:5:Bernkastel},"""......Именно. Наверное, если я заговорю о других фрагментах, меня ущипнут за зад...... но вдруг есть фрагмент...... где Лион в семье, ...а Кинзо снова совершил тот же грех? Хотите, поищу? *хи‐хи*хи‐хи*......"""
Ushiromiya Lion,"""Кто захочет на это смотреть?......Смешивать худшую возможную чушь с возможностями каждого уголка жизни человека и насмехаться над ним — ваша работа?!"""
Willard H. Wright,"""К сожалению, она из таких демонов."""
{f:5:Bernkastel},"""Как грубо. Я ведьма. *хи‐хи*......"""
Willard H. Wright,""".........Генджи предвидел худший вариант будущего и, стараясь обеспечить лучшее будущее, намеренно солгал о смерти ребёнка."""
{f:5:Bernkastel},"""Верно. Кинзо был так импульсивен, что использовал родную дочь. Генджи, который знал о чувствах Беатриче и испытывал к ней симпатию, не мог так просто довериться ему."""
Willard H. Wright,"""Даже Генджи, самый преданный слуга Кинзо?"""
{f:5:Bernkastel},"""Генджи провёл чёткую грань между профессиональным и личным. Он верно служил ему и вместе с тем считал, что ошибку Кинзо с дочерью нельзя вот так взять и простить."""
Willard H. Wright,"""......Возможно. И чтобы убедиться, что никто не узнает, Генджи солгал о возрасте ребёнка, снизив его на три года."""
Ushiromiya Lion,"""Верно. В том мире я иду в начальную школу в 1976 году. Тогда мне было уже 9 лет."""
Willard H. Wright,"""Если причиной не была твоя хрупкость...... Генджи должен был осторожно замаскировать год твоего рождения. И Кинзо, и Нацухи... так просто не забыли бы ребёнка из 19‐летней давности. Если бы на остров приехал работать слугой подозрительно юный ребёнок того же возраста, женская интуиция Нацухи догадалась бы."""
,"Ребёнок был слишком болен, чтобы три года ходить в школу? Или же возраст подделали, чтобы Нацухи ничего не узнала?"
Willard H. Wright,"""Как бы то ни было, мы знаем, что твой возраст в том мире был снижен на три года."""
{f:5:Bernkastel},"""......Именно. Лион того мира младше на три года. ......Речь идёт о маленьком, слабом ребёнке. Слаборазвитом ребёнке. Подделать возраст должно было быть на удивление просто."""
Clair,"""Генджи решил ждать и смотреть. Сможет ли Кинзо принять ребёнка Беатриче как своего ребёнка? Ребёнок до подходящего возраста жил в Доме Фукуин, а после он вызвал этого ребёнка на остров как слугу. И отец, и ребёнок понятия не имели, кем приходились друг другу. У Генджи возникла мысль если Кинзо действительно любит как родитель, он заметит в этом ребёнке черты покойных матери и дочери."""
Clair,"""И так, даже если никто не скажет им правду, они обязательно наладят отношения родителя и ребёнка. Вот что он думал. ......Или же время может прийти само собой. Тогда он сможет рассказать правду и отцу, и ребёнку. Веря, что такой день в конечном итоге настанет, Генджи никому ничего не сказал. ......Он наблюдал за ребёнком Беатриче, ожидая рокового дня..."""
,А время продолжало идти.
,"Дни летели, пока он молча наблюдал за ребёнком Беатриче......"
