Speaker,Russian (RU)
Ushiromiya Krauss,"""Ха‐ха‐ха. Верно. Обычно число должно быть меньше, чем ожидаешь. Но всё равно, как?"""
Ushiromiya Rudolf,"""......О, понял, понял. Это можно сделать только потому, что режешь сыр."""
Ushiromiya Kyrie,"""Точно. Делать такое с праздничным тортом настоящая волокита."""
Ushiromiya Hideyoshi,"""Ва‐ха‐ха! Верно. Можно так разрезать сыр, но с тортом это не пройдёт."""
Ushiromiya Battler,"""Э? Что? Все знают ответ?! Чёрт, я один не понимаю?!"""
Ushiromiya Jessica,"""О, поняла! Вот как, надо думать трёхмерно."""
Ushiromiya Battler,"""Стоп, даже Джессика?! Я не понимаю! Что дела‐а‐ать?!"""
Ushiromiya Maria,"""Ки‐хи‐хи‐хи‐хи, я знаю ответ. Он здесь написан. Ки‐хи‐хи‐хи."""
Ushiromiya Rosa,"""Ты ведь не знала, пока не подсмотрела? *хи‐хи*, понял, Баттлер?"""
Nanjo Terumasa,"""Вот как, я тоже понял. С сыром такое возможно."""
Ushiromiya Battler,"""Гья?! Даже доктор Нанджо?! Неужели? Я один не понимаю?!"""
Furudo Erika,"""......Если приготовить ваш мозг, он, наверное, станет плоским, как сыр. *хи‐хи*хи‐хи*......"""
Ushiromiya Battler,"""Это же не 'сделать ноль разрезов ножом и разломить его руками'?"""
Ushiromiya Jessica,"""Конечно нет. Сыр нельзя резать ничем, кроме ножа."""
Ushiromiya George,"""Представь трёхмерный сыр. Если трудно — нарисуй на салфетке."""
Ushiromiya Battler,"""З‐значит, имеется большой кусок сыра, так?.. Затем мы ножом разрезаем его на восемь частей............ Только по прямой линии?"""
Ushiromiya Rosa,"""Да, верно. Нож режет только по прямой. ......О, а вот подсказка. Можно резать только по прямой линии, но разрезать там, где хочешь."""
Ushiromiya Rudolf,"""Представь разные способы воткнуть нож."""
Ushiromiya Krauss,"""Подумай вне пространства. Покажи, на что способен, Баттлер."""
,Имеется большой кусок сыра.
,"Сколько раз его нужно разрезать ножом, чтобы получить восемь частей?"
,"Очевидно, что четыре."
,А если ещё меньше?
,"Подсказки говорят 'это можно сделать потому, что режешь сыр'.{n}С тортом ко дню рождения ничего бы не вышло."
Ushiromiya Battler,""".........Сыр. ...Сыр. ......Что‐то, что можно сделать с сыром? ......O, ..о‐о‐о‐о‐о‐о!!! Я понял, понял! Я совсем не о том думал! До этого не додумаешься, если не мыслить гибко!.."""
Furudo Erika,"""Вижу, до вас наконец дошло. Надеюсь, это верный ответ."""
Ushiromiya Battler,"""Сыр можно резать только ножом, верно? Нож режет только по прямой, так? Других правил ведь нет? Нет?!"""
Ushiromiya Maria,"""У‐у. Нет."""
Ushiromiya Battler,"""Отлично, значит, я прав! Фью‐ю, как сложно... Почти как загадка!"""
Ushiromiya Jessica,"""Ха‐ха‐ха, всё просто: ничего не добьёшься, если будешь резать только сверху. Делаешь два разреза сверху, чтобы получить четыре части. А дальше, разрезав поперёк, разделишь на верхнюю и нижнюю половины, и получится восемь равных частей!"""
Ushiromiya George,"""Не думая трёхмерно, не найдёшь ответ. В общем, правильный ответ — три."""
Ushiromiya Battler,"""......Э? Правда? Я...... думал, что один."""
Ushiromiya Hideyoshi,"""Ва‐ха‐ха‐ха! Что за магия такая?! Одним это невозможно."""
Ushiromiya Rosa,"""*хи‐хи*. Это не загадка, а обычная математическая задача."""
Ushiromiya Battler,""".........Э? O...... в самом деле?.. Н‐н‐н, я сразу подумал о трёх разрезах...... но мне показалось, что это слишком просто, и я немного закрутил......"""
Ushiromiya Maria,"""......Ответ Баттлера меньше, чем в книге. Он прав?"""
Furudo Erika,"""Да, прав. .........Баттлер прав. Правильный ответ — один разрез."""
,"Баттлер был рад тому, что его ответ подтвердили...... но лицо Эрики вдруг утратило оживлённый вид."
Furudo Erika,""".........Подумать только, что догадалась не только я... и из всех это вы."""
Ushiromiya Battler,"""Твой ответ тоже 'один', Эрика?......Наверное, ты тоже думала вне пространства."""
Furudo Erika,"""Поистине глупо произвольно выбирать форму лишь потому, что слышишь о куске сыра."""
Ushiromiya Ange,"""Не может быть. Братик ведь ошибается? Как можно разрезать на восемь частей менее чем тремя разрезами?"""
{f:5:Featherine},"""Как глупо, дитя человека. *хи‐хи*хи‐хи*...... Сказано, что надо разрезать на восемь частей, но нигде не написано, что они должны быть одинакового размера..."""
Ushiromiya Ange,"""Всё равно это невозможно. Надо резать не ножом, а чем‐то другим?"""
{f:5:Featherine},"""В правилах сказано, что резать можно только ножом и что нож режет только по прямой. Но ничего другого там не написано...... Нигде не указана форма сыра."""
Ushiromiya Battler,"""Понятно... Услышав про большой кусок сыра, вы представили плоский цилиндр вроде камамбера. ......Я представил нарезанный сыр, который кладут в тост на завтрак. ......Ведь мне не часто приходится резать ножом целые сырные блоки."""
Furudo Erika,"""......Форма сыра в правилах не указана. Ошибка авторов книги. Думаю, в книге Марии картинка сыра в виде плоского цилиндра."""
Ushiromiya Maria,"""У‐у. Да. Вот."""
,"Как Эрика и предположила, в книге Марии была иллюстрация такого сыра, какой она описала."
,......С сыром такой формы правильный ответ и вправду три разреза.
,"Сверху режешь его +, чтобы разрезать на четыре части.{n}А дальше разрезаешь поперёк и получаешь восемь частей."
,"Но иллюстрации нет, поэтому форму сыра можно выбирать самим."
Ushiromiya Kyrie,"""......Верно. Когда задача была поставлена, нигде не говорилось, какой он формы и гибкости."""
Furudo Erika,"""Именно. Кажется, Баттлер стал думать более гибко, когда дело дошло до мозга и сыра."""
Ushiromiya Jessica,"""Я...... я не понимаю. Как можно получить восемь частей, разрезав сыр один раз?"""
Furudo Erika,"""Почему бы не показать на примере этой бумажной салфетки. Представьте, что это ломтик сыра."""
Ushiromiya Battler,"""......Вот так. Складываем его гармошкой. ......Сколько раз его нужно сложить, чтобы получить восемь частей?.."""
Furudo Erika,"""Шесть раз."""
,"Чтобы сложить его гармошкой, чередуешь восходящие и нисходящие сгибы."
,"Если сделать так шесть раз, получится гармошка."
Ushiromiya Battler,"""Обычный сыр раскрошится, если попробовать так сложить его...... но в правилах сказано, что его можно разрезать только ножом, верно?.."""
Furudo Erika,"""Да, с этим проблем нет. Ведь это волшебный сыр, который можно только резать ножом."""
Ushiromiya Battler,"""Сложив...... если разрезать его посередине, начав сверху..."""
Ushiromiya George,"""......То... ......точно. Получается восемь частей."""
Ushiromiya Jessica,"""Се... секунду. Так не все части одинаковы, верно?!"""
Furudo Erika,"""......Сказано разрезать его на восемь частей. Там не написано, что они должны быть одинаковыми. ......Хотя, если складывать по‐другому, можно сделать их одинаковыми, но я бы не хотела запутывать вас, тугодумов, объяснением. Эхе‐хе‐хе‐хе‐хе‐хе‐хех......"""
Nanjo Terumasa,"""O...... о‐о‐о‐о‐о‐о............"""
,Все были поражены......
,"Баттлер нашёл ответ лучше трёх, считая вопрос загадкой."
,"Эрика уже знала оба ответа и даже заметила ошибку, допущенную в книге."
,......Остальные удивлённо уставились на них.
Ushiromiya Rosa,"""Не... ......невероятно. ...Так это мы не думали гибко?.."""
Nanjo Terumasa,"""Какой же...... провал."""
Ushiromiya Kyrie,"""Мы думали трёхмерно...... но, похоже, Баттлер и Эрика мыслили на ступень выше."""
Furudo Erika,"""......Вижу, игра с ведьмой вас ужесточила. ......Головоломки без указанных правил — всё, что не связано красной правдой — наблюдатель может понимать как хочет. ......Это самая основа методов уничтожения закрытых комнат ведьм."""
Ushiromiya Battler,"""Ты о чём?.. Цитата из романа?.."""
Furudo Erika,"""............... Ну, пока что так и назовём. Всё‐таки у всех вас мозги жёсткие, как каменный сыр. *хи‐хи*хи‐хи*хи‐хи*!.."""
,"Эрика, нисколько не сдерживаясь, взглянула на остальных и саркастично засмеялась..."
,Одна Мария не заметила яда в этом смехе и радостно перевернула страницу.
Ushiromiya Maria,"""У‐у! Тогда следующий вопрос. Имеется три стакана и шесть монет. Разделите монеты так, чтобы одна была в первом стакане, две — в другом, а три — в третьем. У‐у!"""
Ushiromiya Jessica,"""Подожди‐ка, это же просто."""
Ushiromiya Jessica,"""Нужно всего лишь положить одну монету в первый стакан, две — в другой, три — в последний, и готово."""
Ushiromiya Maria,"""Но можно ли так сделать с пятью монетами?! У‐у!"""
Furudo Erika,"""Ещё одна шаблонная задача. Неужели вы собираетесь тратить на неё драгоценные секунды?.."""
,"Эрика с неприятным взглядом глазела по сторонам, ведя себя совершенно неуместно как для гостьи, так и для своего возраста..."
,"Она уже не была гостьей, которая останется до окончания шторма."
,"Теперь она стала раздражающей гостьей, которая не уйдёт, пока шторм не кончится..."
,"Все так думали, но не могли сказать вслух..."
Ushiromiya George,"""Э‐э...... кстати, о монетах, я слышал, можно продемонстрировать умение обращаться с палочками для еды, подняв ими монеты..."""
Furudo Erika,"""Палочки! Да, верно, палочки для еды. Самые элегантные принадлежности на планете. Тыкать во что‐то и рубить ножами и вилками — полнейшее варварство! Палочки лучше всего. Для меня обращение с ними — искусство."""
,Джессика чуть было не сказала 'Разве палочки для еды не просто палочки?'... но вовремя себя остановила.
,"Она поняла, что будет лучше, если пока Джордж возьмёт на себя контроль..."
Ushiromiya George,"""У меня есть монета, хотите посоревноваться со мной? Я хорош с палочками."""
Ushiromiya Hideyoshi,"""То... точно... Мы учили Джорджа."""
Ushiromiya Krauss,"""Действительно. Воспитание приводит к хорошим манерам за столом. Эрика сама произвела хорошее впечатление."""
Ushiromiya Rudolf,"""Я тоже одолжу вам пару монет. Чем их больше, тем интереснее."""
Ushiromiya Natsuhi,"""Джессика. Смотри внимательно и учись."""
Ushiromiya Jessica,"""Во... вот достали!.."""
Ushiromiya George,"""Ну что, давайте начнём. Посмотрим, кто перебросит себе в тарелку больше монет."""
Furudo Erika,"""Всегда готова! Палочки, палочки, ха‐а ха‐а!"""
,......На сей раз Джордж повернул разговор в правильном направлении.
,"Все остальные поняли и помогли сменить тему, переключившись на битву палочек."
,"Теперь все они знали, что Эрика слишком гордится своим интеллектом."
,"И, видимо, у неё есть дурная привычка смотреть на других свысока."
,"Она ловкой рукой фокусника развернула свои палочки и уставилась на монеты, разбросанные по столу, как собака, выпрашивающая еду......"
,"......Тревожный шум ветра вписался в шум дождя, походя на вой чудовищного зверя."
,"Напомнив печальный крик, он вдруг превращался в рёв и бил по окну, ещё больше устрашая и нервируя..."
,"Через тонкую щель приоткрытой двери вливался свет из коридора...... и, казалось бы, нёс с собой смех — тёплый и счастливый, но очень далёкий..."
,Остальные наверняка весело проводят время в столовой...
,Хочу скорее туда...
,.........Там точно будет и моя семья...{n}Я не хочу быть один в таком месте......
,......Папа............... мама......
,"Я снова и снова упорно пытался открыть дверь, но беспощадная цепочка никак не давала двери открыться шире этой щели."
,"С другой стороны, чувство, что выход так близко, лишь делало меня ещё более нетерпеливым."
,"......Сглотнув и пытаясь проигнорировать страх, что за моей спиной кто‐то затаился...... я тихо закрыл дверь."
,Свет из щели...... просто ловушка.
,"Эти железные оковы пытаются навечно запереть меня здесь, наводя на мысль, что я всего в одном дюйме от выхода, который на самом деле никогда не откроется......"
,Нужно выбраться из этой жуткой комнаты...{n}...... Скорее...
,"Когда я закрыл дверь, тот жуткий шум ветра и дождя стал единственным, что было слышно."
,"Ветер усиливался, тряся оконную раму, словно чудовище в клетке, трясущее прутья..."
,......Я так испугался этого монстра...... что не мог не отвести взгляд от окна.
,"Надо искать. Если нельзя выйти через дверь, нужно найти другой выход......"
,В стороне от двери стоял шкаф.
,"Внутри было достаточно места для пальто.{n}......Разумеется, он не вёл наружу."
,В прятках там было бы интересно спрятаться.
,"Но в этой ужасающей комнате...... сделать так не лучше, чем залезть в собственный гроб..."
,......Если я туда войду...... то могу уже не выйти.
,"Из‐за этого непостижимого страха по спине пробежала дрожь, и я поспешно закрыл дверцу шкафа......"
,Осталась...... ещё одна дверь.
,За ней оказалась ванная комната.
,"......Конечно же, там не было выхода. Не было даже окон."
,"Если поверну кран, оттуда хлынет вода...... а затем исчезнет в водостоке и потечёт наружу...... но мне так не выйти."
,"......Если, конечно, не залезть в ванну, вытащив из водостока пробку, и не разорвать плоть и кости..."
,"У меня возникло такое чувство, будто это единственный выход наружу, и чёрная пробка в водостоке ванны выглядела безумно страшно..."
,"Я испробовал много чего — как умственного, так и физического, — но через ванную и вправду было не выбраться......"
,Далее......... окно.
,За ним кромешная тьма.{n}По стеклу хлестали дождь и яростный ветер...
,"Темнота по другую сторону окна тревожила, но мне было всё равно куда пойти, лишь бы выйти из этой комнаты."
,Однако окно...... было закупорено.
,"Посередине окна, которое распахивается как двойные двери, было несколько уродливых металлических скоб."
,"Они нервировали даже больше цепочки на двери, словно грубый рубец на жутком чудовище."
,"Ветер и дождь хлестали и трясли оконную раму, вызывая громкие скрипы."
,"Однако, в отличие от двери, в окне не открыть и щели."
,......С меня... довольно.
,Хватит уже... Что с этой комнатой?..
,"С меня хватит этой жуткой комнаты... Хватит, хватит, хватит, хватит!.."
,Наружу можно выйти только через дверь и окна.
,"И, по сравнению с толстой дверью, окно, похоже, можно сломать."
,Я разобью его.
,"......Если бросить в него стул, стекло разобьётся."
,Я бы смог сломать и деревянную решётку на этом решётчатом окне.
,"Мне всего лишь нужно пробить достаточно большую дыру, чтобы выбраться."
,......Я схватил причудливый антикварный стул и направился обратно к окну.
,A.........а‐а‐а‐а‐а‐а‐а‐а!..
,Бить по нему. Снова и снова.
,"Стекло с громким треском разбилось, рама застонала и заскрипела."
,"Бить, бить по ней. Раз за разом."
,Осталось только пробить эту деревянную решётку!..
,......Проклятье...... что за... чёрт...
,Несмотря на разбитое стекло...... несмотря на обрушившийся на меня холодный дождь...... я никак не могу сломать эту решётку!..
,Это не железные прутья.{n}Просто тонкая деревянная сетка...
,"Она такая хрупкая, что постоянно скрипит, так почему она не ломается?!"
,"Нет, стоп, вдруг она уже почти сломана.{n}Что если ударить по ней под другим углом, а не просто бить напрямую?"
,"Я высунул левую руку через отверстие в сломанном решётчатом окне, правой рукой схватил раму и попытался сломать её, тряся с обеих сторон."
,Моя рука начала леденеть от холодного ветра и дождя...
,"......Пока я продолжал трясти, в меня впивались осколки стекла, торчащие из сломанной рамы, и моё запястье окрасилось кровью."
,"Хотя... если я могу выйти отсюда, эта боль не так уж и страшна."
,Но...... я не могу выйти. Я застрял.{n}Она не открывается... У меня не выходит сломать её!..
,"Чем яростнее я трясу раму, тем больше осколков впивается в моё левое запястье, причиняя сильную боль. ......Стоп, что...... э? Ой... ой‐ой‐ой‐ой?!"
,"Не успел я осознать, как осколки на раме высунулись наружу."
,Словно уродливый зверь пытался стеклянными зубами прожевать мою руку.
,"Мне не просто казалось, что они увеличиваются."
,"Они действительно на моих глазах становились длиннее....... а‐а‐а‐а, и они разжёвывают мою руку!!!"
,"Я отчаянно пытался вытащить руку, но они уже пробились глубоко в моё запястье, и я не мог ею двигать."
,"Я приложил все силы, но это только ещё больше вредило, а стекло даже не шелохнулось!.."
,"Какого... чёрта?!! П‐проклятье, отпусти...... отпусти, отпусти!.."
,"Я снова и снова бил по стеклу правым кулаком, но это только повреждало правую руку и ничуть не освобождало другую..."
,"И вдруг............ левой рукой, застрявшей под дождём снаружи, я задел... нечто скользкое..."
,Ч... ......что?!
,"Вряд ли это лист, сорванный ветром!.."
,В смысле...... было похоже на прикосновение мокрой руки......
,Затем...... оно крепко сжало мою левую руку.
,"Почувствовав пять пальцев...... я понял, что её коснулся кто‐то из тьмы снаружи."
,"И............ да, ...я знаю, кто это......"
,"Ведьма... Пугающая ведьма, по ночам правящая Роккенджимой......"
,"Двумя руками, промокшими под ледяным дождём...... мою руку нежно ласкали."
,"Но даже если я мог разобрать прикосновения, в такой темноте я ничего не видел......"
,Потом......... когда я почувствовал их возле пальцев...... мой безымянный палец вывихнуло.
,O... ой‐ой‐ой‐ой... О... ......он сейчас сломается...... гья‐а!..
,......В этот момент я впервые что‐то увидел в темноте.{n}Что‐то белое.
,Тьма...... оскалилась... и обнажила белые зубы.
,"Затем...... этот рот с жуткими белыми зубами, которые выстроились рядом с моим вывихнутым пальцем...... раскрылся........."
,И... ......и‐и‐и...... ...............
,"Должно быть, оно смеётся надо мной из темноты."
,Жуткий рот ещё больше скривился в широкой ухмылке.
,"У меня возникла страшная мысль о том, что оно пытается сделать с моим пальцем."
,По спине пробежала дрожь.
,"......Я сопротивлялся как мог, но стеклянные клыки никак не хотели отпускать мою левую руку."
,А потом......... оно слабо укусило мой палец.
,.........В одно мгновение плоть и кость была сломана и разодрана.......
,*хруст* *надлом* *разрыв* *хлюп*...*всплеск*.
Furudo Erika,"""......Вы ничего сейчас не слышали?"""
Ushiromiya George,"""Я тоже слышал. Какой‐то глухой звук......"""
Ushiromiya Jessica,"""Просто ветер бьёт по окну. Хе‐хе, это же потрёпанный старый особняк, как‐никак."""
Ushiromiya Battler,"""Да, жутковато. Когда шесть лет назад я был мальчишкой, помню, ночами всё боялся, что ведьма и впрямь ходит по особняку."""
Ushiromiya Maria,"""У‐у, она существует! {f:5:Беатриче} существует!"""
Furudo Erika,""".........Что в другом конце коридора?"""
Shannon,"""Там гостевые комнаты, но они сейчас пустуют."""
Ushiromiya George,"""Да. Ведь теперь у нас есть домик для гостей. До этого мы всегда останавливались в гостевых комнатах."""
Ushiromiya Battler,"""Ага, я тоже помню. Меня поразило великолепие домика для гостей, когда я его сегодня увидел."""
Ushiromiya Jessica,"""Ну, его же только‐только построили. Хотела бы я переместить туда свою комнату. Шаннон, комната Эрики ведь тоже в домике для гостей?"""
Shannon,"""Да. Мы подготовили там комнату для неё."""
Furudo Erika,"""......И, раз домик для гостей находится на приличном расстоянии от особняка...... какая бы беда ни случилась, вы ничего не услышите, и наоборот."""
Ushiromiya Battler,"""Надо же. Ты всё ещё в режиме детектива? Ихи‐хи, звучит так, будто ты будешь разочарована, когда все мы завтра проснёмся и скажем друг другу 'Доброе утро'."""
Furudo Erika,"""*хи‐хи*, точно. Будет проблематично, если к завтрашнему утру нас не станет меньше. Правда?"""
Shannon,"""По... позвольте я провожу вас в домик для гостей..."""
,"Взрослые вот‐вот начнут разговор, который дети не должны слышать.{n}......Ещё немного — и начнётся настоящее семейное собрание."
,"Следуя за Шаннон в домик для гостей, дети и Эрика проходили по залу..."
Ushiromiya George,"""Кажется, льёт ещё сильнее прежнего."""
Ushiromiya Battler,"""......Тогда, может, посмотрим телевизор в гостиной, пока не перестанет?"""
Ushiromiya Maria,"""Мама сказала вернуться в домик для гостей. Пойдёмте, не то она разозлится. У‐у."""
Ushiromiya Jessica,"""Думаю, там будет куда спокойнее... Я более чем счастлива убраться подальше от неприятных голосов и лиц наших родителей."""
Furudo Erika,""".........*хи‐хи*хи‐хи*. Всё встаёт на свои места."""
,"Эрика хихикнула, не скрывая нескромный взгляд."
Shannon,"""Я схожу за зонтиками. Подождите, пожалуйста."""
Furudo Erika,"""О, секунду. Меня тут заинтересовало. ......Кто эта женщина с того портрета?"""
Furudo Erika,"Что ж, если честно, я уже знаю, что это портрет Беато."
Furudo Erika,"......И всё же, будет невесело просто пройти мимо, как в прошлой игре."
,"Прошептала Эрика, но, конечно же, её никто не услышал."
Shannon,"""......Это благодетельница Господина, госпожа {f:5:Беатриче}."""
Ushiromiya George,"""Я слышал, она дала дедушке груду золота, и, значит, за возрождение семьи Уширомия нужно благодарить её."""
Ushiromiya Jessica,""".........Она всего лишь ведьма из иллюзий деда. Говорят, каждую ночь по коридорам особняка бродит её призрак."""
Ushiromiya Battler,"""Эй, хватит... Когда я был младше, эта история так пугала меня, что я не мог оставаться ночью в особняке."""
Ushiromiya George,"""Кстати, да. А сейчас, шесть лет спустя?"""
Ushiromiya Battler,"""Я совсем забыл, но, глядя на портрет, чувствую, как старый страх постепенно возвращается."""
Ushiromiya Maria,"""У‐у. {f:5:Беатриче} не страшная. Пока вы её уважаете. А если нет......... ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи! Да, Шаннон?!"""
Shannon,"""Э...... да. ......Этот слух ходит и среди служащих. ......Слухи о том, что во время ночного обхода слуги натыкаются на таинственные силуэты... или на золотых бабочек..."""
Ushiromiya Jessica,"""Да, дело было в прошлом году или в позапрошлом? Кто‐то из слуг упал с лестницы и был так тяжело ранен, что уволился. Разве не говорили, что всему виной проклятие {f:5:Беатриче}? Ихи‐хи‐хи‐хи~!"""
,"Джессика словно рассказывала страшилку, пытаясь напугать Эрику, но та лишь презрительно усмехнулась."
Ushiromiya Battler,"""Х‐хватит уже, жутко... Это ведь мог быть обычный несчастный случай? Всего лишь случайность?"""
Ushiromiya George,"""......Он произошёл сразу после того, как дедушка повесил сюда этот портрет. Наверное, в позапрошлом году. ......Если я правильно помню, слуга упала с этой лестницы?"""
Ushiromiya Jessica,"""Да, да. Всё‐таки этот безумно огромный портрет очень выделяется. Когда его только повесили, все обсуждали, что это может быть. ......А потом, когда вскоре произошёл тот несчастный случай, люди заговорили о проклятии {f:5:Беатриче}."""
Furudo Erika,"""Так страшилки о {f:5:Беатриче} начали появляться после того, как повесили портрет?.."""
Shannon,"""......Н‐нет. Слухи о блуждающем призраке госпожи {f:5:Беатриче} ходили и до этого. Но, по‐моему, эти истории возросли в количестве после того, как повесили портрет..."""
Ushiromiya George,"""......До этого, даже если люди слышали о ведьме {f:5:Беатриче}, они не знали, какая она. Полагаю, благодаря этому портрету они стали ясно представлять её, ещё больше усиливая слухи."""
Furudo Erika,"""И...... кто первым заговорил о ведьме {f:5:Беатриче}?"""
Ushiromiya Jessica,"""Дед. 'Моя ненаглядная ведьма {f:5:Беатри‐иче‐е‐е}', — начинал он орать, впадая в ярость. Хотя, пока мы не увидели этот портрет, мы понятия не имели, как она выглядит."""
Ushiromiya Battler,"""С таким жутким портретом неудивительны появления одной‐двух страшилок. Так всегда — истории о призраках возникают вокруг предметов вроде портрета Бетховена в классе музыки или статуи основателя школы."""
