Speaker,Russian (RU)
Ushiromiya Hideyoshi,"""Она из тех, кто проявляет себя, когда находится под давлением! Не странно, что таким людям становится лучше, когда наконец наступает значимый день."""
Ushiromiya Rosa,"""Наверное, ей не терпелось поиграть со всеми своими кузенами."""
Kumasawa Chiyo,"""Хо‐хо‐хо. Одно наблюдение за тем, как они играют, уже заряжает энергией."""
,"Взрослые улыбнулись, глядя на то, как дети дурачатся."
,"Сильно заболевшая Энджи, которая должна была отсутствовать, чудом выздоровела."
,"Отчасти благодаря сильному желанию присоединиться, она приехала на семейное собрание вместе с остальными."
,И вот...
,"Все пять кузенов впервые собрались вместе.{n}4 октября 1986 года стало таким днём, каких ещё не было."
,"Дети бросились по дорожке, ведущей от гавани к розарию."
,"Они были до того полны энергии, что даже ходьба была для них слишком скучной."
Ushiromiya Battler,"""Ва‐ха‐ха‐ха! Видали?! Первое ме~сто!"""
,Баттлер первым добрался до цели — розария.
,"Пытался восполнить перенесённый на катере позор, доказав своё превосходство на суше."
,Вскоре его с ничьей догнали Энджи и Мария.
Ushiromiya Maria,"""Я вторая! Я быстрее Энджи, у‐у, у‐у, у‐у!"""
Ushiromiya Ange,"""Нет, не быстрее! Сестрёнка Мария схитрила! Я вторая!"""
,"Разница в три года между Энджи и Марией была большой, особенно учитывая, что они обе — растущие дети."
,"Вполне естественно, что Мария оказалась быстрее, но Энджи жаловалась на то, как её стукнули по плечу на линии старта."
,"Сестрёнка Мария схитрила, так что она получает последнее место! Учитель всегда говорит, что если жульничаешь — получаешь последнее место! ...Возражала Энджи."
Ushiromiya Jessica,"""Да ладно вам, не спорьте. Всё равно вы обе очень быстрые!.."""
Ushiromiya George,"""Давно я так не бегал...... А‐а, ветер так освежает."""
Ushiromiya Battler,"""Ты не в форме, Джордж? Знаешь, у тех, кто каждый день должен бегать так, чтобы успеть до звонка, ноги автоматически становятся сильнее."""
Ushiromiya George,"""То есть, быстрый бег доказывает, что ты просыпаешь."""
Ushiromiya Ange,"""Братик всегда просыпает! Он и сегодня не проснулся, так что мне пришлось его разбудить! Да?!"""
Ushiromiya Battler,"""Топот, сопровождающийся замахнувшимся локтем. И тот бросок с верёвки в конце чуть не прикончил меня."""
Ushiromiya Jessica,"""Звучит так, словно тебя пробудили от вечного сна..."""
Ushiromiya Maria,"""Весело! Я тоже хочу так сделать, я тоже!"""
Ushiromiya Ange,"""Братик наверняка и завтра проспит! На этот раз разбудим его вместе, ладно?! *хи‐хи*хи‐хи*!"""
Ushiromiya George,"""......Я бы порекомендовал не засиживаться допоздна."""
,Наконец показались взрослые.
,"Кузены помахали им, призывая поторопиться.{n}Энджи и Мария были так взволнованны, что едва могли ждать."
,Просто со всеми пятью кузенами...{n}Просто добавив к ним Энджи...
,"Только посмотрите, каким энергичным стал этот день."
Shannon,"""Прошу прощения. Члены семьи прибыли."""
Ushiromiya Krauss,"""Приехали, значит. Нужно сообщить отцу."""
Ushiromiya Natsuhi,"""Они сейчас в домике для гостей?"""
Kanon,"""Да. Они положат багаж и придут сюда, чтобы встретиться с вами."""
Ushiromiya Natsuhi,"""Понятно. Канон, прошу тебя проводить всех. Шаннон, поскорее сделай чай."""
,"""""Как прикажете, мадам."""""
Ushiromiya Krauss,"""Отец. Это я, Краусс. Тебе пора подготовиться."""
,"Когда Краусс постучал в дверь, она открылась изнутри."
Ushiromiya Krauss,"""О, доктор Нанджо. Как там отец?"""
Nanjo Terumasa,"""Не о чем беспокоиться. Он переодевается, пока мы говорим. Просто немного нервничает."""
Ushiromiya Kinzo,"""Кто нервничает?!! Не‐ет, я не могу найти свой любимый однокрылый зажим к галстуку! Сколько раз мне говорить Нацухи? Моё имущество нельзя перекладывать без моего ведома!.."""
,"Кинзо метался туда‐сюда лишь потому, что не мог выбрать галстук и зажим к галстуку."
,"Считая, что глава всегда должен производить достойное впечатление, обычно он следил, чтобы наряд главы был не менее достойным."
Ushiromiya Krauss,"""......Он успеет?"""
Nanjo Terumasa,"""Дадите нам ещё немного времени? Мы спустимся сразу, как только он будет готов."""
Ushiromiya Krauss,"""Ясно. Рассчитываю на вас, доктор Нанджо. ......Отец. Должен сказать, этот зажим к галстуку великолепно на тебе смотрится."""
Ushiromiya Kinzo,"""Этот зажим?! {i:Этот}?!! Семейное собрание проводится всего раз в год! Компромиссы недопустимы! Мне нужен именно тот зажим! Где он... Где?!!"""
Nanjo Terumasa,"""Кинзо, пять секунд назад вы уже обыскивали этот ящик...... К тому же, у вас есть прекрасные зажимы к галстуку. Разве не стильно выбрать нечто соответствующее капризам судьбы?"""
Ushiromiya Kinzo,"""Хм‐м, ты так думаешь? Так мне не нужно брать зажим с однокрылым орлом?.. Хм‐м‐м......"""
,"Смотря, как Нанджо успокаивает Кинзо, Краусс начал интересоваться, и как только этот доктор не его мать."
,"Впрочем, так было всегда."
,"Он постоянно суетится, когда никто не видит, но когда приходит время, принимает решение с гордостью."
,"Попросив Нанджо спуститься по крайней мере к обеду, Краусс выбрался из кабинета..."
Gohda Toshiro,"""Что скажете? Великолепный аромат, правда?! И к тому же уникальный!"""
Shannon,"""Никогда раньше не пробовала тыквенный чай... Сладкий привкус делает его восхитительным."""
,В рамках подготовки чая для гостей Года дал Шаннон попробовать первой.
,"До сих пор она думала, что для слуги возмутительно пить то же самое, что семья и гости."
,"Однако, по словам Годы, такое мнение ошибочно."
Gohda Toshiro,"""Ничего нельзя подавать, если заранее не знаешь вкуса. ......К примеру, если бы в ресторане вам бросилось в глаза блюдо, о котором вы никогда не слышали, о чём бы вы захотели спросить официанта? «Какое оно на вкус», верно?"""
Shannon,"""Вот как... Было бы странно, если бы официант сказал, что никогда его не пробовал......"""
Gohda Toshiro,"""Именно. Как само собой разумеющееся, все те, кто обслуживает клиентов, должны как следует распробовать вкус подаваемых блюд и чая."""
Kumasawa Chiyo,"""Хо‐хо‐хо‐хо. И всегда радостнее подавать тот чай, который сами уже пробовали."""
Shannon,"""Точно. Продегустировав такой вкусный чай, мне не терпится дать попробовать его всем остальным."""
Kumasawa Chiyo,"""И поэтому! Мы, служащие, должны хорошо знать вкусы всех видов пищи. Вот почему пробовать еду при каждой возможности — часть моей должностной инструкции... хо‐хо‐хо."""
Gohda Toshiro,"""Такова наша работа и роль в домашнем хозяйстве. Понимаете?"""
Shannon,"""Да!"""
Ronoue Genji,"""......Всё продвигается гладко. С чаем не возникло проблем?"""
Gohda Toshiro,"""О, Генджи, вы тоже должны попробовать. Надвигается Хэллоуин, и я решил сделать тыквенный чай."""
Ronoue Genji,"""Может быть, позже. Семья скоро прибудет в особняк. ......Присоединятся и дети."""
Shannon,"""Да, сэр. Чашки тоже готовы."""
,В этот момент на кухне зазвонил телефон.
,"Генджи, стоящий рядом с ним, быстро взял трубку до второго звонка."
,"Шаннон и остальным всегда казалось, что в такие моменты он напоминает самурая."
Ronoue Genji,"""......Понятно. Будь внимательнее, сопровождая их."""
,"Коротко ответив, Генджи повесил трубку."
Ronoue Genji,"""Звонил Канон. Родственники скоро придут. Дети с ними. Шаннон, Кумасава, пойдите обслужить их. Года, поторопись с чаем."""
,"""""""Да, сэр!"""""""
,Семейное собрание. Крупнейшее событие года для слуг. Все они были взволнованны и полны решимости вместе преодолеть его и в этом году.
Kanon,"""Простите за вторжение. Я привёл родственников."""
Ushiromiya Krauss,"""Охо, вот и вы. Дорога прошла гладко?"""
Ushiromiya Eva,"""А ты в последнее время неплохо поживаешь, брат. Пора купить частный самолёт."""
Ushiromiya Hideyoshi,"""Ва‐ха‐ха‐ха‐ха. В самолёте как обычно не было никого, кроме семьи!"""
Ushiromiya Natsuhi,"""И Энджи здесь. Как хорошо. Я так волновалась, когда услышала, что она слишком больна, чтобы приехать."""
Ushiromiya Kyrie,"""Благодарю за беспокойство. Этим утром ей неожиданно стало лучше."""
Ushiromiya Ange,"""У меня больше не болит живот! Я потёрла его по часовой стрелке!"""
Ushiromiya Maria,"""У‐у, у‐у! Заклинание, излечивающее боли в животе!"""
Ushiromiya Rosa,"""Эй, Мария, будь потише..."""
Ushiromiya Krauss,"""О, Баттлер?! Ты так вырос!"""
Ushiromiya Natsuhi,"""Шесть лет прошло. Ты очень повзрослел."""
Ushiromiya Battler,"""Ну...... ихи‐хи. Да, я всё больше и больше..."""
Ushiromiya Jessica,"""Хотя о его характере такое не скажешь!"""
Ushiromiya George,"""Приятно знать, что он всё тот же Баттлер."""
,"Ва‐ха‐ха‐ха‐ха‐ха. Баттлер вырос, но остаётся Баттлером."
Ushiromiya Rudolf,"""Этот мальчишка всегда боялся упасть с самолётов, катеров и прочего."""
Ushiromiya Kyrie,"""Передалось от Асуму?"""
Ushiromiya Rudolf,"""Возможно, всё из‐за того, что мы заставили его в детстве прокатиться на всех тех диких аттракционах в парке развлечений."""
Ushiromiya Eva,"""Разве он не был слишком короток для них?"""
Ushiromiya Rudolf,"""Нет, я не о тех. Знаешь те байдарки и чашки? В тот день мы слегка перестарались."""
Ushiromiya Rosa,"""В этом ты всегда перегибал палку, Рудольф."""
Ushiromiya Natsuhi,"""Вот как...... Бедный Баттлер."""
Ushiromiya Krauss,"""Ха‐ха, действительно, бедный Баттлер."""
Ushiromiya Eva,"""И всё же, это утешает. Страх езды как раз в духе Баттлера, которого все мы так хорошо знаем."""
Ushiromiya Ange,"""Братик не боится ничего ездящего. Он просто боится упасть с этого!"""
Ushiromiya Maria,"""Па‐а‐адаю, па‐а‐адаю! У‐у, у‐у, у‐у!"""
Ushiromiya Rosa,"""Эй, перестаньте бегать!.. Мария! Ты сейчас одна из старших кузенов. Подавай хороший пример!"""
Shannon,"""Прошу прощения. Я привезла всем чай."""
,"За вошедшей в комнату Шаннон, толкающей сервировочную тележку, последовал приятный аромат."
,"Даже Энджи и Мария, которые носились кругами, послушно сели, услышав, что привезли напитки."
Ushiromiya Rudolf,"""Кстати, где отец?"""
Ushiromiya Krauss,"""Он скоро спустится. Всё утро метался, выбирая галстук."""
Ushiromiya Eva,"""Ты про весь тот выбор подходящего для главы семьи наряда?"""
Ushiromiya Rosa,"""Отец всегда был требователен к галстукам."""
Ushiromiya Natsuhi,"""Просто у него страсть к этому. Хорошо оставаться стильным."""
Ushiromiya Krauss,"""И всё равно в итоге он всегда появляется с одним и тем же галстуком."""
,Члены семьи разразились смехом.
,"Сладкий аромат особого тыквенного чая Годы разошёлся по всей гостиной, и спокойная обстановка стала более оживлённой и волнующей."
Ushiromiya Maria,"""Смотри, мама! Смотри! Тыквенное печенье! К Хэллоуину!"""
Ushiromiya Rosa,"""О, точно. Этот сладкий запах — кабоча, да?"""
Shannon,"""Верно. Сегодня у нас для вас особый чай с тыквенным ароматом. Он просто восхитителен, поэтому я предлагаю вам сначала попробовать без сахара."""
Kanon,"""Сестра, будь внимательнее."""
Ushiromiya Jessica,"""Ого, чай из кабочи и впрямь есть. Года знает своё дело."""
Ushiromiya George,"""Вкусно. Он замечателен. Можно испробовать естественную сладость кабочи."""
Ushiromiya Battler,"""Чай из кабочи, да? И всё же, кабоча всегда вкуснее в кляре!"""
Ushiromiya Maria,"""У‐у! Тыква, а не кабоча!"""
Ushiromiya Ange,"""Да, тыква отличается от кабочи! Это тыква!"""
,"Мария жаловалась на разницу в нюансах между японскими и английскими словами, но Энджи подумала, что кабоча и тыква совершенно разные."
,"Все засмеялись, но Энджи, не зная, почему над ней смеются, недовольно склонила голову набок."
,"Как только показалось, что у неё вот‐вот испортится настроение и она начнёт ворчать, Мария стала учить её игре с печеньем, и Энджи тут же увлеклась этим."
,Из коридора послышались приближающиеся шаги.
,"Поняв, кто идёт, родственники выпрямились."
,Быстрые шаги на мгновение остановились прямо перед дверью в гостиную.
,......Как будто кто‐то глубоко вздохнул и сделал драматическую паузу.
,"Затем дверь с грохотом открылась, и Кинзо с Генджи и Нанджо за спиной громко закричал"
Ushiromiya Kinzo,"""Счастли‐и‐ивого Хэллоуина! И‐и‐и шалость или угоще‐е‐е‐е‐е‐е‐е‐е‐е‐е‐ение!!!"""
,"""""""Шалость или угоще‐е‐ение!!!"""""""
,Прокричали кузены в ответ.{n}Смущённые взрослые тоже откликнулись на приветствие.
,"Одна Энджи стояла с раскрытым ртом, не в силах понять, что это было."
Ushiromiya Kinzo,"""Добро пожаловать, внуки! Если не дадите мне угощение, я вас разыграю!"""
Ushiromiya Rosa,"""Давай, Мария."""
Ushiromiya Maria,"""Счастливого Хэллоуина, дедушка! В этом году у меня есть для тебя нечто невероятное! Ты удивишься!"""
,"Мария взяла подарок, спрятанный за диваном."
,"Кстати, все родственники теперь держали похожие пакеты."
Ushiromiya Kyrie,"""Ну же, Энджи, ты тоже. Отдай дедушке."""
,Кирие передала Энджи аккуратно упакованную подарочную коробку.
Ushiromiya Kinzo,"""О‐о‐о‐о, Мария‐а‐а‐а‐а, ты всегда такая внимательная! Дедуля так сча‐а‐а‐астлив!"""
,"Как только Кинзо взял подарочную коробку Марии, на его лице вспыхнула улыбка, и он потёр щеку об коробку."
Ronoue Genji,"""......Господин. Ваше достоинство."""
Ushiromiya Kinzo,"""Н‐нг... о‐о, точно. ......Ты порадовала дедушку, моя внучка. В обмен на угощение, которое ты мне дала, я обещаю совсем тебя не разыгрывать в наступающем году."""
Ushiromiya Maria,"""Теперь твоя очередь, дедушка! Если не дашь мне угощение, я тебя разыграю!"""
Ushiromiya Kinzo,"""Да, прекрасно. Генджи!.."""
Ronoue Genji,"""Вот."""
,"Генджи порылся в чём‐то похожем на мешок Санта Клауса, достал подарок для Марии и передал его Кинзо."
Ushiromiya Kinzo,"""Держи‐и‐и, Мария~! Вот подарок от меня‐а‐а‐а! Предупрежда‐а‐аю тебя, он такой ми‐и‐и‐илый! Так жаль отдавать его тебе{p:0:♪} """
Ronoue Genji,""".........Господин. Достоинство."""
Ushiromiya Kinzo,"""Н‐н‐нгх‐х... По... подарок для Марии от главы семьи Уширомия... Милый...... н‐н‐нг, *кхм*кхм*. Сувенир, достойный семьи Уширомия. Бе... береги его......"""
Ushiromiya Maria,"""Спасибо, дедушка! Я люблю тебя! *чмок*чмок*!"""
Ushiromiya Kinzo,"""Н‐н‐нгво‐о‐о‐о‐о‐о!.. О‐о‐о, Мария‐а‐а‐а, моя милая внучка! *чмок*чмок*~!!!"""
Ronoue Genji,"""............"""
,"Что касается достоинства Кинзо, к этому моменту даже Генджи пришлось сдаться."
,Хотя в этом году глава семьи производил достойное впечатление на целых десять секунд дольше обычного.
Ushiromiya George,"""Счастливого Хэллоуина, дедушка. Это от меня."""
Ushiromiya Jessica,"""Счастливого Хэллоуина. Вот мой. Надеюсь, тебе понравится."""
Ushiromiya Kinzo,"""О‐о‐о‐о, Джордж, Джессика, спасибо ещё за один год. Я...... так счастлив..."""
,"Со слезами, стекающими по лицу, Кинзо обнял Джорджа и Джессику."
Ushiromiya Kinzo,"""О, и Баттлер. ......Я так рад, что ты вернулся в семью. ......Без тебя эти шесть лет было одиноко..."""
Ushiromiya Battler,"""......Ну...... э‐э... ......Счастливого Хэллоуина. Хотя я не уверен, понравится ли тебе..."""
Ushiromiya Kinzo,"""Не беспокойся...... Не беспокойся, Баттлер...... Я знаю, что тебе есть что сказать и спросить. ......Но сейчас не время."""
Ushiromiya Battler,"""Дедушка......"""
Ushiromiya Kinzo,"""Я...... рад, что ты вернулся в семью Уширомия...... ......Это делает меня... счастливым......"""
,Медленно...... Кинзо двинулся вперёд и обнял Баттлера.
,"Баттлер сначала отодвинулся, но потом понял чувства Кинзо и обнял его в ответ."
,Энджи наблюдала за этой сценой...... в шоке.
,Уширомия Кинзо...... всегда был таким человеком?..
Ushiromiya Rudolf,"""Энджи. Теперь ты."""
Ushiromiya Kyrie,"""Иди, отдай дедушке."""
Ushiromiya Ange,"""......A...... ладно."""
,Энджи...... ничего не понимала.
,Она взяла у матери подарочную коробку...... и робко шагнула вперёд.
,"......Лицо Кинзо, которое ещё секунду назад выглядело таким оживлённым, вдруг стало суровым, как только Энджи вышла вперёд."
,"Нет, не «стало»."
,Его выражение...... в представлении Энджи всегда было таким.
,Уширомия Кинзо.
,"Непостоянный, вспыльчивый, всегда с суровым выражением лица. ......Самый страшный человек в семье Уширомия..."
Ushiromiya Ange,"""............"""
Ushiromiya Kinzo,"""..............."""
,"Словно мир неожиданно замолк, и именно когда я шагнула вперёд."
,......Почему? Почему только на меня?
,"Хотя...... разве так не должно быть?{n}Разве это не тот Уширомия Кинзо, которого я знаю и ожидала увидеть?.."
,"Я была как марионетка, несущая чай.{n}Сбитая с толку, я вышла вперёд, держа перед собой подарочную коробку...... и остановилась перед Кинзо."
,"Ничуть не меняя выражение, он медленно протянул руку и прикоснулся к подарку......"
Ushiromiya Kinzo,"""Э‐Э‐Э‐э‐э‐э‐э‐э‐э‐э‐э‐э‐э‐э‐энж!!!"""
,Энджи вместе с подарком попала в крепкие объятия.{n}Об её щеку тёрлась белая борода Кинзо.
Ushiromiya Kinzo,"""Дедуля...... дедуля так сча‐а‐а‐а‐астлив!!! Я так рад, что у меня такие милые внуки! Я сча‐а‐а‐а‐астлив! Так счастлив, что слёзы никак... никак не остана‐а‐а‐а‐авливаются!!!"""
Ronoue Genji,"""......Господин, у вас из носа течёт. ......И ещё... ваше достоинство."""
Ushiromiya Kinzo,"""О, Генджи, прости меня! Я всегда‐а‐а‐а..."" *хлюп*!"""
,"Высморкавшись, старик не выглядел так, будто он может быть кем‐то другим, кроме доброго дедушки, проливающего слёзы благодарности за подарки внуков."
Ushiromiya Kinzo,"""Спасибо, Энджи. Я слышал, что ты решила приехать несмотря на плохое самочувствие... Я так рад!.. Вот, это тебе."""
,Он прижал к груди Энджи большую подарочную коробку.
,"......Она наконец заметила, что все подарки Кинзо по‐разному завёрнуты в коробки разных размеров."
Ushiromiya Battler,"""Интересно, что он подарил тебе, Энджи. Я слышал, дед всегда лично выбирает, что дать каждому из нас. Невероятно, учитывая, как нас много."""
Ushiromiya Ange,""".........Выбирает их сам. ......Каждый год. ........."""
,Он...... каждый год что?{n}Что он...... выбирает сам?
,Эта нелепая церемония происходит...... каждый год?
,"Все кузены радостно обсуждали, какими же в этом году могут быть их подарки к Хэллоуину."
,"Мария подошла к Энджи и предложила сравнить вес их подарков, но последняя просто глядела в пустоту."
,"Потом взрослые тоже по очереди отдали Кинзо свои подарки, получая взамен подарок вместе с внимательными словами об их здоровье и вопросами о том, как они поживают в последнее время."
,"Увидев, что обмен подарками завершён, Года появился и объявил, что обед готов."
Ushiromiya Kinzo,"""Готово, значит!.. Ну же, дамы и господа! Насладимся великолепным обедом, приготовленным для нас Годой. Скорее в столовую!"""
Gohda Toshiro,"""Всех прошу сюда. Следуйте за мной."""
Shannon,"""Мы отнесём подарки в ваши комнаты в домике для гостей."""
Kanon,"""Не стесняйтесь оставить их здесь на время обеда."""
,"Родственники встали, оставив свои подарки на столах и диванах, и вышли из гостиной вслед за Кинзо."
,"......Одна Энджи застыла на месте...... вцепившись в подарочную коробку, которую Кинзо дал ей..."
,Обеды Годы никогда не предавали ожиданий.
,"Когда Хидэёши сказал, что они единственная причина, по которой люди приезжают на семейные собрания, все засмеялись и кивнули."
,Благодаря восхитительным блюдам по всей комнате вспыхнули беседы.
,Ты так вырос. Как поживаешь? Неплохо.
,"Весёлая трапеза, за которой все расспрашивали друг у друга последние новости и смеялись вместе."
,"Семья Уширомия сидела за столом в определённом ранговом порядке, поэтому все взрослые братья и сёстры, кузены и супруги сидели в группах."
,И так разговоры возникли сами собой.
,Энджи вышла из беседы кузенов и оглядела столовую.
,......Что делают Кинзо и взрослые братья и сестры?
,Их разговор казался мирным и весёлым.
,Большую часть времени они сами у себя дома были матерями и отцами.
,"Но когда они собрались вместе перед Кинзо, это бремя упало с их плеч, и они стали молодыми и яркими, как будто вернулись в детство."
,"Рудольф, обычно будучи спокойным отцом, но с чувством собственного достоинства, стал таким ярким и бодрым в этой группе, что почти был похож на ещё одного Баттлера."
,Даже Кинзо выглядел спокойным и расслабленным.
,Он не сказал ни слова о деньгах и наследстве.
,"По правде говоря, он даже не оскорблял своих детей и не называл их ни на что не годными."
,"Он просто выглядел счастливым стариком, который был искренне рад тому, что вся его семья единственный раз в году собралась вместе."
,Группа супругов была столь же гармонична.
,"Матери обсуждали проблемы образования и бытовые вопросы, а также вопросы, касающиеся здоровья семьи."
,Хидэёши и Нанджо с радостью присоединились к их разговору.
,А кузены?
,......Такая весёлая трапеза с такой весёлой группой друзей не могла не быть шумной.
,Мария была в своей стихии — хвасталась знаниями о Хэллоуине.
,"Джордж и Джессика кивали в знак понимания, Баттлер говорил что‐то глупое, а Мария смеялась над ним."
,"При желании я могу легко присоединиться к разговору... и так же просто выйти из него, если переключу внимание на десерт."
,"Это счастье...... было и весёлым, и естественным."
,......Словно я проснулась ото сна под приветствие лучей весеннего солнца.
Ushiromiya Kinzo,"""Если верить прогнозу погоды, сегодня вечером можно ожидать большой шторм."""
Ushiromiya Rudolf,"""Тайфун, надо полагать. Опять мы задержимся здесь дольше, чем на одну ночь."""
Ushiromiya Kinzo,"""Я нисколько не возражаю. Можете оставаться сколько пожелаете. Если бы так я чаще видел лица своих милых внуков, я бы молился о дожде каждый день."""
Ushiromiya Eva,"""Ну хватит, у нас работа."""
Ushiromiya Rosa,"""Почему бы не покинуть остров, отец? Так ты смог бы видеть своих внуков когда захочешь."""
Ushiromiya Krauss,"""Ха‐ха‐ха, точно. Жизнь на отдалённом острове, может, и придаёт величия, но разве тебе не надоело?"""
Ushiromiya Kinzo,"""......В городе слишком шумно. Я больше предпочитаю тихий остров, где нет никого, кроме моей семьи. Вот что мне здесь нравится."""
Ushiromiya Rosa,"""Но на Роккенджиму, если что случится, врач приедет далеко не сразу."""
Ushiromiya Eva,"""Согласна. В твоём возрасте стоит хотя бы рассмотреть возможность перебраться на Нииджиму."""
Ushiromiya Kinzo,"""......Да, я стар. Я хочу жить в тишине и покое, только в окружении своей семьи. ......И я доволен. С этим островом я могу исполнить свою мечту."""
Ushiromiya Krauss,"""Отец......"""
Ushiromiya Kinzo,"""Хм‐м...... Подпортил я вам настроение. Дамы и господа, обед Годы в настоящее время завершён. Внуки, завтра, скорее всего, весь день будет лить дождь. Небо только сейчас ясное. Не хотите полюбоваться цветами и прогуляться по пляжу?"""
Ushiromiya George,"""Звучит неплохо. Ну что? Пойдёте?"""
Ushiromiya Maria,"""У‐у! Хочу посмотреть на цветы и пройтись по пляжу! Можем пособирать ракушки и стекло!"""
Ushiromiya Battler,"""Пособирать стекло? Звучит, э‐э, опасно!.."""
Ushiromiya Jessica,"""Осколки стекла, омываемые волнами, становятся округлёнными, красивыми камнями, и их приносит к берегу. Ты забыл, Баттлер? Помнишь, как мы вместе собирали их?"""
Ushiromiya Battler,"""О...... Это были осколки стекла? Я всегда считал их всего лишь красивыми жемчужинами."""
Ushiromiya Maria,"""Ты когда‐нибудь видела стеклянную жемчужину, Энджи?!"""
Ushiromiya Ange,"""......Нет."""
Ushiromiya Maria,"""Тогда пойдём! Я покажу тебе! Пошли, пошли! Но они достаются тому, кто первым их увидит! Я соберу их все!"""
Ushiromiya Jessica,"""Хе‐хех, тогда я не проиграю. Посмотрим, кто найдёт самую красивую и большую стеклянную жемчужину!"""
Ushiromiya Battler,"""Отлично! В такие времена можно побыть ребёнком! Я тоже не проиграю!"""
Ushiromiya George,"""Что ж, мы спустимся на пляж."""
Ushiromiya Kinzo,"""Хорошо. Не торопитесь и проведите время приятно, внуки."""
,Кузены встали со своих мест и с шумом покинули столовую.
,Мария схватила Энджи за руку и потащила за собой.
,"Однако, в противоположность широкой улыбке Марии, выражение Энджи было смутным и рассеянным......"
