Speaker,Russian (RU)
Ushiromiya Battler,"""Ах ты, маленькая негодя‐яйка!!! А ну сто‐ой! Приговариваю тебя к щекотке!!!"""
Ushiromiya Eva,"""Эххе‐хе‐хе‐хех. Хорошо, что они в приподнятом настроении. Если бы Баттлера‐куна и Марии‐чан здесь не было, то в самолёте царила бы весьма чопорная атмосфера."""
Ushiromiya Rudolf,"""Спасибо. Я пойму это буквально. ......Эй, вы! Такси уже здесь! Позже наиграетесь."""
Ushiromiya Maria,"""У‐у!!! Такси‐и‐и, такси‐и‐и!!! Мария‐я‐я садится пе‐е‐ервой! Кья‐кья!!!"""
Ushiromiya Rosa,"""Эй! Мария, и ты тоже, Баттлер‐кун, хватит дурачиться! Вы так врежетесь в кого‐нибудь!"""
,Голос тёти Розы стал немного напуганным.
,"А сам Баттлер, как только осознал, что они и в самом деле перегибают с дурачеством... Как и ожидалось, врезался в кого‐то."
Ushiromiya Battler,"""Ой, извините..."""
Ushiromiya George,"""Баттлер‐кун, вы, ребята, едете в этой машине. Вы заставляете всех ждать."""
,"После того, как Джордж посоветовал ему поспешить, Баттлер извинился перед тем, кого нечаянно толкнул, и подбежал к поторапливающим его родителям."
,"С глухим звуком закрылись одна за другой двери на всех трех такси, и они отбыли в направлении гавани..."
,......Как только их такси отъехали подальше...
,"Весь мир внезапно потускнел, а затем замедлился до полной остановки."
,"Голоса, ветер и даже звук... Всё остановилось, будто застыло в момент съёмки фотографии; все, кто пытался пошевелиться... остановились."
,"И люди, и машины, и стрелки на часах, даже пыль, танцующая на ветру — всё замерло.{n}Идущие люди оцепенели со всё ещё приподнятой ногой.{n}Обрывки бумаги, развевавшиеся по ветру, застыли прямо в воздухе."
,"......И среди теней, замерших в этом остановившемся мире, только одна пошевелилась."
,"Это была девушка. Девушка, в которую недавно врезался Баттлер..."
,Её движения были изящны.
,"Взор её упал, плечи опустились, и она вздохнула.{n}...Вот и всё."
,"В нормальном же мире это даже не расценили бы как движение, но в этом застывшем мире оно выглядело крайне неуместным."
,"...После этого пошевелилось что‐то ещё.{n}Это была чёрная кошка, блуждающая вблизи теней около стоянки такси."
,Она подошла к девушке... и не спеша... превратилась в {y:0:Челове}{n:0:челове}ка.
,"Это была не кошка. То была ведьма.{n}И, разумеется, девушка тоже была ведьмой."
,"Стоя неподвижно, опустив взгляд, она пробормотала..."
Ushiromiya Ange,""".........Я не могу... помешать их поездке на Роккенджиму, так ведь..."""
{f:5:Bernkastel},"""Не можешь. 4 октября 1986 года тебя здесь не было."""
Ushiromiya Ange,"""......А если бы и была, всё равно не смогла бы остановить?.."""
{f:5:Bernkastel},"""Хотя я и не могу представить, как шестилетняя девочка смогла бы заставить их вернуться, несомненно одно. Находись ты здесь, вероятность не была бы равна нулю. Если имеется вероятность отличная от нуля, то я могу создать чудо."""
Ushiromiya Ange,""".........Если бы я не заболела, и если бы они не оставили меня..."""
,"Опустив голову, ведьма сжала кулаки...{n}...Они совсем слегка дрожали."
{f:5:Bernkastel},"""Ты заболела 3 октября 1986 года. А игра Беато началась 4 октября. ......У тебя нет шансов избежать болезни. ...Другими словами, ты принципиально не можешь находиться на игровой доске."""
Ushiromiya Ange,"""Спасибо за твоё покровительство. ......Я понимаю. ......Знаю, что просто видеть папу, маму и братика вот так, сейчас... Уже это само по себе... является удивительным чудом... .........Я знаю это слишком хорошо..."""
,"Энджи пыталась встать на пути своей семьи, предотвратить их выход из аэропорта... к Роккенджиме."
,"...Однако для неё было невозможно существовать 4 октября 1986 года, и она не смогла этого сделать."
,С ней нечаянно столкнулся её брат и извинился.
,"Даже не зная, что она — его младшая сестра... Это было таким чудом, что ей хотелось заплакать..."
Ushiromiya Ange,"""............Извиняюсь за сарказм. Я не буду попусту растрачивать чудо, которое ты мне дала."""
{f:5:Bernkastel},"""Какая ответственность. ......Итак, идём же с ними. На Роккенджиму. Все фигуры уже в сборе. ......Занавес четвёртой игры скоро поднимется. К этому времени, Беато и Баттлер уже заняли свои места."""
Ushiromiya Ange,"""......На Роккенджиму, где моя... Нет, судьбы {i:всех} изменились... 4 октября 1986 года... На Роккенджиму..."""
,...Что же произошло в тот день?{n}Я раскрою правду. Узнаю её. И верну их!..
,"Стоя со всё ещё сжатыми кулаками, она уверенно подняла голову к небесам.{n}Единственная слеза из глубины её глаз каплей упала в воздух."
,"И когда время продолжило свой привычный ход, силуэты двух ведьм в одно мгновение растворились в дующем ветре."
