Speaker,Russian (RU)
Ushiromiya Battler,"""Подожди! Мария!!!"""
,"Баттлер протянул было руку к удаляющейся спине Марии, но натянувшийся телефонный шнур остановил его, словно цепь."
,Он собрался с духом. А затем приложил трубку к уху...
Ushiromiya Battler,"""............А... алло?"""
{f:5:Beatrice},"""<Congratulaatioooooooons>!!! <And I'm fi~ne>! <And yooooooooooouuuuu>?! А‐а‐а‐ахья‐хья‐хья‐хья‐хья!!!"""
,"Искажённый, издевательский английский резанул его по ушам.{n}Голос принадлежал незнакомой ему женщине."
,"Кто?.. Баттлер ощутил, словно его мысли сковало льдом. Кто?..."
{f:5:Beatrice},"""То есть как 'кто', Уширомия Баттле‐е‐ер? Обычно ты отвечаешь <ye~s, I'm fine>! Верно? Навевает воспоминания... Это делают в средней школе, не так ли? Ну, когда становятся в пару! Ух‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!!!"""
Ushiromiya Battler,"""Т‐ты спятила... Кто ты?!! Ответь мне!!!"""
{f:5:Beatrice},"""Скажи это по‐англи‐и‐ийски. Разве не это твоя осо‐о‐обенность?"""
Ushiromiya Battler,"""......Д‐да задолбала ты меня уже... Кто ты?! Ты одна из шестёрок этого дрянного старикашки?!"""
{f:5:Beatrice},"""'Шестёрка' — слишком обидный эпитет, не находишь? Скажи хотя бы пленник. ......Кинзо мой пленник! Пони~~маешь? У‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!"""
,"Смех этот, судя по всему, предназначался Баттлеру."
,"Складывалось впечатление, будто Кинзо стоял прямо рядом с телефоном, хохоча за компанию."
Ushiromiya Battler,"""......Н... назови своё имя! Кто ты?! Кто?!!"""
{f:5:Beatrice},"""Попробуй‐ка отгадать, вдруг выиграешь путевку на Гавайи? Ах‐ха‐ха‐ха‐ха! Наконец. Наконец‐то! М‐м‐м‐м‐м, это было так до‐о‐о‐олго, дни, минувшие до сегодняшнего момента были таки‐и‐ими долгими!"""
{f:5:Beatrice},"""Я серьёзно тысячу лет ждала этого дня, понимаешь? Я в долгу перед тобой! За моё долгожданное воскрешение! <{ruby:Благодарю:Thank you}>, Кинзо! Только ради тебя я прислушаюсь к твоему 'Я отменяю этот ход'!!!"""
Ushiromiya Kinzo,"""......Ай‐яй, пожалуй, ты даже чересчур в хорошем настроении? Не могла бы ты вести себя поженственней?"""
,Кинзо и {f:5:Беатриче} сидели друг напротив друга за шахматной доской.
,Рядом находились дорогой сыр и много‐много различных закусок к спиртному.{n}А ещё там выстроились в ряд несколько пустых бутылок из‐под вина.
,"{f:5:Беатриче}, развалившись на диване в довольно‐таки развязной позе, держала в руках бокал и, судя по всему, пребывала в приподнятом настроении, да вдобавок, похоже, была пьяна выше крыши."
{f:5:Beatrice},"""Я сегодня в зашибенном настроении, кстати, тут отличный сервис! Эй‐эй, Кинзо, не используй благородное хорошо выдержанное вино как украшение! Оно же 1947 года, так ведь?!"""
{f:5:Beatrice},"""Если ты не откроешь его сейчас, то когда?! Давай‐ка утопим себя в нём и будем игра‐а‐а‐а‐а‐а‐а‐ать! А потом будем лупить друг друга пустыми бутылками! У‐ха‐ха‐ха‐ха‐ха‐ха‐ха!"""
Ushiromiya Kinzo,"""Ха‐ха‐ха, как здорово! Ты чересчур воодушевлена. И ведёшь себя слишком небрежно."""
{f:5:Beatrice},"""Ну а ты, Кинзо‐о‐о‐о‐о‐о?! Разве не рад увидеть меня снова? А‐ах, мир живых! Земной мир! Долгой жизни моей плоти!"""
Ushiromiya Battler,"""......Что... что ты несёшь? ...Хочешь сказать, ты... Б‐{f:5:Беатриче}, что ли?"""
{f:5:Beatrice},"""<Ye~eeeeeeeeeeeeeeess, I aaaaaaaaaamm>! Благодаря дюженоубийственному ритуалу Кинзо, я, наконец‐то, воскресла! Как здорово иметь рот, а во рту — язык! Как здорово сейчас вот так просто болтать с тобой!"""
{f:5:Beatrice},"""Ведь если подумать, хоть мы и раз за разом подвергали друг друга нападкам, это первый раз, когда мы вот так беседуем на игровой доске, не так ли? Какая свежая струя!"""
{f:5:Beatrice},"""О, а ты слышал этот *хлоп* звук?! Он {i:открыл} его, этот маньяк на полном серьёзе открыл дорогущее вино! Ты знаешь, сколько {i:стоит} одна бутылка?! Почти столько же, сколько 10‐килограммовый золотой слиток, кру‐у‐у‐у‐у‐уто?!?! Хи‐и‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!!!"""
Ushiromiya Battler,"""Х‐харэ ржать! {f:5:Беатриче}?!! Говоришь, Золотая Ведьма?! Смени пластинку!"""
Ushiromiya Battler,"""Да где ты?! Этот чёртов хрыч тоже с тобой?! Я всё дерьмо из вас выбью! Где ты сейчас?! Ответь сейчас же!"""
{f:5:Beatrice},"""О, так ты хочешь со мной встретиться? У‐хи‐хи‐хи‐хи, трудно быть столь популярной девушкой! Но молю, не пробуй уболтать меня, пока рядом Кинзо, ла‐а‐адно? Видишь ли, он страшно ревнив, а от этого у него испортился характер."""
{f:5:Beatrice},""".........Но когда Кинзо рядом не будет, я тайно дам тебе столько любви, сколько ты пожелаешь, идёт? Ух‐ха‐ха‐ха‐ха‐ха‐кья‐кья‐кья‐кья!!!"""
Ushiromiya Battler,"""Т‐ты спятила..."""
{f:5:Beatrice},"""Кинзо‐о‐о, я передумала. Я не буду испытывать Марию. Иди ты."""
Ushiromiya Kinzo,"""Какое непостоянство. Хочешь сказать, ты испытаешь Баттлера?"""
{f:5:Beatrice},"""В этом нет ничего зазорного, не так ли?! Этот парень так напоминает тебя в молодости, что у меня сердце пускается впляс."""
{f:5:Beatrice},"""Не волнуйся ты, я не изменю тебе‐е‐е. Это будет всего лишь единственный раз, когда я с ним наедине. ......Я ведь всегда одна с тобой в постели, ве‐ерно? Но больше не нужно приковывать меня к кровати цепью, договорились? Ку‐хья‐хья‐хья‐хья‐хья!!!"""
{f:5:Beatrice},"""Ну что ж, Баттле‐е‐ер! Я, Золотая Ведьма {f:5:Беатриче}, проведу твоё испытание! Что же касается места... да. У парадного входа в особняк!"""
{f:5:Beatrice},"""Баттле‐ер, убедись что ты готов к этому серьёзному и тяжелому испытанию, дабы стать следующей главой семьи, ла‐а‐адно? ......Я имею в виду, Кинзо уже одной ногой в гробу. Если ты победишь, то станешь новым владельцем всего на этом острове."""
{f:5:Beatrice},"""......Если ты выиграешь... то я не прочь стать твоей, понимаешь? Так же, как и Кинзо... управляй мной, ладно? Ку‐хи‐хи‐хи‐хи‐хи‐хи‐хи, ух‐ха‐ха‐ха‐ха‐ха‐ха!"""
Ushiromiya Battler,"""У парадного входа в особняк... Отлично! Ты, пьяная сволочь! Я собью с тебя хмель. Мой {i:горячий удар} вылечит тебя от похмелья! Ну держись!"""
,Баттлер в порыве чувств швырнул трубку.{n}Разговоры больше не нужны.
,......Я встречусь с ней лицом к лицу и поставлю точку во всём этом!
,"Я взял копьё из вешалки для шляп и вышел на улицу, не позаботившись захватить зонтик."
,"......Трудно было поверить в то, что молодая девушка, зовущая себя {f:5:Беатриче}, будет ждать меня в одиночестве."
,"...Пожалуй, мне следует учесть, что она, если верить словам Годы‐сана и остальных, будет ожидать меня в компании группы подержки."
,Идти одному было бы слишком глупо...
Ushiromiya Battler,"""Года‐сан, Кумасава‐сан! Это я, Баттлер!"""
,"В первую очередь я направился к садовому складу.{n}Мне нужна любая помощь, которую я смогу получить."
,"Года‐сан наделён довольно крупным телосложением, так что я могу рассчитывать на его силу.{n}Кумасава же, являясь слугой с огромным стажем, хорошо знает местность, поэтому может стать ценным оружием."
,"У них есть универсальные ключи, и они знают о доме куда больше моего. Они надёжные помощники."
,"Я принялся стучать по затвору и кричать, чтобы они открыли дверь, но затем вспомнил, что они не могут ничего сделать изнутри."
,"Мне потребуется взять у них ключ, чтобы открыть дверь."
,"Я завернул за угол, постучал в небольшое решетчатое окно и открыл его."
Ushiromiya Battler,"""Года‐сан, бабуля Кумасава! Это Баттлер! Эй, ну давайте, откройте мне... э... й..."""
,"Сцена в сарае, освещённом тусклой лампочкой, была... очень... странной..."
Ushiromiya Battler,"""Года... са... н... Кумасава... са... н..."""
,С лампы на потолке... свисали две толстые веревки... а на их концах... Года‐сан и Кумасава‐сан... висели... привязанные за шею...
,"Внутри было тускло и мало места из‐за разбросанных повсюду разных инструментов, так что я не мог чётко разглядеть, что к чему."
,"......Но когда они даже не дрогнули после того, как я им крикнул, из‐за того, что петли на шее, судя по всему, несли тяжесть всего тела, я почувствовал, я осознал, что не ощущаю в них жизни..."
Ushiromiya Battler,"""Вы должно быть... разыгрываете меня... да? ......Почему?"""
,Затвор был всё ещё закрыт.
,"И имелся лишь один ключ, находившийся в распоряжении Годы‐сана."
,Тогда как преступник отпер дверь и убил их обоих внутри?
,"Нет, стойте‐ка, они ведь не обязательно убиты...{n}Если это самоубийство..."
,"То тогда в этой закрытой комнате проявляется логика, вот только я не представляю, с какого перепугу они повесились!"
,"На меня напала слабость, и я тяжело осел на землю."
,"Теперь единственными живыми людьми на этом острове являемся я, Мария, и этот треклятый старикашка."
,".........Нет, есть ещё и та сбрендившая девушка, зовущая себя {f:5:Беатриче}..."
,"Мария с самого начала вела себя как её союзница.{n}А этот старикан является главным зачинщиком всего, возродившим ведьму.{n}Плюс сама ведьма."
,......Чёрт возьми... сейчас я словно... один на всём острове...
,"Воспользовавшись своим копьём как посохом, я с трудом поднялся."
,"......Чёрт, так дело не пойдёт...{n}Я должен отомстить за всех..."
Ushiromiya Battler,"""Прокля‐а‐атье‐е‐е, это бесполезно... А‐а‐а, бесполезно, всё это бесполезно... Чёрт побери‐и‐и‐и‐и..."""
,Почему бы мне сейчас не поплакать? Так мои эмоции хотя бы выйдут со слезами...
,Затем я выпрямился и глянул в темноту в направлении особняка.
,.........У входа в особняк меня ждёт ведьма.
,Я пойду... и разберусь с этим раз и навсегда.
,"Я найду источник этой странной, ужасной ночи... И раздавлю его собственными руками!"
,"Я шёл через розарий под проливным дождём без зонтика, наплевав на то, что промок до нитки."
,Тут я увидел беседку на другой стороне.
,"По словам Джессики, Джордж‐аники тоже был мертв..."
,"Ну, сейчас уже нет необходимости заботиться о жизни любого из заложников.{n}......Я свернул с пути и направился к беседке."
,И вот тут‐то моему взору предстал обветренный труп Джорджа‐аники...
Ushiromiya Battler,"""............Аники......Чёрт..."""
,Труп лежал перед беседкой.
,"Если бы он умер в беседке, то он хотя бы избежал лежания под дождем..."
,"Во лбу Аники зияла дыра, как будто его застрелили из ружья."
,"Быть может потому, что дождь омыл его, на лице Аники не было крови... Он выглядел так, словно спал."
,"...Но его одежда была окрашена в тёмно‐алый, и всё ещё сохранились признаки серьёзной кровопотери..."
,"Как бы я был счастлив, если бы он спал или только притворялся мёртвым..."
,"......Несмотря на то, что дождь капал на них, его глаза были открыты."
,И... дыра у него во лбу была настоящей на полном серьёзе...
,"Во мне теплилась слабая надежда, что подвешенные за шеи в садовом складе Года‐сан и Кумасава‐сан были всего‐навсего плохой шуткой."
,Но теперь эта наивная надежда оказалась растоптана.
,"И, глядя на этот труп, я окончательно уверился."
,"Как когда‐то сказал Года‐сан. Противник пришёл, чтобы забрать жизни, как будто эти самые жизни являлись фигурами на шахматной доске."
Ushiromiya Battler,""".........А‐а‐а‐а‐а... здесь нет никакой ошибки. ......Похоже, что старый хрыч и ведьма действительно не рассматривают наши жизни как‐либо иначе..."""
,"Эта проклятая ведьма что‐то сказала по телефону...{n}Что‐то о том, что мы на ""шахматной доске""..."
Ushiromiya Battler,"""...Отлично.........Насколько я понял, она думает, будто это игра... Тогда... точно так же, как ты убила всех, словно это была игра, то я не совершу ничего дурного, если тоже поиграю и убью тебя, не так ли?"""
Ushiromiya Battler,""".........Готовься... ...{f:5:Беатриче}..."""
,Блеснувшая молния заставила подняться внушительную тень особняка.
,"...... И вот, наконец... Особняк."
,В поле моего зрения с его громадой попал и силуэт какого‐то человека.{n}Встречающий комитет из шестёрок‐приспешников поблизости не наблюдался.
,Кирие‐сан рассказывала мне о тьме‐тьмущей козлоголовых дворецких.
,"Но как я уже сказал, ощущения, будто на меня скрытно пялится уйма глаз, у меня не возникло..."
,Что за?..{n}Под крышей парадного входа был помещён какой‐то предмет.
Ushiromiya Battler,"""......Что это? .........Коробка?"""
,"Коробочка, похожая на ту, где девушки держат свои украшения."
,"Или, может, экстравагантный портсигар, который можно увидеть в приёмной роскошной гостиницы."
,"В любом случае, облик её наводил на мысль, что ей тут не место...{n}Мне делали очевидный намёк, что я должен открыть её."
,"Но по какой‐то причине этот намёк‐предложение раздражал меня.{n}Однако, судя по всему, я далеко не уеду, если всё‐таки не открою."
,"А вдруг это ловушка, которая взорвётся, будучи открытой?"
,"Размышляя в таком ключе и даже забыв зайти под навес, я продолжал прожигать коробку взглядом, тогда как дождь, в свою очередь, от всей души проливался на меня."
,"А затем, смешавшись с громом, раздалась какая‐то... Музыка? Да, похоже на то."
,"......Это звучали большие часы в холле, обозначившие полночь."
,"Они также объявили, что безумный день — 4 октября, наконец, закончился, и на смену ему пришёл гораздо более безумный день — 5 октября."
,Звук затих... Чтобы уступить место непрятному смеху.
,"У меня возникло ощущение, что голос идет с небес, и я взглянул вверх."
,"......Тем, кого я там увидел, была девушка, прежде никогда не попадавшаяся мне на глаза.{n}Нет, я вру, что никогда не видел её ранее.{n}......Мне довелось увидеть её сегодня."
,"Да, я видел её на портрете в особняке..."
,"Одежда другая, но вот лицо точно такое же, как и у ведьмы на портрете..."
,"А‐а‐ах, кого я обманываю... Я знаю, кто это!"
Ushiromiya Battler,"""......Т....ты — {f:5:Беатриче}?!!"""
{f:5:Beatrice},"""Эге‐ей, Баттле‐е‐е‐е‐ер!"""
,"Свесившись с балкона второго этажа, высунувшись из‐под зонтика, мне, вне всяких сомнений... воодушевлённо махала... ведьма с портрета — {f:5:Беатриче}!"
,"Неужели она собирается наблюдать с высоты, отдав приказ козлоголовым шестёркам запытать меня до смерти?!"
,"Поудобнее перехватив своё копьё и представив этих козлов, вылезающих из окружающих теней и входа и окружающих меня, я приготовился к атаке..."
{f:5:Beatrice},"""Ах‐ха‐ха‐ха, кроме нас с тобой тут никого нет, видишь? Нет здесь ни козлоголовых, ни демона‐дворецкого, ни наставницы, ни другого демона, моей близкой подруги, кстати."""
{f:5:Beatrice},"""А также нет золотых бабочек, овеществляющих мою плоть, магических кругов и никаких призывателей в качестве свидетелей! ......Ты ведь понимаешь, что это означает?"""
Ushiromiya Battler,"""Без понятия. Харэ болтать..."""
{f:5:Beatrice},"""Правда в том, что я встречала тебя несколько раз даже в этом мире. Почти как будто мы всего лишь разминулись друг с другом. ......Как ты знаешь, этот мир {y:0:Люд}{n:0:люд}ей полон токсина уже от одного твоего существования и отрицания меня."""
{f:5:Beatrice},"""Эта пара подобна бастиону, образующему крепкую оборону вокруг тебя, короля! И посредством множества игр, я одну за другой продвигала фигуры, разделяла и загоняла их в угол, потихоньку низводя твою защиту."""
{f:5:Beatrice},"""И вот, наконец, проявилась слабая трещинка, и я послала слона, чтобы он встал как раз рядом с тобой. .........Но, как тебе известно, эта фигура не без недостатков."""
{f:5:Beatrice},"""Пока ты стоишь на чёрных клетках, чёрный слон оказывает огромное влияние на тебя, но стоит только перешагнуть на белую клетку, то даже если я настигну тебя, я не буду иметь права прикасаться к тебе."""
{f:5:Beatrice},"""И поэтому на протяжении этой игры я посылала разнообразные фигуры, не позволяющие тебе оставаться на белой клетке, вынудив тебя предстать передо мной, контролирующей чёрные клетки."""
{f:5:Beatrice},"""Но всё‐о‐о же!"""
{f:5:Beatrice},"""Теперь твоя крепостная стена вся в дырах, и я смогла послать даже не слона, а ферзя! Ты знаешь, на что способен ферзь?"""
Ushiromiya Battler,"""Ладья+слон. ......На это ты намекаешь? ...Дескать, сейчас ты не только контролируешь чёрные клетки, являющиеся частью иллюзии ведьмы, но и получила возможность по желанию поглотить белые клетки человеческого мира?!"""
{f:5:Beatrice},"""Совершенно верно! Ты называл клетки, где существуют золотые бабочки, являющиеся моими подопечными, 'иллюзией ведьмы', и, без наличия свидетеля, ты выдвинул теорию об их нереальности и отрицал их, верно? *хи‐хи*хи‐хи*, я знаю!"""
{f:5:Beatrice},"""Вот потому‐то я и явилась в открытую на белую клетку, вроде этой! Не беспокойся, я призову море золотых бабочек, козлоголовых, демонов и ведьм немного попозже! Если хочешь, я приглашу тебя в Золотую Землю!"""
{f:5:Beatrice},"""Там исполнится любое твое желание! Вах‐ха‐ха‐ха‐ха‐ха‐ха‐ха!"""
Ushiromiya Battler,"""......То есть получается, словно кто‐то пролил пузырек с чернилами на шахматную доску этого острова."""
{f:5:Beatrice},"""О, неплохая аналогия! *хи‐хи*хи‐хи*, в ближайшее время ты и сам будешь покрыт чернилами. А позже, ты станешь чёрным, как смоль, и безусловно преобразишься в чёрного короля! Ты действительно жалок, прямо сейчас тонущий в море чёрных чернил, не находишь?"""
Ushiromiya Battler,"""Нет, ты заблуждаешься. Я признаю, что остров окрасился чёрным из твоей чернильницы, однако осталась ещё одна белая клетка."""
{f:5:Beatrice},"""Хо, и где же?!!"""
Ushiromiya Battler,"""В месте под моими ногами. .........Твои магические чернила обволокли весь остров, но им не под силу покрыть землю, на которой стоят мои ноги. ...Даже если остров кажется полностью окрашенным чёрным, я остаюсь собой. Я здесь, стою на белой клетке!"""
,Странно...Всего лишь одну секунду назад я дрожал всем телом.
,"......Но теперь, когда она открыто предстала передо мной, мой страх постепенно стихал."
,"Интересное дело. Видать, призраки действительно наиболее страшны именно тогда, когда можешь только ощущать их."
,"Но когда их можно увидеть, и у них есть лицо, то можно заехать по нему кулаком, то в этом нет ничего пугающего!"
,"......Она же, в свою очередь, неинтересный и недружелюбный человек."
,"......Она может убить меня щелчком пальцев, покатываясь при этом со смеху."
,"Будет ли считаться результат от её щелчка пальцами летящей на меня магией или возникновением её приспешников, собирающихся застрелить меня, значения это не имеет."
,"Как бы там ни было, фантастика это или детектив, из‐за того ферзя я оказался в положении, когда она может убить меня одним лишь щелчком пальцев."
,"Понятно... Так вот, что означает ферзь на этом острове, имещий власть как над чёрными, так и над белыми клетками?!"
{f:5:Beatrice},"""Ну что ж. Было бы заманчиво подождать, пока ты не простудишься под дождем, но пора перейти к делу. .........Ты заметил эту коробочку? Твоё испытание в ней."""
Ushiromiya Battler,"""Погоди‐ка... После всего случившегося мне глубоко наплевать на какую‐то маразматическую игру о том, кто станет следующим главой."""
Ushiromiya Battler,"""Моя игра заключается в том, чтобы взять тебя, того поганого старикана... А также всех тех, кто убил моих родственников, и угостить их гигантским кулаком."""
{f:5:Beatrice},"""Хо. То есть ты взлетишь ко мне на балкон? Прекрасно, прекрасно, *хи‐хи*! Что ж, давай, взлетай, прямо сюда, ну же, ну!"""
Ushiromiya Battler,""".....Да пошла ты со своей беззаботностью только потому, что находишься в совершенно безопасном месте... Я немедленно поднимусь туда, так что жди меня и готовься морально!"""
{f:5:Beatrice},"""А‐ах, нет, нет. Дверь заперта. А ставни закрыты на всех окнах. Мой замок не настолько хрупкий, чтобы рыцарь вроде тебя смог вломиться в него!"""
,"Я всё равно попробовал открыть дверь парадного входа, но она действительно была заперта.{n}Когда я огляделся, то заметил, что ставни на окнах всё‐таки были заперты."
,......Обычно они всегда открыты.
Ushiromiya Battler,"""......Тц. Похоже, ты отлично подготовилась. ......Где ключ?!"""
,"Универсальные ключи наверняка были у Годы‐сана и Кумасавы‐сан, но они сейчас находились в закрытом садовом сарае."
,......Пока мне остаётся лишь сдаться!
Ushiromiya Battler,"""Чёрт...... ...Видать, она не дура."""
{f:5:Beatrice},"""Ты так горишь желанием встать рядом со мной? Хорошо, если впечатлающим образом пройдёшь испытание, почему бы мне не удостоить тебя аудиенции? Справишься — и станешь новым главой и моим новым господином."""
{f:5:Beatrice},""".....Мои плоть и кровь станут принадлежать тебе и ты сможешь распорядиться ими по своему разумению. Потому что я мебель семьи Уширомия! Аха‐ха‐ха‐ха‐ха‐ха!"""
Ushiromiya Battler,""".......Ну, похоже, ты так и так хочешь, чтобы я во что бы то ни стало согласился пройти это испытание. ......Ладно. Я согласен. ...Но если преуспею, моим призом будет удар тебе по физиономии."""
{f:5:Beatrice},"""Ой, как страшно‐то... Но я не то чтобы возражаю, чтобы мной управляли насилием, м? {i:Схвати} меня за голову! Заставь моё лицо исказиться гримасой боли, разорви меня на части, как ястреб когтями свою добычу, исцарапай меня и надругайся надо мной!"""
{f:5:Beatrice},"""А‐а‐ах, напомни мне ещё раз о тех днях, когда Кинзо был молод! То единственное время в тысяче лет моей жизни! Напомни тот день, когда я познала радость подчинения, покороности и была низведена до мебели! У‐хья‐хья‐хья‐хья‐хья‐хья‐хья‐хья!"""
Ushiromiya Battler,"""......Проклятая пьяница, разговаривать с тобой — только время терять."""
,"Не обращая внимания на глупую улыбку ведьмы, я поднял коробку."
{f:5:Beatrice},"""Да. Открой её. Там письмо. Прочитай его."""
Ushiromiya Battler,""".................."""
,"Я открыл коробку. ......В воздухе тут же стал витать слабоватый сигаретный запашок.{n}Судя по всему, изначально эта штука была портсигаром.{n}Но внутри не было сигар."
,"Вместо них там лежал западный конверт с однокрылым орлом.{n}Вскрыв его, я обнаружил там письмо."
,"Я взглянул на ведьму. Та, ухмыляясь, смотрела на меня сверху вниз."
,"......Похоже, она с нетерпением ждала моей реакции на содержание письма."
,"......Блин, ну просто зашибись. Содержание письма было примерно следующим:"
,"{a:c:{e:070:Чтобы получить два из трёх, упомянутых ниже,{n}пожертвуй одним из трёх:{n}{n}1. Своей жизнью{n}2. Жизнью __{n}3. Жизнями всех остальных{n}{n}Если ты не выберешь что‐то одно — лишишься всего.}}"
Ushiromiya Battler,""".........Что это такое? Здесь написаны довольно‐таки ужасающие вещи. А ещё и во втором графа пуста, так что я даже и не знаю, чья это жизнь."""
{f:5:Beatrice},"""Хм‐м. Во второй графе ты должен вписать имя того, кого любишь больше всех. У Джессики этим человеком был Канон, у Джорджа — Шаннон."""
{f:5:Beatrice},"""......Поскольку они питали очевидные чувства к конкретным людям, те имена были вписаны заранее, но я не знаю, кого любишь ты. А поскольку я не знаю, чьё имя вписать, я оставила графу незаполненной."""
Ushiromiya Battler,"""Отлично. Я люблю тебя, {f:5:Беатриче}. И впишу сюда твое имя. В таком случае я выбираю второй вариант. Идет?"""
{f:5:Beatrice},"""Эй‐эй, брось эти шутки. Ну‐у‐у, прошу тебя, Баттлер. Кого ты любишь, скажи мне. Если не скажешь, то не получится испытания, так ведь?"""
Ushiromiya Battler,"""Уж извини. Нет у меня конкретной любимой девушки. А если бы такая и была, то с какого перепугу я стал бы называть тебе её имя?"""
{f:5:Beatrice},"""В таком случае испытать тебя не выйдет. Хм‐м, очень жаль, очень жаль. А ведь мне было так интересно, какая девушка в твоём вкусе! *хи‐хи*хи‐хи*!"""
Ushiromiya Battler,""".........А если бы я сказал, что люблю плоскогрудых лоли с длинными темными волосами, что бы ты сделала? Такие ведь совсем не похожи на тебя, а?"""
