Speaker,Russian (RU)
,"Звук открываемой ключом двери. Казалось, она словно ожидала, пока все выжившие соберутся перед ней."
,"Мне почудилось, как будто зловещий особняк вознамерился разом проглотить всех оставшихся в живых людей..."
,"Наверное, вонь, вырвавшуюся наружу, стоило только распахнуть дверь, довольно затруднительно было описать всего лишь как запах."
,Это был не только запах обуглившегося тела дедушки.
,"......Мне кажется, их дополнили запахи... сожалений всех мёртвых: наших родителей, прислуги."
,"...Что это амбре могло означать, вырвавшись наружу, подавляя нас?"
,"......Был ли это крик мёртвых, говорящих нам не входить?"
,"Тем не менее, тётя Ева даже не дрогнула перед этим."
,"......И мы, которым пришлось следовать за ней, были вынуждены войти в особняк даже после того, как получили это предостережение..."
Ushiromiya Eva,"""Джордж?! Джордж!!! Если ты меня слышишь, отзовись! Джо‐о‐о‐о‐о‐ордж!!!"""
,Тётя Ева кричала на пределе своих лёгких.
,"......Учитывая ситуацию, возможно, было бы слишком оптимистично предполагать, что он всё ещё жив."
,Затем мы тоже последовали примеру тёти Евы и принялись громко звать имя Джорджа...
,...Тётя Ева что‐то обнаружила и остановилась.
,Она стояла прямо перед дверью в гостиную.
Ushiromiya Eva,""".........Что это?.. Д‐Доктор Нанджо, вы не могли бы подойти сюда на секунду?.."""
Nanjo Terumasa,"""Чт‐что такое?.."""
,"Мне доводилось слышать от взрослых о жутких нарисованных на дверях магических кругах, подобно этому на двери в гостиную."
,"......""Жуткий"" было единственным эпитетом, подходящим для описания этой мазни, нарисованной напоминающей кровь темно‐красной краской, которая медленно стекала вниз."
,Однако он предположительно находился на этой двери с утра.
,"......Гадая, почему тётя Ева, уже видевшая его, нашла его странным, мы с Джессикой пригляделись к двери..."
Nanjo Terumasa,"""......Да... Я не припоминаю, чтобы эти цифры были нарисованы здесь."""
Ushiromiya Eva,"""Точно, не были. ......Жуткие магические символы — эти были, но не цифры."""
,"Согласно их словам, данный магический круг оказался здесь этим утром."
,Однако прямо сейчас на двери в верхней части магического круга появилось восемь цифр.
,07151129.
,"...Я понятия не имею, что они означают, но мне даже думать не хочется, что замышлял написавший их."
,"Они были нарисованы той же краской, что и магический круг, но они явно написаны совсем недавно."
,"Степень, до которой они высохли, и оттенок их цвета совершенно не совпадал с цветом магического круга."
Ushiromiya Jessica,""".........Хе. Уверена, он просто имеет какое‐то магическое значение. Бессмысленно углубляться в размышления на эту тему."""
,Джессика намеренно выплюнула эти слова в попытке рассеять исходящую от круга зловещесть.
Nanjo Terumasa,"""Это... может быть магический {i:квадрат}. ......Смысл в том, что талисман может скрываться в определённом наборе чисел. Полагаю, каждый слышал о таком, в котором сложив числа в каждом ряду, вы получите ту же сумму..."""
Ushiromiya Eva,"""Разве эта группа чисел не заложена в прямоугольник? Здесь же всего лишь один ряд. Я понятия не имею, что это может означать."""
Ushiromiya Eva,"""......Возможно, сказанное Джессикой‐чан недалеко от истины. Как бы мы ни задумывались над этим, это ничего нам не даст..."""
,"Но хоть она так и сказала, у неё наверняка имелись подозрения, что он нёс в себе какой‐то смысл."
,"Воспользовавшись старой квитанцией или чем‐то там ещё из своего кармана, Тётя Ева быстро переписала это число короткой шариковой ручкой."
,"Без какого‐то определённого подхода, данное восьмизначное число будет крайне сложным для разгадки кодом."
,........................
Ushiromiya Battler,"""......А это, часом, не дата какая‐нибудь?"""
Ushiromiya Eva,"""Дата?.. Что ты имеешь в виду?.."""
Ushiromiya Battler,"""Ну... возможно это и совпадение, но мой день рождения 15 июля. ...Стоило мне подумать, что 0715 может относится к 15 июля, меня посетила мысль, что 1129 означает 29 ноября, и это как раз подходит..."""
Ushiromiya Jessica,"""............С какой стати надо было написать твой день рождения в подобном месте? И причём тут тогда 29 ноября?.."""
Ushiromiya Battler,"""Я и сам бы хотел это знать... И тем не менее... Это может оказаться простым совпадением. Просто когда я думаю об этом, становится несколько жутко."""
Ushiromiya Battler,"""......А если чей‐нибудь день рождения приходился на 29 ноября? У всех в моей семье — папы, Кирие‐сан и Энджи, другие даты дня рождения. И разумеется, у моей мамы тоже."""
Nanjo Terumasa,"""Мне ничего не приходит на ум... ...Я не думаю, что это день рождения Кинзо‐сана или Генджи‐сана."""
Ushiromiya Eva,"""И не из моей семьи тоже. И не Розы и Марии‐чан."""
Ushiromiya Jessica,"""Даже у моей семьи другие дни рождения... И не Канон‐куна и Шаннон."""
Ushiromiya Jessica,"""......Я всегда дарю прислуге подарки на день рождения, поэтому они все мне известны, но я понятия не имею, кто мог родиться 29 ноября..."""
,"Как только мы прикинули, что эти восемь считаемых нами бессмысленными цифр на самом деле являются соединёнными вместе датами, они стали выглядеть именно таким образом."
,"......Однако их истинное значение может оказаться совершенно иным, либо же они вообще не содержат никакого смысла."
,"В любом случае, в силу острой нехватки деталей для разгадки, наверное, не имеет смысла стоять здесь и беспокоиться об этом."
,"......Гораздо важнее то, что находится внутри гостиной."
,Этим утром за каждой дверью с магическим кругом лежали тела жертв.
,"...И вот теперь, когда этот номер написали на двери, неужели {i:что‐то новое} ожидает нас в гостиной?"
,"Когда тётя Ева попыталась открыть дверь, то встретила сопротивление замка.{n}Она сразу же достала универсальный ключ и вставила его в замочную скважину."
,Как только она открыла дверь... Тётя Ева издала пронзительный крик и вбежала внутрь.
,"Этого само по себе было достаточно, чтобы сказать нам, что произошло внутри комнаты..."
,"Мы с доктором Нанджо посмотрели друг на друга, и я отрицательно покачал головой, прежде чем мы вошли в гостиную..."
Ushiromiya Eva,"""Джордж!!! Джо‐о‐о‐о‐ордж!!! Держись!.. Джо‐о‐о‐о‐о‐о‐о‐о‐о‐ордж!!! Доктор Нанджо, быстрее!!!"""
,Джордж‐аники лежал рядом с трупом Шаннон‐чан.
,Его грудь была окрашена ярко красным.
,"И судя по его открытым глазам... Мне бы не хотелось говорить этого тёте Еве, но мне не удалось выявить каких‐либо признаков жизни."
,"После проверки наличия пульса у Джорджа, Доктор Нанджо лишь покачал головой, молча констатировав, что Джордж был мёртв."
,"Отпихнув его в сторону, тётя Ева снова присела рядом с Джорджем‐аники, и начала рыдать во всю силу своих лёгких..."
,Таким образом... Смерть Аники лишь подтвердила одну вещь.
,Убийства не прекратились на восьмых сумерках.
,"Эпитафия воспроизводилась в полном виде, в том числе и девятые сумерки — ""и кто в живых остался — будет мёртв""..."
,"Я уже начинал переставать понимать, что происходит."
,...Но по какой‐то причине отчаянные рыдания тёти Евы только успокоили меня...
,"...Удрученный и разбитый, я плюхнулся на диван, закинув ноги на стол."
,"Возможно, из‐за всех этих убийств моё сердце окончательно зачерствело. Вместо того, чтобы бояться, я чувствовал себя окончательно запутавшимся."
,"Папа и Кирие‐сан погибли, и, начиная с прислуги, людей стали убивать одного за другим. ...И их уже набралось чертовски много."
,"Я точно не знаю, в какое именно время начались эти убийства, но предположительно нас убивали со скоростью одного человека в час."
,"Мы рассчитали, что катер приплывёт за нами около девяти завтрашнего утра. ......До этого времени ещё оставалось целых 12 часов."
,"...Сколько ещё жертв должно потребоваться ведьме, чтобы мы выжили?.."
,"С нами четверыми, если она будет забирать по одному в час... Мы продержимся не больше четырёх часов. Мы даже не знаем, протянем ли мы до полуночи..."
,"......Вчера, после обеда, мы сидели в этой гостиной."
,"В то время, когда началась беседа о чёрном чае, купленном тётей Розой, мы, дети, заговорили о том, чтобы пойти на прогулку."
,......Мария весело дурачилась.
,...Разве Шаннон‐чан не принесла нам немного печенья?
,"Она говорила, что Кумасава‐сан сама их испекла."
,"......Я бы, наверное, расхохотался, запеки она в них скумбрию на самом деле."
,"............Это верно, мне больше никогда не доведётся послушать шутки про скумбрию от бабули Кумасавы..."
,"...Ах да, я ведь вспомнил лишь про бабулю Кумасаву, что несправедливо по отношению к остальным..."
,............Зачем Папе и Кирие‐сан... вообще понадобилось выходить наружу?
,"Не думаю, что мы могли бы умереть от голода лишь за один день."
,"...И всё же, неужели лишь из‐за банального прожорства они рискнули отправиться за едой?"
,"......Держу пари, это папа начал бунтовать и жаловаться на голод..."
,"Кирие‐сан, тебе следовало притормозить моего безрассудного папу...Почему ты не остановила его?"
,.........А как же твоя дочка Энджи?..
,Ей же ещё шесть лет.{n}Неужели ты задумала поручить её мне?..
,"Крайне сомнительно, что мне даже удастся покинуть этот остров живым..."
Nanjo Terumasa,"""П‐прекрати! Почему ты лезешь драться в такое время?! Джессика‐сан, хватит!"""
,......В комнате уже какое‐то время было шумно.
,"Когда я поднял голову, то увидел, как Джессика и тётя Ева начали бороться друг с другом."
,"......Нет, вернее было бы сказать, что Джессика вцепилась в тётю Еву."
Ushiromiya Jessica,"""......Тётя Ева убила папу и остальных!!! Больше нет других объяснений!!!"""
Ushiromiya Eva,"""Что за бред!!! Откуда мне знать, что случилось с твоими родителями?!"""
Ushiromiya Jessica,"""Кто был на первом этаже домика для гостей?! Тётя Ева!!! Папа и мама были на первом этаже в вестибюле, вместе с тётей Евой! Кто остался в живых?! Только тётя Ева!!! Почему?"""
Ushiromiya Jessica,"""Это очевидно, ты и есть {i:грёбаная преступница}!!! Ты убила маму с папой, вынесла их наружу, а затем бессовестно заперла дверь, чтобы обставить всё это как дело рук ведьмы!!!"""
Ushiromiya Eva,"""Тогда как ты собираешься объяснить исчезновение Джорджа?! Он ведь не спустился на первый этаж, разве не так?! Значит, он исчез со второго этажа?!"""
Ushiromiya Eva,"""Кто был на втором этаже?! Разве не вы там были, так?!! Ты ведь знала, не так ли?! Ты знала, как Джордж смог проникнуть в особняк!!! Ты нагло морщишься, как будто тебе это не известно!!! Если бы ты остановила Джорджа, он бы... он бы!.."""
Nanjo Terumasa,"""Хватит, говорю я вам!.. Джессика‐сан всё это время находилась в комнате для кузенов и кузин! А Ева‐сан тоже находилась всё это время в вестибюле на первом этаже! И никому из вас не удастся ничего доказать! Это только усилит горе от потери ваших семей!.."""
Nanjo Terumasa,"""Преступник никто, он нигде!.. Это всё... просто вина ведьмы!!! Поэтому перестаньте ненавидеть друг друга, вы обе!.."""
,"......Это вина ведьмы, значит...{n}Подходящий ли это способ, чтобы привнести мир между нами?"
,"Да... наконец до меня дошло, каким образом три человека пропало из домика для гостей, когда все двери и окна {i:были закрыты изнутри}..."
,Вот чего они хотели добиться.
,"......Заставить нас думать, будто преступник прячется внутри... И породить эту уродливую взаимную ненависть... Вот какова цель преступника... Нет — ведьмы."
,"............Но в таком случае, как преступник {i:умудрился запереть снаружи}?.."
,"Когда на папину группу было совершено нападение, универсальный ключ однозначно был украден."
,"...Но двери и окна домика для гостей были сконструированы таким образом, что их невозможно было запереть снаружи, как бы это ни пытались делать."
,"Поэтому даже с универсальным ключом, домик для гостей продолжал оставаться закрытым помещением..."
,Джессика и тётя Ева превратили горе от потери своих родных в гнев по отношению друг к другу.
,Доктор Нанджо попытался встать между ними.
,"......А я сидел на диване, уставившись в потолок, с измождённым лицом размышляя о вещах, больше не имеющих никакого значения."
,"............Мне просто не верилось, что это та же самая гостиная, в которой вчера, в полдень, было так приятно и тепло лишь незадолго до удара тайфуна..."
Ushiromiya Jessica,"""Гяа‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а... ува‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!"""
,Неожиданный звук выстрела мигом вывел меня из полусонного состояния.
,...Дым шёл прямо из‐за дула ружья тётя Евы.
,"Джессика упала на пол, схватившись за свои глаза."
,"Тётя Ева и доктор Нанджо смотрели на неё сверху вниз, потрясённые..."
Nanjo Terumasa,"""Т‐ты в порядке, Джессика‐сан?! Джессика‐сан!"""
Ushiromiya Jessica,"""А‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а, как больно, как больно, как больно... ррра‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐агггххх..."""
Ushiromiya Eva,"""Я... я не виновата... Эт... это случилось из‐за того, что ты напала на меня, когда я сказала тебе остановиться!.."""
Ushiromiya Battler,"""Э... эй, погодите секунду, что случилось то?!"""
,"Джессика вцепилась в тётя Еву, и между ними завязалась потасовка..."
,"Возможно ли, что они начали драться за ружьё, находившееся в руках у тёти Евы?"
,И по чистой случайности оказался задет спусковой крючок?..
,"Я не знаю всех подробностей относительного того, задела ли её пуля или же её обожгло огнём выстрела, но в любом случае, Джессика держалась за свои глаза, крича ""больно, как больно"", катаясь по полу."
Nanjo Terumasa,"""......Всё в порядке, успокойся!... Это не серьёзная рана, так что держись!.."""
Ushiromiya Jessica,"""Мои глаза болят, так болят... ...Я не вижу... я не могу видеть!!!"""
,"Доктор Нанджо подставил Джессике плечо, и сказал, что им нужно отправиться в комнату прислуги."
,"......В комнате прислуги в этом особняке находились аптечка и кровать, поэтому её можно было использовать в качестве лазарета."
Ushiromiya Jessica,"""Проклятье‐е‐е‐е‐е‐е!!! Ты убила Маму и Папу!!! Я убью тебя... я убью тебя!!!"""
Ushiromiya Eva,"""Я ......не делала этого... это была не я!.."""
Nanjo Terumasa,"""Джессика‐сан, у тебя серьёзные повреждения, поэтому не будь так безрассудна!... Идём, идём в комнату прислуги..."""
,"Джессика проклинала тётю Еву как убийцу её родителей ещё яростней, чем прежде.{n}Было видно, что тётя Ева не могла сдержать свою дрожь, вызванную тем, что она нажала на спусковой крючок, даже если это и вышло случайно."
Ushiromiya Eva,"""...Это не моя вина... это из‐за того, что она прыгнула на меня... Я никого не убивала..."""
Ushiromiya Eva,"""......Что важнее... кто убил Джорджа? Вот именно, кто убил Джорджа?!! Джордж, Джо‐о‐о‐о‐о‐о‐о‐о‐о‐о‐ордж!!! Это не моя вина, не моя вина!.."""
Ushiromiya Battler,"""П‐погоди секунду, тётя Ева!.. Не уходи одна!!!"""
,"Я не знаю, случилось ли так потому, что тёте Еве было невыносимо осознание собственной ошибки, или потому, что она больше не могла контролировать своё тело из‐за гнева на человека, убившего её единственного сына... Или же всё это навалилось на неё разом."
,"...В любом случае, вопя, страшная и кричащая, она выбежала в коридор."
,"Меня тоже беспокоило состояние Джессики, но в любом случае, в данный момент я не мог оставить тётю Еву одну."
,Куда она собирается пойти в этом особняке в полном одиночестве? Разве это не самоубийство?!
,Доктор Нанджо вместе с Джессикой направились в комнату прислуги.
,"...Я погнался за тётей Евой, рванув вглубь особняка..."
,"Усадив Джессику на кровати в комнате прислуги, Нанджо несколько раз наказал ей не трогать глаза и осмотрел пострадавшие участки."
,"Ружьё, очевидно, на тот момент находилось в непосредственной близости от её глаз.{n}Вполне вероятно, что пламя от выстрела могло повредить её роговицу."
,"...Угрозы для её жизни это не представляло, но ей наверняка как можно скорее была необходима помощь соответствующего врача."
,"Нанджо оказал первую медицинскую помощь, обернув поражённый участок марлей и обвязав его повязкой. В результате Джессика полностью лишилась возможности видеть..."
Nanjo Terumasa,"""Ты как?.. Эта рана может болеть или зудеть, но ни в коем случае не царапай и не три её. И завтра же мы как можно скорее покажемся офтальмологу."""
Ushiromiya Jessica,"""......Эта сука, она действительно пыталась убить меня... Ещё бы совсем чуть‐чуть изменить угол и я была бы уже мертва... Я обязательно сдам её в полицию!.."""
Nanjo Terumasa,"""...Ева‐сан не стала бы так поступать. Это был несчастный случай."""
Ushiromiya Jessica,"""Вы называете это несчастным случаем?! Она убила папу и маму. Никакого 19‐го человека или ведьмы на этом острове нет!.. Она стоит за всем. Она единственная оставалась на первом этаже домика для гостей!"""
Ushiromiya Jessica,"""Джордж нии‐сан, возможно, увидел как она убивала маму и папу, и она убила его, чтобы он молчал! То же самое с дедушкой и прислугой. Я уверена, она незаметно ушмыгнула с собрания семьи вчера вечером, и убила их всех!.."""
Nanjo Terumasa,"""......Е... если так и было, мы узнаем это не раньше полицейского расследования."""
Nanjo Terumasa,"""Полиция своё дело знает, и с их способностью распознавать и разгадывать ничто не останется непонятым. ......Поэтому нам нет нужды подозревать и ненавидеть кого‐то. Полиция всё разрешит."""
Nanjo Terumasa,"""Так что сейчас, Джессика‐сан, тебе в первую очередь следует думать об отдыхе для своего тела и позаботиться о своих глазах. ...Если же ты продолжишь так морщить лоб, ничего хорошего для красоты твоих глаз это не сулит."""
,"И действительно, когда Джессика начала высказывать свои подозрения по поводу Евы, она принялась строить сердитое лицо, из‐за чего глазное давление стало причинять ей боль."
,"Джессика сама успела понять, что чем больше она говорит, тем больше ранит свои глаза, и решив на время оставить свои подозрения по поводу Евы, она постаралась немного успокоиться..."
Ushiromiya Jessica,""".........Она убила их... папу и маму. ......И Шаннон... и Канон‐куна... Канон‐кун..."""
,"Она слышала, что Канон‐кун был убит в часовне.{n}...Джессика ещё не видела его лица после его смерти."
,"Джессика теперь не столько боялась, что её ослепило, сколько страшилась того, что когда полиция начнёт выносить тело Канона, она так и не сможет его увидеть, и ей придётся окончательно попрощаться, не имея возможности увидеть его лицо."
,"Гнев на преступника и её печаль от смерти человека, которого она любила,{n}смесь этих чувств довела её до слёз."
,"Но именно сейчас слёзы как раз причиняли ей боль, так что ей даже не дозволялось неспешно вспоминать его лицо минувших дней..."
,"Джессике ничего не оставалось, кроме как сидя на кровати с понурой головой, терпеть боль..."
Nanjo Terumasa,"""...............Ну что же, теперь я больше беспокоюсь за Еву‐сан. Я надеюсь, она смогла прийти в себя."""
,"Понимая, что Джессика на время успокоилась, и коротко вздохнув, он высунул голову в коридор проверить, не возвращаются ли остальные."
Nanjo Terumasa,"""............"""
,"И тут их глаза встретились.{n}Нанджо, не в силах понять, что за особа встала перед ним, на миг застыл в недоумении."
{f:5:Eva Beatrice},"""Я слышала, что люди, потерявшие силу зрения, имеют нулевую антимагическую силу и сопротивляемость магии. Другими словами, прямо сейчас ты — изолированная пешка. Понимаешь, что это значит?"""
Nanjo Terumasa,"""......Чт... что ты сказала?.."""
,"У Нанджо не было каких‐либо причин понимать, кто стоит перед ним. ...Кроме того, ещё меньше он понимал смысл сказанных ею слов."
Ushiromiya Jessica,""".........Доктор Нанджо? Что произошло?.."""
,"Ничего не видя, Джессика не могла понять, что происходит, полагаясь лишь на слышимый ею голос.{n}...Но так как она услышала, что Нанджо сказал что‐то напряжённым голосом, она напряглась, предполагая, что случилось что‐то плохое."
Nanjo Terumasa,"""П... пожалуйста, не надо!.. Умоляю, не убивайте меня!.. У моей внучки слабое здоровье!.. Я не могу умереть здесь!.. Прошу, пощадите меня!!!.. Хи‐и‐и!!!"""
Ushiromiya Jessica,"""...Доктор Нанджо?.. Доктор Нанджо?!"""
,"Джессике не оставалось ничего, кроме как звать с кровати.{n}...Судя по тону его голоса, Нанджо повстречал кого‐то в коридоре."
,И этот кто‐то пугал его. Его жизнь оказалась под угрозой буквально секунду назад.
Nanjo Terumasa,"""Нет, не надо!!! Хи‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и!!!"""
{f:5:Eva Beatrice},"""К девятым сумеркам же возродиться ведьма, и кто в живых остался — будет мертв. Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи!!!"""
,Ведьма указала на Нанджо набалдашником своего золотого посоха.
,"...Хоть он и не знал, что она намеревается сделать, Нанджо интуитивно предположил, что она собирается лишить его жизни."
Ushiromiya Jessica,"""Доктор Нанджо!!! Доктор Нанджо!!! Кто там?! Ответь мне!!!"""
Nanjo Terumasa,"""Останови‐и‐и‐и‐и‐и‐сь, ахи‐и‐иэ‐э‐э‐э‐э‐э‐э‐э!!!"""
,*Бах*! Эхом отдался резкий звук.
,"И так же резко, набалдашник золотого посоха удлинился в острый конец конуса и пробил лоб Нанджо..."
,"Джессика, которая могла лишь ушами попытаться понять, что происходит, не имела никакого представления, что творится в коридоре."
