Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Natsuhi,"""Originally, the boat to take them back would have arrived at three o'clock today. They probably would have telephoned to say that they would come after the typhoon passed, but unfortunately, the telephones aren't working...""","""Normally, the boat to take them back would arrive at 3:00 today. They probably sent us a phone call to say that they would come after the typhoon passed, but unfortunately, the phones aren't working... ",[=ST],「本来なら、帰りの船は今日の３時に来てくれることになっていました。先方も、台風が過ぎてから来直すと電話をしてくれたでしょうが、生憎、電話は不通ですから…。,「本来なら、帰りの船は今日の３時に来てくれることになっていました。先方も、台風が過ぎてから出直すと電話をしてくれたでしょうが、生憎、電話は不通ですから…」,"""Если бы всё прошло гладко, то катер должен был прибыть сегодня около трёх часов дня. До нас наверняка уже пытались дозвониться, чтобы передать о задержке в прибытии вплоть до окончания тайфуна, но, к сожалению, ни один телефон не работает...""","""A princípio, o barco para levá‐los de volta deveria ter chegado hoje, às três horas. Eles provavelmente devem ter telefonado para dizer que viriam após o tufão passar, mas, infelizmente, os telefones não estão funcionando...""",[=UP],「回去的船本來應該是今天三點來的。他們應該也打來過電話，通知我們台風過後再出航，可惜不湊巧，電話不通……」,「回去的船本来应该是今天三点来的。他们应该也打来过电话，通知我们台风过后再出航，可惜不凑巧，电话不通……」,[=ST],"""Normalmente, il battello di ritorno arriverebbe alle tre. Di certo ci hanno chiamati per avvertirci che sarebbero arrivati una volta passato il tifone, ma sfortunatamente, i telefoni non funzionano...""","""Aslında onları geri götürecek tekne bugün saat üçte gelecekti. Muhtemelen telefon edip tayfun geçtikten sonra geleceklerini söyleyeceklerdi ama ne yazık ki telefonlar çalışmıyor..."""
Ushiromiya Natsuhi,"""......But they aren't children over there. They were told this was for the purpose of dropping off and collecting our guests, so they will most likely arrive first thing tomorrow morning—probably around nine o'clock, I believe.""","...But they aren't children over there. They were told to both drop off and collect our guests, so they will most likely arrive first thing tomorrow morning, ...probably about 9:00, I believe."" ","......But they aren't children over there. They were told to both drop off and collect our guests, so they will most likely arrive first thing tomorrow morning..., probably about 9:00, I believe.""",……でも、向こうも子どもの使いではありません。客人の方々の送迎目的だと教えてありますから、恐らく、明日の朝一番で…、多分９時頃くらいに来てくれるでしょう。」,「……でも、向こうも子どもの使いではありません。客人の方々の送迎目的だと教えてありますから、恐らく、明日の朝一番で…、多分９時頃に来てくれるでしょう」,"""......Но там же всё‐таки не дети работают. Им было чётко сказано, что наших гостей нужно сначала привезти, а потом забрать обратно на большую землю, поэтому они, скорее всего, будут здесь к завтрашнему утру... где‐то к девяти утра, я думаю.""","""......Entretanto, eles não vão agir como crianças. Foi dito a eles que deveriam trazer os hóspedes e levá‐los de volta, então o mais provável é que a primeira coisa que façam é chegar amanhã de manhã — provavelmente por volta das nove horas, creio eu.""",[=UP],「……不過，那邊也是不會草率行事的。因為告訴過他們這是用來接送貴賓的，所以，估計明天一大早…，大概九點左右就會來吧。」,「……不过，那边也是不会草率行事的。因为告诉过他们这是用来接送贵宾的，所以，估计明天一大早…，大概九点左右就会来吧。」,[=ST],"""Ma sanno cosa stanno facendo. Gli è stato detto che il loro compito è di portare e riprendersi tutti gli ospiti, perciò, la prima cosa che faranno domani...{n}sarà venire qui verso le nove.""","""......Ama oradakiler çocuk değiller. Kendilerine bunun misafirlerimizi bırakma ve alma amaçlı olduğu söylendi, bu nedenle büyük olasılıkla yarın sabah ilk iş olarak geleceklerdir—muhtemelen saat dokuz civarı."""
,"It was completely black outside.{n}When I looked at the clock, I realized that it was just past seven.{n}I was starting to get hungry...","It was completely black outside. When I looked at the clock, I realized that it was just past 7:00. I was starting to get hungry... ","It was completely black outside. When I looked at the clock, I realized that it was just past 7:00. I was starting to get hungry...",外はすっかり真っ暗になっていた。時計を見ると、７時を少し過ぎたところ。お腹も減り始めたところだ…。,外はすっかり真っ暗になっていた。{n}時計を見ると、７時を少し過ぎたところ。{n}お腹も減り始めたところだ…。,"Снаружи была кромешная темнота.{n}Взглянув на часы, я увидел, что время уже перевалило за семь часов вечера.{n}Во мне начинал просыпаться аппетит...","Estava completamente escuro do lado de fora.{n}Quando eu olhei para o relógio, vi que recém passava das sete.{n}Eu estava começando a ficar com fome...",[=UP],外面已經一片漆黑。{n}看了看鐘，剛剛過了七點。{n}也到了肚子開始喊餓的時候了…。,外面已经一片漆黑。{n}看了看钟，刚刚过了七点。{n}也到了肚子开始喊饿的时候了…。,[=ST],Fuori era completamente buio. Erano le sette passate quando osservai l'orologio. Cominciai ad avere fame...,Dışarısı tamamen karanlıktı.{n}Saate baktığımda saatin yediyi geçtiğini fark ettim.{n}Acıkmaya başlamıştım...
,"In the kitchen, Kumasawa was cooking enthusiastically.{n}She had laid out a variety of dishes, and while they didn't match the level of Gohda's artful cooking, they were still quite gorgeous.","In the kitchen, Kumasawa was cooking enthusiastically. She had laid out a variety of dishes, and while they didn't match the level of Gohda's artful cooking, they were still quite gorgeous. "," In the kitchen, Kumasawa was cooking enthusiastically. She had laid out a variety of dishes, and while they didn't match the level of Gohda's artful cooking, they were still quite gorgeous.",厨房では、熊沢が張り切って料理をしていた。色々なお皿が並び、郷田の芸術料理からはだいぶ見劣るにしても、充分に華やかなものだった。,厨房では、熊沢が張り切って料理をしていた。{n}色々なお皿が並び、郷田の芸術料理からはだいぶ見劣るにしても、充分に華やかなものだった。,"На кухне с энтузиазмом готовила Кумасава.{n}Она выставила множество блюд, которые хоть и не дотягивали до кулинарного уровня Годы, но всё равно были весьма впечатляющими.","Na cozinha, Kumasawa estava cozinhando com entusiasmo.{n}Ela tinha alinhado uma variedade de pratos, e mesmo que eles não fossem páreos para o nível das artes culinárias de Gohda, ainda assim eram bastante glamourosos.",[=UP],廚房裡，熊澤正全力做著晚餐。{n}各色菜餚一盤盤並排著，雖然比起鄉田的藝術料理要遜色很多，但也足夠豐盛了。,厨房里，熊泽正全力做着晚餐。{n}各色菜肴一盘盘并排着，虽然比起乡田的艺术料理要逊色很多，但也足够丰盛了。,[=ST],"In cucina, Kumasawa stava preparando da mangiare con entusiasmo.{n}Aveva allestito una varietà di portate, e anche se non erano affatto al livello della cucina ricercata di Gouda, avevano un aspetto molto delizioso.",Kumasawa mutfakta hevesle yemek yapıyordu.{n}Çeşitli yemekler hazırlamıştı ve Gohda'nın sanatsal yemek pişirme seviyesine ulaşamasalar da yine de oldukça muhteşemlerdi.
,"It was an act of kindness from Kumasawa, trying to use food to enliven everyone's low spirits.","It was an act of kindness from Kumasawa, who was trying to enliven everyone's low spirits with some food. "," It was an act of kindness from Kumasawa, who was trying to enliven everyone's low spirits with some food.",落ち込んだ心を、少しでも食事で盛り上げたいという熊沢の気遣いだった。,[=JP],"Кумасава таким способом проявляла доброту, пытаясь едой приподнять настроение окружающих.","Era um ato de gentileza de Kumasawa, tentando usar a comida para animar o humor escasso de todos.",[=UP],這正是出於熊澤的用心，她希望通過用餐，讓大家郁悶的心情稍微好轉。,这正是出于熊泽的用心，她希望通过用餐，让大家郁闷的心情稍微好转。,[=ST],"Era stato un gesto gentile da parte di Kumasawa, che voleva ravvivare i nostri animi abbattuti con un po' di cibo.",Kumasawa'nın herkesin düşük ruh halini canlandırmak için yemeği kullanmaya çalışması bir nezaket gösterisiydi.
,"Kumasawa wasn't nearly as talented as a professional cook like Gohda, but she was far from unskilled.","Kumasawa wasn't nearly as talented as a professional cook like Gohda, but she was far from unskilled. "," Kumasawa wasn't nearly as talented as a professional cook like Gohda, but she was far from unskilled.",熊沢は、郷田のような職業的料理人にはだいぶ劣るが、決して下手なわけではない。,[=JP],"Хоть Кумасава и не была даже близко так талантлива, как Года, который, безусловно, являлся профессионалом своего дела, но и неумехой её тоже нельзя было назвать.","Kumasawa não era tão talentosa quanto um profissional como Gohda, mas ela estava longe de não ter habilidades.",[=UP],雖然熊澤的廚藝遠遠不如鄉田那樣的職業廚師，但也絕對不差。,虽然熊泽的厨艺远远不如乡田那样的职业厨师，但也绝对不差。,[=ST],"Kumasawa non reggeva il confronto con un cuoco professionista come Gouda, ma non era affatto inesperta...","Kumasawa, Gohda gibi profesyonel bir aşçı kadar yetenekli değildi ama beceriksiz olmaktan da çok uzaktı."
,"...On the contrary, since she had been brought up in a fishing village, the simple food she created was sometimes very highly valued.","...On the contrary, since she had been brought up in a fishing village, the simple food she created was sometimes highly praised. ",[=UP],…むしろ漁村育ちの彼女の手による素朴な料理は、時にとても高い評価を受けるのだった。,[=JP],"...Совсем напротив, поскольку она воспитывалась и росла в рыбацкой деревне, простые блюда, приготовленные ею, временами получали лестные отзывы.","...Pelo contrário, já que ela foi criada numa vila de pescadores, o alimento simples que ela criava era algumas vezes altamente valorizado.",[=UP],…反倒是漁村出身的她張羅的樸素料理，經常能受到盛評。,…反倒是渔村出身的她张罗的朴素料理，经常能受到盛评。,[=ST],"Al contrario, in quel momento una cucina semplice, preparata dalle mani di una donna cresciuta in un villaggio di pescatori, era molto gradita.","...Aksine, bir balıkçı köyünde büyüdüğü için yaptığı basit yemekler bazen çok değerli olabiliyordu."
,"Kanon arranged the food Kumasawa had finished creating on plates, under her direction.","Kanon arranged the food Kumasawa had finished creating on plates, under her direction. "," Kanon arranged the food Kumasawa had finished creating on plates, under her direction.",熊沢が調理を終えた料理を、嘉音が教えられながら皿に盛り付けていた。,[=JP],"Следуя указаниям Кумасавы, Канон раскладывал приготовленную еду на тарелки.","Kanon finalizou a comida que Kumasawa havia terminado de preparar, colocando‐a em pratos, sob a orientação dela.",[=UP],嘉音一邊聽著熊澤的指示，一邊把她烹飪完的料理盛到盤子裡。,嘉音一边听着熊泽的指示，一边把她烹饪完的料理盛到盘子里。,[=ST],"Seguendo le direzioni di Kumasawa, Kanon sistemava sui piatti il cibo che lei aveva preparato.","Kanon, Kumasawa'nın hazırlamayı bitirdiği yiyecekleri onun talimatıyla tabaklara yerleştirdi."
,"Kanon also helped in the kitchen sometimes, but since he was rarely placed in that role, he was slightly awkward, even though he tried his best...","Kanon also helped in the kitchen sometimes, but since he was rarely placed in that role, he was slightly awkward, even though he tried his best... "," Kanon also helped in the kitchen sometimes, but since he was rarely placed in that role, he was slightly awkward, even though he tried his best...",嘉音も時には厨房を手伝うが、それが役割として与えられることは少なかったため、懸命ではあったが少々だけ稚拙だった…。,[=JP],"Канон тоже помогал на кухне, но, так как это случалось довольно редко, он был слегка неуклюж, несмотря на то, что старался изо всех сил...","Kanon também ajudava na cozinha algumas vezes, mas como ele raramente cumpria esse papel, ele ficava um pouco sem jeito, mesmo tentando fazer o seu melhor...",[=UP],雖然嘉音有時也在廚房幫忙，但由於很少被專門分配到廚房工作，所以雖說很努力，但動作略顯稚拙…。,虽然嘉音有时也在厨房帮忙，但由于很少被专门分配到厨房工作，所以虽说很努力，但动作略显稚拙…。,[=ST],"Anche Kanon aiutava in cucina qualche volta, ma dato che raramente gli spettava quel compito, era piuttosto impacciato, nonostante ci stesse mettendo il massimo...","Mutfağa Kanon da bazen yardım ediyordu, ancak bu role nadiren verildiği için, elinden gelenin en iyisini yapmaya çalışsa da biraz beceriksizdi..."
,"Self‐conscious about the fact that he couldn't skillfully arrange the food, Kanon's expression darkened slightly.","Self-conscious about the fact that he couldn't cleverly arrange the food, Kanon's expression darkened slightly. "," Self-conscious about the fact that he couldn't skillfully arrange the food, Kanon's expression darkened slightly.",盛り付けがうまくできていないことを自覚し、嘉音は少しだけ表情を曇らせる。,[=JP],"Канон слегка помрачнел, переживая из‐за того, что не может красиво разложить еду.","Consciente do fato de que não poderia servir a comida com habilidade, a expressão de Kanon nublou ligeiramente.",[=UP],嘉音自己也知道沒有盛好，表情有點悶悶不樂。,嘉音自己也知道没有盛好，表情有点闷闷不乐。,[=ST],"Kanon si incupì leggermente in volto, conscio del fatto che non stesse riuscendo a disporre abilmente il cibo.",Yiyecekleri ustalıkla düzenleyemediği gerçeğinin bilincinde olan Kanon'un ifadesi hafifçe karardı.
,But Kumasawa smiled to say everything was fine.,But Kumasawa smiled as though everything was fine. , But Kumasawa smiled as though everything was fine.,でも熊沢はそれでいいと微笑んでいた。,[=JP],"Но Кумасава улыбалась, как бы говоря ему, что всё хорошо.","Mas Kumasawa sorriu, dizendo que estava tudo bem.",[=UP],但是熊澤並不介意地對他露出了微笑。,但是熊泽并不介意地对他露出了微笑。,[=ST],"Ma Kumasawa sorrise, dicendogli che andava bene.",Ama Kumasawa gülümseyerek her şeyin yolunda olduğunu söyledi.
Kumasawa Chiyo,"""Hoh‐hoh‐ho, it's arranged beautifully. Kanon‐kun, aren't you skilled.""","""Hohohoh, it's arranged beautifully. Kanon-kun, aren't you skilled."" ","""Hoh-hoh-ho, it's arranged beautifully. Kanon-kun, aren't you skilled.""",「ほっほっほ、綺麗に盛り付けられてますよ。嘉音くんもお上手ですよ？」,[=JP],"""Хо‐хо‐хо, всё так красиво разложено. Канон‐кун, у тебя здорово получается.""","""Hoh‐hoh‐ho, seu arranjo está lindo. Kanon‐kun, você é habilidoso, não é mesmo?""",[=UP],「嚯嚯嚯，盛得很漂亮呢。嘉音君也做得很不錯哦？」,「嚯嚯嚯，盛得很漂亮呢。嘉音君也做得很不错哦？」,[=ST],"""Ohohoh, li hai posizionati in maniera molto bella. Hai talento, Kanon-kun, sai?""","""Hoh-hoh-ho, çok güzel olmuş. Kanon-kun, oldukça yeteneklisin."""
Kanon,"""...............If it had been Shannon nee‐san, ...it would be even more beautiful...""","""......If it had been Shannon nee-san, ...it would look even more beautiful..."" ","""............If it had been Shannon nee-san, ...it would be even more beautiful...""",「……………紗音姉さんだったら、…もっと綺麗に…。」,「……………紗音姉さんだったら、…もっと綺麗に…」,"""...............Если бы этим занималась Шаннон нээ‐сан...... то получилось бы ещё лучше...""","""...............Se tivesse sido a Shannon nee‐san, ...ele teria ficado ainda mais lindo...""",[=UP],「……………如果是紗音姐姐的話，…會更漂亮…」,「……………如果是纱音姐姐的话，…会更漂亮…」,[=ST],"""...Se ci fosse stata mia sorella Shannon... sarebbero stati ancora più belli...""","""...............Eğer Shannon nee-san olsaydı, ...daha da güzel olurdu..."""
,"Kanon stopped arranging the food for a bit, and hung his head...",Kanon stopped arranging the food for a bit and hung his head... ,[=UP],盛り付けの手を少しだけ止め、嘉音が俯く…。,[=JP],"Канон на мгновение замер, опустив голову...",Kanon parou de servir a comida por um momento e inclinou a cabeça...,[=UP],嘉音盛菜的手稍稍停了一會，垂下了頭…。,嘉音盛菜的手稍稍停了一会，垂下了头…。,[=ST],"Kanon smise per un attimo di disporre il cibo, e chinò il capo...",Kanon yemeği düzenlemeyi bir anlığına bıraktı ve başını öne eğdi...
,"Shannon was the one who always assisted Kumasawa in her cooking.{n}...Tonight, Kanon was doing it instead.","Shannon was the one who always assisted Kumasawa in her cooking. ...Tonight, Kanon was doing it instead. "," Shannon was the one who always assisted Kumasawa in her cooking....Tonight, Kanon was doing it instead.",熊沢の料理の補助はいつも紗音だった。…嘉音は今夜、それを代わっている。,熊沢の料理の補助はいつも紗音だった。{n}…嘉音は今夜、それを代わっている。,Шаннон всегда помогала Кумасаве на кухне.{n}...Сегодня вместо неё это делал Канон.,"Era Shannon quem sempre auxiliava Kumasawa na cozinha.{n}...Nesta noite, Kanon estava fazendo isso.",[=UP],平時一直給熊澤做飯打下手的是紗音。{n}…嘉音今晚，替代了她的崗位。,平时一直给熊泽做饭打下手的是纱音。{n}…嘉音今晚，替代了她的岗位。,[=ST],"Era Shannon che assisteva sempre Kumasawa in cucina... Quella notte, al suo posto vi era Kanon...","Shannon, Kumasawa'ya yemek pişirirken her zaman yardım eden kişiydi.{n}...Bu gece, onun yerine Kanon yapıyordu."
,"......And as he remembered Shannon's face, and her brutal end, he grimaced...","...And as he remembered Shannon's face and her brutal end, he grimaced... ",[=UP],……そして、紗音の面影と、無惨な最期を思い出し、顔を歪める…。,[=JP],"......Его лицо скривилось, когда он вспомнил Шаннон, которую так жестоко убили...","......E enquanto ele lembrava da face de Shannon e seu fim brutal, ele contorceu o rosto...",[=UP],……這時，嘉音又想起了紗音的面容和她淒慘的死狀，不由得表情扭曲…。,……这时，嘉音又想起了纱音的面容和她凄惨的死状，不由得表情扭曲…。,[=ST],"E come gli tornò in mente il volto di Shannon, insieme alla sua fine brutale, il suo volto si contorse dal dolore...",......Shannon'un yüzünü ve acımasız sonunu hatırlayınca yüzünü buruşturdu...
Ronoue Genji,"""............Forget it for now...""","""......Forget that for now..."" ",[=UP],「…………今は忘れなさい…。」,「…………今は忘れなさい…」,"""............Лучше пока про это забыть...""","""............Esqueça disso por enquanto...""",[=UP],「…………暫時把這事忘了吧…」,「…………暂时把这事忘了吧…」,[=ST],"""...Adesso non pensarci...""","""............Şimdilik bunu unut..."""
,Genji spoke kindly to Kanon as he advanced a pawn.,Genji spoke kindly to Kanon as he advanced a pawn. ,[=UP],源次はポーンを一手進めながら嘉音に気遣う声を掛ける。,[=JP],"Сказал ему Генджи, делая ход пешкой.",Genji falou gentilmente para Kanon enquanto ele avançava um peão.,[=UP],源次把步兵棋子前移了一格，同時關切地向嘉音搭話。,源次把步兵棋子前移了一格，同时关切地向嘉音搭话。,[=ST],"Disse Genji a Kanon in tono apprensivo, mentre muoveva un pedone...",Genji bir piyonu ilerletirken Kanon'la nazikçe konuştu.
,"...Nanjo had escaped from the parlor once the mood had become sour, and Genji had become his opponent in a game of chess upon Nanjo's request.","...Nanjo had escaped from the parlor once the mood had grown sour, and Genji had become his opponent in a game of chess upon Nanjo's request. ",[=UP],…客間の空気が気まずくなり逃げ出してきた南條に求められ、チェスの相手をしているのだった。,[=JP],"...Нанджо поспешил уйти из гостиной, как только обстановка начала накаляться, и, по его просьбе, Генджи составил ему компанию в шахматной партии.","...Nanjo havia escapado da sala de visitas uma vez que o clima tinha ficado azedo, e Genji tinha se transformado em seu oponente em um jogo de xadrez, a pedido de Nanjo.",[=UP],…源次會在這裡，是由於南條受不了客廳裡的郁悶氣氛，逃了出來邀他下國際象棋。,…源次会在这里，是由于南条受不了客厅里的郁闷气氛，逃了出来邀他下国际象棋。,[=ST],"Stava facendo una partita a scacchi su richiesta di Nanjo, il quale era fuggito dal clima inasprito del salotto.","...Nanjo ortam bozulunca salondan kaçmış ve Genji, Nanjo'nun isteği üzerine satranç oyununda rakibi olmuştu."
Kanon,""".........Yes. ......I will forget it for now.""","""......Yes. ...I will forget it for now."" ",[=UP],「………はい。……今は、忘れます。」,「………はい。……今は、忘れます」,""".........Да. ......Не стоит пока думать об этом.""",""".........Sim. ......Eu vou esquecer disso por enquanto.""",[=UP],「………是。……現在，先忘掉。」,「………是。……现在，先忘掉。」,[=ST],"""...Sì... Per ora non ci penserò.""",""".........Evet. ......Şimdilik unutacağım."""
Ronoue Genji,"""...Good. That is probably for the best.""","""...Indeed. That is probably for the best."" ","""...Hmm. That is probably for the best.""",「…うむ。それがいいだろう。」,「…うむ。それがいいだろう」,"""...Хорошо. Может, оно и к лучшему.""","""...Bom. Isso provavelmente é o melhor.""",[=UP],「…嗯。這就好。」,「…嗯。这就好。」,[=ST],"""...Già. Sarebbe la cosa migliore.""","""...Güzel. Bu muhtemelen en iyisi."""
