Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"...It may not be like this for all girls, ...but at least at Jessica's school, the cultural festival was basically a boyfriend exhibition. ","......It's not necessarily the case that all girls are like this, ...but at Jessica's school at least, the cultural festival was really a boyfriend exhibition.","......None of the girls would say it, ...but to them, the cultural festival at Jessica's school was really a boyfriend exhibition.",……全ての女性にとってそうだとは言わないが、…少なくとも朱志香の学校での文化祭は、彼氏の品評会と同じ意味だった。,[=JP],......Ни одна из них не сказала бы этого вслух... Но для них культурный фестиваль в школе Джессики на самом деле был скорее выставкой парней.,"......Não é que todas as garotas sejam assim, ...mas, pelo menos na escola de Jessica, o festival cultural era realmente uma exibição de namorados.",……雖說並不是對所有女性都是如此，…但至少在朱志香的學校裡，文化祭的意義就等同於男朋友品評會。,……虽说并不是对所有女性都是如此，…但至少在朱志香的学校里，文化祭的意义就等同于男朋友品评会。,"... Nessuna delle ragazze l'avrebbe detto... ma per loro, il festival culturale alla scuola di Jessica era realmente una mostra dei propri ragazzi.","...Non si sta cercando di dire che tutte le ragazze fossero così... ma, quantomeno nella scuola di Jessica, il festival scolastico era praticamente una messa in mostra dei propri fidanzati.","......Tüm genç kızların böyle olduğu söylenemez, ...ama en azından Jessica'nın okulunda kültür festivali gerçekten de bir erkek arkadaş sergisiydi."
,"Jessica didn't have a boyfriend. She had many friends of the opposite sex, but no special ""only one"". ","Jessica didn't have a boyfriend.{n}She had many friends of the opposite sex, but no ""special one""."," Jessica didn't have a boyfriend. She had many friends of the opposite sex, but no special 'only one'.",朱志香には彼氏がいない。異性の友人は多いのだが、特定のオンリーワンはいない。,朱志香には彼氏がいない。{n}異性の友人は多いのだが、特定のオンリーワンはいない。,"У Джессики не было парня.{n}У неё было множество друзей противоположного пола, но не было ""того единственного"".","Jessica não tinha um namorado.{n}Ela tinha muitos amigos do sexo oposto, mas nenhum ""especial"".",朱志香沒有男朋友。{n}異性朋友倒確實有不少，但並沒有特別的 only one。,朱志香没有男朋友。{n}异性朋友倒确实有不少，但并没有特别的 only one。,"Jessica non aveva il ragazzo. Aveva alcuni amici del sesso opposto, ma nessuno ‘di speciale’.","Jessica non aveva un ragazzo.{n}Aveva molti amici del sesso opposto, ma nessuno di essi era ‘quello speciale’...","Jessica'nın bir erkek arkadaşı yoktu.{n}Karşı cinsten pek çok arkadaşı vardı ama ""özel biri"" yoktu."
,"...But Jessica was a little famous around the school, and everyone thought it'd be natural for her to have a fitting partner. ","...But Jessica was a little famous around the school, and everyone naturally expected that she had a fitting partner.","...But Jessica was a little famous around the school, and everyone thought it would be natural for her to have a fitting partner.",…しかし朱志香は学校ではちょっとした有名人で、それに見合うパートナーがいて当然だと思われていた。,[=JP],"...Джессика была достаточно известна в пределах школы, и все думали, что для неё естественно иметь достойного партнёра.","...No entanto, Jessica era um pouco famosa pela escola, e todos naturalmente esperavam que ela tivesse um parceiro adequado.",…不過朱志香在學校是個小有名氣的名人，大家也都自然而然地以為，她必然會有個相般配的男伴。,…不过朱志香在学校是个小有名气的名人，大家也都自然而然地以为，她必然会有个相般配的男伴。,"... Ma Jessica era piuttosto famosa a scuola, e tutti pensavano che sarebbe stato naturale per lei avere un partner adatto.","Ma Jessica era abbastanza popolare a scuola, ed era dato per scontato che avesse un compagno adeguato a lei.",...Ancak Jessica okul çevresinde biraz ünlüydü ve herkes doğal olarak ona uygun bir partneri olmasını bekliyordu.
,"Furthermore, her pride had led her to pretend that this was true. ","Furthermore, her pride had caused her to act like that was the case."," Furthermore, her pride had caused her to act like that was the case.",また、彼女の見栄っ張りなプライドもあたかもそうであるかのように振舞わせてきた。,[=JP],"Тем более, её гордость заставляла её вести себя, словно так оно и есть.","Além do mais, seu orgulho havia feito com que ela agisse como se esse fosse o caso.",而且，她那死要面子的自尊心也使她一直都裝出一副正是如此的樣子。,而且，她那死要面子的自尊心也使她一直都装出一副正是如此的样子。,"Per di più, il suo orgoglio la faceva agire come se quello fosse il caso.","E inoltre, il suo orgoglio e la sua vanità l'avevano spinta a comportarsi come se ne avesse uno.","Dahası, gururu onun durum böyleymiş gibi davranmasına neden olmuştu."
,She'd somehow managed to keep them fooled until this year. ,"Through such acting and dodging of questions, she had somehow managed to keep up the bluff until this year.", So she had slyly been able to trick them somehow until this year.,そうしてのらりくらりと何とか今年までは誤魔化し通してきた。,[=JP],"Таким образом, она хитро обманывала их, пока не пришёл этот год.","Através de tal atuação e desvio de questões, de alguma forma ela foi capaz de manter o blefe até este ano.",就像這樣稀里糊塗地總算是瞞混到了今年。,就像这样稀里糊涂地总算是瞒混到了今年。,Così era timidamente riuscita a imbrogliarli in qualche modo fino a quest'anno.,"Tra una frase vaga e l'altra, fino a quell'anno era riuscita a farla franca...",Böyle davranarak ve sorulardan kaçarak bir şekilde blöfünü bu yıla kadar sürdürmeyi başarmıştı.
,"...But for various reasons, she hadn't been able to escape this year's cultural festival... ","......But for various reasons, she hadn't been able to escape this year's cultural festival...",[=UP],……しかし、諸々の事情によりいよいよ逃げられなくなったのが今年の文化祭だった…。,[=JP],"......Но в силу сложившихся причин, ей не удалось уйти от этого на культурном фестивале в этом году...","......Mas, por várias razões, ela não havia sido capaz de escapar do festival deste ano...",……但由於諸般緣由，今年的文化祭是怎麼樣都沒法逃過了…。,……但由于诸般缘由，今年的文化祭是怎么样都没法逃过了…。,"... Ma per svariati motivi, non era stata in grado si sfuggire al festival culturale di quest'anno...","Ma alla fine, per una serie di circostanze, in quel festival annuale non riuscì ad evitare la questione...",......Ancak çeşitli nedenlerden dolayı bu yılın kültür festivalinden paçayı kurtaramamıştı...
,"""Jessie-, is your boyfriend he-re?"" ","""Jessie~. Is your boyfriend he~re?""",[=UP],「ジェシ〜。彼氏来たぁあ〜？」,[=JP],"""Джесси~. Твой парень зде~есь?""","""Jessie~. Seu namorado veio~?""",「杰西～。男朋友來了沒～？」,「杰西～。男朋友来了没～？」,"""Jessie. Il tuo ragazzo è qui?""","""Jessie~! È arrivato il tuo ragazzooo?""","""Jessie~. Erkek arkadaşın burada mı~?"""
Ushiromiya Jessica,"""Wha?! Ah, uh, no, looks like he's not here yet. Maybe he's busy with work. Ahahahahahahahahahaha..."" ","""Hweh?! Ah, ah, no, looks like he's not here yet. Maybe he's busy with work? Ahahahahahahahahahaha...""","""Wha?! Ah, uh, no, looks like he's not here yet. Is he busy at work? Ahahahahahahahahahaha...""",「ふぇッ？！あ、あ、いや、まだ来てねーみてーだぜ？　仕事忙しいのかな？　あはははははははははは…。」,「ふぇッ？！　あ、あ、いや、まだ来てねーみてーだぜ？　仕事忙しいのかな？　あはははははははははは…」,"""Что?! Ах, э‐э, нет, похоже, что он ещё не пришёл. Может, у него дела на работе? Аха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха...""","""Hã?! Ah, ah, não, parece que ele ainda não chegou, né? Talvez ele esteja ocupado com o trabalho? Ahahahahahahahahahaha...""",「噗哎？！啊、啊，哎呀，好像還沒來嘞？大概是工作比較忙吧？啊哈哈哈哈哈哈哈哈哈哈…」,「噗哎？！啊、啊，哎呀，好像还没来嘞？大概是工作比较忙吧？啊哈哈哈哈哈哈哈哈哈哈…」,"""Cosa?! Ah, uh, no, sembra che non sia ancora qui. È occupato per il lavoro? Ahahahahahahahahahaha...""","""Ehh?! Ah, uh, no, sembra che non sia ancora arrivato. Forse è impegnato a lavoro? Ahahahahahahahahahahah...""","""Hweh?! Ah, ah, hayır, görünüşe göre henüz gelmedi. Belki de işiyle meşguldür. Ahahahahahahahahahaha..."""
,"""So what kind of person is he, Jessie? At least give us a hint. What kind of relationship? What kind of relationship?!"" ","""What kind of guy is your boyfriend, Jessie? At least give us a hint. What type is he? What type is he?!""","""What kind of person is your boyfriend, Jessie? At least give us a hint. What kind of relationship? What kind of relationship?!"" ",「ジェシの彼氏、どんな人なのォ？せめてヒントだけでも出してよ。何系？何系？！」,「ジェシの彼氏、どんな人なのォ？　せめてヒントだけでも出してよ。何系？　何系？！」,"""Что за человек этот твой парень, Джесси? Ну хотя бы намекни нам. Какие у вас отношения? Какие отношения?!""","""Que tipo de cara é o seu namorado, Jessie? Ao menos nos dê uma dica. De que tipo ele é? De que tipo ele é?!""",「杰西的男朋友，是個什麼樣的人呀？至少給個提示嘛。是什麼系的？是什麼系的？！」,「杰西的男朋友，是个什么样的人呀？至少给个提示嘛。是什么系的？是什么系的？！」,"""Che tipo è il tuo ragazzo, Jessie? Come minimo dacci un indizio. Che tipo di relazione? Che tipo di relazione?!""","""Che tipo è il tuo ragazzo, Jessie? Dacci almeno un'indizio! Com'è il vostro rapporto? Com'è il vostro rapporto?!""","""Jessie, senin erkek arkadaşın nasıl biri? En azından bize bir ipucu ver. Nasıl biri? Nasıl biri?!"""
,"""Awesome, so he's a working man?! Will he come in a suit?! Of course he'll be wearing glasses, right?! Kyaa-!!"" ","""Awesome, he's a working man, right?! Is he gonna come in a suit?! Of course he's gonna be sporting glasses, right?! Kyaaa!!""","""Awesome, he's a working man, right?! Will he come in a suit?! Of course he'll be wearing glasses, right?! Kyaa-!!"" ",「すっごいよね、社会人なんでしょ？！スーツとかで来る？！もちろん眼鏡かけてるよね？！きゃーッ！！」,「すっごいよね、社会人なんでしょ？！　スーツとかで来る？！　もちろん眼鏡かけてるよね？！　きゃーッ！！」,"""Здорово, у него серьёзная работа, верно?! Он придёт в костюме?! Разумеется, он будет в очках, верно?! Кья‐а‐а!!""","""Incrível, ele é um homem trabalhador, né?! Ele vai vir usando terno?! É claro que ele estará usando óculos, né?! Kyaaa!!""",「好厲害啊，是已經在工作的人吧？！會穿西裝來嗎？！當然也會戴著眼鏡吧？！哇——！！」,「好厉害啊，是已经在工作的人吧？！会穿西装来吗？！当然也会戴着眼镜吧？！哇——！！」,"""Incredibile, è un ragazzo che lavora, giusto?! Arriverà in uniforme?! Di sicuro indosserà degli occhiali, giusto?! Kyaa!!""","""Che figata, è un lavoratore?! Verrà in giacca e cravatta?! Ovviamente porta degli occhiali, vero?! Kyaaa!!""","""Harika, çalışan bir adam, değil mi?! Takım elbiseyle mi gelecek?! Tabii ki gözlüklü olacak, değil mi?! Kyaaa!!"""
,"""Heeeeeey, he actually doesn't exist, right? If you come clean now, we'll let you join us! Let's cry together through this year's cultural festivaaaal!"" ","""Heeeeeey, but you don't really have one, do you? If you come clean now, I'll let you join me! Let's both flood this cultural festival with teeeeears!""","""Heeeeeey, he doesn't really exist, does he? If you come clean now, we'll let you join us! Let's cry together during this cultural festivaaaal!""",「ねぇええぇ、でも本当はいないんだよね？今、素直に白状したら、私の仲間にいれたげるって！一緒にこの文化祭を涙で濡らそうよぉおぉ！」,「ねぇええぇ、でも本当はいないんだよね？　今、素直に白状したら、私の仲間にいれたげるって！　一緒にこの文化祭を涙で濡らそうよぉおぉ！」,"""Э‐э‐эй, его ведь и не существует, не так ли? Если ты сейчас сознаешься, мы готовы принять тебя! Давайте вместе плакать во время этого культурного фестиваля!""","""Eeeeeei, na verdade ela não tem nenhum, né? Se você revelar agora, deixarei você se juntar a mim! Vamos ambas encharcar este festival cultural com lááááágrimas!""",「不過啊——，其實根本就沒有這個人吧？你要是現在老實招供，我就讓你加入我們哦！來一起用淚水沾濕這文化祭嘛———！」,「不过啊——，其实根本就没有这个人吧？你要是现在老实招供，我就让你加入我们哦！来一起用泪水沾湿这文化祭嘛———！」,"""Ehiiiii, non esiste in realtà, ho ragione? Se ci dici la verità, ti lasceremo stare con noi! Piangiamo assieme durante questo festivaaaal!""","""Dì un pooooo', in realtà non esiste, giusto? Se dirai la verità adesso, potrai unirti assieme a me! Allagheremo questo festival con le nostre lacrimeeee!""","""Heeeeeey, aslında öyle biri yok, değil mi? Eğer şimdi itiraf edersen, bana katılmana izin veririm! İkimiz beraber bu kültür festivalini gözyaşlarıyla dolduralııım!"""
Ushiromiya Jessica,"""No no no, he exists he exists he exists, I told you, he really exists... ahahahahahahahahahaha...!!"" ","""No no no, I do I do I do, I'm telling you, I really do... Ahahahahahahahahahaha...!!""","""No no no, he exists he exists he exists, I told you, he really exists..., ahahahahahahahahahaha...!!""",「いやいやいや、いるいるいる、ホントにいるって…、あはははははははははは…！！」,[=JP],"""Нет‐нет‐нет, он существует, он существует, я ведь говорила вам, он действительно существует... аха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!..""","""Não, não, não, eu tenho eu tenho eu tenho, eu tô falando, eu realmente tenho... Ahahahahahahahahahaha...!!""",「不是不是不是，有的有的有的，真的有的啦…，啊哈哈哈哈哈哈哈哈哈…！！」,[=CHT],"""No, no, no, lui esiste lui esiste lui esiste, ve l'ho detto, esiste veramente... ahahahahahahahahahaha...!!""","""No no no, esiste esiste esiste, vi ho detto che esiste davvero... Ahahahahahahahahahahah...!!""","""Hayır hayır hayır, var var var, sana söylüyorum, gerçekten var... Ahahahahahahahahahaha...!!"""
,Jessica's bitter smile was covered with cold sweat. ...It was starting to seem doubtful whether she really had deceived her sharp-witted friends... ,"Jessica laughed awkwardly, covered with cold sweat. ...It was extremely doubtful whether she really had deceived her sharp‐witted friends...",Jessica's bitter smile was covered with cold sweat....It was starting to seem doubtful whether she really had deceived her sharp-witted friends...,朱志香の苦笑いは脂汗まみれ。…果たして勘の鋭い友人たちを本当に騙せているのか、大いに怪しい…。,[=JP],"Джессика, покрытая холодным потом, нервно засмеялась. ...Её начало одолевать сомнение, удастся ли ей обвести вокруг пальца своих догадливых подруг...","Jessica riu desconfortavelmente, coberta com suor frio. ...Era extremamente duvidoso se ela realmente havia enganado suas amigas astutas...",朱志香冷汗直冒地苦笑著。…這些直覺敏銳的朋友們到底是不是真的被蒙騙住了呢，十分可疑…。,朱志香冷汗直冒地苦笑着。…这些直觉敏锐的朋友们到底是不是真的被蒙骗住了呢，十分可疑…。,Il sorriso amaro di Jessica era coperto da sudore freddo. ... Cominciava a dubitare di essere davvero riuscita ad ingannare i suoi perspicaci amici...,"Rise in maniera forzata Jessica, cosparsa di sudore freddo... Era molto improbabile che stesse davvero illudendo le sue amiche dall'intuito sagace...",Jessica soğuk terler içinde garip bir şekilde güldü. ...Sivri zekalı arkadaşlarını gerçekten kandırıp kandırmadığı son derece şüpheliydi...
Shannon,"""Okay. Then, how about making a fake boyfriend and taking him with you?"" ","""Yes. Then, how about making a fake boyfriend and taking him with you?""",[=UP],「ハイ。なら、彼氏さんの偽者を立てて連れて行くというのはどうでしょうか。」,「ハイ。なら、彼氏さんの偽者を立てて連れて行くというのはどうでしょうか」,"""Хорошо. Тогда как насчёт привлечь к делу 'липового' парня и взять его с собой?""","""Sim. Então, que tal inventar um namorado falso e levá‐lo com você?""",「那麼。就找個人假裝成小姐的男朋友，把他帶上一起去怎麼樣？」,「那么。就找个人假装成小姐的男朋友，把他带上一起去怎么样？」,"""Sì. Allora, che ne dice di farti un falso ragazzo e di portalo con te?""","""D'accordo. In tal caso, che ne pensa di farsi un finto ragazzo da portare con sé?""","""Tamam. O zaman sahte bir erkek arkadaş yapıp onu da yanında götürmeye ne dersin?"""
Ushiromiya Jessica,"""A-A-A fake?! Wh-Who...?! I can't think of...anyone who'd do that!"" ","""F‐f‐fake?! Wh‐who......?! I can't think of anyone...!""","""F, f, fake?! Wh, who......?! I can't think of...anyone!""",「にに、偽者ぉ？！　だ、誰を……！　そんなのの心当たり、ねーぜ…！」,「にに、偽者ぉ？！　だ、誰を……！　そんなのに心当たり、ねーぜ…！」,"""Л‐л‐липового?! К‐кого?! Мне совершенно никто не приходит на ум!..""","""F‐F‐Falso?! Q‐Quem......?! Não consigo pensar em ninguém...!""",「假假、假裝？！讓、讓誰呀……！這人選我可一點也想不出來嘞…！」,「假假、假装？！让、让谁呀……！这人选我可一点也想不出来嘞…！」,"""F-F-Falso?! C-Chi...?! Non riesco a pensare a... nessuno!""","""U-U-Uno finto?! E-E chi...?! Non conosco nessuno che starebbe al gioco!""","""S-S-Sahte mi?! Ki-Kim......?! Bunu yapabilecek birini...hiç düşünemiyorum!"""
