Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Sakutarou,"‘Uryu... I said doing so many all of a sudden was impossible... Everyone, disappear a little bit and make it easier for her...’","‘Uryu... That's why I said doing so many suddenly was impossible... Everyone, erase yourselves for a bit...’ ","『Uryu...  That's why I said doing so many suddenly was impossible...  Everyone, erase yourselves for a bit...』",『うりゅ…。だからいきなりこんなに大勢は無理だって言った…。みんな、少し姿を消してあげて…。』,『うりゅ…。だからいきなりこんなに大勢は無理だって言った…。みんな、少し姿を消してあげて…』,"{p:0:『}Урю... Вот почему я говорил, что сходу замахиваться на такой уровень нереально... Все, исчезните ненадолго...{p:0:』}","‘Uryu... Eu disse que muitas tão de repente era impossível... Pessoal, desapareçam pouco a pouco para fazer com que seja mais fácil para ela...’",『呜溜…。所以我才说了，没法一下子就去召唤那么多个…。诸位，请稍微消去身形…』,『嗚溜…。所以我才說了，沒法一下子就去召喚那麼多個…。諸位，請稍微消去身形…』,"{p:0:『}Uryu... ecco perché dicevo che provare con così tante all'improvviso sarebbe stato impossibile... tutte quante, smaterializzatevi per un po'... {p:0:』}","‘Uryu... Por esa razón dije que hacer tanto tan de pronto era imposible... Chicas, bórrense por un rato...’",‘ﺃﻭﺭﻳﻮﻭ... ﻛﻨﺖ ﺃﻋﻠﻢ ﺃﻥ ﻓﻌﻞ ﻫﺬﺍ ﻓﺠﺄﺓً ﺃﺷﺒﻪ ﺑﺎﻟﻤﺴﺘﺤﻴﻞ... ﻫﻴّﺎ ﺟﻤﻴﻌﻜﻦّ، ﺍﻣﺤﻴﻦ ﺷﻜﻠﻜﻦّ ﻗﻠﻴﻼً ﻟﺘﺴﻬﻠﻦ ﺍﻷﻣﺮ ﻋﻠﻴﻬﺎ...’
Lucifer,"""Yes. It seems it would be better to lower the number of people. ......Asmo, erase yourself.""","""Right. It seems it'd be better to lower the number of people. Asmo, erase yourself."" ","""Right.  It seems it would be better to lower the number of people.  Asmo, erase yourself.""",「そうね。人数を減らした方が良さそう。……アスモ、姿を消しなさい。」,「そうね。人数を減らした方が良さそう。……アスモ、姿を消しなさい」,"""Правильно. Кажется, лучше будет уменьшить число людей. Асмо, исчезни.""","""Sim. Parece que é melhor diminuir o número de pessoas. ......Asmo, apague‐se.""",「是呢。减少下人数比较好呢。……阿丝磨，快消去身形。」,「是呢。減少下人數比較好呢。……阿絲磨，快消去身形。」,"""Giusto. Sembra che sarebbe meglio diminuire il numero di persone. {n}Asmo, svanisci.""","""Está bien. Parece que debe ser mejor reducir el número de personas. Asmo, desaparece.""","""ﺻﺤﻴﺢ. ﻳﺒﺪﻭ ﺃﻧّﻪ ﻣﻦ ﺍﻷﻓﻀﻞ ﺗﻘﻠﻴﻞ ﻋﺪﺩﻧﺎ. ......ﺇﺫًﺍ، ﺍﺧﺘﻔﻲ ﻳﺎ ﺁﺳﻤﻮ."""
Asmodeus,"""Me agaaain? I'm opposed to youngest‐sister‐bullyi~ng!! Start from the top every once in a whi~le!""","""Me agaain? I'm opposed to youngest-sister-bullyiiing!! Disappear starting from the top every once in a whiiile!"" ","""Me agaain?  I'm opposed to youngest-sister-bullyi~ng!!  Disappear starting from the top every once in a whi~le!""",「また私ぃ？末っ子イジメ反対〜！！　たまには上から消えてよ〜！」,「また私ぃ？　末っ子イジメ反対〜！！　たまには上から消えてよ〜！」,"""Снова я‐а‐а? Я против издевательства‐над‐младшей‐сест~рой! Исчезайте по одной, начиная с гла~вы!""","""De novo euuuu? Eu sou contra esse bullyi~ng com irmãs mais novas!! Comecem pelo topo de vez em quando~!""",「又是我？反对欺负老幺～！！偶尔也该来次，从大的开始消失嘛～！」,「又是我？反對欺負老幺～！！偶爾也該來次，從大的開始消失嘛～！」,"""Ancora iooo? Mi oppongo alle prepotenze sulle sorelle mino~ri!! Sparite partendo dalla prima ogni tan~to!""","""¿Yo de nueeeevo? ¡¡Me opongo al abuso de la hermana menoooor!! ¡Desaparezcan empezando desde la mayor de vez en cuando!""","""ﺃﻧﺎ ﻣﺠﺪﺩًﺍ؟؟ ﺃﻋﺘﺮﺽ! ﻫﺬﺍ ﺗﻨﻤﺮ ﻋﻠﻰ ﺍﻟﺼﻐﺎﺭ!!  ﻓﻠﻨﺒﺪﺃ ﻭﻟﻮ ﻟﻬﺬﻩ ﺍﻟﻤﺮﺓ ﺍﻻﺧﺘﻔﺎﺀ ﻣﻦ ﺍﻟﻜﺒﻴﺮﺓ ﻟﻠﺼﻐﻴﺮﺓ!"""
Leviathan,"""But that would mean {i:I'd} have to disappear {i:second}! No no noooo!""","""That would mean I'd have to disappear second, right?! No, no, nooo!"" ","""That would mean I'd have to disappear second, right?!  No no no-!""",「それじゃあ、私が２番目に消えなきゃならないじゃない！　やだやだやだー！」,[=JP],"""Выходит, {i:я должна} исчезнуть {i:второй}, так?! Нет‐нет‐нет!""","""Mas isso significa que {i:eu teria} que ser a {i:segunda} a desaparecer! Não não nãoooo!""",「这么做的话，那我不就不得不在第二个消失嘛！不要不要不要——！」,「這麼做的話，那我不就不得不在第二個消失嘛！不要不要不要——！」,"""Ovvero io dovrei sparire per seconda, giusto?! No, no, no-!""","""¡Eso significaría que {i:debo} desaparecer {i:segunda}, ¿cierto?! ¡No, no, noooo!""","""ﺣﻴﻨﻬﺎ ﺳﺄﻛﻮﻥ {i:ﺍﻟﺜﺎﻧﻴﺔ} ﺍﻟﺘﻲ ﺗﺨﺘﻔﻲ، ﺻﺤﻴﺢ؟!! ﻛﻼ، ﻛﻼ، ﻛﻼ~!"""
Satan,"""Don't make a ruckus, Asmo and Levia‐nee!! That kind of disturbance will put even more strain on Ange‐sama!!""","""Don't make a ruckus, Asmo and Levia-nee!! That kind of disturbance will become a burden to Ange-sama!!"" ","""Don't make a ruckus, Asmo and Levia-nee!!  That kind of disturbance will become a burden to Ange-sama!!""",「アスモもレヴィア姉も騒がないの！！　そういう騒ぎが余計、縁寿さまの負担になるのよ！！」,[=JP],"""Не ругайтесь, Асмо и Левия‐нее! Такого рода беспорядок станет обузой для Энджи‐сама!""","""Não façam tumulto, Asmo, Levia‐nee!! Esse tipo de distúrbio só vai colocar mais tensão sobre a Ange‐sama!!""",「阿丝磨与雷维阿姐，都别吵了！！你们这种吵闹会给缘寿小姐造成多余的负担！！」,「阿絲磨與雷維阿姐，都別吵了！！你們這種吵鬧會給緣壽小姐造成多餘的負擔！！」,"""Non fate casino, Asmo e Levia-nee!! Quel genere di disturbo sarà un peso per Ange-sama!!""","""¡¡No hagan un escándalo, Asmo y Levia-nee!! ¡¡Esa clase de perturbación se convertirá en una carga para Ange-sama!!""","""ﻛﻔﻰ ﺗﺬﻣﺮًﺍ ﻳﺎ ﺁﺳﻤﻮ ﻭﻟﻴﻔﻴﺎ!! ﺻﺮﺍﺧﻜﻤﺎ ﺳﻴﺰﻳﺪ ﺍﻟﻌﺐﺀ ﻋﻠﻰ ﺇﻧﺠﻲ-ﺳﺎﻣﺎ!!"""
Lucifer,"""The noise you're making is straining her as well, stupid Satan!!""","""The noise you're making is straining her as well, stupid Satan!!"" ","""The noise you're making is also a burden, stupid Satan!!""",「あんたが騒ぐのも負担になるのよ、馬鹿サタン！！」,[=JP],"""Шум, который ты создаёшь, тоже обуза, глупая Сатана!""","""O barulho que você está fazendo também está deixando ela mais tensa, Satan idiota!!""",「你的吵闹也是负担，笨撒旦！！」,「你的吵鬧也是負擔，笨撒旦！！」,"""Anche il rumore che stai facendo è un peso, stupida Satan!!""","""¡¡El ruido que haces también es una carga, estúpida Satán!!""","""ﺻﺮﺍﺧﻚ ﺃﻳﻀًﺎ ﻳﺰﻳﺪ ﻣﻦ ﻋﺒﺌﻬﺎ ﻳﺎ ﺳﺎﺗﺎﻥ ﺍﻟﻐﺒﻴﺔ!!"""
Satan,"""Eek!""","""Eek!"" ",[=UP],「ひぅッ！」,[=JP],"""И‐и!""",[=UP],「嘿呜！」,「嘿嗚！」,[=UP],"""¡Eek!""","""ﺇﻳﻚ!"""
Ushiromiya Ange,""".........aah, .........ack............gah.........""","""......Aah, ......ack... ...gah......"" ",[=UP],「………ぁつ、…………く……。……ぐ………、」,[=JP],""".........А‐а... а‐а... гхх...""",[=UP],「………啊、…………咕……。……咕………、」,[=CN],"""... aah... ack... gah...""","""... Aah... ack... gah...""",""".........ﺁﺁﻩ، ﻛﺂﻩ............ﻏﺂﺁﻩ........."""
,"The Seven Sisters started arguing over who should vanish first. ......All the energy of that fight became a burden, imposing an even greater headache upon Ange...","The Seven Sisters started arguing over who should erase themselves first. ...The energy from that fight all became a burden, forcing Ange to bear an even greater headache... ","The Seven Sisters started arguing over who should erase themselves first.......The energy from that fight all became a burden, forcing Ange with an even greater headache...",誰が先に姿を消すかで、七姉妹が口喧嘩を始める。……その喧嘩のエネルギーは全て負荷となって、縁寿にさらなる頭痛を強いる…。,[=JP],"Семь сестёр принялись спорить, кто должен исчезнуть в первую очередь. ......Энергия от этой склоки обращалась тяжестью, награждая Энджи ещё большей головной болью...","As Sete Irmãs começaram a discutir sobre quem deveria desaparecer primeiro. ......Toda a energia da discussão se tornou um peso, impondo uma dor de cabeça ainda mais forte sobre Ange...",七姐妹为了谁先消失而吵起了架。……她们争吵的能量全部化为负担，越发使缘寿头痛难当…。,七姐妹為了誰先消失而吵起了架。……她們爭吵的能量全部化為負擔，越發使緣壽頭痛難當…。,"Le Sette Sorelle iniziarono a litigare su chi dovesse svanire per prima. ... L'energia di quel litigio divenne tutta un fardello, forzando Ange con un mal di testa sempre maggiore...","Las siete Hermanas comenzaron a discutir sobre quién debería desaparecer primero... La energía de esa pelea se convirtió toda en una carga, forzando a Ange con un dolor de cabeza aún más grande...",ﺷﺮﻋﺖ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺴﺒﻌﺔ ﻓﻲ ﺍﻟﺠﺪﺍﻝ ﺣﻮﻝ ﻣﻦ ﺗﻤﺤﻲ ﺷﻜﻠﻬﺎ ﺃﻭﻻً. ......ﻓﺄﺻﺒﺤﺖ ﺍﻟﻄﺎﻗﺔ ﺍﻟﻤﻨﺒﻌﺜﺔ ﻣﻦ ﺫﻟﻚ ﺍﻟﺠﺪﺍﻝ ﻋﺒﺌًﺎ ﺛﻘﻴﻼً ﻋﻠﻰ ﺇﻧﺠﻲ...
,"In the end, they decided the order with rock‐paper‐scissors, and they began to disappear—one of them...two...three.","In the end, they decided the order with rock, paper, scissors, and 1, 2, 3 of them disappeared. ","In the end, they decided the order with rock, paper, scissors, and 1, 2, 3 of them disappeared.",彼女らは結局、ジャンケンで順番を決め、１人、２人、３人と姿を消していった。,[=JP],"В конце концов они установили порядок с помощью ""камень, ножницы, бумага"", и 1, 2, 3 из них исчезли.","No fim, elas decidiram a ordem no {i:janken} e começaram a desaparecer — uma delas...duas...três.",最后，她们通过猜拳定好了顺序，1、2、3，消失了三人。,最後，她們通過猜拳定好了順序，1、2、3，消失了三人。,"Alla fine, decisero l'ordine con sasso, carta, forbici, e 1, 2, 3 di loro sparirono.","Al final, ellas decidieron el orden con piedra, papel o tijeras, y 1, 2, 3 de ellas desaparecieron.",ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻗﺮﺭﻥّ ﺣﺴﻢ ﺍﻷﻣﺮ ﺑﻠﻌﺒﺔ ﺣﺠﺮ ﻭﺭﻗﺔ ﻣﻘﺺ، ﻓﺤﺎﻝ ﺫﻟﻚ ﺇﻟﻰ ﺍﺧﺘﻔﺎﺀ ﺛﻼﺛﺔٍ ﻣﻨﻬﻦّ.
,"But even at that level, Ange was still far from comfortable.","But even at that level, Ange was still far from comfortable. ",[=UP],しかし、その程度ではまだまだ縁寿は楽にならない。,[=JP],Но даже на таком уровне Энджи было далеко от комфорта.,"Mas mesmo nesse nível, Ange ainda estava longe de se sentir confortável.",可是，光消失三人，缘寿还是吃不消。,可是，光消失三人，緣壽還是吃不消。,"Ma anche a quel livello, Ange era molto lontana dall'essere a suo agio.","Pero incluso a ese nivel, Ange estaba aún lejos de estar cómoda.",ﻭﻟﻜﻦ ﺣﺘﻰ ﻓﻲ ﻫﺬﺍ ﺍﻟﻮﺿﻊ، ﻻ ﻳﺰﺍﻝ ﺍﻟﻌﺐﺀ ﺷﺎﻗًﺎ ﻋﻠﻰ ﺇﻧﺠﻲ.
,"In the end, I was finally able to calm my breathing once six of them had erased themselves.","In the end, once six of them had erased themselves, I was finally able to calm my breathing. ","In the end, once six of them had erased themselves, I was finally able to calm my breathing.",結局のところ、６人が姿を消したところで、ようやく呼吸を落ち着けることが出来たのだった。,[=JP],"В итоге, когда исчезли шестеро, я, наконец, смогла перевести дыхание.","Então, eu finalmente fui capaz de acalmar minha respiração no momento em que seis delas desapareceram.",结果，直到消失了六人，缘寿才总算得以稳定了呼吸。,結果，直到消失了六人，緣壽才總算得以穩定了呼吸。,"Alla fine, una volta che sei di loro si furono smaterializzate, fui finalmente in grado di calmare il mio respiro.","Al final, una vez que seis de ellas hubieron desaparecido, fui finalmente capaz de calmar mi respiración.",ﻟﻜﻦ ﺑﺎﺧﺘﻔﺎﺀ ﺳﺘﺔٍ ﻣﻨﻬﻦّ، ﺷﻌﺮﺕ ﺃﺧﻴﺮًﺍ ﺑﺎﻟﺮﺍﺣﺔ.
,"With my magical power, forget the Seven Sisters, just one of them is my limit...","With my magical power, forget the Seven Sisters, just one person is my limit... ","With my magical power, forget the Seven Sisters, just one person is my limit...",私の魔力では、七姉妹どころか、１人が限界なのだ…。,[=JP],"С моей магической силой, какие там семеро, мой предел — лишь одна...","Com meu poder mágico, é melhor esquecer as Sete Irmãs, uma delas é meu limite...",以我的魔力，别提七姐妹了，光一个就到极限了…。,以我的魔力，別提七姐妹了，光一個就到極限了…。,"Col mio potere magico, altro che le Sette Sorelle, il mio limite è soltanto una persona...","Con mi poder mágico, olvida a las Siete Hermanas, solo una de ellas es mi límite...",ﺑﻘﻮﺗﻲ ﻫﺬﻩ، ﻳﺒﺪﻭ ﺃﻥ ﺃﻗﺼﻰ ﻣﺎ ﻳﻤﻜﻨﻨﻲ ﺗﺤﻤﻠﻪ ﻫﻮ ﺃﺧﺖٌ ﻭﺍﺣﺪﺓ ﻣﻦ ﺑﻴﻨﻬﻦّ...
Mammon,"""......Aaa~aah, this way it's not the Seven Sisters, it's just me. You're not very dependable, Ange‐sama.""","""...Sheesh, this way it's not the Seven Sisters, but just me, right? You're a bit unreliable, Ange-sama."" ","""......Aaa~aah, this way it's not the Seven Sisters, but just me, right?  You're a bit unreliable, Ange-sama.""",「……あ〜あ、これじゃあ七姉妹じゃなくて私ひとりじゃないですか。縁寿さま、ちょっと頼りないです。」,「……あ〜あ、これじゃあ七姉妹じゃなくて私ひとりじゃないですか。縁寿さま、ちょっと頼りないです」,"""......А‐а‐а~а‐а, это не семь сестёр, тут только я, верно? Вы немного ненадёжны, Энджи‐сама.""","""......Aaa~aah, assim não somos as Sete Irmãs, é apenas eu. Você não é muito confiável, Ange‐sama.""",「……啊～啊，这下不就不是七姐妹，而是只有我一个了嘛。缘寿小姐，有点靠不住呢。」,「……啊～啊，這下不就不是七姐妹，而是只有我一個了嘛。緣壽小姐，有點靠不住呢。」,"""... Aaa~aah, così non siamo più le Sette Sorelle, ci sono solo io, no? Lei è un po' inaffidabile, Ange-sama.""","""... Aaaaaaaah, de esta forma no son las Siete Hermanas, sino solo yo, ¿cierto? Usted es poco confiable, Ange-sama.""","""......ﺁ-ﺁﻩ، ﻟﻜﻦ ﻫﻜﺬﺍ ﻟﻢ ﻧﻌﺪ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺴﺒﻌﺔ، ﺑﻞ ﺍﻷﺧﺖ ﺍﻟﻮﺍﺣﺪﺓ. ﺃﻧﺖِ ﻟﺴﺖ ﺃﻫﻼً ﻟﻠﺜﻘﺔ ﻳﺎ ﺇﻧﺠﻲ-ﺳﺎﻣﺎ."""
,"Mammon, who had won her way through the rock‐paper‐scissors and received permission to remain until the end, complained.","Mammon, who had won all of the rock, paper, scissors matches and was permitted to remain until the end, grumbled. ","Mammon, who had won all of the rock, paper, scissors and was permitted to remain until the end, complained.",ジャンケンを勝ち抜き、最後まで残ることを許されたマモンが悪態をつく。,[=JP],"Пожаловалась Мамона, выигравшая в ""камень, ножницы, бумага"" и оставшаяся самой последней.","Mammon, que venceu no {i:janken} e recebeu a permissão para ficar até o fim, reclamou.",在猜拳淘汰赛中幸存到最后的马蒙抱怨了起来。,在猜拳淘汰賽中倖存到最後的馬蒙抱怨了起來。,"Mammon, che aveva vinto tutte le mani di sasso, carta, forbice e a cui era stato permesso di restare fino alla fine, si lamentò.","Mammón, que había ganado todos los encuentros de piedra, papel o tijeras y le fue permitido permanecer hasta el final, se quejó.",ﺗﺬﻣﺮﺕ ﻣﺎﻣﻮﻥ ﺑﻌﺪ ﻓﻮﺯﻫﺎ ﺑﻠﻌﺒﺔ ﺣﺠﺮ ﻭﺭﻗﺔ ﻣﻘﺺ ﺿﺪ ﺃﺧﻮﺍﺗﻬﺎ ﻭﺑﻘﻴﺖ ﻭﺣﺪﻫﺎ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ.
Sakutarou,"‘Uryu... Mammon, you mustn't say such a thing... Ange is still just starting her training. ......Are you okay, Ange? Is your headache okay...?’","‘Uryu... Mammon, you shouldn't say things like that... Ange is still just starting her training. ...Are you all right, Ange? Is your headache okay...?’ ","『Uryu...  Mammon, you mustn't say such a thing...  Ange is still just starting her training.  ......Are you alright, Ange?  Is your headache okay...?』",『うりゅ…。マモン、そんなこと言っちゃだめ…。縁寿はまだまだ修行中。……大丈夫、縁寿？　頭痛大丈夫…？』,[=JP],"{p:0:『}Урю... Мамона, ты не должна говорить такие вещи... Энджи ещё только начала тренироваться. ......Ты как, Энджи? Твоя головная боль прошла?..{p:0:』}","‘Uryu... Mammon, você não deveria dizer coisas assim... A Ange está apenas começando seu treinamento. ......Você está bem, Ange? Sua dor de cabeça está melhor...?’",『呜溜…。马蒙，不要讲这种话…。缘寿尚在修行之中。……还好吗，缘寿？头疼要不要紧…？』,『嗚溜…。馬蒙，不要講這種話…。緣壽尚在修行之中。……還好嗎，緣壽？頭疼要不要緊…？』,"{p:0:『}Uryu... Mammon, non devi dire una cosa del genere... Ange ha appena iniziato il suo allenamento. ... Stai bene, Ange? Come va il mal di testa...?{p:0:』}","‘Uryu... Mammón, no debes decir esas cosas... Ange aún está empezando su entrenamiento... ¿Estás bien, Ange? ¿Está mejorando tu dolor de cabeza?...’",‘ﺃﻭﺭﻳﻮﻭ... ﻻ ﺗﻘﻮﻟﻲ ﻫﺬﺍ ﻳﺎ ﻣﺎﻣﻮﻥ... ﺇﻧﺠﻲ ﻻ ﺗﺰﺍﻝ ﻓﻲ ﺑﺪﺍﻳﺔ ﺗﺪﺭﻳﺒﻬﺎ. ......ﻫﻞ ﺃﻧﺖِ ﺑﺨﻴﺮ ﻳﺎ ﺇﻧﺠﻲ؟ ﻫﻞ ﻳﺆﻟﻤﻚ ﺭﺃﺳﻚ...?’
,Sakutaro stretched on his tiptoes and did little hops trying to pat Ange's head.,"Sakutaro stretched up on his tiptoes, trying to pat Ange's head. ","Sakutaro stretched up on his tiptoes, trying to pat Ange's head.",さくたろがぴょこぴょこと背伸びしながら、縁寿の頭を撫でようとねだる。,[=JP],"Сакутаро встал на цыпочки, пытаясь погладить Энджи по голове.","Sakutaro se esticou na ponta dos pés e deu pequenos saltos, tentando passar a mão na cabeça de Ange.",樱太郎一晃一晃地踮起脚来，想要抚摸缘寿的头。,櫻太郎一晃一晃地踮起腳來，想要撫摸緣壽的頭。,"Sakutarou si alzò sulle punte, cercando di accarezzare la testa di Ange.","Sakutaro se puso de puntillas, tratando de acariciar la cabeza de Ange.",ﻭﻗﻒ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻋﻠﻰ ﺃﻃﺮﺍﻑ ﺃﺻﺎﺑﻌﻪ، ﻣﺤﺎﻭﻻً ﺃﻥ ﻳﺮﺑﺖ ﻋﻠﻰ ﺭﺃﺱ ﺇﻧﺠﻲ.
,"Watching this, Maria scratched her head, acknowledging that this sudden training had been too difficult.","Watching this, Maria scratched her head, acknowledging that this sudden training had been too difficult. ",[=UP],その様子を見て、真里亞はぽりぽりと頭を掻き、いきなりの修行には厳しすぎたことを認める。,[=JP],"Наблюдая за этим, Мария почесала голову, признавая, что такая внезапная тренировка оказалась очень трудной.","Vendo isso, Maria coçou sua cabeça, reconhecendo que este treinamento repentino havia sido difícil demais.",看着这副样子，真里亚咯吱咯吱地抓了抓头，承认以事出突然的修行来说，是做过头了。,看著這副樣子，真里亞咯吱咯吱地抓了抓頭，承認以事出突然的修行來說，是做過頭了。,"Vedendo ciò, Maria si grattò la testa, riconoscendo che questo improvviso allenamento era stato troppo difficile.","Al mirar esto, María se rascó la cabeza, reconociendo que este repentino entrenamiento había sido muy difícil.",ﺣﻜَّﺖ ﻣﺎﺭﻳﺎ ﺭﺃﺳﻬﺎ ﻭﻫﻲ ﺗﺸﺎﻫﺪ ﻫﺬﺍ، ﻣﻌﺘﺮﻓﺔً ﺃﻥ ﻫﺬﺍ ﺍﻟﺘﺪﺭﻳﺐ ﺍﻟﻤﻔﺎﺟﺊ ﻛﺎﻥ ﺃﺻﻌﺐ ﻣﻤﺎ ﺗﺼﻮﺭﺕ.
Ushiromiya Maria,"""Uu. Maybe that was a little too austere. This much is no problem at all for me, though. The more friends you have, the more fun it is, after all.""","""Uu-. Maybe that was a little too much. I'd be perfectly fine with this much though. The more friends you have, the more fun it is."" ","""Uu-.  Maybe that was a little too austere.  Maria is perfectly fine with this much though.  Because the more friends you have, the more fun it is.""",「うー。ちょっと荒行過ぎたかな。真里亞、これくらいじゃ全然平気だけどな。友達、いっぱいいればいるほど楽しいし。」,「うー。ちょっと荒行過ぎたかな。真里亞、これくらいなら全然平気だけど。友達、いっぱいいればいるほど楽しいし」,"""У‐у. Наверное, это было слишком сурово. Саму Марию прекрасно это устраивает. Потому что чем больше у тебя друзей, тем веселее.""","""Uu. Talvez aquilo tenha sido um pouco sério demais. Embora aquele tanto não seja problema para a Maria. Afinal, quanto mais amigos você tem, mais divertido é.""",「呜——。有点过于苦行了么？不过，这个程度，真里亚是完全没问题的哦。朋友越多越开心。」,「嗚——。有點過於苦行了麼？不過，這個程度，真里亞是完全沒問題的哦。朋友越多越開心。」,"""Uu-. Magari è stato un po' troppo severo. Maria è perfettamente a posto con questa quantità, però. Perché più amici hai, più è divertente.""","""Uu. Tal vez eso fue muy severo. Aunque a María le parece perfectamente bien esta cantidad. Porque cuantos más amigos tengas, más divertido es.""","""ﺃﻭﻭ. ﺭﺑﻤﺎ ﻛﺎﻥ ﺫﻟﻚ ﻓﻮﻕ ﺣﺪﻭﺩ ﻃﺎﻗﺘﻚ. ﻣﺎﺭﻳﺎ ﻻ ﺗﺠﺪ ﺻﻌﻮﺑﺔً ﻓﻲ ﻋﻤﻞ ﺷﻲﺀٍ ﺑﻬﺬﻩ ﺍﻟﺒﺴﺎﻃﺔ. ﻓﻜﻠﻤﺎ ﺯﺍﺩ ﻋﺪﺩ ﺃﺻﺪﻗﺎﺋﻚ، ﺯﺍﺩﺕ ﺍﻟﻤﺘﻌﺔ."""
Ushiromiya Ange,""".........Now I'm even more aware of how incredible you are, Onee‐chan...""","""......Now I'm even more aware of how incredible you are, Onee-chan..."" ",""".........Now I'm even more aware of how incredible you are, Onee-chan...""",「………お姉ちゃんの凄さを改めて思い知るわ…。」,「………お姉ちゃんの凄さを改めて思い知るわ…」,""".........Теперь я ещё сильнее осознаю, какая ты невероятная, онее‐чан...""",""".........Agora eu estou ainda mais ciente de como você é incrível, onee‐chan...""",「………我又一次体会到了，姐姐有多厉害…」,「………我又一次體會到了，姐姐有多厲害…」,"""... Ora sono ancora più consapevole di quanto tu sia incredibile, Onee-chan...""","""... Ahora estoy más convencida de lo increíble que eres, Onee-chan...""",""".........ﻣﺮﺓً ﺃﺧﺮﻯ ﺃﺩﺭﻙ ﻛﻢ ﺃﻧﺖِ ﻣﺬﻫﻠﺔ ﻳﺎ ﺃﺧﺘﻲ..."""
,"According to Maria onee‐chan, when you reach her class, you can even summon enough people at once to make up an orchestra.","Apparently, when one reaches Maria onee-chan's class, one can summon enough people to perform in an orchestra. ","If I reached Maria onee-chan's class, I would be able to summon enough people to perform in an orchestra.",真里亞お姉ちゃんクラスになると、オーケストラが演奏できるくらいの人数を一度に呼び出すことさえ出来るという。,[=JP],"Если бы я достигла уровня Марии онее‐чан, то смогла бы призвать достаточно людей для выступления в оркестре.","De acordo com a Maria onee‐chan, quando você alcança o nível dela, pode até mesmo invocar pessoas o suficiente para criar uma orquestra.",听说，到达真里亚姐姐的境界，就能同时召唤出能组成一个管弦乐队的人数。,聽說，到達真里亞姐姐的境界，就能同時召喚出能組成一個管弦樂隊的人數。,"Se avessi raggiunto il livello di Maria Onee-chan, sarei stata in grado di evocare abbastanza gente da comporre un'orchestra.","Según María onee-chan, cuando alcanzas la clase en la que ella está, eres capaz de invocar suficientes personas como para montar una orquesta.",ﻋﻠﻰ ﻣﺎ ﻳﺒﺪﻭ ﺃﻥ ﻣﻦ ﻳﺒﻠﻎ ﻣﺴﺘﻮﻯ ﻗﻮﺓ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ ﺳﻴﻜﻮﻥ ﺑﻤﻘﺪﻭﺭﻩ ﺍﺳﺘﺪﻋﺎﺀ ﻓﺮﻗﺔ ﻣﻮﺳﻴﻘﻴﺔ ﻛﺎﻣﻠﺔ.
,And yet she calls herself a witch {i:apprentice}—that's awe‐inspiring...,"For a witch apprentice, that's awe-inspiring... ","For a witch apprentice, that's awe-inspiring...",それで、魔女見習いというのだから恐れ入る…。,[=JP],Для {i:ученицы} ведьмы это впечатляюще...,"E ainda assim, ela chama a si mesma de bruxa {i:aprendiz} — isso é surpreendente...",然而她却自称魔女见习，这真是令人敬畏…。,然而她卻自稱魔女見習，這真是令人敬畏…。,"Per un'apprendista strega, il pensiero incute timore...",Y aun así se llama a sí misma {i:aprendiz} de bruja... Es impresionante...,ﻭﻣﻊ ﺫﻟﻚ، ﺗﺼﻒ ﻧﻔﺴﻬﺎ ﺑﺄﻧﻬﺎ ﺳﺎﺣﺮﺓ {i:ﻣﺘﺪﺭﺑﺔ}-ﻫﺬﺍ ﻣﺪﻫﺶ...
Mammon,"""Are you alright? Ange‐samaa?""","""Are you okay? Ange-samaa?"" ","""Are you alright?  Ange-samaa?""",「大丈夫ですか？　縁寿さまぁ？」,[=JP],"""Вы в порядке? Энджи‐сама‐а?""","""Você está bem? Ange‐samaa?""",「还好吗？缘寿小姐——？」,「還好嗎？緣壽小姐——？」,"""Sta bene? Ange-sama?""","""¿Está bien? ¿Ange-samaa?""","""ﻫﻞ ﺃﻧﺖِ ﺑﺨﻴﺮ? ﻳﺎ ﺇﻧﺠﻲ-ﺳﺎﻣﺎ~?"""
