Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,"From the darkness behind a pillar, ...a woman slowly stepped forward. ","From the darkness behind a pillar, ......a woman slowly stepped forwards."," From the darkness behind a pillar, ......a woman slowly stepped forwards.",柱の陰の暗がりから、……ゆっくりと、女が歩み出た。,[=JP],Из тьмы за колонной...... медленно шагнула вперёд женщина.,"Da escuridão por detrás do pilar, ......uma mulher lentamente caminhou em frente.",從柱子背後的陰影中，……慢慢，走出了一名女子。,从柱子背后的阴影中，……慢慢，走出了一名女子。,Dall'oscurità dietro una colonna... emerse lentamente una donna.
,...It was {f:5:Beatrice}. ,......It was {f:5:Beatrice}.,......It was Beatrice.,……ベアトリーチェだった。,[=JP],......{f:5:Беатриче}.,......Era {f:5:Beatrice}.,……是貝阿朵莉切。,……是贝阿朵莉切。,... Era Beatrice.
,"Just like they'd been the whole time in the Golden Land, ...her eyes had no light in them... and were still muddied over with gray. ","Her eyes had no light in them, ......and looked the same way they had for so long in the Golden Land, still muddied over with gray."," Just like they had been the whole time in the Golden Land, ......her eyes had no light in them, and were still muddied over with gray.",その瞳は、……黄金郷でずっとそうだったように、光を宿さず、灰色に濁ったままだった。,[=JP],"Так же, как всё время в Золотой Земле...... в её глазах не было света, и они до сих пор были замутнены серым.","Em seus olhos não havia brilho, ......aparentando serem os mesmos que a acompanharam por tanto tempo na Terra Dourada, ainda embaçados pelo cinza.",其瞳孔，……跟一直以來在黃金鄉時一樣，沒有光輝，依舊灰暗渾濁。,其瞳孔，……跟一直以来在黄金乡时一样，没有光辉，依旧灰暗浑浊。,"Proprio come durante tutto il tempo nella Terra Dorata... i suoi occhi erano privi di luce, ed erano ancora ricoperti da un velo grigio."
,"This person was once unable to even drink black tea to her satisfaction by her own will, ...but though it was slow...and though there was no life in her eyes, ...she was, surprisingly, walking. ","Previously, she couldn't even drink black tea properly without assistance, ......but now, though it was slow, ...and though there was no life in her eyes, ......she was, surprisingly, walking."," This person was once unable to even drink black tea to her satisfaction by her own will, ......but though it was slow, ...and though there was no life in her eyes, ......she was, surprisingly, walking.",自らの意思で、紅茶も満足に飲めなかった彼女が、……こうして、ゆっくりではあっても、…そして瞳に生気を宿していなくても、……歩いているのは驚きだった。,[=JP],"Когда‐то она даже не могла пить чёрный чай по собственному желанию...... но, хоть и медленно... и с безжизненными глазами...... она, что удивительно, шла.","Antes, ela sequer conseguia beber sem ajuda de alguém o chá que lhe era servido. ......Mas agora, embora ainda vagarosa, ...e apesar de não haver vida em seus olhos, ......ela estava, inusitadamente, caminhando.",連喝紅茶，都沒法以自己的意志好好辦到的她，……儘管很慢，…即便瞳孔毫無生氣，……但能像這樣走著，就已經令人吃驚了。,连喝红茶，都没法以自己的意志好好办到的她，……尽管很慢，…即便瞳孔毫无生气，……但能像这样走着，就已经令人吃惊了。,"Un tempo questa persona era stata incapace persino di bere del tè nero a proprio piacimento e di sua spontanea volontà... eppure, anche se lentamente... e anche se non vi era vita nei suoi occhi... sorprendentemente, lei stava camminando."
,"Then, with slow, deliberate steps, she reached Battler, who was still dead, pierced through... ","And with slow, deliberate steps, she reached Battler, ......who was still dead and pierced......"," Then, with slow, deliberate steps... she reached Battler, who was still dead and pierced......",　そして、ゆっくりと踏みしめながら、貫かれ絶命した戦人のもとまで、……辿り着いた……。,そして、ゆっくりと踏みしめながら、貫かれ絶命した戦人のもとまで、……辿り着いた……。,"Целенаправленными шагами, не торопясь... она дошла до мёртвого и пронзённого Баттлера......","E lentamente, com passos ponderados, ela chegou até Battler, ......que ainda continuava perfurado sem vida......",接著，她以緩緩的沉甸甸的步伐，走到了被戰刀貫穿、……斃命了的戰人的身邊……。,接着，她以缓缓的沉甸甸的步伐，走到了被战刀贯穿、……毙命了的战人的身边……。,"Poi, con passi lenti e deliberati... si avvicinò a Battler, ancora privo di vita e infilzato..."
,"Then, ...she slowly... ...touched Battler. ...She tugged... on his sleeve. ","Then, ......slowly......she touched him.{n}......She tugged...on his sleeve."," Then, ......she slowly......touched Battler.......She tugged... on his sleeve.",　ゆっくり、……戦人に、……触れる。……その袖を、…引っ張る。,ゆっくり、……戦人に、……触れる。{n}……その袖を、…引っ張る。,А потом...... медленно...... дотронулась до него.{n}......Она... потянула его за рукав.,"Então, ......lentamente......ela o tocou.{n}......Ela puxou...sua manga.",慢慢地，……輕撫，……戰人。{n}……拉了拉，…他的袖子。,慢慢地，……轻抚，……战人。{n}……拉了拉，…他的袖子。,"Poi... lentamente, lei... toccò Battler. ... Strattonò... la sua manica."
,"However, Battler showed no reaction... ","However, Battler showed no reaction......"," However, Battler showed no reaction......",しかし、戦人がそれに応えることはない……。,[=JP],Но Баттлер никак не отреагировал......,Mas Battler não demonstrou reação......,可是，戰人對此毫無反應……。,可是，战人对此毫无反应……。,"Tuttavia, Battler non mostrò alcuna reazione..."
,"...When she realized that it wasn't sleep, ...but death... ...The witch with the hopeless gaze... ...let her head hang even lower... ","......When she realized that it wasn't sleep......but death, .........the witch with the forlorn gaze......drooped her head even lower...",......When she realized that it wasn't sleep......but death............The witch with the hopeless gaze......let her head hang even lower...,　……それが眠りでなく、……死であることを知り、………絶望の眼差しの魔女は、……さらに頭をうな垂れる…。,……それが眠りでなく、……死であることを知り、………絶望の眼差しの魔女は、……さらに頭をうな垂れる…。,"......Поняв, что это не сон...... а смерть......... ведьма с безнадёжным взглядом...... опустила голову ещё ниже...","......Quando percebeu que ele não estava dormindo......que estava morto, .........com um olhar desamparado a bruxa......baixou ainda mais sua cabeça...",……明白這並非睡著，……而是死亡後，………眼神絕望的魔女，……把頭垂得更低了…。,……明白这并非睡着，……而是死亡后，………眼神绝望的魔女，……把头垂得更低了…。,... Quando si accorse che non si trattava di sonno... ma di morte... La strega dallo sguardo disperato... abbassò ulteriormente il capo...
,"Then, ...she quietly... ...whispered... ",Then......she quietly.........whispered..., Then......she quietly.........whispered...,そして、……小さく、………呟いた…。,[=JP],И...... тихо......... прошептала...,Então......silenciosamente.........sussurrou...,然後，……她小聲，………嘟噥道…。,然后，……她小声，………嘟哝道…。,Dopodiché... a bassa voce... sussurrò...
{f:5:Beatrice},"""...... ......You... liar..."" ","""............... ............You......liar.........""","""........................You......liar.........""",「……………。…………うそ……つき………。」,「……………。…………うそ……つき………」,"""........................Вот...... лжец.........""","""............... ............Seu......mentiroso.........""",「……………。…………騙……子………」,「……………。…………骗……子………」,"""... Bu ...giardo..."""
,"Beato... ...softly touched Battler... Then, ...she pressed her forehead against Battler's chest. ","Beato......softly touched Battler.........{n}Then, ......she pressed her forehead against Battler's chest.","Beato......softly touched Battler......... Then, ......she pressed her forehead against Battler's chest.",　ベアトは、……そっと、戦人に触れる………。そして、……戦人の胸に、額を押し当てる。,ベアトは、……そっと、戦人に触れる………。{n}そして、……戦人の胸に、額を押し当てる。,Беато...... мягко коснулась Баттлера......{n}И......... прижалась лбом к его груди.,"Beato......gentilmente tocou Battler.........{n}Então, ......pressionou sua testa contra o peito de Battler.",貝阿朵，……輕輕撫摸戰人………。{n}接著，……她把額頭，貼到了戰人的胸口上。,贝阿朵，……轻轻抚摸战人………。{n}接着，……她把额头，贴到了战人的胸口上。,Beato... sfiorò Battler con delicatezza... e poi... premette la propria fronte contro il petto di Battler.
,There was no longer... ...any heartbeat. ,There was no longer............any heartbeat., There was no longer............any heartbeat.,鼓動は……、……すでにない。,[=JP],Там больше............ не было сердцебиения.,Não haviam mais............batimentos.,已經沒有……，……心跳了。,已经没有……，……心跳了。,Non c'era più... alcun battito.
,It wasn't just because he had surrendered. It was because the witches had chased him from the game board. ,It wasn't just because he had surrendered.{n}It was because the witches had banished him from the game board., It wasn't just because he had surrendered. It was because the witches had chased him from the game board.,それは屈服したから、だけではない。魔女たちによって、ゲーム盤から追放されたからだ。,それは屈服したから、だけではない。{n}魔女たちによって、ゲーム盤から追放されたからだ。,"Не просто потому, что он сдался.{n}Ведьмы выпроводили его с игровой доски.",Não era apenas porque ele tinha se rendido.{n}Era porque as bruxas haviam banido ele do tabuleiro.,這並不僅僅是因為屈服。{n}還是因為，他已被魔女們逐出了棋盤。,这并不仅仅是因为屈服。{n}还是因为，他已被魔女们逐出了棋盘。,Non solo perché si era arreso. Ma perché le streghe l'avevano scacciato dal piano di gioco.
,"...So from now on, ...Battler would never...return... ",......So now...{n}......Battler would never......return...,......So from now on.........Battler would never......return...,……だからもう。……戦人が戻ってくることは、……ない…。,……だからもう。{n}……戦人が戻ってくることは、……ない…。,......Поэтому отныне...{n}......Баттлер никогда...... не вернётся...,......Por isso...{n}......Battler nunca mais iria......retornar...,……所以。{n}……戰人已再也不會，……回來了…。,……所以。{n}……战人已再也不会，……回来了…。,... Dunque da quel momento in poi... Battler non sarebbe mai... tornato...
,"So from now on, ...the Golden Witch {f:5:Beatrice}... ",So now............the Golden Witch {f:5:Beatrice}..., So from now on............The Golden Witch Beatrice...,だからもう。………黄金の魔女、ベアトリーチェには。,だからもう。{n}………黄金の魔女、ベアトリーチェには。,И теперь...{n}.........У Золотой ведьмы {f:5:Беатриче}...,Por isso............a Bruxa Dourada {f:5:Beatrice}...,所以。{n}………黃金的魔女，貝阿朵莉切。,所以。{n}………黄金的魔女，贝阿朵莉切。,"Dunque da quel momento in poi... la Strega Dorata, Beatrice..."
,...Would have no reason... ...to exist...... ,...had no more reason.........to exist............, Had lost her reason.........to exist............,存在する理由が、………なくなった…………。,[=JP],Больше нет причины......... существовать............,...não tinha mais razões.........para existir............,已不再有，………存在的理由…………。,[=CHT],aveva perso la propria... ragione di vita...
{f:5:Beatrice},{a:c: .........Thank you...{n} ......Liar......{n} ...Goodbye......{n} And.........{n} ...I'm sorry.} ,{a:c:.........Thank you...{n}......Liar......{n}...Goodbye......{n}And.........{n}...I'm sorry.},{a:c: .........Thank you.........Liar......{n}...Goodbye......{n}And.........{n}...Sorry.},{a:c:………ありがとう…。{n}……うそつき……。{n}…さよなら……。{n}そして………、{n}…ごめんね。},[=JP],{a:c:.........Спасибо...{n}......Лжец......{n}...Прощай......{n}И.........{n}...Прости}.,{a:c:.........Obrigada...{n}......Mentiroso......{n}...Adeus......{n}E.........{n}...me desculpe.},{a:c:………謝謝…。{n}……騙子……。{n}…再見……。{n}還有………，{n}…對不起。},{a:c:………谢谢…。{n}……骗子……。{n}…再见……。{n}还有………，{n}…对不起。},{a:c: ... Grazie... bugiardo... addio... e... perdonami. }
,"Then, ...the Golden Witch... completed... ...her task... and scattered... as a spray of gold. ","Then, ......the Golden Witch, ...her task......completed, ...scattered...as a spray of gold.","Then, ......the Golden Witch... completed......her task... and scattered... as a spray of gold.",　そして、……黄金の魔女は、…その役目を、……終えて、…黄金の飛沫と、散った。,そして、……黄金の魔女は、…その役目を、……終えて、…黄金の飛沫と、散った。,Тогда... ...Золотая ведьма... завершила...... свою задачу... и исчезла... в золотых брызгах.,"Então, ......a Bruxa Dourada, ...com sua tarefa......completa, ...se apartou...espalhando‐se como um spray de ouro.",然後，……黃金的魔女，…結束了，……其使命，…化為黃金飛沫，消散了。,然后，……黄金的魔女，…结束了，……其使命，…化为黄金飞沫，消散了。,Poi... la Strega Dorata... compiuto... il suo dovere... si dissolse... in una nuvola dorata.
,"In the Golden Land, ...the gray rain... gently continued to fall. ","In the Golden Land, ......the gray rain...gently continued to fall."," In the Golden Land, ......the gray rain... gently continued to fall.",　黄金郷には、……しとしとと、…灰色の雨が降り続いている。,黄金郷には、……しとしとと、…灰色の雨が降り続いている。,В Золотой Земле......... тихо продолжал падать... серый дождь.,"Na Terra Dourada, ......a chuva acinzentada...gentilmente continuava a cair.",黃金鄉，……淅淅瀝瀝地下著，…灰色的雨。,黄金乡，……淅淅沥沥地下着，…灰色的雨。,Nella Terra Dorata... la pioggia grigia... continuava a cadere piano.
,...There was a faint aroma of good black tea. ,......There was a faint aroma of good black tea.,[=UP],……かすかに香るのは、良き紅茶の匂い。,[=JP],......Исходил слабый аромат хорошего чёрного чая.,......Havia um fraco aroma de um saboroso chá preto.,……那微微的芳香，是上好紅茶的氣味。,……那微微的芳香，是上好红茶的气味。,... C'era un leggero aroma di tè nero pregiato.
,Beato stared blankly at its surface. ,Beato stared blankly at the surface of the tea., Beato stared blankly at the surface of the tea.,ぼんやりと紅茶の液面をじっと眺めるベアト。,[=JP],Беато безучастно смотрела на его поверхность.,A Beato encarou sem expressão a superfície do chá.,呆呆地盯著紅茶液面的貝阿朵。,呆呆地盯着红茶液面的贝阿朵。,"Beato fissava, priva d'espressione, la superficie del tè."
,"There was {f:5:Virgilia}, continuing her knitting, ...along with me and...Dlanor, talking to each other. ","There was {f:5:Virgilia}, continuing her knitting, .........along with me and......Dlanor, talking to each other."," There was Virgilia, continuing her knitting, .........along with me and......Dlanor, talking to each other.",編み物を続けるワルギリアに、………語り合う、俺と、……ドラノール。,[=JP],"Там была {f:5:Вергилия}, продолжающая вязать...... а также я и...... Дланор, разговаривающие друг с другом.","Lá estava a {f:5:Virgilia}, que continuava seu tricô, .........junto comigo e......Dlanor, conversando entre si.",打著毛線的瓦爾基莉亞，………在談話的，我與、……德拉諾爾。,打着毛线的瓦尔基莉亚，………在谈话的，我与、……德拉诺尔。,"C'era Virgilia, ancora alle prese col suo lavoro a maglia... assieme a me e... Dlanor, intenti a discutere."
,...This is... ...a recollection... ,......This is.........a flashback......,......This is.........a recollection......,　……これは、………回想……。,……これは、………回想……。,......Мои......... воспоминания......,......Este é.........um flashback......,……這是，………回想……。,……这是，………回想……。,... Questo è... un ricordo...
,"A recollection from Battler's memory, which Dlanor's sword must have given him as it pierced him... ","A flashback to a memory of Battler's, which Dlanor's sword must have given him as it pierced him......"," A recollection of Battler's memory, which Dlanor's sword must have given him as it pierced him......",戦人を貫く、ドラノールの剣が与えたに違いない、戦人の記憶の回想……。,[=JP],"Воспоминания памяти Баттлера, которые всплыли, когда его пронзил меч Дланор......","Uma reminiscência da memória de Battler, na qual a espada de Dlanor deve ter concedido a ele quando o perfurou......",無疑是貫穿戰人的德拉諾爾的劍所給予的，戰人記憶的回想……。,无疑是贯穿战人的德拉诺尔的剑所给予的，战人记忆的回想……。,"Un ricordo proveniente dalla memoria di Battler, che la spada di Dlanor deve aver richiamato nel trafiggerlo..."
,A recollection of that time Dlanor had come to visit the tea party in the Golden Land... ,A flashback of that time Dlanor had come to visit the tea party in the Golden Land........., A recollection of that time Dlanor had come to visit the tea party in the Golden Land.........,ドラノールが黄金郷のお茶会に訪れてくれたあの時の、回想………。,[=JP],"Воспоминания о том времени, когда она пришла на чаепитие в Золотой Земле.........",Uma reminiscência do momento em que Dlanor foi visitar a festa do chá na Terra Dourada.........,對於德拉諾爾到訪黃金鄉茶會時的，回想………。,对于德拉诺尔到访黄金乡茶会时的，回想………。,Un ricordo di quella volta che Dlanor era venuta a far visita durante un tea party nella Terra Dorata...
Dlanor,"""It's the same with {f:5:me}. The next time we cross swords, I won't hold {f:5:back}."" ","""The same goes for {f:5:me}. I will not be caught unawares in our next {f:5:bout}.""","""It's the same with ME. The next time we cross swords, I won't hold BACK.""",「私も同じデス。次に太刀を交える時は、遅れは取りマセン。」,「私も同じデス。次に太刀を交える時は、遅れは取りマセン」,"""Как и я. Когда мы скрестим мечи в следующий раз, я не стану сдерживаться.""","""Eu digo o {f:5:mesmo}. Não serei pega de surpresa em nosso próximo {f:5:embate}.""",「我也一樣。在下次交鋒時，我不會甘於下風。」,「我也一样。在下次交锋时，我不会甘于下风。」,"""Vale lo stesso per ME. La prossima volta che incroceremo le armi, non mi TRATTERRÒ."""
Ushiromiya Battler,"""Bring it on. I'll be your opponent. Come at me with all you've got."" ","""Perfect. I'll take you on anytime. Give me everything you've got.""","""Bring it on. I'll be your opponent. Come at me with all you've got.""",「上等だ。相手してやるぜ。全力で来い。」,「上等だ。相手してやるぜ。全力で来い」,"""Отлично. Вызов принят. Выложись на полную.""","""Perfeito. Serei seu oponente quando a hora chegar. Quero que dê tudo de si.""",「好。我會當你的對手的。出全力地來吧。」,「好。我会当你的对手的。出全力地来吧。」,"""Fatti pure avanti. Io ti combatterò. Fatti sotto con tutta la tua forza."""
Dlanor,"""I {f:5:promise}. With everything I've {f:5:got}."" ","""You have my {f:5:word}. Everything I {f:5:have}.""","""I PROMISE. With everything I've GOT.""",「約束しマス。全力デス。」,「約束しマス。全力デス」,"""{f:5:Обещаю}. На полную.""","""Você tem minha {f:5:palavra}. Darei tudo de {f:5:mim}.""",「我保證，出全力。」,「我保证，出全力。」,"""Lo PROMETTO. Con tutta la mia FORZA."""
,"...Dlanor, huh? ",......Dlanor.,[=UP],……ドラノールか。,[=JP],......Дланор.,[=UP],……德拉諾爾麼？,……德拉诺尔么？,... Dlanor.
,"I'd thought she was an emotionless killer doll without a heart, ...but maybe she actually is pretty approachable. ","I'd thought she was a ruthless killer doll without a heart, ...but maybe she actually is pretty approachable."," I'd thought she was an ruthless killer doll without a heart, ...but maybe she actually is pretty approachable.",心のない、冷酷な殺人人形みたいなヤツだと思ってたんだが、…案外、話せるヤツなのかもしれないな。,[=JP],"Я считал её жестокой и бессердечной куклой‐убийцей... но, быть может, на самом деле с ней можно поладить.","Eu pensei que ela fosse uma boneca assassina sem coração, ...mas talvez ela seja mesmo bem receptiva.",我本以為她是一個沒有心、無感情的殺人人偶般的傢伙，…不過搞不好，其實是個能溝通的傢伙也說不定。,我本以为她是一个没有心、无感情的杀人人偶般的家伙，…不过搞不好，其实是个能沟通的家伙也说不定。,"Avevo creduto fosse una bambola assassina senza scrupoli né cuore... ma forse, in realtà, è piuttosto cordiale."
,"...Though of course, neither of us will show any mercy when fighting over the game board. ","......Though of course, neither of us will show any mercy when fighting on the game board.","......Though of course, neither of us will show any mercy when fighting over the game board.",……無論、ゲーム盤の上で戦う時は、互いに容赦なしだが。,[=JP],"......Хотя, конечно же, никто из нас не проявит милосердия в борьбе на игровой доске.",......Apesar de que nenhum de nós mostrará piedade quando estivermos lutando no tabuleiro.,……不過當然，在棋盤上戰時，我們彼此皆不會手下留情。,……不过当然，在棋盘上战时，我们彼此皆不会手下留情。,"... Anche se, naturalmente, nessuno di noi due mostrerà alcuna pietà quando ci scontreremo sul piano di gioco."
,"For a while, we gazed at the rain-drenched rose garden as we quietly enjoyed our tea. ","For a while, we gazed at the rain‐drenched rose garden...as we quietly enjoyed our tea."," For a while, we gazed at the rain-drenched rose garden as we quietly enjoyed our tea.",しばらくの間、俺たちは雨に濡れる薔薇庭園を眺めながら、静かに紅茶を楽しむのだった。,[=JP],"Некоторое время мы смотрели на промокший розарий, тихо наслаждаясь чаем.","Por ora, nós olhamos para o jardim de rosas encharcado pela chuva...enquanto aproveitávamos nosso chá tranquilamente.",在接下來的一段時間裡，我們邊賞著被雨打濕的玫瑰庭園，邊靜靜地品紅茶。,在接下来的一段时间里，我们边赏着被雨打湿的玫瑰庭园，边静静地品红茶。,"Per un po', fissammo il roseto intriso di pioggia... mentre assaporavamo il nostro tè."
Ushiromiya Battler,"""...Still, it really is terrifying. The way you fight. ...Knox's Ten Commandments, or the Decalogue, wasn't it? Those classic rules of the mystery genre, right?"" ","""......Still, it really is terrifying. The way you fight. ......Knox's Ten Commandments, or the Decalogue, wasn't it? Those fallbacks of the mystery genre, right?""",[=UP],「……しかし、恐ろしいもんだな。お前の戦い方は。……ノックス十戒だったけか？　ミステリーのお約束ってヤツだろ？」,[=JP],"""......И всё‐таки, он так пугает. Твой метод борьбы. ......Десять заповедей Нокса или Декалог, вроде как? Отступления детективного жанра?""","""......Mesmo assim, é mesmo assustador. Essa sua forma de lutar. ......Os Dez Mandamentos de Knox, ou Decálogo, era isso? Essas regras clássicas do mistério.""",「……說起來，還真可怕啊。你的那種戰法。……是叫諾克斯十誡來著？它是推理劇的約定俗成吧？」,「……说起来，还真可怕啊。你的那种战法。……是叫诺克斯十诫来着？它是推理剧的约定俗成吧？」,"""... Ad ogni modo, mette veramente i brividi. Il modo in cui combatti, dico. {n}I Dieci Comandamenti o Decalogo di Knox, eh? Le premesse del genere mystery, giusto?"""
Dlanor,"""{f:5:Yes}. ...They are commandments conceived by my {f:5:father}."" ","""{f:5:Yes}. ......They are commandments conceived by my {f:5:father}.""","""YES. ......They are commandments conceived by my FATHER.""",「ハイ。……我が父が考案した戒律デス。」,「ハイ。……我が父が考案した戒律デス」,"""Да. ......Эти заповеди составил мой отец.""","""{f:5:Sim}. ......São os mandamentos concebidos a mim pelo meu {f:5:pai}.""",「是的。……它是我的父親深思熟慮出來的戒律。」,「是的。……它是我的父亲深思熟虑出来的戒律。」,"""ESATTO. ... Si tratta di regole concepite da mio PADRE."""
