Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,Looks like everyone's going to try and bully me. I'm sure they'll think up some really hard questions. ,Looks like everyone's going to try and bully me. I'm sure they'll think up some really hard questions., Looks like everyone's going to try and bully me. I'm sure they'll think up some really hard questions.,みんな、私をいじめる気だ。きっとすっごく難しい問題を出してくる。,[=JP],"Видимо, все собрались подразнить меня. Они наверняка придумают очень сложные вопросы.",Parece que todos vão tentar judiar de mim. Tenho certeza que eles vão pensar em perguntas bem difíceis.,大家，都打算欺負我。肯定都會出特別難的問題來。,大家，都打算欺负我。肯定都会出特别难的问题来。,Sembra che tutti vogliano prendersi gioco di me. Sono certa che penseranno a delle domande molto complicate.
Ushiromiya Eva,"""Don't worry, I'll lend a hand."" ","""Don't worry, I'll lend a hand.""",[=UP],「大丈夫よ、伯母さんが助けてあげる。」,「大丈夫よ、伯母さんが助けてあげる」,"""Не беспокойся, я помогу.""","""Não se preocupe, sua tia vai ajudar.""",「沒關係，姑母會幫你的。」,「没关系，姑母会帮你的。」,"""Non preoccuparti, ti darò una mano."""
Ushiromiya Ange,"""Really...?"" ","""Really...?""",[=UP],「本当…？」,[=JP],"""Правда?..""","""Mesmo...?""",「真的…？」,[=CHT],"""Davvero...?"""
Ushiromiya Eva,"""Of course. After all, I'm the princess's attendant. So, let's give it our all together and get a huge pile of medals."" ","""Of course. After all, I'm the princess's attendant. So, let's give it our all together and get a huge pile of medals.""",[=UP],「えぇ。だって伯母さんは、お姫様の付き人じゃない。だから二人でがんばって、いっぱいいっぱいメダルを集めちゃおう。」,「えぇ。だって伯母さんは、お姫様の付き人じゃない。だから二人でがんばって、いっぱいいっぱいメダルを集めちゃおう」,"""Конечно. Ведь я спутница принцессы. Поэтому давай вместе постараемся и получим много медалей.""","""É claro. Afinal, sua tia aqui é a aia da princesa. Então vamos dar o nosso melhor juntas e conseguir um monte de medalhas.""",「嗯。因為姑母是公主的隨從嘛。所以咱們兩人來努力，收集好多好多金幣吧。」,「嗯。因为姑母是公主的随从嘛。所以咱们两人来努力，收集好多好多金币吧。」,"""Ovviamente. Dopotutto, sono l'accompagnatrice della principessa. {n}Quindi, mettiamocela tutta insieme e otteniamo un enorme mucchio di medaglie."""
Ushiromiya Ange,"""Okay...!"" ","""Okay...!""",[=UP],「うん…！」,[=JP],"""Да!..""","""Sim...!""",「嗯…！」,[=CHT],"""Ok...!"""
Gohda Toshiro,"""Come now, Ange-sama. Start wherever you want. I, Gohda, am ready to challenge you whenever you please."" ","""Come now, Ange‐sama. Start wherever you want. I, Gohda, am ready to challenge you whenever you please.""","""Come now, Ange-sama. Start wherever you want. I, Gohda, am ready to challenge you whenever you please.""",「さぁさぁ、縁寿さま。誰からでも結構でございますよ。この郷田も、いつでも挑戦をお受けいたします。」,「さぁさぁ、縁寿さま。誰からでも結構でございますよ。この郷田も、いつでも挑戦をお受けいたします」,"""Ну же, госпожа Энджи. Начинайте с кого хотите. Я, Года, готов бросить вам вызов когда будет угодно.""","""Vamos, Ange‐sama. Comece quando quiser. Eu, Gohda, estou preparado para desafiá-la quando estiver pronta.""",「快快，緣壽小姐。從誰開始都可以喲。鄙人鄉田也隨時恭候您的挑戰。」,「快快，缘寿小姐。从谁开始都可以哟。鄙人乡田也随时恭候您的挑战。」,"""Avanti, Ange-sama. Inizi da dove vuole. Io, Gohda, sono pronto a sfidarla quando desidera."""
Ushiromiya Kinzo,"""Whoa, not so fast. The honor of the first audience with the princess belongs to me. Ange, begin with my challenge...!"" ","""Whoa, not so fast. The honor of the first audience with the princess belongs to me. Ange, begin with my challenge...!""",[=UP],「まぁ待て待て。最初に姫君に謁見する栄誉はこの私のものだ。縁寿よ、まずは私の挑戦を受けてみよ…！」,[=JP],"""Эй, не так быстро. Честь первой аудиенции с принцессой принадлежит мне. Энджи, начни с меня!..""","""Pode parar aí mesmo. A honra da primeira audiência com a princesa pertence a mim. Ange, comece me desafiando...!""",「等一下等一下。最初謁見公主這種榮譽是屬於我的。緣壽啊，先來接受我的挑戰吧…！」,「等一下等一下。最初谒见公主这种荣誉是属于我的。缘寿啊，先来接受我的挑战吧…！」,"""Whoa, non così in fretta. L'onore della prima udienza con la principessa appartiene a me. Ange, inizia con la mia sfida...!"""
Ushiromiya Ange,"""O-Okay!"" ","""O‐okay!""","""O, okay!""",「は、はいっ。」,「は、はいっ」,"""Хо... хорошо!""","""T‐Tá bom!""",「好、好。」,[=CHT],"""O-Ok!"""
,"I suddenly got tense, and my stomach began to feel tight. ","I suddenly got tense, and my stomach began to feel tight.",[=UP],思わず緊張してしまい、お腹がきゅうっと痛くなる。,[=JP],Я вдруг почувствовала напряжение и тяжесть в животе.,Eu fiquei tensa de repente e meu estômago apertou.,我一下子緊張了起來，肚子都有些揪痛了。,我一下子紧张了起来，肚子都有些揪痛了。,"Diventai improvvisamente nervosa, e mi si strinse lo stomaco."
,"Then, Aunt Eva gently held my hand. ","Then, Auntie Eva gently held my hand."," Then, Eva oba-san gently held my hand.",すると絵羽伯母さんがやさしく手を握ってくれた。,[=JP],Тётя Ева нежно взяла меня за руку.,Mas a tia Eva segurou minha mão gentilmente.,繪羽姑母溫柔地握住了我的手。,绘羽姑母温柔地握住了我的手。,"Quindi, Eva oba-san prese delicatamente la mia mano."
Ushiromiya Eva,"""It'll be okay. Let's do this together!"" ","""It'll be alright. Let's do this together!""",[=UP],「大丈夫よ。一緒にがんばりましょ！」,[=JP],"""Всё будет хорошо. Давай вместе!""","""Está tudo bem. Vamos fazer isso juntas!""",「沒事的。一起來加油吧！」,「没事的。一起来加油吧！」,"""Andrà tutto bene. Facciamolo insieme!"""
Ushiromiya Ange,"""...O-Okay!"" ","""O‐......okay!""","""O, ......okay!""",「う、……うんっ。」,「う、……うんっ」,"""Д‐...... да!""","""S‐......Sim!""",「嗯、……嗯。」,[=CHT],"""O... Ok!"""
Ushiromiya Kinzo,"""Then let us begin, Ange. This is a story about December 25th, Christmas Day."" ","""Then let us begin, Ange. This is a story about December 25th, Christmas Day.""",[=UP],「では行くぞ、縁寿よ。これは、クリスマスの日の話、１２月２５日の話だ。」,「では行くぞ、縁寿よ。これは、クリスマスの日の話、１２月２５日の話だ」,"""Тогда начнём, Энджи. Эта история о 25 декабря, Рождестве.""","""Certo, vamos começar, Ange. Esta é uma história sobre o dia 25 de dezembro, o dia de Natal.""",「那麼開始吧，緣壽。這是關於聖誕節的題，在 12 月 25 日的事。」,「那么开始吧，缘寿。这是关于圣诞节的题，在 12 月 25 日的事。」,"""Allora iniziamo, Ange. Questa è una storia riguardo il 25 Dicembre, il giorno di Natale."""
Ushiromiya Ange,"""Christmas...?"" ","""Christmas...?""",[=UP],「クリスマス…？」,[=JP],"""О Рождестве?..""","""Natal...?""",「聖誕節…？」,「圣诞节…？」,"""Natale...?"""
,"Even though it was October, he suddenly started talking about Christmas. Is he going to ask what day Christmas is? ","Even though it was October, he suddenly started talking about Christmas.{n}Is he going to ask what day Christmas is?",[=ST],まだ１０月だというのに、唐突にクリスマスの話をされる。クリスマスは何日かという問題だろうか？,まだ１０月だというのに、唐突にクリスマスの話をされる。{n}クリスマスは何日かという問題だろうか？,"Хотя был октябрь, он вдруг заговорил о Рождестве.{n}Собирается спросить, какого дня Рождество?","Mesmo sendo outubro, do nada ele começou a falar sobre o Natal.{n}Ele vai perguntar que dia é o Natal?",明明現在還是 10 月，突然就提到了聖誕節。{n}是要問聖誕節是在哪天嗎？,明明现在还是 10 月，突然就提到了圣诞节。{n}是要问圣诞节是在哪天吗？,"Anche se era Ottobre, iniziò improvvisamente a parlare del Natale. Chiederà che giorno è Natale?"
,I know that. It's December 25th. ,I know that. It's December 25th.,[=UP],そんなの知ってる。１２月２５日だ。,[=JP],Я знаю. 25 декабря.,Eu sei isso. É 25 de dezembro.,大家都知道。是 12 月 25 日。,[=CHT],Lo so. È il 25 Dicembre.
Ushiromiya Kinzo,"""On Christmas Day, a woman looked up at the night sky and spoke: ""Eventually, the night will end, and morning will come. Wouldn't it be wonderful if, after the sun sinks and it becomes night once more, it could be Christmas again?"" And then, the man spoke. ""Okay, I'll make your dream come true for you."" Is such a thing possible...?"" ","""On Christmas Day, a woman looked up at the night sky and said, ""Eventually, the night will end, and morning will come. Wouldn't it be wonderful if, after the sun sinks and it becomes night once more, it could be Christmas again?"" Then, the man beside her said, ""Okay, I'll make your dream come true for you."" Is such a thing possible...?""","""On Christmas Day, a woman looked up at the night sky and spoke. 『Eventually, the night will end, and morning will come. Wouldn't it be wonderful if, after the sun sinks and it becomes night once more, it could be Christmas again?』 And then, the man spoke. 『Okay, I'll make your dream come true for you.』 Is such a thing possible...?""",「クリスマスの日。夜空を見上げながら、女は言った。『やがて夜が明けて朝になるわね。そしてまた日が沈んで夜になっても、またクリスマスだったらいいのに』。すると男は言った。『いいよ。その夢を叶えてあげるよ』と。そんなことが、果たして可能だろうか…？」,[=JP],"""В Рождество женщина посмотрела на ночное небо и сказала ""В конце концов ночь закончится и наступит утро. Разве не было бы прекрасно, если бы после захода солнца и наступления ночи Рождество могло бы настать снова?"" И тогда мужчина ответил ""Ладно, ради тебя я исполню твою мечту"". Такое возможно?..""","""Dia de Natal. Enquanto olhava para o céu noturno, uma mulher disse: ""Eventualmente a noite chegará ao fim e a manhã virá. Não seria maravilhoso se, depois que o Sol se pôr e voltasse a ser noite mais uma vez, pudesse ser Natal de novo?"" Então, o homem que estava ao seu lado disse: ""Muito bem, eu irei realizar seu sonho."" Tal coisa é mesmo possível...?""",「聖誕節那天。抬頭看著夜空，女人說道。『很快夜晚就要過去迎來早晨了呢。要是太陽再次落下進入夜晚的時候，還是聖誕節該有多好』。男人這樣回答。『好啊。我就滿足你這個願望』。這種事，可能會發生嗎…？」,「圣诞节那天。抬头看着夜空，女人说道。『很快夜晚就要过去迎来早晨了呢。要是太阳再次落下进入夜晚的时候，还是圣诞节该有多好』。男人这样回答。『好啊。我就满足你这个愿望』。这种事，可能会发生吗…？」,"""Nel giorno di Natale, una donna guardò il cielo notturno e disse: {p:0:『}Prima o poi la notte avrà fine, e arriverà il mattino. Non sarebbe meraviglioso se, dopo che il sole sarà tramontato e sarà arrivata di nuovo la notte, potesse essere di nuovo Natale?{p:0:』} E allora, l'uomo parlò. {p:0:『}Va bene, realizzerò per te il tuo desiderio. {p:0:』} È possibile una cosa del genere...?"""
Ushiromiya Ange,"""The day after Christmas is the 26th, a normal day. That's impossible."" ","""The day after Christmas is the 26th, a normal day. That's impossible.""",[=UP],「クリスマスの次の日は２６日で普通の日だもん。そんなの無理。」,「クリスマスの次の日は２６日で普通の日だもん。そんなの無理」,"""За Рождеством следует 26‐е — обычный день. Невозможно.""","""O dia depois do natal é dia 26, um dia normal. Isso é impossível.""",「聖誕節的第二天就是 26 日，是普通的日子了。那時是不可能的。」,「圣诞节的第二天就是 26 日，是普通的日子了。那时是不可能的。」,"""Il giorno dopo Natale è il 26, un giorno normale. È impossibile."""
Ushiromiya Eva,"""...Still Christmas, even after the sun rises... Oh, I've got it."" ","""...Still Christmas, even after the sun rises...... Oh, I've got it.""",[=UP],「夜が明けてもまだクリスマス……。あ、伯母さん、わーかった。」,「夜が明けてもまだクリスマス……。あ、伯母さん、わーかった」,"""...По‐прежнему рождество даже после восхода солнца...... О, я поняла.""","""...Ainda é Natal, mesmo depois do sol nascer...... Ah, eu entendi.""",「再天亮還是聖誕節……。啊，姑母我知道了。」,「再天亮还是圣诞节……。啊，姑母我知道了。」,"""... Ancora Natale, anche dopo che il sole sorge... oh, ho capito."""
Ushiromiya Ange,"""Huh? How?! How can the day after Christmas be Christmas again?!"" ","""Huh? How?! How can the day after Christmas be Christmas again?!""",[=UP],「え？　どうして？！　どうしてクリスマスの次の日がまたクリスマスなの？！」,[=JP],"""Э? Как?! Как может день после Рождества снова стать Рождеством?!""","""Hã? Como! Como pode o dia depois do Natal ainda ser Natal?!""",「誒？為什麼？！為什麼聖誕節的第二天還是聖誕節呢？！」,「诶？为什么？！为什么圣诞节的第二天还是圣诞节呢？！」,"""Huh? Come?! Come può il giorno dopo Natale essere di nuovo Natale?!"""
Ushiromiya Kinzo,"""Wahhahahahaha. Think about it for yourself, Ange."" ","""Wahhahahahaha. Think about it for yourself, Ange.""",[=UP],「わっははははは。縁寿も考えてみるがよい。」,「わっははははは。縁寿も考えてみるがよい」,"""Ва‐ха‐ха‐ха‐ха. Подумай сама, Энджи.""","""Wahhahahahaha. Vai ter que pensar sozinha, Ange.""",「哇哈哈哈哈哈。緣壽也想想看吧。」,「哇哈哈哈哈哈。缘寿也想想看吧。」,"""Wahhahahahaha. Pensaci da sola, Ange."""
