Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Ange,"""......They can mess around all they want. It's a hundred times more pleasant than that shrill laughter in the classroom."" ","""............You can all mess around all you want. It's a hundred times more pleasant than the shrill laughter in the classroom.""",[=ST],「…………気にしないで騒いでてくれていいわ。教室の黄色い笑い声より百倍心地良いもの。」,「…………気にしないで騒いでてくれていいわ。教室の黄色い笑い声より百倍心地良いもの」,"""............Они могут делать всё, что душа пожелает. Это ведь куда приятнее, чем смешки в классе.""","""............Você pode bagunçar o quanto quiser. É cem vezes mais agradável do que as estridentes risadas na sala de aula.""",「…………不用在意，隨大家鬧好了。這可比教室裡的煩人笑聲舒心百倍。」,「…………不用在意，随大家闹好了。这可比教室里的烦人笑声舒心百倍。」,"""... Possono fare tutto il rumore che vogliono. È cento volte più piacevole delle risate stridule nella mia classe."""
Mammon,"""Ange-samaa, go to the next page quickly! You read really sloow!"" ","""Ange‐samaa, hurry up, next paaage! You read really slooww!""",[=ST],「縁寿さまぁ、早く次のページぃ！　縁寿さまは読むのが遅いぃ！」,[=JP],"""Энджи‐сама‐а‐а‐а, быстро перелистните страницу! Вы читаете слишком ме‐е‐едленно!""","""Ange‐samaa, rápido, próxima páginaaaa! Você lê muito devagaaar!""",「緣壽小姐——，快翻到下一頁——！緣壽小姐看得好慢——！」,「缘寿小姐——，快翻到下一页——！缘寿小姐看得好慢——！」,"""Ange-sama, passate in fretta alla prossima pagina! Leggete davvero molto lentamente!"""
Ushiromiya Ange,"""You like to read, Mammon? You looked like you'd be the worst at doing boring things."" ","""You like to read, Mammon? You look like you'd be the most averse to such ordinary things.""",[=ST],「マモンは読書が好きなの？　地味なことが一番苦手そうに見えるのにね。」,「マモンは読書が好きなの？　地味なことが一番苦手そうに見えるのにね」,"""Мамона, ты любишь читать? А ты заметила, что делаешь некоторые вещи хуже, чем я?""","""Gosta de ler, Mammon? Você parece ser a que possui maior aversão a coisas tão ordinárias.""",「馬蒙喜歡看書？我還覺得，你看起來最討厭這種樸實無華的事了呢。」,「马蒙喜欢看书？我还觉得，你看起来最讨厌这种朴实无华的事了呢。」,"""Ti piace leggere, Mammon? E pensare che sembravi la peggiore a fare cose semplici."""
Belphegor,"""Mammon controls greed. ...That also includes a thirst for knowledge. Still, she wants to keep that knowledge all for herself, so be warned that she refuses to let people read any book you give her, and sometimes burns them after reading them."" ","""Mammon's domain is greed. ......That also includes a thirst for knowledge. But she tends to want to keep that knowledge all for herself, so when someone gives her a book, she'll sometimes burn it after reading it so that no one else can—please watch out for that.""",[=ST],「マモンが司るのは強欲。……知識欲にもそれは通じます。ただし、独占したがるので、本を与えると人に読ませまいと、読書後に焼いてしまうこともあるのでご注意を。」,「マモンが司るのは強欲。……知識欲にもそれは通じます。ただし、独占したがるので、本を与えると人に読ませまいと、読書後に焼いてしまうこともあるのでご注意を」,"""Мамона отвечает за алчность. ......Туда же входит и жажда к знаниям. Но она хочет, чтобы эти знания принадлежали лишь ей, так что имейте в виду, она не даёт людям свои книги, а то и вовсе сжигает их после прочтения.""","""O domínio da Mammon é a ganância. ......Isso também inclui sede por conhecimento. Mas ela tende a querer manter esse conhecimento todo para si, por isso, quando alguém dá um livro a ela, algumas vezes ela o queima após ler para que ninguém mais possa ler — tome cuidado com isso.""",「馬蒙掌管的是貪婪。……求知欲也與此相通。只不過，由於她好獨佔，所以一給她書，她就會為了不讓別人看，而在看完後把書燒掉，還請多加注意。」,「马蒙掌管的是贪婪。……求知欲也与此相通。只不过，由于她好独占，所以一给她书，她就会为了不让别人看，而在看完后把书烧掉，还请多加注意。」,"""Mammon controlla l'avarizia. ... Ciò include anche la sete di conoscenza. Tuttavia, vuole tenere quella conoscenza tutta per sé, quindi fate attenzione, perché si rifiuta di far leggere alle altre persone ogni libro che le viene dato, e a volte li brucia dopo averli letti."""
Mammon,"""I like knowing things that no one else knows. I like being able to do things that no one else can do. So I like studying and practicing. Because I want to keep wisdom that no one else knows about all to myself."" ","""I like knowing things that no one else knows. I like being able to do things that no one else can do. So I like studying and practicing. Because I want to keep wisdom that no one else knows about all to myself.""",[=ST],「私は、誰も知らないことを、私だけが知っているのが好き。誰も出来ないことを、私だけが出来るのが好き。だから勉強は好き、練習は好き。私だけが、誰も知らない英知を、独り占めしたいから。」,「私は、誰も知らないことを、私だけが知っているのが好き。誰も出来ないことを、私だけが出来るのが好き。だから勉強は好き、練習は好き。私だけが、誰も知らない英知を、独り占めしたいから」,"""Мне нравится изучать вещи, о которых помимо меня никто и духу не ведает. Я люблю делать то, что другому сделать не под силу. Я люблю и теорию, и практику. Потому что хочу знать то, что больше никто не знает.""","""Eu gosto de saber coisas que ninguém mais sabe. Gosto de ser capaz de fazer coisas que ninguém mais consegue. Por isso eu gosto de estudar e praticar. Porque quero agregar mais sabedoria que ninguém mais sabe, só para mim.""",「我喜歡只有我知道，別人都不知道。我喜歡只有我做得到，別人都做不到。所以喜歡學習，喜歡練習。因為我想一人獨佔誰都不知道的知識。」,「我喜欢只有我知道，别人都不知道。我喜欢只有我做得到，别人都做不到。所以喜欢学习，喜欢练习。因为我想一人独占谁都不知道的知识。」,"""Mi piace apprendere cose che nessun altro conosce. Mi piace poter fare cose che nessun altro può fare. Per cui mi piace studiare ed esercitarmi. Poiché voglio avere un'intelligenza sconosciuta a tutti, tutta per me."""
,"As Mammon said that, her eyes sparkling, she peered down at the page that was open and read through it again. ","As Mammon said that, her eyes sparkling, she stared transfixed at the open page, reading through it again.",[=ST],マモンはそう言い、目を輝かせながら、今開かれているページをもう一度読み直すように凝視する。,[=JP],"Когда она говорила, её глаза сверкали, она посмотрела на раскрытую страницу и прочитала её ещё раз.","Os olhos de Mammon brilharam quando ela disse isso, e ela começou a olhar transfixada para a página aberta, lendo‐a novamente.",馬蒙邊如此說著，邊雙目閃閃發光地，如要重讀一遍般地凝視起了正翻開著的那一頁。,马蒙边如此说着，边双目闪闪发光地，如要重读一遍般地凝视起了正翻开着的那一页。,"Mentre Mammon lo diceva, i suoi occhi luccicavano, guardò la pagina su cui era aperto il libro e la lesse di nuovo."
,You could see the greed that made her covet that page even more thoroughly than I did. ,You could see the greed that made her even more intent than me on devouring that page.,[=ST],同じページを、私以上に貪り尽くしてやろうという強欲さが現れていた。,[=JP],"Можно было понять, что грех сделал её жаждущей прочитать ту страницу, и её жажда была в разы больше моей.","Você podia ver a ganância que a fazia cobiçar mais do que eu, devorando aquela página.",這正是表現出了，要在同一頁上榨取到比我更多的收獲的，貪婪。,这正是表现出了，要在同一页上榨取到比我更多的收获的，贪婪。,"Si poteva vedere l'avidità, che le faceva leggere la stessa pagina con più sforzo di me."
,"As you can see, my magical power has grown much stronger than it was on the first day I summoned them. ","As you can see, my magical power was now much stronger compared to the first day I summoned them.",[=ST],見ての通り、私の魔力は初めて彼女らを呼び出した日に比べ、ずっと強くなっていた。,[=JP],"Как можно было заметить, моя магическая сила выросла по сравнению с той, которой я владела в первый день их призыва.","Como você pode ver, meu poder mágico agora está muito mais forte do que comparado ao primeiro dia em que eu a invoquei.",如你所見，與當初第一次召喚出她們的那一天相比，我的魔力要強了很多。,如你所见，与当初第一次召唤出她们的那一天相比，我的魔力要强了很多。,"Come si può vedere, il mio potere magico è aumentato di molto rispetto al primo giorno che le ho evocate."
,"By now, I've gotten so that I can summon all of the Seven Sisters of Purgatory at once and still calmly read a book like this. ",I was now at the point where I could summon all of the Seven Sisters of Purgatory at once and still calmly read a book like this.,[=ST],今では、煉獄の七姉妹を同時に呼び出しながら、こうしてのんびり読書が出来るまでになっている。,[=JP],Сейчас мне было под силу призвать всех семерых сестёр чистилища и спокойно читать книгу.,Eu agora estou no nível onde eu posso invocar todas as Sete Irmãs do Purgatório e continuar a ler calmamente um livro como este.,如今，我已能邊同時召喚出煉獄七姐妹，邊像這樣悠閑看書。,如今，我已能边同时召唤出炼狱七姐妹，边像这样悠闲看书。,"Ora, sono in grado di evocare tutte e sette le Sorelle del Purgatorio nello stesso momento e posso anche leggere un libro in tutta tranquillità come sto facendo ora."
,"This place, although I can't recall exactly where it is, is a quiet and calm street-side bench. ","This place, although I couldn't recall {i:where} it was, was a quiet and calm street‐side bench.",[=ST],ここは、どこだか思い出せないけれど、のんびりとした静かな街並のベンチ。,[=JP],"То место, хоть я и не помню, {i:где} оно находилось, было тихим и спокойным, а рядом стояла скамья.","Este lugar, embora eu não posso lembrar {i:onde} ficava, era um quieto e calmo banco na calçada.",雖然記不起這是哪兒，但我坐在悠然恬靜的街邊長椅上。,虽然记不起这是哪儿，但我坐在悠然恬静的街边长椅上。,"Questo posto, anche se non posso ricordare dove si trovi, è una tranquilla panchina al lato della strada."
,"I'd been young back then, so I don't remember the details of its location. ","The reason that I couldn't remember the location of this place was that at the time I visited it, I was very young.",[=ST],私は幼かったから、ここがどこなのか、覚えていないのだ。,[=JP],"Тогда я была совсем мала, потому и не помню.","O motivo pela qual eu não consigo lembrar a localização deste lugar é porque na época em que eu o visitei, eu era muito jovem.",我在小時候就沒記住這是哪兒。,我在小时候就没记住这是哪儿。,"All'epoca ero giovane, quindi non ricordo dove sia."
,"...Still, I remember that my days walking here were a lot of fun. ","......Still, I remembered the day we'd walked here, and how much fun it was.",[=ST],……しかし、ここを歩いた日が、とても楽しかったことは覚えてる。,[=JP],"......Но мне запомнилось, что те деньки, которые я там проводила, были очень беззаботны.","......Mas, eu lembro do dia em que eu caminhei aqui, e como esse dia foi divertido.",……不過我記得，來這散步的那天非常地開心。,……不过我记得，来这散步的那天非常地开心。,"... Tuttavia, ricordo che i miei giorni passati camminando nei dintorni erano molto divertenti."
,"Together with Dad, Mom, ...and even Onii-chan, it was a memory of a very rare and very happy day when everyone had been together... ","Mom, Dad, ...and even Onii‐chan had been there—it was a memory of a very rare and very happy day when all the family had actually been together...",[=ST],お父さんとお母さんと、…そしてお兄ちゃんも揃った、本当に全員が揃ったとても珍しくてとても幸せな日の記憶…。,[=JP],"Тогда с мамой, папой... и даже братиком, мы провели редкий счастливый денёк, пока были вместе... это прочно вписалось в мою память...","Minha mãe, meu pai, ...e até o onii‐chan estavam lá — é uma memória muito rara e muito feliz do dia em que toda a família estava junta...",那是爸爸、媽媽、…還有哥哥都在一起，真真正正全家團聚，非常難得非常幸福的一天的記憶…。,那是爸爸、妈妈、…还有哥哥都在一起，真真正正全家团聚，非常难得非常幸福的一天的记忆…。,"Insieme a Mamma, Papà... e anche Onii-chan, era il ricordo di un giorno davvero raro e davvero felice in cui siamo stati tutti insieme..."
,The people who walked by every once in a while didn't notice me. They just pleasantly ignored me and passed by as though everything was normal. ,The people walking by every once in a while weren't noticing me.{n}They were just pleasantly ignoring me and passing by as normal.,[=ST],時折、道往く人々は私たちの姿には気付かない。ただ、心地良く無視して、普通に通り過ぎてくれるだけだ。,時折、道往く人々は私たちの姿には気付かない。{n}ただ、心地良く無視して、普通に通り過ぎてくれるだけだ。,"Прохожие, сновавшие туда‐сюда, совсем не замечали меня.{n}Они попросту игнорировали меня и шли мимо, будто всё было в порядке.",As pessoas que passavam de tempos em tempos não me notavam.{n}Elas apenas me ignoravam agradavelmente e passavam como se fosse normal.,時而路過的行人並沒有在意我們。{n}只是令人舒心地給予了我無視，若無其事地走過我們的身邊。,时而路过的行人并没有在意我们。{n}只是令人舒心地给予了我无视，若无其事地走过我们的身边。,"Le persone che passavano di tanto in tanto non si accorgevano di me. Semplicemente mi ignoravano passando oltre, come se fosse tutto normale."
,"Even the Seven Sisters' incredible outfits weren't embarrassing or anything, because it wasn't like anyone was actually watching. ","I wasn't even the slightest bit embarrassed by the Seven Sisters' shameless outfits, because it wasn't like they were actually being seen by anyone.",[=ST],七姉妹たちのすごい格好も、別に誰かに見られているわけでもないのだから、恥ずかしくも何ともない。,[=JP],"Даже откровенное одеяние семи сестёр не смущало их, ведь они их не видели.","Eu não estava nem um pouco envergonhada pelas roupas indecentes das Sete Irmãs, porque não é como se alguém realmente estivesse vendo elas.",七姐妹們那大膽的裝束也是，又沒有被人看到，所以沒什麼好為之害羞的。,七姐妹们那大胆的装束也是，又没有被人看到，所以没什么好为之害羞的。,"Persino gli assurdi vestiti delle Sette Sorelle non erano imbarazzanti o altro, perché era come se nessuno guardasse."
,"Come to think of it, I'm getting pretty used to it. As long as they don't make me wear those. ","In fact, I'd gotten pretty used to them. Just so long as they didn't make {i:me} wear one.",[=ST],というか、割と慣れた。私が着させられるわけでない限り。,[=JP],"Если подумать, то я уже привыкла к нему. При условии, что меня {i:саму} не заставляют его носить.","Ou melhor, eu me acostumei muito bem a elas. Desde que elas não façam {i:eu} vestir uma.",不如說，都有點習慣了。只要別讓我穿就無所謂。,不如说，都有点习惯了。只要别让我穿就无所谓。,"Ora che ci penso, mi ci sono piuttosto abituata. Almeno finché non li faranno indossare anche a me."
,"I was sitting on a stylish bench, memorizing a timeline for world history. ","I was sitting on a stylish bench, memorizing a timeline for world history.",[=ST],私はお洒落なベンチに腰掛け、世界史の年表を暗記中だ。,[=JP],"Я сидела на стильной скамье, запоминая хронологию мировой истории.","Eu estava sentada em um banco refinado, memorizando uma linha do tempo da história do mundial.",我把腰靠在了簡潔灑脫的長椅上，默背著世界史年表。,我把腰靠在了简洁洒脱的长椅上，默背着世界史年表。,"Sedevo su una panchina elegante, memorizzando una linea del tempo sulla storia del mondo."
,"...In an academy system where everything is based on collective responsibility, there's no tolerance for dunces. ","......In an academy system where everything is based on collective responsibility, there's no tolerance for dunces.",[=ST],……何でも連帯責任になる学園の校風は、落ち零れをやさしく許容なんてしてくれない。,[=JP],"......В академической системе, основанной на коллективной ответственности, отсутствует терпимость к лентяям.","......Em uma academia onde tudo é baseado na responsabilidade coletiva, não há tolerância com os ignorantes.",……不論什麼都要搞連帶責任的學園的校風，可不會寬容後進生。,……不论什么都要搞连带责任的学园的校风，可不会宽容后进生。,"... In un sistema accademico dove tutto è basato sulla responsabilità collettiva, non c'è tolleranza per i somari."
,It seemed that I was considerably below the average grade for the class. ,It seemed that I was lowering the average grade for the class considerably.,[=ST],何でも、私がクラスの平均点を著しく下げているらしい。,[=JP],"Казалось, что для школы я была чересчур среднего класса.",Parece que eu estava consideravelmente abaixo da média da classe.,我好像是顯著地拉下了班上的平均分。,我好像是显著地拉下了班上的平均分。,Sembrava che fossi parecchio al di sotto della media dei voti per la classe.
,"According to those extremely intellectual girls, if I alone improved my grade, the average would rise drastically. ","According to those extremely intellectual girls, if I alone improved my grade, the average would rise drastically.",[=ST],極めて理知的な彼女らの話によると、私ひとりが改善されるだけで、大幅に平均点が上がるらしい。,[=JP],"Согласно разговору тех заумных девиц у всего класса бы резко повысился средний балл, улучшь я свой собственный.","De acordo com essas garotas extremamente inteligentes, se eu sozinha não melhorar minhas notas, a média vai cair drasticamente.",根據極其理智的她們的話，似乎只需我一人有進步，就能大幅拉上平均分。,根据极其理智的她们的话，似乎只需我一人有进步，就能大幅拉上平均分。,"Secondo quelle ragazze estremamente acculturate, se io sola avessi migliorato i miei voti, la media sarebbe salita drasticamente."
,...They had been kind enough to show me with a graph drawn by colorful pens on a B4 sheet of drawing paper. ,......They had been kind enough to show me with a graph drawn with colorful pens on a B4 sheet of drawing paper.,[=ST],……ご丁寧にも、Ｂ４の画用紙にカラフルなペンでそれをグラフにしてまで示してくれた。,[=JP],"......Они любезно показали мне график, сделанный цветными ручками на листе ватмана B4.",......Elas já foram gentis o bastante mostrando‐me um gráfico desenhado com canetas coloridas em uma folha de papel B4.,……蒙她們細心準備，我還得以觀看了用彩筆在 B4 圖畫紙上畫下的關於此的示意圖。,……蒙她们细心准备，我还得以观看了用彩笔在 B4 图画纸上画下的关于此的示意图。,... Erano state abbastanza gentili da dimostrarmelo con un grafico fatto con matite colorate su un foglio A4.
,...Just thinking of the effort it had taken to draw that was repulsive. ,...Just thinking of the effort it must have taken to draw that was nauseating.,[=ST],…その書く手間を考えるだけでも、おぞましい。,[=JP],"...Я думаю, решение рассказать им всё было неправильным.",...Só de pensar no esforço de ter que desenhar isso me dá náuseas.,…只是去想一下畫這個所費的工夫，就不由得心生厭煩。,…只是去想一下画这个所费的工夫，就不由得心生厌烦。,... Il solo pensare allo sforzo fatto per disegnarlo mi ripugnava.
,But I've already spat out all those complaints. ...I've already voiced my constant and furious anger and sadness to these girls here. ,But I'd already spat out all of those complaints. ......I'd already used those girls to vent all my furious anger and sadness.,[=ST],でも、そういう愚痴はもう全て吐き出した。……腸が煮えくり返るような怒りや悲しみは全て彼女らに吐き出した。,[=JP],"Но слово — не воробей, я уже выложила им всё, что думала. ......А, да я уже забыла об этом из‐за моей постоянной меланхолии.",Mas eu já coloquei para fora todas essas reclamações. ......Já usei dessas garotas constantemente para desabafar toda a minha fúria e tristeza.,不過，這些牢騷已經全部吐盡。……我向她們傾吐出了所有令人肝腸寸斷的憤怒與悲傷。,不过，这些牢骚已经全部吐尽。……我向她们倾吐出了所有令人肝肠寸断的愤怒与悲伤。,Ma mi sono già liberata di tutte quelle lamentele. ... Mi sono già liberata di loro con la mia ira e la mia tristezza costanti.
,"The Sisters were sometimes indignant, sometimes sympathetic, and sometimes mourned along with me. ","The Seven Sisters...were sometimes outraged, sometimes compassionate, and sometimes shared in my sorrows.",[=ST],七姉妹たちは、ある時は憤り、ある時は同情し、ある時は私と一緒に悲しんでくれた。,[=JP],"Семь сестёр иногда возмущались, иногда сострадали, а иногда и плакали вместе со мной.","As Sete Irmãs...algumas vezes indignas, algumas vezes compassivas, às vezes compartilhando das minhas mágoas.",七姐妹們時而憤怒，時而同情，時而與我一起陷入悲傷。,七姐妹们时而愤怒，时而同情，时而与我一起陷入悲伤。,"Le Sette Sorelle a volte erano sdegnanti, a volte compassionevoli, e a volte si rattristavano con me."
,...I was truly happy to be able to share emotions like that with friends. ,......I was truly happy to have friends with whom I could share those emotions.,[=ST],……そういう感情を共有してくれる友人がいてくれることが、本当に嬉しかった。,[=JP],"......Я действительно рада тому, что могу разделить с ними ношу моих переживаний как с друзьями.",......Eu estava realmente feliz de ter amigas nas quais pudesse compartilhar tais emoções.,……能有朋友與我分享這些感情，真的很高興。,……能有朋友与我分享这些感情，真的很高兴。,... Ero davvero felice di condividere delle emozioni con le mie amiche.
,It's said that they were originally furniture that existed to carry out {f:5:Beatrice}'s cruel sacrifice ceremony. ,It's said that they were originally furniture that existed to carry out {f:5:Beatrice}'s cruel sacrificial ritual.,[=ST],彼女らは本来は、ベアトリーチェの残酷な生贄の儀式を行なうための家具だったという。,[=JP],"Согласно им, поначалу они были мебелью, созданной для проведения кровавого ритуала {f:5:Беатриче}.",Foi dito que originalmente elas eram mobílias que existiam para conduzir o ritual de sacrifícios da {f:5:Beatrice}.,她們原本是執行貝阿朵莉切殘酷的獻祭儀式的家具。,她们原本是执行贝阿朵莉切残酷的献祭仪式的家具。,Si dice che in origine fossero mobili che esistevano per portare a compimento la crudele cerimonia sacrificale di Beatrice.
,"...According to the occult message bottle I hated, ...it seems that several of them even attacked my family. ","......If that sickening occult message bottle was to be believed, ...it seemed that several among them even attacked my family.",[=ST],……私を不快にさせる、オカルトメッセージボトルによるならば、…彼女らの何人かは、私の家族を手に掛けてさえいるらしい。,[=JP],"......А судя по записке из бутылки, которая мне совсем не нравится, некоторые из них даже нападали на мою семью.","......De acordo com aquela desagradável mensagem oculta na garrafa, ...parece que várias delas atacaram minha família.",……根據令我不快的，有著神秘學氣息的瓶中信的內容，…貌似她們中的某幾個甚至對我的家人下過手。,……根据令我不快的，有着神秘学气息的瓶中信的内容，…貌似她们中的某几个甚至对我的家人下过手。,"... Secondo quell'occulto messaggio in bottiglia, che non gradivo... sembra che alcune di loro avessero addirittura attaccato la mia famiglia."
,"But I don't believe that, and it's pointless to question them about it. ","But I didn't believe that, and it would be pointless to question them about it.",[=ST],しかし、私はそれを信じないし、彼女らにそれを詰問しても無駄なことだ。,[=JP],"Но я считаю, что бессмысленно подвергать их сомнению.","Mas eu não acredito nela, e não faria sentido questioná‐las sobre isso.",不過，我不信這些話，去拿這事質問她們也是毫無意義的。,不过，我不信这些话，去拿这事质问她们也是毫无意义的。,"Ma non ci credo, ed è inutile domandarlo a loro."
,"They are furniture, so they only respond to their master's requests. ","They're furniture, so all they do is respond to their master's requests.",[=ST],彼女らは家具なのだから、主のリクエストに応えるだけなのだ。,[=JP],"Они мебель, и потому вынуждены повиноваться господину.","Elas são mobílias, portanto tudo o que elas fazem é responder às ordens de seus mestres.",她們是家具，所以她們只是在回應主人的要求。,她们是家具，所以她们只是在回应主人的要求。,"Sono mobili, quindi rispondono solo agli ordini del loro padrone."
